"taz","walk_subzone","walk_subzone_label","incQ","incQ_label","autoSuff","autoSuff_label","hasAV","num_persons","num_workers","num_workers_students"
1,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,48,33,37
1,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,27,17,17
1,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,3,3,3
1,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,2,2,2
1,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,15,11,11
1,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
1,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2,2,2
1,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,2,2,2
1,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,7,6,6
1,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,15,13,13
2,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,130,57,96
2,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,2,2
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,99,24,57
2,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,29,15,15
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,35,13,19
2,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,24,14,23
2,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,25,15,17
2,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,23,16,18
2,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,16,16,16
2,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,61,35,46
3,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,258,110,165
3,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,2,2,2
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,48,18,24
3,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,77,49,51
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,23,13,13
3,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,35,24,34
3,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,24,15,22
3,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2,1,1
3,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,51,41,41
3,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,24,24,24
3,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,3,1,2
4,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,161,48,102
4,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,2,2
4,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,107,16,61
4,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,38,24,24
4,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,41,16,25
4,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,36,28,31
4,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,12,8,12
4,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,39,28,30
4,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,64,45,47
4,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,42,40,40
4,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,51,35,35
5,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,583,269,409
5,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,10,6,6
5,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,147,53,68
5,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,128,97,101
5,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,14,14,14
5,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,55,37,38
5,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,102,73,95
5,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,32,23,32
5,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,20,17,19
5,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,94,73,75
5,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,78,78,78
5,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,15,11,11
6,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,1917,736,1550
6,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,34,27,30
6,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,332,116,230
6,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,879,776,834
6,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,204,180,196
6,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,115,101,102
6,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,379,282,366
6,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,137,93,135
6,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,12,11,11
6,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,306,292,295
6,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,198,189,190
6,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,3,3,3
7,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,3356,1437,2083
7,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,56,37,41
7,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,466,170,218
7,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1144,951,997
7,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,153,139,152
7,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,156,99,101
7,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,534,378,510
7,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,126,78,125
7,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,12,11,11
7,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,300,278,280
7,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,261,258,258
7,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,5,4,4
8,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,7113,4011,4767
8,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,114,76,86
8,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,906,413,461
8,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1128,873,901
8,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,359,355,359
8,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,145,52,58
8,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,530,305,505
8,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,212,107,209
8,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1,1,1
8,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,312,303,303
8,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,350,350,350
8,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1,1,1
9,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,5198,2437,3727
9,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,342,266,279
9,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1161,294,717
9,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1505,1373,1420
9,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,392,384,392
9,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,252,172,211
9,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,1095,625,1028
9,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,267,139,261
9,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,3,3,3
9,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,428,393,393
9,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,444,430,430
9,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1,1,1
10,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,3269,1522,2295
10,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,282,238,244
10,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,620,187,299
10,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,902,823,825
10,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,470,470,470
10,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,131,92,95
10,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,818,510,776
10,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,297,175,294
10,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,6,4,6
10,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,472,464,464
10,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,830,820,820
10,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,5,5,5
11,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,1539,716,994
11,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,110,86,90
11,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,453,163,213
11,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,557,509,515
11,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,197,196,196
11,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,179,136,139
11,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,634,421,600
11,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,384,238,380
11,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,24,22,23
11,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,304,294,295
11,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,578,568,568
11,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,16,13,13
12,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,753,508,662
12,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,34,30,30
12,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,319,95,252
12,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,226,208,224
12,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,69,60,68
12,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,80,40,79
12,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,288,183,273
12,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,61,36,58
12,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,4,4,4
12,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,301,285,285
12,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,142,138,138
12,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,9,9,9
13,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,105,73,98
13,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,26,24,24
13,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,126,36,104
13,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,45,30,45
13,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,6,6,6
13,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,145,43,145
13,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,33,17,32
13,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,32,17,30
13,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,6,3,5
13,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,63,52,53
13,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,46,40,40
13,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,25,20,20
14,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,281,159,240
14,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,6,5,6
14,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,168,56,129
14,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,116,98,109
14,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,41,38,41
