"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
11.573074,10.66525,10.658573,10.05075,10.03008,12.0439,11.085246,11.082717,10.46703,10.457939,12.161999,11.222918,11.218426,10.641459,10.628941,12.27034,11.304746,11.301372,10.728775,10.719642,0,1,0
12.486319,10.922644,10.920161,10.134712,10.119571,12.907135,11.337524,11.336212,10.550123,10.550122,13.091369,11.499736,11.497503,10.728858,10.728876,13.165277,11.573406,11.571718,10.813392,10.813439,1,1,1
12.296793,10.821446,10.817958,10.094201,10.094153,12.720301,11.236214,11.2345,10.509461,10.509382,12.899786,11.389882,11.38713,10.686199,10.674837,12.974785,11.464976,11.462329,10.771768,10.7632,2,1,2
11.535833,10.628448,10.62159,10.013597,9.992009,12.004968,11.048702,11.045452,10.429614,10.420172,12.129462,11.194928,11.190277,10.613599,10.600785,12.236176,11.2713,11.267582,10.696019,10.686592,3,2,0
12.423232,10.872392,10.869802,10.089994,10.073887,12.84543,11.286836,11.285397,10.504772,10.504765,13.03826,11.457305,11.454943,10.692678,10.69267,13.108763,11.526356,11.524515,10.772659,10.772688,4,2,1
12.23724,10.774257,10.770604,10.052235,10.052223,12.66152,11.188469,11.186573,10.466998,10.458584,12.849847,11.350443,11.347512,10.652951,10.641232,12.921423,11.420753,11.418117,10.733821,10.725136,5,2,2
11.359813,10.464355,10.456187,9.86719,9.841993,11.839371,10.886797,10.883361,10.284951,10.284934,11.991312,11.067235,11.061657,10.503787,10.503746,12.101523,11.141758,11.137772,10.585649,10.585597,6,3,0
12.349474,10.749269,10.746344,9.956443,9.956429,12.769424,11.163931,11.162339,10.372377,10.363783,12.983974,11.364673,11.362145,10.593483,10.581627,13.050419,11.430654,11.428658,10.67222,10.663237,7,3,1
12.151528,10.637452,10.633337,9.912658,9.891407,12.573279,11.052317,11.050149,10.328769,10.319132,12.785292,11.246007,11.242659,10.548722,10.535651,12.852777,11.313313,11.31064,10.628742,10.618979,8,3,2
11.670669,10.758183,10.75198,10.137366,10.137362,12.137943,11.176007,11.173257,10.550721,10.550687,12.246739,11.301336,11.296698,10.710861,10.710855,12.34204,11.372602,11.369587,10.788361,10.788315,9,4,0
12.558176,11.001389,10.999028,10.215008,10.215021,12.981049,11.415181,11.413924,10.627885,10.620938,13.147425,11.562309,11.560259,10.791577,10.781655,13.216085,11.628125,11.626271,10.86721,10.859714,10,4,1
12.370042,10.902981,10.899659,10.176634,10.159839,12.794832,11.316026,11.314342,10.589068,10.581404,12.95799,11.455547,11.45275,10.751009,10.751037,13.026338,11.521602,11.519698,10.827306,10.819133,11,4,2
11.363309,10.469208,10.46091,9.878211,9.878193,11.839379,10.889882,10.886024,10.293022,10.293005,11.996593,11.074903,11.069407,10.514197,10.514205,12.099097,11.142558,11.138478,10.589778,10.578981,12,5,0
12.33997,10.75071,10.74765,9.964357,9.94545,12.754884,11.161383,11.159712,10.376619,10.36776,12.971597,11.363004,11.360507,10.599076,10.59908,13.031964,11.422644,11.4205,10.671866,10.662631,13,5,1
12.145841,10.639803,10.635491,9.92181,9.921804,12.562748,11.051079,11.048919,10.334621,10.334561,12.776263,11.246849,11.243332,10.556234,10.556231,12.83747,11.307787,11.304671,10.630067,10.630103,14,5,2
11.124874,10.247514,10.237169,9.685384,9.685371,11.613273,10.673259,10.668587,10.103836,10.090409,11.816846,10.905422,10.899182,10.372441,10.355863,11.919045,10.973129,10.968321,10.448954,10.436633,15,6,0
12.152575,10.544323,10.540521,9.770949,9.747988,12.566825,10.956017,10.954006,10.185621,10.174937,12.823991,11.202394,11.199324,10.454713,10.454683,12.880162,11.259183,11.256696,10.527373,10.527309,16,6,1
11.953252,10.428278,10.422904,9.728559,9.728562,12.369917,10.841546,10.838799,10.144262,10.144281,12.624773,11.082783,11.078677,10.412971,10.413019,12.682453,11.141494,11.138097,10.487335,10.487252,17,6,2
11.128174,10.252079,10.241735,9.688052,9.68806,11.616134,10.676051,10.671305,10.104812,10.091433,11.824032,10.909918,10.903467,10.375288,10.358594,11.922199,10.974854,10.969927,10.449766,10.437369,18,7,0
12.15203,10.549932,10.546034,9.774602,9.774598,12.56426,10.960428,10.958443,10.18806,10.18806,12.81743,11.204772,11.201596,10.457866,10.457916,12.868626,11.257898,11.255118,10.528381,10.52839,19,7,1
