zone_id,base_income_quartile,tenure,rate
166,2,rent,1.0
166,3,rent,1.0
166,4,rent,1.0
167,1,own,0.75
167,2,own,0.75
167,3,own,0.75
167,4,own,0.75
167,1,rent,1.0
167,2,rent,1.0
167,3,rent,1.0
167,4,rent,1.0
168,1,own,0.75
168,2,own,0.75
168,3,own,0.75
168,4,own,0.75
168,1,rent,1.0
168,2,rent,1.0
168,3,rent,1.0
168,4,rent,1.0
169,1,own,0.75
169,2,own,0.75
169,3,own,0.75
169,4,own,0.75
169,1,rent,1.0
169,2,rent,1.0
169,3,rent,1.0
169,4,rent,1.0
170,1,own,0.75
170,2,own,0.75
170,3,own,0.75
170,4,own,0.75
170,1,rent,1.0
170,2,rent,1.0
170,3,rent,1.0
170,4,rent,1.0
171,1,own,0.75
171,2,own,0.75
171,3,own,0.75
171,4,own,0.75
171,1,rent,1.0
171,2,rent,1.0
171,3,rent,1.0
171,4,rent,1.0
172,1,own,0.75
172,2,own,0.75
172,3,own,0.75
172,4,own,0.75
172,1,rent,1.0
172,2,rent,1.0
172,3,rent,1.0
172,4,rent,1.0
173,1,own,0.75
173,2,own,0.75
173,3,own,0.75
173,4,own,0.75
173,1,rent,1.0
173,2,rent,1.0
173,3,rent,1.0
173,4,rent,1.0
174,1,own,0.75
174,2,own,0.75
174,3,own,0.75
174,4,own,0.75
174,1,rent,1.0
174,2,rent,1.0
174,3,rent,1.0
174,4,rent,1.0
175,1,own,0.75
175,2,own,0.75
175,3,own,0.75
175,4,own,0.75
175,1,rent,1.0
175,2,rent,1.0
175,3,rent,1.0
175,4,rent,1.0
176,1,own,0.75
176,2,own,0.75
176,3,own,0.75
176,4,own,0.75
176,1,rent,1.0
176,2,rent,1.0
176,3,rent,1.0
176,4,rent,1.0
177,1,own,0.75
177,2,own,0.75
177,3,own,0.75
177,4,own,0.75
177,1,rent,1.0
177,2,rent,1.0
177,3,rent,1.0
177,4,rent,1.0
178,1,own,0.75
178,2,own,0.75
178,3,own,0.75
178,4,own,0.75
178,1,rent,1.0
178,2,rent,1.0
178,3,rent,1.0
178,4,rent,1.0
179,1,own,0.75
179,2,own,0.75
179,3,own,0.75
179,4,own,0.75
179,1,rent,1.0
179,2,rent,1.0
179,3,rent,1.0
179,4,rent,1.0
180,1,own,0.75
180,2,own,0.75
180,3,own,0.75
180,4,own,0.75
180,1,rent,1.0
180,2,rent,1.0
180,3,rent,1.0
180,4,rent,1.0
181,1,own,0.75
181,2,own,0.75
181,3,own,0.75
181,4,own,0.75
181,1,rent,1.0
181,2,rent,1.0
181,3,rent,1.0
181,4,rent,1.0
182,1,own,0.75
182,2,own,0.75
182,3,own,0.75
182,4,own,0.75
182,1,rent,1.0
182,2,rent,1.0
182,3,rent,1.0
182,4,rent,1.0
183,1,own,0.75
183,2,own,0.75
183,3,own,0.75
183,4,own,0.75
183,1,rent,1.0
183,2,rent,1.0
183,3,rent,1.0
183,4,rent,1.0
184,1,own,0.75
184,2,own,0.75
184,3,own,0.75
184,4,own,0.75
184,1,rent,1.0
184,2,rent,1.0
184,3,rent,1.0
184,4,rent,1.0
185,1,own,0.75
185,2,own,0.75
185,3,own,0.75
185,4,own,0.75
185,1,rent,1.0
185,2,rent,1.0
185,3,rent,1.0
185,4,rent,1.0
186,1,own,0.75
186,2,own,0.75
186,3,own,0.75
186,4,own,0.75
186,1,rent,1.0
186,2,rent,1.0
186,3,rent,1.0
186,4,rent,1.0
187,1,own,0.75
187,2,own,0.75
187,3,own,0.75
187,4,own,0.75
187,1,rent,1.0
187,2,rent,1.0
187,3,rent,1.0
187,4,rent,1.0
188,1,own,0.75
188,2,own,0.75
188,3,own,0.75
188,4,own,0.75
188,1,rent,1.0
188,2,rent,1.0
188,3,rent,1.0
188,4,rent,1.0
189,1,own,0.75
189,2,own,0.75
189,3,own,0.75
189,4,own,0.75
189,1,rent,1.0
189,2,rent,1.0
189,3,rent,1.0
189,4,rent,1.0
190,1,own,0.75
190,2,own,0.75
190,3,own,0.75
190,4,own,0.75
190,1,rent,1.0
190,2,rent,1.0
190,3,rent,1.0
190,4,rent,1.0
191,1,own,0.75
191,2,own,0.75
191,3,own,0.75
191,4,own,0.75
191,1,rent,1.0
191,2,rent,1.0
191,3,rent,1.0
191,4,rent,1.0
192,1,own,0.75
192,2,own,0.75
192,3,own,0.75
192,4,own,0.75
192,1,rent,1.0
192,2,rent,1.0
192,3,rent,1.0
192,4,rent,1.0
193,1,own,0.75
193,2,own,0.75
193,3,own,0.75
193,4,own,0.75
193,1,rent,1.0
193,2,rent,1.0
193,3,rent,1.0
193,4,rent,1.0
194,1,own,0.75
194,2,own,0.75
194,3,own,0.75
194,4,own,0.75
194,1,rent,1.0
194,2,rent,1.0
194,3,rent,1.0
194,4,rent,1.0
195,1,own,0.75
195,2,own,0.75
195,3,own,0.75
195,4,own,0.75
195,1,rent,1.0
195,2,rent,1.0
195,3,rent,1.0
195,4,rent,1.0
196,1,own,0.75
196,2,own,0.75
196,3,own,0.75
196,4,own,0.75
196,1,rent,1.0
196,2,rent,1.0
196,3,rent,1.0
196,4,rent,1.0
197,1,own,0.75
197,2,own,0.75
197,3,own,0.75
197,4,own,0.75
197,1,rent,1.0
197,2,rent,1.0
197,3,rent,1.0
197,4,rent,1.0
198,1,own,0.75
198,2,own,0.75
198,3,own,0.75
198,4,own,0.75
198,1,rent,1.0
198,2,rent,1.0
198,3,rent,1.0
198,4,rent,1.0
199,1,own,0.75
199,2,own,0.75
199,3,own,0.75
199,4,own,0.75
199,1,rent,1.0
199,2,rent,1.0
199,3,rent,1.0
199,4,rent,1.0
200,1,own,0.75
200,2,own,0.75
200,3,own,0.75
200,4,own,0.75
200,1,rent,1.0
200,2,rent,1.0
200,3,rent,1.0
200,4,rent,1.0
201,1,own,0.75
201,2,own,0.75
201,3,own,0.75
201,4,own,0.75
201,1,rent,1.0
201,2,rent,1.0
201,3,rent,1.0
201,4,rent,1.0
202,1,own,0.75
202,2,own,0.75
202,3,own,0.75
202,4,own,0.75
202,1,rent,1.0
202,2,rent,1.0
202,3,rent,1.0
202,4,rent,1.0
203,1,own,0.75
203,2,own,0.75
203,3,own,0.75
203,4,own,0.75
203,1,rent,1.0
203,2,rent,1.0
203,3,rent,1.0
203,4,rent,1.0
204,1,own,0.75
204,2,own,0.75
204,3,own,0.75
204,4,own,0.75
204,1,rent,1.0
204,2,rent,1.0
204,3,rent,1.0
204,4,rent,1.0
205,1,own,0.75
205,2,own,0.75
205,3,own,0.75
205,4,own,0.75
205,1,rent,1.0
205,2,rent,1.0
205,3,rent,1.0
205,4,rent,1.0
206,1,own,0.75
206,2,own,0.75
206,3,own,0.75
206,4,own,0.75
206,1,rent,1.0
206,2,rent,1.0
206,3,rent,1.0
206,4,rent,1.0
207,1,own,0.75
207,2,own,0.75
207,3,own,0.75
207,4,own,0.75
207,1,rent,1.0
207,2,rent,1.0
207,3,rent,1.0
207,4,rent,1.0
208,1,own,0.75
208,2,own,0.75
208,3,own,0.75
208,4,own,0.75
208,1,rent,1.0
208,2,rent,1.0
208,3,rent,1.0
208,4,rent,1.0
209,1,own,0.75
209,2,own,0.75
209,3,own,0.75
209,4,own,0.75
209,1,rent,1.0
209,2,rent,1.0
209,3,rent,1.0
209,4,rent,1.0
210,1,own,0.75
210,2,own,0.75
210,3,own,0.75
210,4,own,0.75
210,1,rent,1.0
210,2,rent,1.0
210,3,rent,1.0
210,4,rent,1.0
211,1,own,0.75
211,2,own,0.75
211,3,own,0.75
211,4,own,0.75
211,1,rent,1.0
211,2,rent,1.0
211,3,rent,1.0
211,4,rent,1.0
212,1,own,0.75
212,2,own,0.75
212,3,own,0.75
212,4,own,0.75
212,1,rent,1.0
212,2,rent,1.0
212,3,rent,1.0
212,4,rent,1.0
213,1,own,0.75
213,2,own,0.75
213,3,own,0.75
213,4,own,0.75
213,1,rent,1.0
213,2,rent,1.0
213,3,rent,1.0
213,4,rent,1.0
214,1,own,0.75
214,2,own,0.75
214,3,own,0.75
214,4,own,0.75
214,1,rent,1.0
214,2,rent,1.0
214,3,rent,1.0
214,4,rent,1.0
215,1,own,0.75
215,2,own,0.75
215,3,own,0.75
215,4,own,0.75
215,1,rent,1.0
215,2,rent,1.0
215,3,rent,1.0
215,4,rent,1.0
216,1,own,0.75
216,2,own,0.75
216,3,own,0.75
216,4,own,0.75
216,1,rent,1.0
216,2,rent,1.0
216,3,rent,1.0
216,4,rent,1.0
217,1,own,0.75
217,2,own,0.75
217,3,own,0.75
217,4,own,0.75
217,1,rent,1.0
217,2,rent,1.0
217,3,rent,1.0
217,4,rent,1.0
218,1,own,0.75
218,2,own,0.75
218,3,own,0.75
218,4,own,0.75
218,1,rent,1.0
218,2,rent,1.0
218,3,rent,1.0
218,4,rent,1.0
219,1,own,0.75
219,2,own,0.75
219,3,own,0.75
219,4,own,0.75
219,1,rent,1.0
219,2,rent,1.0
219,3,rent,1.0
219,4,rent,1.0
220,1,own,0.75
220,2,own,0.75
220,3,own,0.75
220,4,own,0.75
220,1,rent,1.0
220,2,rent,1.0
220,3,rent,1.0
220,4,rent,1.0
221,1,own,0.75
221,2,own,0.75
221,3,own,0.75
221,4,own,0.75
221,1,rent,1.0
221,2,rent,1.0
221,3,rent,1.0
221,4,rent,1.0
222,1,own,0.75
222,2,own,0.75
222,3,own,0.75
222,4,own,0.75
222,1,rent,1.0
222,2,rent,1.0
222,3,rent,1.0
222,4,rent,1.0
223,1,own,0.75
223,2,own,0.75
223,3,own,0.75
223,4,own,0.75
223,1,rent,1.0
223,2,rent,1.0
223,3,rent,1.0
223,4,rent,1.0
224,1,own,0.75
224,2,own,0.75
224,3,own,0.75
224,4,own,0.75
224,1,rent,1.0
224,2,rent,1.0
224,3,rent,1.0
224,4,rent,1.0
225,1,own,0.75
225,2,own,0.75
225,3,own,0.75
225,4,own,0.75
225,1,rent,1.0
225,2,rent,1.0
225,3,rent,1.0
225,4,rent,1.0
226,1,own,0.75
226,2,own,0.75
226,3,own,0.75
226,4,own,0.75
226,1,rent,1.0
226,2,rent,1.0
226,3,rent,1.0
226,4,rent,1.0
227,1,own,0.75
227,2,own,0.75
227,3,own,0.75
227,4,own,0.75
227,1,rent,1.0
227,2,rent,1.0
227,3,rent,1.0
227,4,rent,1.0
228,1,own,0.75
228,2,own,0.75
228,3,own,0.75
228,4,own,0.75
228,1,rent,1.0
228,2,rent,1.0
228,3,rent,1.0
228,4,rent,1.0
229,1,own,0.75
229,2,own,0.75
229,3,own,0.75
229,4,own,0.75
229,1,rent,1.0
229,2,rent,1.0
229,3,rent,1.0
229,4,rent,1.0
230,1,own,0.75
230,2,own,0.75
230,3,own,0.75
230,4,own,0.75
230,1,rent,1.0
230,2,rent,1.0
230,3,rent,1.0
230,4,rent,1.0
231,1,own,0.75
231,2,own,0.75
231,3,own,0.75
231,4,own,0.75
231,1,rent,1.0
231,2,rent,1.0
231,3,rent,1.0
231,4,rent,1.0
232,1,own,0.75
232,2,own,0.75
232,3,own,0.75
232,4,own,0.75
232,1,rent,1.0
232,2,rent,1.0
232,3,rent,1.0
232,4,rent,1.0
233,1,own,0.75
233,2,own,0.75
233,3,own,0.75
233,4,own,0.75
233,1,rent,1.0
233,2,rent,1.0
233,3,rent,1.0
233,4,rent,1.0
234,1,own,0.75
234,2,own,0.75
234,3,own,0.75
234,4,own,0.75
234,1,rent,1.0
234,2,rent,1.0
234,3,rent,1.0
234,4,rent,1.0
235,1,own,0.75
235,2,own,0.75
235,3,own,0.75
235,4,own,0.75
235,1,rent,1.0
235,2,rent,1.0
235,3,rent,1.0
235,4,rent,1.0
236,1,own,0.75
236,2,own,0.75
236,3,own,0.75
236,4,own,0.75
236,1,rent,1.0
236,2,rent,1.0
236,3,rent,1.0
236,4,rent,1.0
237,1,own,0.75
237,2,own,0.75
237,3,own,0.75
237,4,own,0.75
237,1,rent,1.0
237,2,rent,1.0
237,3,rent,1.0
237,4,rent,1.0
238,1,own,0.75
238,2,own,0.75
238,3,own,0.75
238,4,own,0.75
238,1,rent,1.0
238,2,rent,1.0
238,3,rent,1.0
238,4,rent,1.0
239,1,own,0.75
239,2,own,0.75
239,3,own,0.75
239,4,own,0.75
239,1,rent,1.0
239,2,rent,1.0
239,3,rent,1.0
239,4,rent,1.0
240,1,own,0.75
240,2,own,0.75
240,3,own,0.75
240,4,own,0.75
240,1,rent,1.0
240,2,rent,1.0
240,3,rent,1.0
240,4,rent,1.0
241,1,own,0.75
241,2,own,0.75
241,3,own,0.75
241,4,own,0.75
241,1,rent,1.0
241,2,rent,1.0
241,3,rent,1.0
241,4,rent,1.0
242,1,own,0.75
242,2,own,0.75
242,3,own,0.75
242,4,own,0.75
242,1,rent,1.0
242,2,rent,1.0
242,3,rent,1.0
242,4,rent,1.0
243,1,own,0.75
243,2,own,0.75
243,3,own,0.75
243,4,own,0.75
243,1,rent,1.0
243,2,rent,1.0
243,3,rent,1.0
243,4,rent,1.0
244,1,own,0.75
244,2,own,0.75
244,3,own,0.75
244,4,own,0.75
244,1,rent,1.0
244,2,rent,1.0
244,3,rent,1.0
244,4,rent,1.0
245,1,own,0.75
245,2,own,0.75
245,3,own,0.75
245,4,own,0.75
245,1,rent,1.0
245,2,rent,1.0
245,3,rent,1.0
245,4,rent,1.0
246,1,own,0.75
246,2,own,0.75
246,3,own,0.75
246,4,own,0.75
246,1,rent,1.0
246,2,rent,1.0
246,3,rent,1.0
246,4,rent,1.0
247,1,own,0.75
247,2,own,0.75
247,3,own,0.75
247,4,own,0.75
247,1,rent,1.0
247,2,rent,1.0
247,3,rent,1.0
247,4,rent,1.0
248,1,own,0.75
248,2,own,0.75
248,3,own,0.75
248,4,own,0.75
248,1,rent,1.0
248,2,rent,1.0
248,3,rent,1.0
248,4,rent,1.0
249,1,own,0.75
249,2,own,0.75
249,3,own,0.75
249,4,own,0.75
249,1,rent,1.0
249,2,rent,1.0
249,3,rent,1.0
249,4,rent,1.0
250,1,own,0.75
250,2,own,0.75
250,3,own,0.75
250,4,own,0.75
250,1,rent,1.0
250,2,rent,1.0
250,3,rent,1.0
250,4,rent,1.0
251,1,own,0.75
251,2,own,0.75
251,3,own,0.75
251,4,own,0.75
251,1,rent,1.0
251,2,rent,1.0
251,3,rent,1.0
251,4,rent,1.0
252,1,own,0.75
252,2,own,0.75
252,3,own,0.75
252,4,own,0.75
252,1,rent,1.0
252,2,rent,1.0
252,3,rent,1.0
252,4,rent,1.0
253,1,own,0.75
253,2,own,0.75
253,3,own,0.75
253,4,own,0.75
253,1,rent,1.0
253,2,rent,1.0
253,3,rent,1.0
253,4,rent,1.0
254,1,own,0.75
254,2,own,0.75
254,3,own,0.75
254,4,own,0.75
254,1,rent,1.0
254,2,rent,1.0
254,3,rent,1.0
254,4,rent,1.0
255,1,own,0.75
255,2,own,0.75
255,3,own,0.75
255,4,own,0.75
255,1,rent,1.0
255,2,rent,1.0
255,3,rent,1.0
255,4,rent,1.0
256,1,own,0.75
256,2,own,0.75
256,3,own,0.75
256,4,own,0.75
256,1,rent,1.0
256,2,rent,1.0
256,3,rent,1.0
256,4,rent,1.0
257,1,own,0.75
257,2,own,0.75
257,3,own,0.75
257,4,own,0.75
257,1,rent,1.0
257,2,rent,1.0
257,3,rent,1.0
257,4,rent,1.0
258,1,own,0.75
258,2,own,0.75
258,3,own,0.75
258,4,own,0.75
258,1,rent,1.0
258,2,rent,1.0
258,3,rent,1.0
258,4,rent,1.0
259,1,own,0.75
259,2,own,0.75
259,3,own,0.75
259,4,own,0.75
259,1,rent,1.0
259,2,rent,1.0
259,3,rent,1.0
259,4,rent,1.0
260,1,own,0.75
260,2,own,0.75
260,3,own,0.75
260,4,own,0.75
260,1,rent,1.0
260,2,rent,1.0
260,3,rent,1.0
260,4,rent,1.0
261,1,own,0.75
261,2,own,0.75
261,3,own,0.75
261,4,own,0.75
261,1,rent,1.0
261,2,rent,1.0
261,3,rent,1.0
261,4,rent,1.0
262,1,own,0.75
262,2,own,0.75
262,3,own,0.75
262,4,own,0.75
262,1,rent,1.0
262,2,rent,1.0
262,3,rent,1.0
262,4,rent,1.0
263,1,own,0.75
263,2,own,0.75
263,3,own,0.75
263,4,own,0.75
263,1,rent,1.0
263,2,rent,1.0
263,3,rent,1.0
263,4,rent,1.0
264,1,own,0.75
264,2,own,0.75
264,3,own,0.75
264,4,own,0.75
264,1,rent,1.0
264,2,rent,1.0
264,3,rent,1.0
264,4,rent,1.0
265,1,own,0.75
265,2,own,0.75
265,3,own,0.75
265,4,own,0.75
265,1,rent,1.0
265,2,rent,1.0
265,3,rent,1.0
265,4,rent,1.0
266,1,own,0.75
266,2,own,0.75
266,3,own,0.75
266,4,own,0.75
266,1,rent,1.0
266,2,rent,1.0
266,3,rent,1.0
266,4,rent,1.0
267,1,own,0.75
267,2,own,0.75
267,3,own,0.75
267,4,own,0.75
267,1,rent,1.0
267,2,rent,1.0
267,3,rent,1.0
267,4,rent,1.0
268,1,own,0.75
268,2,own,0.75
268,3,own,0.75
268,4,own,0.75
268,1,rent,1.0
268,2,rent,1.0
268,3,rent,1.0
268,4,rent,1.0
269,1,own,0.75
269,2,own,0.75
269,3,own,0.75
269,4,own,0.75
269,1,rent,1.0
269,2,rent,1.0
269,3,rent,1.0
269,4,rent,1.0
270,1,own,0.75
270,2,own,0.75
270,3,own,0.75
270,4,own,0.75
270,1,rent,1.0
270,2,rent,1.0
270,3,rent,1.0
270,4,rent,1.0
271,1,own,0.75
271,2,own,0.75
271,3,own,0.75
271,4,own,0.75
271,1,rent,1.0
271,2,rent,1.0
271,3,rent,1.0
271,4,rent,1.0
272,1,own,0.75
272,2,own,0.75
272,3,own,0.75
272,4,own,0.75
272,1,rent,1.0
272,2,rent,1.0
272,3,rent,1.0
272,4,rent,1.0
273,1,own,0.75
273,2,own,0.75
273,3,own,0.75
273,4,own,0.75
273,1,rent,1.0
273,2,rent,1.0
273,3,rent,1.0
273,4,rent,1.0
274,1,own,0.75
274,2,own,0.75
274,3,own,0.75
274,4,own,0.75
274,1,rent,1.0
274,2,rent,1.0
274,3,rent,1.0
274,4,rent,1.0
275,1,own,0.75
275,2,own,0.75
275,3,own,0.75
275,4,own,0.75
275,1,rent,1.0
275,2,rent,1.0
275,3,rent,1.0
275,4,rent,1.0
276,1,own,0.75
276,2,own,0.75
276,3,own,0.75
276,4,own,0.75
276,1,rent,1.0
276,2,rent,1.0
276,3,rent,1.0
276,4,rent,1.0
277,1,own,0.75
277,2,own,0.75
277,3,own,0.75
277,4,own,0.75
277,1,rent,1.0
277,2,rent,1.0
277,3,rent,1.0
277,4,rent,1.0
278,1,own,0.75
278,2,own,0.75
278,3,own,0.75
278,4,own,0.75
278,1,rent,1.0
278,2,rent,1.0
278,3,rent,1.0
278,4,rent,1.0
279,1,own,0.75
279,2,own,0.75
279,3,own,0.75
279,4,own,0.75
279,1,rent,1.0
279,2,rent,1.0
279,3,rent,1.0
279,4,rent,1.0
280,1,own,0.75
280,2,own,0.75
280,3,own,0.75
280,4,own,0.75
280,1,rent,1.0
280,2,rent,1.0
280,3,rent,1.0
280,4,rent,1.0
281,1,own,0.75
281,2,own,0.75
281,3,own,0.75
281,4,own,0.75
281,1,rent,1.0
281,2,rent,1.0
281,3,rent,1.0
281,4,rent,1.0
282,1,own,0.75
282,2,own,0.75
282,3,own,0.75
282,4,own,0.75
282,1,rent,1.0
282,2,rent,1.0
282,3,rent,1.0
282,4,rent,1.0
283,1,own,0.75
283,2,own,0.75
283,3,own,0.75
283,4,own,0.75
283,1,rent,1.0
283,2,rent,1.0
283,3,rent,1.0
283,4,rent,1.0
284,1,own,0.75
284,2,own,0.75
284,3,own,0.75
284,4,own,0.75
284,1,rent,1.0
284,2,rent,1.0
284,3,rent,1.0
284,4,rent,1.0
285,1,own,0.75
285,2,own,0.75
285,3,own,0.75
285,4,own,0.75
285,1,rent,1.0
285,2,rent,1.0
285,3,rent,1.0
285,4,rent,1.0
286,1,own,0.75
286,2,own,0.75
286,3,own,0.75
286,4,own,0.75
286,1,rent,1.0
286,2,rent,1.0
286,3,rent,1.0
286,4,rent,1.0
287,1,own,0.75
287,2,own,0.75
287,3,own,0.75
287,4,own,0.75
287,1,rent,1.0
287,2,rent,1.0
287,3,rent,1.0
287,4,rent,1.0
288,1,own,0.75
288,2,own,0.75
288,3,own,0.75
288,4,own,0.75
288,1,rent,1.0
288,2,rent,1.0
288,3,rent,1.0
288,4,rent,1.0
289,1,own,0.75
289,2,own,0.75
289,3,own,0.75
289,4,own,0.75
289,1,rent,1.0
289,2,rent,1.0
289,3,rent,1.0
289,4,rent,1.0
290,1,own,0.75
290,2,own,0.75
290,3,own,0.75
290,4,own,0.75
290,1,rent,1.0
290,2,rent,1.0
290,3,rent,1.0
290,4,rent,1.0
291,1,own,0.75
291,2,own,0.75
291,3,own,0.75
291,4,own,0.75
291,1,rent,1.0
291,2,rent,1.0
291,3,rent,1.0
291,4,rent,1.0
292,1,own,0.75
292,2,own,0.75
292,3,own,0.75
292,4,own,0.75
292,1,rent,1.0
292,2,rent,1.0
292,3,rent,1.0
292,4,rent,1.0
293,1,own,0.75
293,2,own,0.75
293,3,own,0.75
293,4,own,0.75
293,1,rent,1.0
293,2,rent,1.0
293,3,rent,1.0
293,4,rent,1.0
294,1,own,0.75
294,2,own,0.75
294,3,own,0.75
294,4,own,0.75
294,1,rent,1.0
294,2,rent,1.0
294,3,rent,1.0
294,4,rent,1.0
295,1,own,0.75
295,2,own,0.75
295,3,own,0.75
295,4,own,0.75
295,1,rent,1.0
295,2,rent,1.0
295,3,rent,1.0
295,4,rent,1.0
296,1,own,0.75
296,2,own,0.75
296,3,own,0.75
296,4,own,0.75
296,1,rent,1.0
296,2,rent,1.0
296,3,rent,1.0
296,4,rent,1.0
297,1,own,0.75
297,2,own,0.75
297,3,own,0.75
297,4,own,0.75
297,1,rent,1.0
297,2,rent,1.0
297,3,rent,1.0
297,4,rent,1.0
298,1,own,0.75
298,2,own,0.75
298,3,own,0.75
298,4,own,0.75
298,1,rent,1.0
298,2,rent,1.0
298,3,rent,1.0
298,4,rent,1.0
299,1,own,0.75
299,2,own,0.75
299,3,own,0.75
299,4,own,0.75
299,1,rent,1.0
299,2,rent,1.0
299,3,rent,1.0
299,4,rent,1.0
300,1,own,0.75
300,2,own,0.75
300,3,own,0.75
300,4,own,0.75
300,1,rent,1.0
300,2,rent,1.0
300,3,rent,1.0
300,4,rent,1.0
301,1,own,0.75
301,2,own,0.75
301,3,own,0.75
301,4,own,0.75
301,1,rent,1.0
301,2,rent,1.0
301,3,rent,1.0
301,4,rent,1.0
302,1,own,0.75
302,2,own,0.75
302,3,own,0.75
302,4,own,0.75
302,1,rent,1.0
302,2,rent,1.0
302,3,rent,1.0
302,4,rent,1.0
303,1,own,0.75
303,2,own,0.75
303,3,own,0.75
303,4,own,0.75
303,1,rent,1.0
303,2,rent,1.0
303,3,rent,1.0
303,4,rent,1.0
304,1,own,0.75
304,2,own,0.75
304,3,own,0.75
304,4,own,0.75
304,1,rent,1.0
304,2,rent,1.0
304,3,rent,1.0
304,4,rent,1.0
305,1,own,0.75
305,2,own,0.75
305,3,own,0.75
305,4,own,0.75
305,1,rent,1.0
305,2,rent,1.0
305,3,rent,1.0
305,4,rent,1.0
306,1,own,0.75
306,2,own,0.75
306,3,own,0.75
306,4,own,0.75
306,1,rent,1.0
306,2,rent,1.0
306,3,rent,1.0
306,4,rent,1.0
307,1,own,0.75
307,2,own,0.75
307,3,own,0.75
307,4,own,0.75
307,1,rent,1.0
307,2,rent,1.0
307,3,rent,1.0
307,4,rent,1.0
308,1,own,0.75
308,2,own,0.75
308,3,own,0.75
308,4,own,0.75
308,1,rent,1.0
308,2,rent,1.0
308,3,rent,1.0
308,4,rent,1.0
309,1,own,0.75
309,2,own,0.75
309,3,own,0.75
309,4,own,0.75
309,1,rent,1.0
309,2,rent,1.0
309,3,rent,1.0
309,4,rent,1.0
310,1,own,0.75
310,2,own,0.75
310,3,own,0.75
310,4,own,0.75
310,1,rent,1.0
310,2,rent,1.0
310,3,rent,1.0
310,4,rent,1.0
311,1,own,0.75
311,2,own,0.75
311,3,own,0.75
311,4,own,0.75
311,1,rent,1.0
311,2,rent,1.0
311,3,rent,1.0
311,4,rent,1.0
312,1,own,0.75
312,2,own,0.75
312,3,own,0.75
312,4,own,0.75
312,1,rent,1.0
312,2,rent,1.0
312,3,rent,1.0
312,4,rent,1.0
313,1,own,0.75
313,2,own,0.75
313,3,own,0.75
313,4,own,0.75
313,1,rent,1.0
313,2,rent,1.0
313,3,rent,1.0
313,4,rent,1.0
314,1,own,0.75
314,2,own,0.75
314,3,own,0.75
314,4,own,0.75
314,1,rent,1.0
314,2,rent,1.0
314,3,rent,1.0
314,4,rent,1.0
315,1,own,0.75
315,2,own,0.75
315,3,own,0.75
315,4,own,0.75
315,1,rent,1.0
315,2,rent,1.0
315,3,rent,1.0
315,4,rent,1.0
316,1,own,0.75
316,2,own,0.75
316,3,own,0.75
316,4,own,0.75
316,1,rent,1.0
316,2,rent,1.0
316,3,rent,1.0
316,4,rent,1.0
317,1,own,0.75
317,2,own,0.75
317,3,own,0.75
317,4,own,0.75
317,1,rent,1.0
317,2,rent,1.0
317,3,rent,1.0
317,4,rent,1.0
318,1,own,0.75
318,2,own,0.75
318,3,own,0.75
318,4,own,0.75
318,1,rent,1.0
318,2,rent,1.0
318,3,rent,1.0
318,4,rent,1.0
319,1,own,0.75
319,2,own,0.75
319,3,own,0.75
319,4,own,0.75
319,1,rent,1.0
319,2,rent,1.0
319,3,rent,1.0
319,4,rent,1.0
320,1,own,0.75
320,2,own,0.75
320,3,own,0.75
320,4,own,0.75
320,1,rent,1.0
320,2,rent,1.0
320,3,rent,1.0
320,4,rent,1.0
321,1,own,0.75
321,2,own,0.75
321,3,own,0.75
321,4,own,0.75
321,1,rent,1.0
321,2,rent,1.0
321,3,rent,1.0
321,4,rent,1.0
322,1,own,0.75
322,2,own,0.75
322,3,own,0.75
322,4,own,0.75
322,1,rent,1.0
322,2,rent,1.0
322,3,rent,1.0
322,4,rent,1.0
323,1,own,0.75
323,2,own,0.75
323,3,own,0.75
323,4,own,0.75
323,1,rent,1.0
323,2,rent,1.0
323,3,rent,1.0
323,4,rent,1.0
324,1,own,0.75
324,2,own,0.75
324,3,own,0.75
324,4,own,0.75
324,1,rent,1.0
324,2,rent,1.0
324,3,rent,1.0
324,4,rent,1.0
325,1,own,0.75
325,2,own,0.75
325,3,own,0.75
325,4,own,0.75
325,1,rent,1.0
325,2,rent,1.0
325,3,rent,1.0
325,4,rent,1.0
326,1,own,0.75
326,2,own,0.75
326,3,own,0.75
326,4,own,0.75
326,1,rent,1.0
326,2,rent,1.0
326,3,rent,1.0
326,4,rent,1.0
327,1,own,0.75
327,2,own,0.75
327,3,own,0.75
327,4,own,0.75
327,1,rent,1.0
327,2,rent,1.0
327,3,rent,1.0
327,4,rent,1.0
328,1,own,0.75
328,2,own,0.75
328,3,own,0.75
328,4,own,0.75
328,1,rent,1.0
328,2,rent,1.0
328,3,rent,1.0
328,4,rent,1.0
329,1,own,0.75
329,2,own,0.75
329,3,own,0.75
329,4,own,0.75
329,1,rent,1.0
329,2,rent,1.0
329,3,rent,1.0
329,4,rent,1.0
330,1,own,0.75
330,2,own,0.75
330,3,own,0.75
330,4,own,0.75
330,1,rent,1.0
330,2,rent,1.0
330,3,rent,1.0
330,4,rent,1.0
331,1,own,0.75
331,2,own,0.75
331,3,own,0.75
331,4,own,0.75
331,1,rent,1.0
331,2,rent,1.0
331,3,rent,1.0
331,4,rent,1.0
332,1,own,0.75
332,2,own,0.75
332,3,own,0.75
332,4,own,0.75
332,1,rent,1.0
332,2,rent,1.0
332,3,rent,1.0
332,4,rent,1.0
