zone_id,base_income_quartile,tenure,rate
129,2,rent,1.0
129,3,rent,1.0
129,4,rent,1.0
130,1,own,0.75
130,2,own,0.75
130,3,own,0.75
130,4,own,0.75
130,1,rent,1.0
130,2,rent,1.0
130,3,rent,1.0
130,4,rent,1.0
131,1,own,0.75
131,2,own,0.75
131,3,own,0.75
131,4,own,0.75
131,1,rent,1.0
131,2,rent,1.0
131,3,rent,1.0
131,4,rent,1.0
132,1,own,0.75
132,2,own,0.75
132,3,own,0.75
132,4,own,0.75
132,1,rent,1.0
132,2,rent,1.0
132,3,rent,1.0
132,4,rent,1.0
133,1,own,0.75
133,2,own,0.75
133,3,own,0.75
133,4,own,0.75
133,1,rent,1.0
133,2,rent,1.0
133,3,rent,1.0
133,4,rent,1.0
134,1,own,0.75
134,2,own,0.75
134,3,own,0.75
134,4,own,0.75
134,1,rent,1.0
134,2,rent,1.0
134,3,rent,1.0
134,4,rent,1.0
135,1,own,0.75
135,2,own,0.75
135,3,own,0.75
135,4,own,0.75
135,1,rent,1.0
135,2,rent,1.0
135,3,rent,1.0
135,4,rent,1.0
136,1,own,0.75
136,2,own,0.75
136,3,own,0.75
136,4,own,0.75
136,1,rent,1.0
136,2,rent,1.0
136,3,rent,1.0
136,4,rent,1.0
137,1,own,0.75
137,2,own,0.75
137,3,own,0.75
137,4,own,0.75
137,1,rent,1.0
137,2,rent,1.0
137,3,rent,1.0
137,4,rent,1.0
138,1,own,0.75
138,2,own,0.75
138,3,own,0.75
138,4,own,0.75
138,1,rent,1.0
138,2,rent,1.0
138,3,rent,1.0
138,4,rent,1.0
139,1,own,0.75
139,2,own,0.75
139,3,own,0.75
139,4,own,0.75
139,1,rent,1.0
139,2,rent,1.0
139,3,rent,1.0
139,4,rent,1.0
140,1,own,0.75
140,2,own,0.75
140,3,own,0.75
140,4,own,0.75
140,1,rent,1.0
140,2,rent,1.0
140,3,rent,1.0
140,4,rent,1.0
141,1,own,0.75
141,2,own,0.75
141,3,own,0.75
141,4,own,0.75
141,1,rent,1.0
141,2,rent,1.0
141,3,rent,1.0
141,4,rent,1.0
142,1,own,0.75
142,2,own,0.75
142,3,own,0.75
142,4,own,0.75
142,1,rent,1.0
142,2,rent,1.0
142,3,rent,1.0
142,4,rent,1.0
143,1,own,0.75
143,2,own,0.75
143,3,own,0.75
143,4,own,0.75
143,1,rent,1.0
143,2,rent,1.0
143,3,rent,1.0
143,4,rent,1.0
144,1,own,0.75
144,2,own,0.75
144,3,own,0.75
144,4,own,0.75
144,1,rent,1.0
144,2,rent,1.0
144,3,rent,1.0
144,4,rent,1.0
145,1,own,0.75
145,2,own,0.75
145,3,own,0.75
145,4,own,0.75
145,1,rent,1.0
145,2,rent,1.0
145,3,rent,1.0
145,4,rent,1.0
146,1,own,0.75
146,2,own,0.75
146,3,own,0.75
146,4,own,0.75
146,1,rent,1.0
146,2,rent,1.0
146,3,rent,1.0
146,4,rent,1.0
147,1,own,0.75
147,2,own,0.75
147,3,own,0.75
147,4,own,0.75
147,1,rent,1.0
147,2,rent,1.0
147,3,rent,1.0
147,4,rent,1.0
148,1,own,0.75
148,2,own,0.75
148,3,own,0.75
148,4,own,0.75
148,1,rent,1.0
148,2,rent,1.0
148,3,rent,1.0
148,4,rent,1.0
149,1,own,0.75
149,2,own,0.75
149,3,own,0.75
149,4,own,0.75
149,1,rent,1.0
149,2,rent,1.0
149,3,rent,1.0
149,4,rent,1.0
150,1,own,0.75
150,2,own,0.75
150,3,own,0.75
150,4,own,0.75
150,1,rent,1.0
150,2,rent,1.0
150,3,rent,1.0
150,4,rent,1.0
151,1,own,0.75
151,2,own,0.75
151,3,own,0.75
151,4,own,0.75
151,1,rent,1.0
151,2,rent,1.0
151,3,rent,1.0
151,4,rent,1.0
152,1,own,0.75
152,2,own,0.75
152,3,own,0.75
152,4,own,0.75
152,1,rent,1.0
152,2,rent,1.0
152,3,rent,1.0
152,4,rent,1.0
153,1,own,0.75
153,2,own,0.75
153,3,own,0.75
153,4,own,0.75
153,1,rent,1.0
153,2,rent,1.0
153,3,rent,1.0
153,4,rent,1.0
154,1,own,0.75
154,2,own,0.75
154,3,own,0.75
154,4,own,0.75
154,1,rent,1.0
154,2,rent,1.0
154,3,rent,1.0
154,4,rent,1.0
155,1,own,0.75
155,2,own,0.75
155,3,own,0.75
155,4,own,0.75
155,1,rent,1.0
155,2,rent,1.0
155,3,rent,1.0
155,4,rent,1.0
156,1,own,0.75
156,2,own,0.75
156,3,own,0.75
156,4,own,0.75
156,1,rent,1.0
156,2,rent,1.0
156,3,rent,1.0
156,4,rent,1.0
157,1,own,0.75
157,2,own,0.75
157,3,own,0.75
157,4,own,0.75
157,1,rent,1.0
157,2,rent,1.0
157,3,rent,1.0
157,4,rent,1.0
158,1,own,0.75
158,2,own,0.75
158,3,own,0.75
158,4,own,0.75
158,1,rent,1.0
158,2,rent,1.0
158,3,rent,1.0
158,4,rent,1.0
159,1,own,0.75
159,2,own,0.75
159,3,own,0.75
159,4,own,0.75
159,1,rent,1.0
159,2,rent,1.0
159,3,rent,1.0
159,4,rent,1.0
160,1,own,0.75
160,2,own,0.75
160,3,own,0.75
160,4,own,0.75
160,1,rent,1.0
160,2,rent,1.0
160,3,rent,1.0
160,4,rent,1.0
161,1,own,0.75
161,2,own,0.75
161,3,own,0.75
161,4,own,0.75
161,1,rent,1.0
161,2,rent,1.0
161,3,rent,1.0
161,4,rent,1.0
162,1,own,0.75
162,2,own,0.75
162,3,own,0.75
162,4,own,0.75
162,1,rent,1.0
162,2,rent,1.0
162,3,rent,1.0
162,4,rent,1.0
163,1,own,0.75
163,2,own,0.75
163,3,own,0.75
163,4,own,0.75
163,1,rent,1.0
163,2,rent,1.0
163,3,rent,1.0
163,4,rent,1.0
164,1,own,0.75
164,2,own,0.75
164,3,own,0.75
164,4,own,0.75
164,1,rent,1.0
164,2,rent,1.0
164,3,rent,1.0
164,4,rent,1.0
165,1,own,0.75
165,2,own,0.75
165,3,own,0.75
165,4,own,0.75
165,1,rent,1.0
165,2,rent,1.0
165,3,rent,1.0
165,4,rent,1.0
166,1,own,0.75
166,2,own,0.75
166,3,own,0.75
166,4,own,0.75
166,1,rent,1.0
