fbpzoningmodcat,modcat_id,FREQUENCY,SUM_ACRES,manual_county,zone,juris,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat,job_out_cat
san_joseGGtra2cDISNAinNA,1650,643,484.8708028,85,679,san_jose,GG,tra2c,DIS,NA,in,NA,HM,,40,2,,,,,,
san_joseGGtra2cDISNAinsfd,1651,683,110.8105296,85,534,san_jose,GG,tra2c,DIS,NA,in,sfd,HM,,35,1.5,,,,,,
san_joseGGtra2cDISNAoutNA,1652,1,0.185781015,85,468,san_jose,GG,tra2c,DIS,NA,out,NA,,,,,,,,,,
san_joseGGtra2cHRADISNAinNA,1653,71,94.11391601,85,625,san_jose,GG,tra2c,HRADIS,NA,in,NA,HM,,65,2.5,,,,,,
san_joseGGtra2cHRADISNAinsfd,1654,140,22.83188634,85,465,san_jose,GG,tra2c,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
san_joseGGtra2cHRANAinNA,1655,510,287.1321883,85,531,san_jose,GG,tra2c,HRA,NA,in,NA,HM,,65,2.5,,,,,,
san_joseGGtra2cHRANAinsfd,1656,226,30.95743973,85,466,san_jose,GG,tra2c,HRA,NA,in,sfd,HM,,50,2,,,,,,
san_joseGGtra2cNANAinNA,1657,5388,2538.908666,85,533,san_jose,GG,tra2c,NA,NA,in,NA,HM,,40,2,,,,,,
san_joseGGtra2cNANAinsfd,1658,3399,537.3711666,85,467,san_jose,GG,tra2c,NA,NA,in,sfd,HM,,35,1.5,,,,,,
san_joseGGtra3DISNAinNA,1659,2223,1184.716574,85,582,san_jose,GG,tra3,DIS,NA,in,NA,HM,,35,2,,,,,,
san_joseGGtra3DISNAinsfd,1660,2198,330.3651588,85,584,san_jose,GG,tra3,DIS,NA,in,sfd,HM,,35,2,,,,,,
san_joseGGtra3DISNAoutNA,1661,1,0.053674285,85,658,san_jose,GG,tra3,DIS,NA,out,NA,,,,,0,0,,,,
san_joseGGtra3HRADISNAinNA,1662,161,118.7433341,85,522,san_jose,GG,tra3,HRADIS,NA,in,NA,HM,,50,2.5,,,,,,
san_joseGGtra3HRADISNAinsfd,1663,107,16.99878893,85,465,san_jose,GG,tra3,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
san_joseGGtra3HRADISNAoutsfd,1664,1,0.02791507,85,530,san_jose,GG,tra3,HRADIS,NA,out,sfd,,,,,0,0,,,,
san_joseGGtra3HRANAinNA,1665,309,144.0539328,85,499,san_jose,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,,
san_joseGGtra3HRANAinsfd,1666,35,8.598574049,85,521,san_jose,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,,
san_joseGGtra3HRANAoutNA,1667,4,2.475436926,85,498,san_jose,GG,tra3,HRA,NA,out,NA,,,,,0,0,,,,
san_joseGGtra3HRANAoutsfd,1668,9,2.298533067,85,499,san_jose,GG,tra3,HRA,NA,out,sfd,,,,,0,0,,,,
san_joseGGtra3NANAinNA,1669,4585,2598.728328,85,591,san_jose,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
san_joseGGtra3NANAinsfd,1670,2829,381.9946912,85,555,san_jose,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,,
san_joseNANADISNAinNA,1671,3952,4547.987773,85,676,san_jose,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_joseNANADISNAinsfd,1672,16773,2925.634156,85,628,san_jose,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_joseNANADISNAoutNA,1673,251,7326.637409,85,628,san_jose,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
san_joseNANADISNAoutsfd,1674,193,256.6922629,85,628,san_jose,NA,NA,DIS,NA,out,sfd,,,,,0,0,,,,
san_joseNANAHRADISNAexp1_npNA,1675,7,210.0961343,85,696,san_jose,NA,NA,HRADIS,NA,exp1_np,NA,,,,,0,0,,,,
san_joseNANAHRADISNAinNA,1676,5666,6108.136826,85,694,san_jose,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
san_joseNANAHRADISNAinsfd,1677,39172,7581.886504,85,684,san_jose,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
san_joseNANAHRADISNAoutNA,1678,52,4204.334655,85,695,san_jose,NA,NA,HRADIS,NA,out,NA,,,,,0,0,,,,
san_joseNANAHRADISNAoutsfd,1679,37,1121.303856,85,695,san_jose,NA,NA,HRADIS,NA,out,sfd,,,,,0,0,,,,
san_joseNANAHRANAinNA,1680,2445,983.7760332,85,482,san_jose,NA,NA,HRA,NA,in,NA,,,,,,,,,,
san_joseNANAHRANAinsfd,1681,13386,2229.694394,85,515,san_jose,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
san_joseNANAHRANAoutNA,1682,2,0.762152276,85,516,san_jose,NA,NA,HRA,NA,out,NA,,,,,0,0,,,,
san_joseNANANANAinNA,1683,2915,3987.467292,85,605,san_jose,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_joseNANANANAinsfd,1684,8920,1373.095857,85,688,san_jose,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_joseNANANANAoutNA,1685,294,15119.97155,85,404,san_jose,NA,NA,NA,NA,out,NA,,,,,0,0,,,,
san_joseNAtra1DISNAinNA,1686,8,0.356097628,85,543,san_jose,NA,tra1,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra1DISNAinsfd,1687,5,0.220712408,85,543,san_jose,NA,tra1,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra1NANAinNA,1688,1,15.17064695,85,434,san_jose,NA,tra1,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra2aDISNAinNA,1689,2,0.24989454,85,598,san_jose,NA,tra2a,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra2aDISNAinsfd,1690,60,8.470652782,85,601,san_jose,NA,tra2a,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra2aNANAinNA,1691,12,2.281948363,85,593,san_jose,NA,tra2a,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra2aNANAinsfd,1692,10,2.287807239,85,593,san_jose,NA,tra2a,NA,NA,in,sfd,,,,,,,,,,
san_joseNAtra2bDISNAinNA,1693,16,16.41423844,85,539,san_jose,NA,tra2b,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra2bDISNAinsfd,1694,11,18.68226286,85,539,san_jose,NA,tra2b,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra2bNANAinNA,1695,138,68.8145589,85,547,san_jose,NA,tra2b,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra2bNANAinsfd,1696,79,12.89134509,85,547,san_jose,NA,tra2b,NA,NA,in,sfd,,,,,,,,,,
san_joseNAtra2cDISNAinNA,1697,2275,1038.900827,85,627,san_jose,NA,tra2c,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra2cDISNAinsfd,1698,5350,761.2643698,85,631,san_jose,NA,tra2c,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra2cHRADISNAinNA,1699,490,199.7141008,85,625,san_jose,NA,tra2c,HRADIS,NA,in,NA,,,,,,,,,,
san_joseNAtra2cHRADISNAinsfd,1700,1570,252.3696272,85,625,san_jose,NA,tra2c,HRADIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra2cHRANAinNA,1701,294,147.7837199,85,675,san_jose,NA,tra2c,HRA,NA,in,NA,,,,,,,,,,
san_joseNAtra2cHRANAinsfd,1702,1307,189.0233888,85,478,san_jose,NA,tra2c,HRA,NA,in,sfd,,,,,,,,,,
san_joseNAtra2cNANAinNA,1703,3989,1868.620634,85,661,san_jose,NA,tra2c,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra2cNANAinsfd,1704,6672,963.2664206,85,527,san_jose,NA,tra2c,NA,NA,in,sfd,,,,,,,,,,
san_joseNAtra3DISNAinNA,1705,7653,4535.715398,85,582,san_jose,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra3DISNAinsfd,1706,18639,2802.954962,85,658,san_jose,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra3DISNAoutNA,1707,7,42.79659864,85,697,san_jose,NA,tra3,DIS,NA,out,NA,,,,,0,0,,,,
san_joseNAtra3DISNAoutsfd,1708,7,38.13445922,85,697,san_jose,NA,tra3,DIS,NA,out,sfd,,,,,0,0,,,,
san_joseNAtra3DISppainNA,1709,288,496.3616478,85,563,san_jose,NA,tra3,DIS,ppa,in,NA,,,,,,,,,,
san_joseNAtra3HRADISNAinNA,1710,1316,468.770539,85,477,san_jose,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_joseNAtra3HRADISNAinsfd,1711,5788,979.7461533,85,477,san_jose,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra3HRANAinNA,1712,1012,429.1567863,85,525,san_jose,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
san_joseNAtra3HRANAinsfd,1713,8564,1462.498092,85,521,san_jose,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_joseNAtra3NANAinNA,1714,9540,5224.154712,85,592,san_jose,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra3NANAinsfd,1715,14667,2101.630807,85,467,san_jose,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_joseNAtra3NAppainNA,1716,14,18.14887542,85,561,san_jose,NA,tra3,NA,ppa,in,NA,,,,,,,,,,
san_leandroGGNANANAinNA,1717,49,16.89449143,1,870,san_leandro,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
san_leandroGGNANANAinsfd,1718,229,16.49568551,1,870,san_leandro,GG,NA,NA,NA,in,sfd,,,25,1.5,,,,,,
san_leandroGGtra1NANAinNA,1719,1034,428.9402749,1,872,san_leandro,GG,tra1,NA,NA,in,NA,HM,,150,5,,,,,,san_leandro
san_leandroGGtra1NANAinsfd,1720,1126,148.5380797,1,871,san_leandro,GG,tra1,NA,NA,in,sfd,HM,,50,2,,,,,,san_leandro
san_leandroGGtra3DISNAinNA,1721,92,46.47468068,1,865,san_leandro,GG,tra3,DIS,NA,in,NA,HM,,35,2,,,,,,
san_leandroGGtra3DISNAinsfd,1722,896,115.4051839,1,865,san_leandro,GG,tra3,DIS,NA,in,sfd,HM,,35,2,,,,,,
san_leandroGGtra3NANAinNA,1723,2026,484.0034637,1,870,san_leandro,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
san_leandroGGtra3NANAinsfd,1724,3063,416.514233,1,869,san_leandro,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,,
san_leandroGGtra3NAppainNA,1725,27,108.0348122,1,864,san_leandro,GG,tra3,NA,ppa,in,NA,IW,HM,,2,0,,,,,
san_leandroNANADISNAinNA,1726,634,979.3257252,1,860,san_leandro,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_leandroNANADISNAinsfd,1727,3057,529.8833699,1,860,san_leandro,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_leandroNANADISNAoutNA,1728,2,277.0901032,1,860,san_leandro,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
san_leandroNANADISppainNA,1729,160,293.8021076,1,861,san_leandro,NA,NA,DIS,ppa,in,NA,,,,,,,,,,
san_leandroNANANANAinNA,1730,1242,832.9891575,1,873,san_leandro,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_leandroNANANANAinsfd,1731,6723,918.8052418,1,872,san_leandro,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_leandroNANANANAoutNA,1732,5,346.539909,1,873,san_leandro,NA,NA,NA,NA,out,NA,,,,,0,0,,,,
san_leandroNANANANAoutsfd,1733,2,0.746466631,1,873,san_leandro,NA,NA,NA,NA,out,sfd,,,,,0,0,,,,
san_leandroNANANAppainNA,1734,559,1163.840344,1,873,san_leandro,NA,NA,NA,ppa,in,NA,,HM,,,0,,,,,
san_leandroNAtra1NANAinNA,1735,9,0.903609529,1,872,san_leandro,NA,tra1,NA,NA,in,NA,,,,,,,,,,san_leandro
san_leandroNAtra3DISNAinNA,1736,44,27.22369454,1,865,san_leandro,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_leandroNAtra3DISNAinsfd,1737,485,90.04414057,1,865,san_leandro,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_leandroNAtra3NANAinNA,1738,276,204.9017471,1,863,san_leandro,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_leandroNAtra3NANAinsfd,1739,1139,147.0371024,1,868,san_leandro,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_leandroNAtra3NAppainNA,1740,27,58.70103228,1,875,san_leandro,NA,tra3,NA,ppa,in,NA,,HM,,,0,,,,,
san_leandroNAtra3NAppainsfd,1741,1,0.443893266,1,864,san_leandro,NA,tra3,NA,ppa,in,sfd,,HM,,,0,,,,,
san_mateoGGNADISNAinNA,1742,8,40.96534505,81,279,san_mateo,GG,NA,DIS,NA,in,NA,,,25,1.5,,,,,,
san_mateoGGNANANAinNA,1743,5,17.07796784,81,278,san_mateo,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
san_mateoGGtra2aDISNAinNA,1744,10,5.392015037,81,281,san_mateo,GG,tra2a,DIS,NA,in,NA,HM,,75,2,,,,,,
san_mateoGGtra2aDISNAinsfd,1745,36,5.293132,81,277,san_mateo,GG,tra2a,DIS,NA,in,sfd,HM,,35,1.5,,,,,,
san_mateoGGtra2aHRADISNAinNA,1746,454,187.136168,81,277,san_mateo,GG,tra2a,HRADIS,NA,in,NA,HM,,100,2.5,,,,,,
san_mateoGGtra2aHRADISNAinsfd,1747,660,88.85966714,81,284,san_mateo,GG,tra2a,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
san_mateoGGtra2aHRANAinNA,1748,25,5.130491175,81,283,san_mateo,GG,tra2a,HRA,NA,in,NA,HM,,100,2.5,,,,,,
san_mateoGGtra2aHRANAinsfd,1749,199,29.25074922,81,283,san_mateo,GG,tra2a,HRA,NA,in,sfd,HM,,50,2,,,,,,
san_mateoGGtra2aNANAinNA,1750,23,135.4086374,81,278,san_mateo,GG,tra2a,NA,NA,in,NA,HM,,75,2,,,,,,
san_mateoGGtra2bDISNAinNA,1751,406,171.4370566,81,280,san_mateo,GG,tra2b,DIS,NA,in,NA,HM,,40,2,,,,,,
san_mateoGGtra2bDISNAinsfd,1752,230,28.11740189,81,280,san_mateo,GG,tra2b,DIS,NA,in,sfd,HM,,35,1.5,,,,,,
san_mateoGGtra2bHRADISNAinNA,1753,210,82.76076183,81,256,san_mateo,GG,tra2b,HRADIS,NA,in,NA,HM,,65,2.5,,,,,,
san_mateoGGtra2bHRADISNAinsfd,1754,63,13.68038829,81,256,san_mateo,GG,tra2b,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
san_mateoGGtra2bNANAinNA,1755,512,147.0098011,81,257,san_mateo,GG,tra2b,NA,NA,in,NA,HM,,40,2,,,,,,
san_mateoGGtra2bNANAinsfd,1756,40,4.232665755,81,257,san_mateo,GG,tra2b,NA,NA,in,sfd,HM,,35,1.5,,,,,,
san_mateoGGtra3DISNAinNA,1757,301,56.81230259,81,281,san_mateo,GG,tra3,DIS,NA,in,NA,HM,,35,2,,,,,,
san_mateoGGtra3DISNAinsfd,1758,188,24.33579169,81,280,san_mateo,GG,tra3,DIS,NA,in,sfd,HM,,35,2,,,,,,
san_mateoGGtra3HRADISNAinNA,1759,702,183.7452237,81,256,san_mateo,GG,tra3,HRADIS,NA,in,NA,HM,,50,2.5,,,,,,
san_mateoGGtra3HRADISNAinsfd,1760,429,62.0661027,81,258,san_mateo,GG,tra3,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
san_mateoGGtra3HRANAinNA,1761,51,14.90707262,81,253,san_mateo,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,,
san_mateoGGtra3HRANAinsfd,1762,336,79.51135065,81,253,san_mateo,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,,
san_mateoGGtra3NANAinNA,1763,41,59.26845401,81,278,san_mateo,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
san_mateoNANADISNAinNA,1764,250,355.4102158,81,279,san_mateo,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_mateoNANADISNAinsfd,1765,2438,308.2783897,81,279,san_mateo,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_mateoNANADISNAoutNA,1766,1,7.572735137,81,261,san_mateo,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
san_mateoNANAHRADISNAinNA,1767,302,350.954182,81,290,san_mateo,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoNANAHRADISNAinsfd,1768,1254,204.850609,81,277,san_mateo,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNANAHRANAinNA,1769,883,821.1994373,81,282,san_mateo,NA,NA,HRA,NA,in,NA,,,,,,,,,,
san_mateoNANAHRANAinsfd,1770,4302,767.3885206,81,253,san_mateo,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
san_mateoNANANANAinNA,1771,1110,1151.888555,81,265,san_mateo,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_mateoNANANANAinsfd,1772,1850,238.512259,81,262,san_mateo,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_mateoNANANANAoutNA,1773,1,0.582286162,81,262,san_mateo,NA,NA,NA,NA,out,NA,,,,,0,0,,,,
san_mateoNAtra2aHRADISNAinsfd,1774,1,0.150399276,81,277,san_mateo,NA,tra2a,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra2aHRANAinNA,1775,1,2.029840577,81,283,san_mateo,NA,tra2a,HRA,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bDISNAinNA,1776,78,16.42915013,81,279,san_mateo,NA,tra2b,DIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bDISNAinsfd,1777,368,44.54066246,81,279,san_mateo,NA,tra2b,DIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra2bHRADISNAinNA,1778,47,7.660425527,81,258,san_mateo,NA,tra2b,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bHRADISNAinsfd,1779,18,2.152346485,81,258,san_mateo,NA,tra2b,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra2bNANAinNA,1780,888,157.0014285,81,260,san_mateo,NA,tra2b,NA,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bNANAinsfd,1781,292,38.20548886,81,260,san_mateo,NA,tra2b,NA,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3DISNAinNA,1782,275,83.77735759,81,281,san_mateo,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra3DISNAinsfd,1783,614,82.17932799,81,281,san_mateo,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3HRADISNAinNA,1784,240,61.87952022,81,258,san_mateo,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra3HRADISNAinsfd,1785,579,74.15429349,81,276,san_mateo,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3HRANAinNA,1786,168,52.53590466,81,259,san_mateo,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
san_mateoNAtra3HRANAinsfd,1787,1084,205.0452163,81,285,san_mateo,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3NANAinNA,1788,171,36.70009268,81,260,san_mateo,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_mateoNAtra3NANAinsfd,1789,50,5.935511615,81,257,san_mateo,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_pabloGGNANANAinNA,1790,110,48.21766128,13,1064,san_pablo,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
san_pabloGGNANANAinsfd,1791,21,2.062493716,13,1067,san_pablo,GG,NA,NA,NA,in,sfd,,,25,1.5,,,,,,
san_pabloGGtra3DISNAinNA,1792,485,290.8608614,13,1066,san_pablo,GG,tra3,DIS,NA,in,NA,HM,,35,2,,,,,,
san_pabloGGtra3DISNAinsfd,1793,371,51.46933872,13,1066,san_pablo,GG,tra3,DIS,NA,in,sfd,HM,,35,2,,,,,,
san_pabloGGtra3NANAinNA,1794,616,230.9884909,13,1072,san_pablo,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
san_pabloGGtra3NANAinsfd,1795,1762,220.1140634,13,1067,san_pablo,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,,
san_pabloNANADISNAinNA,1796,72,79.93599693,13,1075,san_pablo,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_pabloNANADISNAinsfd,1797,38,7.389296862,13,1075,san_pablo,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_pabloNANANANAinNA,1798,316,81.05655865,13,1071,san_pablo,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_pabloNANANANAinsfd,1799,1204,122.3804253,13,1071,san_pablo,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_pabloNAtra3DISNAinNA,1800,89,40.8132635,13,1075,san_pablo,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_pabloNAtra3DISNAinsfd,1801,132,21.96721618,13,1075,san_pablo,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_pabloNAtra3NANAinNA,1802,75,31.53909331,13,1070,san_pablo,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_pabloNAtra3NANAinsfd,1803,612,80.11300247,13,1070,san_pablo,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_rafaelGGNADISNAinNA,1804,3,4.89839068,41,1421,san_rafael,GG,NA,DIS,NA,in,NA,,,25,1.5,,,,,,
san_rafaelGGNADISNAinsfd,1805,14,3.74320728,41,1421,san_rafael,GG,NA,DIS,NA,in,sfd,,,25,1.5,,,,,,
san_rafaelGGNADISNAoutNA,1806,7,2.726894453,41,1428,san_rafael,GG,NA,DIS,NA,out,NA,,,,,0,0,,,,
san_rafaelGGNADISNAoutsfd,1807,7,1.507765639,41,1428,san_rafael,GG,NA,DIS,NA,out,sfd,,,,,0,0,,,,
san_rafaelGGNANANAinNA,1808,10,1.379652753,41,1427,san_rafael,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
san_rafaelGGNANANAinsfd,1809,11,1.86399519,41,1427,san_rafael,GG,NA,NA,NA,in,sfd,,,25,1.5,,,,,,
san_rafaelGGNANANAoutNA,1810,12,22.62486878,41,1428,san_rafael,GG,NA,NA,NA,out,NA,,,,,0,0,,,,
san_rafaelGGtra3DISNAinNA,1811,1090,528.5839102,41,1429,san_rafael,GG,tra3,DIS,NA,in,NA,HM,,35,2,,,,,,
san_rafaelGGtra3DISNAinsfd,1812,839,93.1610972,41,1428,san_rafael,GG,tra3,DIS,NA,in,sfd,HM,,35,2,,,,,,
san_rafaelGGtra3DISNAoutNA,1813,40,20.1278485,41,1428,san_rafael,GG,tra3,DIS,NA,out,NA,,,,,0,0,,,,
san_rafaelGGtra3DISNAoutsfd,1814,23,2.055757616,41,1428,san_rafael,GG,tra3,DIS,NA,out,sfd,,,,,0,0,,,,
san_rafaelGGtra3HRANAinNA,1815,28,48.6799994,41,1422,san_rafael,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,,
san_rafaelGGtra3HRANAinsfd,1816,140,23.13489717,41,1422,san_rafael,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,,
san_rafaelGGtra3NANAinNA,1817,745,529.8840995,41,1428,san_rafael,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
san_rafaelGGtra3NANAinsfd,1818,506,39.75200844,41,1428,san_rafael,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,,
san_rafaelGGtra3NANAoutNA,1819,176,263.579418,41,1428,san_rafael,GG,tra3,NA,NA,out,NA,,,,,0,0,,,,
san_rafaelGGtra3NANAoutsfd,1820,9,0.153594619,41,1428,san_rafael,GG,tra3,NA,NA,out,sfd,,,,,0,0,,,,
san_rafaelNANADISNAinNA,1821,647,1494.258217,41,1431,san_rafael,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_rafaelNANADISNAinsfd,1822,3289,1190.5248,41,1421,san_rafael,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_rafaelNANADISNAoutNA,1823,108,307.725692,41,1424,san_rafael,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
san_rafaelNANADISNAoutsfd,1824,33,2.065169985,41,1424,san_rafael,NA,NA,DIS,NA,out,sfd,,,,,0,0,,,,
san_rafaelNANAHRANAinNA,1825,140,219.1824113,41,1431,san_rafael,NA,NA,HRA,NA,in,NA,,,,,,,,,,
san_rafaelNANAHRANAinsfd,1826,556,143.8844881,41,1422,san_rafael,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
san_rafaelNANANANAinNA,1827,282,979.6410741,41,1427,san_rafael,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_rafaelNANANANAinsfd,1828,952,307.6249636,41,1427,san_rafael,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_rafaelNANANANAoutNA,1829,135,117.0798454,41,1427,san_rafael,NA,NA,NA,NA,out,NA,,,,,0,0,,,,
san_rafaelNANANANAoutsfd,1830,260,24.24480447,41,1428,san_rafael,NA,NA,NA,NA,out,sfd,,,,,0,0,,,,
san_rafaelNAtra3DISNAinNA,1831,1450,709.660744,41,1429,san_rafael,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3DISNAinsfd,1832,2146,370.7369903,41,1430,san_rafael,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3DISNAoutNA,1833,79,32.82392437,41,1424,san_rafael,NA,tra3,DIS,NA,out,NA,,,,,0,0,,,,
san_rafaelNAtra3DISNAoutsfd,1834,38,0.628056663,41,1424,san_rafael,NA,tra3,DIS,NA,out,sfd,,,,,0,0,,,,
san_rafaelNAtra3HRADISNAinNA,1835,5,0.566265704,41,1430,san_rafael,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3HRADISNAinsfd,1836,3,0.394903525,41,1430,san_rafael,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3HRANAinNA,1837,560,871.9290895,41,1422,san_rafael,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3HRANAinsfd,1838,2575,495.9182195,41,1422,san_rafael,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3NANAinNA,1839,65,125.735614,41,1425,san_rafael,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3NANAinsfd,1840,210,17.79192556,41,1431,san_rafael,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3NANAoutNA,1841,165,64.96031967,41,1428,san_rafael,NA,tra3,NA,NA,out,NA,,,,,0,0,,,,
san_rafaelNAtra3NANAoutsfd,1842,126,10.25719824,41,1428,san_rafael,NA,tra3,NA,NA,out,sfd,,,,,0,0,,,,
san_ramonGGNAHRADISNAinNA,1843,425,587.8670146,13,1176,san_ramon,GG,NA,HRADIS,NA,in,NA,HM,,35,1,,,,,,
san_ramonGGNAHRADISNAinsfd,1844,2164,277.1221352,13,1176,san_ramon,GG,NA,HRADIS,NA,in,sfd,HM,,35,1,,,,,,
san_ramonGGNAHRANAinNA,1845,285,905.1655771,13,1168,san_ramon,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,,
san_ramonGGNAHRANAinsfd,1846,626,110.7990259,13,1168,san_ramon,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,,
