zone_id,totacre_abag,resacre10_abag,ciacre10_abag,meanhhsize,gqpop10,gqpop15,gqpop20,gqpop25,gqpop30,gqpop35,gqpop40,zonal_emp_sh_resid10,sh_age0004,sh_age0519,sh_age2044,sh_age4564,sh_age65p,sh_62plus,perf1re1gt1,perfareagt10,perfareagt50
630,407.0,369,31,3.4892,165,175,185,195,206,218,231,-0.0986,0.064,0.215,0.321,0.272,0.127,0.157,1,1,1
631,252.0,171,24,3.3589,13,14,14,15,16,17,18,-0.0180,0.076,0.214,0.353,0.278,0.079,0.110,1,1,1
632,379.0,247,96,3.3480,24,25,27,29,30,32,34,-0.0543,0.067,0.178,0.334,0.279,0.142,0.173,1,1,1
633,478.0,376,101,3.7772,42,44,47,50,53,56,59,-0.1032,0.077,0.235,0.336,0.219,0.133,0.157,1,1,1
634,282.0,206,70,4.1212,0,0,0,0,0,0,0,-0.1354,0.089,0.255,0.368,0.205,0.083,0.106,1,1,1
635,246.0,189,54,3.9859,328,347,367,388,411,435,460,-0.1438,0.073,0.272,0.338,0.205,0.112,0.135,1,1,1
636,338.0,286,52,4.2815,5,5,6,6,6,7,7,-0.1424,0.081,0.266,0.336,0.221,0.095,0.120,1,1,0
637,3895.0,1269,22,3.0947,17,18,19,20,21,23,24,0.0132,0.047,0.185,0.252,0.373,0.143,0.185,0,0,0
638,246.0,206,30,5.0318,56,59,63,66,70,74,78,-0.1463,0.079,0.276,0.340,0.210,0.095,0.118,1,1,1
639,245.0,182,63,4.5656,19,20,21,23,24,25,27,-0.1021,0.084,0.278,0.355,0.195,0.089,0.110,1,1,1
640,202.0,154,39,4.5528,0,0,0,0,0,0,0,-0.1205,0.058,0.269,0.329,0.244,0.100,0.127,1,1,1
641,263.0,165,87,4.7854,0,0,0,0,0,0,0,-0.0996,0.082,0.263,0.327,0.228,0.100,0.125,1,1,0
642,3730.0,860,9,3.3376,4,4,5,5,5,6,6,-0.0009,0.057,0.209,0.287,0.347,0.100,0.138,0,0,0
643,348.0,176,23,4.1529,44,47,49,52,55,59,62,-0.0526,0.065,0.237,0.306,0.281,0.112,0.143,1,1,1
644,469.0,180,58,4.3446,31,33,35,37,39,41,43,0.0587,0.055,0.250,0.305,0.282,0.108,0.139,1,1,1
645,291.0,270,18,3.9897,40,42,45,47,50,53,56,-0.0964,0.064,0.248,0.311,0.289,0.087,0.119,1,1,1
646,201.0,165,33,4.0023,14,15,16,17,18,19,20,-0.0451,0.056,0.247,0.298,0.312,0.087,0.121,1,1,1
647,406.0,322,1,3.6481,0,0,0,0,0,0,0,-0.0311,0.058,0.235,0.280,0.353,0.074,0.113,0,0,0
648,1063.0,377,6,3.9536,0,0,0,0,0,0,0,-0.0582,0.085,0.239,0.359,0.246,0.070,0.098,1,1,0
649,269.0,194,57,3.9766,34,36,38,40,43,45,48,-0.0102,0.066,0.274,0.328,0.254,0.078,0.106,1,1,1
650,386.0,347,29,3.8859,25,26,28,30,31,33,35,-0.0519,0.077,0.238,0.360,0.249,0.075,0.103,1,1,1
651,410.0,307,62,4.0550,115,122,129,136,144,152,161,-0.0789,0.073,0.258,0.347,0.248,0.076,0.103,1,1,1
652,368.0,345,21,3.4522,17,18,19,20,21,23,24,0.0138,0.058,0.237,0.306,0.291,0.108,0.140,1,1,1
653,4659.0,649,67,3.7029,48,51,54,57,60,63,67,0.0253,0.102,0.222,0.371,0.237,0.067,0.093,1,0,0
654,2260.0,851,2,2.2400,6,6,7,7,7,8,8,-0.1228,0.040,0.118,0.154,0.269,0.418,0.448,0,0,0
655,3746.0,544,5,3.5228,24,25,27,29,30,32,34,-0.0096,0.095,0.206,0.354,0.290,0.055,0.087,1,0,0
656,4899.0,269,582,3.3980,29,31,33,34,37,39,41,0.0238,0.090,0.207,0.384,0.274,0.046,0.076,1,0,0
657,684.0,286,108,3.3001,10,11,11,12,13,13,14,-0.0600,0.081,0.241,0.380,0.237,0.060,0.086,1,0,0
658,540.0,267,6,3.1042,0,0,0,0,0,0,0,0.0187,0.071,0.234,0.299,0.314,0.082,0.117,1,1,1
659,261.0,134,76,3.0917,0,0,0,0,0,0,0,-0.0472,0.067,0.229,0.328,0.307,0.069,0.103,1,1,1
660,722.0,317,248,3.3496,15,16,17,18,19,20,21,-0.0286,0.070,0.250,0.317,0.291,0.072,0.104,1,1,1
661,993.0,490,311,3.0856,30,32,34,35,38,40,42,-0.0129,0.065,0.227,0.310,0.306,0.092,0.126,1,1,1
662,371.0,328,16,3.2102,8,8,9,9,10,10,11,-0.0186,0.065,0.232,0.319,0.323,0.061,0.097,1,1,1
663,317.0,265,52,3.1988,0,0,0,0,0,0,0,0.0200,0.056,0.253,0.300,0.326,0.065,0.101,1,1,1
664,411.0,350,40,2.9495,34,36,38,40,43,45,48,0.0346,0.072,0.234,0.346,0.274,0.073,0.104,1,1,1
665,520.0,406,40,3.0486,47,50,53,56,59,62,66,-0.0149,0.063,0.217,0.325,0.305,0.090,0.124,1,1,1
666,248.0,213,32,3.0821,7,7,8,8,9,9,10,-0.1088,0.070,0.197,0.344,0.248,0.140,0.168,1,1,1
667,236.0,156,75,2.9381,8,8,9,9,10,10,11,-0.0463,0.081,0.239,0.426,0.214,0.040,0.063,1,1,1
668,400.0,332,38,3.0391,23,24,26,27,29,30,32,0.0263,0.065,0.212,0.342,0.308,0.073,0.107,1,1,1
669,406.0,297,68,3.8508,18,19,20,21,22,24,25,-0.1149,0.091,0.275,0.341,0.224,0.069,0.093,1,1,1
670,577.0,500,28,3.7097,22,23,25,26,28,29,31,-0.0550,0.073,0.251,0.341,0.259,0.075,0.104,1,1,0
671,250.0,221,4,2.6669,60,63,67,71,75,79,84,-0.0122,0.071,0.161,0.502,0.213,0.053,0.077,1,1,1
672,255.0,241,7,3.0898,55,58,62,65,69,73,77,-0.0208,0.069,0.211,0.356,0.286,0.078,0.110,1,1,1
673,488.0,207,24,2.8402,2,2,2,2,3,3,3,-0.0009,0.075,0.208,0.354,0.257,0.107,0.136,1,1,1
674,513.0,431,53,3.0904,29,31,33,34,37,39,41,0.0172,0.062,0.227,0.306,0.318,0.087,0.123,1,1,1
675,385.0,349,35,3.1979,31,33,35,37,39,41,43,-0.0244,0.066,0.215,0.316,0.313,0.089,0.124,1,1,0
676,605.0,403,114,2.6246,63,67,70,74,79,83,88,-0.0378,0.066,0.195,0.378,0.260,0.101,0.129,1,1,0
677,438.0,153,154,2.6612,0,0,0,0,0,0,0,-0.0521,0.068,0.202,0.357,0.207,0.167,0.190,1,1,1
678,353.0,210,53,3.2600,13,14,14,15,16,17,18,0.0553,0.048,0.206,0.267,0.393,0.086,0.130,1,1,1
679,380.0,224,60,2.8106,25,26,28,30,31,33,35,0.0107,0.064,0.208,0.322,0.303,0.104,0.137,1,1,1
680,593.0,469,61,3.1074,27,29,30,32,34,36,38,-0.0052,0.063,0.220,0.313,0.330,0.075,0.111,1,1,1
681,328.0,274,54,2.6364,141,149,158,167,177,187,198,-0.0648,0.062,0.168,0.286,0.258,0.226,0.255,1,1,1
682,484.0,423,51,2.8851,5,5,6,6,6,7,7,-0.0141,0.064,0.208,0.291,0.305,0.131,0.165,1,1,0
683,309.0,287,21,2.9067,81,86,91,96,101,107,113,-0.0204,0.059,0.189,0.283,0.299,0.171,0.204,1,1,0
684,518.0,434,61,2.8211,27,29,30,32,34,36,38,-0.0137,0.068,0.199,0.340,0.261,0.132,0.161,1,1,0
685,389.0,290,73,2.7882,18,19,20,21,22,24,25,-0.0059,0.063,0.220,0.355,0.259,0.104,0.132,1,1,1
686,333.0,238,69,2.5578,5,5,6,6,6,7,7,-0.0376,0.061,0.180,0.358,0.268,0.133,0.162,1,0,0
687,309.0,223,52,2.4986,8,8,9,9,10,10,11,0.0062,0.071,0.172,0.365,0.283,0.108,0.140,1,1,1
688,705.0,466,156,2.9500,32,34,36,38,40,43,45,-0.0381,0.083,0.220,0.353,0.236,0.108,0.134,1,1,1
689,466.0,421,16,3.0028,9,10,10,11,12,12,13,0.0519,0.054,0.212,0.242,0.389,0.103,0.146,1,1,1
690,690.0,564,43,2.8976,22,23,25,26,28,29,31,0.0241,0.053,0.200,0.227,0.391,0.129,0.172,1,1,1
691,547.0,437,28,2.9110,0,0,0,0,0,0,0,0.0000,0.054,0.194,0.204,0.366,0.182,0.222,0,0,0
692,340.0,314,13,2.9070,0,0,0,0,0,0,0,-0.0397,0.060,0.192,0.238,0.359,0.152,0.192,1,1,1
693,439.0,359,73,3.0212,0,0,0,0,0,0,0,-0.0612,0.059,0.212,0.255,0.324,0.150,0.186,1,1,1
694,595.0,542,29,3.1655,8,8,9,9,10,10,11,0.0383,0.052,0.250,0.246,0.377,0.074,0.115,1,1,1
695,5916.0,784,29,3.0685,0,0,0,0,0,0,0,0.0235,0.057,0.232,0.251,0.380,0.080,0.122,1,1,0
696,9407.0,1700,85,2.6428,41,43,46,48,51,54,57,0.0111,0.049,0.221,0.281,0.340,0.108,0.146,1,1,0
697,19547.0,289,112,3.1558,103,109,115,122,129,136,144,-0.0815,0.041,0.292,0.254,0.303,0.110,0.143,1,1,0
698,3698.0,1281,90,3.1580,48,51,54,57,60,63,67,0.0088,0.063,0.241,0.277,0.346,0.073,0.111,0,0,0
699,2213.0,759,18,3.0115,0,0,0,0,0,0,0,0.0134,0.065,0.228,0.272,0.359,0.076,0.115,0,0,0
700,2701.0,697,448,3.0360,43,45,48,51,54,57,60,-0.0826,0.082,0.262,0.323,0.225,0.109,0.133,1,1,0
701,1319.0,836,51,2.8391,9,10,10,11,12,12,13,-0.0458,0.066,0.225,0.255,0.309,0.145,0.179,1,1,0
702,1564.0,911,138,3.1727,229,242,256,271,287,303,321,-0.0922,0.080,0.245,0.331,0.239,0.104,0.131,1,1,1
703,4088.0,1224,15,3.0760,8,8,9,9,10,10,11,0.0359,0.056,0.247,0.257,0.369,0.072,0.112,1,1,0
704,64673.0,1531,11,2.8129,0,0,0,0,0,0,0,0.0001,0.042,0.196,0.232,0.409,0.122,0.167,0,0,0
705,6523.0,717,122,3.1043,33,35,37,39,41,44,46,-0.0291,0.076,0.256,0.312,0.265,0.092,0.121,1,0,0
706,23979.0,758,982,3.2552,13,14,14,15,16,17,18,0.0108,0.071,0.267,0.308,0.255,0.100,0.128,1,0,0
707,1020.0,445,433,4.0363,229,242,256,271,287,303,321,-0.1359,0.093,0.304,0.332,0.172,0.099,0.118,1,1,1
708,600.0,525,56,3.1512,34,36,38,40,43,45,48,-0.0873,0.069,0.235,0.288,0.267,0.141,0.171,1,1,1
709,518.0,266,82,3.6947,405,428,453,479,507,536,567,-0.1666,0.099,0.281,0.356,0.178,0.087,0.106,1,1,1
710,652.0,556,33,3.5275,105,111,117,124,131,139,147,-0.1352,0.096,0.269,0.364,0.219,0.052,0.076,1,0,0
711,3330.0,727,7,3.2299,0,0,0,0,0,0,0,-0.0219,0.096,0.241,0.329,0.281,0.054,0.085,1,0,0
712,10176.0,1245,24,3.2479,143,151,160,169,179,189,200,-0.0553,0.056,0.227,0.260,0.337,0.120,0.157,1,1,0
713,12611.0,1816,115,3.3642,13,14,14,15,16,17,18,-0.0477,0.047,0.227,0.254,0.358,0.114,0.154,1,0,0
714,372520.0,1102,276,2.7268,39,41,44,46,49,52,55,0.0355,0.047,0.172,0.284,0.350,0.147,0.186,0,0,0
715,137540.0,4601,2964,3.0060,95,100,106,112,119,126,133,0.0232,0.102,0.187,0.399,0.244,0.069,0.096,1,0,0
716,1182.0,970,60,2.6490,26,27,29,31,32,34,36,-0.1035,0.059,0.167,0.301,0.269,0.204,0.234,1,0,0
717,677.0,473,151,2.7395,33,35,37,39,41,44,46,-0.0526,0.068,0.214,0.352,0.228,0.137,0.163,1,0,0
718,1344.0,817,268,2.8557,9,10,10,11,12,12,13,0.0234,0.084,0.235,0.372,0.259,0.050,0.079,0,0,0
719,911.0,494,37,2.6419,14,15,16,17,18,19,20,-0.0025,0.090,0.203,0.408,0.210,0.089,0.112,0,0,0
720,11418.0,1562,207,2.9264,13,14,14,15,16,17,18,0.0651,0.070,0.244,0.395,0.246,0.045,0.073,1,1,0
721,1129.0,508,139,2.5505,98,104,110,116,123,130,137,0.0387,0.080,0.190,0.394,0.264,0.071,0.101,1,0,0
722,538.0,443,79,3.1191,31,33,35,37,39,41,43,-0.0618,0.082,0.213,0.406,0.215,0.084,0.108,1,1,0
723,981.0,650,75,2.6147,22,23,25,26,28,29,31,0.0036,0.064,0.190,0.356,0.286,0.103,0.135,1,1,0
724,738.0,518,146,2.2395,117,124,131,139,147,155,164,0.0458,0.060,0.161,0.344,0.282,0.153,0.185,1,1,0
725,1193.0,813,12,3.0250,13,14,14,15,16,17,18,0.0808,0.060,0.222,0.250,0.386,0.083,0.126,0,0,0
726,940.0,641,58,2.8609,0,0,0,0,0,0,0,-0.0037,0.063,0.214,0.318,0.316,0.090,0.125,1,0,0
727,296.0,236,55,2.8850,142,150,159,168,178,188,199,-0.0943,0.065,0.206,0.339,0.264,0.126,0.155,1,1,0
728,3167.0,752,558,2.7832,0,0,0,0,0,0,0,0.0532,0.073,0.216,0.366,0.281,0.063,0.095,1,0,0
729,7251.0,2183,101,2.8382,0,0,0,0,0,0,0,0.0245,0.068,0.162,0.459,0.236,0.074,0.100,1,1,0
730,2814.0,510,1299,2.6404,592,626,662,701,741,784,829,-0.2020,0.034,0.066,0.701,0.187,0.011,0.032,1,1,1
731,399.0,223,21,2.1149,1,1,1,1,1,1,1,-0.1270,0.065,0.149,0.516,0.234,0.036,0.062,1,1,1
732,786.0,371,351,2.9173,38,40,42,45,47,50,53,-0.1435,0.075,0.211,0.395,0.250,0.069,0.097,1,1,1
733,785.0,468,291,2.8951,59,62,66,70,74,78,83,-0.1657,0.070,0.215,0.377,0.250,0.089,0.117,1,1,1
734,2976.0,767,79,2.6693,8,8,9,9,10,10,11,-0.0920,0.058,0.199,0.341,0.319,0.083,0.119,1,0,0
735,12420.0,1055,13,2.6754,0,0,0,0,0,0,0,0.1444,0.054,0.181,0.309,0.357,0.099,0.139,0,0,0
736,1531.0,744,283,2.7304,12,13,13,14,15,16,17,0.1105,0.059,0.211,0.316,0.320,0.094,0.130,1,1,1
737,953.0,515,272,3.0568,27,29,30,32,34,36,38,0.0879,0.071,0.219,0.324,0.321,0.065,0.101,1,1,1
738,514.0,437,14,2.9454,13,14,14,15,16,17,18,0.1195,0.061,0.260,0.288,0.333,0.058,0.096,1,1,1
739,1205.0,191,234,2.2952,118,125,132,140,148,156,165,0.0057,0.065,0.138,0.431,0.199,0.166,0.188,1,1,1
740,441.0,308,87,2.6958,15,16,17,18,19,20,21,0.0926,0.052,0.202,0.275,0.335,0.136,0.173,1,1,1
741,528.0,306,81,2.8359,60,63,67,71,75,79,84,0.1104,0.050,0.230,0.282,0.353,0.085,0.125,1,1,1
742,1686.0,541,734,2.7549,11,12,12,13,14,14,15,0.1023,0.077,0.196,0.422,0.250,0.054,0.082,1,1,1
743,2250.0,656,402,2.8099,61,64,68,72,76,80,85,0.0724,0.081,0.205,0.380,0.243,0.090,0.118,1,1,1
744,523.0,382,94,2.6241,139,147,156,165,174,184,195,0.0429,0.068,0.175,0.350,0.249,0.158,0.186,1,1,1
745,1980.0,421,13,2.5693,0,0,0,0,0,0,0,0.0649,0.062,0.192,0.300,0.304,0.142,0.176,1,0,0
746,65629.0,2570,117,3.0998,0,0,0,0,0,0,0,0.0968,0.067,0.251,0.285,0.333,0.064,0.101,1,0,0
747,3271.0,523,15,3.1638,0,0,0,0,0,0,0,0.1767,0.064,0.211,0.296,0.360,0.070,0.110,1,1,0
748,433.0,312,73,3.3753,0,0,0,0,0,0,0,0.0739,0.081,0.205,0.352,0.284,0.078,0.110,1,1,1
749,438.0,270,138,2.9451,6,6,7,7,7,8,8,0.0360,0.080,0.157,0.439,0.252,0.073,0.101,1,1,1
750,854.0,1,489,2.6000,1,1,1,1,1,1,1,-0.0172,0.143,0.143,0.500,0.143,0.071,0.067,1,1,1
751,11159.8,1,1915,2.6000,1,1,1,1,1,1,1,-0.0172,0.143,0.143,0.500,0.143,0.071,0.067,0,0,0
752,1585.4,38,1426,2.9835,3,3,3,3,4,4,4,0.0187,0.117,0.163,0.503,0.169,0.048,0.067,1,1,1
753,570.0,516,28,3.2638,9,10,10,11,12,12,13,0.0869,0.065,0.234,0.309,0.324,0.068,0.104,1,1,1
754,3692.0,713,231,3.3897,76,80,85,90,95,100,106,0.1048,0.058,0.261,0.312,0.273,0.096,0.126,1,1,0
755,1301.0,992,66,3.2247,70,74,78,83,88,93,98,0.0390,0.064,0.233,0.310,0.300,0.092,0.125,1,1,1
756,981.0,782,48,3.2557,12,13,13,14,15,16,17,-0.0396,0.050,0.224,0.283,0.289,0.154,0.186,1,1,1
757,189.0,179,3,3.6591,8,8,9,9,10,10,11,0.0127,0.079,0.220,0.390,0.237,0.074,0.101,1,1,0
758,390.0,335,38,3.2390,22,23,25,26,28,29,31,0.0136,0.070,0.210,0.371,0.243,0.106,0.133,0,0,0
759,550.0,395,126,3.1155,19,20,21,23,24,25,27,0.0217,0.076,0.186,0.394,0.237,0.106,0.133,0,0,0
760,400.0,355,35,3.2673,7,7,8,8,9,9,10,-0.0098,0.077,0.206,0.388,0.218,0.111,0.136,1,1,0
761,594.0,408,166,2.7556,120,127,134,142,150,159,168,0.0127,0.071,0.191,0.419,0.208,0.111,0.134,1,1,1
762,222.0,176,9,2.9254,14,15,16,17,18,19,20,0.0770,0.078,0.200,0.443,0.210,0.068,0.092,1,1,1
763,249.0,169,72,2.6399,3,3,3,3,4,4,4,-0.0323,0.088,0.138,0.510,0.161,0.102,0.120,1,1,1
764,490.0,407,77,3.2866,249,263,279,295,312,330,349,-0.0347,0.070,0.196,0.375,0.230,0.128,0.154,1,1,0
765,308.0,167,106,3.0770,18,19,20,21,22,24,25,0.0895,0.072,0.192,0.346,0.285,0.104,0.136,1,0,0
766,303.0,193,78,2.7390,8,8,9,9,10,10,11,0.0002,0.054,0.181,0.305,0.276,0.185,0.216,1,1,1
767,2081.0,530,663,3.0010,12,13,13,14,15,16,17,0.0229,0.063,0.185,0.391,0.275,0.086,0.117,1,1,0
768,6223.0,378,687,3.5015,40,42,45,47,50,53,56,-0.0163,0.080,0.227,0.389,0.238,0.067,0.093,1,1,0
769,5833.8,666,244,2.9859,43,45,48,51,54,57,60,0.0184,0.117,0.163,0.502,0.170,0.048,0.067,1,1,0
770,514.0,371,106,3.3633,18,19,20,21,22,24,25,-0.0166,0.070,0.226,0.354,0.254,0.096,0.124,1,1,0
771,740.0,464,155,2.9967,16,17,18,19,20,21,22,-0.0040,0.058,0.189,0.300,0.296,0.158,0.191,1,1,0
772,242.0,197,20,3.5646,14,15,16,17,18,19,20,-0.0802,0.077,0.219,0.406,0.206,0.092,0.115,1,1,1
773,490.0,232,218,3.4331,46,49,51,54,57,61,64,-0.0381,0.081,0.222,0.435,0.191,0.070,0.091,1,1,1
774,553.0,316,197,2.8258,141,149,158,167,177,187,198,-0.0088,0.081,0.162,0.467,0.204,0.085,0.108,1,1,1
775,624.0,568,56,2.9986,157,166,176,186,197,208,220,-0.0134,0.071,0.184,0.365,0.234,0.146,0.172,1,1,0
776,514.0,353,146,2.9220,24,25,27,29,30,32,34,-0.0162,0.064,0.178,0.367,0.261,0.130,0.159,1,1,1
777,350.0,103,238,2.5827,343,363,384,406,430,455,481,-0.0345,0.075,0.119,0.485,0.158,0.163,0.181,1,1,1
778,1312.0,483,226,2.5194,5,5,6,6,6,7,7,0.0826,0.078,0.127,0.540,0.196,0.059,0.081,1,1,1
779,455.0,364,16,3.1732,0,0,0,0,0,0,0,0.0412,0.058,0.231,0.282,0.310,0.119,0.153,1,1,1
780,1923.0,532,46,3.2096,11,12,12,13,14,14,15,0.0520,0.064,0.236,0.277,0.324,0.100,0.136,1,1,1
781,3696.0,635,61,2.5914,71,75,79,84,89,94,99,0.0679,0.052,0.198,0.312,0.295,0.142,0.175,1,0,0
782,795.0,475,82,2.7163,36,38,40,42,45,47,50,0.0299,0.069,0.170,0.388,0.265,0.109,0.138,1,1,1
783,743.0,189,20,2.7274,7,7,8,8,9,9,10,0.0815,0.071,0.132,0.457,0.268,0.072,0.102,1,1,0
784,544.0,385,106,3.0441,31,33,35,37,39,41,43,0.0216,0.066,0.165,0.343,0.308,0.117,0.152,1,1,1
785,408.0,349,35,3.0509,33,35,37,39,41,44,46,0.0255,0.071,0.204,0.410,0.220,0.095,0.119,1,1,0
786,309.0,256,7,3.2230,23,24,26,27,29,30,32,0.0098,0.062,0.189,0.342,0.293,0.113,0.146,1,1,1
787,464.0,423,12,3.0418,22,23,25,26,28,29,31,0.0592,0.069,0.179,0.390,0.274,0.088,0.119,1,1,1
788,422.0,406,4,3.3275,16,17,18,19,20,21,22,0.0068,0.075,0.218,0.343,0.259,0.104,0.133,1,1,1
789,292.0,270,4,3.4919,25,26,28,30,31,33,35,0.0521,0.072,0.199,0.347,0.303,0.080,0.114,1,1,1
790,630.0,514,4,3.5268,9,10,10,11,12,12,13,0.0837,0.068,0.240,0.325,0.301,0.066,0.100,1,0,0
791,142.0,127,11,3.8551,35,37,39,41,44,46,49,0.0054,0.075,0.245,0.374,0.234,0.072,0.098,1,1,1
792,195.0,188,3,3.8040,79,84,88,94,99,105,111,0.0462,0.057,0.206,0.319,0.315,0.104,0.139,1,1,1
793,239.0,200,22,3.6251,23,24,26,27,29,30,32,-0.0379,0.063,0.233,0.343,0.271,0.090,0.120,1,1,1
794,561.0,103,25,3.8222,0,0,0,0,0,0,0,0.0332,0.116,0.207,0.412,0.203,0.062,0.085,1,1,0
795,437.0,151,146,3.5651,0,0,0,0,0,0,0,-0.0428,0.079,0.241,0.401,0.210,0.069,0.092,1,1,1
796,858.0,373,387,3.6849,61,64,68,72,76,80,85,0.0219,0.065,0.218,0.338,0.282,0.097,0.128,1,1,1
797,1055.0,355,654,3.4402,68,72,76,80,85,90,95,-0.0327,0.075,0.203,0.376,0.249,0.097,0.125,1,1,1
798,334.0,288,12,2.6720,65,69,73,77,81,86,91,-0.0613,0.048,0.163,0.300,0.314,0.175,0.210,1,1,1
799,382.0,307,20,3.0791,16,17,18,19,20,21,22,0.0810,0.073,0.177,0.367,0.304,0.079,0.113,1,1,1
800,433.0,346,82,2.9913,47,50,53,56,59,62,66,-0.0114,0.061,0.190,0.360,0.247,0.142,0.170,1,1,1
801,769.0,473,278,3.0523,47,50,53,56,59,62,66,-0.0049,0.078,0.178,0.430,0.243,0.072,0.099,1,1,1
802,281.0,220,57,4.1590,26,27,29,31,32,34,36,-0.1386,0.088,0.275,0.378,0.169,0.088,0.107,1,1,1
803,6800.0,183,150,2.5691,62,66,69,73,78,82,87,0.0447,0.063,0.164,0.368,0.224,0.181,0.207,1,0,0
804,611.0,276,40,2.9936,22,23,25,26,28,29,31,-0.0607,0.053,0.186,0.349,0.243,0.168,0.195,0,0,0
805,470.0,220,126,3.5948,37,39,41,44,46,49,52,-0.0565,0.077,0.225,0.363,0.216,0.120,0.144,1,0,0
806,1677.0,500,1099,3.0353,97,103,109,115,122,129,136,-0.0511,0.061,0.173,0.315,0.253,0.198,0.226,1,1,1
807,240.0,179,21,3.7908,10,11,11,12,13,13,14,-0.0970,0.070,0.220,0.336,0.235,0.139,0.165,1,1,1
808,208.0,158,46,4.2064,42,44,47,50,53,56,59,-0.1178,0.067,0.231,0.335,0.258,0.110,0.138,1,1,1
809,417.0,126,256,3.1879,7,7,8,8,9,9,10,-0.0639,0.060,0.181,0.296,0.272,0.191,0.222,1,1,1
810,11815.0,598,2396,3.3360,27,29,30,32,34,36,38,-0.0492,0.069,0.192,0.344,0.258,0.136,0.165,1,1,1
811,640.0,283,343,2.8260,179,189,200,212,224,237,251,-0.0494,0.058,0.166,0.342,0.257,0.177,0.206,1,1,1
812,398.0,154,233,2.8704,39,41,44,46,49,52,55,-0.0157,0.058,0.175,0.342,0.263,0.163,0.193,1,1,1
813,260.0,123,98,3.5040,17,18,19,20,21,23,24,-0.0747,0.069,0.243,0.335,0.237,0.115,0.141,1,1,1
814,201.0,150,6,3.6778,6,6,7,7,7,8,8,-0.0581,0.076,0.209,0.332,0.236,0.147,0.173,1,0,0
815,156.0,89,67,3.9087,119,126,133,141,149,158,167,-0.1233,0.102,0.253,0.406,0.160,0.079,0.097,0,0,0
816,202.0,118,28,3.3602,213,225,238,252,266,282,298,-0.1068,0.065,0.196,0.315,0.203,0.221,0.243,1,1,1
817,215.0,143,72,3.8688,32,34,36,38,40,43,45,-0.0864,0.115,0.261,0.432,0.151,0.041,0.058,1,1,1
818,312.0,195,102,3.4996,46,49,51,54,57,61,64,-0.0432,0.067,0.223,0.348,0.235,0.128,0.154,1,1,1
819,159.0,128,30,3.5105,1,1,1,1,1,1,1,0.0050,0.085,0.206,0.414,0.217,0.078,0.102,1,1,1
820,14520.0,1644,204,2.9153,52,55,58,62,65,69,73,0.0695,0.086,0.170,0.434,0.244,0.067,0.094,1,0,0
821,1070.0,450,371,2.6052,1094,1157,1224,1295,1370,1449,1533,0.0396,0.045,0.174,0.415,0.286,0.081,0.112,1,1,0
822,1079.0,819,9,2.6197,15,16,17,18,19,20,21,0.1077,0.039,0.160,0.239,0.356,0.207,0.246,1,1,0
823,769.0,515,99,2.5574,49,52,55,58,62,65,69,0.0099,0.062,0.163,0.358,0.270,0.146,0.176,1,1,1
824,437.0,267,162,2.6975,0,0,0,0,0,0,0,0.0142,0.075,0.171,0.523,0.170,0.062,0.081,1,1,1
825,267.0,204,52,3.3939,15,16,17,18,19,20,21,-0.0972,0.090,0.242,0.394,0.190,0.083,0.105,1,1,1
826,222.0,102,95,2.8537,9,10,10,11,12,12,13,-0.0198,0.099,0.191,0.464,0.159,0.088,0.106,1,0,0
827,251.0,133,68,3.0463,13,14,14,15,16,17,18,-0.0421,0.077,0.176,0.416,0.208,0.123,0.147,1,1,1
828,441.0,229,198,3.2351,167,177,187,198,209,221,234,-0.0795,0.105,0.216,0.419,0.172,0.088,0.107,1,1,1
829,195.0,159,24,3.2470,23,24,26,27,29,30,32,-0.0354,0.089,0.200,0.383,0.210,0.118,0.142,1,1,1
830,290.0,188,98,3.6923,4,4,5,5,5,6,6,-0.1083,0.102,0.224,0.398,0.179,0.097,0.117,1,1,1
831,157.0,88,65,3.0189,156,165,175,185,196,207,219,0.0030,0.107,0.208,0.405,0.194,0.087,0.108,1,1,1
832,302.0,222,74,3.0335,4,4,5,5,5,6,6,-0.0926,0.059,0.201,0.317,0.238,0.185,0.211,1,1,1
833,317.0,246,25,3.1553,27,29,30,32,34,36,38,-0.0623,0.057,0.204,0.307,0.254,0.178,0.206,1,0,0
834,589.0,322,210,3.0915,5,5,6,6,6,7,7,-0.0495,0.049,0.177,0.291,0.256,0.227,0.256,1,0,0
835,329.0,239,90,3.3173,19,20,21,23,24,25,27,-0.0569,0.065,0.204,0.341,0.246,0.143,0.171,1,1,1
836,322.0,279,43,3.1355,13,14,14,15,16,17,18,-0.0723,0.073,0.175,0.332,0.225,0.195,0.220,1,1,1
837,468.0,394,56,3.1162,446,472,499,528,559,591,625,-0.1070,0.086,0.191,0.406,0.211,0.106,0.129,1,1,0
838,252.0,200,52,2.6381,37,39,41,44,46,49,52,-0.0813,0.077,0.158,0.377,0.209,0.178,0.201,1,1,1
839,330.0,149,175,2.2513,148,157,166,175,185,196,207,-0.0566,0.066,0.145,0.366,0.205,0.218,0.241,1,1,1
840,503.0,377,117,2.1778,115,122,129,136,144,152,161,0.0230,0.051,0.116,0.347,0.251,0.234,0.262,1,1,1
841,313.0,294,12,2.6196,264,279,295,313,331,350,370,-0.0352,0.081,0.176,0.390,0.213,0.140,0.163,1,1,0
842,230.0,188,42,2.4579,41,43,46,48,51,54,57,0.0214,0.084,0.150,0.405,0.212,0.150,0.173,1,1,1
