zone_id,totacre_abag,resacre10_abag,ciacre10_abag,meanhhsize,gqpop10,gqpop15,gqpop20,gqpop25,gqpop30,gqpop35,gqpop40,zonal_emp_sh_resid10,sh_age0004,sh_age0519,sh_age2044,sh_age4564,sh_age65p,sh_62plus,perf1re1gt1,perfareagt10,perfareagt50
205,231.0,148,10,3.6041,16,17,18,19,20,21,22,-0.0005,0.054,0.196,0.349,0.267,0.134,0.165,1,1,1
206,571.0,115,3,3.1436,0,0,0,0,0,0,0,0.0085,0.050,0.181,0.340,0.279,0.150,0.182,1,1,1
207,280.0,87,110,3.8118,3,3,3,3,4,4,4,-0.0877,0.055,0.237,0.309,0.259,0.140,0.170,1,1,1
208,3702.0,291,809,2.3786,16,17,18,19,20,21,22,0.0157,0.042,0.146,0.356,0.362,0.095,0.137,1,1,1
209,866.0,378,51,3.0704,18,19,20,21,22,24,25,-0.0281,0.055,0.183,0.333,0.275,0.154,0.186,1,1,1
210,121.0,72,19,3.7484,23,24,26,27,29,30,32,-0.0745,0.085,0.244,0.399,0.197,0.074,0.097,1,1,1
211,232.0,130,28,3.1831,89,94,100,105,112,118,125,-0.0562,0.080,0.214,0.404,0.196,0.106,0.128,1,1,1
212,2734.0,169,1821,3.4669,86,91,96,102,107,114,120,-0.0570,0.062,0.216,0.330,0.262,0.129,0.160,1,1,1
213,661.0,281,44,2.5013,42,44,47,50,53,56,59,-0.0659,0.041,0.164,0.281,0.252,0.262,0.291,1,1,1
214,449.0,270,37,3.0174,77,81,86,91,96,102,108,-0.0746,0.058,0.184,0.287,0.264,0.207,0.238,1,1,1
215,261.4,167,33,2.6884,13,14,14,15,16,17,18,-0.0286,0.058,0.191,0.352,0.254,0.145,0.175,1,1,1
216,267.2,77,103,2.6854,6,6,7,7,7,8,8,-0.0288,0.058,0.191,0.352,0.254,0.145,0.175,1,1,1
217,280.0,169,22,3.1757,111,117,124,132,139,147,156,-0.0579,0.050,0.205,0.307,0.275,0.163,0.195,1,1,1
218,217.0,120,12,3.0793,13,14,14,15,16,17,18,0.0755,0.052,0.177,0.330,0.312,0.130,0.166,1,1,1
219,239.0,154,12,3.6602,7,7,8,8,9,9,10,0.0252,0.046,0.188,0.306,0.327,0.133,0.171,1,1,1
220,449.0,193,87,3.0497,22,23,25,26,28,29,31,-0.0013,0.059,0.196,0.399,0.269,0.077,0.108,1,1,1
221,305.0,156,36,3.0658,0,0,0,0,0,0,0,0.0327,0.051,0.194,0.337,0.308,0.109,0.145,1,1,1
222,285.0,157,25,2.3710,69,73,77,82,87,92,97,0.0429,0.047,0.167,0.396,0.289,0.101,0.134,1,1,1
223,835.0,205,332,2.1966,32,34,36,38,40,43,45,0.0689,0.048,0.153,0.368,0.326,0.105,0.143,1,1,1
224,1761.0,217,88,2.6472,3,3,3,3,4,4,4,0.0366,0.049,0.179,0.301,0.346,0.126,0.166,1,1,1
225,1050.0,216,44,2.6487,51,54,57,60,64,67,71,0.0155,0.051,0.209,0.317,0.283,0.141,0.174,1,1,1
226,1997.0,503,149,2.6647,6,6,7,7,7,8,8,0.0318,0.055,0.211,0.282,0.309,0.143,0.179,1,1,0
227,2831.0,533,193,2.6197,0,0,0,0,0,0,0,0.0836,0.046,0.193,0.268,0.369,0.123,0.166,1,0,0
228,232.0,2,207,3.0000,6,6,7,7,7,8,8,0.0961,0.077,0.128,0.231,0.538,0.026,0.087,1,1,0
229,546.0,243,179,3.2406,17,18,19,20,21,23,24,0.0146,0.054,0.189,0.380,0.290,0.087,0.121,1,1,1
230,361.0,211,57,3.0592,3,3,3,3,4,4,4,0.0376,0.056,0.214,0.330,0.293,0.106,0.140,1,1,1
231,287.0,191,17,3.3383,129,136,144,153,162,171,181,0.0141,0.046,0.184,0.294,0.326,0.151,0.189,1,1,1
232,459.0,295,27,3.0527,213,225,238,252,266,282,298,0.0199,0.048,0.199,0.286,0.299,0.168,0.202,1,1,1
233,708.0,290,159,2.2884,6,6,7,7,7,8,8,0.0366,0.046,0.141,0.335,0.307,0.171,0.206,1,1,1
234,549.0,36,192,1.7785,0,0,0,0,0,0,0,0.0914,0.048,0.104,0.468,0.283,0.096,0.129,1,1,1
235,223.0,133,14,2.7662,1,1,1,1,1,1,1,0.0150,0.056,0.188,0.286,0.278,0.191,0.223,1,1,1
236,486.0,197,58,2.5275,27,29,30,32,34,36,38,0.0082,0.050,0.168,0.347,0.271,0.165,0.196,1,1,1
237,273.0,112,51,3.1223,129,136,144,153,162,171,181,-0.0846,0.070,0.207,0.390,0.233,0.101,0.128,1,1,1
238,426.0,135,162,3.8540,0,0,0,0,0,0,0,-0.1008,0.067,0.254,0.369,0.226,0.084,0.110,1,1,1
239,1686.0,0,1681,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
240,500.0,150,184,2.5564,244,258,273,289,306,323,342,-0.0566,0.048,0.167,0.356,0.231,0.198,0.225,1,1,1
241,401.0,198,28,2.5865,25,26,28,30,31,33,35,-0.0735,0.037,0.162,0.232,0.292,0.276,0.310,1,1,1
242,331.0,147,25,2.8281,0,0,0,0,0,0,0,-0.1024,0.033,0.175,0.212,0.304,0.276,0.311,1,1,1
243,252.0,169,10,2.8350,14,15,16,17,18,19,20,-0.0545,0.042,0.175,0.247,0.326,0.210,0.248,1,1,1
244,261.0,161,38,2.6495,8,8,9,9,10,10,11,-0.1263,0.045,0.181,0.288,0.269,0.217,0.248,1,1,1
245,380.0,261,32,2.5972,30,32,34,35,38,40,42,-0.0902,0.034,0.139,0.231,0.301,0.295,0.330,1,1,1
246,1036.0,552,154,2.5499,350,370,392,414,438,463,490,-0.0779,0.042,0.154,0.241,0.281,0.281,0.314,1,1,0
247,230.0,154,20,2.7951,12,13,13,14,15,16,17,-0.0616,0.069,0.177,0.284,0.304,0.166,0.202,1,1,1
248,687.0,123,370,2.1904,0,0,0,0,0,0,0,0.0019,0.043,0.138,0.426,0.260,0.132,0.162,1,1,1
249,699.0,207,283,2.3406,0,0,0,0,0,0,0,-0.0075,0.061,0.171,0.394,0.256,0.119,0.148,1,1,1
250,280.0,198,12,2.3730,66,70,74,78,82,87,92,-0.0047,0.059,0.151,0.352,0.285,0.153,0.186,1,1,1
251,277.0,152,44,1.8113,9,10,10,11,12,12,13,0.0529,0.034,0.088,0.447,0.262,0.169,0.200,1,1,1
252,2124.0,1435,201,2.9098,0,0,0,0,0,0,0,0.0368,0.042,0.194,0.185,0.356,0.223,0.265,1,1,0
253,282.0,218,4,2.5756,0,0,0,0,0,0,0,0.0715,0.057,0.178,0.249,0.324,0.191,0.229,1,1,1
254,1976.0,1445,20,2.9546,1,1,1,1,1,1,1,0.0586,0.047,0.205,0.184,0.366,0.197,0.240,1,0,0
255,342.0,224,37,2.6887,4,4,5,5,5,6,6,-0.0192,0.057,0.186,0.217,0.340,0.200,0.239,1,1,1
256,214.0,141,12,1.8098,42,44,47,50,53,56,59,-0.0037,0.033,0.073,0.314,0.259,0.320,0.350,1,1,1
257,255.0,98,63,2.0913,179,189,200,212,224,237,251,-0.0880,0.041,0.128,0.342,0.223,0.266,0.292,1,1,1
258,192.0,122,19,2.1066,182,193,204,215,228,241,255,-0.0327,0.042,0.101,0.415,0.238,0.204,0.231,1,1,1
259,205.0,112,47,2.3139,13,14,14,15,16,17,18,-0.0371,0.058,0.124,0.400,0.236,0.182,0.209,1,1,0
260,302.0,176,41,3.6198,118,125,132,140,148,156,165,-0.1025,0.068,0.235,0.412,0.191,0.094,0.117,1,1,1
261,678.0,168,117,3.1379,14,15,16,17,18,19,20,-0.0554,0.067,0.206,0.374,0.245,0.107,0.136,1,0,0
262,304.0,152,52,3.2151,129,136,144,153,162,171,181,0.0165,0.064,0.214,0.388,0.241,0.094,0.122,0,0,0
263,152.0,93,8,3.5551,86,91,96,102,107,114,120,-0.0842,0.063,0.200,0.330,0.255,0.152,0.182,0,0,0
264,283.0,131,54,3.0845,95,100,106,112,119,126,133,-0.0217,0.052,0.183,0.305,0.300,0.160,0.195,1,0,0
265,403.0,103,110,1.8586,1,1,1,1,1,1,1,0.1364,0.039,0.072,0.433,0.314,0.141,0.178,1,1,1
266,1052.0,220,320,2.2430,0,0,0,0,0,0,0,0.0627,0.055,0.122,0.416,0.280,0.127,0.160,1,1,1
267,271.0,153,31,2.7005,79,84,88,94,99,105,111,0.0092,0.042,0.183,0.280,0.336,0.160,0.199,1,1,1
268,227.0,134,27,2.7498,6,6,7,7,7,8,8,0.0210,0.053,0.162,0.326,0.319,0.140,0.177,1,1,1
269,325.0,174,39,2.5356,16,17,18,19,20,21,22,0.0142,0.051,0.156,0.376,0.299,0.118,0.153,1,1,1
270,158.0,112,8,2.3113,0,0,0,0,0,0,0,0.0896,0.047,0.153,0.395,0.292,0.113,0.147,1,1,1
271,289.0,144,13,2.5784,0,0,0,0,0,0,0,0.0687,0.054,0.163,0.261,0.400,0.121,0.168,1,1,1
272,252.0,144,5,2.9841,2,2,2,2,3,3,3,-0.0110,0.056,0.199,0.250,0.372,0.124,0.167,1,1,1
273,269.0,142,9,2.6742,6,6,7,7,7,8,8,0.0875,0.062,0.194,0.363,0.321,0.060,0.097,1,1,1
274,350.0,137,32,2.5736,6,6,7,7,7,8,8,0.0095,0.061,0.156,0.435,0.219,0.129,0.154,1,1,1
275,364.0,119,85,2.4245,16,17,18,19,20,21,22,0.0267,0.070,0.165,0.428,0.246,0.091,0.120,1,1,1
276,119.0,79,12,2.1975,0,0,0,0,0,0,0,0.0536,0.044,0.143,0.424,0.291,0.098,0.132,1,1,1
277,318.0,172,27,2.7265,63,67,70,74,79,83,88,0.0441,0.065,0.178,0.348,0.261,0.148,0.178,1,1,1
278,460.0,92,141,2.3480,6,6,7,7,7,8,8,-0.0224,0.049,0.164,0.355,0.253,0.178,0.208,1,1,1
279,328.0,149,78,2.6605,50,53,56,59,63,66,70,0.0469,0.063,0.161,0.335,0.260,0.182,0.212,1,1,0
280,281.0,139,52,2.5779,14,15,16,17,18,19,20,-0.0040,0.063,0.143,0.335,0.284,0.174,0.207,1,1,1
281,265.0,140,50,2.2886,186,197,208,220,233,247,261,-0.0052,0.055,0.131,0.332,0.249,0.232,0.262,1,1,1
282,480.0,153,78,2.4407,1,1,1,1,1,1,1,-0.0353,0.047,0.146,0.253,0.279,0.275,0.308,1,1,1
283,321.0,203,40,2.6149,59,62,66,70,74,78,83,-0.0333,0.058,0.169,0.251,0.280,0.242,0.275,1,1,1
284,243.0,129,58,2.3331,79,84,88,94,99,105,111,-0.0205,0.056,0.146,0.380,0.227,0.191,0.217,1,1,1
285,310.0,207,36,2.6125,0,0,0,0,0,0,0,0.0126,0.055,0.132,0.255,0.305,0.252,0.287,1,1,1
286,573.0,393,77,2.4414,437,462,489,517,547,579,612,0.0366,0.052,0.154,0.328,0.298,0.167,0.202,1,1,1
287,328.0,197,50,2.3877,1,1,1,1,1,1,1,0.0106,0.051,0.152,0.294,0.311,0.192,0.228,1,1,1
288,1544.0,461,296,2.1464,63,67,70,74,79,83,88,0.0966,0.042,0.118,0.390,0.280,0.170,0.202,0,0,0
289,678.0,402,21,2.6654,0,0,0,0,0,0,0,0.0648,0.058,0.154,0.282,0.343,0.163,0.202,1,1,1
290,559.0,274,16,2.3486,0,0,0,0,0,0,0,0.0318,0.045,0.118,0.305,0.331,0.200,0.239,1,1,1
291,667.0,292,175,2.5310,7,7,8,8,9,9,10,0.0566,0.051,0.150,0.251,0.367,0.181,0.223,1,1,1
292,362.0,194,64,2.6462,182,193,204,215,228,241,255,-0.0242,0.045,0.219,0.229,0.327,0.180,0.217,1,1,1
293,5328.0,617,741,2.7130,120,127,134,142,150,159,168,0.0601,0.056,0.212,0.282,0.370,0.080,0.123,0,0,0
294,5877.0,1015,266,2.6042,14,15,16,17,18,19,20,0.0881,0.059,0.197,0.301,0.360,0.083,0.124,0,0,0
295,21718.0,1375,822,3.1443,22,23,25,26,28,29,31,-0.0136,0.058,0.188,0.387,0.296,0.071,0.105,0,0,0
296,27294.0,3926,176,2.6709,80,85,89,95,100,106,112,0.0047,0.054,0.186,0.283,0.341,0.136,0.175,0,0,0
297,114928.0,13647,2164,2.4107,143,151,160,169,179,189,200,0.1340,0.049,0.193,0.329,0.349,0.080,0.121,0,0,0
298,9757.0,3713,969,2.5152,49,52,55,58,62,65,69,0.0944,0.046,0.174,0.185,0.378,0.216,0.260,1,0,0
299,11075.0,4012,177,2.6436,0,0,0,0,0,0,0,0.1070,0.049,0.170,0.235,0.387,0.159,0.204,0,0,0
300,2314.0,1530,111,2.6526,0,0,0,0,0,0,0,0.0737,0.057,0.174,0.218,0.363,0.189,0.231,1,0,0
301,785.0,495,97,2.6031,75,79,84,89,94,99,105,0.0217,0.055,0.147,0.273,0.304,0.221,0.256,1,1,1
302,1345.0,528,468,2.7478,27,29,30,32,34,36,38,0.0904,0.062,0.161,0.277,0.368,0.132,0.175,0,0,0
303,492.0,341,32,2.6384,25,26,28,30,31,33,35,-0.0010,0.043,0.163,0.287,0.313,0.194,0.230,1,0,0
304,1556.0,605,88,2.4608,123,130,138,145,154,163,172,0.0561,0.059,0.145,0.252,0.371,0.173,0.216,0,0,0
305,293.0,184,38,2.5219,0,0,0,0,0,0,0,0.0215,0.055,0.134,0.260,0.343,0.209,0.249,0,0,0
306,639.0,381,41,2.4331,0,0,0,0,0,0,0,0.0805,0.059,0.146,0.314,0.341,0.140,0.180,0,0,
307,479.0,327,47,2.7395,2,2,2,2,3,3,3,0.0742,0.070,0.173,0.293,0.326,0.137,0.175,1,1,1
308,290.0,210,14,2.8273,25,26,28,30,31,33,35,-0.0070,0.075,0.180,0.278,0.287,0.179,0.213,1,1,1
309,499.0,288,65,2.0849,51,54,57,60,64,67,71,0.0498,0.052,0.132,0.356,0.267,0.193,0.224,1,1,1
310,873.0,102,541,2.6200,9,10,10,11,12,12,13,0.1095,0.080,0.221,0.405,0.216,0.079,0.104,1,1,1
311,916.0,233,351,2.2176,18,19,20,21,22,24,25,0.0517,0.049,0.133,0.344,0.368,0.106,0.149,1,1,1
312,1282.0,363,80,2.4961,0,0,0,0,0,0,0,0.0713,0.101,0.123,0.466,0.256,0.054,0.084,1,1,1
313,7842.0,100,1254,2.3027,89,94,100,105,112,118,125,-0.0918,0.045,0.133,0.353,0.340,0.129,0.168,1,0,0
314,357.0,82,181,3.3515,33,35,37,39,41,44,46,-0.1169,0.085,0.243,0.434,0.161,0.076,0.095,1,1,1
315,425.0,51,218,1.9196,247,261,276,292,309,327,346,-0.2174,0.037,0.129,0.508,0.219,0.107,0.132,1,1,1
316,115.0,56,15,2.8100,0,0,0,0,0,0,0,-0.0062,0.083,0.196,0.421,0.230,0.069,0.096,1,1,1
317,344.0,210,48,2.2587,41,43,46,48,51,54,57,-0.0039,0.047,0.131,0.377,0.290,0.155,0.189,1,1,1
318,184.0,126,9,2.6599,0,0,0,0,0,0,0,-0.0240,0.071,0.175,0.279,0.287,0.188,0.221,1,1,1
319,301.0,217,9,2.7424,6,6,7,7,7,8,8,0.0094,0.064,0.152,0.279,0.323,0.181,0.218,1,1,1
320,321.0,219,18,2.5195,31,33,35,37,39,41,43,-0.0369,0.059,0.174,0.362,0.256,0.149,0.178,1,0,0
321,272.0,168,28,2.7848,28,30,31,33,35,37,39,-0.0237,0.063,0.159,0.302,0.277,0.198,0.230,0,0,0
322,411.0,262,50,2.4315,19,20,21,23,24,25,27,-0.0141,0.057,0.157,0.302,0.312,0.172,0.208,1,0,0
323,256.0,150,38,2.5680,29,31,33,34,37,39,41,-0.0403,0.062,0.176,0.359,0.213,0.191,0.215,1,1,1
324,124.0,89,7,2.9753,0,0,0,0,0,0,0,-0.0921,0.088,0.199,0.465,0.179,0.069,0.089,1,1,0
325,261.0,167,17,2.9175,55,58,62,65,69,73,77,-0.0322,0.075,0.191,0.432,0.224,0.077,0.104,1,1,1
326,144.0,47,36,3.5960,28,30,31,33,35,37,39,-0.1165,0.101,0.242,0.470,0.143,0.044,0.060,1,1,1
327,177.0,84,37,3.9637,243,257,272,287,304,321,340,-0.1078,0.088,0.272,0.423,0.167,0.050,0.069,1,1,1
328,254.0,159,20,2.9265,0,0,0,0,0,0,0,-0.0106,0.071,0.181,0.380,0.267,0.100,0.131,1,1,1
329,281.0,125,91,3.9731,92,97,103,109,115,122,129,-0.1237,0.086,0.265,0.390,0.184,0.075,0.096,1,1,1
330,230.0,154,16,3.5022,16,17,18,19,20,21,22,-0.0579,0.090,0.244,0.404,0.196,0.066,0.089,0,0,0
331,3016.0,169,649,4.3056,11,12,12,13,14,14,15,-0.0889,0.077,0.315,0.355,0.161,0.093,0.111,1,1,1
332,1336.0,162,265,5.0335,74,78,83,88,93,98,104,-0.1469,0.082,0.315,0.336,0.196,0.070,0.093,1,1,1
333,800.0,433,105,4.0661,55,58,62,65,69,73,77,-0.1157,0.089,0.288,0.345,0.191,0.088,0.110,1,1,0
334,317.0,169,23,4.7455,19,20,21,23,24,25,27,-0.1514,0.088,0.316,0.354,0.168,0.074,0.093,1,1,1
335,236.0,163,21,2.9185,26,27,29,31,32,34,36,-0.0860,0.109,0.239,0.462,0.159,0.031,0.049,1,1,0
336,319.0,188,57,2.4448,41,43,46,48,51,54,57,0.0585,0.071,0.133,0.428,0.269,0.099,0.130,1,1,1
337,315.0,148,138,3.0023,541,572,605,640,677,717,758,-0.0290,0.064,0.153,0.252,0.343,0.189,0.229,1,1,0
338,206.0,135,13,2.6949,62,66,69,73,78,82,87,0.0458,0.073,0.193,0.337,0.282,0.115,0.147,1,1,1
339,968.0,762,55,2.8044,0,0,0,0,0,0,0,0.0821,0.053,0.191,0.187,0.352,0.217,0.258,1,1,1
340,502.0,170,231,2.0205,42,44,47,50,53,56,59,0.0824,0.045,0.089,0.408,0.233,0.226,0.253,1,1,1
341,323.0,177,52,1.8730,114,121,128,135,143,151,160,0.0630,0.042,0.071,0.455,0.216,0.215,0.240,1,1,1
342,2123.0,1760,142,2.8076,385,407,431,456,482,510,539,0.0080,0.039,0.201,0.190,0.333,0.238,0.277,1,1,1
343,315.0,227,33,2.7954,2,2,2,2,3,3,3,-0.0202,0.064,0.187,0.220,0.328,0.201,0.239,1,1,1
344,407.0,306,11,2.8232,7,7,8,8,9,9,10,0.0447,0.062,0.200,0.211,0.299,0.229,0.264,1,1,1
345,397.0,301,16,2.4968,8,8,9,9,10,10,11,0.0318,0.054,0.159,0.266,0.296,0.225,0.260,1,1,1
346,1118.0,254,495,2.2473,6,6,7,7,7,8,8,-0.0142,0.045,0.096,0.243,0.291,0.325,0.358,1,1,1
347,33245.4,4108,635,2.6153,217,230,243,257,272,287,304,0.0217,0.036,0.165,0.174,0.382,0.243,0.285,1,0,0
348,748.1,45,289,2.6774,3,3,3,3,4,4,4,0.0209,0.035,0.163,0.174,0.384,0.244,0.285,1,1,1
349,710.6,361,231,2.6203,24,25,27,29,30,32,34,0.0223,0.036,0.164,0.174,0.383,0.243,0.285,1,1,1
350,530.7,366,103,2.2582,262,277,293,310,328,347,367,0.0011,0.042,0.143,0.301,0.326,0.188,0.224,1,1,1
351,371.9,258,85,2.2585,478,506,535,566,599,633,670,0.0008,0.042,0.143,0.301,0.326,0.188,0.224,1,1,1
352,42.0,18,24,2.2906,329,348,368,389,412,436,461,-0.1492,0.007,0.012,0.963,0.018,0.000,0.002,1,1,1
353,125.0,102,23,1.8582,2,2,2,2,3,3,3,0.0336,0.082,0.055,0.841,0.020,0.002,0.004,0,0,0
354,515.0,144,360,1.3645,2594,2744,2903,3070,3248,3435,3634,-0.4318,0.013,0.020,0.868,0.053,0.046,0.052,1,1,1
355,878.0,384,431,1.7845,2543,2690,2846,3010,3184,3368,3563,0.4145,0.007,0.395,0.508,0.047,0.043,0.048,1,1,1
356,487.0,252,81,1.8190,298,315,333,353,373,394,417,0.0113,0.028,0.070,0.356,0.256,0.289,0.318,1,1,1
357,515.0,442,36,2.7259,5,5,6,6,6,7,7,0.0324,0.050,0.184,0.246,0.364,0.157,0.197,1,1,1
358,542.0,487,43,2.8655,13,14,14,15,16,17,18,-0.0301,0.048,0.188,0.198,0.356,0.210,0.249,1,1,1
359,381.0,337,38,2.6485,0,0,0,0,0,0,0,0.0400,0.049,0.186,0.237,0.369,0.159,0.200,1,1,1
360,406.0,345,54,2.6019,67,71,75,79,84,89,94,-0.0037,0.050,0.191,0.276,0.301,0.183,0.216,1,1,1
361,500.0,454,10,2.6692,3,3,3,3,4,4,4,-0.0122,0.057,0.196,0.319,0.285,0.143,0.175,1,1,1
362,535.0,366,160,2.7120,7,7,8,8,9,9,10,-0.0405,0.044,0.192,0.212,0.336,0.216,0.254,1,1,1
363,252.0,200,25,2.4811,0,0,0,0,0,0,0,-0.0186,0.046,0.188,0.274,0.273,0.219,0.249,1,1,1
364,223.0,189,33,2.5918,5,5,6,6,6,7,7,-0.0533,0.034,0.171,0.181,0.309,0.306,0.340,1,1,1
365,159.0,112,40,2.0050,0,0,0,0,0,0,0,0.0659,0.048,0.119,0.507,0.243,0.084,0.111,1,1,1
366,350.0,181,144,2.4242,10,11,11,12,13,13,14,-0.0218,0.047,0.155,0.367,0.247,0.184,0.211,1,1,1
367,518.0,409,73,2.5838,1,1,1,1,1,1,1,-0.0248,0.037,0.197,0.244,0.345,0.177,0.215,1,1,1
368,2243.0,1936,28,2.8087,9,10,10,11,12,12,13,0.0614,0.038,0.190,0.159,0.385,0.227,0.270,1,1,1
369,633.0,588,36,2.4633,59,62,66,70,74,78,83,-0.0141,0.044,0.160,0.160,0.332,0.303,0.340,1,1,1
370,563.0,431,114,2.4393,1,1,1,1,1,1,1,-0.0425,0.038,0.146,0.206,0.354,0.257,0.296,1,1,1
371,421.0,372,49,2.7038,0,0,0,0,0,0,0,-0.0156,0.052,0.181,0.206,0.318,0.242,0.278,1,1,1
372,256.0,82,166,2.4375,14,15,16,17,18,19,20,0.0266,0.072,0.172,0.447,0.185,0.123,0.144,1,1,1
373,266.0,190,61,2.4505,7,7,8,8,9,9,10,0.0577,0.063,0.136,0.333,0.313,0.155,0.189,1,1,1
374,386.0,158,227,2.3649,0,0,0,0,0,0,0,0.0448,0.054,0.146,0.490,0.234,0.076,0.102,1,1,1
375,150.0,131,6,2.0125,17,18,19,20,21,23,24,-0.0278,0.043,0.097,0.385,0.232,0.243,0.268,1,1,1
376,377.0,257,100,2.4641,15,16,17,18,19,20,21,0.0127,0.049,0.147,0.388,0.276,0.140,0.171,1,1,0
377,400.0,265,129,2.0331,2,2,2,2,3,3,3,0.0852,0.049,0.104,0.442,0.288,0.116,0.148,1,1,1
378,248.0,148,82,2.0249,27,29,30,32,34,36,38,0.1156,0.056,0.094,0.526,0.239,0.085,0.111,1,1,1
379,240.0,191,33,2.4651,26,27,29,31,32,34,36,0.0278,0.067,0.154,0.509,0.199,0.070,0.092,1,1,1
380,129.0,79,19,2.5227,0,0,0,0,0,0,0,-0.0473,0.066,0.125,0.557,0.191,0.062,0.083,1,1,1
381,421.0,396,18,2.4059,4,4,5,5,5,6,6,-0.0041,0.062,0.151,0.330,0.280,0.177,0.208,1,1,1
382,223.0,168,30,2.4707,20,21,22,24,25,26,28,-0.0124,0.053,0.149,0.333,0.277,0.188,0.219,1,1,1
383,330.0,234,59,2.5630,22,23,25,26,28,29,31,-0.0784,0.042,0.149,0.195,0.251,0.362,0.390,1,1,1
384,637.0,618,17,2.8917,1,1,1,1,1,1,1,-0.0052,0.061,0.189,0.208,0.348,0.194,0.233,1,1,1
385,631.0,503,5,2.8462,0,0,0,0,0,0,0,0.0195,0.052,0.176,0.200,0.380,0.192,0.234,1,1,1
386,476.0,360,15,2.7347,0,0,0,0,0,0,0,-0.0147,0.050,0.177,0.171,0.352,0.250,0.289,1,1,1
387,461.0,442,10,2.8038,9,10,10,11,12,12,13,-0.0179,0.057,0.189,0.218,0.346,0.191,0.229,1,1,1
388,879.0,762,100,2.8641,149,158,167,176,187,198,209,-0.0408,0.050,0.193,0.201,0.328,0.227,0.263,1,1,1
389,566.0,420,95,2.5645,103,109,115,122,129,136,144,-0.0659,0.047,0.166,0.202,0.315,0.271,0.306,1,1,1
390,267.0,155,86,2.1521,0,0,0,0,0,0,0,0.0389,0.059,0.131,0.429,0.238,0.143,0.170,1,1,1
391,374.0,277,37,2.1310,2,2,2,2,3,3,3,0.0594,0.047,0.091,0.435,0.271,0.155,0.185,1,1,1
392,99.0,79,17,2.5720,0,0,0,0,0,0,0,0.0222,0.084,0.136,0.589,0.161,0.030,0.047,1,1,1
393,241.0,181,54,2.3950,17,18,19,20,21,23,24,0.0445,0.064,0.142,0.421,0.235,0.139,0.165,1,1,1
394,334.0,205,86,2.6297,90,95,101,106,113,119,126,-0.0579,0.059,0.149,0.344,0.255,0.193,0.222,1,1,1
395,392.3,217,174,2.1474,0,0,0,0,0,0,0,0.1047,0.066,0.099,0.534,0.228,0.074,0.099,1,1,1
396,377.5,2,239,2.0870,1,1,1,1,1,1,1,0.0917,0.061,0.102,0.531,0.224,0.082,0.099,1,1,1
397,307.4,56,239,2.2959,1,1,1,1,1,1,1,0.0623,0.065,0.107,0.532,0.245,0.051,0.079,1,1,1
398,215.7,95,102,2.2939,0,0,0,0,0,0,0,0.0622,0.065,0.107,0.532,0.245,0.052,0.079,1,1,1
399,318.3,0,287,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.104,1,1,1
400,247.4,245,6,2.3116,0,0,0,0,0,0,0,0.0157,0.061,0.171,0.432,0.261,0.075,0.104,1,1,1
401,6909.0,236,805,2.3613,1,1,1,1,1,1,1,-0.0344,0.077,0.229,0.312,0.213,0.170,0.193,1,1,1
402,1592.0,32,1346,3.9505,0,0,0,0,0,0,0,-0.1881,0.093,0.173,0.677,0.057,0.000,0.006,1,1,1
403,1090.6,0,1050,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.117,1,1,1
404,9805.7,241,162,3.5557,7,7,8,8,9,9,10,0.0110,0.077,0.281,0.331,0.218,0.092,0.117,1,0,0
405,3422.8,11,404,3.5185,0,0,0,0,0,0,0,0.0138,0.074,0.284,0.326,0.221,0.095,0.117,1,1,0
406,777.3,0,472,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.071,1,1,1
407,1014.2,0,892,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.071,1,1,1
408,591.8,3,472,2.0526,0,0,0,0,0,0,0,0.1284,0.051,0.038,0.615,0.256,0.038,0.071,1,1,1
409,568.6,0,472,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.071,1,1,1
410,560.4,123,315,1.9880,18,19,20,21,22,24,25,0.1278,0.054,0.038,0.610,0.255,0.043,0.071,1,1,1
411,273.5,0,60,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.078,1,1,1
412,1016.6,307,694,2.3380,1,1,1,1,1,1,1,0.0552,0.082,0.193,0.427,0.247,0.050,0.078,1,1,1
413,339.0,91,237,2.4028,9,10,10,11,12,12,13,-0.0635,0.076,0.065,0.720,0.128,0.011,0.025,1,1,1
414,724.0,165,501,3.8042,431,456,482,510,540,571,604,-0.0990,0.052,0.219,0.306,0.262,0.161,0.190,1,1,0
415,1169.4,115,913,2.7640,3,3,3,3,4,4,4,0.0605,0.067,0.165,0.425,0.259,0.085,0.113,1,1,0
416,832.9,283,209,2.7658,7,7,8,8,9,9,10,0.0607,0.067,0.165,0.425,0.259,0.085,0.113,1,1,0
417,236.9,0,183,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.113,1,1,1
