zone_id,gqpop10,gqpop15,gqpop20,gqpop25,gqpop30,gqpop35,gqpop40,zonal_emp_sh_resid10,sh_age0004,sh_age0519,sh_age2044,sh_age4564,sh_age65up,sh_62plus
900,82,87,92,97,103,109,115,-0.1355,0.086,0.254,0.348,0.205,0.107,0.130
901,1,1,1,1,1,1,1,-0.0996,0.078,0.204,0.359,0.269,0.091,0.121
902,688,728,769,814,860,910,962,-0.0715,0.053,0.209,0.386,0.256,0.096,0.124
903,11,12,12,13,14,14,15,-0.0193,0.056,0.184,0.324,0.315,0.121,0.156
904,52,55,58,62,65,69,73,-0.1182,0.075,0.243,0.365,0.228,0.089,0.115
905,5,5,6,6,6,7,7,-0.1279,0.086,0.244,0.372,0.206,0.091,0.114
906,151,160,169,178,189,200,211,-0.0825,0.080,0.217,0.375,0.220,0.107,0.132
907,39,41,44,46,49,52,55,0.0905,0.058,0.154,0.349,0.305,0.135,0.168
908,8,8,9,9,10,10,11,0.0288,0.063,0.167,0.324,0.302,0.143,0.177
909,7,7,8,8,9,9,10,0.0323,0.062,0.160,0.343,0.285,0.150,0.182
910,40,42,45,47,50,53,56,0.0843,0.055,0.151,0.337,0.303,0.154,0.188
911,351,371,393,415,439,464,491,0.0479,0.041,0.119,0.304,0.324,0.212,0.248
912,0,0,0,0,0,0,0,0.1527,0.052,0.127,0.283,0.388,0.151,0.194
913,5,5,6,6,6,7,7,0.1497,0.056,0.104,0.318,0.380,0.142,0.184
914,0,0,0,0,0,0,0,0.1362,0.062,0.103,0.371,0.348,0.116,0.155
915,3,3,3,3,4,4,4,0.0739,0.058,0.120,0.296,0.357,0.168,0.208
916,159,168,178,188,199,210,222,0.0286,0.069,0.123,0.303,0.319,0.185,0.221
917,0,0,0,0,0,0,0,0.0959,0.051,0.250,0.203,0.372,0.124,0.165
918,2,2,2,2,3,3,3,0.1342,0.048,0.221,0.161,0.387,0.183,0.226
919,1,1,1,1,1,1,1,0.1130,0.046,0.126,0.233,0.384,0.212,0.254
920,1,1,1,1,1,1,1,0.1260,0.056,0.133,0.277,0.380,0.154,0.196
921,2,2,2,2,3,3,3,0.0643,0.065,0.128,0.389,0.289,0.130,0.162
922,1,1,1,1,1,1,1,0.0970,0.053,0.108,0.355,0.299,0.185,0.218
923,42,44,47,50,53,56,59,-0.0800,0.077,0.234,0.369,0.235,0.085,0.111
924,74,78,83,88,93,98,104,-0.1080,0.091,0.233,0.382,0.209,0.084,0.108
925,135,143,151,160,169,179,189,-0.1216,0.097,0.222,0.407,0.172,0.103,0.122
926,44,47,49,52,55,59,62,-0.1132,0.089,0.219,0.425,0.191,0.076,0.097
927,232,245,259,274,290,306,324,-0.1466,0.108,0.236,0.428,0.151,0.077,0.094
928,47,50,53,56,59,62,66,-0.1718,0.104,0.274,0.406,0.149,0.067,0.084
929,46,49,51,54,57,61,64,-0.1702,0.079,0.262,0.352,0.193,0.114,0.136
930,314,332,351,371,393,415,439,-0.1734,0.058,0.168,0.280,0.233,0.261,0.287
931,15,16,17,18,19,20,21,-0.0517,0.075,0.191,0.390,0.244,0.099,0.126
932,0,0,0,0,0,0,0,-0.0806,0.076,0.267,0.356,0.204,0.097,0.119
933,35,37,39,41,44,46,49,-0.1423,0.086,0.265,0.372,0.188,0.089,0.110
934,126,133,141,149,157,166,176,-0.0346,0.080,0.204,0.430,0.193,0.093,0.114
935,15,16,17,18,19,20,21,-0.0195,0.065,0.185,0.425,0.219,0.105,0.130
936,0,0,0,0,0,0,0,0.0191,0.060,0.190,0.434,0.228,0.089,0.114
937,2,2,2,2,3,3,3,0.1009,0.057,0.097,0.382,0.295,0.169,0.202
938,0,0,0,0,0,0,0,0.0951,0.063,0.154,0.249,0.373,0.161,0.203
939,16,17,18,19,20,21,22,0.1757,0.040,0.077,0.465,0.304,0.113,0.147
940,35,37,39,41,44,46,49,0.1564,0.037,0.081,0.488,0.288,0.106,0.139
941,163,172,182,193,204,216,228,0.1533,0.042,0.070,0.514,0.276,0.099,0.130
942,53,56,59,63,66,70,74,0.1096,0.026,0.045,0.523,0.241,0.165,0.192
943,12,13,13,14,15,16,17,0.1712,0.038,0.105,0.447,0.279,0.131,0.162
944,0,0,0,0,0,0,0,0.1294,0.043,0.092,0.477,0.240,0.148,0.175
945,31,33,35,37,39,41,43,0.0182,0.030,0.056,0.451,0.218,0.244,0.269
946,47,50,53,56,59,62,66,0.0860,0.062,0.114,0.321,0.294,0.208,0.241
947,5,5,6,6,6,7,7,0.0650,0.061,0.172,0.420,0.220,0.127,0.152
948,104,110,116,123,130,137,145,-0.0099,0.056,0.172,0.394,0.262,0.116,0.145
949,136,144,152,161,170,180,190,0.0084,0.054,0.139,0.267,0.310,0.229,0.264
950,0,0,0,0,0,0,0,-0.0115,0.055,0.153,0.336,0.296,0.160,0.193
951,0,0,0,0,0,0,0,0.0102,0.045,0.143,0.311,0.302,0.200,0.233
952,0,0,0,0,0,0,0,-0.0169,0.058,0.157,0.298,0.284,0.203,0.235
953,13,14,14,15,16,17,18,0.1131,0.063,0.194,0.258,0.367,0.118,0.159
954,320,338,358,379,400,424,448,0.0250,0.044,0.132,0.361,0.259,0.205,0.234
955,0,0,0,0,0,0,0,0.0477,0.047,0.161,0.425,0.245,0.122,0.149
956,79,83,88,93,99,104,110,0.0348,0.054,0.140,0.376,0.295,0.135,0.168
957,61,64,68,72,76,80,85,0.0337,0.050,0.125,0.372,0.260,0.194,0.222
958,131,139,146,155,164,173,183,0.0408,0.031,0.099,0.332,0.290,0.249,0.281
959,0,0,0,0,0,0,0,0.0285,0.055,0.154,0.371,0.274,0.147,0.177
960,28,30,31,33,35,37,39,-0.0025,0.042,0.151,0.335,0.296,0.177,0.210
961,0,0,0,0,0,0,0,-0.0035,0.144,0.246,0.577,0.032,0.001,0.005
962,-1,-1,-1,-1,-1,-1,-1,-0.0847,0.076,0.264,0.376,0.202,0.081,0.104
963,9,10,10,11,12,12,13,0.0544,0.041,0.131,0.417,0.293,0.118,0.150
964,615,650,688,727,769,813,860,0.2151,0.047,0.268,0.548,0.109,0.029,0.041
965,0,0,0,0,0,0,0,0.0127,0.064,0.249,0.417,0.188,0.083,0.104
966,17,18,19,20,21,23,24,0.2046,0.042,0.099,0.352,0.437,0.070,0.129
967,47,50,53,56,59,62,66,0.0903,0.017,0.000,0.631,0.319,0.033,0.069
968,92,97,103,109,115,122,129,-0.2098,0.020,0.076,0.198,0.250,0.456,0.483
969,985,1042,1102,1165,1232,1303,1378,-0.1895,0.015,0.050,0.535,0.304,0.095,0.129
970,312,330,349,369,390,412,436,-0.2152,0.032,0.065,0.306,0.349,0.247,0.286
971,81,86,91,96,101,107,113,-0.0501,0.023,0.042,0.427,0.252,0.256,0.284
972,51,54,57,60,64,67,71,0.0933,0.043,0.091,0.493,0.212,0.160,0.184
973,0,0,0,0,0,0,0,0.1510,0.044,0.049,0.500,0.283,0.125,0.156
974,133,141,149,157,166,176,186,0.0806,0.023,0.051,0.443,0.245,0.238,0.265
975,45,48,50,53,56,60,63,0.0738,0.043,0.106,0.489,0.248,0.113,0.141
976,150,159,168,177,188,199,210,0.0870,0.048,0.128,0.531,0.217,0.076,0.101
977,23,24,26,27,29,30,32,-0.0967,0.064,0.207,0.360,0.234,0.135,0.161
978,509,538,569,602,637,673,712,-0.2091,0.081,0.247,0.343,0.219,0.110,0.134
979,580,613,649,686,725,767,811,-0.1274,0.050,0.117,0.410,0.222,0.202,0.227
980,5,5,6,6,6,7,7,-0.0519,0.091,0.249,0.403,0.183,0.075,0.095
981,3,3,3,3,4,4,4,-0.0795,0.052,0.122,0.344,0.205,0.277,0.300
982,3,3,3,3,4,4,4,-0.1703,0.092,0.255,0.332,0.225,0.095,0.120
983,22,23,25,26,28,29,31,-0.1788,0.061,0.219,0.320,0.214,0.186,0.210
984,9,10,10,11,12,12,13,-0.0223,0.083,0.152,0.340,0.254,0.171,0.198
985,40,42,45,47,50,53,56,-0.1573,0.097,0.277,0.326,0.222,0.078,0.103
986,12,13,13,14,15,16,17,-0.1844,0.080,0.287,0.336,0.186,0.112,0.133
987,1,1,1,1,1,1,1,-0.1786,0.083,0.285,0.342,0.189,0.100,0.121
988,106,112,118,125,132,140,148,-0.0275,0.076,0.238,0.383,0.222,0.081,0.106
989,58,61,65,69,72,77,81,-0.1515,0.099,0.242,0.390,0.193,0.076,0.097
990,415,439,464,491,519,549,580,-0.1852,0.078,0.217,0.361,0.248,0.096,0.124
991,73,77,82,86,91,96,102,-0.1874,0.036,0.084,0.493,0.270,0.117,0.147
992,2,2,2,2,3,3,3,-0.0362,0.056,0.166,0.364,0.272,0.141,0.171
993,154,163,172,182,192,203,215,-0.0325,0.050,0.174,0.374,0.264,0.139,0.168
994,6,6,7,7,7,8,8,-0.1134,0.059,0.186,0.395,0.228,0.132,0.158
995,146,154,163,173,182,193,204,-0.0285,0.068,0.194,0.441,0.205,0.091,0.114
996,167,177,187,198,209,221,234,-0.0318,0.052,0.170,0.361,0.238,0.180,0.207
997,6,6,7,7,7,8,8,0.0285,0.036,0.171,0.402,0.236,0.155,0.182
998,39,41,44,46,49,52,55,0.1529,0.052,0.082,0.480,0.272,0.114,0.144
999,70,74,78,83,88,93,98,0.1344,0.045,0.088,0.410,0.331,0.127,0.164
1000,33,35,37,39,41,44,46,0.1122,0.046,0.089,0.506,0.257,0.103,0.131
1001,126,133,141,149,157,166,176,0.0637,0.047,0.119,0.481,0.225,0.129,0.154
1002,118,125,132,140,148,156,165,0.1210,0.039,0.132,0.457,0.268,0.105,0.134
1003,44,47,49,52,55,59,62,0.1306,0.036,0.108,0.472,0.277,0.106,0.137
1004,1,1,1,1,1,1,1,0.1423,0.043,0.136,0.266,0.379,0.176,0.218
1005,2,2,2,2,3,3,3,0.1635,0.038,0.080,0.257,0.421,0.204,0.251
1006,627,663,701,742,784,829,877,-0.0548,0.021,0.212,0.405,0.213,0.149,0.173
1007,1948,2060,2179,2304,2437,2577,2725,0.0024,0.018,0.181,0.689,0.082,0.031,0.041
1008,5434,5747,6077,6427,6797,7188,7601,-0.1842,0.005,0.302,0.633,0.046,0.015,0.021
1009,87,92,97,103,109,115,122,0.0124,0.016,0.099,0.712,0.130,0.043,0.058
1010,51,54,57,60,64,67,71,0.0986,0.036,0.115,0.482,0.281,0.086,0.117
1011,219,232,245,259,274,289,306,0.0319,0.030,0.114,0.447,0.242,0.168,0.195
1012,122,129,137,144,153,162,171,0.0130,0.053,0.155,0.434,0.244,0.114,0.141
1013,0,0,0,0,0,0,0,-0.0422,0.055,0.153,0.357,0.242,0.192,0.219
1014,304,321,340,359,380,402,425,-0.0385,0.056,0.149,0.437,0.275,0.083,0.114
1015,85,90,95,101,106,113,119,-0.0311,0.067,0.185,0.409,0.245,0.093,0.121
1016,173,183,193,205,216,229,242,0.0174,0.050,0.132,0.396,0.263,0.159,0.188
1017,139,147,155,164,174,184,194,0.1396,0.044,0.103,0.461,0.270,0.122,0.152
1018,286,302,320,338,358,378,400,-0.0682,0.009,0.084,0.663,0.168,0.077,0.096
1019,1180,1248,1320,1395,1476,1560,1650,-0.3914,0.000,0.486,0.496,0.018,0.000,0.002
1020,1720,1819,1924,2034,2151,2275,2406,-0.0494,0.019,0.128,0.609,0.181,0.063,0.084
1021,6,6,7,7,7,8,8,0.0874,0.015,0.079,0.632,0.199,0.074,0.096
1022,2,2,2,2,3,3,3,0.1428,0.042,0.113,0.474,0.274,0.096,0.127
1023,66,70,74,78,82,87,92,0.0839,0.043,0.114,0.448,0.286,0.109,0.141
1024,0,0,0,0,0,0,0,-0.0029,0.057,0.146,0.412,0.253,0.133,0.161
1025,8,8,9,9,10,10,11,0.0675,0.048,0.121,0.358,0.335,0.138,0.175
1026,0,0,0,0,0,0,0,0.1374,0.058,0.129,0.351,0.324,0.138,0.174
1027,48,51,54,57,60,63,67,0.0970,0.033,0.092,0.455,0.279,0.141,0.173
1028,8,8,9,9,10,10,11,0.1119,0.036,0.092,0.272,0.380,0.220,0.262
1029,22,23,25,26,28,29,31,0.1584,0.041,0.112,0.260,0.387,0.200,0.243
1030,0,0,0,0,0,0,0,0.1653,0.049,0.117,0.225,0.407,0.202,0.247
1031,0,0,0,0,0,0,0,0.1579,0.045,0.140,0.210,0.411,0.194,0.240
1032,0,0,0,0,0,0,0,0.1320,0.041,0.127,0.263,0.385,0.184,0.227
1033,0,0,0,0,0,0,0,0.1355,0.050,0.127,0.260,0.390,0.173,0.217
1034,8,8,9,9,10,10,11,0.0499,0.055,0.188,0.253,0.353,0.151,0.190
1035,0,0,0,0,0,0,0,0.0298,0.049,0.194,0.281,0.341,0.135,0.173
1036,5,5,6,6,6,7,7,0.0174,0.042,0.159,0.378,0.264,0.156,0.186
1037,10,11,11,12,13,13,14,0.0565,0.052,0.176,0.347,0.286,0.138,0.170
1038,38,40,42,45,47,50,53,-0.1385,0.170,0.167,0.618,0.037,0.008,0.013
1039,21,22,23,25,26,27,29,0.0414,0.037,0.139,0.400,0.279,0.144,0.175
1040,45,48,50,53,56,60,63,0.0157,0.043,0.087,0.489,0.235,0.146,0.174
1041,1,1,1,1,1,1,1,0.0297,0.042,0.103,0.388,0.258,0.209,0.240
1042,11,12,12,13,14,14,15,0.0237,0.035,0.103,0.245,0.344,0.272,0.314
1043,0,0,0,0,0,0,0,0.0800,0.043,0.113,0.235,0.345,0.265,0.306
1044,0,0,0,0,0,0,0,0.0941,0.041,0.113,0.243,0.325,0.279,0.318
1045,0,0,0,0,0,0,0,0.0279,0.027,0.109,0.221,0.309,0.335,0.372
1046,2,2,2,2,3,3,3,0.1046,0.039,0.099,0.253,0.308,0.300,0.337
1047,13,14,14,15,16,17,18,0.0260,0.043,0.115,0.303,0.257,0.281,0.312
1048,11,12,12,13,14,14,15,0.0434,0.042,0.111,0.390,0.262,0.195,0.226
1049,7,7,8,8,9,9,10,0.0638,0.043,0.120,0.365,0.281,0.191,0.225
1050,34,36,38,40,43,45,48,-0.0821,0.066,0.241,0.320,0.230,0.143,0.171
1051,4,4,5,5,5,6,6,0.0533,0.048,0.115,0.397,0.206,0.233,0.257
1052,0,0,0,0,0,0,0,0.0375,0.032,0.114,0.258,0.278,0.318,0.351
1053,4,4,5,5,5,6,6,0.0225,0.038,0.118,0.254,0.323,0.267,0.306
1054,9,10,10,11,12,12,13,0.0071,0.062,0.147,0.300,0.301,0.190,0.226
1055,4,4,5,5,5,6,6,-0.0350,0.063,0.182,0.351,0.268,0.136,0.168
1056,20,21,22,24,25,26,28,-0.0942,0.067,0.171,0.332,0.248,0.182,0.211
1057,11,12,12,13,14,14,15,-0.1867,0.119,0.261,0.405,0.155,0.060,0.079
1058,202,214,226,239,253,268,283,-0.1628,0.080,0.236,0.338,0.215,0.131,0.157
1059,3,3,3,3,4,4,4,0.0677,0.074,0.157,0.452,0.242,0.075,0.104
1060,92,97,103,109,115,122,129,-0.2014,0.089,0.246,0.320,0.197,0.148,0.172
1061,180,190,201,213,225,238,252,-0.1251,0.106,0.250,0.390,0.174,0.080,0.101
1062,4,4,5,5,5,6,6,0.1280,0.033,0.076,0.302,0.406,0.183,0.232
1063,7,7,8,8,9,9,10,-0.1632,0.091,0.277,0.345,0.171,0.116,0.136
1064,30,32,34,35,38,40,42,-0.1693,0.076,0.244,0.370,0.207,0.103,0.128
1065,23,24,26,27,29,30,32,-0.1130,0.067,0.218,0.350,0.223,0.142,0.169
1066,394,417,441,466,493,521,551,-0.1492,0.069,0.175,0.338,0.209,0.210,0.235
1067,40,42,45,47,50,53,56,-0.1996,0.099,0.267,0.394,0.163,0.077,0.097
1068,113,119,126,134,141,149,158,-0.1731,0.105,0.298,0.349,0.161,0.088,0.108
1069,723,765,808,855,904,956,1011,-0.0549,0.051,0.137,0.504,0.220,0.088,0.115
1070,6,6,7,7,7,8,8,-0.0781,0.067,0.251,0.347,0.222,0.113,0.139
1071,0,0,0,0,0,0,0,-0.1161,0.087,0.252,0.380,0.194,0.088,0.111
1072,7,7,8,8,9,9,10,-0.1495,0.085,0.244,0.364,0.198,0.109,0.133
1073,27,29,30,32,34,36,38,-0.0715,0.052,0.177,0.359,0.259,0.153,0.184
1074,22,23,25,26,28,29,31,-0.0147,0.053,0.188,0.322,0.303,0.133,0.170
1075,2,2,2,2,3,3,3,0.0046,0.059,0.185,0.364,0.276,0.118,0.151
1076,4,4,5,5,5,6,6,0.0495,0.043,0.137,0.298,0.345,0.177,0.218
1077,61,64,68,72,76,80,85,0.0292,0.057,0.178,0.338,0.275,0.153,0.186
1078,23,24,26,27,29,30,32,-0.0217,0.057,0.183,0.311,0.265,0.184,0.216
1079,46,49,51,54,57,61,64,0.0234,0.040,0.176,0.266,0.336,0.181,0.222
1080,13,14,14,15,16,17,18,-0.0571,0.058,0.201,0.333,0.264,0.144,0.176
1081,14,15,16,17,18,19,20,-0.1009,0.058,0.224,0.319,0.250,0.148,0.178
1082,18,19,20,21,22,24,25,-0.0508,0.054,0.193,0.337,0.268,0.148,0.180
1083,10,11,11,12,13,13,14,-0.0327,0.061,0.189,0.347,0.273,0.130,0.163
1084,42,44,47,50,53,56,59,0.0477,0.042,0.197,0.267,0.337,0.158,0.198
1085,12,13,13,14,15,16,17,0.0942,0.045,0.237,0.300,0.331,0.087,0.127
1086,28,30,31,33,35,37,39,0.0114,0.051,0.201,0.311,0.316,0.121,0.159
1087,10,11,11,12,13,13,14,0.1282,0.050,0.199,0.307,0.338,0.106,0.146
1088,29,31,33,34,37,39,41,0.0983,0.055,0.234,0.307,0.314,0.090,0.128
1089,12,13,13,14,15,16,17,-0.0447,0.074,0.208,0.312,0.238,0.168,0.197
1090,0,0,0,0,0,0,0,0.1034,0.036,0.136,0.304,0.334,0.191,0.231
1091,41,43,46,48,51,54,57,0.0267,0.048,0.140,0.324,0.279,0.210,0.243
1092,645,682,721,763,807,853,902,-0.2186,0.033,0.103,0.580,0.219,0.065,0.092
1093,131,139,146,155,164,173,183,0.0193,0.049,0.141,0.392,0.265,0.153,0.185
1094,64,68,72,76,80,85,90,0.0540,0.054,0.188,0.364,0.264,0.130,0.162
1095,1,1,1,1,1,1,1,-0.0722,0.061,0.202,0.358,0.262,0.116,0.148
1096,66,70,74,78,82,87,92,0.0921,0.062,0.173,0.409,0.283,0.073,0.107
1097,76,80,85,90,95,100,106,-0.0006,0.086,0.189,0.432,0.239,0.053,0.082
1098,1,1,1,1,1,1,1,0.0018,0.094,0.203,0.450,0.202,0.052,0.076
1099,16,17,18,19,20,21,22,0.0485,0.056,0.197,0.327,0.291,0.129,0.164
1100,10,11,11,12,13,13,14,0.1394,0.068,0.177,0.321,0.335,0.099,0.139
1101,1,1,1,1,1,1,1,0.1049,0.044,0.190,0.234,0.379,0.152,0.198
1102,0,0,0,0,0,0,0,0.0973,0.047,0.224,0.258,0.381,0.090,0.136
1103,8,8,9,9,10,10,11,0.0228,0.057,0.204,0.300,0.307,0.133,0.169
1104,1,1,1,1,1,1,1,0.0945,0.049,0.239,0.280,0.357,0.074,0.117
1105,0,0,0,0,0,0,0,0.1955,0.062,0.182,0.341,0.295,0.120,0.156
1106,12,13,13,14,15,16,17,0.0765,0.057,0.182,0.383,0.259,0.119,0.150
1107,5,5,6,6,6,7,7,0.0444,0.061,0.165,0.328,0.229,0.217,0.244
1108,64,68,72,76,80,85,90,-0.0059,0.048,0.185,0.299,0.292,0.176,0.211
1109,71,75,79,84,89,94,99,-0.0020,0.058,0.183,0.314,0.256,0.189,0.220
1110,108,114,121,128,135,143,151,0.0267,0.060,0.166,0.350,0.266,0.158,0.190
1111,35,37,39,41,44,46,49,0.0274,0.061,0.188,0.358,0.251,0.141,0.171
1112,45,48,50,53,56,60,63,0.0249,0.063,0.189,0.371,0.249,0.129,0.159
1113,107,113,120,127,134,142,150,-0.0714,0.033,0.060,0.339,0.167,0.401,0.421
1114,0,0,0,0,0,0,0,-0.0870,0.098,0.173,0.513,0.157,0.060,0.078
1115,0,0,0,0,0,0,0,-0.0723,0.091,0.216,0.486,0.156,0.051,0.070
1116,27,29,30,32,34,36,38,-0.0207,0.055,0.167,0.349,0.253,0.176,0.206
1117,31,33,35,37,39,41,43,0.0652,0.057,0.176,0.309,0.310,0.148,0.185
1118,275,291,308,325,344,364,385,0.0018,0.047,0.147,0.337,0.274,0.196,0.229
1119,31,33,35,37,39,41,43,0.0183,0.065,0.182,0.353,0.248,0.152,0.182
1120,7,7,8,8,9,9,10,-0.1072,0.093,0.215,0.436,0.170,0.086,0.106
1121,162,171,181,192,203,215,227,0.0411,0.043,0.108,0.416,0.229,0.205,0.232
1122,85,90,95,101,106,113,119,-0.0555,0.058,0.173,0.323,0.248,0.198,0.227
1123,42,44,47,50,53,56,59,0.0154,0.050,0.163,0.437,0.257,0.094,0.125
1124,417,441,466,493,521,551,583,0.0211,0.043,0.179,0.282,0.333,0.162,0.202
1125,9,10,10,11,12,12,13,0.0931,0.045,0.186,0.270,0.338,0.161,0.202
1126,11,12,12,13,14,14,15,0.1280,0.046,0.170,0.286,0.386,0.112,0.159
1127,10,11,11,12,13,13,14,0.0388,0.050,0.155,0.296,0.290,0.209,0.244
1128,16,17,18,19,20,21,22,-0.0177,0.064,0.171,0.329,0.275,0.161,0.194
1129,222,235,248,263,278,294,311,0.0290,0.061,0.154,0.318,0.265,0.201,0.233
1130,38,40,42,45,47,50,53,0.0406,0.054,0.152,0.243,0.338,0.214,0.254
1131,15,16,17,18,19,20,21,0.1184,0.048,0.196,0.230,0.382,0.144,0.190
1132,16,17,18,19,20,21,22,0.0349,0.053,0.190,0.196,0.346,0.216,0.257
1133,30,32,34,35,38,40,42,0.0821,0.048,0.148,0.283,0.359,0.162,0.205
1134,209,221,234,247,261,276,292,-0.0047,0.056,0.144,0.389,0.244,0.168,0.197
1135,3,3,3,3,4,4,4,0.0692,0.033,0.098,0.398,0.295,0.176,0.212
1136,2,2,2,2,3,3,3,0.0693,0.033,0.098,0.398,0.295,0.176,0.212
1137,89,94,99,105,111,117,124,0.0192,0.045,0.156,0.264,0.325,0.211,0.250
1138,27,29,30,32,34,36,38,0.0353,0.049,0.186,0.256,0.325,0.184,0.223
1139,6,6,7,7,7,8,8,0.0591,0.051,0.221,0.232,0.374,0.122,0.167
1140,26,27,29,31,32,34,36,0.0082,0.038,0.188,0.193,0.308,0.273,0.310
1141,45,48,50,53,56,60,63,-0.0040,0.044,0.189,0.224,0.329,0.215,0.254
1142,6,6,7,7,7,8,8,0.0591,0.045,0.189,0.239,0.364,0.162,0.206
1143,140,148,157,166,175,185,196,-0.0173,0.037,0.133,0.249,0.288,0.294,0.329
1144,10,11,11,12,13,13,14,0.0612,0.050,0.145,0.326,0.273,0.206,0.239
1145,38,40,42,45,47,50,53,0.0965,0.041,0.088,0.513,0.216,0.141,0.167
1146,22,23,25,26,28,29,31,0.0963,0.041,0.088,0.513,0.216,0.141,0.167
1147,352,372,394,416,440,465,492,-0.0255,0.045,0.143,0.198,0.294,0.320,0.356
1148,115,122,129,136,144,152,161,-0.3742,0.001,0.001,0.009,0.073,0.916,0.925
1149,30,32,34,35,38,40,42,0.0820,0.052,0.161,0.302,0.331,0.154,0.194
1150,50,53,56,59,63,66,70,0.0645,0.047,0.185,0.296,0.291,0.181,0.216
1151,8,8,9,9,10,10,11,0.0457,0.051,0.216,0.216,0.333,0.185,0.225
1152,1,1,1,1,1,1,1,0.0862,0.036,0.167,0.302,0.331,0.165,0.205
1153,8,8,9,9,10,10,11,0.0448,0.043,0.186,0.193,0.352,0.226,0.269
1154,42,44,47,50,53,56,59,0.0725,0.042,0.175,0.166,0.348,0.269,0.311
1155,0,0,0,0,0,0,0,0.0878,0.046,0.171,0.231,0.370,0.182,0.226
1156,1,1,1,1,1,1,1,0.0781,0.051,0.197,0.231,0.344,0.177,0.218
1157,143,151,160,169,179,189,200,0.0042,0.025,0.137,0.151,0.324,0.363,0.402
1158,37,39,41,44,46,49,52,0.0117,0.044,0.178,0.251,0.309,0.218,0.256
1159,973,1029,1088,1151,1217,1287,1361,0.1207,0.025,0.296,0.301,0.264,0.114,0.146
1160,572,605,640,676,715,756,800,-0.0049,0.044,0.218,0.192,0.358,0.189,0.232
1161,38,40,42,45,47,50,53,0.0891,0.055,0.176,0.261,0.331,0.176,0.216
1162,0,0,0,0,0,0,0,0.0442,0.057,0.152,0.286,0.326,0.180,0.220
1163,0,0,0,0,0,0,0,0.0647,0.055,0.190,0.208,0.387,0.159,0.206
1164,28,30,31,33,35,37,39,0.0678,0.054,0.204,0.195,0.386,0.162,0.209
1165,4,4,5,5,5,6,6,0.0742,0.052,0.205,0.214,0.363,0.165,0.209
1166,5,5,6,6,6,7,7,0.0801,0.066,0.221,0.268,0.343,0.102,0.143
1167,6,6,7,7,7,8,8,0.0724,0.059,0.197,0.244,0.371,0.128,0.172
1168,0,0,0,0,0,0,0,0.1127,0.059,0.123,0.398,0.346,0.074,0.115
1169,33,35,37,39,41,44,46,0.0624,0.059,0.215,0.287,0.308,0.131,0.168
1170,0,0,0,0,0,0,0,0.0618,0.059,0.149,0.416,0.288,0.088,0.123
1171,19,20,21,23,24,25,27,0.0840,0.072,0.239,0.337,0.301,0.052,0.088
1172,29,31,33,34,37,39,41,0.0555,0.071,0.197,0.361,0.279,0.092,0.125
1173,3,3,3,3,4,4,4,0.0955,0.071,0.218,0.342,0.308,0.061,0.098
1174,17,18,19,20,21,23,24,0.0321,0.069,0.198,0.285,0.286,0.161,0.196
1175,0,0,0,0,0,0,0,0.0688,0.062,0.186,0.396,0.304,0.051,0.088
1176,349,369,390,413,436,461,488,0.0594,0.064,0.219,0.288,0.342,0.088,0.129
1177,194,205,217,229,242,256,271,-0.0556,0.061,0.183,0.325,0.317,0.113,0.152
1178,87,92,97,103,109,115,122,-0.1281,0.087,0.224,0.354,0.208,0.127,0.152
1179,112,118,125,133,140,148,157,-0.1986,0.088,0.249,0.362,0.196,0.105,0.129
1180,15,16,17,18,19,20,21,-0.1098,0.080,0.255,0.363,0.211,0.091,0.117
1181,15,16,17,18,19,20,21,-0.1275,0.030,0.136,0.244,0.358,0.232,0.275
1182,73,77,82,86,91,96,102,-0.0367,0.077,0.274,0.380,0.201,0.069,0.093
1183,2,2,2,2,3,3,3,-0.0386,0.062,0.205,0.314,0.270,0.150,0.183
1184,9,10,10,11,12,12,13,0.0537,0.072,0.281,0.354,0.251,0.042,0.072
1185,21,22,23,25,26,27,29,-0.0467,0.089,0.268,0.386,0.204,0.053,0.078
1186,100,106,112,118,125,132,140,0.0295,0.077,0.266,0.351,0.231,0.075,0.103
1187,9,10,10,11,12,12,13,0.0037,0.064,0.227,0.319,0.273,0.117,0.150
1188,156,165,174,184,195,206,218,-0.0934,0.072,0.190,0.320,0.210,0.208,0.233
1189,157,166,176,186,197,208,220,-0.0915,0.090,0.226,0.390,0.183,0.111,0.133
1190,0,0,0,0,0,0,0,-0.0749,0.116,0.261,0.418,0.157,0.048,0.067
1191,0,0,0,0,0,0,0,-0.0880,0.077,0.223,0.346,0.215,0.138,0.164
1192,10,11,11,12,13,13,14,-0.0001,0.057,0.246,0.323,0.275,0.099,0.132
1193,16,17,18,19,20,21,22,-0.0143,0.075,0.209,0.375,0.230,0.111,0.139
1194,7,7,8,8,9,9,10,0.0280,0.053,0.222,0.285,0.300,0.140,0.176
1195,85,90,95,101,106,113,119,0.0194,0.082,0.250,0.371,0.242,0.055,0.084
1196,28,30,31,33,35,37,39,-0.0222,0.056,0.201,0.363,0.268,0.112,0.144
1197,59,62,66,70,74,78,83,-0.1211,0.098,0.246,0.332,0.213,0.111,0.137
1198,92,97,103,109,115,122,129,-0.0247,0.069,0.215,0.368,0.242,0.107,0.136
1199,8,8,9,9,10,10,11,-0.1415,0.068,0.199,0.311,0.212,0.209,0.235
