year,shrs1,shrs2,shrs3,shrs4,shrq1,shrq2,shrq3,shrq4,shrw0,shrw1,shrw2,shrw3,shra1,shra2,shra3,shra4,shrn,shry
2010,0.266171134,0.311210816,0.163982783,0.258635266,0.267726529,0.260929679,0.22762594,0.243717852,0.181425112,0.367707641,0.340528881,0.110338366,0.246834938,0.21150562,0.418157777,0.123501665,0.666496122,0.333503878
2015,0.245568716,0.314453087,0.173643175,0.266335023,0.278673466,0.248609002,0.216635831,0.256081701,0.183635599,0.356862748,0.343827023,0.11567463,0.232317989,0.216133259,0.410372481,0.141176271,0.686110278,0.313889722
2020,0.245615229,0.314457975,0.173627785,0.266299012,0.306566891,0.259883605,0.18897224,0.244577264,0.183635599,0.356862748,0.343827023,0.11567463,0.226757008,0.184128597,0.418139247,0.170975147,0.693623836,0.306376164
2025,0.245632521,0.314459573,0.173622111,0.266285795,0.318594929,0.261712009,0.1816046,0.238088462,0.183635599,0.356862748,0.343827023,0.11567463,0.213049247,0.169746263,0.41699225,0.200212239,0.71214468,0.28785532
2030,0.245650729,0.314460981,0.173616184,0.266272105,0.332641464,0.263477275,0.17267786,0.231203401,0.183635599,0.356862748,0.343827023,0.11567463,0.197595457,0.177667659,0.397236006,0.227500878,0.733024621,0.266975379
2035,0.245676774,0.314463052,0.173607655,0.266252519,0.354726809,0.269408007,0.154947815,0.220917369,0.183635599,0.356862748,0.343827023,0.11567463,0.183029011,0.182078781,0.381854887,0.253037321,0.752705652,0.247294348
2040,0.245645656,0.314457674,0.173618433,0.266278236,0.334541698,0.253508962,0.171335684,0.240613656,0.183635599,0.356862748,0.343827023,0.11567463,0.180345374,0.187586404,0.374021675,0.258046548,0.756331572,0.243668428
2045,0.245619146,0.314452855,0.173627647,0.266300352,0.320886138,0.242940701,0.177947956,0.258225204,0.183635599,0.356862748,0.343827023,0.11567463,0.183577755,0.190557129,0.369298527,0.256566589,0.751964233,0.248035767
2050,0.245599796,0.314449189,0.173634415,0.2663166,0.312553039,0.235359909,0.181173828,0.270913224,0.183635599,0.356862748,0.343827023,0.11567463,0.1862761,0.184748319,0.367228291,0.26174729,0.748318442,0.251681558
