taz,autoPeakRetail,autoPeakTotal,autoOffPeakRetail,autoOffPeakTotal,transitPeakRetail,transitPeakTotal,transitOffPeakRetail,transitOffPeakTotal,nonMotorizedRetail,nonMotorizedTotal
       1,        10.3676,        13.2131,        10.3770,        13.2218,         8.1648,        11.3581,         8.0574,        11.2401,         8.2007,        11.7571
       2,        10.3805,        13.2189,        10.3872,        13.2251,         7.9333,        11.1613,         7.8366,        10.9882,         8.2690,        11.7840
       3,        10.3696,        13.1971,        10.3834,        13.2094,         7.7767,        11.0039,         7.6749,        10.8064,         8.2261,        11.5728
       4,        10.4158,        13.2437,        10.4246,        13.2525,         8.2665,        11.4330,         8.1905,        11.3383,         8.4517,        11.8233
       5,        10.4179,        13.2216,        10.4265,        13.2290,         8.0505,        11.3044,         7.9861,        11.2380,         8.4032,        11.4994
       6,        10.3839,        13.1787,        10.4032,        13.1959,         7.7305,        10.7573,         7.4770,        10.5008,         8.0398,        11.1749
       7,        10.4061,        13.1926,        10.4269,        13.2097,         8.0467,        11.0532,         7.9982,        10.9953,         8.1539,        11.2219
       8,        10.4072,        13.1841,        10.4283,        13.2022,         7.9783,        11.0742,         7.9155,        11.0107,         8.1174,        11.1694
       9,        10.4206,        13.1705,        10.4431,        13.1892,         7.7596,        10.6650,         7.6912,        10.6062,         7.7995,        11.0062
      10,        10.4462,        13.1816,        10.4696,        13.2038,         7.8848,        10.8551,         7.8058,        10.7959,         7.9014,        10.9231
      11,        10.4582,        13.2219,        10.4803,        13.2416,         7.8785,        11.0860,         7.7689,        10.9721,         8.3269,        11.2622
      12,        10.4195,        13.2317,        10.4275,        13.2393,         8.2466,        11.3754,         8.1455,        11.2475,         8.4674,        11.6576
      13,        10.4047,        13.2294,        10.4126,        13.2372,         8.0810,        11.2813,         7.9934,        11.1713,         8.4632,        11.7680
      14,        10.3816,        13.2202,        10.3944,        13.2316,         8.2634,        11.3715,         8.1796,        11.2594,         8.3330,        11.7597
      15,        10.3474,        13.1890,        10.3674,        13.2049,         7.9558,        11.1612,         7.8603,        11.0697,         8.0369,        11.5602
      16,        10.3816,        13.1953,        10.4046,        13.2167,         7.3412,        10.6837,         7.2475,        10.5843,         8.2705,        11.3935
      17,        10.3993,        13.1802,        10.4248,        13.2039,         6.9744,        10.0590,         6.8694,         9.9447,         7.7079,        10.8361
      18,        10.4316,        13.1823,        10.4565,        13.2079,         7.4895,        10.5245,         7.3896,        10.4048,         7.7280,        10.5651
      19,        10.4151,        13.1499,        10.4431,        13.1788,         6.7359,         9.7065,         6.6007,         9.5497,         7.4769,        10.2510
      20,        10.4452,        13.1851,        10.4688,        13.2082,         7.1467,        10.1177,         7.0863,        10.0602,         7.7773,        10.6031
      21,        10.4534,        13.2194,        10.4800,        13.2460,         7.7761,        10.8021,         7.6803,        10.6770,         8.1813,        11.0869
      22,        10.2971,        13.1435,        10.3070,        13.1523,         7.6111,        10.9247,         7.4072,        10.6874,         7.7685,        11.3718
      23,        10.2283,        13.0572,        10.2486,        13.0725,         6.6501,         9.9679,         6.5493,         9.8773,         7.2778,        10.7861
      24,        10.3190,        13.1580,        10.3250,        13.1637,         7.7523,        11.0431,         7.5302,        10.7696,         7.9648,        11.4443
      25,        10.3006,        13.1227,        10.3153,        13.1359,         7.8126,        10.9832,         7.7011,        10.8163,         7.9580,        11.1884
      26,        10.3462,        13.1730,        10.3609,        13.1862,         7.8992,        11.0709,         7.8273,        10.9368,         8.1255,        11.4443
      27,        10.3038,        13.1185,        10.3234,        13.1351,         7.7845,        10.9576,         7.7110,        10.8322,         7.9957,        11.1324
      28,        10.3427,        13.1454,        10.3625,        13.1622,         7.8276,        11.0446,         7.6709,        10.8367,         7.9611,        11.1194
      29,        10.3794,        13.1807,        10.3987,        13.1979,         7.5363,        10.7075,         7.4829,        10.5792,         8.0745,        11.2594
      30,        10.3997,        13.1611,        10.4235,        13.1808,         7.6922,        10.6953,         7.6253,        10.6362,         7.7891,        10.9076
      31,        10.3642,        13.1375,        10.3874,        13.1567,         7.6912,        10.6585,         7.4487,        10.3897,         7.6146,        10.7877
      32,        10.3357,        13.1116,        10.3593,        13.1307,         7.5303,        10.6921,         7.3591,        10.4843,         7.6159,        10.7225
      33,        10.2690,        13.0367,        10.2955,        13.0595,         7.4561,        10.5049,         7.3916,        10.4219,         7.4049,        10.3662
      34,        10.2023,        12.9542,        10.2325,        12.9789,         7.3729,        10.3520,         7.1030,         9.9581,         7.4091,        10.0795
      35,        10.2847,        13.0747,        10.3071,        13.0935,         7.2926,        10.4076,         7.1961,        10.3010,         7.6886,        10.7204
      36,        10.2291,        13.0404,        10.2509,        13.0571,         7.5917,        10.6792,         7.4809,        10.5158,         7.8976,        11.0138
      37,        10.2306,        13.0570,        10.2444,        13.0678,         7.3829,        10.4754,         7.3151,        10.3867,         7.6668,        11.0114
      38,        10.1685,        12.9893,        10.1821,        12.9999,         6.8649,         9.9163,         6.7787,         9.7551,         7.3506,        10.5588
      39,        10.1816,        12.9530,        10.2066,        12.9731,         7.2137,        10.1917,         7.0785,         9.9386,         7.4107,        10.2437
      40,        10.1568,        12.9215,        10.1866,        12.9447,         6.9629,         9.8954,         6.9790,         9.8840,         7.2449,         9.6149
      41,        10.1620,        12.9555,        10.1846,        12.9736,         7.1910,        10.1823,         7.1003,        10.0707,         7.1952,        10.0915
      42,         9.5767,        12.3395,        10.0068,        12.7756,         4.1596,         7.4355,         3.8824,         7.1709,              0,              0
      43,        10.1159,        12.8212,        10.1686,        12.8671,         6.5726,         9.3896,         6.4679,         9.2858,         6.4964,         8.7066
      44,        10.1672,        12.8922,        10.2081,        12.9279,         6.9359,         9.8851,         6.6684,         9.4019,         6.7150,         8.9523
      45,        10.1717,        12.9001,        10.2125,        12.9371,         6.7828,         9.7207,         6.5522,         9.4220,         6.9350,         9.1642
      46,        10.2950,        13.0439,        10.3272,        13.0714,         7.4737,        10.5312,         7.3069,        10.3306,         7.0822,         9.9462
      47,        10.2321,        12.9567,        10.2659,        12.9854,         7.2425,        10.2079,         7.0617,         9.9922,         6.6778,         9.2578
      48,        10.2196,        12.9212,        10.2547,        12.9506,         7.2498,        10.1612,         7.0970,         9.9447,         6.7365,         9.1729
      49,        10.1843,        12.8955,        10.2266,        12.9345,         6.6841,         9.4967,         6.5507,         9.3433,         6.7255,         9.1145
      50,        10.1028,        12.7980,        10.1508,        12.8400,         6.7469,         9.6446,         6.2460,         8.9260,         6.3937,         8.6768
      51,        10.0600,        12.7342,        10.1172,        12.7819,         6.6186,         9.5543,         6.1560,         8.8458,         5.7159,         7.9489
      52,         9.8646,        12.5138,         9.9247,        12.5626,         4.1932,         6.8751,         3.9561,         6.5944,         2.1948,         6.3595
      53,        10.0709,        12.5972,        10.1407,        12.6571,         6.1534,         8.5285,         5.9374,         8.1990,         5.1793,         7.7127
      54,         9.8449,        12.3272,         9.8957,        12.3809,         5.5975,         8.0736,         5.3702,         7.8563,         5.3325,         6.5339
      55,         9.8704,        12.3880,         9.9153,        12.4306,         6.5507,         9.1190,         6.4466,         9.0355,         5.2570,         6.8313
      56,         9.8431,        12.3847,         9.9013,        12.4341,         5.8994,         8.3917,         5.8864,         8.3984,         4.8461,         6.7372
      57,         9.9521,        12.5007,        10.0157,        12.5533,         5.8908,         8.3464,         5.6943,         8.1885,         5.4400,         6.9742
      58,         9.9890,        12.5398,        10.0511,        12.5908,         6.3358,         8.8858,         6.3010,         8.8964,         5.9711,         7.5920
      59,         9.9113,        12.4357,         9.9718,        12.4881,         6.3846,         8.9105,         6.2926,         8.8456,         5.4473,         7.0626
      60,        10.0323,        12.5646,        10.0960,        12.6184,         6.2494,         8.7492,         5.9933,         8.4841,         5.5660,         7.5093
      61,        10.0237,        12.5671,        10.0869,        12.6197,         6.7870,         9.4001,         6.6880,         9.3077,         5.8773,         7.6920
      62,        10.0482,        12.6233,        10.1044,        12.6683,         6.5652,         9.1924,         6.5320,         9.1759,         6.2665,         7.8321
      63,        10.0739,        12.6372,        10.1305,        12.6837,         6.2496,         8.9185,         6.0654,         8.6750,         5.9207,         7.6471
      64,        10.1245,        12.7035,        10.1799,        12.7472,         6.6536,         9.2513,         6.4297,         9.0283,         6.2144,         8.0757
      65,        10.1030,        12.7063,        10.1577,        12.7479,         7.1113,         9.7925,         7.0808,         9.7541,         6.4066,         8.0914
      66,        10.1234,        12.7555,        10.1692,        12.7912,         7.1857,         9.9103,         7.1139,         9.8487,         6.4309,         8.2779
      67,        10.1727,        12.7884,        10.2170,        12.8235,         6.8165,         9.5233,         6.5660,         9.2607,         6.4810,         8.4426
      68,        10.1727,        12.7862,        10.2102,        12.8197,         6.6690,         9.3427,         6.4745,         9.1218,         6.4691,         8.4735
      69,        10.2293,        12.8844,        10.2635,        12.9138,         6.8304,         9.5589,         6.6115,         9.3083,         6.6967,         8.9251
      70,        10.1760,        12.8376,        10.2142,        12.8670,         7.0320,         9.8409,         6.9658,         9.7779,         6.5652,         8.7546
      71,        10.1215,        12.7814,        10.1662,        12.8166,         6.7457,         9.5115,         6.7121,         9.4899,         6.1750,         8.3424
      72,        10.2236,        12.9281,        10.2537,        12.9529,         7.2321,        10.1230,         7.0954,         9.9473,         6.6470,         9.1563
      73,        10.3002,        13.0362,        10.3314,        13.0625,         7.3081,        10.2448,         7.0974,        10.0092,         6.8824,         9.8065
      74,        10.2531,        12.9735,        10.2823,        12.9980,         6.6854,         9.5448,         6.6222,         9.4765,         6.6349,         9.5215
      75,        10.3595,        13.1120,        10.3833,        13.1322,         7.6711,        10.6648,         7.5361,        10.5187,         7.5238,        10.5245
      76,        10.3887,        13.1216,        10.4129,        13.1416,         7.4573,        10.3749,         7.2791,        10.1708,         7.3811,        10.5971
      77,        10.3111,        13.0415,        10.3406,        13.0665,         7.5459,        10.4960,         7.4824,        10.4403,         6.8627,         9.8763
      78,        10.3525,        13.0748,        10.3783,        13.0959,         7.0536,        10.0041,         6.9384,         9.8957,         7.0091,        10.1721
      79,        10.4003,        13.1115,        10.4204,        13.1303,         7.3722,        10.3535,         7.2425,        10.2099,         7.3443,        10.3981
      80,        10.3536,        13.0423,        10.3819,        13.0695,         7.0955,         9.9388,         6.9845,         9.8211,         6.8373,         9.7444
      81,        10.3536,        13.0434,        10.3785,        13.0663,         7.3564,        10.2391,         7.2751,        10.1704,         7.0875,         9.8566
      82,        10.3414,        13.0089,        10.3703,        13.0378,         7.1937,        10.1566,         7.1020,        10.0767,         6.9554,         9.4433
      83,        10.1814,        12.8207,        10.2158,        12.8526,         6.1190,         8.8110,         5.9945,         8.6351,         6.1528,         8.3430
      84,        10.2456,        12.9000,        10.2784,        12.9341,         7.3768,        10.1657,         7.2187,        10.0104,         6.7175,         8.8958
      85,        10.2615,        12.9284,        10.2963,        12.9628,         7.0619,         9.9152,         6.9464,         9.7497,         6.7817,         9.2817
      86,        10.2575,        12.9447,        10.2844,        12.9683,         6.9614,         9.7168,         6.8582,         9.6123,         6.6520,         9.2662
      87,        10.2376,        12.8745,        10.2736,        12.9087,         6.9209,         9.6225,         6.7061,         9.3787,         6.6746,         8.8407
      88,        10.2296,        12.8520,        10.2729,        12.8944,         7.1044,         9.8437,         6.8399,         9.5425,         6.7180,         8.7423
      89,        10.1891,        12.7875,        10.2318,        12.8295,         7.0041,         9.7465,         6.7455,         9.4652,         6.3438,         8.6946
      90,        10.1307,        12.6835,        10.1715,        12.7250,         6.5908,         9.1251,         6.2340,         8.7513,         5.5611,         8.1840
      91,        10.1264,        12.6945,        10.1717,        12.7404,         5.0267,         7.6887,         4.7896,         7.4302,         5.4550,         9.0345
      92,        10.1256,        12.6629,        10.1534,        12.6928,         4.3410,         6.8219,         4.0820,         6.5875,         4.5402,         9.0950
      93,        10.1988,        12.7779,        10.2553,        12.8388,         5.5069,         8.2785,         5.0061,         7.7275,         5.1562,         7.2978
      94,        10.2239,        12.8456,        10.2710,        12.8961,         6.3828,         9.1877,         6.3274,         9.1270,         6.2970,         8.3940
      95,        10.1825,        12.7552,        10.2218,        12.7984,         6.2477,         8.8495,         5.9833,         8.5832,         6.0996,         8.0927
      96,        10.2027,        12.7654,        10.2548,        12.8244,         6.0010,         8.5268,         5.8118,         8.3741,         6.1260,         7.9916
      97,        10.2746,        12.8597,        10.3163,        12.9066,         6.3112,         8.8757,         6.1521,         8.7164,         6.5613,         8.5104
      98,        10.2568,        12.8660,        10.2907,        12.9029,         6.2279,         8.9213,         6.1167,         8.8106,         6.5675,         8.5580
      99,        10.3113,        12.9238,        10.3431,        12.9592,         7.0186,         9.9351,         6.9142,         9.8668,         6.7235,         9.0184
     100,        10.3237,        12.9535,        10.3534,        12.9853,         7.6983,        10.6642,         7.6222,        10.6130,         6.8466,         9.2576
     101,        10.3551,        13.0200,        10.3814,        13.0462,         7.0881,         9.9439,         6.9715,         9.8434,         6.9883,         9.5635
     102,        10.3311,        12.9748,        10.3600,        13.0060,         6.1941,         8.8927,         6.1193,         8.8091,         6.8363,         9.2088
     103,        10.2658,        12.9078,        10.2959,        12.9391,         6.3913,         9.1761,         6.3277,         9.0924,         6.7429,         8.9194
     104,        10.3390,        13.0006,        10.3670,        13.0294,         7.2141,        10.0456,         7.1349,         9.9692,         6.9457,         9.4054
     105,        10.3801,        13.0611,        10.4105,        13.0918,         6.8722,         9.7450,         6.7886,         9.6829,         7.0463,         9.7884
     106,        10.3873,        13.0837,        10.4154,        13.1107,         7.3124,        10.1933,         7.2104,        10.1181,         7.2377,        10.0452
     107,        10.4217,        13.1349,        10.4487,        13.1624,         7.2342,        10.2270,         7.1757,        10.1834,         7.5442,        10.2995
     108,        10.3718,        13.0964,        10.3970,        13.1226,         6.4859,         9.4726,         6.3757,         9.3574,         6.9929,         9.8063
     109,        10.3991,        13.1493,        10.4240,        13.1747,         6.9549,         9.9661,         6.8599,         9.8542,         7.3997,        10.1572
     110,        10.3192,        13.0771,        10.3450,        13.1030,         6.4271,         9.4211,         6.2622,         9.2156,         5.8983,         9.3093
     111,        10.3169,        13.0310,        10.3436,        13.0602,         6.6760,         9.5839,         6.5040,         9.3603,         5.4902,         8.6401
     112,        10.3619,        13.0802,        10.3913,        13.1129,         6.7547,         9.6270,         6.5972,         9.4428,         6.3977,         9.0916
     113,        10.3059,        13.0006,        10.3370,        13.0373,         6.1524,         9.0514,         5.9883,         8.9089,         6.1056,         9.2990
     114,        10.3272,        13.0361,        10.3564,        13.0692,         6.7205,         9.6481,         6.6062,         9.5201,         6.6218,         9.2240
     115,        10.2949,        12.9807,        10.3222,        13.0099,         6.5220,         9.3572,         6.4768,         9.3202,         6.0774,         9.7953
     116,        10.2891,        12.9720,        10.3139,        12.9965,         6.3539,         9.2038,         6.2745,         9.1409,         6.9448,         9.6371
     117,        10.3114,        12.9813,        10.3403,        13.0116,         6.6103,         9.4223,         6.5567,         9.3830,         6.6976,         9.6872
     118,        10.2724,        12.9142,        10.3043,        12.9477,         6.8493,         9.7567,         6.7536,         9.6894,         6.5817,         9.1796
     119,        10.2684,        12.9317,        10.3009,        12.9689,         6.3803,         9.2574,         6.2392,         9.1722,         6.3319,         9.1657
     120,        10.3674,        13.0362,        10.3997,        13.0729,         7.1812,        10.1608,         7.0956,        10.1094,         6.4465,         9.5763
     121,        10.3107,        12.9645,        10.3491,        13.0103,         5.4137,         8.2182,         5.3298,         8.1235,         5.7610,         8.4103
     122,        10.2872,        12.9128,        10.3259,        12.9607,         6.2063,         8.9195,         6.1126,         8.8383,         6.1912,         8.1602
     123,        10.3103,        12.9121,        10.3455,        12.9533,         7.1037,         9.8920,         6.9798,         9.7736,         6.5580,         8.5189
     124,        10.2459,        12.8230,        10.2847,        12.8686,         6.6400,         9.3641,         6.5313,         9.2591,         5.9559,         7.7950
     125,        10.2976,        12.9135,        10.3454,        12.9729,         6.0359,         8.6384,         6.0189,         8.6194,         5.7895,         7.8962
     126,        10.2937,        12.8674,        10.3415,        12.9266,         6.9677,         9.6553,         6.8705,         9.5699,         5.9375,         7.7770
     127,        10.2588,        12.8143,        10.3032,        12.8654,         6.3049,         9.0416,         6.2138,         8.9896,         6.2656,         8.1552
     128,        10.2953,        12.8763,        10.3322,        12.9199,         6.6513,         9.2537,         6.5746,         9.1777,         6.5672,         8.4283
     129,        10.1796,        12.7172,        10.2312,        12.7743,         5.6307,         8.0868,         5.2054,         7.7090,         6.0088,         7.7602
     130,        10.1821,        12.6989,        10.2489,        12.7824,         5.6613,         8.4693,         5.5030,         8.4019,         6.0221,         7.8889
     131,        10.1622,        12.6698,        10.2459,        12.7784,         5.5567,         8.2478,         5.3252,         8.1256,         5.5661,         7.5156
     132,        10.1758,        12.6634,        10.2475,        12.7623,         6.0015,         8.4092,         5.7870,         8.2800,         5.7989,         7.9001
     133,        10.2169,        12.7525,        10.2841,        12.8413,         5.7583,         8.1657,         5.6100,         8.0824,         6.0415,         8.5986
     134,        10.2449,        12.7884,        10.2967,        12.8534,         6.5839,         9.2572,         6.3147,         8.8892,         6.4203,         8.5509
     135,        10.1897,        12.7267,        10.2446,        12.7955,         6.7674,         9.3808,         6.4753,         9.0938,         6.0356,         7.7237
     136,        10.2209,        12.7899,        10.2779,        12.8599,         6.3661,         9.0456,         5.9439,         8.5904,         5.9402,         7.8149
     137,        10.2549,        12.8244,        10.3093,        12.8925,         6.2695,         9.0197,         5.6161,         8.2039,         6.1014,         7.8958
     138,        10.2111,        12.8195,        10.2635,        12.8828,         6.2063,         9.0358,         6.0034,         8.8651,         5.8329,         7.6745
     139,        10.2417,        12.8885,        10.2820,        12.9364,         6.2295,         8.9827,         6.0436,         8.8066,         5.8000,         8.4881
     140,        10.2100,        12.8572,        10.2517,        12.9073,         5.8389,         8.6165,         5.6556,         8.4362,         5.6012,         8.2025
     141,        10.1909,        12.8491,        10.2286,        12.8946,         6.1903,         8.9579,         5.9694,         8.7581,         5.4090,         8.3796
     142,        10.2552,        12.9335,        10.2820,        12.9675,         5.2182,         8.1245,         5.0757,         7.9741,         5.9617,         9.2138
     143,        10.2139,        12.8944,        10.2488,        12.9359,         5.9874,         8.9131,         5.7045,         8.6696,         5.5395,         8.8668
     144,        10.1080,        12.7993,        10.1216,        12.8136,         5.2787,         8.0243,         5.0603,         7.8529,         4.8018,         8.7158
     145,        10.0783,        12.7724,        10.1113,        12.8054,         5.8046,         8.6081,         5.5097,         8.3517,         4.7141,         8.6430
     146,         9.9293,        12.6161,         9.9637,        12.6563,         4.6349,         7.7072,         4.5258,         7.6274,         3.4476,         7.1580
     147,        10.0836,        12.7347,        10.1228,        12.7817,         5.6252,         8.4965,         5.2800,         8.1843,         5.1644,         8.1194
     148,        10.0943,        12.7109,        10.1503,        12.7776,         5.1730,         7.8504,         4.8945,         7.5719,         4.8952,         7.4093
     149,        10.0850,        12.6896,        10.1544,        12.7724,         5.4922,         8.3634,         5.0934,         7.9218,         4.5071,         7.0617
     150,        10.2199,        12.8532,        10.2697,        12.9132,         5.9985,         8.9534,         5.8696,         8.8144,         5.6844,         7.8173
     151,        10.2354,        12.8550,        10.2884,        12.9186,         6.9277,         9.8094,         6.8032,         9.6839,         5.4585,         7.5699
     152,        10.1396,        12.7464,        10.1928,        12.8125,         5.0359,         7.6970,         4.8956,         7.5762,         5.3003,         7.0861
     153,        10.1370,        12.7468,        10.1922,        12.8140,         6.3813,         9.2090,         6.2584,         9.0787,         5.0901,         7.4483
     154,        10.1158,        12.7123,        10.1690,        12.7797,         6.6263,         9.4414,         6.2693,         9.0339,         5.2266,         7.4334
     155,        10.1074,        12.7006,        10.1646,        12.7716,         6.1788,         8.9498,         5.8692,         8.5697,         5.3332,         7.3691
     156,        10.0882,        12.6472,        10.1413,        12.7149,         6.5225,         9.2706,         6.2181,         8.8931,         5.1812,         6.9799
     157,        10.0592,        12.6109,        10.1119,        12.6782,         6.4583,         9.1745,         6.1921,         8.8402,         4.8794,         6.5947
     158,        10.0858,        12.6607,        10.1394,        12.7273,         6.1549,         8.6588,         5.8125,         8.3031,         4.3922,         6.1536
     159,        10.0865,        12.5858,        10.1509,        12.6726,         6.3647,         8.9613,         6.1433,         8.7437,         5.0400,         6.5431
     160,        10.1070,        12.6352,        10.1574,        12.6996,         5.8998,         8.3385,         5.6646,         8.1105,         5.6365,         7.2628
     161,        10.1500,        12.6663,        10.1991,        12.7300,         6.4244,         8.9878,         6.0084,         8.5196,         5.7659,         7.4894
     162,        10.1543,        12.6507,        10.2151,        12.7338,         6.6584,         9.2095,         6.4808,         9.0437,         5.9838,         7.5427
     163,         9.7769,        12.2481,         9.9167,        12.4120,         2.8548,         5.2359,         2.8270,         5.2381,         4.0941,         5.3010
     164,        10.1347,        12.6043,        10.2060,        12.7029,         6.0841,         8.5427,         5.7952,         8.2893,         5.6390,         7.1178
     165,        10.2028,        12.7085,        10.2587,        12.7850,         6.5518,         9.2457,         6.4534,         9.1940,         6.2891,         8.0453
     166,        10.1869,        12.6613,        10.2585,        12.7595,         6.0390,         8.3490,         5.7791,         8.0707,         6.0735,         7.8517
     167,        10.1929,        12.6667,        10.2629,        12.7619,         5.9000,         8.4253,         5.7830,         8.3108,         5.9124,         7.4783
     168,        10.1654,        12.5961,        10.2400,        12.6991,         5.8632,         8.0132,         5.6752,         7.8386,         5.9103,         7.2481
     169,        10.1811,        12.6177,        10.2596,        12.7273,         5.4523,         7.7718,         5.2986,         7.6026,         6.4435,         7.9655
     170,        10.1602,        12.5979,        10.2223,        12.6751,         6.5586,         9.2728,         6.3639,         9.1543,         6.2662,         7.9177
     171,        10.1663,        12.6533,        10.2279,        12.7255,         6.2263,         8.6728,         5.9249,         8.4757,         5.7073,         7.7206
     172,        10.1031,        12.5479,        10.1671,        12.6228,         5.9818,         8.3737,         5.5764,         8.1316,         6.1482,         7.7175
     173,        10.0420,        12.4526,        10.1297,        12.5540,         5.8859,         8.1489,         5.6988,         7.9731,         6.0656,         7.5453
     174,        10.0388,        12.5212,        10.1021,        12.5868,         5.4052,         7.6689,         5.2208,         7.4483,         5.8129,         7.6015
     175,        10.1296,        12.6353,        10.1762,        12.6865,         6.8747,         9.3355,         6.5965,         9.0541,         5.8947,         7.9723
     176,        10.0665,        12.5389,        10.1415,        12.6122,         6.3865,         8.7762,         6.1836,         8.5406,         6.2304,         7.9009
     177,        10.0331,        12.4859,        10.1140,        12.5707,         6.5997,         9.0222,         6.2320,         8.5291,         6.2996,         7.8384
     178,         9.9226,        12.3552,        10.0047,        12.4446,         5.3238,         7.3815,         5.0098,         7.0770,         5.5785,         6.8686
     179,         9.8590,        12.2562,         9.9229,        12.3348,         5.4280,         7.5557,         4.9754,         7.0659,         5.8353,         7.0150
     180,         9.8371,        12.2397,         9.8921,        12.3093,         5.6669,         7.6817,         5.3342,         7.3177,         5.4901,         6.8534
     181,         9.8481,        12.2246,         9.9058,        12.2986,         5.9142,         8.0985,         5.3155,         7.4864,         5.6613,         6.8927
     182,         9.8664,        12.2050,         9.9293,        12.2987,         5.4063,         7.4523,         5.1257,         7.1837,         5.7499,         6.8563
     183,         9.8980,        12.2488,         9.9655,        12.3434,         5.7185,         7.7574,         5.3070,         7.4166,         6.1090,         7.3611
     184,         9.9190,        12.2943,         9.9985,        12.3956,         5.9435,         8.0561,         5.1088,         7.2025,         6.1677,         7.5721
     185,        10.0059,        12.4001,        10.0987,        12.5093,         6.1840,         8.2850,         5.6144,         7.6789,         6.2180,         7.7435
     186,         9.9154,        12.2960,        10.0063,        12.4115,         5.0336,         7.2423,         4.8646,         7.0640,         5.6264,         7.1338
     187,        10.0639,        12.4472,        10.1424,        12.5578,         5.3659,         7.3216,         5.2507,         7.2408,         6.2016,         7.4101
     188,        10.1141,        12.5168,        10.1920,        12.6226,         5.6738,         7.8406,         5.5735,         7.7417,         6.6531,         7.8821
     189,        10.0229,        12.4182,        10.0980,        12.5221,         5.5181,         7.5445,         5.4403,         7.4574,         5.7121,         6.9135
     190,         9.9603,        12.3391,        10.0268,        12.4347,         4.3991,         6.2066,         4.1623,         5.9733,         3.5353,         5.8651
     191,        10.0680,        12.4825,        10.1432,        12.5876,         5.3066,         7.7010,         4.8266,         7.2434,         5.4077,         6.5862
     192,         9.9267,        12.3331,        10.0415,        12.4822,         5.4413,         7.7512,         4.9435,         7.2706,         5.5010,         6.7534
     193,         9.9194,        12.3226,        10.0043,        12.4374,         4.4021,         6.5080,         4.0831,         6.2379,         4.4894,         6.7812
     194,         9.9952,        12.3895,        10.0751,        12.5013,         4.6791,         6.5349,         4.3625,         6.2055,         4.8755,         7.5257
     195,        10.0265,        12.4138,        10.0977,        12.5188,         4.6586,         6.8824,         4.1601,         6.3999,         4.8959,         6.1384
     196,         9.9876,        12.3607,        10.0599,        12.4679,         4.9627,         7.0285,         4.4621,         6.5427,         4.5605,         6.4501
     197,         9.9125,        12.2779,         9.9845,        12.3855,         5.3597,         7.3794,         4.8625,         6.8957,         4.8632,         7.0968
     198,        10.0731,        12.4561,        10.1527,        12.5692,         5.7678,         7.5303,         5.2695,         7.0393,         6.0186,         7.6434
     199,        10.0285,        12.4000,        10.1080,        12.5139,         5.3677,         7.6997,         5.0669,         7.4184,         6.4837,         7.6025
     200,         9.9852,        12.3468,        10.0514,        12.4462,         4.7094,         6.9876,         4.6198,         6.9412,         6.6123,         7.4128
     201,        10.0838,        12.4823,        10.1608,        12.5899,         5.6564,         7.8630,         5.5897,         7.8308,         5.8383,         7.4096
     202,        10.0137,        12.4431,        10.0864,        12.5448,         4.3713,         6.7216,         4.2846,         6.6762,         4.5672,         6.4717
     203,        10.0318,        12.4512,        10.1079,        12.5570,         4.6812,         6.7888,         4.6222,         6.7498,         5.0321,         6.9760
     204,        10.1494,        12.5899,        10.2242,        12.6936,         6.2814,         8.8365,         6.2018,         8.7978,         4.9573,         6.6701
     205,         9.9354,        12.3849,        10.0612,        12.5355,         5.4486,         7.8278,         5.2201,         7.6051,         4.3772,         5.7573
     206,         9.7373,        12.2126,         9.8180,        12.3016,              0,              0,              0,              0,         2.8907,         4.2101
     207,        10.0254,        12.5861,        10.0809,        12.6564,         5.4415,         8.2749,         5.0766,         7.8087,         4.1829,         6.4770
     208,         9.8315,        12.3819,         9.8922,        12.4617,         2.0846,         4.8232,              0,              0,         3.2892,         6.3627
     209,         9.9374,        12.4231,        10.0053,        12.5162,              0,              0,              0,              0,         4.3235,         6.0313
     210,        10.0346,        12.5480,        10.1016,        12.6386,         4.2068,         6.4148,         4.1666,         6.3280,         4.3619,         6.2149
     211,        10.0099,        12.5022,        10.0789,        12.5952,         4.2847,         6.4748,         4.2556,         6.4299,         4.4794,         6.4499
     212,         9.8329,        12.3390,         9.8937,        12.4234,         0.6875,         2.4028,         0.6741,         2.7877,         6.0257,         8.8183
     213,         9.8809,        12.2835,         9.9587,        12.3911,         3.4892,         5.6162,         3.4698,         5.6001,         3.9651,         5.9923
     214,         9.9338,        12.3111,        10.0196,        12.4316,         3.6113,         5.6501,         3.4872,         5.5191,         4.3788,         6.0461
     215,         9.9064,        12.3275,         9.9771,        12.4271,         4.2545,         6.4577,         4.2366,         6.4396,         4.8816,         6.7243
     216,         9.8827,        12.2583,         9.9495,        12.3573,         5.9190,         8.4230,         5.8692,         8.3912,         5.6003,         7.3038
     217,         9.9553,        12.3140,        10.0324,        12.4261,         4.8430,         6.5776,         4.8256,         6.5546,         5.3840,         6.2677
     218,         9.8683,        12.2367,         9.9525,        12.3564,         3.1018,         4.7641,         2.3905,         4.0047,         3.7899,         5.7589
     219,         9.8913,        12.2585,         9.9802,        12.3830,         3.0493,         4.8403,         2.8008,         4.4035,         5.2269,         6.6684
     220,         9.8663,        12.2326,         9.9532,        12.3549,         2.8678,         4.5732,         2.6546,         4.2360,         5.0936,         6.5253
     221,         9.8240,        12.1879,         9.9269,        12.3267,         2.7549,         4.4937,         2.6260,         4.3544,         5.2073,         6.4750
