taz,autoPeakRetail,autoPeakTotal,autoOffPeakRetail,autoOffPeakTotal,transitPeakRetail,transitPeakTotal,transitOffPeakRetail,transitOffPeakTotal,nonMotorizedRetail,nonMotorizedTotal
    1110,         9.2464,        11.5537,         9.5382,        11.9071,         0.9482,         2.9798,         0.8763,         2.8227,         4.6721,         7.1930
    1111,         9.3331,        11.6488,         9.6359,        12.0100,         0.7399,         2.5849,         0.0509,         0.4483,         2.8294,         7.4385
    1112,         9.2547,        11.5830,         9.5379,        11.9193,         0.1665,         1.1081,         0.0098,         0.0943,         4.2867,         8.2308
    1113,         9.4327,        11.7487,         9.7288,        12.1084,         2.7773,         5.3788,         2.3122,         4.9139,         5.7149,         8.5164
    1114,         9.3850,        11.7047,         9.7029,        12.0873,         2.7618,         5.4342,         2.2864,         4.9249,         5.0096,         7.5772
    1115,         9.2941,        11.6172,         9.6096,        11.9950,         2.1247,         4.7371,         1.9170,         4.4997,         4.9602,         7.5269
    1116,         9.2786,        11.5939,         9.5511,        11.9256,         2.9441,         5.7024,         2.5460,         5.2820,         4.7271,         7.3195
    1117,         9.0966,        11.4108,         9.3689,        11.7431,              0,              0,              0,              0,         2.0778,         5.2236
    1118,         9.2157,        11.5477,         9.5034,        11.8948,         0.3319,         1.8989,         0.0210,         0.1153,         4.8428,         7.2587
    1119,         9.3150,        11.6512,         9.6544,        12.0563,         1.0753,         3.3301,         0.9797,         3.1521,         4.2445,         6.6518
    1120,         9.3775,        11.7013,         9.6809,        12.0708,         1.8031,         4.3550,         1.7186,         4.2494,         3.6440,         4.9246
    1121,         9.4677,        11.8021,         9.8006,        12.2064,         1.1834,         3.6118,         0.9006,         3.1934,         5.7697,         8.0878
    1122,         9.4119,        11.6955,         9.6684,        12.0175,         0.4099,         2.2401,         0.0174,         0.2625,         6.5554,         8.4120
    1123,         9.3812,        11.6798,         9.6884,        12.0532,         1.8363,         4.6224,         1.7738,         4.4988,         4.4595,         5.8833
    1124,         9.3141,        11.6383,         9.5988,        11.9635,         0.9163,         3.2799,         0.3173,         2.4325,         3.8247,         6.7682
    1125,         9.0929,        11.4399,         9.3691,        11.7610,              0,              0,              0,              0,         2.7139,         4.1245
    1126,         9.2160,        11.5438,         9.4878,        11.8579,              0,              0,              0,              0,         2.6898,         4.8199
    1127,         9.3440,        11.6864,         9.6171,        12.0101,         0.0386,         0.3847,         0.0454,         0.3874,         3.6192,         6.8069
    1128,         9.3703,        11.7065,         9.6957,        12.1004,         1.9015,         4.1100,         1.8935,         4.0966,         4.7164,         7.1561
    1129,         9.3915,        11.7315,         9.7136,        12.1240,         0.6981,         2.5465,         0.2889,         1.5637,         4.7103,         7.2380
    1130,         9.3417,        11.7036,         9.6409,        12.0680,              0,              0,              0,              0,         2.9577,         5.4010
    1131,         9.0256,        11.4089,         9.3815,        11.8410,              0,              0,              0,              0,         2.3671,         4.2292
    1132,         9.3078,        11.7542,         9.6849,        12.1964,              0,              0,              0,              0,         1.3657,         4.4985
    1133,         9.3766,        11.7604,         9.7482,        12.2106,              0,              0,              0,              0,         4.1292,         5.8355
    1134,         9.4161,        11.7581,         9.7366,        12.1523,         0.8000,         2.9308,         0.3264,         1.8793,         4.5097,         6.1797
    1135,         9.3734,        11.7275,         9.6712,        12.0900,         0.2543,         1.6538,         0.1309,         1.0734,         4.6552,         7.3123
    1136,         9.4496,        11.7999,         9.7946,        12.2147,         4.0987,         6.8384,         3.2182,         6.0211,         4.1278,         6.9617
    1137,         9.2573,        11.6081,         9.5941,        12.0116,         2.4228,         5.2900,         0.8034,         3.2876,         5.7516,         8.0965
    1138,         9.0972,        11.4269,         9.3721,        11.7720,         1.5782,         3.9471,         0.0757,         0.7798,         4.1413,         6.4969
    1139,         8.9041,        11.2364,         9.1745,        11.5709,              0,              0,              0,              0,         2.8024,         4.0792
    1140,         9.1652,        11.5063,         9.4541,        11.8601,         0.2675,         1.6567,         0.1548,         1.1378,         5.1351,         7.3331
    1141,         9.0963,        11.4471,         9.4107,        11.8298,              0,              0,              0,              0,         3.9801,         6.5087
    1142,         9.2213,        11.5568,         9.5643,        11.9701,         0.0009,         0.0090,              0,              0,         3.3103,         5.6615
    1143,         9.3111,        11.6757,         9.6584,        12.0923,         0.3875,         2.0624,         0.1736,         1.2764,         2.9758,         6.2613
    1144,         9.2801,        11.6267,         9.6283,        12.0492,         0.0016,         0.0163,              0,              0,         5.0584,         7.1964
    1145,         9.5319,        11.8928,         9.8687,        12.3054,         4.4843,         7.2897,         3.8297,         6.6209,         6.0817,         8.6266
    1146,         9.5148,        11.8676,         9.8701,        12.2942,         3.7801,         6.5739,         3.0504,         5.7661,         6.2984,         8.4208
    1147,         9.3718,        11.7112,         9.7312,        12.1386,         0.3861,         2.0635,         0.1286,         1.0979,         3.8977,         5.8307
    1148,         9.1272,        11.4788,         9.4965,        11.9175,              0,              0,              0,              0,         1.8208,         4.1281
    1149,         9.3499,        11.7225,         9.7415,        12.1870,         1.8460,         4.3778,         1.3817,         3.7998,         2.6003,         5.6328
    1150,         9.4046,        11.8150,         9.8022,        12.2891,         0.8871,         3.3792,         0.3026,         2.0101,         4.1744,         6.3183
    1151,         9.1298,        11.5316,         9.4737,        11.9538,              0,              0,              0,              0,         1.7900,         4.3966
    1152,         9.2718,        11.7142,         9.6346,        12.1397,         2.7901,         5.8958,         2.2689,         5.2895,         3.8876,         6.8365
    1153,         9.3913,        11.9031,         9.7808,        12.3497,         0.1754,         1.7850,         0.0037,         0.0385,         1.8812,         5.5737
    1154,         9.2130,        11.7098,         9.5775,        12.1302,              0,              0,              0,              0,         2.5358,         5.0798
    1155,         9.2229,        11.7370,         9.6018,        12.1716,              0,              0,              0,              0,         0.3446,         2.7649
    1156,         9.3509,        11.8804,         9.7632,        12.3509,         0.2993,         2.3236,         0.0007,         0.0181,         3.4094,         5.5659
    1157,         8.9865,        11.4759,         9.2588,        11.7917,         0.1728,         1.7176,         0.0062,         0.0482,         2.5486,         5.4501
    1158,         8.9363,        11.4203,         9.2588,        11.8103,              0,              0,              0,              0,         4.3134,         5.6733
    1159,         8.8384,        11.2807,         9.1210,        11.6066,              0,              0,              0,              0,         1.3245,         4.9592
    1160,         8.9009,        11.3710,         9.1691,        11.6856,         0.0783,         1.0757,         0.0272,         0.1836,         1.7498,         4.7814
    1161,         9.3262,        11.5885,         9.6539,        12.0078,              0,              0,              0,              0,         5.5240,         7.5985
    1162,         9.4324,        11.7389,         9.8035,        12.1863,         2.2124,         4.5071,         0.3361,         1.6537,         4.4675,         6.4807
    1163,         9.3005,        11.6192,         9.6940,        12.0863,         0.0005,         0.0047,              0,              0,         3.3551,         5.0673
    1164,         9.1084,        11.4061,         9.4831,        11.8597,              0,              0,              0,              0,         1.9501,         4.1983
    1165,         9.2328,        11.4750,         9.5814,        11.9172,              0,              0,              0,              0,         1.8764,         4.9379
    1166,         9.1289,        11.3712,         9.4867,        11.8165,              0,              0,              0,              0,         3.3217,         5.6451
    1167,         9.1416,        11.3668,         9.4428,        11.7523,              0,              0,              0,              0,         4.1187,         6.1445
    1168,         9.3251,        11.5583,         9.6079,        11.9141,         1.1923,         2.9011,         0.1019,         0.8454,         5.0465,         8.3092
    1169,         9.3661,        11.5958,         9.6794,        11.9975,         1.3291,         3.6146,         0.1257,         1.0134,         4.6298,         6.9145
    1170,         9.4113,        11.6236,         9.7259,        12.0147,         0.1316,         0.7832,         0.1690,         0.9154,         4.8887,         7.1953
    1171,         9.4347,        11.5985,         9.7409,        11.9945,         0.2559,         1.1501,         0.2621,         1.1598,         4.0050,         5.2043
    1172,         9.5849,        11.6759,         9.8550,        12.0588,         0.2776,         1.0830,         0.2769,         1.0794,         5.4575,         6.5105
    1173,         9.4929,        11.5923,         9.7559,        11.9594,         0.5046,         1.5433,         0.5118,         1.5653,         5.7811,         7.1897
    1174,         9.5006,        11.6021,         9.7507,        11.9564,              0,              0,              0,              0,         3.8002,         5.2824
    1175,         9.4614,        11.5934,         9.7139,        11.9455,         1.4543,         4.0578,         0.1660,         0.8155,         6.4323,         7.9654
    1176,         8.7933,        10.9140,         9.1242,        11.3615,              0,              0,              0,              0,              0,              0
    1177,         7.5687,         9.4971,         8.0098,        10.0663,              0,              0,              0,              0,         2.6457,         5.0665
    1178,         8.3099,        10.1188,         8.6555,        10.6528,              0,              0,              0,              0,         4.6255,         6.0373
    1179,         7.9958,         9.8431,         8.3703,        10.3772,              0,              0,              0,              0,         3.7371,         5.8951
    1180,         7.9797,         9.8005,         8.3187,        10.3218,              0,              0,              0,              0,         2.0560,         4.0522
    1181,         7.2431,         9.0768,         7.5866,         9.5987,              0,              0,              0,              0,              0,              0
    1182,         8.1857,        10.0117,         8.5285,        10.5580,         0.2749,         1.0052,         0.0302,         0.1952,         3.3998,         4.5816
    1183,         8.4021,        10.2392,         8.7605,        10.8082,         0.6308,         1.7879,         0.0674,         0.4268,         3.7679,         5.3872
    1184,         8.5209,        10.3677,         8.8928,        10.9470,         0.7387,         1.8986,         0.1190,         0.4739,         1.9798,         4.1851
    1185,         8.4532,        10.2737,         8.8071,        10.8342,              0,              0,              0,              0,         4.2978,         5.5500
    1186,         8.3774,        10.1955,         8.7277,        10.7537,         0.4155,         1.3375,         0.1248,         0.5936,         3.8974,         5.1971
    1187,         8.5719,        10.4431,         8.9703,        11.0538,         0.9845,         2.2523,         0.1337,         0.5811,         4.3557,         6.0444
    1188,         8.5785,        10.4321,         8.9525,        11.0163,         1.5501,         2.9669,         0.3881,         1.1809,         3.4935,         5.5952
    1189,         8.6294,        10.5179,         9.0104,        11.1045,         2.1845,         3.5990,         1.5995,         2.9668,         5.5724,         7.1648
    1190,         8.7022,        10.6098,         9.1168,        11.2344,         2.4910,         4.0036,         1.9573,         3.4450,         4.6966,         5.8083
    1191,         8.6968,        10.5802,         9.0901,        11.1825,         1.7663,         3.1710,         0.7260,         1.7636,         4.9253,         6.3538
    1192,         8.6624,        10.5688,         9.0650,        11.1793,         2.1424,         3.6341,         1.3639,         2.7248,         4.5607,         6.0516
    1193,         8.5490,        10.4448,         9.0061,        11.1224,         1.9924,         3.4738,         0.2816,         0.9966,         4.5997,         5.7650
    1194,         8.5998,        10.4797,         8.9900,        11.0803,         1.5834,         2.9451,         0.1273,         0.4758,         3.8912,         5.6965
    1195,         8.2823,        10.1501,         8.6895,        10.7749,              0,              0,              0,              0,         3.8097,         5.6307
    1196,         8.6259,        10.6384,         8.9786,        11.1353,         1.7441,         3.3495,         0.1260,         0.5878,         4.4301,         5.9990
    1197,         8.7152,        10.6297,         9.1258,        11.2498,         3.7299,         5.2757,         3.1412,         4.6848,         4.8036,         6.3413
    1198,         8.6987,        10.6820,         9.1349,        11.3064,         3.4790,         5.1728,         2.9232,         4.6046,         4.9264,         6.4023
    1199,         8.6901,        10.7222,         9.1348,        11.3379,         2.6153,         4.3888,         2.2292,         3.8243,         5.2857,         7.1215
    1200,         8.7747,        10.8727,         9.2228,        11.4638,         1.9522,         3.6648,         1.5926,         3.1879,         3.8506,         5.8529
    1201,         8.7322,        10.8227,         9.1745,        11.4103,         0.9184,         2.5530,         0.1963,         0.9494,         3.1978,         4.9731
    1202,         8.7554,        10.7996,         9.2109,        11.4216,         3.2935,         5.1872,         2.7661,         4.4670,         4.4435,         6.5094
    1203,         8.7040,        10.7522,         9.1769,        11.3930,         2.3247,         4.0083,         1.6184,         3.1562,         3.9936,         6.7746
    1204,         8.7072,        10.7208,         9.1470,        11.3349,         1.1233,         2.6509,         1.0337,         2.4475,         4.7132,         6.6087
    1205,         8.5263,        10.5355,         8.9597,        11.1431,         0.0314,         0.2267,         0.0589,         0.3428,         2.5444,         4.9682
    1206,         8.6585,        10.7067,         9.1236,        11.3378,         1.3744,         2.9730,         0.6128,         1.7927,         3.8483,         6.4095
    1207,         8.6818,        10.8244,         9.1704,        11.4458,         1.4346,         3.5149,         0.7954,         2.4218,         3.1938,         5.0264
    1208,         8.8305,        10.9748,         9.3243,        11.6018,         2.4434,         4.9529,         2.0778,         4.5790,         3.6625,         5.6914
    1209,         8.7970,        10.9763,         9.2591,        11.5490,         1.0408,         2.9490,         0.7667,         2.4591,         3.4839,         5.4051
    1210,         8.6163,        10.8324,         9.0921,        11.3991,         1.0039,         2.9277,         0.8364,         2.6263,         2.1483,         4.2774
    1211,         8.8032,        11.1254,         9.2072,        11.5700,              0,              0,              0,              0,         3.5795,         6.9843
    1212,         8.9950,        11.2820,         9.4056,        11.7517,         0.8382,         2.9069,         0.0734,         0.4082,         4.2285,         6.8195
    1213,         8.9529,        11.2468,         9.3624,        11.7089,         0.2984,         1.8069,         0.0259,         0.2692,         4.1492,         6.4204
    1214,         8.7809,        11.0670,         9.2068,        11.5528,              0,              0,              0,              0,         2.0663,         3.6399
    1215,         8.9434,        11.2139,         9.3632,        11.7058,         0.2113,         1.4830,         0.0340,         0.2857,         4.2229,         6.0977
    1216,         8.8729,        11.1435,         9.2953,        11.6384,              0,              0,              0,              0,         3.7415,         5.7315
    1217,         8.7304,        10.9942,         9.1289,        11.4668,              0,              0,              0,              0,         3.3093,         5.7547
    1218,         8.7040,        10.8998,         9.1005,        11.4040,         0.0289,         0.2227,         0.0438,         0.4430,         1.7517,         2.6754
    1219,         9.0054,        11.2355,         9.4337,        11.7642,         0.1431,         0.9329,         0.1492,         1.0618,         3.6029,         6.1966
    1220,         8.4014,        10.6359,         9.3262,        11.6626,         0.2652,         1.7130,         0.6406,         2.3752,         3.3129,         4.7422
    1221,         9.0190,        11.2538,         9.4591,        11.7993,         0.3152,         1.6801,         0.3501,         1.7692,         3.2851,         5.3345
    1222,         8.9640,        11.1962,         9.4007,        11.7458,         0.2346,         1.4786,         0.1101,         0.9182,         3.1676,         6.0705
    1223,         9.0448,        11.2769,         9.4677,        11.8058,         1.3744,         3.7765,         0.5311,         2.4436,         3.9811,         6.8699
    1224,         8.9737,        11.1998,         9.3862,        11.7099,         3.5560,         5.7231,         3.1765,         5.1730,         4.6699,         7.3841
    1225,         9.0436,        11.2642,         9.4645,        11.7891,         3.2296,         5.4586,         2.5809,         4.8623,         4.6725,         7.2704
    1226,         9.0657,        11.2866,         9.4837,        11.8124,         1.8156,         4.2320,         0.9803,         3.0152,         4.7936,         6.8885
    1227,         9.0582,        11.2756,         9.4692,        11.7934,         0.6491,         2.0330,         0.6808,         2.0809,         4.4678,         6.1979
    1228,         8.9635,        11.1719,         9.3764,        11.6949,         0.5099,         1.8242,         0.5204,         1.8225,         4.0339,         6.0488
    1229,         9.0008,        11.2011,         9.4063,        11.7168,         1.8774,         3.6111,         1.8698,         3.5941,         4.8593,         6.7769
    1230,         8.9643,        11.1207,         9.3435,        11.6236,         0.4019,         1.6747,         0.6400,         2.1707,         5.0675,         6.4578
    1231,         8.9935,        11.1792,         9.3968,        11.7014,         1.9751,         3.9002,         1.9615,         3.8788,         4.8573,         6.6351
    1232,         9.0438,        11.2405,         9.4428,        11.7495,         2.2784,         4.5480,         1.9606,         4.1489,         5.3436,         7.3483
    1233,         9.0048,        11.1882,         9.3974,        11.6933,         1.2210,         3.4593,         0.4370,         2.1843,         5.4659,         7.1769
    1234,         8.9886,        11.1901,         9.3752,        11.6785,         2.1218,         4.3094,         2.0615,         4.2326,         5.1024,         7.2556
    1235,         8.9665,        11.1732,         9.3550,        11.6600,         2.7044,         5.1212,         2.5666,         4.9346,         4.8667,         7.1722
    1236,         8.8855,        11.0866,         9.2678,        11.5661,         1.7775,         3.7743,         1.7405,         3.6832,         4.3325,         6.3765
    1237,         8.8593,        11.0449,         9.2128,        11.4933,         1.1889,         3.0731,         0.2842,         1.3654,         2.6168,         4.2479
    1238,         8.7648,        10.9776,         9.1334,        11.4293,              0,              0,              0,              0,         1.4428,         5.9874
    1239,         8.5739,        10.7538,         8.9415,        11.2119,         1.2210,         2.8244,         1.7494,         3.7753,         1.3369,         2.5201
    1240,         8.7744,        10.9429,         9.1380,        11.4023,         0.6792,         2.1046,         1.2108,         3.2117,         3.7315,         4.7233
    1241,         8.9640,        11.1416,         9.3133,        11.5880,         2.2339,         4.9571,         1.9236,         4.5260,         4.9548,         6.3354
    1242,         9.0188,        11.1909,         9.4185,        11.7079,         2.4173,         4.2887,         1.6259,         3.4943,         4.5886,         7.3744
    1243,         8.9474,        11.1203,         9.3252,        11.6076,         1.8892,         3.9473,         1.6154,         3.4656,         3.5645,         6.9030
    1244,         8.8829,        11.0517,         9.2395,        11.5098,         1.3653,         3.1180,         1.8949,         3.9579,         2.6532,         5.2368
    1245,         8.8834,        11.0471,         9.2544,        11.5275,         1.3328,         2.9719,         1.1406,         2.6530,         3.1397,         5.7628
    1246,         8.8806,        10.9981,         9.2371,        11.4842,         0.3761,         1.6508,         0.6154,         2.1863,         5.8988,         6.8520
    1247,         8.7615,        10.8955,         9.1002,        11.3287,         0.0001,         0.0003,         0.0117,         0.0632,              0,              0
    1248,         8.3027,        10.3866,         8.6452,        10.8390,              0,              0,              0,              0,              0,              0
    1249,         8.5125,        10.5515,         8.8093,        10.9565,              0,              0,              0,              0,              0,              0
    1250,         8.6138,        10.6312,         8.8748,        10.9951,              0,              0,              0,              0,         4.8297,         6.6095
    1251,         8.5414,        10.5803,         8.8252,        10.9609,         0.3300,         1.3554,         1.0884,         3.5266,         3.3389,         5.4490
    1252,         8.2281,        10.3105,         8.4355,        10.5789,         0.0093,         0.0589,         0.0093,         0.0592,              0,              0
    1253,         8.4904,        10.5391,         8.7383,        10.8742,         1.4732,         2.7231,         1.4972,         2.7574,         3.5822,         4.8582
    1254,         8.5314,        10.5779,         8.7888,        10.9250,         2.0577,         3.4081,         2.0902,         3.4902,         3.9905,         5.3569
    1255,         8.5804,        10.6205,         8.8430,        10.9776,         2.4103,         3.7727,         2.5107,         4.1875,         4.2119,         5.6731
    1256,         8.4784,        10.5248,         8.7134,        10.8443,         1.0030,         2.2923,         1.0140,         2.3042,         3.5163,         5.4799
    1257,         8.5495,        10.5790,         8.7671,        10.8759,         1.9034,         3.4759,         1.9354,         3.5346,         4.1403,         5.8304
    1258,         8.6089,        10.6326,         8.8161,        10.9224,         2.3617,         3.9931,         2.3891,         4.0615,         4.4784,         6.1277
    1259,         8.6820,        10.6892,         8.9238,        11.0226,         2.6839,         4.4075,         2.8403,         4.8673,         4.8493,         6.4910
    1260,         8.6720,        10.6980,         8.9121,        11.0299,         2.8354,         4.2879,         2.9654,         4.7724,         4.2948,         6.8165
    1261,         8.6271,        10.6649,         8.8930,        11.0279,         1.4153,         2.9470,         1.8910,         4.2195,         4.2023,         5.2250
    1262,         8.7634,        10.7907,         9.0267,        11.1533,         1.7772,         3.4754,         2.3453,         4.7779,         4.1897,         7.3351
    1263,         8.6952,        10.7218,         8.9481,        11.0707,         2.3898,         3.8584,         2.5785,         4.5178,         4.4525,         7.3968
    1264,         8.7416,        10.7348,         8.9754,        11.0625,         3.1526,         4.6826,         3.2285,         4.9491,         6.0058,         7.4930
    1265,         8.7379,        10.7239,         8.9822,        11.0708,         2.3433,         4.1878,         2.4056,         4.3084,         6.3638,         7.5846
    1266,         8.7861,        10.7999,         9.0580,        11.1780,         2.9877,         4.4362,         3.2148,         5.0684,         5.1860,         6.9752
    1267,         8.6966,        10.7037,         8.9559,        11.0659,              0,              0,              0,              0,         3.1457,         4.7362
    1268,         8.4515,        10.4478,         8.6977,        10.7943,              0,              0,              0,              0,         3.6793,         5.3762
    1269,         8.5288,        10.5105,         8.7506,        10.8229,         0.1236,         0.6344,         0.4888,         2.4368,         4.1170,         5.6683
    1270,         8.5117,        10.5227,         8.7322,        10.8250,         0.6722,         1.6505,         1.2568,         3.5355,         4.4407,         6.6048
    1271,         8.2937,        10.2119,         8.4885,        10.4860,         0.8106,         2.1138,         0.8260,         2.1328,         3.9988,         5.8950
    1272,         8.3481,        10.3054,         8.5467,        10.5764,         0.9381,         2.2794,         0.9532,         2.2976,         2.8641,         6.1666
    1273,         8.6178,        10.5694,         8.8396,        10.8797,         1.1406,         2.8306,         1.1493,         2.8371,         3.8532,         5.7306
    1274,         8.5238,        10.4363,         8.7258,        10.7264,         1.0482,         2.6317,         1.0539,         2.6363,         4.9613,         6.4085
    1275,         8.4573,        10.3417,         8.6571,        10.6329,              0,              0,              0,              0,         4.3792,         5.7009
    1276,         8.4056,        10.2619,         8.5896,        10.5363,         1.5325,         2.9210,         1.5496,         2.9406,         2.7406,         4.6001
    1277,         8.2294,        10.1474,         8.3971,        10.3874,         0.5266,         1.6458,         0.5457,         1.6796,         2.6760,         4.1556
    1278,         8.3322,        10.2099,         8.5002,        10.4609,              0,              0,              0,              0,         1.8571,         3.9399
    1279,         8.1562,        10.0529,         8.3367,        10.3143,              0,              0,              0,              0,              0,              0
    1280,         8.4277,        10.2199,         8.5946,        10.4839,         0.9786,         2.1967,         0.9867,         2.2084,         5.4323,         6.2411
    1281,         8.5596,        10.4461,         8.7641,        10.7431,         2.1643,         3.6984,         2.1996,         3.7973,         4.7162,         6.0891
    1282,         8.3066,        10.1899,         8.5030,        10.4749,         0.3170,         1.3176,         0.3231,         1.3286,         3.4661,         4.9646
    1283,         8.4600,        10.3826,         8.6705,        10.6810,         1.5539,         3.3783,         1.5627,         3.3854,         3.0608,         5.8052
    1284,         8.5194,        10.4684,         8.7565,        10.7904,         1.3604,         2.8809,         1.3650,         2.8845,         4.2564,         6.9929
    1285,         8.3442,        10.2862,         8.5616,        10.5875,         0.4403,         1.7465,         0.4487,         1.7572,         3.5443,         5.3652
    1286,         8.0628,         9.9922,         8.2656,        10.2745,              0,              0,              0,              0,         2.2074,         4.3089
    1287,         7.4933,         9.4461,         7.6655,         9.6767,              0,              0,              0,              0,              0,              0
    1288,         7.7474,         9.6600,         8.0650,        10.0445,              0,              0,              0,              0,         3.7131,         5.6269
    1289,         7.6000,         9.5317,         7.9088,         9.8976,              0,              0,              0,              0,         3.9208,         6.0205
    1290,         6.7023,         8.6659,         6.9800,         9.0520,              0,              0,              0,              0,         4.0558,         6.2115
    1291,         8.7769,        10.9216,         9.0791,        11.3182,              0,              0,              0,              0,         4.2229,         5.3833
    1292,         8.8071,        10.9977,         9.1268,        11.3935,         0.1588,         1.0039,         0.6498,         2.2482,         4.3893,         7.2326
    1293,         8.3465,        10.5133,         8.5885,        10.8044,         0.4826,         2.0074,         0.4831,         2.0111,         4.4160,         6.7959
    1294,         8.4672,        10.6493,         8.7302,        10.9647,         1.4384,         3.3151,         1.5620,         3.5174,         1.7433,         6.6779
    1295,         8.4216,        10.5811,         8.6727,        10.8879,         1.2378,         3.3829,         1.2795,         3.4423,         4.8843,         6.2931
    1296,         8.3566,        10.5190,         8.5657,        10.7756,         0.9834,         2.8280,         1.0286,         2.9961,         3.6067,         5.7956
    1297,         8.3822,        10.5382,         8.5844,        10.7856,         2.9555,         5.0351,         2.9242,         5.0156,         4.3454,         6.7139
    1298,         8.4725,        10.6285,         8.6813,        10.8835,         2.5927,         4.8376,         2.6764,         4.9393,         5.4950,         7.6427
    1299,         8.4805,        10.6471,         8.6966,        10.9085,         2.6934,         4.7926,         2.7199,         4.8122,         5.1745,         7.5202
    1300,         8.4362,        10.6064,         8.6657,        10.8829,         1.9908,         4.1444,         1.9951,         4.1682,         3.6144,         6.1248
    1301,         8.4338,        10.6021,         8.6738,        10.8914,         1.9505,         4.0716,         1.9548,         4.0965,         4.2290,         6.9250
    1302,         8.2837,        10.4284,         8.5080,        10.7036,         0.8215,         2.6730,         1.0070,         3.0085,         3.5870,         4.6742
    1303,         7.9908,        10.1386,         8.2110,        10.4076,         0.0129,         0.1043,         0.1086,         0.5686,         1.3658,         2.6367
    1304,         8.3029,        10.4590,         8.5303,        10.7342,         0.3491,         1.5609,         0.3557,         1.5758,         3.3752,         4.9274
    1305,         8.3768,        10.5256,         8.5753,        10.7696,         2.4693,         4.5124,         2.4751,         4.5332,         4.9613,         7.1760
    1306,         8.2947,        10.4246,         8.4889,        10.6672,         1.6329,         3.7493,         1.6208,         3.7292,         5.1814,         6.6804
    1307,         8.1374,        10.3024,         8.3487,        10.5573,         0.1689,         0.9097,         0.1697,         0.9126,         2.6901,         5.5415
    1308,         8.1202,        10.2891,         8.4277,        10.6474,              0,              0,              0,              0,              0,              0
    1309,         7.8474,        10.0458,         8.0469,        10.2793,              0,              0,              0,              0,         2.4904,         4.4921
    1310,         7.8226,        10.0489,         8.0199,        10.2738,         0.4008,         1.6445,         0.0775,         0.5039,         1.4530,         5.3378
    1311,         7.8292,         9.9838,         8.0690,        10.2677,              0,              0,              0,              0,              0,              0
    1312,         4.6415,         6.5467,         4.7438,         6.6908,              0,              0,              0,              0,              0,              0
    1313,         6.4576,         8.5663,         6.5841,         8.7154,              0,              0,              0,              0,              0,              0
    1314,         7.1978,         9.4150,         7.3284,         9.5605,         0.1957,         1.3457,         0.0440,         0.4287,              0,              0
    1315,         7.1996,         9.4633,         7.3536,         9.6321,              0,              0,              0,              0,              0,              0
    1316,         6.6672,         8.9446,         6.8397,         9.1099,              0,              0,              0,              0,              0,              0
    1317,         6.8424,         9.1408,         7.0430,         9.3287,         0.1789,         0.9765,         0.0551,         0.3526,              0,              0
    1318,         7.1403,         9.4032,         7.4747,         9.7462,         0.0018,         0.0217,         0.2146,         0.9288,              0,              0
    1319,         7.2120,         9.4379,         7.6210,         9.8660,         0.0097,         0.0907,         0.1344,         0.6769,         1.9517,         4.3189
    1320,         7.4099,         9.6101,         7.8261,        10.0522,              0,              0,              0,              0,         3.4463,         5.3649
    1321,         7.3812,         9.5933,         7.8123,        10.0560,              0,              0,              0,              0,         2.4635,         3.9487
    1322,         7.4955,         9.7279,         7.9266,        10.1853,              0,              0,              0,              0,         0.7335,         4.2050
    1323,         7.6258,         9.8371,         8.0525,        10.2899,         0.0001,         0.0006,         0.0020,         0.0357,         3.6587,         5.9090
    1324,         7.6227,         9.8396,         8.0793,        10.3327,              0,              0,              0,              0,              0,              0
    1325,         8.1247,        10.2804,         8.3938,        10.6106,              0,              0,              0,              0,              0,              0
    1326,         8.1031,        10.2323,         8.4023,        10.6113,              0,              0,              0,              0,         2.3639,         4.1111
    1327,         8.1571,        10.2983,         8.4487,        10.6657,              0,              0,              0,              0,         2.6148,         5.4356
    1328,         7.3102,         9.5391,         7.5893,         9.8549,              0,              0,              0,              0,              0,              0
    1329,         8.1653,        10.3214,         8.4017,        10.6117,         0.1592,         0.8419,         0.0983,         0.8169,              0,              0
    1330,         8.2110,        10.3438,         8.4988,        10.7090,         0.0235,         0.1268,         0.2464,         1.7575,         2.9204,         4.6804
    1331,         8.4730,        10.5886,         8.7691,        10.9693,         1.0660,         2.6901,         0.7789,         2.0913,         5.9242,         7.5557
    1332,         8.5223,        10.6498,         8.8248,        11.0344,         0.9904,         2.4267,         0.8877,         2.1178,         5.8737,         7.9166
    1333,         8.5373,        10.6727,         8.8676,        11.0882,         1.4004,         3.0420,         1.4121,         3.0600,         3.9173,         5.6972
    1334,         8.4616,        10.5948,         8.7740,        10.9887,         1.1379,         2.6253,         1.1544,         2.6603,         3.9363,         5.9926
    1335,         8.4821,        10.6128,         8.7794,        10.9871,         1.1784,         2.8079,         1.2269,         2.8999,         4.2211,         5.5862
    1336,         8.2726,        10.4621,         8.5150,        10.7521,         0.1949,         0.8304,         0.2143,         1.0435,              0,              0
    1337,         8.4393,        10.5137,         8.6044,        10.7294,              0,              0,              0,              0,              0,              0
    1338,         8.5046,        10.6571,         8.7052,        10.8983,         0.3778,         1.6147,         0.1444,         0.8001,         2.9410,         4.9235
    1339,         8.4052,        10.5697,         8.6097,        10.8119,         0.2289,         1.1762,         0.2596,         1.3306,         2.3930,         5.2948
    1340,         8.2647,        10.4352,         8.4526,        10.6590,         0.0279,         0.2013,         0.1069,         0.8985,         2.8047,         5.6721
