fbpzoningm,modcat_id,FREQUENCY,SUM_ACRES,manual_county,zone,juris,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat,exp_on
brentwoodNAtra3NANAinsfd,214,148,16.45928015,13,1179,brentwood,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
brisbaneGGNANANAinNA,215,83,475.4518531,81,208,brisbane,GG,NA,NA,NA,in,NA,,,,,,,,,,
brisbaneGGtra2bNANAinNA,216,22,81.68845801,81,208,brisbane,GG,tra2b,NA,NA,in,NA,,,,,,,,,,
brisbaneGGtra3NANAinNA,217,22,241.9152846,81,208,brisbane,GG,tra3,NA,NA,in,NA,,,,,,,,,,
brisbaneNANANANAinNA,218,915,833.4512018,81,208,brisbane,NA,NA,NA,NA,in,NA,,,,,,,,,,
brisbaneNANANANAinsfd,219,673,87.39600412,81,208,brisbane,NA,NA,NA,NA,in,sfd,,,,,,,,,,
brisbaneNAtra2bNANAinNA,220,1,0.401679666,81,149,brisbane,NA,tra2b,NA,NA,in,NA,,,,,,,,,,
brisbaneNAtra3NANAinNA,221,9,30.62206594,81,208,brisbane,NA,tra3,NA,NA,in,NA,,,,,,,,,,
burlingameGGNAHRADISNAinNA,222,219,185.8411935,81,248,burlingame,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
burlingameGGNAHRADISNAinsfd,223,226,29.05408904,81,249,burlingame,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
burlingameGGNAHRANAinNA,224,40,93.23849982,81,248,burlingame,GG,NA,HRA,NA,in,NA,,,,,,,,,,
burlingameGGNAHRANAinsfd,225,171,30.75265148,81,246,burlingame,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
burlingameGGtra1HRADISNAinNA,226,42,58.79259356,81,248,burlingame,GG,tra1,HRADIS,NA,in,NA,,,,,,,,,,
burlingameGGtra1HRANAinNA,227,59,55.30897144,81,246,burlingame,GG,tra1,HRA,NA,in,NA,,,,,,,,,,
burlingameGGtra2aHRADISNAinNA,228,822,211.1281324,81,251,burlingame,GG,tra2a,HRADIS,NA,in,NA,,,,,,,,,,
burlingameGGtra2aHRADISNAinsfd,229,748,103.2731689,81,249,burlingame,GG,tra2a,HRADIS,NA,in,sfd,,,,,,,,,,
burlingameGGtra2aHRANAinNA,230,28,4.791364449,81,250,burlingame,GG,tra2a,HRA,NA,in,NA,,,,,,,,,,
burlingameGGtra2aHRANAinsfd,231,32,3.761440573,81,250,burlingame,GG,tra2a,HRA,NA,in,sfd,,,,,,,,,,
burlingameGGtra2bHRADISNAinNA,232,408,147.9141664,81,248,burlingame,GG,tra2b,HRADIS,NA,in,NA,,,,,,,,,,
burlingameGGtra2bHRADISNAinsfd,233,302,37.74563534,81,248,burlingame,GG,tra2b,HRADIS,NA,in,sfd,,,,,,,,,,
burlingameGGtra2bHRANAinNA,234,265,56.19955442,81,250,burlingame,GG,tra2b,HRA,NA,in,NA,,,,,,,,,,
burlingameGGtra2bHRANAinsfd,235,429,59.50937735,81,250,burlingame,GG,tra2b,HRA,NA,in,sfd,,,,,,,,,,
burlingameGGtra3HRADISNAinNA,236,170,166.9368747,81,248,burlingame,GG,tra3,HRADIS,NA,in,NA,,,,,,,,,,
burlingameGGtra3HRADISNAinsfd,237,481,75.6959226,81,248,burlingame,GG,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
burlingameGGtra3HRANAinNA,238,223,72.39706987,81,246,burlingame,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
burlingameGGtra3HRANAinsfd,239,1219,176.9430068,81,246,burlingame,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
burlingameNANADISNAinNA,240,1,0.743775096,81,261,burlingame,NA,NA,DIS,NA,in,NA,,,,,,,,,,
burlingameNANAHRADISNAinNA,241,60,118.3135889,81,259,burlingame,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
burlingameNANAHRADISNAinsfd,242,77,9.91791113,81,249,burlingame,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
burlingameNANAHRADISNAoutNA,243,1,10.05852152,81,249,burlingame,NA,NA,HRADIS,NA,out,NA,,,,,,,,,,
burlingameNANAHRANAinNA,244,81,87.12431661,81,246,burlingame,NA,NA,HRA,NA,in,NA,,,,,,,,,,
burlingameNANAHRANAinsfd,245,1274,306.950752,81,246,burlingame,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
burlingameNANAHRANAoutNA,246,2,2.023276374,81,246,burlingame,NA,NA,HRA,NA,out,NA,,,,,,,,,,
burlingameNANAHRANAoutsfd,247,1,0.659740347,81,246,burlingame,NA,NA,HRA,NA,out,sfd,,,,,,,,,,
burlingameNANANANAinNA,248,3,6.032038846,81,248,burlingame,NA,NA,NA,NA,in,NA,,,,,,,,,,
burlingameNAtra2aHRADISNAinNA,249,1,16.52953867,81,249,burlingame,NA,tra2a,HRADIS,NA,in,NA,,,,,,,,,,
burlingameNAtra2bHRADISNAinNA,250,2,7.412978643,81,249,burlingame,NA,tra2b,HRADIS,NA,in,NA,,,,,,,,,,
burlingameNAtra3HRADISNAinNA,251,3,0.669037218,81,251,burlingame,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
burlingameNAtra3HRADISNAinsfd,252,12,2.816661961,81,247,burlingame,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
burlingameNAtra3HRANAinNA,253,67,23.83728428,81,246,burlingame,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
burlingameNAtra3HRANAinsfd,254,325,51.16096298,81,250,burlingame,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
calistogaNANADISNAinNA,255,1,1.565062599,55,1317,calistoga,NA,NA,DIS,NA,in,NA,,,,,,,,,,
calistogaNANADISNAinsfd,256,2,1.8207363,55,1317,calistoga,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
calistogaNANAHRANAoutNA,257,1,4.674195758,55,1316,calistoga,NA,NA,HRA,NA,out,NA,,,,,,,,,,
calistogaNANAHRANAoutsfd,258,1,4.895931488,55,1316,calistoga,NA,NA,HRA,NA,out,sfd,,,,,,,,,,
calistogaNANANANAinNA,259,763,892.9190156,55,1316,calistoga,NA,NA,NA,NA,in,NA,,,,,,,,,,
calistogaNANANANAinsfd,260,883,613.6473789,55,1317,calistoga,NA,NA,NA,NA,in,sfd,,,,,,,,,,
campbellGGNAHRADISNAinNA,261,528,107.5929566,85,519,campbell,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
campbellGGNAHRADISNAinsfd,262,714,163.015666,85,505,campbell,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
campbellGGNAHRANAinNA,263,140,42.83632424,85,506,campbell,GG,NA,HRA,NA,in,NA,,,,,,,,,,
campbellGGNAHRANAinsfd,264,410,88.07350575,85,506,campbell,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
campbellGGtra3DISNAinNA,265,71,45.431517,85,468,campbell,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
campbellGGtra3DISNAinsfd,266,66,13.30185293,85,468,campbell,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
campbellGGtra3HRADISNAinNA,267,984,421.4224201,85,505,campbell,GG,tra3,HRADIS,NA,in,NA,,,,,,,,,,
campbellGGtra3HRADISNAinsfd,268,1031,195.2520724,85,530,campbell,GG,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
campbellGGtra3HRANAinNA,269,221,77.11837947,85,506,campbell,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
campbellGGtra3HRANAinsfd,270,299,61.61367366,85,499,campbell,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
campbellGGtra3NANAinNA,271,1453,585.1033079,85,504,campbell,GG,tra3,NA,NA,in,NA,,,,,,,,,,
campbellGGtra3NANAinsfd,272,306,51.51067111,85,504,campbell,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
campbellNANADISNAinNA,273,112,15.24959021,85,469,campbell,NA,NA,DIS,NA,in,NA,,,,,,,,,,
campbellNANAHRADISNAinNA,274,325,89.82851759,85,500,campbell,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
campbellNANAHRADISNAinsfd,275,1151,213.930705,85,505,campbell,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
campbellNANAHRANAinNA,276,15,20.9702672,85,474,campbell,NA,NA,HRA,NA,in,NA,,,,,,,,,,
campbellNANAHRANAinsfd,277,101,17.7758567,85,499,campbell,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
campbellNANANANAinNA,278,1,20.16759988,85,504,campbell,NA,NA,NA,NA,in,NA,,,,,,,,,,
campbellNAtra3DISNAinNA,279,390,129.2189772,85,468,campbell,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
campbellNAtra3DISNAinsfd,280,841,138.4404845,85,468,campbell,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
campbellNAtra3HRADISNAinNA,281,188,74.55964621,85,507,campbell,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
campbellNAtra3HRADISNAinsfd,282,538,107.9182232,85,501,campbell,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
campbellNAtra3HRANAinNA,283,47,11.38949579,85,521,campbell,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
campbellNAtra3HRANAinsfd,284,39,6.258663023,85,521,campbell,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
campbellNAtra3NANAinNA,285,537,264.1947957,85,503,campbell,NA,tra3,NA,NA,in,NA,,,,,,,,,,
campbellNAtra3NANAinsfd,286,279,53.30790226,85,503,campbell,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
claytonGGNAHRADISNAinNA,287,141,189.8256796,13,1101,clayton,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
claytonGGNAHRADISNAinsfd,288,1281,370.9026034,13,1101,clayton,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
claytonNANAHRADISNAinNA,289,291,1019.254794,13,1102,clayton,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
claytonNANAHRADISNAinsfd,290,2259,554.3562421,13,1100,clayton,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
cloverdaleGGNADISNAinNA,291,240,152.8374084,97,1402,cloverdale,GG,NA,DIS,NA,in,NA,,,,,,,,,,
cloverdaleGGNADISNAinsfd,292,362,62.59187049,97,1402,cloverdale,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
cloverdaleGGNAHRANAinNA,293,38,45.89236733,97,1402,cloverdale,GG,NA,HRA,NA,in,NA,,,,,,,,,,
cloverdaleGGNAHRANAinsfd,294,56,12.19133834,97,1402,cloverdale,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
cloverdaleGGNANANAinNA,295,34,7.534594476,97,1402,cloverdale,GG,NA,NA,NA,in,NA,,,,,,,,,,
cloverdaleGGNANANAinsfd,296,15,3.919652568,97,1402,cloverdale,GG,NA,NA,NA,in,sfd,,,,,,,,,,
cloverdaleNANADISNAinNA,297,128,274.2622548,97,1402,cloverdale,NA,NA,DIS,NA,in,NA,,,,,,,,,,
cloverdaleNANADISNAinsfd,298,212,90.8717122,97,1402,cloverdale,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
cloverdaleNANAHRANAinNA,299,281,173.0562283,97,1402,cloverdale,NA,NA,HRA,NA,in,NA,,,,,,,,,,
cloverdaleNANAHRANAinsfd,300,1223,244.5606208,97,1402,cloverdale,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
cloverdaleNANAHRANAoutNA,301,7,91.94493626,97,1402,cloverdale,NA,NA,HRA,NA,out,NA,,,,,,,,,,
cloverdaleNANAHRANAoutsfd,302,1,7.338915623,97,1402,cloverdale,NA,NA,HRA,NA,out,sfd,,,,,,,,,,
cloverdaleNANANANAinNA,303,94,52.47670254,97,1402,cloverdale,NA,NA,NA,NA,in,NA,,,,,,,,,,
cloverdaleNANANANAinsfd,304,422,91.68025381,97,1402,cloverdale,NA,NA,NA,NA,in,sfd,,,,,,,,,,
cloverdaleNANANANAoutNA,305,1,1.071807113,97,1402,cloverdale,NA,NA,NA,NA,out,NA,,,,,,,,,,
colmaGGtra1NANAinNA,306,177,384.4471612,81,200,colma,GG,tra1,NA,NA,in,NA,,,,,,,,,,
colmaGGtra1NANAinsfd,307,91,7.42824344,81,200,colma,GG,tra1,NA,NA,in,sfd,,,,,,,,,,
colmaGGtra3NANAinNA,308,97,198.5760298,81,200,colma,GG,tra3,NA,NA,in,NA,,,,,,,,,,
colmaGGtra3NANAinsfd,309,2,0.694435373,81,200,colma,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
colmaNANANANAinNA,310,90,214.7134963,81,200,colma,NA,NA,NA,NA,in,NA,,,,,,,,,,
colmaNANANANAinsfd,311,7,0.988219334,81,200,colma,NA,NA,NA,NA,in,sfd,,,,,,,,,,
colmaNAtra1NANAinNA,312,1,0.333218877,81,200,colma,NA,tra1,NA,NA,in,NA,,,,,,,,,,
colmaNAtra3NANAinNA,313,45,297.6410898,81,200,colma,NA,tra3,NA,NA,in,NA,,,,,,,,,,
concordGGNADISNAinNA,314,133,297.4372229,13,1117,concord,GG,NA,DIS,NA,in,NA,,,,,,,,,,
concordGGNADISNAinsfd,315,192,32.90740739,13,1116,concord,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
concordGGNADISppainNA,316,2,3.26622133,13,1097,concord,GG,NA,DIS,ppa,in,NA,,,,,,,,,,
concordGGNAHRADISNAinNA,317,61,164.0992166,13,1137,concord,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
concordGGNAHRADISNAinsfd,318,485,91.60755291,13,1103,concord,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
concordGGNANANAinNA,319,163,2391.328005,13,1113,concord,GG,NA,NA,NA,in,NA,,,,,,,,,,
concordGGNANANAinsfd,320,9,1.332592162,13,1115,concord,GG,NA,NA,NA,in,sfd,,,,,,,,,,
concordGGtra2aDISNAinNA,321,167,84.00454851,13,1111,concord,GG,tra2a,DIS,NA,in,NA,,,,,,,,,,
concordGGtra2aDISNAinsfd,322,1416,236.406761,13,1117,concord,GG,tra2a,DIS,NA,in,sfd,,,,,,,,,,
concordGGtra2aNANAinNA,323,368,348.9185626,13,1110,concord,GG,tra2a,NA,NA,in,NA,,,,,,,,,,
concordGGtra2aNANAinsfd,324,329,40.83036585,13,1110,concord,GG,tra2a,NA,NA,in,sfd,,,,,,,,,,
concordNANADISNAinNA,325,2769,2995.18498,13,1118,concord,NA,NA,DIS,NA,in,NA,,,,,,,,,,
concordNANADISNAinsfd,326,17941,3583.294667,13,1109,concord,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
concordNANADISppainNA,327,279,551.3300804,13,1118,concord,NA,NA,DIS,ppa,in,NA,,,,,,,,,,
concordNANAHRADISNAinNA,328,199,1375.015036,13,1103,concord,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
concordNANAHRADISNAinsfd,329,2677,587.3555102,13,1103,concord,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
concordNANANANAinNA,330,783,3171.083407,13,1110,concord,NA,NA,NA,NA,in,NA,,,,,,,,,,
concordNANANANAinsfd,331,3839,786.6906757,13,1106,concord,NA,NA,NA,NA,in,sfd,,,,,,,,,,
concordNAtra2aDISNAinNA,332,5,24.18210683,13,1112,concord,NA,tra2a,DIS,NA,in,NA,,,,,,,,,,
concordNAtra2aDISNAinsfd,333,33,4.708994702,13,1112,concord,NA,tra2a,DIS,NA,in,sfd,,,,,,,,,,
concordNAtra2aNANAinNA,334,21,4.851708089,13,1113,concord,NA,tra2a,NA,NA,in,NA,,,,,,,,,,
concordNAtra2aNANAinsfd,335,14,2.919370071,13,1113,concord,NA,tra2a,NA,NA,in,sfd,,,,,,,,,,
corte_maderaGGNAHRANAinNA,336,55,11.99167642,41,1441,corte_madera,GG,NA,HRA,NA,in,NA,,,,,,,,,,
corte_maderaGGNAHRANAinsfd,337,146,10.67169828,41,1441,corte_madera,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
corte_maderaGGtra3HRANAinNA,338,82,99.88344499,41,1440,corte_madera,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
corte_maderaGGtra3HRANAinsfd,339,241,30.96954783,41,1441,corte_madera,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
corte_maderaGGtra3HRANAoutNA,340,29,52.947911,41,1438,corte_madera,GG,tra3,HRA,NA,out,NA,,,,,,,,,,
corte_maderaGGtra3HRANAoutsfd,341,6,1.032003626,41,1438,corte_madera,GG,tra3,HRA,NA,out,sfd,,,,,,,,,,
corte_maderaNANAHRANAinNA,342,350,378.1650057,41,1441,corte_madera,NA,NA,HRA,NA,in,NA,,,,,,,,,,
corte_maderaNANAHRANAinsfd,343,1729,382.6324895,41,1441,corte_madera,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
corte_maderaNANAHRANAoutNA,344,59,304.4924247,41,1438,corte_madera,NA,NA,HRA,NA,out,NA,,,,,,,,,,
corte_maderaNANAHRANAoutsfd,345,342,58.13940552,41,1438,corte_madera,NA,NA,HRA,NA,out,sfd,,,,,,,,,,
corte_maderaNAtra3HRANAinNA,346,75,86.59520116,41,1441,corte_madera,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
corte_maderaNAtra3HRANAinsfd,347,414,93.91547479,41,1441,corte_madera,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
corte_maderaNAtra3HRANAoutNA,348,38,165.0613621,41,1438,corte_madera,NA,tra3,HRA,NA,out,NA,,,,,,,,,,
corte_maderaNAtra3HRANAoutsfd,349,136,24.90085298,41,1438,corte_madera,NA,tra3,HRA,NA,out,sfd,,,,,,,,,,
cotatiGGNADISNAinNA,350,37,59.7594434,97,1337,cotati,GG,NA,DIS,NA,in,NA,,,,,,,,,,
cotatiGGNADISNAinsfd,351,1,0.028048621,97,1337,cotati,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
cotatiGGtra3DISNAinNA,352,172,121.5892055,97,1338,cotati,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
cotatiGGtra3DISNAinsfd,353,152,12.81407296,97,1338,cotati,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
cotatiNANADISNAinNA,354,66,88.25858333,97,1339,cotati,NA,NA,DIS,NA,in,NA,,,,,,,,,,
cotatiNANADISNAinsfd,355,432,98.71640573,97,1339,cotati,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
cotatiNANADISppainNA,356,1,1.724385636,97,1337,cotati,NA,NA,DIS,ppa,in,NA,,,,,,,,,,
cotatiNAtra3DISNAinNA,357,445,254.0548862,97,1339,cotati,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
cotatiNAtra3DISNAinsfd,358,899,205.8322653,97,1338,cotati,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
cotatiNAtra3DISppainNA,359,87,123.9115274,97,1337,cotati,NA,tra3,DIS,ppa,in,NA,,,,,,,,,,
cotatiNAtra3NANAinNA,360,42,10.57464701,97,1338,cotati,NA,tra3,NA,NA,in,NA,,,,,,,,,,
cotatiNAtra3NANAinsfd,361,7,0.437701481,97,1338,cotati,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
cupertinoGGNAHRADISNAinsfd,362,2,0.478781344,85,492,cupertino,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
cupertinoGGNAHRANAinNA,363,926,439.2736173,85,491,cupertino,GG,NA,HRA,NA,in,NA,,,,,,,,,,
cupertinoGGNAHRANAinsfd,364,1741,274.431043,85,479,cupertino,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
cupertinoGGtra3HRANAinNA,365,1228,924.6087501,85,456,cupertino,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
cupertinoGGtra3HRANAinsfd,366,1684,320.2838542,85,484,cupertino,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
cupertinoNANAHRADISNAinNA,367,1161,1866.867918,85,489,cupertino,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
cupertinoNANAHRADISNAinsfd,368,4833,1239.581486,85,488,cupertino,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
cupertinoNANAHRADISNAoutNA,369,2,3.751941911,85,488,cupertino,NA,NA,HRADIS,NA,out,NA,,,,,,,,,,
cupertinoNANAHRADISNAoutsfd,370,2,0.806720522,85,488,cupertino,NA,NA,HRADIS,NA,out,sfd,,,,,,,,,,
cupertinoNANAHRANAinNA,371,611,272.6013922,85,486,cupertino,NA,NA,HRA,NA,in,NA,,,,,,,,,,
cupertinoNANAHRANAinsfd,372,1799,341.992568,85,490,cupertino,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
cupertinoNAtra3HRANAinNA,373,387,243.613562,85,486,cupertino,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
cupertinoNAtra3HRANAinsfd,374,1117,193.8725565,85,485,cupertino,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
daly_cityGGNADISNAinNA,375,9,14.67182898,81,206,daly_city,GG,NA,DIS,NA,in,NA,,,,,,,,,,
daly_cityGGNADISNAinsfd,376,26,3.081503315,81,206,daly_city,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
daly_cityGGNAHRADISNAinNA,377,117,46.81105356,81,219,daly_city,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
daly_cityGGNAHRADISNAinsfd,378,1244,116.0048927,81,219,daly_city,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
daly_cityGGNAHRANAinNA,379,64,21.74145415,81,218,daly_city,GG,NA,HRA,NA,in,NA,,,,,,,,,,
daly_cityGGNAHRANAinsfd,380,886,75.8772285,81,218,daly_city,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
daly_cityGGNANANAinNA,381,9,14.39889654,81,207,daly_city,GG,NA,NA,NA,in,NA,,,,,,,,,,
daly_cityGGNANANAinsfd,382,27,2.980347304,81,207,daly_city,GG,NA,NA,NA,in,sfd,,,,,,,,,,
daly_cityGGtra1DISNAinNA,383,19,3.07350577,81,202,daly_city,GG,tra1,DIS,NA,in,NA,,,,,,,,,,
daly_cityGGtra1DISNAinsfd,384,38,2.993250094,81,202,daly_city,GG,tra1,DIS,NA,in,sfd,,,,,,,,,,
daly_cityGGtra1HRANAinNA,385,4,30.4038647,81,191,daly_city,GG,tra1,HRA,NA,in,NA,,,,,,,,,,
daly_cityGGtra1HRANAinsfd,386,230,20.29586348,81,191,daly_city,GG,tra1,HRA,NA,in,sfd,,,,,,,,,,
daly_cityGGtra1NANAinNA,387,1082,211.1908655,81,201,daly_city,GG,tra1,NA,NA,in,NA,,,,,,,,,,
daly_cityGGtra1NANAinsfd,388,1101,73.47231528,81,201,daly_city,GG,tra1,NA,NA,in,sfd,,,,,,,,,,
daly_cityGGtra2bNANAinNA,389,9,19.22903662,81,207,daly_city,GG,tra2b,NA,NA,in,NA,,,,,,,,,,
daly_cityGGtra2bNANAinsfd,390,5,0.273566396,81,207,daly_city,GG,tra2b,NA,NA,in,sfd,,,,,,,,,,
daly_cityGGtra2cDISNAinsfd,391,2,0.128386175,81,204,daly_city,GG,tra2c,DIS,NA,in,sfd,,,,,,,,,,
daly_cityGGtra2cNANAinNA,392,226,17.4453752,81,204,daly_city,GG,tra2c,NA,NA,in,NA,,,,,,,,,,
daly_cityGGtra2cNANAinsfd,393,295,16.80797361,81,204,daly_city,GG,tra2c,NA,NA,in,sfd,,,,,,,,,,
daly_cityGGtra3DISNAinNA,394,267,60.72888679,81,202,daly_city,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
daly_cityGGtra3DISNAinsfd,395,757,52.04885047,81,202,daly_city,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
daly_cityGGtra3HRADISNAinNA,396,156,45.56795853,81,219,daly_city,GG,tra3,HRADIS,NA,in,NA,,,,,,,,,,
daly_cityGGtra3HRADISNAinsfd,397,2110,178.4268024,81,196,daly_city,GG,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
daly_cityGGtra3HRANAinNA,398,134,67.83794567,81,191,daly_city,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
daly_cityGGtra3HRANAinsfd,399,3206,259.6473672,81,195,daly_city,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
daly_cityGGtra3NANAinNA,400,930,244.459776,81,207,daly_city,GG,tra3,NA,NA,in,NA,,,,,,,,,,
daly_cityGGtra3NANAinsfd,401,1867,130.2329466,81,207,daly_city,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
daly_cityNANADISNAinNA,402,8,20.34302929,81,206,daly_city,NA,NA,DIS,NA,in,NA,,,,,,,,,,
daly_cityNANADISNAinsfd,403,42,4.455617722,81,206,daly_city,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
daly_cityNANAHRADISNAinNA,404,6,113.8225922,81,196,daly_city,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
daly_cityNANAHRANAinNA,405,9,12.46226871,81,218,daly_city,NA,NA,HRA,NA,in,NA,,,,,,,,,,
daly_cityNANANANAinNA,406,38,37.81107999,81,193,daly_city,NA,NA,NA,NA,in,NA,,,,,,,,,,
daly_cityNANANANAinsfd,407,7,0.884497495,81,193,daly_city,NA,NA,NA,NA,in,sfd,,,,,,,,,,
daly_cityNAtra1NANAinNA,408,8,1.94436336,81,194,daly_city,NA,tra1,NA,NA,in,NA,,,,,,,,,,
daly_cityNAtra1NANAinsfd,409,15,1.369393826,81,192,daly_city,NA,tra1,NA,NA,in,sfd,,,,,,,,,,
daly_cityNAtra2bNANAinNA,410,2,0.26836125,75,149,daly_city,NA,tra2b,NA,NA,in,NA,,,,,,,,,,
daly_cityNAtra2cNANAinNA,411,12,0.654631677,81,205,daly_city,NA,tra2c,NA,NA,in,NA,,,,,,,,,,
daly_cityNAtra2cNANAinsfd,412,35,2.487368694,81,205,daly_city,NA,tra2c,NA,NA,in,sfd,,,,,,,,,,
daly_cityNAtra3DISNAinNA,413,342,450.6413139,81,202,daly_city,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
daly_cityNAtra3DISNAinsfd,414,1237,111.6596163,81,206,daly_city,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
daly_cityNAtra3HRADISNAinNA,415,31,225.5328407,81,196,daly_city,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
daly_cityNAtra3HRADISNAinsfd,416,33,2.711130058,81,196,daly_city,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
daly_cityNAtra3HRANAinNA,417,14,16.00788258,81,191,daly_city,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
daly_cityNAtra3HRANAinsfd,418,127,10.47296971,81,191,daly_city,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
daly_cityNAtra3NANAinNA,419,1071,673.8978415,81,194,daly_city,NA,tra3,NA,NA,in,NA,,,,,,,,,,
daly_cityNAtra3NANAinsfd,420,3223,264.6585017,81,197,daly_city,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
daly_cityNAtra3NANAoutsfd,421,1,0.066815605,81,163,daly_city,NA,tra3,NA,NA,out,sfd,,,,,,,,,,
danvilleGGNAHRADISNAinNA,422,364,280.0934488,13,1161,danville,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
danvilleGGNAHRADISNAinsfd,423,292,47.86830449,13,1161,danville,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
danvilleGGNAHRANAinNA,424,41,50.20008841,13,1169,danville,GG,NA,HRA,NA,in,NA,,,,,,,,,,
danvilleGGNAHRANAinsfd,425,3,0.903980407,13,1170,danville,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
