"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
10.057374,9.145976,9.133559,8.538249,8.502609,11.801428,10.817575,10.814402,10.205703,10.194139,11.994592,11.048411,11.042547,10.478399,10.461532,12.283708,11.309629,11.30545,10.745899,10.734025,0,1,0
10.933372,9.381087,9.37612,8.611541,8.585753,12.596577,11.041024,11.039177,10.274557,10.274557,12.877652,11.297407,11.294374,10.550741,10.550764,13.135132,11.55272,11.550691,10.815934,10.815996,1,1,1
10.747723,9.285413,9.27869,8.575263,8.575208,12.413973,10.947498,10.945152,10.239878,10.239772,12.688848,11.194253,11.190614,10.514297,10.498854,12.947374,11.450545,11.447191,10.780357,10.769168,2,1,2
10.018344,9.10837,9.095669,8.501198,8.464236,11.768595,10.786469,10.782224,10.173837,10.161908,11.966967,11.026181,11.02011,10.456374,10.439183,12.257699,11.283305,11.278636,10.719936,10.70774,3,2,0
10.88273,9.339113,9.333969,8.572471,8.545558,12.546305,11.002489,11.000468,10.239673,10.239661,12.838803,11.268802,11.265636,10.525881,10.525875,13.092032,11.519938,11.517693,10.787169,10.787204,4,2,1
10.699959,9.245015,9.238052,8.537107,8.537095,12.36744,10.911409,10.908824,10.206432,10.19566,12.653836,11.167798,11.163943,10.49071,10.474925,12.908448,11.420087,11.416789,10.752851,10.741613,5,2,2
9.849413,8.955022,8.940189,8.362938,8.320443,11.612193,10.631843,10.627508,10.034793,10.034768,11.83853,10.908369,10.901141,10.354654,10.354605,12.128565,11.159948,11.154997,10.61472,10.614648,6,3,0
10.808187,9.221523,9.21576,8.44544,8.445423,12.470632,10.882973,10.880755,10.111427,10.100362,12.78863,11.182673,11.179305,10.433578,10.417689,13.036559,11.428096,11.425672,10.690862,10.679287,7,3,1
10.614217,9.115208,9.10741,8.404814,8.369521,12.279473,10.77981,10.776854,10.073043,10.060774,12.593209,11.07078,11.06635,10.393946,10.37645,12.842057,11.316937,11.313684,10.652431,10.639834,8,3,2
10.145823,9.228468,9.216997,8.615108,8.615103,11.894156,10.905677,10.902098,10.287444,10.287382,12.080976,11.126522,11.120369,10.547793,10.547781,12.357104,11.377057,11.373286,10.805413,10.805358,9,4,0
