year,shrs1,shrs2,shrs3,shrs4,shrq1,shrq2,shrq3,shrq4,shrw0,shrw1,shrw2,shrw3,shra1,shra2,shra3,shra4,shrn,shry
2010,0.266171134,0.311210816,0.163982783,0.258635266,0.267726529,0.260929679,0.22762594,0.243717852,0.181425112,0.367707641,0.340528881,0.110338366,0.246834939,0.21150562,0.418157777,0.123501665,0.66649612,0.33350388
2015,0.247991583,0.312331023,0.173579161,0.266098233,0.273280352,0.248601047,0.218361167,0.259757434,0.183635599,0.356862748,0.343827023,0.11567463,0.232318019,0.216133287,0.410372535,0.141176159,0.686110236,0.313889764
2020,0.250763076,0.309391868,0.173293996,0.266551061,0.295072538,0.260491953,0.192429181,0.252006328,0.183635599,0.356862748,0.343827023,0.11567463,0.226813962,0.184286616,0.41804556,0.170853861,0.693546882,0.306453118
2025,0.251794532,0.308277705,0.173222583,0.266705181,0.304291218,0.262395412,0.185757239,0.247556131,0.183635599,0.356862748,0.343827023,0.11567463,0.213255548,0.170219327,0.416759081,0.199766045,0.711865942,0.288134058
2030,0.252940136,0.307008797,0.173142984,0.266908082,0.315038808,0.264394185,0.177784227,0.24278278,0.183635599,0.356862748,0.343827023,0.11567463,0.19792973,0.178060194,0.397152056,0.226858021,0.732572977,0.267427023
2035,0.254760076,0.304995006,0.172984414,0.267260504,0.331771812,0.271222273,0.161304212,0.235701703,0.183635599,0.356862748,0.343827023,0.11567463,0.183439315,0.182242266,0.382062364,0.252256055,0.752151282,0.247848718
2040,0.252572456,0.306896523,0.173184,0.267347021,0.317686328,0.253869961,0.176224139,0.252219572,0.183635599,0.356862748,0.343827023,0.11567463,0.180667191,0.187612192,0.374400641,0.257319975,0.755896757,0.244103243
2045,0.250938901,0.308163765,0.173301542,0.267595791,0.308350918,0.242464651,0.181624518,0.267559914,0.183635599,0.356862748,0.343827023,0.11567463,0.183770293,0.190621409,0.369685264,0.255923035,0.75170409,0.24829591
2050,0.24983621,0.308949689,0.173380202,0.2678339,0.302848239,0.234362853,0.184071994,0.278716914,0.183635599,0.356862748,0.343827023,0.11567463,0.186356253,0.184888824,0.367594534,0.261160389,0.748210145,0.251789855
