development_projects_id,raw_id,building_name,site_name,action,scen0,scen3,scen1,scen2,scen4,scen5,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price,source,apn
990,8047601,Ashland Youth Center,,build,1,1,1,1,1,1,16335 14th St,San Leandro,94578,Alameda,-122.1159204,37.69563552,14116545137294,2013,,,SC,32000.0,32000.0,0.0,0.0,rent,,1.0,40.0,,0.0,0.0,0.0,0.0,,Unincorporated Alameda-080C047900621
991,8270683,Vincent Academy,,build,1,1,1,1,1,1,2501 Chestnut St,Oakland,94607,Alameda,-122.2821974,37.81812173,8573979645895,2015,,,SC,54860.0,54860.0,0.0,0.0,rent,,3.0,,,0.0,0.0,0.0,0.0,,Oakland-005 043600200
992,9584748,The Goddard School,,build,1,1,1,1,1,1,100 Gatekeeper Rd,San Ramon,945825728,Contra Costa,-121.9209927,37.75602803,11885519865756,2012,,,SC,8068.0,8068.0,0.0,0.0,rent,,1.0,39.0,,0.0,0.0,0.0,0.0,,Unincorporated Contra Costa-18004-4
993,8244618,IVC - Main Building Complex,,build,1,1,1,1,1,1,1800 Ignacio Blvd,Novato,94949,Marin,-122.5796137,38.07497324,14187608696924,2011,,,SC,32264.0,32264.0,0.0,0.0,rent,,2.0,,,0.0,0.0,0.0,0.0,,Novato-15048012-1
994,8284393,,,build,1,1,1,1,1,1,2900 Technology Ct,San Pablo,94806,Contra Costa,-122.3325825,37.98939853,3315690569879,2012,,,SC,44394.0,44394.0,0.0,0.0,rent,,2.0,60.0,,0.0,0.0,0.0,0.0,,Richmond-284058
995,8260524,Main Building,,build,1,1,1,1,1,1,3000 Mission College Blvd,Santa Clara,95054,Santa Clara,-121.9823785,37.39265122,6595446654681,2014,,,SC,118000.0,118000.0,0.0,0.0,rent,,3.0,200.0,,0.0,0.0,0.0,0.0,,Santa Clara-10416115-1
996,9256820,Multidisciplinary - Arts Building,San Jose City College,build,1,1,1,1,1,1,2100 Moorpark Ave,San Jose,951282723,Santa Clara,-121.9273984,37.31462077,3736555745858,2012,,,SC,40862.0,40862.0,0.0,0.0,rent,,3.0,,,0.0,0.0,0.0,0.0,,San Jose-28243008
997,9595073,Mission Hall UCSF,,build,1,1,1,1,1,1,550 16th St,San Francisco,941582549,San Francisco,-122.3914749,37.76912443,5131469157944,2014,,,SC,270000.0,270000.0,0.0,0.0,rent,,7.0,,,0.0,0.0,0.0,0.0,,San Francisco-8711007-3
998,8965181,El Cerrito Recycling Center,,build,1,1,1,1,1,1,7501 Schmidt Ln,El Cerrito,94530,Contra Costa,-122.2991941,37.91968583,3909754057439,2012,,,VP,2130.0,2130.0,0.0,0.0,rent,,1.0,,,0.0,0.0,0.0,0.0,,El Cerrito-123666
999,5710159,,,build,1,1,1,1,1,1,700-898 Country Club Dr,Moraga,94556,Contra Costa,-122.1374965,37.83579366,3918631850742,2011,,,VP,9769.0,9769.0,0.0,0.0,rent,,2.0,60.0,,0.0,0.0,0.0,0.0,,Moraga-48011
1000,8018698,,,build,1,1,1,1,1,1,9161 Edes Ave,Oakland,94603,Alameda,-122.1899765,37.73674793,1763170052802,2011,,,VP,25000.0,25000.0,0.0,0.0,rent,,1.0,50.0,,0.0,0.0,0.0,0.0,,Oakland-044 505300106
1001,1,Mission Bay Block N4P3,Mission Bay Core,build,0,0,0,0,0,0,,,,San Francisco,-122.3972633,37.77303448,12249422278243,2020,,12.0,MR,155300.0,500.0,129.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8704004
1002,2,Mission Bay Avalon III,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3952663,37.77469897,15940424771980,2011,,12.0,MR,323200.0,11200.0,260.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8705006
1003,3,Mission Bay Avalon I,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3930239,37.77646562,15206316167420,2011,,12.0,MR,307800.0,7800.0,250.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8706011
1004,4,Mission Bay Mission Creek Senior Community,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3934292,37.77522135,16150986594716,2011,,12.0,MR,174600.0,7800.0,139.0,1200.0,rent,Senior,,,,,,,,,San Francisco-8708109
1005,5,Mission Bay Block 1,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.390817,37.77504986,10664841578246,2020,,10.0,RS,50000.0,50000.0,0.0,,,,,,,,,,,,San Francisco-8715002
1006,8,Mission Bay Block 13 West,Mission Bay Core,build,0,0,0,0,0,0,,,,San Francisco,-122.3928547,37.7728578,5865646853577,2020,,3.0,HM,321600.0,0.0,268.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8711013
1007,10,Mission Bay Block 3 East,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3902381,37.77330151,15458195239893,2020,,3.0,HM,116400.0,0.0,97.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8711026
1008,11,Mission Bay Block 12 East,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3943628,37.77142447,15181392866732,2020,,3.0,HM,326400.0,0.0,272.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8710004
1009,12,Mission Bay Block 12 West,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3943628,37.77142447,15181392866732,2020,,3.0,HM,150000.0,0.0,125.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8710004
1010,13,Mission Bay Blocks 5 and 11,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3943628,37.77142447,15181392866732,2014,,12.0,MR,439000.0,7000.0,360.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8710004
1011,14,Mission Bay Block 4 East,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3900887,37.772435,17224011391604,2020,,3.0,HM,120000.0,0.0,100.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8711029
1012,15,Mission Bay Blocks 9 and 9A ,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3883232,37.77254133,2126123904673,2020,,3.0,HM,180000.0,0.0,150.0,1200.0,own,,6.0,,,,,,840000.0,,San Francisco-8719003
1013,16,Mission Bay Radiance/Madrone Block 10,Mission Bay Core,build,0,0,0,0,0,0,,,,San Francisco,-122.3885362,37.7715877,11202506426812,2012,,12.0,MR,404800.0,10000.0,329.0,1200.0,own,,16.0,,,,,,840000.0,,San Francisco-8720016
1014,17,Mission Bay Blocks 7 East And 7 West,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3908578,37.77145702,3299135373490,2020,,3.0,HM,284400.0,0.0,237.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8711031
1015,18,Mission Bay Blocks 6 East And 6 West,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3924784,37.77135938,8216476456028,2020,,3.0,HM,279600.0,0.0,233.0,1200.0,own,,7.0,,,,,,840000.0,,San Francisco-8711020
1016,244,Giants Housing,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2017,,3.0,HM,277500.0,0.0,300.0,925.0,own,Affordable,,,,,,,,,San Francisco-8719002
1017,245,Giants Housing,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2017,,3.0,HM,277500.0,0.0,300.0,925.0,own,Market,,,,,,,,,San Francisco-8719002
1018,246,Giants Housing,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2020,,3.0,HM,277500.0,0.0,300.0,925.0,own,Market,,,,,,,,,San Francisco-8719002
1019,247,Giants Housing,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2020,,3.0,HM,277500.0,0.0,300.0,925.0,own,Market,,,,,,,,,San Francisco-8719002
1020,248,Giants Housing,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2020,,3.0,HM,277500.0,0.0,300.0,925.0,own,Market/Affordable,,,,,,,,,San Francisco-8719002
1021,249,Giants Retail,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2017,,10.0,RS,300000.0,300000.0,0.0,,,,,,,,,,,,San Francisco-8719002
1022,250,Giants Retail,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2017,,10.0,RS,300000.0,300000.0,0.0,,,,,,,,,,,,San Francisco-8719002
1023,251,Giants Retail,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2020,,10.0,RS,300000.0,300000.0,0.0,,,,,,,,,,,,San Francisco-8719002
1024,252,Giants Retail,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2020,,10.0,RS,300000.0,300000.0,0.0,,,,,,,,,,,,San Francisco-8719002
1025,253,Giants Retail,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2020,,10.0,RS,300000.0,300000.0,0.0,,,,,,,,,,,,San Francisco-8719002
1026,254,Anchor Brewery,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.386145,37.77570135,13070364287005,2018,,7.0,IL,200000.0,200000.0,0.0,,,,,,,,,,,,San Francisco-9900048
1027,255,Anchor Retail,Giants Mission Rock,build,1,1,1,1,1,1,,,,San Francisco,-122.386145,37.77570135,13070364287005,2018,,10.0,RS,12000.0,12000.0,0.0,,,,,,,,,,,,San Francisco-9900048
1028,19,Mission Bay Smith Cardiovacular Research Building,UCSF Mission Bay,build,1,1,1,1,1,1,,,,San Francisco,-122.3914749,37.76912443,5131469157944,2010,,6.0,SC,200000.0,200000.0,0.0,,,,,,,,,,,,San Francisco-8711007-3
1029,20,Mission Bay Helen Diller Cancer Reseaech Center,UCSF Mission Bay,build,1,1,1,1,1,1,,,,San Francisco,-122.3914749,37.76912443,5131469157944,2009,,6.0,SC,160000.0,160000.0,0.0,,,,,,,,,,,,San Francisco-8711007-3
1030,21,Mission Bay 1450 Owens,UCSF Mission Bay,build,1,1,1,1,1,1,,,,San Francisco,-122.3963758,37.76852145,12891664171707,2020,,6.0,SC,59000.0,59000.0,0.0,,,,,,,,,,,,San Francisco-8709006
1031,23,Mission Bay 1500 Owens,UCSF Mission Bay,build,1,1,1,1,1,1,,,,San Francisco,-122.3963758,37.76852145,12891664171707,2009,,6.0,SC,165000.0,165000.0,0.0,,,,,,,,,,,,San Francisco-8709006
1032,24,Mission Bay 1600 Owens (Kaiser),UCSF Mission Bay,build,1,1,1,1,1,1,,,,San Francisco,-122.3963758,37.76852145,12891664171707,2020,,4.0,OF,264000.0,264000.0,0.0,,,,10.0,,,,,,,,San Francisco-8709006
1033,25,Mission Bay Block 40,UCSF Mission Bay,build,1,1,1,1,1,1,,,,San Francisco,-122.3931971,37.76558648,2710213731264,2020,,6.0,SC,600000.0,600000.0,0.0,,,,,,,,,,,,San Francisco-8727005-1
1034,26,Mission Bay Public Safety Building,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3887837,37.77468149,1789043133274,2020,,6.0,SC,280000.0,280000.0,0.0,,,,,,,,,,,,San Francisco-8719002
1035,27,Mission Bay 455 Mission Bay Boulevard,UCSF Mission Bay,build,1,1,1,1,1,1,,,,San Francisco,-122.3882938,37.77049052,6029494134612,2010,,14.0,ME,521450.0,521450.0,0.0,,,,,,,,,,,,San Francisco-8721020
1036,307,Mission Bay Hotel,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.390817,37.77504986,10664841578246,2020,,5.0,HO,112500.0,112500.0,0.0,,,,,,,,,,,,San Francisco-8715002
1037,308,Mission Bay School,Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3934769,37.77064541,11547429224343,2020,,6.0,SC,25000.0,25000.0,0.0,,,,,,,,,,,,San Francisco-8710003
1038,309,Mission Bay Add Housing (total of 6000 units),Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.390151,37.77149959,1987118846904,2020,,3.0,HM,1080000.0,0.0,900.0,1200.0,,,,,,,,,,,San Francisco-8711032
1039,310,Mission Bay Add Office (total of 5m),Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3884391,37.76562907,12609033939872,2020,,4.0,OF,720000.0,720000.0,0.0,,,,,,,,,,,,San Francisco-8725001
1040,311,Mission Bay Add Retail (total of 100K),Mission Bay Core,build,1,1,1,1,1,1,,,,San Francisco,-122.3917716,37.77140196,8483476510662,2020,,10.0,RS,600000.0,600000.0,0.0,,,,,,,,,,,,San Francisco-8711021
1041,322,Warriors Stadium,Warriors,build,1,1,1,1,1,1,,,,San Francisco,-122.3875494,37.76799556,10770277608209,2017,,10.0,RS,300000.0,300000.0,0.0,,,,,,,,,,,,San Francisco-8722001
1042,323,Warriors Retail,Warriors,build,1,1,1,1,1,1,,,,San Francisco,-122.3875494,37.76799556,10770277608209,2017,,10.0,RS,100000.0,100000.0,0.0,,,,,,,,,,,,San Francisco-8722001
1043,323,Warriors Office,Warriors,build,1,1,1,1,1,1,,,,San Francisco,-122.3875494,37.76799556,10770277608209,2017,,4.0,OF,580000.0,580000.0,0.0,,,,,,,,,,,,San Francisco-8722001
1044,30,Transbay Block 3720 Transit Center Tower,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3965956,37.78969138,7104084258435,2017,,14.0,ME,2286600.0,2286600.0,0.0,,,,,,,,,,,,San Francisco-3720001
1045,256,Transbay Terminal Center,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3965956,37.78969138,7104084258435,2017,,10.0,RS,40000.0,40000.0,0.0,,,,,,,,,,,,San Francisco-3720001
1046,257,Transbay Admin Office,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3965956,37.78969138,7104084258435,2017,,4.0,OF,5000.0,5000.0,0.0,,,,,,,,,,,,San Francisco-3720001
1047,258,Transbay Terminal West,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3975082,37.78859698,6517123997269,2017,,10.0,RS,50000.0,50000.0,0.0,,,,,,,,,,,,San Francisco-3721006
1048,259,Transbay Termina East,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3954717,37.79018559,9568185365876,2017,,10.0,RS,20000.0,20000.0,0.0,,,,,,,,,,,,San Francisco-3719003
1049,31,Park Tower at Transbay / Transbay Block 3718,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3945252,37.79055215,17329531198870,2018,,14.0,ME,751000.0,751000.0,0.0,,,,43.0,,,,,,,,San Francisco-3718025
1050,32,Essex building,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3951068,37.78720356,17265257405191,2017,,3.0,HM,495800.0,0.0,536.0,925.0,own,Market/Affordable,43.0,,,,,,900000.0,,San Francisco-3736120
1051,33,Rem Koolhaas,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.394594,37.78790011,11992800345729,2019,,12.0,MR,543950.0,31500.0,554.0,925.0,own,Market/Affordable,56.0,,,,,,900000.0,,San Francisco-3737012-1
1052,34,Transbay Block 3738,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3936085,37.78870574,8695287094504,2025,,12.0,MR,389675.0,0.0,545.0,715.0,own,Market/Affordable,30.0,,,,,,900000.0,,San Francisco-3738004
1053,35,Transbay Block 3739,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3931469,37.78965896,8430391218013,2025,,12.0,MR,1851420.0,496295.0,1465.0,925.0,own,Market/Affordable,,,,,,,900000.0,,San Francisco-3739008
1054,36,Tishman Speyer,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3918405,37.7900717,17090335104476,2025,,12.0,MR,379128.0,10053.0,399.0,925.0,own,Market/Affordable,40.0,,,,,,900000.0,,San Francisco-3740027
1055,38,Transbay Block 3764,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3946772,37.78433609,16411128982922,2025,,12.0,MR,102105.0,8680.0,101.0,925.0,own,,,,,,,,900000.0,,San Francisco-3764068
1056,260,555 Howard Condos (all in one building),Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.396875,37.78737886,6550242144401,2018,,3.0,MR,123775.0,6300.0,127.0,925.0,,,36.0,,,,,,,,San Francisco-3736086
1057,261,555 Howard Hotel,Transbay,build,1,1,1,1,1,1,,,,San Francisco,-122.3969671,37.78730631,1481255110514,2018,,5.0,HO,93660.0,93660.0,0.0,,,,36.0,,,,,,,,San Francisco-3736107
1058,262,Parcel F (also includes some neighbor parcels),Transbay,build,1,1,1,1,1,1,,,,San Francisco,-121.9722941,37.40850724,2325196212882,2018,,12.0,MR,735000.0,375000.0,300.0,1200.0,,,,,,,,,,,Santa Clara-10403036
1059,39,MacArthur Transit Village Phase 1,BART MacArthur,build,1,1,1,1,1,1,,,,Alameda,-122.2664232,37.82710614,3132859144368,2014,,10.0,RS,5000.0,5000.0,0.0,,,,4.0,,,,,,,,Oakland-012 096701001
1060,40,MacArthur Transit Village Phase 2,BART MacArthur,build,1,1,1,1,1,1,,,,Alameda,-122.2661172,37.82740774,1257003392051,2016,,3.0,HM,108000.0,0.0,90.0,1200.0,rent,,4.0,,,,,,,,Oakland-012 096704901
1061,41,MacArthur Transit Village Phase 3,BART MacArthur,build,1,1,1,1,1,1,,,,Alameda,-122.2656727,37.82892552,8437778118860,2016,,12.0,MR,279100.0,23500.0,213.0,1200.0,rent,,4.0,,,,,,,,Oakland-012 096905303
1062,42,MacArthur Transit Village Phase 4 (make low Income),BART MacArthur,build,1,1,1,1,1,1,,,,Alameda,-122.2658693,37.82813389,5369173475514,2021,,12.0,MR,163400.0,5000.0,132.0,1200.0,rent,Affordable,4.0,,,,,,,,Oakland-012 096805501
1063,43,MacArthur Transit Village Phase 5,BART MacArthur,demolish,1,1,1,1,1,1,,,,Alameda,-122.2651173,37.82800935,9028451860436,2023,,,,0.0,,0.0,,,,,,,,,,,,Oakland-012 096800301
1064,44,MacArthur Transit Village Phase 5,BART MacArthur,build,1,1,1,1,1,1,,,,Alameda,-122.2651173,37.82800935,9028451860436,2023,,12.0,MR,240800.0,14000.0,189.0,1200.0,rent,,4.0,,,,,,,,Oakland-012 096800301
1065,45,Walnut Creek BART Transit Village Phase I,BART Walnut Creek,build,1,1,1,1,1,1,,,,Contra Costa,-122.0679585,37.90624057,16176181392101,2018,,4.0,OF,4000.0,4000.0,0.0,,,,4.0,,,,,,,,Walnut Creek-93563
1066,46,Walnut Creek BART Transit Village Phase II,BART Walnut Creek,build,1,1,1,1,1,1,,,,Contra Costa,-122.0679585,37.90624057,16176181392101,2019,,12.0,MR,441620.0,12020.0,358.0,1200.0,rent,,4.0,,,,,,,,Walnut Creek-93563
1067,47,Walnut Creek BART Transit Village Phase III,BART Walnut Creek,build,1,1,1,1,1,1,,,,Contra Costa,-122.0669389,37.90547488,9748568850958,2020,,12.0,MR,312235.0,26635.0,238.0,1200.0,rent,,4.0,,,,,,,,Walnut Creek-93563
1068,48,Park Merced Phase 1 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4774497,37.71944958,1341258589695,2014,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7317001
1069,49,Park Merced Phase 1 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4839703,37.71729407,8355509595902,2014,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7334001
1070,50,Park Merced Phase 1 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4786657,37.71949087,330656628805,2014,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7318001
1071,51,Park Merced Phase 1 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4838683,37.71920134,9169579217651,2014,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7309001
1072,52,Park Merced Phase 1 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4837332,37.71592876,15338988512137,2014,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7337001
1073,53,Park Merced Phase 1 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4824604,37.7158395,4911206504323,2014,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7338001
1074,54,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.483875,37.72050478,3534253806217,2014,,3.0,HM,213600.0,0.0,178.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7308001
1075,55,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4809081,37.71826626,3769978412545,2014,,3.0,HM,213600.0,0.0,178.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7335001
1076,56,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4774497,37.71944958,1341258589695,2015,,12.0,MR,442634.0,71834.0,309.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7317001
1077,57,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4774497,37.71944958,1341258589695,2015,,3.0,HM,370800.0,0.0,309.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7317001
1078,58,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4786657,37.71949087,330656628805,2015,,3.0,HM,370800.0,0.0,309.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7318001
1079,59,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4838683,37.71920134,9169579217651,2015,,3.0,HM,370800.0,0.0,309.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7309001
1080,60,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4837332,37.71592876,15338988512137,2015,,3.0,HM,370800.0,0.0,309.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7337001
1081,61,Park Merced Phase 1,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4824604,37.7158395,4911206504323,2015,,3.0,HM,372000.0,0.0,310.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7338001
1082,62,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4802467,37.71608041,13309596242659,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7340001
1083,63,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4758421,37.71938303,1928148798610,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7319001
1084,64,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4757795,37.72045944,507979352300,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7315001
1085,65,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4752808,37.71942914,12301571522070,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7320003
1086,66,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4762755,37.71859701,14493279386286,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7321001
1087,67,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4761155,37.71763777,9079349383011,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7322001
1088,68,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4749385,37.71823021,8582740561415,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7323001
1089,69,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4748559,37.71683422,14135816993896,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7325001
1090,70,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4764884,37.71986777,15835485717342,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7316001
1091,71,Park Merced Phase 2 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4790418,37.71712903,9400356560364,2019,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7342001
1092,72,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4731701,37.71602946,16753957086460,2019,,3.0,HM,376800.0,0.0,314.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7326001
1093,73,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4802467,37.71608041,13309596242659,2020,,3.0,HM,168000.0,0.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7340001
1094,74,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4758421,37.71938303,1928148798610,2020,,3.0,HM,168000.0,0.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7319001
1095,75,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4757795,37.72045944,507979352300,2020,,3.0,HM,168000.0,0.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7315001
1096,76,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4752808,37.71942914,12301571522070,2020,,3.0,HM,168000.0,0.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7320003
1097,77,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4762755,37.71859701,14493279386286,2020,,12.0,MR,275166.0,107166.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7321001
1098,78,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4761155,37.71763777,9079349383011,2020,,12.0,MR,240000.0,72000.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7322001
1099,79,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4749385,37.71823021,8582740561415,2020,,3.0,HM,168000.0,0.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7323001
1100,80,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4748559,37.71683422,14135816993896,2020,,3.0,HM,168000.0,0.0,140.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7325001
1101,81,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4764884,37.71986777,15835485717342,2020,,3.0,HM,163200.0,0.0,136.0,1200.0,rent,,6.0,,,,,,,,San Francisco-7316001
1102,82,Park Merced Phase 2,Park Merced,build,1,1,1,1,1,1,,,,San Francisco,-122.4790418,37.71712903,9400356560364,2020,,6.0,SC,25000.0,25000.0,0.0,,,,4.0,,,,,,,,San Francisco-7342001
1103,83,Park Merced Phase 3 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.4770037,37.716716,2943537749193,2024,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7344001
1104,84,Park Merced Phase 3 - Demolition,Park Merced,demolish,1,1,1,1,1,1,,,,San Francisco,-122.48081,37.71967894,12445755072749,2024,,,,0.0,,0.0,,,,,,,,,,,,San Francisco-7311001
