development_projects_id,raw_id,building_name,site_name,action,scen0,scen3,scen1,scen2,scen4,scen5,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price,source,apn
1,8860720,Maple Street Correctional Center,,build,1,1,1,1,1,1,Blomquist @ Maple St,Redwood City,94063,San Mateo,-122.2181519,37.49425639,15245388248920,2015,,,GV,260000.0,260000.0,0.0,,rent,,4.0,,,,,,,,Redwood City-52392170-2
2,8852564,SFMOMA Expansion,,build,1,1,1,1,1,1,670 Howard St,San Francisco,94105,San Francisco,-122.4000496,37.78574189,13598260132470,2016,,,GV,253000.0,253000.0,0.0,,rent,,10.0,,,,,,,,San Francisco-3722027
3,9122058,The Gilroy Library,,build,1,1,1,1,1,1,350 W 6th St,Gilroy,950206106,Santa Clara,-121.5725859,37.00479006,2093612470939,2012,,,GV,54000.0,54000.0,0.0,,rent,,2.0,,,,,,,,Gilroy-79917066
4,9645882,Willow Housing Veterans Apartments,,build,1,1,1,1,1,1,605 Willow Rd,Menlo Park,940252618,San Mateo,-122.1601886,37.46629823,9668283250207,2016,,,GV,43000.0,43000.0,0.0,,rent,,2.0,,,,,,,,Menlo Park-62470050-1
5,8976159,,,build,1,1,1,1,1,1,1701 Martin Luther King Jr Blvd,Oakland,946121330,Alameda,-122.2748682,37.80844724,15481373205929,2015,,,GV,24600.0,24600.0,0.0,,rent,,4.0,,,,,,,,Oakland-003 005900600
6,9018223,Lands End Lookout,,build,1,1,1,1,1,1,680 Point Lobos Ave,San Francisco,94121,San Francisco,-122.5055396,37.78495267,9941852999732,2012,,,GV,4150.0,4150.0,0.0,,rent,,1.0,,,,,,,,San Francisco-1313030-1
7,8272995,Rising Oaks,,build,1,1,1,1,1,1,3800 Coolidge Ave,Oakland,946023399,Alameda,-122.2056669,37.8003629,11264911797210,2013,,,GV,20730.0,20730.0,0.0,,rent,,2.0,,,,,,,,Oakland-029 098100506
8,1418210,Siena Court Senior Housing,,build,1,1,1,1,1,1,700 Railroad Ave,Pittsburg,94565,Contra Costa,-121.8849423,38.03014136,3375048112296,2012,,,MR,120000.0,55398.0,111.0,582.0,rent,Affordable,3.0,500.0,9.0,2.21,1287.0,,,,Pittsburg-328396
9,9598357,Ashland Family Housing Project,,build,1,1,1,1,1,1,16395 E 14th St,San Leandro,945783109,Alameda,-122.114787,37.69486056,1159192520604,2015,,,HM,74391.0,0.0,80.0,925.0,rent,Affordable,4.0,,22.8,,,,,,Unincorporated Alameda-080C047902302
10,8831653,Avalon Berkeley,,build,1,1,1,1,1,1,651 Addison St,Berkeley,94710,Alameda,-122.3010965,37.86639132,3738312208433,2014,,,MR,136916.0,53726.0,94.0,885.0,rent,Market,5.0,,25.2,3.63,3426.0,2013.0,6082209574.0,,Berkeley-056 195400900
11,8007681,The Delaware Apartments,,build,1,1,1,1,1,1,1800 San Pablo Ave,Berkeley,94702,Alameda,-122.2932608,37.87130689,12373029556117,2011,,,MR,34955.0,8588.0,51.0,517.0,rent,Market,4.0,67.0,27.0,4.27,2206.0,2012.0,11925000.0,,Berkeley-057 208700204
12,9473583,The Aquatic,,build,1,1,1,1,1,1,800 University Ave,Berkeley,947102021,Alameda,-122.2984158,37.86748709,11764068625830,2016,,,HM,54302.0,0.0,70.0,775.0,rent,Market,5.0,60.0,27.6,,,,,,Berkeley-056 196100208
13,9401639,,,build,1,1,1,1,1,1,1935 Addison St,Berkeley,947041187,Alameda,-122.2713636,37.87103444,11802512544999,2016,,,HM,43356.0,0.0,46.0,925.0,rent,,6.0,,28.1,,,,,,Berkeley-057 202400501
14,7878783,B3 Bakery Apartments,,build,1,1,1,1,1,1,4600 Adeline St,Oakland,946083303,Alameda,-122.2760136,37.8360542,1355205321346,2013,,,HM,61000.0,0.0,79.0,835.0,rent,Market,2.0,,30.0,2.53,2111.0,,,,Emeryville-049 117300400
15,5051083,,,build,1,1,1,1,1,1,2489 Martin Luther King Jr Way,Berkeley,94704,Alameda,-122.271819,37.86362014,6380443223169,2015,,,HM,8700.0,0.0,9.0,925.0,rent,Market,4.0,21.0,30.0,,,,,,Berkeley-055 189801601
16,7820208,Vara Apartments,,build,1,1,1,1,1,1,1880 Mission St,San Francisco,941033502,San Francisco,-122.4203225,37.76689762,332841524255,2013,,,MR,230000.0,62744.0,202.0,828.0,rent,Market/Affordable,6.0,355.0,32.5,5.5,4352.0,2013.0,108500000.0,,San Francisco-3547003
17,9037964,1100 Ocean Avenue,,build,1,1,1,1,1,1,1100-1140 Ocean Ave,San Francisco,941121843,San Francisco,-122.4549941,37.72397281,7522067872889,2015,,,MR,86500.0,20825.0,71.0,925.0,rent,Affordable,5.0,,33.0,,1289.0,,,,San Francisco-6944044
18,7090379,Phase I,Town Centrale,build,1,1,1,1,1,1,1375-1411 Sycamore Ave,Hercules,94547,Contra Costa,-122.2766093,38.0143767,7291019156087,2016,,,HM,75090.0,0.0,67.0,1113.0,rent,Market,4.0,,33.4,,,,,,Hercules-333505
19,7373004,Higby,,build,1,1,1,1,1,1,3015 San Pablo Ave,Berkeley,94702,Alameda,-122.2861367,37.85189001,15124692227158,2015,,,HM,103545.0,0.0,111.0,925.0,rent,Market,5.0,,34.35,,,,,,Berkeley-053 162703700
20,8375158,Venue,,build,1,1,1,1,1,1,1155 4TH St,San Francisco,94158,San Francisco,-122.3909385,37.77325794,15036958671009,2013,,,MR,227392.0,102883.0,147.0,925.0,rent,Market,6.0,,38.0,4.92,4252.0,,,,San Francisco-8711025
21,8116474,Madrone,,build,1,1,1,1,1,1,425-435 China Basin St,San Francisco,94158,San Francisco,-122.3885362,37.7715877,11202506426812,2012,,,HM,300000.0,0.0,329.0,925.0,rent,Market,16.0,200.0,38.0,,,,,,San Francisco-8720016
22,9046734,One Hundred Grand Apartments,,build,1,1,1,1,1,1,1125 E Hillsdale Blvd,Foster City,94404,San Mateo,-122.2692114,37.56276586,13247556157342,2015,,,HM,296000.0,0.0,268.0,1102.0,rent,Market/Affordable,4.0,284.0,39.0,,,,,,Foster City-94010680
23,9511568,Onyx Bldg 2,,build,1,1,1,1,1,1,310 Carolina St,San Francisco,941072374,San Francisco,-122.4010914,37.76459997,110412276713,2015,,,HM,28000.0,0.0,30.0,925.0,rent,Market,5.0,50.0,41.18,,,,,,San Francisco-3980008
24,9070788,Merrill Gardens at Lafayette,,build,1,1,1,1,1,1,3454 MT Diablo Blvd,Lafayette,945493953,Contra Costa,-122.113308,37.89310344,4108410194651,2014,,,MR,78939.0,23009.0,85.0,658.0,rent,Market,3.0,,42.0,8.5,5596.0,,,,Lafayette-80208
25,9033831,Mercy Housing California,,build,1,1,1,1,1,1,1180 4th St,San Francisco,941582245,San Francisco,-122.3920279,37.77354081,14500819058855,2014,,,HM,216000.0,0.0,233.0,925.0,rent,Affordable,7.0,,42.0,,,,,,San Francisco-8711014
26,8413253,Solstice,,build,1,1,1,1,1,1,299 E Washington Ave,Sunnyvale,940866253,Santa Clara,-122.0319312,37.37652248,16845503722261,2013,,,HM,210000.0,0.0,280.0,926.0,rent,Market,6.0,320.0,45.0,3.91,3545.0,2014.0,5960422000.0,,Sunnyvale-20907017
27,9246252,,,build,1,1,1,1,1,1,480 Potrero Ave,San Francisco,94110,San Francisco,-122.4076714,37.76347766,15353293635617,2015,,,HM,82544.0,0.0,89.0,925.0,rent,Market,6.0,47.0,45.0,,,,,,San Francisco-3973002C
28,8776738,2175 Market Street,,build,1,1,1,1,1,1,2175 Market St,San Francisco,94114,San Francisco,-122.4299134,37.76628594,14588315964643,2014,,,HM,50000.0,0.0,88.0,650.0,rent,Market/Affordable,5.0,44.0,48.0,5.65,3848.0,,,,San Francisco-3543011
29,8185102,Potrero 1010,,build,1,1,1,1,1,1,1000 16th St,San Francisco,94107,San Francisco,-122.3965952,37.76710834,13177138559054,2015,,,HM,1015272.0,0.0,1097.0,925.0,rent,Market/Affordable,6.0,,48.0,,,,,,San Francisco-3833001
30,8809598,Colonnade,,build,1,1,1,1,1,1,4750 El Camino Real,Los Altos,94022,Santa Clara,-122.1124196,37.3988113,17380722697511,2015,,,HM,140000.0,0.0,226.0,619.0,rent,Market,4.0,319.0,49.2,,,,,,Los Altos-17001094
31,9641265,,,build,1,1,1,1,1,1,280 Brighton Ave,San Francisco,941122320,San Francisco,-122.4548768,37.72329257,8421401976406,2015,,,HM,20172.0,0.0,21.0,925.0,rent,Market,4.0,,50.0,,,,,,San Francisco-6944044
32,8263719,Nineteen 800,,build,1,1,1,1,1,1,19700 Vallco Pky,Cupertino,95014,Santa Clara,-122.0129221,37.32496284,8786355226744,2014,,,HM,198000.0,0.0,204.0,1392.0,rent,Market,6.0,,54.0,3.28,4567.0,,,,Cupertino-31620037
33,8875730,,,build,1,1,1,1,1,1,8 Octavia Blvd,San Francisco,94102,San Francisco,-122.4234696,37.77252414,13129005044838,2014,,,HM,82072.0,0.0,88.0,925.0,rent,Market,8.0,25.0,60.0,,,,,,San Francisco-0855011
34,8284837,100 Van Ness,,build,1,1,1,1,1,1,100 Van Ness Ave,San Francisco,941025209,San Francisco,-122.4191773,37.77672111,7453797589419,2015,,,MR,373334.0,81334.0,400.0,730.0,rent,Market,29.0,118.0,65.0,5.78,4221.0,,,,San Francisco-0814020
35,8099669,Linnea,,build,1,1,1,1,1,1,1960-1998 Market St,San Francisco,941026228,San Francisco,-122.4260894,37.77017676,44183372372,2014,,,HM,100000.0,0.0,115.0,925.0,rent,Market,8.0,56.0,77.73,,,,,,San Francisco-0872006
36,7911106,38 Dolores,,build,1,1,1,1,1,1,2001 Market St,San Francisco,941141389,San Francisco,-122.4271106,37.76832026,4175718166950,2013,,,MR,113000.0,35483.0,81.0,957.0,rent,Market,8.0,,85.32,5.18,6750.0,,,,San Francisco-3535001
37,9126883,Harriet Street Student Residences,,build,1,1,1,1,1,1,38 Harriet St,San Francisco,941034006,San Francisco,-122.4071678,37.77866379,3282401076664,2012,,,HM,11775.0,0.0,23.0,295.0,rent,Market,4.0,,,5.97,1762.0,2013.0,7500000.0,,San Francisco-3731101
38,9543917,The Lofts at 7,,build,1,1,1,1,1,1,277 Golden Gate Ave,San Francisco,941023709,San Francisco,-122.414927,37.78141195,1623877504552,2013,,,HM,49945.0,0.0,88.0,351.0,rent,Market,6.0,,,3.64,1278.0,,,,San Francisco-0348015
39,9008024,The Panoramic,,build,1,1,1,1,1,1,1321 Mission St,San Francisco,94103,San Francisco,-122.4147461,37.77587441,14056689307734,2015,,,HM,80107.0,0.0,214.0,374.0,rent,Market,11.0,,,,,,,,San Francisco-3509043
40,5501624,Ritch Lofts at South Park,,build,1,1,1,1,1,1,246 Ritch St,San Francisco,941071708,San Francisco,-122.3958163,37.78021886,15750249800604,2014,,,HM,16150.0,0.0,19.0,430.0,rent,Market,5.0,,,2.33,1000.0,2014.0,7750000.0,,San Francisco-3776092
41,9488578,Harmon Gardens Apartments,,build,1,1,1,1,1,1,3240 Sacramento St,Berkeley,94702,Alameda,-122.2784157,37.84834592,15282015199771,2011,,,HM,14757.0,0.0,16.0,450.0,rent,Affordable,3.0,16.0,,2.76,1243.0,,,,Berkeley-052 151900202
42,9302029,Rosemary Senior Apartments,,build,1,1,1,1,1,1,30 E Rosemary St,San Jose,951124718,Santa Clara,-121.9071962,37.36017328,16190011706120,2013,,,HM,56498.0,0.0,106.0,533.0,rent,Affordable,3.0,,,2.18,1160.0,,,,San Jose-23505014
43,9303107,Presidio El Camino,,build,1,1,1,1,1,1,1450 El Camino Real,Santa Clara,95050,Santa Clara,-121.9521025,37.35237801,952367722360,2012,,,HM,53352.0,0.0,40.0,553.0,rent,Affordable,3.0,40.0,,2.6,1436.0,,,,Santa Clara-26903118
44,8048622,Belovida at Newbury Park,,build,1,1,1,1,1,1,1777 Newbury Park Dr,San Jose,95133,Santa Clara,-121.867455,37.36622827,178546448907,2011,,,HM,359490.0,0.0,185.0,568.0,rent,Affordable,6.0,400.0,,1.68,957.0,,,,San Jose-25404076
45,8841335,The Wilson,,build,1,1,1,1,1,1,973 Market St,San Francisco,94103,San Francisco,-122.4093502,37.78242407,923925429186,2014,,,HM,58450.0,0.0,67.0,576.0,rent,Market,7.0,,,6.01,3377.0,,,,San Francisco-3704069
46,9413541,Trinity Place Phase III,,build,1,1,1,1,1,1,1188 Mission St,San Francisco,941031586,San Francisco,-122.4134923,37.77841427,6533589452790,2017,,,HM,850000.0,0.0,1452.0,585.0,rent,Market/Affordable,8.0,,,,,,,,San Francisco-3702051
47,8940153,Warner Creek Senior Housing,,build,1,1,1,1,1,1,806 Diablo Ave,Novato,94947,Marin,-122.5741955,38.10088563,17068509544276,2013,,,HM,36000.0,0.0,61.0,600.0,rent,Affordable,3.0,65.0,,2.11,1265.0,,,,Novato-14013123
48,8993269,Kellgren Senior Apartments,,build,1,1,1,1,1,1,855 Wood Sorrel Dr,Petaluma,949546857,Sonoma,-122.6501719,38.26318991,12273418944562,2014,,,HM,60000.0,0.0,50.0,620.0,rent,Affordable,3.0,,,1.55,958.0,,,,Petaluma-137-061-023
49,8394815,The Gantry,,build,1,1,1,1,1,1,2121 3rd St,San Francisco,94107,San Francisco,-122.3882533,37.76268393,17145814905629,2014,,,HM,117198.0,0.0,106.0,635.0,rent,Market,6.0,80.0,,5.72,3638.0,,,,San Francisco-4045002
50,8912095,Vintage Chateau II,,build,1,1,1,1,1,1,325 N McDowell Blvd,Petaluma,94954,Sonoma,-122.6316993,38.25196138,4974056848685,2012,,,HM,48000.0,0.0,68.0,639.0,rent,Affordable,3.0,,,1.5,956.0,,,,Petaluma-007-380-032
51,7840131,Cottonwood Place,,build,1,1,1,1,1,1,3701 Peralta Blvd,Fremont,94536,Alameda,-122.0046049,37.55993154,6134603258894,2012,,,HM,52632.0,0.0,98.0,640.0,rent,Affordable,3.0,110.0,,0.88,564.0,,,,Fremont-501 147400104
52,9564364,Phase 1,Half Moon Village,build,1,1,1,1,1,1,801 Arnold Way,Half Moon Bay,940192102,San Mateo,-122.4280206,37.4567362,15931869809295,2014,,,HM,47916.0,0.0,45.0,647.0,rent,Affordable,3.0,,,2.22,1436.0,,,,Half Moon Bay-56210360
53,8912036,Belle Terre,,build,1,1,1,1,1,1,3428 MT Diablo Blvd,Lafayette,945493980,Contra Costa,-122.1114193,37.89367625,5586793441913,2014,,,HM,32566.0,0.0,45.0,651.0,rent,Affordable,2.0,45.0,,1.84,1199.0,,,,Lafayette-80747
54,7915669,Rincongreen,,build,1,1,1,1,1,1,333 Harrison St,San Francisco,94105,San Francisco,-122.3912749,37.78655579,9416989008432,2013,,,HM,212933.0,0.0,326.0,653.0,rent,Market/Affordable,7.0,204.0,,5.64,3684.0,2013.0,,,San Francisco-3766009
55,9413056,Park 20,,build,1,1,1,1,1,1,1950 Elkhorn Ct,San Mateo,94403,San Mateo,-122.3134642,37.54872312,1156732040365,2014,,,HM,200000.0,0.0,197.0,663.0,rent,Market,4.0,,,4.42,2933.0,,,,San Mateo-39030310
56,9022207,Monteverde Senior Apartments,,build,1,1,1,1,1,1,2 Irwin Way,Orinda,945632508,Contra Costa,-122.1894987,37.88449292,2535097182470,2014,,,HM,67000.0,0.0,67.0,666.0,rent,Affordable,3.0,,,0.78,517.0,,,,Orinda-73026
57,8441826,888 San Mateo Luxury Apartments,,build,1,1,1,1,1,1,888 N San Mateo Dr,San Mateo,944012261,San Mateo,-122.3382857,37.5769822,12330113259055,2014,,,HM,136000.0,0.0,158.0,668.0,rent,Market/Affordable,2.0,236.0,,4.27,3095.0,,,,San Mateo-32121210
58,9012613,Valencia at Gale Ranch,,build,1,1,1,1,1,1,1200 Goldenbay Ave,San Ramon,945825877,Contra Costa,-121.9136499,37.76588235,2736679056457,2011,,,HM,137000.0,0.0,186.0,669.0,rent,Affordable,3.0,372.0,,3.05,2039.0,,,,Unincorporated Contra Costa-15794
59,9564430,Half Moon Village Phase 2,Half Moon Village,build,1,1,1,1,1,1,1-6 Bloom Ln,Half Moon Bay,94019,San Mateo,-122.4294341,37.45738062,10416504221519,2015,,,HM,211701.0,0.0,314.0,674.0,rent,Affordable,2.0,110.0,,,,,,,Half Moon Bay-56210140
60,9483107,Meadow Wood At Alamo Creek,,build,1,1,1,1,1,1,3000 Damani Ct,Danville,94506,Contra Costa,-121.8775904,37.79775542,5995779110519,2012,,,HM,104679.0,0.0,120.0,687.0,rent,Market,1.0,300.0,,1.84,1263.0,,,,Unincorporated Contra Costa-29903
61,9003831,Lampwork Lofts,,build,1,1,1,1,1,1,1614 Campbell St,Oakland,946071610,Alameda,-122.2934081,37.81344812,5716086591183,2014,,,HM,115000.0,0.0,92.0,695.0,rent,Market,4.0,,,2.67,1852.0,,,,Oakland-007 056000102
62,9471890,Oakland 34 Apartments,,build,1,1,1,1,1,1,10920 Macarthur Blvd,Oakland,946055251,Alameda,-122.1486611,37.74113528,10688659033051,2014,,,HM,26887.0,0.0,32.0,700.0,rent,Affordable,3.0,49.0,,1.7,1186.0,,,,Oakland-047 558300802
63,7786403,Fair Oaks Plaza,,build,1,1,1,1,1,1,690 S Fair Oaks Ave,Sunnyvale,940861217,Santa Clara,-122.023435,37.36459779,11715200081490,2011,,,HM,99200.0,0.0,124.0,723.0,rent,Affordable,5.0,87.0,,1.34,971.0,,,,Sunnyvale-21102022
64,8098739,Potrero Launch,,build,1,1,1,1,1,1,2235 3rd St,San Francisco,94107,San Francisco,-122.3881187,37.76118301,10004673869635,2012,,,HM,242185.0,0.0,196.0,725.0,rent,Market/Affordable,4.0,117.0,,5.65,4091.0,2011.0,85652000.0,,San Francisco-4058010
65,8116624,Arc Light,,build,1,1,1,1,1,1,21 Clarence Pl,San Francisco,941074915,San Francisco,-122.392511,37.77973435,3733470002692,2012,,,HM,100000.0,0.0,94.0,729.0,rent,Market,4.0,100.0,,5.83,4252.0,,,,San Francisco-3788012
66,9005560,474 Natoma,,build,1,1,1,1,1,1,474 Natoma St,San Francisco,941032909,San Francisco,-122.4074327,37.78063713,17088868071729,2014,,,HM,81774.0,0.0,60.0,736.0,rent,Affordable,7.0,60.0,,1.75,1287.0,,,,San Francisco-3725101
67,9057836,Varsity Berkeley,,build,1,1,1,1,1,1,2024 Durant Ave,Berkeley,947041512,Alameda,-122.2689867,37.86620814,2863825032102,2015,,,HM,113279.0,0.0,153.0,737.0,rent,Market,6.0,,,,,,,,Berkeley-055 189501804
68,9573201,,,build,1,1,1,1,1,1,2198 Market St,San Francisco,94114,San Francisco,-122.4307685,37.76652671,3111332695561,2016,,,HM,110000.0,0.0,147.0,746.0,rent,Market,6.0,34.0,,,,,,,San Francisco-3542039
69,9486017,Kings Crossing Apartments,,build,1,1,1,1,1,1,678 N King Rd,San Jose,951333801,Santa Clara,-121.867455,37.36622827,178546448907,2012,,,HM,154280.0,0.0,94.0,751.0,rent,Affordable,4.0,,,1.42,1063.0,,,,San Jose-25404076
70,9287054,Ascent,,build,1,1,1,1,1,1,5805 Charlotte Dr,San Jose,95123,Santa Clara,-121.8023334,37.24619372,15786527501368,2015,,,HM,864099.0,0.0,1149.0,752.0,rent,Market/Affordable,6.0,,,,,,,,San Jose-70606013-2
71,9058413,Oakwood_‚ Redwood City,,build,1,1,1,1,1,1,2580 El Camino Real,Redwood City,940613813,San Mateo,-122.2172147,37.47211234,2160467219429,2015,,,HM,135896.0,0.0,141.0,763.0,rent,Market/Affordable,3.0,,,4.09,3116.0,2015.0,84000000.0,,Redwood City-59162090
72,9098778,Valley Glen Apartments,,build,1,1,1,1,1,1,1830 Gold St,Dixon,95620,Solano,-121.8300806,38.4366682,13208514136234,2014,,,HM,64000.0,0.0,59.0,770.0,rent,Affordable,2.0,,,1.38,1063.0,,,,Dixon-114290020
73,9564786,Central Park Terrace,,build,1,1,1,1,1,1,41078 Farallon Cmn,Fremont,94538,Alameda,-121.9545191,37.53471688,481973760643,2013,,,HM,48067.0,0.0,40.0,771.0,rent,Market,4.0,,,2.68,2066.0,,,,Fremont-525 019508703
74,9449975,Emme Apartments,,build,1,1,1,1,1,1,6350 Christie Ave,Emeryville,94608,Alameda,-122.2951149,37.84309369,6371462123295,2015,,,HM,152000.0,0.0,190.0,774.0,rent,Market/Affordable,8.0,,,4.16,3219.0,,,,Emeryville-049 149200800
75,7948183,Merritt Crossing Senior Apartments,,build,1,1,1,1,1,1,609 Oak St,Oakland,94607,Alameda,-122.2665336,37.79591792,9247478623695,2012,,,HM,46392.0,0.0,70.0,775.0,rent,Affordable,6.0,70.0,,1.37,1064.0,,,,Oakland-001 017300900
76,9078675,Carmel The Village,The Village at San Antonio Center,build,1,1,1,1,1,1,555 San Antonio Rd,Mountain View,94040,Santa Clara,-122.110592,37.40398071,8784272314867,2013,,,HM,282976.0,0.0,330.0,788.0,rent,Market,5.0,,,4.96,3909.0,,,,Mountain View-14822002
77,8375101,Channel Mission Bay,,build,1,1,1,1,1,1,185 Channel St,San Francisco,94158,San Francisco,-122.3906685,37.77407485,16449799172463,2014,,,HM,283500.0,0.0,315.0,790.0,rent,Market,6.0,315.0,,5.98,5122.0,,,,San Francisco-8711023
78,9281530,,,build,1,1,1,1,1,1,72 Townsend St,San Francisco,941072020,San Francisco,-122.3903526,37.78138809,11941885653469,2015,,,HM,75200.0,0.0,92.0,810.0,rent,Market,7.0,,,,,,,,San Francisco-3789972
79,9626409,,,build,1,1,1,1,1,1,2107-2121 Dwight Way,Berkeley,947042028,Alameda,-122.2668389,37.8643099,13022127570144,2016,,,HM,80850.0,0.0,98.0,817.0,rent,Market,6.0,45.0,,,,,,,Berkeley-055 189001201
80,8783328,The Ambassador,,build,1,1,1,1,1,1,1168 36th St,Emeryville,94608,Alameda,-122.2803866,37.82775133,398831002098,2013,,,HM,100000.0,0.0,68.0,824.0,rent,Affordable,5.0,68.0,,1.08,888.0,,,,Emeryville-049 048101700
81,4670199,Madrone,,build,1,1,1,1,1,1,111 N Rengstorff Ave,Mountain View,94043,Santa Clara,-122.0954658,37.40386076,306646477352,2015,,,HM,132644.0,0.0,272.0,827.0,rent,Market,2.0,280.0,,4.42,3655.0,2008.0,47000000.0,,Mountain View-15001001
82,8375191,AVA 55 Ninth,,build,1,1,1,1,1,1,55 9th St,San Francisco,941031401,San Francisco,-122.4151027,37.77709728,17336837118483,2014,,,HM,250000.0,0.0,273.0,834.0,rent,Market,17.0,375.0,,5.19,4260.0,,,,San Francisco-3701066
83,8926159,1st and Rosemary Family Apartments,,build,1,1,1,1,1,1,60-80 E Rosemary St,San Jose,95112-471,Santa Clara,-121.9066656,37.36029905,1672691102641,2013,,,HM,200000.0,0.0,184.0,834.0,rent,Affordable,4.0,300.0,,1.62,1354.0,,,,San Jose-23505015
84,9118464,Broadway Sansome Apartments,,build,1,1,1,1,1,1,255 Broadway,San Francisco,941111505,San Francisco,-122.401629,37.79829923,8459819243587,2015,,,HM,83783.0,0.0,75.0,836.0,rent,Affordable,8.0,,,1.54,1289.0,,,,San Francisco-0165021
85,9413989,Delaware Pacific Family Apartments,,build,1,1,1,1,1,1,1990 S Delaware St,San Mateo,944031426,San Mateo,-122.3056291,37.55097043,9893028863291,2013,,,HM,53712.0,0.0,60.0,836.0,rent,Affordable,5.0,,,1.27,1063.0,,,,San Mateo-35320110
86,9241788,Japantown Project,,build,1,1,1,1,1,1,817 N 10th St,San Jose,951123103,Santa Clara,-121.8931837,37.35607481,5546407750790,2015,,,HM,200000.0,0.0,238.0,837.0,rent,Market,3.0,,,,,,,,San Jose-24908004
87,8138101,Clinton Commons,,build,1,1,1,1,1,1,720 E 11th St,Oakland,94606,Alameda,-122.2534031,37.79267967,1829063062179,2012,,,HM,41250.0,0.0,54.0,838.0,rent,Affordable,3.0,55.0,,1.38,1155.0,,,,Oakland-019 003301002
88,9605049,Revere Campbell Apartments,,build,1,1,1,1,1,1,1725 S Bascom Ave,Campbell,95008,Santa Clara,-121.9327122,37.29222527,1607419491360,2015,,,HM,50000.0,0.0,59.0,839.0,rent,Market,5.0,,,,,,,,Campbell-28802032
89,9350891,MB360,,build,1,1,1,1,1,1,701 China Basin St,San Francisco,941582191,San Francisco,-122.3943628,37.77142447,15181392866732,2015,,,HM,312389.0,0.0,188.0,842.0,rent,Market,6.0,,,4.69,3949.0,,,,San Francisco-8710004
90,7803372,Horizons at Morgan Hill,,build,1,1,1,1,1,1,98 Central Ave,Morgan Hill,95037,Santa Clara,-121.6548978,37.13310988,16650521990195,2011,,,HM,68511.0,0.0,49.0,844.0,rent,Affordable,3.0,109.0,,1.7,1436.0,,,,Morgan Hill-72623015
91,8908764,Aviara,,build,1,1,1,1,1,1,2388 Madden Ave,San Jose,95116,Santa Clara,-121.8442203,37.3618437,7093385723486,2012,,,HM,39190.0,0.0,46.0,845.0,rent,Market,4.0,77.0,,2.83,2396.0,2013.0,11350000.0,,San Jose-48402059
92,8200110,Epic,,build,1,1,1,1,1,1,565-575 River Oaks Pky,San Jose,95134,Santa Clara,-121.9203795,37.3993321,1290594001181,2013,,,HM,280000.0,0.0,569.0,845.0,rent,Market,4.0,280.0,,3.35,2831.0,,,,San Jose-9715026
93,8309676,AIRE,,build,1,1,1,1,1,1,3401 Iron Point Dr,San Jose,95134,Santa Clara,-121.9320948,37.40506211,17352088641891,2014,,,HM,250000.0,0.0,293.0,847.0,rent,Market,4.0,293.0,,3.42,2766.0,,,,San Jose-09733036
94,8440432,Brio,,build,1,1,1,1,1,1,161 N Civic Dr,Walnut Creek,945963815,Contra Costa,-122.0593953,37.90799713,11685969784019,2014,,,HM,259941.0,0.0,300.0,853.0,rent,Market,4.0,,,3.51,2994.0,,,,Walnut Creek-95194
95,8768676,Diamond Terrace,,build,1,1,1,1,1,1,1459 MacArthur Blvd,Oakland,94602,Alameda,-122.2272004,37.8010604,5821986519734,2012,,,HM,32391.0,0.0,30.0,855.0,rent,Market,4.0,30.0,,,,2012.0,6300000.0,,Oakland-023 051600100
96,9385289,The Pierce,,build,1,1,1,1,1,1,60 Pierce Ave,San Jose,95110,Santa Clara,-121.8847123,37.32684663,12240503185381,2016,,,HM,278142.0,0.0,325.0,855.0,rent,Market,7.0,321.0,,,,,,,San Jose-26432087
97,9473934,Grove at Sunset Court,,build,1,1,1,1,1,1,55 Havenwood Ave,Brentwood,94513,Contra Costa,-121.6952795,37.95205238,4164430601979,2013,,,HM,47642.0,0.0,54.0,857.0,rent,Affordable,1.0,,,1.24,1063.0,,,,Brentwood-174101
98,8938509,Brookwood Terrace,,build,1,1,1,1,1,1,1346 E San Antonio St,San Jose,951164201,Santa Clara,-121.8616067,37.34494427,6187228395350,2011,,,HM,65000.0,0.0,84.0,867.0,rent,Affordable,3.0,100.0,,1.32,1145.0,,,,San Jose-47205033
99,8200129,Epic Phase II,,build,1,1,1,1,1,1,555 River Oaks Pky,San Jose,951341937,Santa Clara,-121.9203795,37.3993321,1290594001181,2013,,,HM,289000.0,0.0,290.0,868.0,rent,Market,6.0,,,3.73,3238.0,,,,San Jose-9715026
100,9413067,Tera Apartments,,build,1,1,1,1,1,1,865-881 E El Camino Real,Mountain View,940402807,Santa Clara,-122.0604763,37.37488119,7616901420240,2015,,,HM,105000.0,0.0,120.0,870.0,rent,Market,4.0,,,,,,,,Mountain View-19807006
101,8870897,801 Alma Family Apartments,,build,1,1,1,1,1,1,801 Alma St,Palo Alto,943012404,Santa Clara,-122.1595051,37.44097126,13504009701503,2013,,,HM,46236.0,0.0,50.0,874.0,rent,Affordable,3.0,50.0,,1.04,905.0,,,,Palo Alto-12028047
