"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
9.608984,9.843446,9.875569,10.11558,10.079549,10.319741,10.550659,10.558546,10.879397,10.768848,10.755569,11.052831,10.998148,11.269225,11.249325,10.89991,11.162473,11.163492,11.394577,11.419418,0,1,0
9.336304,9.742619,9.685627,10.061954,10.015154,10.053238,10.518313,10.495063,10.785671,10.800831,10.51783,10.92512,10.925632,11.258039,11.222932,10.726091,11.092019,11.131089,11.413473,11.396355,1,1,1
9.347792,9.638688,9.757042,10.062541,10.062507,10.154504,10.521763,10.479791,10.818585,10.816688,10.614679,10.921461,10.962285,11.241963,11.242257,10.773773,11.179772,11.146393,11.395212,11.372955,2,1,2
9.624185,9.823332,9.838288,10.105988,10.075818,10.289615,10.510901,10.550637,10.786104,10.821016,10.734486,11.014542,11.00757,11.275272,11.263788,10.906114,11.148516,11.143779,11.407795,11.395134,3,2,0
9.304056,9.681495,9.765449,10.009706,10.008563,10.08047,10.479609,10.467198,10.789608,10.798025,10.515715,10.882882,10.918532,11.203159,11.251463,10.686073,11.103187,11.05528,11.378848,11.417659,4,2,1
9.353546,9.787886,9.74908,10.124482,10.063782,10.107458,10.498789,10.50692,10.825239,10.798922,10.597098,10.957063,10.982471,11.23748,11.21835,10.749741,11.113334,11.106746,11.386228,11.374063,5,2,2
9.433729,9.727064,9.740297,10.025487,10.019983,10.203383,10.399295,10.425116,10.677858,10.656183,10.663208,10.928483,10.912998,11.148843,11.149598,10.762849,11.031295,11.037202,11.283201,11.266916,6,3,0
9.147434,9.571799,9.608347,9.900095,10.003376,9.905451,10.350431,10.285074,10.729836,10.672033,10.414343,10.79534,10.789034,11.151436,11.122843,10.542745,10.981646,10.982056,11.243272,11.215531,7,3,1
9.218679,9.609882,9.667247,9.983501,9.982223,10.004243,10.361836,10.363117,10.665073,10.664804,10.46121,10.837039,10.816154,11.144864,11.106619,10.611921,10.970489,10.984408,11.276025,11.288813,8,3,2
9.713415,9.892753,9.919199,10.142656,10.17807,10.425498,10.653678,10.701644,10.900719,10.896699,10.839017,11.118591,11.097276,11.364824,11.34178,10.956164,11.215233,11.260337,11.478675,11.467918,9,4,0
9.406453,9.821825,9.820656,10.150149,10.186118,10.179355,10.512736,10.576495,10.906703,10.867429,10.612577,11.017985,10.987451,11.301109,11.326811,10.746867,11.142714,11.126029,11.495809,11.507049,10,4,1
9.439028,9.852006,9.837269,10.136712,10.128285,10.235256,10.61355,10.572541,10.868727,10.879633,10.646246,11.019374,11.037201,11.338376,11.326738,10.816789,11.181656,11.182145,11.489906,11.457109,11,4,2
9.432296,9.664148,9.774885,9.956331,9.952924,10.141694,10.406412,10.357703,10.620862,10.615173,10.59876,10.895862,10.876666,11.112126,11.12184,10.757272,11.00627,10.956161,11.214063,11.170799,12,5,0
9.142436,9.596073,9.536282,9.93328,9.904432,9.903565,10.310225,10.247495,10.648427,10.650903,10.375585,10.781159,10.760591,11.086262,11.119848,10.465785,10.898263,10.884452,11.229685,11.200821,13,5,1
9.236216,9.593799,9.512798,9.966867,9.911976,9.949801,10.301663,10.299759,10.684775,10.63098,10.385255,10.806831,10.83342,11.088699,11.093734,10.550145,10.924899,10.932665,11.185607,11.235474,14,5,2
9.429847,9.551392,9.557663,9.757413,9.892587,10.040583,10.236432,10.26799,10.490744,10.506989,10.56062,10.724985,10.736967,10.95336,10.971764,10.633777,10.882003,10.855039,11.087095,11.09746,15,6,0
9.038191,9.416693,9.50411,9.787764,9.799586,9.744514,10.140699,10.197982,10.459566,10.485513,10.274014,10.709434,10.660775,10.994948,10.964126,10.401057,10.79627,10.729454,11.040045,11.086344,16,6,1
9.074752,9.472933,9.494435,9.723861,9.797337,9.86836,10.232008,10.183149,10.501244,10.434343,10.328043,10.714774,10.724763,10.976042,10.981602,10.461527,10.800363,10.804722,11.095433,11.058542,17,6,2
9.306729,9.577799,9.593289,9.741347,9.763665,9.990311,10.287276,10.228936,10.43259,10.455706,10.507264,10.765665,10.737131,10.971748,10.929382,10.604738,10.82756,10.821719,11.099758,11.050572,18,7,0
9.035567,9.414272,9.454021,9.752105,9.765248,9.757454,10.144341,10.141326,10.496968,10.449901,10.249926,10.625899,10.703856,10.961201,10.978561,10.374903,10.758987,10.750476,11.0399,11.027655,19,7,1
9.114274,9.438409,9.503802,9.803356,9.78276,9.816684,10.17564,10.23038,10.519066,10.473955,10.358521,10.728862,10.73717,10.958879,10.978552,10.432723,10.793651,10.76723,11.054133,11.029385,20,7,2
9.451015,9.611436,9.591216,9.83865,9.86721,10.035176,10.246305,10.272283,10.52902,10.489228,10.506186,10.759048,10.734404,10.964468,11.051752,10.613557,10.872198,10.893357,11.081587,11.041994,21,8,0
9.104443,9.477274,9.439822,9.809021,9.757264,9.732331,10.099779,10.1748,10.485057,10.505552,10.269691,10.632608,10.654572,11.016654,10.990574,10.385588,10.744384,10.806575,11.050286,11.067183,22,8,1
9.113425,9.532675,9.510821,9.844977,9.804588,9.825698,10.234272,10.231521,10.466854,10.460938,10.350482,10.669411,10.723463,10.992291,10.95749,10.444651,10.796208,10.796485,11.107498,11.101201,23,8,2
9.413776,9.532734,9.622524,9.835969,9.788845,9.920357,10.144828,10.183519,10.401679,10.453789,10.490194,10.707619,10.683443,10.942016,10.888668,10.554535,10.797205,10.774506,11.021973,10.987153,24,9,0
8.983388,9.370631,9.369623,9.749138,9.753955,9.670792,10.082861,10.075233,10.41249,10.351768,10.238215,10.618407,10.601891,10.869165,10.948762,10.275484,10.665561,10.619419,10.956321,10.917888,25,9,1
9.002935,9.448907,9.381234,9.822088,9.757665,9.725841,10.098911,10.087489,10.373667,10.395184,10.271731,10.644445,10.640522,10.938302,10.895908,10.305326,10.716987,10.687274,10.949323,10.951343,26,9,2
9.248153,9.426372,9.50501,9.723635,9.727905,9.881185,10.095065,10.068051,10.264194,10.302656,10.519143,10.636473,10.592541,10.867695,10.823081,10.454819,10.698807,10.697198,10.926097,10.895395,27,10,0
8.831212,9.280156,9.297677,9.627723,9.640314,9.526008,10.040574,10.003158,10.25334,10.278433,10.108166,10.551876,10.511418,10.833339,10.881103,10.221934,10.594987,10.634182,10.8935,10.889177,28,10,1
8.986553,9.377058,9.366901,9.689256,9.637289,9.665091,9.998864,10.022709,10.340465,10.352588,10.143488,10.626456,10.556921,10.834506,10.816103,10.291521,10.666332,10.658648,10.908591,10.915063,29,10,2
9.404069,9.672045,9.581775,9.829514,9.7642,10.006845,10.281873,10.300103,10.503677,10.452793,10.554778,10.742274,10.747043,11.012132,10.964513,10.630227,10.831244,10.842209,11.134879,11.054673,30,11,0
9.004509,9.452233,9.449839,9.794834,9.790064,9.718796,10.173171,10.157097,10.470016,10.459725,10.271564,10.65171,10.63024,10.967178,10.905945,10.365238,10.773188,10.743336,11.034723,11.095659,31,11,1
9.128641,9.46524,9.517066,9.847936,9.802414,9.799854,10.17926,10.199903,10.511134,10.484616,10.378701,10.717068,10.722664,10.973121,10.973986,10.440125,10.795304,10.785172,11.07871,11.075228,32,11,2
9.575064,9.731862,9.884241,10.086372,10.101985,10.282819,10.508551,10.56021,10.763911,10.766706,10.760283,11.046878,10.998549,11.188136,11.172821,10.844555,11.095601,11.144277,11.336477,11.309435,33,12,0
