"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
18.827082,18.893187,18.918331,18.411037,18.451437,18.949879,18.946304,19.018641,18.605396,18.608532,18.972403,19.04335,19.04801,18.673252,18.673731,19.03801,19.072397,19.080303,18.72999,18.742739,0,1,0
18.846098,18.910452,18.900698,18.415636,18.426699,18.916838,19.005426,18.986614,18.579639,18.58968,19.01251,19.010817,19.060305,18.659851,18.672646,19.025902,19.043598,19.057781,18.703794,18.747368,1,1,1
18.829954,18.869022,18.894548,18.397669,18.436947,18.965778,18.951908,19.003841,18.586151,18.61867,19.017477,19.062111,19.052691,18.644812,18.685083,19.03574,19.062307,19.090683,18.738043,18.763836,2,1,2
18.892778,18.893009,18.943962,18.457872,18.477522,19.000122,19.025526,19.054823,18.627424,18.641281,19.011093,19.065216,19.088861,18.684698,18.726461,19.052971,19.109808,19.13056,18.752577,18.784838,3,2,0
18.916489,18.950441,18.938925,18.436537,18.470238,18.968662,19.027155,19.053389,18.609797,18.653921,19.033648,19.097649,19.065128,18.686302,18.725731,19.087036,19.114386,19.116541,18.774654,18.775341,4,2,1
18.900377,18.954475,18.924648,18.455307,18.488556,19.022089,19.044462,19.033587,18.605108,18.647875,19.047382,19.06122,19.099758,18.69438,18.72035,19.095572,19.125267,19.13122,18.743971,18.774843,5,2,2
18.962858,18.934237,18.967695,18.4482,18.496973,19.029507,19.006134,19.067837,18.651951,18.649614,19.063704,19.081398,19.090042,18.716162,18.743015,19.106894,19.124763,19.132267,18.779127,18.791342,6,3,0
18.931374,18.941744,18.971588,18.467306,18.518364,19.028465,19.051266,19.057251,18.66651,18.65266,19.044155,19.094551,19.089848,18.67518,18.732485,19.074341,19.11935,19.119223,18.786333,18.800526,7,3,1
18.899685,18.942678,18.933033,18.460155,18.503416,19.016684,19.016983,19.049631,18.624386,18.694916,19.01832,19.112946,19.07803,18.711546,18.746115,19.074469,19.132328,19.124012,18.783581,18.766478,8,3,2
18.992796,18.988375,19.057131,18.519627,18.529858,19.059206,19.067024,19.09384,18.676088,18.687317,19.116102,19.134068,19.139826,18.767145,18.78367,19.155851,19.167889,19.165812,18.800604,18.833351,9,4,0
18.960909,19.042545,19.009943,18.509941,18.54883,19.068134,19.111389,19.093414,18.682734,18.713022,19.120388,19.159473,19.148197,18.753401,18.778097,19.150684,19.175018,19.225246,18.799128,18.807243,10,4,1
18.981701,19.010595,19.00005,18.496029,18.541533,19.091269,19.076149,19.104288,18.699186,18.709579,19.106937,19.124294,19.163061,18.768688,18.774546,19.151127,19.172235,19.166098,18.802086,18.829714,11,4,2
18.981371,18.97431,19.018726,18.505844,18.523319,19.083704,19.080177,19.098886,18.686535,18.713238,19.112841,19.15003,19.188509,18.747725,18.802769,19.142149,19.149876,19.179089,18.817177,18.837606,12,5,0
18.980816,19.008533,19.005056,18.499752,18.558083,19.056787,19.094896,19.084543,18.669281,18.691782,19.135258,19.156502,19.180916,18.758389,18.794138,19.155931,19.143276,19.165026,18.797941,18.816463,13,5,1
18.967667,18.997129,19.021423,18.500792,18.534878,19.049519,19.084661,19.102871,18.688354,18.702833,19.101788,19.132774,19.164619,18.771811,18.75362,19.15436,19.188732,19.199213,18.810915,18.859386,14,5,2
18.868647,18.913673,18.947308,18.470139,18.503843,18.951567,19.003798,19.035723,18.675129,18.688103,19.009541,19.07542,19.11198,18.726994,18.754581,19.079945,19.113489,19.1075,18.813005,18.809891,15,6,0
18.873468,18.913343,18.927174,18.459045,18.506376,18.955374,19.015463,19.027737,18.647778,18.677309,19.020214,19.083317,19.062059,18.736856,18.782024,19.073431,19.108156,19.125374,18.788975,18.809263,16,6,1
18.913687,18.950047,18.931538,18.474169,18.507507,18.99297,19.008724,19.023527,18.645153,18.674488,18.988104,19.057892,19.083397,18.729242,18.759172,19.074709,19.097712,19.128441,18.791121,18.820868,17,6,2
18.920837,18.947388,18.978573,18.485342,18.514782,18.995398,19.040724,19.073263,18.668886,18.708832,19.045916,19.097149,19.135468,18.730812,18.767685,19.087463,19.12697,19.150215,18.805677,18.839741,18,7,0
18.944893,18.944324,18.95952,18.501028,18.549749,18.978989,19.053164,19.064674,18.677061,18.688541,18.989084,19.091286,19.114052,18.754496,18.779907,19.065294,19.130249,19.16017,18.822086,18.841145,19,7,1
