serialno,puma1,asian,black,hisp,white
5064097,40,0,0,0,1
5065022,40,0,0,0,1
5077747,40,0,0,0,1
5088561,40,0,0,0,1
5088842,40,0,0,0,1
5095519,40,0,0,0,1
5098611,40,0,0,0,1
5099230,40,0,0,0,1
5102296,40,0,0,0,1
5105825,40,0,0,0,0
5106788,40,0,0,0,1
5116171,40,0,0,0,1
5120478,40,0,0,0,1
5124862,40,0,0,0,1
5128215,40,0,0,0,1
5137012,40,0,0,0,1
5137905,40,0,0,0,1
5142114,40,0,0,0,1
5142490,40,0,0,0,1
5143840,40,0,0,0,1
5153354,40,0,0,0,1
5153510,40,0,0,0,1
5154204,40,0,0,0,1
5162471,40,0,0,0,1
5168440,40,0,0,0,1
5172509,40,0,0,0,1
5173567,40,0,0,0,1
5177947,40,0,0,0,1
5178996,40,0,0,0,1
5196910,40,0,0,0,1
5198746,40,0,0,0,1
5204385,40,0,0,0,1
5209958,40,0,0,0,1
5210828,40,0,0,0,1
5220173,40,0,0,0,1
5220435,40,0,0,0,1
5225637,40,0,0,0,1
5225993,40,0,0,0,1
5233972,40,0,0,0,1
5236208,40,0,0,0,1
5236429,40,0,0,0,1
5237124,40,0,0,0,1
5239254,40,0,0,0,1
5241858,40,0,0,0,1
5243189,40,0,0,1,1
5253535,40,0,0,0,1
5259794,40,0,0,0,1
5263926,40,0,0,0,1
5264843,40,0,0,0,1
5265217,40,0,0,0,1
5269342,40,0,0,0,1
5272061,40,0,0,0,1
5273255,40,1,0,0,0
5276123,40,0,0,0,1
5286606,40,0,0,0,1
5288180,40,0,0,0,1
5288955,40,0,0,0,1
5293888,40,0,0,0,1
5294263,40,0,0,1,1
5296023,40,0,0,0,1
5296291,40,0,0,0,1
5299162,40,0,0,0,1
5299528,40,0,0,0,1
5305512,40,0,0,0,1
5306538,40,0,0,0,1
5311416,40,0,0,0,1
5322674,40,0,0,0,1
5324501,40,0,0,0,1
5341564,40,0,0,1,0
5342537,40,0,0,0,1
5345398,40,0,0,0,1
5350737,40,0,0,0,1
5352529,40,0,0,0,1
5361159,40,0,0,0,1
5366514,40,0,0,0,1
5372293,40,0,0,0,1
5377428,40,0,0,0,1
5378126,40,0,0,0,1
5381343,40,0,0,0,1
5387517,40,0,0,0,1
5390903,40,0,0,0,1
5393088,40,0,0,0,1
5408712,40,0,0,0,1
5410559,40,0,0,0,1
5412653,40,0,0,0,1
5413455,40,0,0,0,1
5422019,40,0,0,0,1
5429753,40,0,0,0,1
5437172,40,0,0,0,1
5438193,40,0,0,0,1
5439641,40,0,0,0,1
5440574,40,0,0,0,1
5442881,40,0,0,0,1
5445254,40,0,0,0,1
5445790,40,1,0,0,0
5452728,40,0,1,0,0
5455410,40,0,0,0,1
5457151,40,0,0,0,1
5458180,40,0,0,0,1
5461144,40,0,0,0,1
5461373,40,0,0,0,1
5461375,40,0,0,0,1
5469274,40,0,0,0,1
5470347,40,0,0,0,1
5472069,40,0,0,0,1
5481547,40,0,0,0,1
5483315,40,0,0,0,1
5488292,40,0,0,1,0
5490128,40,1,0,0,0
5496864,40,0,0,0,1
5498714,40,0,0,0,1
5499320,40,0,0,0,1
5500833,40,0,0,0,1
5507051,40,0,0,0,1
5511969,40,0,0,0,1
5511990,40,0,0,0,1
5513950,40,0,0,0,1
5520737,40,0,0,0,1
5522713,40,0,0,0,1
5526373,40,0,0,0,1
5526971,40,0,0,1,1
5527498,40,0,0,0,1
5529961,40,0,0,0,1
5531170,40,1,0,0,0
5538682,40,0,0,0,1
5539369,40,0,0,0,1
5540467,40,0,0,1,1
5542306,40,0,0,0,1
5544947,40,0,0,0,1
5549167,40,0,0,0,1
5549801,40,0,0,0,1
5556311,40,0,0,0,1
5558059,40,0,0,0,1
5564276,40,0,0,0,1
5565830,40,0,0,0,1
5567611,40,0,0,0,1
5569374,40,0,0,0,1
5577333,40,0,0,0,1
5577532,40,0,0,0,1
5580840,40,0,0,0,1
5581651,40,0,0,0,1
5582667,40,0,0,0,1
5583592,40,0,0,0,1
5585149,40,0,1,0,0
5589056,40,0,0,1,0
5589279,40,0,0,0,1
5595161,40,0,0,0,1
5596916,40,0,0,0,1
5599688,40,0,0,0,1
5601077,40,0,0,0,0
5601123,40,0,0,0,1
5602399,40,0,0,0,1
5605510,40,0,0,0,1
5613395,40,0,0,0,1
5617009,40,0,0,1,0
5619604,40,0,0,0,1
5627507,40,0,0,0,1
5627869,40,0,0,0,1
5630694,40,0,0,0,1
5631003,40,0,0,0,1
5641446,40,1,0,0,0
5652205,40,0,0,0,1
5662729,40,0,0,0,1
5671429,40,0,0,0,1
5679237,40,0,0,1,0
5679565,40,0,0,0,1
5681241,40,0,0,0,1
5681312,40,0,0,0,1
5683295,40,0,0,1,1
5684264,40,0,0,0,1
5687364,40,0,0,0,1
5692791,40,0,0,0,1
5700692,40,0,0,0,1
5708294,40,1,0,0,0
5716638,40,0,0,0,1
5720570,40,0,0,0,1
5724756,40,0,0,0,1
5725745,40,0,0,0,1
5726666,40,0,0,1,1
5733489,40,0,0,0,1
5735784,40,0,0,0,1
5739015,40,0,0,0,1
5739334,40,0,0,0,1
5748794,40,0,0,0,1
5749885,40,0,0,0,1
5750333,40,0,0,0,1
5751568,40,0,0,0,1
5757840,40,0,0,0,1
5759904,40,0,0,0,1
5763112,40,0,0,0,1
5772819,40,0,0,0,1
5780933,40,0,0,0,1
5780943,40,0,0,0,1
5781283,40,0,0,0,1
5783205,40,0,0,0,1
5783823,40,0,0,0,1
5785426,40,0,0,0,1
5786370,40,0,0,0,1
5788162,40,0,0,0,1
5790249,40,0,0,0,1
5792116,40,0,0,0,1
5795522,40,0,0,0,1
5801665,40,0,0,0,1
5803857,40,0,0,0,1
5817016,40,0,0,0,1
5817501,40,0,0,0,1
5818652,40,0,0,0,1
5820620,40,0,0,0,1
5824839,40,0,0,0,1
5825823,40,0,0,0,1
5825953,40,0,0,0,1
5827482,40,0,0,0,1
5827920,40,0,0,0,1
5828764,40,0,0,0,1
5830950,40,0,0,0,1
5831181,40,0,0,0,1
5834768,40,0,0,1,1
5841565,40,0,0,0,1
5842178,40,0,0,0,1
5842244,40,0,0,0,1
5845492,40,0,0,0,1
5846771,40,0,0,0,1
5848349,40,0,0,0,1
5851979,40,0,0,0,1
5852434,40,0,0,0,1
5853059,40,0,0,0,1
5856489,40,0,0,0,1
5860600,40,0,0,0,1
5862160,40,0,0,0,1
5865251,40,0,0,0,1
5869895,40,0,0,1,1
5869925,40,0,0,0,1
5875964,40,0,0,0,1
5876838,40,0,0,0,1
5877874,40,0,0,0,1
5879330,40,0,0,0,1
5882971,40,0,0,0,1
5884723,40,0,0,0,1
5885148,40,0,0,0,1
5885533,40,0,0,0,1
5886452,40,0,0,0,1
5888361,40,0,0,0,1
5890047,40,0,0,0,1
5892230,40,0,0,0,1
5893243,40,0,0,0,1
5894025,40,0,0,0,1
5894825,40,0,0,0,1
5907368,40,0,0,0,1
5909324,40,0,1,0,0
5910766,40,0,0,0,1
5914896,40,0,0,0,1
5919584,40,0,0,0,1
5922091,40,0,0,1,1
5922269,40,0,0,0,1
5922932,40,0,0,0,1
5926913,40,0,0,0,1
5928668,40,0,0,0,1
5932627,40,0,0,0,1
5935995,40,0,0,1,1
5938635,40,1,0,0,0
5940956,40,0,0,0,1
5943244,40,0,0,0,1
5948635,40,0,0,0,1
5951795,40,0,0,0,1
5953661,40,0,0,0,1
5956797,40,0,0,0,1
5963647,40,0,0,0,1
5967687,40,0,0,0,1
5972499,40,0,0,0,1
5973773,40,0,1,0,0
5974629,40,0,0,0,1
5980162,40,0,0,0,1
5984003,40,0,0,0,1
5988504,40,0,0,0,1
5991766,40,0,0,0,1
5995407,40,0,0,0,1
6000774,40,0,0,0,1
6004361,40,0,0,0,1
6005020,40,0,0,0,1
6011852,40,0,0,0,1
6013131,40,0,0,0,1
6018573,40,0,0,0,1
6020015,40,0,0,0,1
6020714,40,0,0,0,1
6021830,40,0,0,0,1
6022021,40,0,0,0,1
6024220,40,0,0,0,1
6025259,40,0,0,0,1
6027360,40,0,0,0,1
6030443,40,0,0,0,1
6030802,40,0,1,0,0
6032598,40,0,0,0,1
6034881,40,0,0,0,1
6037132,40,0,0,0,1
6040179,40,0,0,0,1
6042679,40,0,0,0,1
6043201,40,0,0,0,1
6058833,40,0,0,0,1
6075812,40,0,0,0,1
6076783,40,0,0,0,1
6077175,40,0,0,0,1
6079042,40,0,0,0,1
6086339,40,0,0,1,1
6087231,40,0,0,0,1
6090335,40,0,0,0,1
6091961,40,0,0,0,1
6094210,40,0,0,0,1
6097084,40,0,0,1,1
6100654,40,0,0,0,1
6100840,40,0,0,0,1
6105731,40,0,0,0,1
6110183,40,0,0,0,1
6110556,40,0,0,1,1
6118293,40,0,0,0,1
6121202,40,0,0,0,1
6122852,40,0,0,0,1
6128627,40,0,0,0,1
6131646,40,0,0,0,1
6131945,40,0,0,0,1
6145979,40,0,0,0,1
6151995,40,0,0,0,1
6152064,40,0,0,0,1
6152258,40,0,0,0,1
6153843,40,0,0,0,1
6164913,40,0,0,0,1
6166581,40,0,0,0,1
6169527,40,0,0,0,1
6173906,40,0,0,0,1
6175216,40,0,0,0,1
6181091,40,0,0,0,1
6188847,40,0,0,0,1
6189945,40,0,0,0,1
6201070,40,0,0,0,1
6206743,40,0,0,0,1
6210527,40,0,0,0,1
6211392,40,0,0,0,1
6216123,40,0,0,0,1
6218385,40,0,0,0,1
6218573,40,0,0,0,1
6220216,40,0,0,0,1
6227538,40,0,0,0,1
6230390,40,0,0,0,1
6230947,40,0,0,0,1
6234254,40,0,0,0,1
6242151,40,0,0,0,1
6247713,40,0,0,0,1
6257201,40,0,0,0,1
6269889,40,0,0,0,1
6270627,40,0,0,0,1
6270654,40,0,0,0,1
6271711,40,0,0,0,1
6271901,40,0,0,0,1
6273585,40,0,0,0,1
6276976,40,0,0,0,1
6282478,40,0,0,0,1
6282756,40,0,0,0,1
6285574,40,0,0,0,1
6291194,40,0,0,0,1
6297558,40,0,0,0,1
6300246,40,0,0,0,1
6301221,40,0,0,0,1
6301872,40,0,0,0,1
6305151,40,0,0,0,1
6306470,40,0,0,0,1
6312286,40,1,0,0,0
6316483,40,0,0,0,1
6321250,40,0,0,0,1
6322573,40,0,0,0,1
6324836,40,0,0,0,1
6324838,40,0,0,0,1
6329227,40,0,0,0,1
6336164,40,0,0,0,1
6345772,40,0,0,0,1
6352490,40,0,0,0,1
6355303,40,0,0,0,1
6355663,40,1,0,0,0
6362280,40,0,0,0,1
6362464,40,0,0,0,1
6363650,40,0,0,0,1
6364320,40,0,0,0,1
6373297,40,0,0,0,1
6373796,40,0,0,1,1
6378497,40,0,0,0,1
6379732,40,0,0,0,1
6379907,40,0,0,0,1
6380246,40,0,0,0,1
6381635,40,0,0,0,1
6386101,40,0,1,0,0
6386146,40,0,0,1,1
6386204,40,0,0,1,1
6387741,40,0,0,0,1
6389222,40,0,0,0,1
6391365,40,0,0,0,1
6402484,40,0,0,0,1
6405427,40,0,0,0,1
6412670,40,0,0,0,1
6415710,40,0,0,0,1
6418967,40,0,0,0,1
6419375,40,0,0,0,1
6422599,40,0,0,0,1
6422919,40,0,0,0,1
6430031,40,0,0,0,1
6431856,40,0,0,0,1
6438748,40,0,0,0,1
6440649,40,0,0,1,0
6447790,40,0,0,1,0
6449957,40,0,0,0,1
6450265,40,0,0,0,1
6452596,40,0,0,0,1
6461491,40,0,0,0,1
6462013,40,0,0,0,1
6465564,40,0,0,0,1
6467861,40,0,0,0,1
6470424,40,0,0,0,1
6472513,40,0,0,0,1
6479748,40,0,0,0,1
6480757,40,0,0,0,1
6483932,40,0,0,0,1
6488732,40,1,0,0,0
6490264,40,0,0,1,0
6490621,40,0,0,0,1
6492093,40,0,0,0,1
6497938,40,0,0,0,1
6501007,40,0,0,0,1
6503130,40,0,0,0,1
6504028,40,0,0,0,1
6505693,40,0,0,0,1
6506689,40,0,0,0,1
6507253,40,0,0,0,1
6511537,40,0,0,0,1
6511879,40,0,0,0,1
6520589,40,1,0,0,0
6521217,40,0,0,0,1
6521434,40,0,0,0,1
6525289,40,0,0,0,1
6527168,40,0,0,0,1
6527335,40,0,1,0,0
6533758,40,0,0,0,1
6539880,40,0,0,1,1
6547772,40,0,0,0,1
6550440,40,0,1,0,0
6551028,40,0,0,0,1
6552012,40,0,0,0,1
6552244,40,0,0,0,1
6552521,40,0,0,0,1
6553858,40,0,0,0,1
6564134,40,0,0,0,1
6566341,40,0,0,0,1
6572767,40,0,0,0,1
6577685,40,0,0,0,1
6587138,40,0,0,0,1
6598158,40,0,0,0,1
6601646,40,0,0,0,1
6615580,40,0,0,0,1
6618376,40,0,0,0,1
6620864,40,0,0,0,1
6622209,40,0,0,1,0
6622429,40,0,0,0,1
6626789,40,0,0,0,1
6627627,40,0,0,0,1
6630239,40,0,0,0,1
6630822,40,0,0,0,1
6631518,40,0,0,0,1
6634597,40,0,0,0,1
6643793,40,0,0,0,1
6647107,40,0,0,0,1
6649902,40,0,0,1,1
6650532,40,0,0,1,1
6662612,40,0,0,0,1
6667224,40,0,0,0,1
6667625,40,0,0,0,1
6669867,40,0,0,0,1
6669914,40,1,0,0,0
6671598,40,0,0,0,1
6685068,40,0,0,0,1
6685266,40,0,0,0,1
6692213,40,0,0,0,1
6693591,40,0,0,0,1
6694538,40,0,0,0,1
6695296,40,0,0,0,1
6700047,40,0,0,0,1
6706616,40,0,0,0,1
6710163,40,0,0,0,1
6710217,40,0,0,0,1
6710758,40,0,0,0,1
6711288,40,0,0,0,1
6712284,40,0,0,0,1
6716122,40,0,0,0,1
6718679,40,0,0,0,1
6719861,40,0,0,0,1
6722181,40,0,0,0,1
6732204,40,0,0,0,1
6732761,40,0,0,0,1
6732899,40,0,0,0,1
6734417,40,0,0,0,1
6739190,40,0,0,0,1
6741100,40,0,0,0,1
6743517,40,0,0,0,1
6745569,40,0,0,0,1
6750098,40,0,0,0,1
6750611,40,0,0,0,1
6754129,40,0,0,0,1
6758563,40,0,0,0,1
6758873,40,0,0,0,1
6759848,40,0,0,0,0
6760187,40,0,0,0,1
6762839,40,0,0,1,1
6763568,40,0,0,0,1
6763699,40,0,0,0,1
6763968,40,0,0,0,1
6767075,40,0,0,0,1
6767510,40,0,0,0,1
6773127,40,0,0,0,1
6776078,40,0,0,0,1
6779614,40,0,0,0,1
6780293,40,0,0,0,1
6780387,40,0,0,0,1
6784542,40,0,1,0,0
6785639,40,0,0,0,1
6786241,40,0,0,0,1
6787280,40,0,0,0,1
6787455,40,0,0,0,1
6790012,40,0,0,0,1
6793345,40,0,0,1,0
6795089,40,0,0,0,0
6799046,40,0,0,0,1
6800145,40,0,0,0,1
6801393,40,0,0,0,1
6813641,40,0,0,0,1
6814712,40,0,0,0,1
6816719,40,0,0,0,1
6830990,40,0,0,0,1
6831822,40,0,0,0,1
6833681,40,0,0,0,1
6840151,40,0,0,0,1
6850063,40,0,0,0,1
6851786,40,0,0,0,1
6852848,40,0,0,0,1
6859622,40,0,0,0,1
6862252,40,0,0,0,1
6863732,40,0,1,0,1
6865085,40,0,0,0,1
6865655,40,0,0,0,1
6866927,40,0,0,0,1
6881000,40,0,0,0,1
6882804,40,0,0,1,1
6887502,40,0,0,0,1
6887760,40,0,0,0,1
6889583,40,0,0,0,1
6898310,40,0,0,0,1
6902409,40,0,0,0,1
6904338,40,0,0,0,1
6912792,40,0,0,0,1
6915815,40,0,0,0,1
6915953,40,0,0,0,1
6920714,40,0,0,0,1
6924064,40,0,0,0,1
6928368,40,0,0,0,1
6929494,40,0,0,0,1
6930075,40,0,0,0,1
6930413,40,0,0,0,1
6930875,40,0,0,0,1
6930897,40,0,0,0,1
6933973,40,0,0,0,1
6937718,40,0,0,0,1
6941915,40,0,0,0,1
6952085,40,0,0,0,1
6953554,40,0,0,0,1
6955922,40,1,0,0,0
6958904,40,0,0,0,1
6962682,40,0,0,0,1
6982029,40,0,0,0,1
6983783,40,0,0,0,1
6985851,40,0,0,0,1
6986041,40,0,0,0,1
6986107,40,0,0,0,1
6986177,40,0,0,0,1
6993723,40,0,0,0,1
6994138,40,0,1,0,0
6996830,40,0,0,0,1
7003020,40,0,0,0,1
7008108,40,0,0,0,1
7008221,40,0,0,0,1
7010285,40,0,0,0,1
7010446,40,0,0,0,1
7014349,40,0,0,0,1
7014726,40,0,0,0,1
7016375,40,0,0,0,1
7018744,40,0,1,0,0
7027955,40,0,0,0,1
7033828,40,0,0,0,1
7037973,40,0,0,0,1
7041820,40,0,0,0,1
7044125,40,0,0,0,1
7046517,40,0,0,0,1
7047209,40,0,0,0,1
7049190,40,0,0,0,1
7050795,40,0,0,0,1
7058863,40,0,0,0,1
7062199,40,0,0,0,1
7064079,40,0,0,0,1
7066370,40,0,0,0,1
7067654,40,0,0,0,1
7068058,40,0,1,0,0
7069201,40,0,0,0,1
7069445,40,0,0,1,1
7078834,40,0,0,0,1
7084568,40,0,0,0,1
7093832,40,0,0,0,1
7095205,40,0,0,0,1
7097913,40,0,0,0,1
7106267,40,0,0,0,1
7109375,40,0,0,0,1
7109766,40,0,0,0,1
7110175,40,0,0,0,1
7111210,40,0,0,0,1
7114069,40,0,0,0,1
7127915,40,0,0,0,1
7131168,40,0,0,0,1
7134339,40,0,0,0,1
7137361,40,0,0,0,1
7138271,40,0,0,0,1
7147559,40,0,0,0,1
7148664,40,0,0,0,1
7156699,40,0,0,0,0
7157636,40,0,0,0,1
7161984,40,0,0,0,1
7171805,40,0,0,0,1
7172244,40,0,0,0,1
7177009,40,0,0,0,1
7179903,40,0,0,0,1
7181567,40,0,0,0,1
7182634,40,0,0,0,1
7191775,40,0,0,0,1
7192158,40,0,0,0,1
7199164,40,0,0,0,1
7201739,40,1,0,0,0
7205886,40,0,0,0,1
7208724,40,0,0,0,1
7213531,40,0,0,0,1
7215042,40,0,0,0,1
7215156,40,0,0,0,1
7219333,40,0,0,0,1
7224036,40,0,0,0,1
7232030,40,0,0,0,1
7234458,40,0,0,0,1
7236181,40,0,0,0,1
7236352,40,0,0,0,1
7243999,40,0,0,0,1
7246568,40,0,0,0,1
7247211,40,0,0,0,1
7248633,40,0,0,0,1
7253089,40,0,0,0,1
7257088,40,0,0,0,1
7259854,40,0,0,0,1
7261228,40,0,0,0,1
7268849,40,0,0,0,1
7269357,40,0,0,0,1
7279257,40,1,0,0,0
7285744,40,0,0,0,1
7285886,40,0,0,0,1
7289604,40,0,0,0,1
7290180,40,0,0,0,1
7293551,40,0,0,0,1
7294221,40,0,0,0,1
7296934,40,0,0,0,1
7297002,40,0,0,0,1
7302146,40,0,0,0,1
7303722,40,0,0,0,1
7308180,40,0,0,0,1
7310056,40,0,0,0,1
7312096,40,0,0,0,1
7315865,40,0,0,0,1
7316258,40,0,0,0,1
7318475,40,0,0,0,1
7318691,40,0,0,0,1
7326991,40,0,0,0,1
7329502,40,0,0,0,1
7330975,40,1,0,0,0
7330992,40,0,0,1,0
7336073,40,0,0,1,0
7344051,40,0,0,0,1
7350369,40,0,0,0,1
7353178,40,0,0,0,1
7354057,40,0,0,0,1
7354546,40,0,0,0,1
7356528,40,0,0,0,1
7363736,40,0,0,0,1
7368823,40,0,0,0,1
7371666,40,0,0,0,1
7374426,40,0,0,0,1
7385692,40,0,0,0,1
7387158,40,0,0,0,1
7389101,40,0,0,0,1
7390163,40,0,0,0,1
7391464,40,0,0,1,1
7399314,40,0,0,0,1
7401408,40,0,0,0,1
7404449,40,0,0,0,1
7406800,40,0,0,0,1
7412765,40,0,0,0,1
7414044,40,0,0,0,1
7416678,40,0,0,0,1
7421583,40,0,0,1,1
7433577,40,0,0,0,1
7437590,40,0,0,0,1
7439203,40,0,0,0,1
7445954,40,0,0,0,1
7446922,40,0,0,0,1
7450183,40,0,0,0,1
7453122,40,0,0,0,1
7456312,40,0,0,1,0
7458328,40,0,0,0,1
7459182,40,0,0,0,1
7459347,40,0,0,0,1
7464372,40,0,0,0,1
7472774,40,0,0,0,1
7473283,40,0,0,0,1
7474787,40,0,0,0,1
7477095,40,0,0,0,1
7477266,40,0,0,0,1
7486164,40,0,0,0,1
7489365,40,0,0,0,1
7490821,40,0,0,0,1
7492961,40,0,0,1,1
7495265,40,0,0,0,1
7499949,40,0,0,0,1
7506035,40,0,0,0,1
7507489,40,0,0,0,1
7511970,40,0,0,1,1
7512573,40,1,0,0,0
7513570,40,0,0,0,1
7515518,40,0,0,0,1
7517666,40,0,0,0,1
7521655,40,0,0,0,1
7524088,40,0,0,0,1
7524983,40,0,0,0,1
7530420,40,0,0,0,1
7530667,40,0,0,0,1
7534291,40,0,0,1,1
7537579,40,0,0,0,1
7552743,40,0,0,0,1
7554342,40,0,0,0,1
7560799,40,0,0,0,1
7560846,40,0,0,0,1
7563041,40,0,0,0,1
7565574,40,0,0,0,1
7569847,40,0,0,0,1
7576276,40,0,0,0,1
7576621,40,0,0,0,1
7586431,40,0,0,0,1
7590398,40,0,0,0,1
7592604,40,0,0,0,1
7598607,40,0,0,0,1
7601217,40,0,0,0,1
7605403,40,0,0,0,1
7607174,40,0,0,0,1
7614897,40,0,0,0,1
7616912,40,1,0,0,0
7623000,40,0,0,0,1
7627179,40,0,0,0,1
7635958,40,0,0,0,1
7643200,40,0,0,0,1
7643299,40,0,0,0,1
7646479,40,0,0,0,1
7647296,40,0,0,0,1
7647804,40,0,0,0,1
7648424,40,0,0,0,1
7651112,40,0,0,0,1
7651599,40,0,0,0,1
7651804,40,0,0,1,1
7654413,40,0,0,0,1
7663596,40,0,0,0,1
7670562,40,0,0,0,1
7674864,40,0,0,0,1
7675154,40,1,0,0,0
7677046,40,0,0,0,1
7694345,40,0,0,0,1
7695601,40,0,0,0,1
7696128,40,0,0,0,1
7696548,40,0,0,0,1
7696768,40,0,0,0,1
7698880,40,0,0,0,1
7701938,40,0,0,0,1
7702518,40,0,0,0,1
7711123,40,0,0,0,1
7720211,40,0,0,0,1
7725888,40,0,0,0,1
7727431,40,0,0,0,1
7747598,40,0,0,0,1
7747787,40,0,0,0,1
7747932,40,0,0,0,1
7753608,40,0,0,0,1
7757017,40,0,0,0,1
7773202,40,0,0,0,1
7775194,40,0,0,0,1
7778269,40,0,0,0,1
7786257,40,0,0,0,1
7787219,40,0,0,0,1
7787808,40,0,0,0,1
7788501,40,0,0,0,1
7808040,40,0,0,0,1
7820549,40,0,0,0,1
7820990,40,0,0,0,1
7821488,40,0,0,0,1
7837032,40,0,0,0,1
7843270,40,0,0,0,1
7845803,40,0,0,0,1
7846328,40,0,0,0,1
7847560,40,0,0,0,1
7850735,40,0,0,0,1
7852864,40,0,0,0,1
7857337,40,0,0,0,1
7867853,40,0,0,0,1
7870034,40,0,0,0,1
7875791,40,0,0,0,1
7880944,40,1,0,0,0
7881004,40,0,0,0,1
7892335,40,0,0,0,1
7897852,40,1,0,0,0
7900041,40,0,0,0,1
7903479,40,0,1,0,0
7903698,40,0,0,1,1
7904022,40,0,0,0,1
7910183,40,0,0,0,1
7914874,40,0,0,0,1
7917259,40,0,0,0,1
7925866,40,0,0,0,1
7925966,40,1,0,1,1
7933445,40,0,0,0,1
7934662,40,0,0,0,1
7937578,40,0,0,0,1
7940230,40,0,0,0,1
7941471,40,0,0,0,1
7943500,40,0,0,0,1
7945087,40,0,0,0,1
7946031,40,0,0,0,1
7947112,40,0,0,0,1
7948405,40,0,0,0,1
7956479,40,0,0,0,1
7958423,40,0,0,0,1
7962851,40,0,0,0,1
7972495,40,0,0,0,1
7980144,40,0,0,0,1
7983993,40,0,0,0,1
7985483,40,0,0,0,1
7992832,40,0,0,0,1
7995615,40,0,0,0,1
7997183,40,0,0,0,1
8001375,40,0,0,0,1
8002874,40,0,0,0,1
8007746,40,0,0,0,1
8012607,40,0,0,0,1
8014119,40,0,0,0,1
8021757,40,0,0,0,1
8025882,40,0,0,0,1
8026598,40,1,0,0,1
8033323,40,0,0,0,1
8038095,40,0,0,0,1
8039920,40,0,0,0,1
8050010,40,0,0,0,1
8051259,40,0,0,1,0
8054454,40,0,0,0,1
8057945,40,0,0,0,1
8062310,40,0,0,0,1
8067095,40,1,0,0,1
8073127,40,0,0,0,1
8077023,40,0,0,0,1
8080303,40,0,0,0,1
8080448,40,0,0,0,1
8081293,40,0,1,0,0
8084443,40,0,0,0,1
8090657,40,0,0,0,1
8092867,40,0,0,0,1
8093266,40,0,0,0,1
8097034,40,0,0,0,1
8104470,40,0,0,0,1
8108134,40,0,0,0,1
8110783,40,1,0,0,0
8115125,40,0,0,0,1
8115256,40,1,0,0,0
8121855,40,0,0,0,1
8124543,40,0,0,0,1
8128598,40,0,0,0,1
8134187,40,1,0,0,0
8137477,40,0,0,0,1
8140400,40,0,1,0,0
8147740,40,1,0,0,1
8150796,40,0,0,0,1
8151915,40,0,0,0,1
8152685,40,0,0,0,1
8156386,40,0,0,0,1
8168342,40,0,0,0,1
8174245,40,0,0,0,1
8174650,40,0,0,0,1
8176792,40,1,0,0,0
8187779,40,0,0,0,1
8196742,40,0,0,0,1
8206771,40,0,0,0,1
8207369,40,0,0,0,1
8207818,40,0,0,0,1
8208212,40,0,0,0,1
8211179,40,0,0,0,1
8213132,40,0,0,0,1
8216124,40,0,0,0,1
8229194,40,0,0,0,1
8233256,40,0,0,0,1
8236444,40,0,0,0,1
8239646,40,0,0,0,1
8240075,40,0,0,0,1
8241878,40,0,0,0,1
8242943,40,0,0,1,1
8247628,40,0,0,0,1
8251766,40,0,0,0,1
8261010,40,0,0,0,1
8261213,40,0,0,0,1
8272645,40,0,0,0,1
8274521,40,0,0,0,1
8277821,40,0,0,0,1
8280226,40,0,0,0,1
8281790,40,0,0,0,1
8283929,40,0,0,0,1
8295304,40,0,0,0,1
8295657,40,0,0,0,1
8298465,40,0,0,0,1
8299703,40,1,0,0,0
8305298,40,0,0,0,1
8307537,40,0,0,0,1
8308615,40,1,0,0,0
8313152,40,0,0,0,1
8313264,40,0,0,0,1
8315426,40,0,0,1,1
8316151,40,0,0,0,1
8318229,40,0,0,0,1
8318931,40,0,0,0,1
8319717,40,0,0,0,1
8321791,40,0,0,0,1
8322045,40,0,0,0,1
8322796,40,0,0,0,1
8322948,40,0,0,0,1
8325697,40,0,0,0,1
8325975,40,0,0,0,1
8326939,40,0,0,1,0
8327232,40,0,0,0,1
8329675,40,0,0,0,1
8335068,40,0,0,0,1
8351923,40,0,0,0,1
8353376,40,0,0,0,1
8368031,40,0,0,0,1
8370448,40,0,0,0,1
8378760,40,0,0,0,1
8381734,40,0,0,0,1
8382406,40,0,0,0,1
8382969,40,0,0,0,1
8392738,40,0,0,0,1
8394463,40,0,0,0,1
8395329,40,0,0,0,1
8399333,40,0,0,0,1
8410218,40,0,0,0,1
8410700,40,0,0,0,1
8411496,40,0,0,0,0
8411830,40,0,0,0,1
8412144,40,0,0,0,1
8413587,40,0,0,1,0
8413741,40,1,0,0,0
8427820,40,0,0,0,1
8435575,40,1,0,0,0
8435821,40,0,0,0,1
8437484,40,0,0,0,1
8439486,40,0,0,0,1
8441564,40,1,0,0,0
8443793,40,0,0,0,1
8445522,40,0,0,0,1
8461968,40,0,0,0,1
8464624,40,0,0,0,1
8470262,40,0,0,0,1
8475368,40,0,0,0,1
8480625,40,0,0,0,1
8481357,40,0,0,0,1
8486054,40,0,0,0,1
8492168,40,0,0,0,1
8495370,40,0,0,0,1
8503353,40,0,0,0,1
8503856,40,0,0,1,1
8509880,40,0,1,0,0
8519237,40,0,0,0,1
8519581,40,0,0,0,1
8520801,40,0,0,0,1
8521877,40,0,0,0,1
8524891,40,0,0,0,1
8525220,40,0,0,0,1
8525871,40,0,0,0,1
8530829,40,0,0,0,1
8540192,40,0,0,0,1
8540846,40,0,0,0,1
8549310,40,0,0,0,1
8553983,40,0,0,0,1
8555227,40,0,0,0,1
