tmnode_id,embarcadero,pacheights,stanford
397,42.7690010071,75.0,13.4280004501
398,42.5519981384,75.0,13.4239997864
399,44.4039993286,75.0,15.2760000229
400,44.358001709,75.0,15.2299995422
401,42.21900177,75.0,12.8680000305
402,43.0429992676,75.0,13.845000267
403,46.2019996643,75.0,16.8509998322
404,49.827999115,75.0,20.4769992828
405,48.0159988403,75.0,22.8500003815
406,47.5660018921,75.0,22.6620006561
407,49.4980010986,75.0,22.6520004272
408,50.6599998474,75.0,21.3090000153
409,49.4760017395,75.0,21.2789993286
410,49.8489990234,75.0,23.0839996338
411,48.1520004272,75.0,20.9619998932
412,49.0439987183,75.0,20.7569999695
413,49.5839996338,75.0,20.2329998016
414,49.6430015564,75.0,20.2919998169
415,47.5540008545,75.0,18.4260005951
416,50.5519981384,75.0,21.2010002136
417,48.4020004272,75.0,19.2740001678
418,46.7220001221,75.0,17.4160003662
419,46.1170005798,75.0,16.7660007477
420,47.638999939,75.0,18.2880001068
421,45.1689987183,75.0,16.0410003662
422,44.9819984436,75.0,15.7869997025
423,47.0550003052,75.0,17.9270000458
424,45.75,75.0,16.6219997406
425,45.2229995728,75.0,16.0949993134
426,45.6990013123,75.0,16.5709991455
427,47.0390014648,75.0,17.9109992981
428,47.0839996338,75.0,17.9559993744
429,47.1809997559,75.0,18.0359992981
430,48.3989982605,75.0,19.2709999084
431,48.7890014648,75.0,19.6609992981
432,50.2910003662,75.0,21.1630001068
433,50.6160011292,75.0,21.4880008698
434,51.8650016785,75.0,22.7369995117
435,50.5419998169,75.0,22.5949993134
436,51.4949989319,75.0,22.3670005798
437,50.1059989929,75.0,20.9780006409
438,49.3019981384,75.0,19.9510002136
439,51.2229995728,75.0,21.8719997406
440,51.2779998779,75.0,21.4720001221
441,50.5180015564,75.0,21.3899993896
442,49.4160003662,75.0,20.0650005341
443,48.6780014038,75.0,19.5499992371
444,48.3190002441,75.0,19.1909999847
445,50.6069984436,75.0,21.3560009003
446,48.2509994507,75.0,18.9099998474
447,49.5480003357,75.0,20.2070007324
448,48.9620018005,75.0,19.8229999542
449,49.2560005188,75.0,20.1170005798
450,46.9640007019,75.0,17.6229991913
451,46.7700004578,75.0,17.6310005188
452,47.9350013733,75.0,18.5839996338
453,47.1090011597,75.0,17.8330001831
454,48.0870018005,75.0,17.1219997406
455,47.9550018311,75.0,18.5100002289
456,49.8470001221,75.0,18.5849990845
457,50.4399986267,75.0,18.922000885
458,51.2400016785,75.0,20.3799991608
459,51.7700004578,75.0,20.2789993286
460,50.4869995117,75.0,18.9960002899
461,53.125,75.0,22.2549991608
462,52.3160018921,75.0,20.7980003357
463,53.0369987488,75.0,22.7590007782
464,52.4269981384,75.0,23.2989997864
465,53.1069984436,75.0,23.2600002289
466,53.9010009766,75.0,24.6200008392
467,55.2770004272,75.0,23.7859992981
468,55.6969985962,75.0,24.2059993744
469,57.0589981079,75.0,25.5680007935
470,54.5359992981,75.0,23.0450000763
471,53.547000885,75.0,22.6539993286
472,53.9440002441,75.0,22.452999115
473,55.0349998474,75.0,23.5440006256
474,56.8680000305,75.0,25.3770008087
475,55.8240013123,75.0,24.3330001831
476,53.0820007324,75.0,21.5909996033
477,52.9710006714,75.0,21.4799995422
478,53.5029983521,75.0,22.0119991302
479,51.8839988708,75.0,20.392999649
480,53.5209999084,75.0,22.5669994354
481,52.4420013428,75.0,21.4880008698
482,51.1520004272,75.0,20.1979999542
483,52.2340011597,75.0,21.4200000763
484,51.2439994812,75.0,20.172000885
485,51.1010017395,75.0,19.5830001831
486,49.4790000916,75.0,18.3309993744
487,48.2150001526,75.0,17.0590000153
488,47.8959999084,75.0,15.9359998703
489,51.9179992676,75.0,21.0569992065
490,48.5690002441,75.0,17.6149997711
491,49.8829994202,75.0,18.9290008545
492,50.6189994812,75.0,19.8050003052
493,53.7319984436,75.0,22.9179992676
494,53.5540008545,75.0,22.7399997711
495,54.3740005493,75.0,23.5599994659
496,56.8650016785,75.0,26.0510005951
497,54.5040016174,75.0,23.6900005341
498,52.6870002747,75.0,21.7329998016
499,55.5760002136,75.0,24.0849990845
500,57.2949981689,75.0,26.3409996033
501,57.1710014343,75.0,25.6800003052
502,57.2200012207,75.0,25.7290000916
503,57.7859992981,75.0,26.2950000763
504,57.9410018921,75.0,26.4500007629
505,57.8510017395,75.0,26.8969993591
506,57.7540016174,75.0,26.7999992371
507,57.2659988403,75.0,26.454000473
508,55.7220001221,75.0,24.9099998474
509,58.5979995728,75.0,27.7859992981
510,59.702999115,75.0,28.7490005493
511,59.7290000916,75.0,28.9169998169
512,65.9700012207,75.0,35.158000946
513,59.8989982605,75.0,28.9449996948
514,61.5979995728,75.0,30.6439990997
515,58.1800003052,75.0,27.3680000305
516,57.8269996643,75.0,27.0149993896
517,59.8349990845,75.0,28.8810005188
518,56.2529983521,75.0,25.2989997864
519,56.7540016174,75.0,25.7999992371
520,58.5620002747,75.0,27.6079998016
521,57.6629981995,75.0,26.7089996338
522,59.0209999084,75.0,28.0669994354
523,60.9020004272,75.0,29.7119998932
524,61.2350006104,75.0,29.7439994812
525,58.5620002747,75.0,29.4340000153
526,58.5239982605,75.0,29.1340007782
527,55.8269996643,75.0,26.6989994049
528,56.9659996033,75.0,26.7119998932
529,58.3590011597,75.0,26.8680000305
530,57.2200012207,75.0,25.7290000916
531,57.7379989624,75.0,26.2469997406
532,56.6730003357,75.0,25.1819992065
533,56.141998291,75.0,24.6509990692
534,56.9420013428,75.0,25.5049991608
535,54.3209991455,75.0,23.8439998627
536,55.4930000305,75.0,23.9750003815
537,55.516998291,75.0,25.5659999847
538,54.3689994812,75.0,25.25
539,51.90599823,75.0,23.6450004578
540,53.2260017395,75.0,25.1180000305
541,53.9710006714,75.0,24.8020000458
542,52.0200004578,75.0,24.2150001526
543,52.4350013733,75.0,24.3710002899
544,53.2200012207,75.0,24.107000351
545,51.483001709,75.0,22.3549995422
546,51.4970016479,75.0,23.6450004578
547,51.0699996948,75.0,22.9130001068
548,52.1990013123,75.0,23.9950008392
549,53.5509986877,75.0,25.0419998169
550,53.3549995422,75.0,25.1509990692
551,52.9539985657,75.0,24.9479999542
552,54.1959991455,75.0,26.1900005341
553,54.4809989929,75.0,26.4750003815
554,54.2350006104,75.0,26.0310001373
555,55.2980003357,75.0,26.5979995728
556,55.5089988708,75.0,26.5090007782
557,54.4770011902,75.0,25.8460006714
558,53.938999176,75.0,24.5879993439
559,55.7659988403,75.0,25.436000824
560,55.5289993286,75.0,25.875
561,55.5600013733,75.0,26.8700008392
562,56.5769996643,75.0,26.6970005035
563,57.6710014343,75.0,28.5219993591
564,57.8880004883,75.0,28.7600002289
565,60.5410003662,75.0,31.2479991913
566,60.5130004883,75.0,31.1620006561
567,58.8559989929,75.0,30.8500003815
568,58.841999054,75.0,30.8360004425
569,59.1450004578,75.0,31.138999939
570,60.1510009766,75.0,31.8999996185
571,61.1539993286,75.0,33.111000061
572,58.8779983521,75.0,30.8719997406
573,57.7999992371,75.0,29.7940006256
574,58.4720001221,75.0,30.4659996033
575,58.1240005493,75.0,30.1180000305
576,56.4879989624,75.0,28.482000351
577,56.138999939,75.0,28.1329994202
578,56.2070007324,75.0,28.2010002136
579,55.4029998779,75.0,27.3969993591
580,54.5890007019,75.0,26.5830001831
581,56.84400177,75.0,28.638999939
582,57.5880012512,75.0,29.3829994202
583,57.65599823,75.0,29.4510002136
584,57.2239990234,75.0,29.0189990997
585,55.2879981995,75.0,27.0830001831
586,56.7430000305,75.0,28.5380001068
587,56.4469985962,75.0,28.4409999847
588,56.2140007019,75.0,28.5270004272
589,55.2109985352,75.0,28.3500003815
590,55.4710006714,75.0,27.2660007477
591,54.4780006409,75.0,26.3120002747
592,54.2910003662,75.0,26.125
593,53.3129997253,75.0,25.1089992523
594,54.0880012512,75.0,25.8840007782
595,54.1290016174,75.0,27.0480003357
596,54.1640014648,75.0,28.1550006866
597,54.6599998474,75.0,26.9589996338
598,53.2120018005,75.0,26.4009990692
599,52.21900177,75.0,27.2409992218
600,52.2120018005,75.0,27.2000007629
601,51.9980010986,75.0,25.8969993591
602,50.8569984436,75.0,22.8899993896
603,50.3359985352,75.0,23.1809997559
604,48.9990005493,75.0,24.6630001068
605,49.638999939,75.0,25.3029994965
606,47.763999939,75.0,23.4740009308
607,47.486000061,75.0,22.8990001678
608,48.3790016174,75.0,23.7919998169
609,47.858001709,75.0,23.6170005798
610,47.436000824,75.0,22.8490009308
611,46.9449996948,75.0,22.3579998016
612,45.7610015869,75.0,25.2250003815
613,44.8860015869,75.0,24.8530006409
614,46.5149993896,75.0,25.736000061
615,50.2859992981,75.0,27.0160007477
616,48.4970016479,75.0,23.9099998474
617,48.3849983215,75.0,23.7980003357
618,52.9980010986,75.0,28.4109992981
619,50.4910011292,75.0,25.9039993286
620,50.2630004883,75.0,25.6760005951
621,50.1510009766,75.0,25.8600006104
622,51.8310012817,75.0,27.2439994812
623,53.125,75.0,28.5380001068
624,51.8790016174,75.0,27.422000885
625,52.75,75.0,28.1630001068
626,53.7569999695,75.0,29.1700000763
627,53.4309997559,75.0,28.8439998627
628,56.5690002441,75.0,31.982000351
629,56.3559989929,75.0,30.017999649
630,55.0089988708,75.0,29.7749996185
631,53.5550003052,75.0,28.968000412
632,54.6570014954,75.0,28.3190002441
633,55.1209983826,75.0,28.783000946
634,56.0190010071,75.0,29.158000946
635,56.3860015869,75.0,29.5249996185
636,57.0760002136,75.0,29.827999115
637,59.8629989624,75.0,33.1590003967
638,56.8069992065,75.0,29.3560009003
639,56.0110015869,75.0,28.5599994659
640,56.5629997253,75.0,29.1119995117
641,58.1570014954,75.0,30.7059993744
642,62.1759986877,75.0,34.7249984741
643,58.7929992676,75.0,31.341999054
644,59.3089981079,75.0,31.8579998016
645,59.608001709,75.0,32.1570014954
646,59.9640007019,75.0,32.1990013123
647,61.1730003357,75.0,33.3300018311
648,62.3540000916,75.0,34.1479988098
649,60.3170013428,75.0,32.1119995117
650,60.0820007324,75.0,31.8770008087
651,59.0960006714,75.0,30.8899993896
652,59.8349990845,75.0,31.6289997101
653,61.7939987183,75.0,33.5880012512
654,66.625,75.0,38.4189987183
655,61.9399986267,75.0,33.7340011597
656,62.0219993591,75.0,33.8160018921
657,63.4990005493,75.0,35.4920005798
658,64.1490020752,75.0,36.0480003357
659,63.1500015259,75.0,35.0489997864
660,64.8509979248,75.0,35.8810005188
661,63.561000824,75.0,34.7659988403
662,64.8460006714,75.0,35.8759994507
663,65.2369995117,75.0,35.4560012817
664,64.0059967041,75.0,34.8330001831
665,62.3489990234,75.0,33.1819992065
666,61.4510002136,75.0,33.4440002441
667,62.2799987793,75.0,32.4939994812
668,61.8300018311,75.0,33.5390014648
669,61.4580001831,75.0,33.4510002136
670,62.7340011597,75.0,34.483001709
671,61.5449981689,75.0,32.3600006104
672,60.7369995117,75.0,31.5520000458
673,62.3370018005,75.0,32.5509986877
674,63.1910018921,75.0,33.4049987793
675,62.8400001526,75.0,32.9189987183
676,61.5589981079,75.0,31.6380004883
677,59.827999115,75.0,30.3099994659
678,60.6679992676,75.0,31.375
679,60.03099823,75.0,30.5130004883
680,59.4970016479,75.0,30.3689994812
681,59.1209983826,75.0,29.9930000305
682,60.7929992676,75.0,30.2770004272
683,60.1119995117,75.0,29.1590003967
684,60.4739990234,75.0,29.5209999084
685,58.8310012817,75.0,27.8780002594
686,60.5439987183,75.0,29.5909996033
687,60.6969985962,75.0,29.8850002289
688,60.3160018921,75.0,29.5039997101
689,61.6339988708,75.0,30.8220005035
690,63.0270004272,75.0,32.2150001526
691,63.8629989624,75.0,33.0509986877
692,63.8160018921,75.0,32.922000885
693,64.3259963989,75.0,33.4319992065
694,65.733001709,75.0,34.8390007019
695,65.9879989624,75.0,35.09400177
696,68.0849990845,75.0,37.1910018921
697,68.6009979248,75.0,40.59400177
698,73.1309967041,75.0,44.9249992371
699,75.0,75.0,47.1020011902
700,73.3290023804,75.0,45.3219985962
701,74.8450012207,75.0,46.8380012512
702,73.5869979858,75.0,45.5239982605
703,75.0,75.0,47.9309997559
704,75.0,75.0,54.3709983826
705,75.0,75.0,57.3989982605
706,75.0,75.0,56.2050018311
707,75.0,75.0,52.7070007324
708,75.0,75.0,53.9739990234
709,75.0,75.0,52.4560012817
710,75.0,75.0,53.9570007324
711,75.0,75.0,57.75
712,75.0,75.0,50.8950004578
713,75.0,75.0,50.3660011292
714,75.0,75.0,47.8310012817
715,49.5750007629,75.0,45.8699989319
716,46.2000007629,75.0,75.0
717,45.2610015869,75.0,75.0
718,47.936000824,75.0,75.0
719,44.1069984436,75.0,75.0
720,46.6829986572,75.0,75.0
721,43.4339981079,75.0,75.0
722,42.7389984131,75.0,75.0
723,45.3310012817,75.0,75.0
724,44.6150016785,75.0,75.0
725,46.3650016785,75.0,42.2610015869
726,44.3989982605,75.0,43.3149986267
727,44.1819992065,75.0,75.0
728,43.2879981995,75.0,75.0
729,40.7849998474,75.0,75.0
730,37.1599998474,75.0,75.0
731,36.4700012207,75.0,75.0
732,35.1310005188,75.0,75.0
733,34.9230003357,75.0,75.0
734,37.3680000305,75.0,75.0
