"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
12.400179,13.158232,13.135673,12.828149,12.797037,12.718148,13.24917,13.243352,12.875463,12.861755,12.890656,13.305107,13.29533,12.894112,12.886518,13.062379,13.351394,13.347612,12.911168,12.907128,0,1,0
12.3983,13.158155,13.135513,12.828111,12.797046,12.713203,13.25073,13.241751,12.875649,12.861816,12.889836,13.302424,13.295168,12.894879,12.886159,13.044308,13.351648,13.350001,12.91155,12.907176,1,1,1
12.39783,13.158921,13.135723,12.828158,12.797004,12.720016,13.250224,13.241627,12.875019,12.861887,12.893015,13.304388,13.297092,12.894554,12.886407,13.044279,13.353313,13.350844,12.911882,12.906558,2,1,2
12.451601,13.203393,13.181576,12.870328,12.841099,12.754312,13.293862,13.284241,12.915313,12.902505,12.933807,13.34374,13.335577,12.933905,12.9261,13.080002,13.390808,13.385835,12.950283,12.945569,3,2,0
12.449087,13.203599,13.18153,12.870483,12.841166,12.755718,13.292449,13.283022,12.915491,12.903023,12.919527,13.344017,13.335826,12.933432,12.92591,13.075502,13.389821,13.390243,12.949539,12.945693,4,2,1
12.450235,13.20338,13.181684,12.870322,12.841141,12.758327,13.293159,13.283863,12.915372,12.902516,12.937991,13.343558,13.337974,12.933239,12.925538,13.068384,13.391812,13.388192,12.949346,12.9459,5,2,2
12.430463,13.189053,13.166759,12.858285,12.828265,12.747084,13.281661,13.270955,12.904333,12.891218,12.920164,13.328916,13.322167,12.922832,12.91517,13.070558,13.379022,13.378132,12.938655,12.934672,6,3,0
12.434465,13.189356,13.167094,12.858365,12.828185,12.749526,13.281009,13.271602,12.904206,12.891117,12.906306,13.331578,13.324653,12.922324,12.914997,13.069575,13.381055,13.381104,12.938652,12.934613,7,3,1
12.431546,13.190063,13.167081,12.858272,12.828127,12.741675,13.278968,13.272198,12.904542,12.891089,12.926759,13.331673,13.327432,12.922564,12.91511,13.080151,13.376023,13.376471,12.939157,12.934604,8,3,2
12.516052,13.260547,13.239423,12.92424,12.896624,12.819898,13.346289,13.337187,12.967245,12.955753,12.9885,13.395416,13.388058,12.98471,12.978185,13.119804,13.441262,13.437976,13.000631,12.996614,9,4,0
12.516915,13.260611,13.239779,12.924283,12.896573,12.811399,13.344981,13.337616,12.967539,12.955364,12.973569,13.393855,13.390656,12.984932,12.977752,13.126661,13.440169,13.440406,13.000624,12.997471,10,4,1
12.513466,13.260297,13.239592,12.924265,12.896574,12.815167,13.347475,13.337616,12.96743,12.955742,12.978352,13.394192,13.388508,12.98467,12.977704,13.119003,13.443373,13.437407,13.00069,12.996754,11,4,2
12.491111,13.241395,13.219873,12.908242,12.879604,12.801198,13.3311,13.321229,12.952596,12.940008,12.976644,13.379224,13.372013,12.970103,12.963272,13.113666,13.426306,13.427863,12.986274,12.982189,12,5,0
12.489655,13.241444,13.220098,12.908173,12.87962,12.810248,13.328744,13.320239,12.952348,12.94022,12.973022,13.378474,13.378195,12.970458,12.963106,13.121428,13.429758,13.426994,12.985797,12.982528,13,5,1
12.489452,13.241477,13.219781,12.908174,12.87956,12.795415,13.329797,13.321229,12.952621,12.940176,12.975017,13.379104,13.37546,12.970629,12.962679,13.120361,13.429173,13.423989,12.985604,12.982284,14,5,2
12.405803,13.171048,13.147052,12.846659,12.814695,12.747574,13.266662,13.25986,12.894544,12.881269,12.927918,13.319976,13.316932,12.914291,12.906787,13.090187,13.37487,13.373377,12.930911,12.926964,15,6,0
12.401018,13.171099,13.146525,12.846613,12.81469,12.743742,13.267898,13.258908,12.89476,12.88128,12.941854,13.323982,13.316207,12.914669,12.906212,13.083347,13.375301,13.373486,12.932138,12.927253,16,6,1
12.402792,13.170795,13.146882,12.846644,12.814695,12.746282,13.26836,13.25989,12.895177,12.88173,12.934944,13.326387,13.317467,12.914294,12.906371,13.096353,13.373865,13.376472,12.931722,12.926971,17,6,2
12.436753,13.202251,13.178836,12.875521,12.84453,12.773736,13.297898,13.288241,12.922737,12.909472,12.956255,13.352056,13.345206,12.942526,12.934083,13.110826,13.400967,13.402146,12.958821,12.954622,18,7,0
12.437901,13.202258,13.178923,12.875502,12.844534,12.770641,13.297929,13.288613,12.922909,12.909648,12.953798,13.351607,13.344411,12.942279,12.933839,13.099408,13.404816,13.40154,12.958867,12.953463,19,7,1
12.441432,13.20224,13.178969,12.875518,12.84457,12.769887,13.297437,13.287404,12.923046,12.909615,12.959238,13.352311,13.346475,12.941506,12.933579,13.11656,13.397674,13.402412,12.959616,12.954917,20,7,2
12.417633,13.187315,13.16351,12.863321,12.831563,12.767672,13.285049,13.276382,12.911719,12.898404,12.948689,13.343919,13.336293,12.931734,12.922681,13.114687,13.395569,13.394078,12.948844,12.944629,21,8,0
12.420481,13.187558,13.163074,12.863317,12.831574,12.7618,13.286486,13.275326,12.911273,12.898353,12.954216,13.340494,13.338655,12.930889,12.92344,13.102291,13.394653,13.392389,12.948752,12.943275,22,8,1
12.422506,13.187577,13.163649,12.863425,12.831573,12.769738,13.286819,13.274247,12.911612,12.898411,12.941551,13.33975,13.333584,12.931504,12.923822,13.100979,13.394645,13.395296,12.949446,12.944188,23,8,2
12.321635,13.111675,13.082791,12.799697,12.761365,12.710003,13.223004,13.210016,12.854921,12.839273,12.909672,13.283818,13.280354,12.877708,12.867969,13.089448,13.34477,13.342214,12.895249,12.892954,24,9,0
12.320869,13.111798,13.082397,12.799649,12.761353,12.714328,13.223279,13.209569,12.854865,12.839058,12.906975,13.28318,13.275658,12.877479,12.8676,13.079546,13.344083,13.342795,12.897534,12.892122,25,9,1
12.322209,13.111676,13.082713,12.79972,12.761369,12.701795,13.221678,13.211104,12.855037,12.839032,12.907623,13.285006,13.28025,12.877009,12.867163,13.082108,13.345759,13.342412,12.896636,12.891599,26,9,2
