"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
17.919468,18.609547,18.6269,18.274746,18.308578,18.005072,18.640341,18.715994,18.395958,18.403603,18.007135,18.722445,18.738848,18.416714,18.434837,18.087332,18.761665,18.775414,18.445145,18.450382,0,1,0
17.950485,18.621454,18.611568,18.289604,18.285864,17.963404,18.709148,18.677275,18.382854,18.372278,18.052904,18.704361,18.747595,18.401716,18.434387,18.091936,18.73184,18.738775,18.425528,18.462002,1,1,1
17.919134,18.576735,18.601248,18.25177,18.281624,18.014217,18.652634,18.702847,18.386587,18.407074,18.056452,18.75045,18.7416,18.388298,18.43849,18.103697,18.739044,18.767126,18.458841,18.482056,2,1,2
17.989904,18.599495,18.655592,18.32353,18.347105,18.061855,18.73127,18.753801,18.429518,18.436083,18.051231,18.739172,18.779541,18.437258,18.482302,18.119337,18.783854,18.826372,18.474718,18.503386,3,2,0
18.020348,18.661327,18.637251,18.30583,18.314493,18.030622,18.711935,18.750729,18.39875,18.445999,18.084686,18.787956,18.75069,18.449825,18.493025,18.185081,18.78614,18.811234,18.492617,18.499807,4,2,1
18.008821,18.66728,18.620951,18.327366,18.346081,18.082689,18.729513,18.745327,18.415163,18.449085,18.097584,18.753769,18.792362,18.446524,18.461987,18.176516,18.800255,18.823738,18.469782,18.503708,5,2,2
18.070702,18.633602,18.671225,18.296253,18.343929,18.08909,18.690516,18.750917,18.444275,18.420399,18.115885,18.760378,18.77424,18.463617,18.474491,18.170692,18.80809,18.814482,18.471634,18.505991,6,3,0
18.046831,18.63772,18.673277,18.309599,18.379787,18.08112,18.731827,18.749517,18.45166,18.446379,18.088556,18.785069,18.768686,18.426382,18.484364,18.152864,18.800014,18.805588,18.486437,18.496441,7,3,1
17.995338,18.647036,18.637531,18.314867,18.375069,18.069876,18.704683,18.737606,18.40901,18.471273,18.053642,18.795349,18.76228,18.438055,18.490259,18.136389,18.802008,18.805407,18.488966,18.498257,8,3,2
18.109497,18.686596,18.756908,18.395887,18.370581,18.114552,18.759602,18.777023,18.471409,18.481087,18.168821,18.818899,18.8267,18.502003,18.52404,18.234066,18.836763,18.839241,18.535191,18.557299,9,4,0
18.066826,18.745117,18.70595,18.379766,18.406631,18.139013,18.79414,18.788488,18.486412,18.49716,18.178656,18.841963,18.848677,18.50762,18.517897,18.230904,18.849937,18.899979,18.526577,18.541832,10,4,1
18.085436,18.712358,18.697784,18.351198,18.392021,18.155764,18.758167,18.78742,18.505087,18.500837,18.162184,18.808792,18.844109,18.510742,18.520954,18.224619,18.833637,18.849073,18.517473,18.554457,11,4,2
18.088207,18.672926,18.72155,18.373201,18.374712,18.134951,18.775808,18.794844,18.495777,18.508839,18.154255,18.827562,18.873531,18.509905,18.551435,18.21212,18.829865,18.87015,18.538523,18.554174,12,5,0
18.084078,18.707888,18.719976,18.369762,18.420401,18.11927,18.791351,18.786299,18.466597,18.490667,18.209396,18.836746,18.864344,18.507614,18.538818,18.224627,18.819828,18.852034,18.511457,18.538191,13,5,1
18.076418,18.705528,18.724062,18.367338,18.39356,18.100885,18.777575,18.794542,18.484644,18.492165,18.1548,18.823921,18.853207,18.518383,18.525558,18.232374,18.861145,18.880766,18.499411,18.57061,14,5,2
17.950098,18.609032,18.644098,18.287266,18.32951,17.976028,18.690752,18.715044,18.423191,18.42869,18.037294,18.751787,18.783642,18.452415,18.466768,18.154463,18.776615,18.790051,18.487778,18.477249,15,6,0
17.956892,18.614986,18.613165,18.273073,18.312355,17.982904,18.698292,18.716021,18.410374,18.41823,18.041624,18.761429,18.753553,18.435921,18.48716,18.10391,18.785036,18.804888,18.470695,18.488283,16,6,1
17.994883,18.649168,18.622431,18.290688,18.320868,18.009771,18.700357,18.714325,18.397547,18.423101,18.004271,18.731585,18.753994,18.457888,18.476858,18.131109,18.768299,18.797049,18.456177,18.490292,17,6,2
18.008989,18.654224,18.685282,18.32299,18.326427,18.02523,18.72094,18.763535,18.423454,18.477512,18.098621,18.772648,18.812502,18.459669,18.500273,18.142197,18.801668,18.83428,18.476274,18.519087,18,7,0
18.060764,18.649027,18.65266,18.344954,18.387419,18.009382,18.729694,18.749956,18.414532,18.448215,18.003548,18.773117,18.787989,18.472065,18.498022,18.11301,18.798677,18.843449,18.500269,18.517099,19,7,1
17.992332,18.645168,18.654278,18.312939,18.374886,18.016827,18.725386,18.715782,18.427731,18.46368,18.080997,18.779499,18.777882,18.477631,18.522882,18.173056,18.806255,18.833498,18.481247,18.488468,20,7,2
17.948652,18.597534,18.638136,18.327494,18.347134,17.993668,18.727896,18.748993,18.422634,18.470634,18.061266,18.767183,18.75528,18.45701,18.46513,18.131544,18.787863,18.798769,18.471245,18.522068,21,8,0
17.983868,18.610407,18.652412,18.294538,18.356651,18.02556,18.733551,18.770664,18.423637,18.449816,18.076775,18.755688,18.790283,18.425974,18.489494,18.138317,18.769764,18.817722,18.491344,18.509571,22,8,1
