eirzoningmodcat,modcat_id,FREQUENCY,SUM_ACRES,manual_county,juris,gg_id,tra_id,sesit_id,coc_id,ppa_id,exp2020_id,ex_res_bldg,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,res_rent_cat,job_out_cat
livermoreNANAHRADISNANAinNA,1,128,394.4046458225645,1,livermore,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
livermoreNAtra3DISNANAinNA,2,1309,1676.6702193046362,1,livermore,NA,tra3,DIS,NA,NA,in,NA,,,,,,,,,
haywardNANANANANAinres,3,3607,680.3630094588975,1,hayward,NA,NA,NA,NA,NA,in,res,,,,,,,,,
unincorporated_sonomaNANAHRADISNANAoutNA,4,2004,137054.54767648282,97,unincorporated_sonoma,NA,NA,HRADIS,NA,NA,out,NA,,,,,0.0,0.0,,,
fremontNANAHRADISNANAinNA,5,3425,2109.1140800399667,1,fremont,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
pleasantonNAtra3HRADISNANAinNA,6,1622,3055.0816848862464,1,pleasanton,NA,tra3,HRADIS,NA,NA,in,NA,,,,,,,,,
dublinNAtra3HRADISNANAinNA,7,782,1742.5106812104596,1,dublin,NA,tra3,HRADIS,NA,NA,in,NA,,,,,,,,,
unincorporated_contra_costaNANAHRADISNANAoutNA,8,1348,90426.18491041397,13,unincorporated_contra_costa,NA,NA,HRADIS,NA,NA,out,NA,,,,,0.0,0.0,,,
brentwoodNANADISNANAinres,9,12563,2535.6989735546676,13,brentwood,NA,NA,DIS,NA,NA,in,res,,,,,,,,,
brentwoodNANANANANAinNA,10,921,611.5419608439787,13,brentwood,NA,NA,NA,NA,NA,in,NA,,,,,,,,,
san_ramonGGNAHRADISNANAinres,11,2363,388.38007973572854,13,san_ramon,GG,NA,HRADIS,NA,NA,in,res,,,,,,,,,
oakleyNANADISNANAinNA,12,1343,5599.97172387185,13,oakley,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
antiochNANADISCoCNAinNA,13,540,718.8416897095184,13,antioch,NA,NA,DIS,CoC,NA,in,NA,,,,,,,,,
unincorporated_contra_costaNANAHRADISNANAinunNA,14,1288,9390.45136954248,13,unincorporated_contra_costa,NA,NA,HRADIS,NA,NA,inun,NA,,,,,0.0,0.0,,,
unincorporated_contra_costaNANADISNANAinunNA,15,2449,11585.461232115606,13,unincorporated_contra_costa,NA,NA,DIS,NA,NA,inun,NA,,,,,0.0,0.0,,,
san_ramonNANAHRADISNANAinres,16,10551,2104.4237127491515,13,san_ramon,NA,NA,HRADIS,NA,NA,in,res,,,,,,,,,
san_ramonNANAHRANANAinNA,17,446,910.3243694713715,13,san_ramon,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
unincorporated_contra_costaNANADISNANAinunres,18,11897,3017.6425726603,13,unincorporated_contra_costa,NA,NA,DIS,NA,NA,inun,res,,,,,0.0,0.0,,,
unincorporated_napaNANAHRANANAoutNA,19,1087,50595.82199471052,55,unincorporated_napa,NA,NA,HRA,NA,NA,out,NA,,,,,0.0,0.0,,,
unincorporated_napaNANANANANAoutNA,20,696,24772.50836155273,55,unincorporated_napa,NA,NA,NA,NA,NA,out,NA,,,,,0.0,0.0,,,
san_franciscoGGtra2cNANANAinNA,21,338,158.7533232568992,75,san_francisco,GG,tra2c,NA,NA,NA,in,NA,HM,,150.0,,,,,,
unincorporated_san_mateoNANADISNANAoutNA,22,1890,117097.6748998857,81,unincorporated_san_mateo,NA,NA,DIS,NA,NA,out,NA,,,,,0.0,0.0,,,
petalumaNAtra3HRANANAinNA,23,27,21.869947806106996,97,petaluma,NA,tra3,HRA,NA,NA,in,NA,,,,,,,,,
brentwoodNANADISNANAinNA,24,1792,3305.901037117484,13,brentwood,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
brentwoodNANANANANAinres,25,2180,307.48729990162593,13,brentwood,NA,NA,NA,NA,NA,in,res,,,,,,,,,
unincorporated_sonomaNANADISNANAoutNA,26,6419,355185.37673729996,97,unincorporated_sonoma,NA,NA,DIS,NA,NA,out,NA,,,,,0.0,0.0,,,
santa_rosaNANADISNANAinNA,27,2379,5358.654533004332,97,santa_rosa,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
rohnert_parkNANADISNANAinNA,28,341,1046.6652899342707,97,rohnert_park,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_marinNANAHRANANAoutNA,29,122,7626.403205066893,41,unincorporated_marin,NA,NA,HRA,NA,NA,out,NA,,,,,0.0,0.0,,,
richmondNANADISNANAinNA,30,803,9645.884705655933,13,richmond,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
antiochNANADISNANAinres,31,18972,3419.457478021883,13,antioch,NA,NA,DIS,NA,NA,in,res,,,,,,,,,
unincorporated_sonomaNANAHRANANAoutNA,32,1212,74156.3831103392,97,unincorporated_sonoma,NA,NA,HRA,NA,NA,out,NA,,,,,0.0,0.0,,,
pleasantonNANAHRADISNANAinNA,33,213,1275.325892922346,1,pleasanton,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
pittsburgNANANANANAinNA,34,854,1645.2688223710568,13,pittsburg,NA,NA,NA,NA,NA,in,NA,,,,,,,,,
unincorporated_contra_costaNANAHRADISNANAinunres,35,11880,5090.433797557745,13,unincorporated_contra_costa,NA,NA,HRADIS,NA,NA,inun,res,,,,,0.0,0.0,,,
pittsburgNANANANANAinres,36,2196,390.76265645072186,13,pittsburg,NA,NA,NA,NA,NA,in,res,,,,,,,,,
orindaNANAHRANANAinNA,37,580,2643.7538238743273,13,orinda,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
fremontGGtra2aHRANANAinNA,38,993,573.8658692290375,1,fremont,GG,tra2a,HRA,NA,NA,in,NA,HM,,250.0,,,,,,fre
livermoreGGtra3HRANANAinNA,39,200,58.1369882281072,1,livermore,GG,tra3,HRA,NA,NA,in,NA,HM,,100.0,,,,,,
alamedaGGtra3HRANANAinNA,40,974,310.2161322236637,1,alameda,GG,tra3,HRA,NA,NA,in,NA,HM,,100.0,,,,,,
napaNANADISNANAinNA,41,709,963.0901893410602,55,napa,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
herculesGGNADISNANAinres,42,504,44.15564244685571,13,hercules,GG,NA,DIS,NA,NA,in,res,,,,,,,,,
newarkNANADISNANAinNA,43,382,3219.3710291905672,1,newark,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_alamedaNANADISNANAoutNA,44,774,80232.29602934266,1,unincorporated_alameda,NA,NA,DIS,NA,NA,out,NA,,,,,0.0,0.0,,,
unincorporated_contra_costaNANAHRANANAinunNA,45,558,2009.336589631449,13,unincorporated_contra_costa,NA,NA,HRA,NA,NA,inun,NA,,,,,0.0,0.0,,,
martinezNANADISNANAinNA,46,422,1557.9804701462845,13,martinez,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
richmondNANADISNANAinres,47,4341,848.0438953638345,13,richmond,NA,NA,DIS,NA,NA,in,res,,,,,,,,,
antiochNANADISNANAinNA,48,2082,7912.5769775832505,13,antioch,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
fremontGGNAHRADISNANAinNA,49,351,219.82172826122542,1,fremont,GG,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
oakleyNANADISNANAinres,50,8031,2062.5535826876435,13,oakley,NA,NA,DIS,NA,NA,in,res,,,,,,,,,
danvilleNANAHRADISNANAinres,51,11125,4098.044672281865,13,danville,NA,NA,HRADIS,NA,NA,in,res,,,,,,,,,
unincorporated_marinNANANANANAoutNA,52,262,61678.02358730131,41,unincorporated_marin,NA,NA,NA,NA,NA,out,NA,,,,,0.0,0.0,,,
fremontGGtra3DISNANAinNA,53,171,21.748431069530696,1,fremont,GG,tra3,DIS,NA,NA,in,NA,HM,,100.0,,,,,,
alamedaGGtra3HRADISNANAinNA,54,1277,245.99984426752437,1,alameda,GG,tra3,HRADIS,NA,NA,in,NA,HM,,100.0,,,,,,
alamedaNAtra3HRANANAinNA,55,277,521.0051623021516,1,alameda,NA,tra3,HRA,NA,NA,in,NA,,,,,,,,,
fremontNANAHRADISNANAoutNA,56,109,6628.256301871333,1,fremont,NA,NA,HRADIS,NA,NA,out,NA,,,,,0.0,0.0,,,
pleasantonGGtra3HRANANAinNA,57,434,562.0985090625708,1,pleasanton,GG,tra3,HRA,NA,NA,in,NA,HM,,100.0,,,,,,
santa_rosaNANANANANAinres,58,4446,1013.3672571217016,97,santa_rosa,NA,NA,NA,NA,NA,in,res,,,,,,,,,
brentwoodGGNANANANAinNA,59,38,83.5679553383752,13,brentwood,GG,NA,NA,NA,NA,in,NA,,,,,,,,,
martinezNANANANANAinNA,60,442,969.9864025968586,13,martinez,NA,NA,NA,NA,NA,in,NA,,,,,,,,,
herculesGGtra3DISNANAinres,61,255,23.176013494414214,13,hercules,GG,tra3,DIS,NA,NA,in,res,HM,,100.0,,,,,,
danvilleNANAHRADISNANAinNA,62,909,4790.144658348796,13,danville,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
san_ramonNANAHRADISNANAinNA,63,1057,4420.425683996403,13,san_ramon,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
san_franciscoNANAHRANANAinres,64,1,1505.60177254,75,san_francisco,NA,NA,HRA,NA,NA,in,res,,,,,,,,,
healdsburgNANADISNANAexp1_npNA,65,1,1.84318490193,97,healdsburg,NA,NA,DIS,NA,NA,exp1_np,NA,,,,,0.0,0.0,,,
unincorporated_alamedaNANAHRADISNANAinunNA,66,1343,1485.3885940425128,1,unincorporated_alameda,NA,NA,HRADIS,NA,NA,inun,NA,,,,,0.0,0.0,,,
antiochNANADISCoCNAinres,67,2930,543.7370597318985,13,antioch,NA,NA,DIS,CoC,NA,in,res,,,,,,,,,
pittsburgNANADISNANAinNA,68,131,407.8870785544648,13,pittsburg,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
concordGGNADISNANAinNA,69,42,216.48453931386965,13,concord,GG,NA,DIS,NA,NA,in,NA,,,,,,,,,
newarkGGNAHRADISNANAinNA,70,352,282.55196157861354,1,newark,GG,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
sunnyvaleGGtra3HRANANAinres,71,4016,718.4599428272542,85,sunnyvale,GG,tra3,HRA,NA,NA,in,res,HM,,100.0,,,,,,
pittsburgGGNANACoCNAinNA,72,520,415.2040647082121,13,pittsburg,GG,NA,NA,CoC,NA,in,NA,,,,,,,,,
pittsburgNANADISNANAinres,73,2425,543.7474060858735,13,pittsburg,NA,NA,DIS,NA,NA,in,res,,,,,,,,,
pleasantonNAtra3HRANANAinres,74,5689,1176.8220829035051,1,pleasanton,NA,tra3,HRA,NA,NA,in,res,,,,,,,,,
brentwoodNAtra3DISNANAinNA,75,230,154.7394845682602,13,brentwood,NA,tra3,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_marinNANAHRANANAinunres,76,4747,2908.290959475323,41,unincorporated_marin,NA,NA,HRA,NA,NA,inun,res,,,,,0.0,0.0,,,
claytonGGNAHRADISNANAinNA,77,118,172.7380462250122,13,clayton,GG,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
unincorporated_marinNANADISNANAoutNA,78,1193,197344.97208785117,41,unincorporated_marin,NA,NA,DIS,NA,NA,out,NA,,,,,0.0,0.0,,,
unincorporated_sonomaNANANANANAoutres,79,5384,17727.81525917684,97,unincorporated_sonoma,NA,NA,NA,NA,NA,out,res,,,,,0.0,0.0,,,
daly_cityGGtra3HRANANAinNA,80,42,58.23804899626899,81,daly_city,GG,tra3,HRA,NA,NA,in,NA,HM,,100.0,,,,,,
rio_vistaNANAHRADISNANAinNA,81,441,1308.3295835904835,95,rio_vista,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
oaklandNANAHRADISNANAinNA,82,523,1288.8307896913186,1,oakland,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
pittsburgNANANACoCNAinres,83,3506,583.6013400650274,13,pittsburg,NA,NA,NA,CoC,NA,in,res,,,,,,,,,
lafayetteNANAHRANANAinNA,84,589,2937.031933893107,13,lafayette,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
san_ramonGGNAHRADISNANAinNA,85,226,476.60907005065445,13,san_ramon,GG,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
unincorporated_sonomaNANANANANAoutNA,86,2669,118402.40546789263,97,unincorporated_sonoma,NA,NA,NA,NA,NA,out,NA,,,,,0.0,0.0,,,
oaklandNANANACoCNAinNA,87,123,316.6642760952184,1,oakland,NA,NA,NA,CoC,NA,in,NA,,,,,,,,,
brentwoodNAtra3DISNANAinres,88,775,124.42166603676263,13,brentwood,NA,tra3,DIS,NA,NA,in,res,,,,,,,,,
unincorporated_alamedaNANAHRANANAoutNA,89,543,7960.585650531011,1,unincorporated_alameda,NA,NA,HRA,NA,NA,out,NA,,,,,0.0,0.0,,,
unincorporated_sonomaNANAHRADISNANAexpmax_npNA,90,21,366.2889741672074,97,unincorporated_sonoma,NA,NA,HRADIS,NA,NA,expmax_np,NA,,,,,0.0,0.0,,,
san_pabloNANANACoCNAinNA,91,201,62.420006433610446,13,san_pablo,NA,NA,NA,CoC,NA,in,NA,,,,,,,,,
walnut_creekNANAHRANANAinNA,92,511,2217.6753934075905,13,walnut_creek,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
walnut_creekNANAHRADISNANAinNA,93,362,3096.3302702188134,13,walnut_creek,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
herculesNAtra3DISNANAinNA,94,121,224.3237669848467,13,hercules,NA,tra3,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_sonomaNANAHRADISNANAoutres,95,4290,9017.90712140447,97,unincorporated_sonoma,NA,NA,HRADIS,NA,NA,out,res,,,,,0.0,0.0,,,
unincorporated_sonomaNANAHRANANAexp3_auNA,96,196,3675.0539892609027,97,unincorporated_sonoma,NA,NA,HRA,NA,NA,exp3_au,NA,,,,,0.0,0.0,,,
richmondGGtra3DISNANAinNA,97,341,394.38403335125514,13,richmond,GG,tra3,DIS,NA,NA,in,NA,HM,,100.0,,,,,,
richmondGGtra3DISNANAinres,98,1025,128.80007143521084,13,richmond,GG,tra3,DIS,NA,NA,in,res,HM,,100.0,,,,,,
concordNANADISNANAinres,99,18838,3868.3299692310206,13,concord,NA,NA,DIS,NA,NA,in,res,,,,,,,,,
oakleyNANADISCoCNAinres,100,1700,340.7254302638157,13,oakley,NA,NA,DIS,CoC,NA,in,res,,,,,,,,,
pleasant_hillNANAHRADISNANAinres,101,776,186.78400487391434,13,pleasant_hill,NA,NA,HRADIS,NA,NA,in,res,,,,,,,,,
martinezNANADISNANAinres,102,3198,873.935041529481,13,martinez,NA,NA,DIS,NA,NA,in,res,,,,,,,,,
pittsburgGGNANACoCNAinres,103,1909,244.95008933383997,13,pittsburg,GG,NA,NA,CoC,NA,in,res,,,,,,,,,
fremontNANAHRANANAinres,104,15085,2602.4454379496115,1,fremont,NA,NA,HRA,NA,NA,in,res,,,,,,,,,
fremontNANAHRADISNANAinres,105,19484,3932.3233223082725,1,fremont,NA,NA,HRADIS,NA,NA,in,res,,,,,,,,,
union_cityGGtra3NANANAinNA,106,140,215.8236363760537,1,union_city,GG,tra3,NA,NA,NA,in,NA,HM,,100.0,,,,,,
san_franciscoGGtra1HRANANAinNA,107,224,159.31539387442345,75,san_francisco,GG,tra1,HRA,NA,NA,in,NA,HM,,300.0,9.0,,,,,
brisbaneGGNANANANAinNA,108,83,475.45185306357064,81,brisbane,GG,NA,NA,NA,NA,in,NA,,,,,,,,,
unincorporated_sonomaNANADISNANAoutres,109,12431,39045.11577493279,97,unincorporated_sonoma,NA,NA,DIS,NA,NA,out,res,,,,,0.0,0.0,,,
alamedaGGtra3NANANAinNA,110,404,362.39308230433005,1,alameda,GG,tra3,NA,NA,NA,in,NA,HM,,100.0,,,,,,
cloverdaleNANAHRANANAinNA,111,113,136.22607988131992,97,cloverdale,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
pleasantonNANAHRANANAoutNA,112,23,914.3028692603989,1,pleasanton,NA,NA,HRA,NA,NA,out,NA,,,,,0.0,0.0,,,
claytonNANAHRADISNANAinNA,113,190,987.4471071909333,13,clayton,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
pleasantonNANAHRADISNANAinres,114,1427,512.854828911607,1,pleasanton,NA,NA,HRADIS,NA,NA,in,res,,,,,,,,,
san_leandroGGtra3NANANAinNA,115,234,79.79470165128764,1,san_leandro,GG,tra3,NA,NA,NA,in,NA,HM,,100.0,,,,,,
union_cityNANANANANAinNA,116,132,69.95955675498521,1,union_city,NA,NA,NA,NA,NA,in,NA,,,,,,,,,
richmondGGtra3NACoCNAinNA,117,609,457.8247375327831,13,richmond,GG,tra3,NA,CoC,NA,in,NA,HM,,100.0,,,,,,
san_franciscoGGtra2cDISCoCNAinNA,118,230,219.30852940474247,75,san_francisco,GG,tra2c,DIS,CoC,NA,in,NA,HM,,150.0,,,,,,
unincorporated_contra_costaGGtra2aDISNANAinunNA,119,38,57.03755469166699,13,unincorporated_contra_costa,GG,tra2a,DIS,NA,NA,inun,NA,HM,,250.0,,0.0,0.0,,,
livermoreNANAHRANANAinNA,120,336,237.66940998736155,1,livermore,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
walnut_creekNAtra3HRANANAinres,121,298,113.78229144961485,13,walnut_creek,NA,tra3,HRA,NA,NA,in,res,,,,,,,,,
livermoreNAtra3NANANAinNA,122,676,1275.7809397102656,1,livermore,NA,tra3,NA,NA,NA,in,NA,,,,,,,,,
pleasantonNAtra3HRANANAinNA,123,1282,1609.7243590906053,1,pleasanton,NA,tra3,HRA,NA,NA,in,NA,,,,,,,,,
pleasantonNANAHRANANAinNA,124,223,864.6757629171998,1,pleasanton,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
richmondGGNANACoCNAinNA,125,783,588.1030471482479,13,richmond,GG,NA,NA,CoC,NA,in,NA,,,,,,,,,
richmondNAtra3NACoCNAinres,126,2389,290.52600573694406,13,richmond,NA,tra3,NA,CoC,NA,in,res,,,,,,,,,
san_ramonGGNAHRANANAinNA,127,268,883.6188244659123,13,san_ramon,GG,NA,HRA,NA,NA,in,NA,,,,,,,,,
san_pabloGGtra3NACoCNAinNA,128,358,189.38611852604367,13,san_pablo,GG,tra3,NA,CoC,NA,in,NA,HM,,100.0,,,,,,
unincorporated_contra_costaNANANANANAinunNA,129,568,1265.8931335998946,13,unincorporated_contra_costa,NA,NA,NA,NA,NA,inun,NA,,,,,0.0,0.0,,,
walnut_creekGGtra2aHRADISNANAinres,130,155,37.721593322336304,13,walnut_creek,GG,tra2a,HRADIS,NA,NA,in,res,HM,,250.0,,,,,,
san_franciscoNAtra3HRANANAinNA,131,340,460.65377313914473,75,san_francisco,NA,tra3,HRA,NA,NA,in,NA,,,,,,,,,
unincorporated_sonomaNANAHRANANAoutres,132,3855,11922.144325299152,97,unincorporated_sonoma,NA,NA,HRA,NA,NA,out,res,,,,,0.0,0.0,,,
unincorporated_sonomaNANANACoCNAoutNA,133,1560,16751.03097901193,97,unincorporated_sonoma,NA,NA,NA,CoC,NA,out,NA,,,,,0.0,0.0,,,
cloverdaleNANADISNANAinNA,134,78,229.8435404569812,97,cloverdale,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_contra_costaNANANACoCNAinunNA,135,330,1547.1411357345057,13,unincorporated_contra_costa,NA,NA,NA,CoC,NA,inun,NA,,,,,0.0,0.0,,,
unincorporated_napaNANAHRANANAoutres,136,2558,23516.95491473141,55,unincorporated_napa,NA,NA,HRA,NA,NA,out,res,,,,,0.0,0.0,,,
rio_vistaNANADISNANAinNA,137,326,1076.4471986567835,95,rio_vista,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
napaNANANANANAinNA,138,1075,2066.834133793606,55,napa,NA,NA,NA,NA,NA,in,NA,,,,,,,,,
herculesNAtra3DISNANAinres,139,1425,179.2248245938025,13,hercules,NA,tra3,DIS,NA,NA,in,res,,,,,,,,,
unincorporated_san_mateoNANAHRADISNANAinunNA,140,1709,2052.2074267543026,81,unincorporated_san_mateo,NA,NA,HRADIS,NA,NA,inun,NA,,,,,0.0,0.0,,,
haywardGGtra3DISNANAinNA,141,155,318.1760583005325,1,hayward,GG,tra3,DIS,NA,NA,in,NA,HM,,100.0,,,,,,
unincorporated_contra_costaNANAHRANANAinunres,142,6212,3136.040378287209,13,unincorporated_contra_costa,NA,NA,HRA,NA,NA,inun,res,,,,,0.0,0.0,,,
pinoleNANANANANAinres,143,1331,224.16038067263517,13,pinole,NA,NA,NA,NA,NA,in,res,,,,,,,,,
san_franciscoNAtra2bHRANANAinNA,144,162,76.38918141746998,75,san_francisco,NA,tra2b,HRA,NA,NA,in,NA,,,,,,,,,
unincorporated_napaNANADISNANAoutNA,145,3353,292589.2105726687,55,unincorporated_napa,NA,NA,DIS,NA,NA,out,NA,,,,,0.0,0.0,,,
san_franciscoGGtra2bHRANANAinNA,146,478,218.2471488491963,75,san_francisco,GG,tra2b,HRA,NA,NA,in,NA,HM,,200.0,,,,,,
san_franciscoGGtra2bNANANAinNA,147,830,667.772013393966,75,san_francisco,GG,tra2b,NA,NA,NA,in,NA,HM,,200.0,,,,,,
union_cityNAtra3NANANAinNA,148,295,122.90531766393812,1,union_city,NA,tra3,NA,NA,NA,in,NA,,,,,,,,,
oaklandNANANANAppainNA,149,29,684.5703545493091,1,oakland,NA,NA,NA,NA,ppa,in,NA,,,,,,,,,
oaklandNANADISNANAinNA,150,212,1019.3457029362319,1,oakland,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
union_cityGGNANANANAinres,151,498,60.01829616663418,1,union_city,GG,NA,NA,NA,NA,in,res,,,,,,,,,
lafayetteNANAHRANANAinres,152,5089,3573.524035437105,13,lafayette,NA,NA,HRA,NA,NA,in,res,,,,,,,,,
san_franciscoNAtra2cHRADISNANAinNA,153,63,373.6683055283619,75,san_francisco,NA,tra2c,HRADIS,NA,NA,in,NA,,,,,,,,,
fairfieldNANADISNANAinNA,154,1818,10894.305760323383,95,fairfield,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_sonomaNANAHRANANAexp3_aures,155,1846,5547.774127549433,97,unincorporated_sonoma,NA,NA,HRA,NA,NA,exp3_au,res,,,,,0.0,0.0,,,
unincorporated_sonomaNANANACoCNAoutres,156,2636,2297.431472807401,97,unincorporated_sonoma,NA,NA,NA,CoC,NA,out,res,,,,,0.0,0.0,,,
alamedaNAtra3HRADISNANAinNA,157,35,63.0323736434967,1,alameda,NA,tra3,HRADIS,NA,NA,in,NA,,,,,,,,,
concordNANADISNANAinNA,158,1331,2496.143568410094,13,concord,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
san_joseGGtra2cNACoCNAinres,159,2242,335.29692489422825,85,san_jose,GG,tra2c,NA,CoC,NA,in,res,HM,,150.0,,,,,,
fremontNANAHRANANAinNA,160,1419,2719.9685379428292,1,fremont,NA,NA,HRA,NA,NA,in,NA,,,,,,,,,
south_san_franciscoNAtra3NANANAinNA,161,45,79.53281170379704,81,south_san_francisco,NA,tra3,NA,NA,NA,in,NA,,,,,,,,,
oaklandNANANANANAinNA,162,93,1163.7908398470624,1,oakland,NA,NA,NA,NA,NA,in,NA,,,,,,,,,
oaklandNAtra3DISNANAinNA,163,181,474.1049711317511,1,oakland,NA,tra3,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_contra_costaGGNANACoCNAinunres,164,972,106.69431930630893,13,unincorporated_contra_costa,GG,NA,NA,CoC,NA,inun,res,,,,,0.0,0.0,,,
pittsburgNANADISCoCNAinres,165,3213,499.5546826758942,13,pittsburg,NA,NA,DIS,CoC,NA,in,res,,,,,,,,,
san_joseNAtra3NANANAinres,166,13568,2040.6369742718034,85,san_jose,NA,tra3,NA,NA,NA,in,res,,,,,,,,,
pittsburgGGNADISCoCNAinres,167,505,68.03556276623993,13,pittsburg,GG,NA,DIS,CoC,NA,in,res,,,,,,,,,
livermoreNAtra3HRANANAinNA,168,184,190.18618782162636,1,livermore,NA,tra3,HRA,NA,NA,in,NA,,,,,,,,,
fremontNAtra3HRADISNANAinNA,169,79,38.16491806267091,1,fremont,NA,tra3,HRADIS,NA,NA,in,NA,,,,,,,,,
walnut_creekGGtra2aHRANANAinNA,170,65,25.040905500331693,13,walnut_creek,GG,tra2a,HRA,NA,NA,in,NA,HM,,250.0,,,,,,
palo_altoGGtra2bHRANANAinres,171,1770,310.5508414919837,85,palo_alto,GG,tra2b,HRA,NA,NA,in,res,HM,,200.0,,,,,,
novatoNANANANANAinNA,172,167,3542.4814692648647,41,novato,NA,NA,NA,NA,NA,in,NA,,,,,,,,,
san_franciscoNAtra3NANANAinNA,173,251,140.25281547990315,75,san_francisco,NA,tra3,NA,NA,NA,in,NA,,,,,,,,,
petalumaNANADISNANAinNA,174,361,1302.1408413638285,97,petaluma,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
haywardGGtra2aNANANAinNA,175,281,195.25162791553956,1,hayward,GG,tra2a,NA,NA,NA,in,NA,HM,,250.0,,,,,,
brentwoodNAtra3NANANAinres,176,173,25.271130546655698,13,brentwood,NA,tra3,NA,NA,NA,in,res,,,,,,,,,
unincorporated_san_mateoNANAHRANANAoutNA,177,253,6979.540546030042,81,unincorporated_san_mateo,NA,NA,HRA,NA,NA,out,NA,,,,,0.0,0.0,,,
hillsboroughNANAHRADISNANAinNA,178,189,592.0110410778094,81,hillsborough,NA,NA,HRADIS,NA,NA,in,NA,,,,,,,,,
san_joseNAtra3DISCoCNAinres,179,7469,1158.2581438081036,85,san_jose,NA,tra3,DIS,CoC,NA,in,res,,,,,,,,,
san_joseGGtra3NACoCNAinNA,180,755,673.5382410260778,85,san_jose,GG,tra3,NA,CoC,NA,in,NA,HM,,100.0,,,,,,
san_franciscoGGtra2bDISNANAinres,181,772,56.67233785591089,75,san_francisco,GG,tra2b,DIS,NA,NA,in,res,HM,,200.0,,,,,,
oakleyNANADISCoCppainNA,182,84,350.4879101678053,13,oakley,NA,NA,DIS,CoC,ppa,in,NA,,,,,,,,,
pittsburgNANADISCoCNAinNA,183,174,1202.529989294527,13,pittsburg,NA,NA,DIS,CoC,NA,in,NA,,,,,,,,,
herculesGGNADISNANAinNA,184,51,76.03474596568995,13,hercules,GG,NA,DIS,NA,NA,in,NA,,,,,,,,,
richmondNAtra3NACoCNAinNA,185,495,187.97372306150922,13,richmond,NA,tra3,NA,CoC,NA,in,NA,,,,,,,,,
unincorporated_contra_costaNANAHRANANAoutNA,186,231,13664.40795247052,13,unincorporated_contra_costa,NA,NA,HRA,NA,NA,out,NA,,,,,0.0,0.0,,,
concordNANANANANAinres,187,2888,663.229295857124,13,concord,NA,NA,NA,NA,NA,in,res,,,,,,,,,
walnut_creekNANAHRADISNANAinres,188,3380,1344.162728352108,13,walnut_creek,NA,NA,HRADIS,NA,NA,in,res,,,,,,,,,
oaklandGGNANACoCNAinNA,189,759,743.6261681521348,1,oakland,GG,NA,NA,CoC,NA,in,NA,,,,,,,,,
san_franciscoNAtra3NANANAinres,190,5440,323.7419402109574,75,san_francisco,NA,tra3,NA,NA,NA,in,res,,,,,,,,,
half_moon_bayNANADISNANAinNA,191,2030,1464.0760337178788,81,half_moon_bay,NA,NA,DIS,NA,NA,in,NA,,,,,,,,,
unincorporated_sonomaNANAHRADISNANAexpmax_npres,192,43,218.67642794161904,97,unincorporated_sonoma,NA,NA,HRADIS,NA,NA,expmax_np,res,,,,,0.0,0.0,,,
berkeleyGGtra3HRANANAinres,193,6394,733.0786569533857,1,berkeley,GG,tra3,HRA,NA,NA,in,res,HM,,100.0,,,,,,
