"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
4.862782,4.121857,4.132506,3.629238,3.652466,5.850198,5.071546,5.078939,4.542867,4.560206,7.136016,6.373337,6.382088,5.861066,5.883534,7.917557,7.134606,7.142311,6.60815,6.62942,0,1,0
5.38239,4.281201,4.287436,3.659483,3.6807,6.425635,5.273364,5.276633,4.588696,4.588694,7.777033,6.603439,6.607489,5.913656,5.913685,8.547048,7.367861,7.371994,6.664053,6.66415,1,1,1
5.23735,4.211793,4.219305,3.643895,3.643797,6.267229,5.187219,5.191646,4.565153,4.581296,7.608588,6.506993,6.513121,5.886874,5.907817,8.378626,7.27029,7.274699,6.635633,6.655182,2,1,2
4.843577,4.101884,4.112926,3.606704,3.630242,5.827377,5.05013,5.056019,4.517429,4.535028,7.124853,6.363761,6.372349,5.847798,5.870393,7.903569,7.118543,7.125731,6.588415,6.609811,3,2,0
5.368037,4.263136,4.269558,3.637363,3.658722,6.396078,5.248087,5.251228,4.562296,4.562288,7.754098,6.587443,6.591489,5.898435,5.898441,8.513416,7.343181,7.347149,6.641728,6.641773,4,2,1
5.221776,4.192795,4.200493,3.62149,3.621468,6.240322,5.162881,5.167164,4.539242,4.555747,7.590079,6.493046,6.498972,5.872531,5.893608,8.350442,7.248701,7.253346,6.614489,6.634496,5,2,2
4.68817,3.962337,3.974552,3.485409,3.511068,5.671904,4.901034,4.908972,4.384408,4.384388,6.997563,6.24717,6.256113,5.744911,5.744849,7.768941,6.991096,6.99964,6.475376,6.475299,6,3,0
5.277262,4.145969,4.152951,3.520016,3.519973,6.310816,5.129713,5.13319,4.436118,4.452868,7.694349,6.499507,6.503953,5.802279,5.823203,8.449549,7.248317,7.252585,6.536496,6.55636,7,3,1
5.117751,4.06648,4.075252,3.502104,3.52661,6.13929,5.033075,5.037726,4.409584,4.427694,7.516489,6.394221,6.400373,5.773011,5.795605,8.271173,7.141177,7.146881,6.505502,6.527035,8,3,2
4.964115,4.215018,4.225014,3.711439,3.711432,5.943753,5.159511,5.165474,4.621198,4.621143,7.232121,6.460613,6.467658,5.937372,5.937361,8.005924,7.216547,7.224102,6.680646,6.680571,9,4,0
5.49299,4.378772,4.384705,3.743745,3.743793,6.523876,5.36426,5.367304,4.669158,4.683737,7.863188,6.688037,6.692072,5.990666,6.00926,8.627209,7.447182,7.450541,6.737011,6.754659,10,4,1
5.342203,4.306924,4.313907,3.727068,3.748308,6.362744,5.276074,5.280062,4.644495,4.660282,7.695627,6.591814,6.597086,5.963458,5.96349,8.458687,7.349031,7.354593,6.708351,6.727278,11,4,2
4.681553,3.958381,3.970521,3.485872,3.48584,5.644932,4.880023,4.887059,4.36887,4.368837,6.984931,6.238267,6.247412,5.739775,5.739771,7.751479,6.976236,6.984808,6.464974,6.488848,12,5,0
5.267929,4.140704,4.14787,3.51988,3.543461,6.278917,5.105695,5.109314,4.419214,4.436505,7.669335,6.483336,6.48836,5.794747,5.794758,8.417588,7.22608,7.230505,6.523562,6.544056,13,5,1
5.110219,4.06151,4.07038,3.502242,3.502213,6.111012,5.009682,5.014813,4.393502,4.393415,7.495761,6.381047,6.387225,5.766674,5.766675,8.244016,7.122218,7.127236,6.493672,6.49371,14,5,2
4.478253,3.775427,3.789929,3.332176,3.33215,5.447404,4.695212,4.703527,4.208558,4.230413,6.822698,6.087254,6.098107,5.611663,5.638751,7.57362,6.812503,6.822249,6.323926,6.350114,15,6,0
5.071915,3.9542,3.96257,3.362572,3.388851,6.09323,4.91937,4.923764,4.254829,4.274061,7.525537,6.335157,6.340429,5.663808,5.663753,8.266327,7.067422,7.072516,6.380188,6.380109,16,6,1
4.915117,3.876982,3.887304,3.346734,3.346747,5.923395,4.823863,4.82969,4.230924,4.230957,7.348082,6.231228,6.23844,5.636953,5.637045,8.088708,6.960588,6.96708,6.351492,6.351379,17,6,2
