"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
18.019028,18.653322,18.666464,18.300035,18.334162,18.380541,18.708303,18.771151,18.475229,18.482605,18.617897,18.795361,18.804972,18.534063,18.557249,18.840626,18.853542,18.861668,18.613134,18.625105,0,1,0
18.039276,18.673208,18.641184,18.313942,18.328472,18.340832,18.760546,18.742659,18.464638,18.458429,18.612501,18.774004,18.820763,18.5277,18.559193,18.829472,18.831848,18.829327,18.590319,18.615534,1,1,1
18.029633,18.609201,18.628841,18.289724,18.324039,18.394478,18.705063,18.764181,18.470736,18.491905,18.631258,18.82233,18.818851,18.505316,18.562387,18.828585,18.83456,18.861757,18.617416,18.656818,2,1,2
18.074749,18.649414,18.70084,18.356325,18.382822,18.428135,18.796461,18.816637,18.519264,18.52317,18.621063,18.825489,18.864122,18.568895,18.607563,18.851616,18.863564,18.910223,18.632919,18.666773,3,2,0
18.122406,18.709362,18.682222,18.345734,18.356888,18.414892,18.769922,18.803625,18.482103,18.533409,18.659029,18.855249,18.826962,18.575209,18.617311,18.897032,18.869841,18.90144,18.660948,18.675711,4,2,1
18.093592,18.704498,18.675823,18.375988,18.39753,18.446957,18.793365,18.804903,18.500641,18.535559,18.672249,18.81498,18.869175,18.565552,18.578867,18.918322,18.884163,18.915945,18.644552,18.675152,5,2,2
18.134302,18.670668,18.708252,18.345184,18.389612,18.433678,18.75432,18.79212,18.529728,18.499733,18.666677,18.832527,18.850111,18.579468,18.593237,18.876274,18.897051,18.894377,18.640739,18.66683,6,3,0
18.11039,18.696129,18.729128,18.355747,18.402668,18.425135,18.785116,18.804544,18.532064,18.525108,18.671459,18.863523,18.846527,18.550711,18.600965,18.880568,18.893711,18.892485,18.644207,18.659702,7,3,1
18.096191,18.694778,18.689373,18.350088,18.4102,18.440289,18.75843,18.792624,18.494488,18.54751,18.634575,18.856195,18.831446,18.562569,18.614235,18.863497,18.888287,18.890545,18.667442,18.671043,8,3,2
18.18441,18.72279,18.796391,18.442924,18.406927,18.486925,18.819248,18.841415,18.555845,18.566254,18.716259,18.894838,18.890722,18.628727,18.650925,18.946062,18.929033,18.929884,18.698799,18.724976,9,4,0
