"taz","walk_subzone","walk_subzone_label","incQ","incQ_label","autoSuff","autoSuff_label","hasAV","num_persons","num_workers","num_workers_students"
1,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,40,8,10
1,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,6,0,0
1,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,10,4,4
1,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,8,4,4
1,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,10,6,10
1,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,16,8,12
1,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,2,2
1,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,4,4,4
2,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,144,28,52
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,8,2,2
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,50,4,16
2,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,24,10,10
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,4,0,0
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,48,20,38
2,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,18,14,14
2,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,12,4,12
2,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2,2,2
2,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,26,16,22
2,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,12,6,6
2,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,16,14,14
2,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,34,12,16
3,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,328,68,108
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,22,4,4
3,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,70,38,48
3,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,12,4,4
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,14,4,4
3,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,86,60,70
3,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,22,14,20
3,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,32,18,20
3,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,36,28,28
3,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,28,26,28
3,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,10,6,6
4,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,296,80,110
4,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,4,2,2
4,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,42,8,10
4,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,58,34,36
4,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,4,2,4
4,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,34,18,18
4,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,64,44,52
4,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,16,12,16
4,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,40,28,28
4,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,16,10,10
4,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,44,38,38
4,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,34,24,24
5,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,538,128,212
5,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,2,2,2
5,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,86,14,16
5,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,132,76,82
5,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,36,20,20
5,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,16,6,6
5,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,34,20,20
5,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,102,86,86
5,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,26,20,24
5,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,34,26,28
5,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,56,46,48
5,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,56,50,52
5,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,36,26,28
6,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,2488,932,1676
6,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,12,10,12
6,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,10,2,2
6,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,168,48,88
6,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,586,472,508
6,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,16,8,8
6,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,72,60,68
6,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,56,46,46
6,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,536,430,516
6,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,174,134,158
6,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2,2,2
6,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,100,56,92
6,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,206,192,198
6,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,228,228,228
6,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,52,48,50
7,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,3662,766,1364
7,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,22,10,16
7,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,24,4,8
7,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,284,30,76
7,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,816,504,564
7,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,4,4,4
7,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,88,86,88
7,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,2,2,2
7,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,98,42,60
7,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,794,578,708
7,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,76,46,70
7,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,4,4,4
7,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,82,68,74
7,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,504,410,434
7,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,8,8,8
7,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,380,328,340
7,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2,2,2
7,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,110,74,84
8,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,6358,868,1312
8,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,6,6,6
8,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,14,0,0
8,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,288,28,38
8,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1452,558,786
8,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,106,86,86
8,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,6,2,2
8,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,118,18,26
8,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,1038,674,846
8,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,6,4,6
8,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,176,106,158
8,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2,2,2
8,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,118,78,86
8,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,582,442,488
8,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,702,578,610
8,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,198,68,90
9,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,5234,1184,2204
9,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,92,42,52
9,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,42,10,22
9,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,574,98,174
9,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1784,1026,1266
9,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,12,4,4
9,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,420,236,274
9,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,14,8,14
9,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,222,110,134
9,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,1132,842,1016
