"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
18.563559,19.063461,19.108082,18.756203,18.80759,18.739351,19.141472,19.172276,18.801516,18.833149,18.809183,19.183878,19.178223,18.836979,18.851324,18.874489,19.217731,19.199268,18.841455,18.86533,0,1,0
18.547508,19.070347,19.08429,18.75058,18.790442,18.758337,19.14735,19.15509,18.813601,18.839865,18.821556,19.170111,19.211611,18.83127,18.86842,18.906242,19.21472,19.207016,18.844418,18.869423,1,1,1
18.564417,19.053934,19.052631,18.763876,18.777746,18.730745,19.125916,19.168583,18.826378,18.848011,18.835144,19.180717,19.205532,18.807878,18.86447,18.886202,19.197617,19.188723,18.856108,18.878881,2,1,2
18.599777,19.073217,19.103601,18.769894,18.790943,18.766422,19.208483,19.21217,18.843611,18.86923,18.846762,19.216097,19.223545,18.85767,18.901344,18.880476,19.240993,19.255678,18.877316,18.893118,3,2,0
18.587141,19.125759,19.120298,18.796421,18.791788,18.752123,19.175196,19.203499,18.830561,18.884729,18.827168,19.215809,19.199013,18.864462,18.904495,18.906086,19.222054,19.259586,18.881851,18.928871,4,2,1
18.590229,19.124674,19.11742,18.787136,18.842066,18.77928,19.169897,19.192993,18.843517,18.880711,18.861906,19.200827,19.242405,18.849287,18.875721,18.961302,19.22209,19.272324,18.884806,18.895597,5,2,2
18.569735,19.094749,19.106699,18.76399,18.802931,18.755713,19.144623,19.158525,18.840149,18.845257,18.842773,19.191061,19.207727,18.847706,18.859699,18.906969,19.224665,19.236923,18.84169,18.891012,6,3,0
18.591509,19.085716,19.122555,18.801283,18.818529,18.737541,19.170664,19.189764,18.852982,18.87393,18.843069,19.213888,19.205172,18.859131,18.880709,18.846682,19.23369,19.242136,18.85807,18.891699,7,3,1
18.559464,19.078691,19.123457,18.775917,18.814272,18.750971,19.133581,19.166101,18.819458,18.853523,18.833027,19.203684,19.190485,18.823797,18.874592,18.893383,19.21307,19.242781,18.864748,18.87182,8,3,2
18.639109,19.161491,19.176846,18.862633,18.838449,18.841448,19.234661,19.25415,18.904945,18.940672,18.937826,19.254734,19.272274,18.918737,18.93346,18.973133,19.296333,19.292952,18.903183,18.952995,9,4,0
18.643869,19.17977,19.149618,18.860144,18.874683,18.844313,19.233488,19.248684,18.895901,18.915396,18.952806,19.280708,19.281265,18.924961,18.94982,19.001726,19.275858,19.310505,18.901728,18.938288,10,4,1
18.674397,19.164125,19.160255,18.840487,18.860844,18.843851,19.210035,19.250742,18.937782,18.910997,18.919382,19.284693,19.292917,18.902037,18.923714,18.993084,19.276411,19.283792,18.943552,18.966824,11,4,2
18.624945,19.119961,19.144295,18.819536,18.841335,18.800058,19.194927,19.234436,18.876339,18.898577,18.868731,19.241045,19.262821,18.891113,18.933226,18.954056,19.249269,19.272593,18.901449,18.952757,12,5,0
18.622227,19.138754,19.175573,18.846743,18.829309,18.796961,19.197784,19.233223,18.867777,18.903261,18.902651,19.253931,19.265753,18.881439,18.908567,18.920914,19.258642,19.283104,18.898605,18.91217,13,5,1
18.604506,19.154882,19.174459,18.796692,18.871433,18.781334,19.206696,19.234032,18.863356,18.900808,18.880323,19.238308,19.262409,18.902149,18.901218,18.943104,19.26675,19.280613,18.906719,18.943159,14,5,2
18.495459,19.033531,19.039841,18.726727,18.787106,18.688805,19.141029,19.158815,18.814009,18.852455,18.801647,19.128677,19.184748,18.830116,18.853605,18.903671,19.194998,19.223066,18.839594,18.849386,15,6,0
18.512394,19.06251,19.085211,18.755579,18.767723,18.718317,19.124382,19.131092,18.820755,18.823612,18.800301,19.16494,19.172518,18.807522,18.837795,18.897612,19.196404,19.207321,18.830303,18.867481,16,6,1
18.517019,19.049698,19.070818,18.748592,18.762346,18.702938,19.140579,19.160482,18.789444,18.808111,18.789883,19.1791,19.173763,18.841148,18.867205,18.887926,19.176147,19.208111,18.810478,18.860926,17,6,2
