"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
9.569851,9.819723,9.820519,10.015495,10.012106,10.251724,10.503702,10.515713,10.816936,10.719919,10.694981,10.981117,10.980461,11.214603,11.201579,10.889617,11.1776,11.175705,11.393688,11.415742,0,1,0
9.323365,9.720708,9.67297,10.034454,9.975334,10.042205,10.487885,10.485555,10.745808,10.771457,10.489949,10.922897,10.912057,11.227151,11.192742,10.727698,11.087517,11.122209,11.427661,11.380511,1,1,1
9.357346,9.579732,9.746422,10.026397,10.024259,10.121514,10.482616,10.450283,10.774162,10.786032,10.574477,10.903835,10.935585,11.208657,11.17909,10.791738,11.174019,11.15798,11.413538,11.369477,2,1,2
9.563671,9.823329,9.758092,10.00657,10.036471,10.245992,10.458134,10.510101,10.752134,10.773854,10.683432,10.949092,10.970509,11.231302,11.206573,10.919809,11.166848,11.139627,11.405126,11.39009,3,2,0
9.275483,9.651888,9.719048,9.97392,9.970905,10.042764,10.438051,10.440084,10.760139,10.754174,10.484703,10.860529,10.919737,11.182298,11.19993,10.697874,11.113165,11.063311,11.385488,11.418333,4,2,1
9.358574,9.742552,9.724197,10.091623,10.02671,10.078261,10.471706,10.473191,10.772627,10.744619,10.582585,10.957232,10.927145,11.205735,11.143288,10.753649,11.112333,11.116916,11.390526,11.379834,5,2,2
9.393488,9.668548,9.744023,9.966373,9.934841,10.100505,10.356523,10.39286,10.64225,10.620935,10.602449,10.879958,10.881163,11.077356,11.109011,10.755447,11.033507,11.020664,11.279406,11.283275,6,3,0
9.167727,9.544689,9.581978,9.867614,9.954637,9.909823,10.372001,10.2656,10.721229,10.623668,10.351961,10.763898,10.787823,11.064067,11.089914,10.553057,11.007195,10.957312,11.266541,11.220847,7,3,1
9.213622,9.578732,9.654185,9.92306,9.910513,9.966607,10.348175,10.313907,10.624759,10.630104,10.411438,10.808076,10.794018,11.139318,11.062805,10.626373,10.97703,11.007082,11.294789,11.286282,8,3,2
9.60218,9.830747,9.865381,10.084412,10.109558,10.384777,10.61145,10.634046,10.86011,10.855116,10.783669,11.113881,11.043118,11.307686,11.318088,10.952143,11.208987,11.250058,11.473732,11.484411,9,4,0
9.411074,9.778854,9.809652,10.082011,10.133667,10.138815,10.492443,10.544054,10.874306,10.822536,10.561378,10.973401,10.970571,11.296308,11.295837,10.765455,11.145792,11.136578,11.507261,11.507748,10,4,1
9.415915,9.822968,9.80116,10.078953,10.069741,10.192856,10.580147,10.528559,10.83636,10.840498,10.613925,11.016106,11.013763,11.293036,11.301644,10.839279,11.212911,11.18341,11.49401,11.467482,11,4,2
9.401187,9.597495,9.691984,9.892724,9.902189,10.111198,10.37537,10.328709,10.580726,10.571612,10.555833,10.818801,10.830441,11.066432,11.083846,10.730305,10.979389,10.961631,11.203766,11.178119,12,5,0
9.128726,9.551575,9.519305,9.865132,9.867469,9.879117,10.281939,10.197144,10.60404,10.629197,10.330687,10.742598,10.740498,11.072488,11.072432,10.47902,10.89136,10.898656,11.23664,11.208833,13,5,1
9.206089,9.570754,9.469685,9.84507,9.857634,9.919792,10.264116,10.295085,10.615729,10.583316,10.375477,10.736774,10.790848,11.022384,11.068254,10.570073,10.923149,10.955341,11.192052,11.231127,14,5,2
9.363041,9.553184,9.506188,9.711455,9.741093,9.966897,10.195536,10.202307,10.446754,10.470852,10.48868,10.738868,10.717364,10.902241,10.945528,10.6134,10.882799,10.852879,11.07388,11.104133,15,6,0
9.026076,9.392759,9.436835,9.746811,9.717977,9.722396,10.116205,10.177532,10.414924,10.464757,10.299943,10.643605,10.62464,10.975717,10.934391,10.401464,10.792527,10.74204,11.062459,11.093325,16,6,1
9.042243,9.496517,9.479354,9.665832,9.709179,9.829353,10.221749,10.140666,10.459073,10.385437,10.327926,10.683167,10.661832,10.944731,10.966393,10.487666,10.825106,10.822549,11.095067,11.092775,17,6,2
9.236053,9.516647,9.562911,9.703477,9.727712,9.931942,10.249435,10.195854,10.386933,10.446784,10.490989,10.74005,10.70124,10.924729,10.908774,10.582686,10.840597,10.832504,11.101481,11.04652,18,7,0
8.992024,9.351033,9.418946,9.724212,9.707149,9.76406,10.106688,10.140582,10.43901,10.41241,10.211653,10.655362,10.650063,10.902137,10.890721,10.351547,10.760366,10.748669,11.08814,11.048425,19,7,1
9.119442,9.372989,9.422897,9.763926,9.705594,9.774216,10.159313,10.189405,10.475345,10.427813,10.33423,10.678864,10.693617,10.954491,10.920863,10.433465,10.820477,10.781165,11.05566,11.033492,20,7,2
9.354972,9.5191,9.510737,9.766174,9.716516,9.96303,10.192985,10.238831,10.507229,10.430245,10.470536,10.730266,10.732985,10.904793,11.025576,10.573414,10.863692,10.850898,11.084727,11.091964,21,8,0
