"taz","walk_subzone","walk_subzone_label","incQ","incQ_label","autoSuff","autoSuff_label","hasAV","num_persons","num_workers","num_workers_students"
1,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,34,6,11
1,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,3,3,3
1,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,47,17,18
1,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,1,1,1
1,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,9,7,8
1,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,17,9,10
1,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,2,1,1
1,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
1,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,1,1,1
1,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,3,3,3
1,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2,2,2
2,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,99,32,51
2,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,2,2
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,100,23,42
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,1,0,1
2,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,28,13,16
2,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,4,4,4
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,52,21,42
2,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,1,1,1
2,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,7,3,7
2,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,11,6,10
2,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,3,3,3
2,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,9,5,5
2,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,3,1,1
3,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,266,81,114
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,66,16,21
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,3,2,2
3,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,92,59,68
3,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,10,6,6
3,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,3,2,2
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,25,9,14
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,3,2,2
3,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,25,17,22
3,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,2,2,2
3,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,4,1,2
3,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,9,9,9
3,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,16,14,15
3,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,4,2,2
4,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,144,52,71
4,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,8,6,6
4,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,86,19,27
4,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,1,1,1
4,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,34,21,25
4,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,15,11,14
4,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,34,19,19
4,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,1,1,1
4,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,5,4,4
4,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1,1,1
4,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,2,1,1
4,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,5,6
4,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,10,10,10
4,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,2,2,2
4,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,4,3,3
4,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,2,1,1
5,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,553,205,289
5,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,22,13,14
5,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,4,2,2
5,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,263,76,97
5,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,12,4,5
5,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,137,96,103
5,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,45,28,34
5,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,4,4,4
5,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,87,41,43
5,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,4,3,3
5,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,24,22,23
5,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,7,6,6
5,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,9,8,8
5,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,2,1,1
5,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,15,13,13
5,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,28,24,26
5,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,12,11,11
5,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,11,6,7
5,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,3,2,2
6,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,1974,743,1423
6,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,65,51,56
6,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,2,2,2
6,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,417,118,232
6,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,27,9,17
6,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,907,713,788
6,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,257,197,228
6,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,18,16,18
6,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,197,141,141
6,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,14,10,10
6,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,265,226,252
6,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,86,78,83
6,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,34,26,31
6,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,51,28,46
6,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,6,5,6
6,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,165,157,159
6,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,93,84,87
6,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,52,51,51
6,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,10,8,9
6,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,3,2,2
7,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,3535,1056,1641
7,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,78,53,69
7,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,691,136,232
7,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,15,4,7
7,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1247,877,950
7,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,193,181,185
7,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,17,15,16
7,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,259,133,157
7,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,13,9,9
7,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,363,246,331
7,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,63,42,61
7,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,8,5,8
7,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,25,20,21
7,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,1,1,1
7,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,154,134,141
7,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,84,79,82
7,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,42,36,40
7,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,10,6,7
7,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,3,2,2
8,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,6345,1476,2033
8,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,157,102,133
8,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,8,7,8
8,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1407,216,287
8,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,53,11,21
8,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1288,789,984
8,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,501,362,390
8,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,78,76,77
8,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,206,71,91
8,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,5,2,2
8,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,200,148,177
8,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,63,38,60
8,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,18,10,16
8,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,8,7,7
8,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,3,2,2
8,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,65,56,61
8,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,62,58,59
8,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,34,29,32
9,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,5099,1748,2755
9,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,399,221,275
9,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,24,11,12
9,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1269,308,474
9,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,41,12,20
9,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1606,1092,1284
9,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,733,458,541
9,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,50,34,39
9,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,311,173,193
9,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,19,11,12
9,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,460,328,429
9,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,162,110,157
9,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,15,11,15
9,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,27,19,19
9,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,3,3,3
9,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,118,101,105
9,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,113,100,105
9,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,24,22,24
9,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,3,3,3
10,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,2245,867,1330
10,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,282,205,244
10,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,17,7,17
10,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,882,193,407
10,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,27,6,17
10,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,598,465,492
10,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,420,397,403
10,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,74,70,70
10,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,273,110,203
10,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,18,11,17
10,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,305,178,282
10,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,127,74,125
10,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,27,18,26
10,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,13,9,11
10,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,1,1,1
10,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,96,84,93
10,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,239,221,228
10,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,84,77,80
10,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,11,9,10
10,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,1,1,1
11,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,1573,644,804
11,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,156,117,142
11,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,591,158,197
11,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,19,8,8
11,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,711,538,644
11,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,380,291,343
11,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,26,22,22
11,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,193,124,141
11,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,9,8,8
11,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,320,268,310
11,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,191,133,178
11,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,42,30,40
11,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,47,42,42
11,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,9,6,7
11,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,120,102,117
11,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,220,196,203
11,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,92,88,90
11,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,14,13,13
11,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,2,2,2
12,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,851,550,672
12,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,84,72,82
12,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,5,3,5
12,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,173,87,108
12,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,11,8,9
12,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,176,152,163
12,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,62,58,60
12,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,4,2,4
12,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,37,24,30
12,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,3,3,3
12,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,39,30,37
12,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,18,11,18
12,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,5,4,5
12,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,80,74,75
12,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,40,38,38
12,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,14,14,14
12,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1,1,1
12,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,6,5,5
13,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,3,1,1
13,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,7,1,2
