"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
12.146501,12.936936,12.909539,12.608413,12.570765,12.489407,13.026775,13.018719,12.659821,12.643332,12.674683,13.08702,13.076359,12.679639,12.67054,12.856789,13.136333,13.13223,12.698198,12.693171,0,1,0
12.14445,12.936769,12.909405,12.608379,12.570785,12.485017,13.028761,13.016984,12.66004,12.643295,12.675704,13.084369,13.075644,12.68051,12.670101,12.838645,13.138087,13.135039,12.698565,12.693235,1,1,1
12.144398,12.937633,12.909589,12.608422,12.57071,12.491446,13.028235,13.017202,12.659413,12.643367,12.677483,13.08586,13.078037,12.680278,12.670417,12.836782,13.1393,13.136272,12.698895,12.69264,2,1,2
12.199159,12.981308,12.954877,12.650025,12.614521,12.525407,13.071465,13.059661,12.699081,12.683617,12.718896,13.125234,13.11489,12.719025,12.709846,12.877091,13.17648,13.170834,12.736746,12.731061,3,2,0
12.196454,12.981554,12.954858,12.650175,12.614601,12.526845,13.069738,13.058718,12.699304,12.684116,12.703526,13.124793,13.11617,12.718516,12.709391,12.86966,13.174959,13.175196,12.735956,12.731324,4,2,1
12.197582,12.981298,12.955042,12.650011,12.614576,12.529694,13.070701,13.059265,12.699171,12.683554,12.721643,13.125262,13.117866,12.718241,12.708974,12.864048,13.177486,13.172965,12.735793,12.731627,5,2,2
12.176443,12.965304,12.938556,12.635884,12.599922,12.519075,13.057274,13.044851,12.68578,12.670218,12.704119,13.108836,13.100729,12.705753,12.696539,12.866231,13.163493,13.161258,12.722442,12.718044,6,3,0
12.181204,12.965546,12.938978,12.635973,12.599854,12.520613,13.056527,13.045402,12.685805,12.670091,12.686748,13.110751,13.103546,12.705131,12.696182,12.861974,13.165288,13.165183,12.72254,12.718173,7,3,1
12.177683,12.96631,12.939013,12.635887,12.599785,12.511685,13.054271,13.045991,12.686056,12.669993,12.708771,13.111273,13.106241,12.705239,12.696282,12.87674,13.160289,13.159683,12.723078,12.718067,8,3,2
12.267294,13.040887,13.015451,12.706828,12.673469,12.595167,13.126258,13.115527,12.753483,12.739548,12.775791,13.179281,13.170897,12.772113,12.764228,12.917133,13.227984,13.224415,12.789273,12.784401,9,4,0
12.268069,13.040924,13.015868,12.706875,12.673423,12.585909,13.124974,13.115864,12.753781,12.739109,12.762752,13.177405,13.173331,12.772427,12.763974,12.924164,13.227037,13.22753,12.789434,12.7853,10,4,1
12.264537,13.040616,13.0157,12.706861,12.673411,12.590492,13.127593,13.115568,12.753689,12.739615,12.766114,13.178199,13.170849,12.772114,12.76372,12.918549,13.230502,13.22468,12.789343,12.784678,11,4,2
12.244143,13.023691,12.997807,12.692797,12.658112,12.576807,13.11328,13.101578,12.741228,12.726024,12.766623,13.165114,13.157309,12.759954,12.751792,12.911127,13.215595,13.216743,12.777492,12.772464,12,5,0
12.242276,13.02377,12.997953,12.692724,12.658132,12.58925,13.110858,13.10041,12.74099,12.726263,12.764649,13.163861,13.16301,12.760501,12.751738,12.921113,13.219894,13.216199,12.777098,12.773117,13,5,1
12.242496,13.023745,12.997665,12.692733,12.658092,12.571272,13.111789,13.101115,12.741227,12.726242,12.765324,13.16511,13.160111,12.760721,12.751088,12.918277,13.219106,13.213577,12.777128,12.772794,14,5,2
12.153311,12.949745,12.921236,12.626653,12.588598,12.520969,13.045126,13.036465,12.678714,12.662778,12.713799,13.101714,13.097808,12.699715,12.69083,12.884473,13.160868,13.159351,12.717833,12.713017,15,6,0
12.148446,12.94981,12.920666,12.626585,12.588594,12.518014,13.04597,13.035025,12.678927,12.662803,12.728737,13.106267,13.096621,12.700315,12.690319,12.878167,13.161354,13.159937,12.718966,12.713334,16,6,1
12.150496,12.949508,12.921126,12.626623,12.588603,12.522367,13.045999,13.035614,12.679396,12.66328,12.72244,13.107825,13.098258,12.699892,12.69039,12.893005,13.15939,13.162238,12.718683,12.713044,17,6,2
12.185288,12.981209,12.953584,12.655794,12.619063,12.548602,13.076423,13.064919,12.707061,12.691286,12.744713,13.134695,13.126724,12.728088,12.718179,12.90942,13.188064,13.18833,12.745653,12.740903,18,7,0
