development_projects_id,raw_id,name,site_name,action,scen0,scen3,scen1,scen2,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price
1,8860720,Maple Street Correctional Center,,build,1,1,1,1,Blomquist @ Maple St,Redwood City,94063,San Mateo,-122.21815,37.49426,15245388248920,2015,,,GV,260000,260000,0,,rent,,4,,,,,,
2,8852564,SFMOMA Expansion,,build,1,1,1,1,670 Howard St,San Francisco,94105,San Francisco,-122.40005,37.78574,13598260132470,2016,,,GV,253000,253000,0,,rent,,10,,,,,,
3,9122058,The Gilroy Library,,build,1,1,1,1,350 W 6th St,Gilroy,950206106,Santa Clara,,,2093612470939,2012,,,GV,54000,54000,0,,rent,,2,,,,,,
4,9645882,Willow Housing Veterans Apartments,,build,1,1,1,1,605 Willow Rd,Menlo Park,940252618,San Mateo,-122.16019,37.46630,9668283250207,2016,,,GV,43000,43000,0,,rent,,2,,,,,,
5,8976159,,,build,1,1,1,1,1701 Martin Luther King Jr Blvd,Oakland,946121330,Alameda,-122.27487,37.80845,15481373205929,2015,,,GV,24600,24600,0,,rent,,4,,,,,,
6,9018223,Lands End Lookout,,build,1,1,1,1,680 Point Lobos Ave,San Francisco,94121,San Francisco,-122.50554,37.78495,9941852999732,2012,,,GV,4150,4150,0,,rent,,1,,,,,,
7,8272995,Rising Oaks,,build,1,1,1,1,3800 Coolidge Ave,Oakland,946023399,Alameda,,,11264911797210,2013,,,GV,20730,20730,0,,rent,,2,,,,,,
8,1418210,Siena Court Senior Housing,,build,1,1,1,1,700 Railroad Ave,Pittsburg,94565,Contra Costa,-121.88494,38.03014,3375048112296,2012,,,MR,120000,55398,111,582,rent,Affordable,3,500,9,2.21,1287,,
9,9598357,Ashland Family Housing Project,,build,1,1,1,1,16395 E 14th St,San Leandro,945783109,Alameda,-122.11479,37.69486,1159192520604,2015,,,HM,74391,0,80,925,rent,Affordable,4,,22.8,,,,
10,8831653,Avalon Berkeley,,build,1,1,1,1,651 Addison St,Berkeley,94710,Alameda,-122.30110,37.86639,3738312208433,2014,,,MR,136916,53726,94,885,rent,Market,5,,25.2,3.63,3426,2013,6082209574
11,8007681,The Delaware Apartments,,build,1,1,1,1,1800 San Pablo Ave,Berkeley,94702,Alameda,-122.29326,37.87131,12373029556117,2011,,,MR,34955,8588,51,517,rent,Market,4,67,27,4.27,2206,2012,11925000
12,9473583,The Aquatic,,build,1,1,1,1,800 University Ave,Berkeley,947102021,Alameda,-122.29842,37.86749,11764068625830,2016,,,HM,54302,0,70,775,rent,Market,5,60,27.6,,,,
13,9401639,,,build,1,1,1,1,1935 Addison St,Berkeley,947041187,Alameda,-122.27136,37.87103,11802512544999,2016,,,HM,43356,0,46,925,rent,,6,,28.1,,,,
14,7878783,B3 Bakery Apartments,,build,1,1,1,1,4600 Adeline St,Oakland,946083303,Alameda,-122.27601,37.83605,1355205321346,2013,,,HM,61000,0,79,835,rent,Market,2,,30,2.53,2111,,
15,5051083,,,build,1,1,1,1,2489 Martin Luther King Jr Way,Berkeley,94704,Alameda,-122.27182,37.86362,6380443223169,2015,,,HM,8700,0,9,925,rent,Market,4,21,30,,,,
16,7820208,Vara Apartments,,build,1,1,1,1,1880 Mission St,San Francisco,941033502,San Francisco,-122.42032,37.76690,332841524255,2013,,,MR,230000,62744,202,828,rent,Market/Affordable,6,355,32.5,5.5,4352,2013,108500000
17,9037964,1100 Ocean Avenue,,build,1,1,1,1,1100-1140 Ocean Ave,San Francisco,941121843,San Francisco,-122.45499,37.72397,7522067872889,2015,,,MR,86500,20825,71,925,rent,Affordable,5,,33,,1289,,
18,7090379,Phase I,Town Centrale,build,1,1,1,1,1375-1411 Sycamore Ave,Hercules,94547,Contra Costa,-122.27661,38.01438,7291019156087,2016,,,HM,75090,0,67,1113,rent,Market,4,,33.4,,,,
19,7373004,Higby,,build,1,1,1,1,3015 San Pablo Ave,Berkeley,94702,Alameda,-122.28614,37.85189,15124692227158,2015,,,HM,103545,0,111,925,rent,Market,5,,34.35,,,,
20,8375158,Venue,,build,1,1,1,1,1155 4TH St,San Francisco,94158,San Francisco,-122.39094,37.77326,15036958671009,2013,,,MR,227392,102883,147,925,rent,Market,6,,38,4.92,4252,,
21,8116474,Madrone,,build,1,1,1,1,425-435 China Basin St,San Francisco,94158,San Francisco,-122.38854,37.77159,11202506426812,2012,,,HM,300000,0,329,925,rent,Market,16,200,38,,,,
22,9046734,One Hundred Grand Apartments,,build,1,1,1,1,1125 E Hillsdale Blvd,Foster City,94404,San Mateo,-122.26921,37.56277,13247556157342,2015,,,HM,296000,0,268,1102,rent,Market/Affordable,4,284,39,,,,
23,9511568,Onyx Bldg 2,,build,1,1,1,1,310 Carolina St,San Francisco,941072374,San Francisco,-122.40109,37.76460,110412276713,2015,,,HM,28000,0,30,925,rent,Market,5,50,41.18,,,,
24,9070788,Merrill Gardens at Lafayette,,build,1,1,1,1,3454 MT Diablo Blvd,Lafayette,945493953,Contra Costa,-122.11331,37.89310,4108410194651,2014,,,MR,78939,23009,85,658,rent,Market,3,,42,8.5,5596,,
25,9033831,Mercy Housing California,,build,1,1,1,1,1180 4th St,San Francisco,941582245,San Francisco,-122.39203,37.77354,14500819058855,2014,,,HM,216000,0,233,925,rent,Affordable,7,,42,,,,
26,8413253,Solstice,,build,1,1,1,1,299 E Washington Ave,Sunnyvale,940866253,Santa Clara,-122.03193,37.37652,16845503722261,2013,,,HM,210000,0,280,926,rent,Market,6,320,45,3.91,3545,2014,5960422000
27,9246252,,,build,1,1,1,1,480 Potrero Ave,San Francisco,94110,San Francisco,-122.40767,37.76348,15353293635617,2015,,,HM,82544,0,89,925,rent,Market,6,47,45,,,,
28,8776738,2175 Market Street,,build,1,1,1,1,2175 Market St,San Francisco,94114,San Francisco,-122.42991,37.76629,14588315964643,2014,,,HM,50000,0,88,650,rent,Market/Affordable,5,44,48,5.65,3848,,
29,8185102,Potrero 1010,,build,1,1,1,1,1000 16th St,San Francisco,94107,San Francisco,-122.39660,37.76711,13177138559054,2015,,,HM,1015272,0,1097,925,rent,Market/Affordable,6,,48,,,,
30,8809598,Colonnade,,build,1,1,1,1,4750 El Camino Real,Los Altos,94022,Santa Clara,-122.11242,37.39881,17380722697511,2015,,,HM,140000,0,226,619,rent,Market,4,319,49.2,,,,
31,9641265,,,build,1,1,1,1,280 Brighton Ave,San Francisco,941122320,San Francisco,-122.45488,37.72329,8421401976406,2015,,,HM,20172,0,21,925,rent,Market,4,,50,,,,
32,8263719,Nineteen 800,,build,1,1,1,1,19700 Vallco Pky,Cupertino,95014,Santa Clara,-122.01292,37.32496,8786355226744,2014,,,HM,198000,0,204,1392,rent,Market,6,,54,3.28,4567,,
33,8875730,,,build,1,1,1,1,8 Octavia Blvd,San Francisco,94102,San Francisco,-122.42347,37.77252,13129005044838,2014,,,HM,82072,0,88,925,rent,Market,8,25,60,,,,
34,8284837,100 Van Ness,,build,1,1,1,1,100 Van Ness Ave,San Francisco,941025209,San Francisco,-122.41918,37.77672,7453797589419,2015,,,MR,373334,81334,400,730,rent,Market,29,118,65,5.78,4221,,
35,8099669,Linnea,,build,1,1,1,1,1960-1998 Market St,San Francisco,941026228,San Francisco,-122.42609,37.77018,44183372372,2014,,,HM,100000,0,115,925,rent,Market,8,56,77.73,,,,
36,7911106,38 Dolores,,build,1,1,1,1,2001 Market St,San Francisco,941141389,San Francisco,-122.42711,37.76832,4175718166950,2013,,,MR,113000,35483,81,957,rent,Market,8,,85.32,5.18,6750,,
37,9126883,Harriet Street Student Residences,,build,1,1,1,1,38 Harriet St,San Francisco,941034006,San Francisco,-122.40717,37.77866,3282401076664,2012,,,HM,11775,0,23,295,rent,Market,4,,,5.97,1762,2013,7500000
38,9543917,The Lofts at 7,,build,1,1,1,1,277 Golden Gate Ave,San Francisco,941023709,San Francisco,-122.41493,37.78141,1623877504552,2013,,,HM,49945,0,88,351,rent,Market,6,,,3.64,1278,,
39,9008024,The Panoramic,,build,1,1,1,1,1321 Mission St,San Francisco,94103,San Francisco,-122.41475,37.77587,14056689307734,2015,,,HM,80107,0,214,374,rent,Market,11,,,,,,
40,5501624,Ritch Lofts at South Park,,build,1,1,1,1,246 Ritch St,San Francisco,941071708,San Francisco,-122.39582,37.78022,15750249800604,2014,,,HM,16150,0,19,430,rent,Market,5,,,2.33,1000,2014,7750000
41,9488578,Harmon Gardens Apartments,,build,1,1,1,1,3240 Sacramento St,Berkeley,94702,Alameda,-122.27842,37.84835,15282015199771,2011,,,HM,14757,0,16,450,rent,Affordable,3,16,,2.76,1243,,
42,9302029,Rosemary Senior Apartments,,build,1,1,1,1,30 E Rosemary St,San Jose,951124718,Santa Clara,-121.90720,37.36017,16190011706120,2013,,,HM,56498,0,106,533,rent,Affordable,3,,,2.18,1160,,
43,9303107,Presidio El Camino,,build,1,1,1,1,1450 El Camino Real,Santa Clara,95050,Santa Clara,-121.95210,37.35238,952367722360,2012,,,HM,53352,0,40,553,rent,Affordable,3,40,,2.6,1436,,
44,8048622,Belovida at Newbury Park,,build,1,1,1,1,1777 Newbury Park Dr,San Jose,95133,Santa Clara,-121.86746,37.36623,178546448907,2011,,,HM,359490,0,185,568,rent,Affordable,6,400,,1.68,957,,
45,8841335,The Wilson,,build,1,1,1,1,973 Market St,San Francisco,94103,San Francisco,-122.40935,37.78242,923925429186,2014,,,HM,58450,0,67,576,rent,Market,7,,,6.01,3377,,
46,9413541,Trinity Place Phase III,,build,1,1,1,1,1188 Mission St,San Francisco,941031586,San Francisco,-122.41349,37.77841,6533589452790,2017,,,HM,850000,0,1452,585,rent,Market/Affordable,8,,,,,,
47,8940153,Warner Creek Senior Housing,,build,1,1,1,1,806 Diablo Ave,Novato,94947,Marin,-122.57420,38.10089,17068509544276,2013,,,HM,36000,0,61,600,rent,Affordable,3,65,,2.11,1265,,
48,8993269,Kellgren Senior Apartments,,build,1,1,1,1,855 Wood Sorrel Dr,Petaluma,949546857,Sonoma,-122.65017,38.26319,12273418944562,2014,,,HM,60000,0,50,620,rent,Affordable,3,,,1.55,958,,
49,8394815,The Gantry,,build,1,1,1,1,2121 3rd St,San Francisco,94107,San Francisco,-122.38825,37.76268,17145814905629,2014,,,HM,117198,0,106,635,rent,Market,6,80,,5.72,3638,,
50,8912095,Vintage Chateau II,,build,1,1,1,1,325 N McDowell Blvd,Petaluma,94954,Sonoma,-122.63170,38.25196,4974056848685,2012,,,HM,48000,0,68,639,rent,Affordable,3,,,1.5,956,,
51,7840131,Cottonwood Place,,build,1,1,1,1,3701 Peralta Blvd,Fremont,94536,Alameda,-122.00460,37.55993,6134603258894,2012,,,HM,52632,0,98,640,rent,Affordable,3,110,,0.88,564,,
52,9564364,Phase 1,Half Moon Village,build,1,1,1,1,801 Arnold Way,Half Moon Bay,940192102,San Mateo,-122.42802,37.45674,15931869809295,2014,,,HM,47916,0,45,647,rent,Affordable,3,,,2.22,1436,,
53,8912036,Belle Terre,,build,1,1,1,1,3428 MT Diablo Blvd,Lafayette,945493980,Contra Costa,-122.11142,37.89368,5586793441913,2014,,,HM,32566,0,45,651,rent,Affordable,2,45,,1.84,1199,,
54,7915669,Rincongreen,,build,1,1,1,1,333 Harrison St,San Francisco,94105,San Francisco,-122.39127,37.78656,9416989008432,2013,,,HM,212933,0,326,653,rent,Market/Affordable,7,204,,5.64,3684,2013,
55,9413056,Park 20,,build,1,1,1,1,1950 Elkhorn Ct,San Mateo,94403,San Mateo,-122.31346,37.54872,1156732040365,2014,,,HM,200000,0,197,663,rent,Market,4,,,4.42,2933,,
56,9022207,Monteverde Senior Apartments,,build,1,1,1,1,2 Irwin Way,Orinda,945632508,Contra Costa,-122.18950,37.88449,2535097182470,2014,,,HM,67000,0,67,666,rent,Affordable,3,,,0.78,517,,
57,8441826,888 San Mateo Luxury Apartments,,build,1,1,1,1,888 N San Mateo Dr,San Mateo,944012261,San Mateo,-122.33829,37.57698,12330113259055,2014,,,HM,136000,0,158,668,rent,Market/Affordable,2,236,,4.27,3095,,
58,9012613,Valencia at Gale Ranch,,build,1,1,1,1,1200 Goldenbay Ave,San Ramon,945825877,Contra Costa,-121.91365,37.76588,2736679056457,2011,,,HM,137000,0,186,669,rent,Affordable,3,372,,3.05,2039,,
59,9564430,Half Moon Village Phase 2,Half Moon Village,build,1,1,1,1,1-6 Bloom Ln,Half Moon Bay,94019,San Mateo,-122.42943,37.45738,10416504221519,2015,,,HM,211701,0,314,674,rent,Affordable,2,110,,,,,
60,9483107,Meadow Wood At Alamo Creek,,build,1,1,1,1,3000 Damani Ct,Danville,94506,Contra Costa,-121.87759,37.79776,5995779110519,2012,,,HM,104679,0,120,687,rent,Market,1,300,,1.84,1263,,
61,9003831,Lampwork Lofts,,build,1,1,1,1,1614 Campbell St,Oakland,946071610,Alameda,-122.29341,37.81345,5716086591183,2014,,,HM,115000,0,92,695,rent,Market,4,,,2.67,1852,,
62,9471890,Oakland 34 Apartments,,build,1,1,1,1,10920 Macarthur Blvd,Oakland,946055251,Alameda,-122.14866,37.74114,10688659033051,2014,,,HM,26887,0,32,700,rent,Affordable,3,49,,1.7,1186,,
63,7786403,Fair Oaks Plaza,,build,1,1,1,1,690 S Fair Oaks Ave,Sunnyvale,940861217,Santa Clara,-122.02344,37.36460,11715200081490,2011,,,HM,99200,0,124,723,rent,Affordable,5,87,,1.34,971,,
64,8098739,Potrero Launch,,build,1,1,1,1,2235 3rd St,San Francisco,94107,San Francisco,-122.38812,37.76118,10004673869635,2012,,,HM,242185,0,196,725,rent,Market/Affordable,4,117,,5.65,4091,2011,85652000
65,8116624,Arc Light,,build,1,1,1,1,21 Clarence Pl,San Francisco,941074915,San Francisco,-122.39251,37.77973,3733470002692,2012,,,HM,100000,0,94,729,rent,Market,4,100,,5.83,4252,,
66,9005560,474 Natoma,,build,1,1,1,1,474 Natoma St,San Francisco,941032909,San Francisco,-122.40743,37.78064,17088868071729,2014,,,HM,81774,0,60,736,rent,Affordable,7,60,,1.75,1287,,
67,9057836,Varsity Berkeley,,build,1,1,1,1,2024 Durant Ave,Berkeley,947041512,Alameda,-122.26899,37.86621,2863825032102,2015,,,HM,113279,0,153,737,rent,Market,6,,,,,,
68,9573201,,,build,1,1,1,1,2198 Market St,San Francisco,94114,San Francisco,-122.43077,37.76653,3111332695561,2016,,,HM,110000,0,147,746,rent,Market,6,34,,,,,
69,9486017,Kings Crossing Apartments,,build,1,1,1,1,678 N King Rd,San Jose,951333801,Santa Clara,-121.86746,37.36623,178546448907,2012,,,HM,154280,0,94,751,rent,Affordable,4,,,1.42,1063,,
70,9287054,Ascent,,build,1,1,1,1,5805 Charlotte Dr,San Jose,95123,Santa Clara,,,15786527501368,2015,,,HM,864099,0,1149,752,rent,Market/Affordable,6,,,,,,
71,9058413,Oakwood Redwood City,,build,1,1,1,1,2580 El Camino Real,Redwood City,940613813,San Mateo,-122.21721,37.47211,2160467219429,2015,,,HM,135896,0,141,763,rent,Market/Affordable,3,,,4.09,3116,2015,84000000
72,9098778,Valley Glen Apartments,,build,1,1,1,1,1830 Gold St,Dixon,95620,Solano,-121.83008,38.43667,13208514136234,2014,,,HM,64000,0,59,770,rent,Affordable,2,,,1.38,1063,,
73,9564786,Central Park Terrace,,build,1,1,1,1,41078 Farallon Cmn,Fremont,94538,Alameda,-121.95452,37.53472,481973760643,2013,,,HM,48067,0,40,771,rent,Market,4,,,2.68,2066,,
74,9449975,Emme Apartments,,build,1,1,1,1,6350 Christie Ave,Emeryville,94608,Alameda,-122.29511,37.84309,6371462123295,2015,,,HM,152000,0,190,774,rent,Market/Affordable,8,,,4.16,3219,,
75,7948183,Merritt Crossing Senior Apartments,,build,1,1,1,1,609 Oak St,Oakland,94607,Alameda,-122.26653,37.79592,9247478623695,2012,,,HM,46392,0,70,775,rent,Affordable,6,70,,1.37,1064,,
76,9078675,Carmel The Village,The Village at San Antonio Center,build,1,1,1,1,555 San Antonio Rd,Mountain View,94040,Santa Clara,-122.11059,37.40398,8784272314867,2013,,,HM,282976,0,330,788,rent,Market,5,,,4.96,3909,,
77,8375101,Channel Mission Bay,,build,1,1,1,1,185 Channel St,San Francisco,94158,San Francisco,-122.39067,37.77407,16449799172463,2014,,,HM,283500,0,315,790,rent,Market,6,315,,5.98,5122,,
78,9281530,,,build,1,1,1,1,72 Townsend St,San Francisco,941072020,San Francisco,-122.39035,37.78139,11941885653469,2015,,,HM,75200,0,92,810,rent,Market,7,,,,,,
79,9626409,,,build,1,1,1,1,2107-2121 Dwight Way,Berkeley,947042028,Alameda,-122.26684,37.86431,13022127570144,2016,,,HM,80850,0,98,817,rent,Market,6,45,,,,,
80,8783328,The Ambassador,,build,1,1,1,1,1168 36th St,Emeryville,94608,Alameda,-122.28039,37.82775,398831002098,2013,,,HM,100000,0,68,824,rent,Affordable,5,68,,1.08,888,,
81,4670199,Madrone,,build,1,1,1,1,111 N Rengstorff Ave,Mountain View,94043,Santa Clara,-122.09547,37.40386,306646477352,2015,,,HM,132644,0,272,827,rent,Market,2,280,,4.42,3655,2008,47000000
82,8375191,AVA 55 Ninth,,build,1,1,1,1,55 9th St,San Francisco,941031401,San Francisco,-122.41510,37.77710,17336837118483,2014,,,HM,250000,0,273,834,rent,Market,17,375,,5.19,4260,,
83,8926159,1st and Rosemary Family Apartments,,build,1,1,1,1,60-80 E Rosemary St,San Jose,95112-471,Santa Clara,-121.90667,37.36030,1672691102641,2013,,,HM,200000,0,184,834,rent,Affordable,4,300,,1.62,1354,,
84,9118464,Broadway Sansome Apartments,,build,1,1,1,1,255 Broadway,San Francisco,941111505,San Francisco,-122.40163,37.79830,8459819243587,2015,,,HM,83783,0,75,836,rent,Affordable,8,,,1.54,1289,,
85,9413989,Delaware Pacific Family Apartments,,build,1,1,1,1,1990 S Delaware St,San Mateo,944031426,San Mateo,-122.30563,37.55097,9893028863291,2013,,,HM,53712,0,60,836,rent,Affordable,5,,,1.27,1063,,
86,9241788,Japantown Project,,build,1,1,1,1,817 N 10th St,San Jose,951123103,Santa Clara,-121.89318,37.35607,5546407750790,2015,,,HM,200000,0,238,837,rent,Market,3,,,,,,
87,8138101,Clinton Commons,,build,1,1,1,1,720 E 11th St,Oakland,94606,Alameda,-122.25340,37.79268,1829063062179,2012,,,HM,41250,0,54,838,rent,Affordable,3,55,,1.38,1155,,
88,9605049,Revere Campbell Apartments,,build,1,1,1,1,1725 S Bascom Ave,Campbell,95008,Santa Clara,-121.93271,37.29223,1607419491360,2015,,,HM,50000,0,59,839,rent,Market,5,,,,,,
89,9350891,MB360,,build,1,1,1,1,701 China Basin St,San Francisco,941582191,San Francisco,-122.39436,37.77142,15181392866732,2015,,,HM,312389,0,188,842,rent,Market,6,,,4.69,3949,,
90,7803372,Horizons at Morgan Hill,,build,1,1,1,1,98 Central Ave,Morgan Hill,95037,Santa Clara,-121.65490,37.13311,16650521990195,2011,,,HM,68511,0,49,844,rent,Affordable,3,109,,1.7,1436,,
91,8908764,Aviara,,build,1,1,1,1,2388 Madden Ave,San Jose,95116,Santa Clara,-121.84422,37.36184,7093385723486,2012,,,HM,39190,0,46,845,rent,Market,4,77,,2.83,2396,2013,11350000
92,8200110,Epic,,build,1,1,1,1,565-575 River Oaks Pky,San Jose,95134,Santa Clara,-121.92038,37.39933,1290594001181,2013,,,HM,280000,0,569,845,rent,Market,4,280,,3.35,2831,,
93,8309676,AIRE,,build,1,1,1,1,3401 Iron Point Dr,San Jose,95134,Santa Clara,-121.93209,37.40506,17352088641891,2014,,,HM,250000,0,293,847,rent,Market,4,293,,3.42,2766,,
94,8440432,Brio,,build,1,1,1,1,161 N Civic Dr,Walnut Creek,945963815,Contra Costa,-122.05940,37.90800,11685969784019,2014,,,HM,259941,0,300,853,rent,Market,4,,,3.51,2994,,
95,8768676,Diamond Terrace,,build,1,1,1,1,1459 MacArthur Blvd,Oakland,94602,Alameda,-122.22720,37.80106,5821986519734,2012,,,HM,32391,0,30,855,rent,Market,4,30,,,,2012,6300000
96,9385289,The Pierce,,build,1,1,1,1,60 Pierce Ave,San Jose,95110,Santa Clara,-121.88471,37.32685,12240503185381,2016,,,HM,278142,0,325,855,rent,Market,7,321,,,,,
97,9473934,Grove at Sunset Court,,build,1,1,1,1,55 Havenwood Ave,Brentwood,94513,Contra Costa,-121.69528,37.95205,4164430601979,2013,,,HM,47642,0,54,857,rent,Affordable,1,,,1.24,1063,,
98,8938509,Brookwood Terrace,,build,1,1,1,1,1346 E San Antonio St,San Jose,951164201,Santa Clara,-121.86161,37.34494,6187228395350,2011,,,HM,65000,0,84,867,rent,Affordable,3,100,,1.32,1145,,
99,8200129,Epic Phase II,,build,1,1,1,1,555 River Oaks Pky,San Jose,951341937,Santa Clara,-121.92038,37.39933,1290594001181,2013,,,HM,289000,0,290,868,rent,Market,6,,,3.73,3238,,
100,9413067,Tera Apartments,,build,1,1,1,1,865-881 E El Camino Real,Mountain View,940402807,Santa Clara,-122.06048,37.37488,7616901420240,2015,,,HM,105000,0,120,870,rent,Market,4,,,,,,
101,8870897,801 Alma Family Apartments,,build,1,1,1,1,801 Alma St,Palo Alto,943012404,Santa Clara,-122.15951,37.44097,13504009701503,2013,,,HM,46236,0,50,874,rent,Affordable,3,50,,1.04,905,,
102,9541127,Annadel Apartments,,build,1,1,1,1,1020 Jennings Ave,Santa Rosa,954014216,Sonoma,-122.72966,38.45251,10072674231745,2015,,,HM,300000,0,341,879,rent,Market,3,,,,,,
103,9224485,Paragon,,build,1,1,1,1,3700 Beacon Ave,Fremont,94538,Alameda,-121.98155,37.54822,6785456678289,2013,,,HM,270005,0,301,885,rent,Market/Affordable,4,,,2.9,2586,2014,111000000
104,7899445,Berkeley Central,,build,1,1,1,1,2055 Center St,Berkeley,94704,Alameda,-122.26929,37.87042,6464299936240,2012,,,HM,188000,0,146,889,rent,Market/Affordable,9,143,,4.02,3578,,
105,9146895,Candlestick Heights,,build,1,1,1,1,833-881 Jamestown Ave,San Francisco,941243762,San Francisco,-122.38973,37.71498,3180120147551,2013,,,HM,104000,0,121,890,rent,Affordable,3,,,1.47,1247,,
106,9200822,Stewart Village Apartments,,build,1,1,1,1,959 Stewart Dr,Sunnyvale,940853913,Santa Clara,-122.00271,37.38502,4424488315860,2014,,,HM,140000,0,202,890,rent,Market,3,100,,3.77,3359,,
107,6584927,Etta,,build,1,1,1,1,1285 Sutter St,San Francisco,94109,San Francisco,-122.42119,37.78735,6915917557740,2013,,,HM,102915,0,107,891,rent,Market,13,230,,4.66,4152,2015,106000000
108,8974947,Tuscany Apartments,,build,1,1,1,1,3229 El Camino Real,Santa Clara,95051,Santa Clara,-121.98543,37.35297,8152404874864,2014,,,HM,118451,0,133,891,rent,Market,4,,,3.13,2785,,
109,9230347,Azure Apartments,,build,1,1,1,1,690 Long Bridge St,San Francisco,94107,San Francisco,-122.39285,37.77286,5865646853577,2015,,,HM,396200,0,273,892,rent,Market,16,,,5.34,4762,,
110,8027054,Arroyo Apartments,,build,1,1,1,1,1250 Arroyo Way,Walnut Creek,945964216,Contra Costa,-122.06007,37.90546,13775284790140,2015,,,HM,162064,0,181,893,rent,Market,6,,,,,,
111,8302757,River View,,build,1,1,1,1,250 Brandon St,San Jose,95134,Santa Clara,-121.94293,37.40228,815841307910,2015,,,HM,240000,0,266,899,rent,Market,4,,,,,,
112,9459087,Mio Japantown,,build,1,1,1,1,688 S 7th St,San Jose,951123828,Santa Clara,-121.89295,37.35153,10223535361428,2015,,,HM,100000,0,103,908,rent,Market,4,,,3.35,2954,,
113,8374206,Station Center Apartments,,build,1,1,1,1,34800-34888 11th St,Union City,945878555,Alameda,-122.01685,37.59232,11763133911567,2011,,,HM,142983,0,156,916,rent,Affordable,4,100,,1.2,1102,,
114,9566132,Domus on the Boulevard,,build,1,1,1,1,2650 W El Camino Real,Mountain View,940401117,Santa Clara,-122.11552,37.40309,11729097895358,2015,,,HM,155400,0,168,920,rent,Market,4,,,,,,
115,1577989,Nazareth Vista,,build,1,1,1,1,900 Sixth Ave,Belmont,940022356,San Mateo,-122.27817,37.51978,17349841143880,2011,,,HM,63960,0,69,925,rent,,3,20,,,,2012,
116,8920523,,,build,1,1,1,1,1818 Trousdale Dr,Burlingame,94010,San Mateo,-122.38609,37.59239,2081038678699,2015,,,HM,75036,0,81,925,rent,,4,,,,,2013,4274200000
117,8202002,Stoneridge Creek,,build,1,1,1,1,W Las Positas Blvd,Pleasanton,94566,Alameda,-121.85277,37.69776,15350814396973,2013,,,HM,1079510,0,1167,925,rent,,1,841,,,,,
118,9101438,Cornerstone Assisted Living,,build,1,1,1,1,40 Orange Tree Cir,Vacaville,956873105,Solano,-121.94664,38.37446,14385851016513,2014,,,HM,35000,0,37,925,rent,,1,,,,,,
119,7779153,Stoneridge Creek Retirement Community,Staples Ranch,build,1,1,1,1,3300 Stoneridge Creek Way,Pleasanton,94588,Alameda,-121.85277,37.69776,15350814396973,2014,,,HM,70016,0,75,925,rent,,1,,,,,,
120,6249317,Sunol Creek Memory Care,,build,1,1,1,1,5980 Sunol Blvd,Pleasanton,94566,Alameda,-121.88090,37.64550,10980402828529,2014,,,HM,24573,0,26,925,rent,,2,101,,,,,
121,9536766,,,build,1,1,1,1,4210 Thomas Lake Harris Dr,Santa Rosa,954035785,Sonoma,-122.72234,38.48712,1881108163673,2013,,,HM,5000,0,5,925,rent,,,,,,,,
122,9543135,Westmont of Morgan Hill,,build,1,1,1,1,1160 Cochrane Rd,Morgan Hill,950379354,Santa Clara,-121.64788,37.15521,15764151137157,2011,,,HM,104786,0,113,925,rent,,2,40,,,,,
123,8369954,Terraces Los Altos,,build,1,1,1,1,323 Pine Ln,Los Altos,94022,Santa Clara,-122.12138,37.39259,6598862643281,2014,,,HM,31238,0,33,925,rent,,2,,,,,,
124,6969757,Merrill Gardens at Campbell,,build,1,1,1,1,2115-2075 Winchester Blvd,Campbell,950083435,Santa Clara,-121.95058,37.28586,5164357788654,2013,,,HM,100000,0,108,925,rent,,3,,,,,,
125,7019407,Peninsula Del Ray,,build,1,1,1,1,165 Pierce St,Daly City,94015,San Mateo,-122.47316,37.68552,14322091438059,2011,,,HM,187400,0,202,925,rent,,5,200,,,,,
126,8232086,Stoneridge Creek,,build,1,1,1,1,2200 Stoneridge Creek Way,Pleasanton,94588,Alameda,-121.85277,37.69776,15350814396973,2013,,,HM,985000,0,1064,925,rent,,1,,,,,,
127,8398717,,,build,1,1,1,1,750 2nd St,San Francisco,94107,San Francisco,-122.39027,37.78001,14142881397630,2013,,,HM,31131,0,17,925,rent,Market,9,16,,,2165,,
128,6331065,Carroll Station,,build,1,1,1,1,5800-5900 3rd St,San Francisco,94124,San Francisco,-122.39552,37.72517,9737492148715,2011,,,HM,295861,0,319,925,rent,Market,4,130,,,,2014,51500000
129,9241343,Bayview Hills Gardens,,build,1,1,1,1,6600 3rd St,San Francisco,941243506,San Francisco,-122.39827,37.71840,11105818153723,2013,,,HM,80436,0,73,925,rent,Affordable,5,21,,,1287,,
130,9284945,350 8th Street,,build,1,1,1,1,350 8th St,San Francisco,941034422,San Francisco,-122.40966,37.77369,9411641510034,2015,,,HM,306000,0,330,925,rent,Market/Affordable,7,,,,,,
131,8875732,1266 9th Ave,,build,1,1,1,1,1266-1270 9th Ave,San Francisco,94122,San Francisco,-122.46602,37.76458,13083104338819,2014,,,HM,19416,0,15,925,rent,,4,15,,,2192,,
132,8101553,,,build,1,1,1,1,380 14th St,San Francisco,94103,San Francisco,-122.42174,37.76834,13178999926137,2012,,,HM,27235,0,29,925,rent,Market,5,,,,,2012,814500
