development_projects_id,raw_id,name,site_name,action,scen0,scen3,scen1,scen2,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price
1384,1112,0,Whisman South,build,0,1,0,0,,,,,-122.06777,37.38983,6791473042609,2020,,12,MR,577075,28854,457,1200,,,,,,,,,
1385,1113,0,Whisman South,build,0,1,0,0,,,,,-122.06781,37.39048,4591122935032,2020,,12,MR,179432,8972,142,1200,,,,,,,,,
1386,1114,0,Whisman South,build,0,1,0,0,,,,,-122.06707,37.38934,6757638153363,2020,,12,MR,741231,37062,587,1200,,,,,,,,,
1387,1115,0,Whisman South,build,0,1,0,0,,,,,-122.06747,37.38868,10949802512051,2020,,12,MR,777493,38875,616,1200,,,,,,,,,
1388,1116,0,Whisman South,build,0,1,0,0,,,,,-122.06592,37.38857,3468007721341,2020,,12,MR,368684,18434,292,1200,,,,,,,,,
1389,1117,0,Whisman South,build,0,1,0,0,,,,,-122.06615,37.38806,5300341977621,2020,,12,MR,507978,25399,402,1200,,,,,,,,,
1390,1118,0,Whisman South,build,0,1,0,0,,,,,-122.06572,37.38732,5846992765637,2020,,12,MR,325565,16278,258,1200,,,,,,,,,
1391,1119,0,Whisman South,build,0,1,0,0,,,,,-122.06621,37.38747,5802794815377,2020,,12,MR,172225,8611,136,1200,,,,,,,,,
1392,1120,0,Whisman South,build,0,1,0,0,,,,,-122.06668,37.38761,9149731424089,2020,,12,MR,238143,11907,189,1200,,,,,,,,,
1393,1121,0,Whisman South,build,0,1,0,0,,,,,-122.06773,37.38818,6737684704477,2020,,12,MR,316845,15842,251,1200,,,,,,,,,
1394,1122,0,Whisman South,build,0,1,0,0,,,,,-122.06780,37.38788,8415331894448,2020,,12,MR,198725,9936,157,1200,,,,,,,,,
1395,1123,0,Whisman South,build,0,1,0,0,,,,,-122.06801,37.38729,6698554382720,2020,,12,MR,395900,19795,313,1200,,,,,,,,,
1396,1124,0,Whisman South,build,0,1,0,0,,,,,-122.06801,37.38675,9859359351210,2020,,12,MR,197529,9876,156,1200,,,,,,,,,
1397,1125,0,Whisman South,build,0,1,0,0,,,,,-122.06782,37.38613,14326045021841,2020,,12,MR,506453,25323,401,1200,,,,,,,,,
1398,1126,0,Whisman South,build,0,1,0,0,,,,,-122.06767,37.38523,6784628545451,2020,,12,MR,730626,36531,578,1200,,,,,,,,,
1399,1127,0,Whisman South,build,0,1,0,0,,,,,-122.06651,37.38566,7217855710032,2020,,12,MR,369150,18457,292,1200,,,,,,,,,
1400,1128,0,Whisman South,build,0,1,0,0,,,,,-122.06680,37.38616,834084569662,2020,,12,MR,212858,10643,169,1200,,,,,,,,,
1401,1129,0,Whisman South,build,0,1,0,0,,,,,-122.06712,37.38686,12128530387284,2020,,12,MR,318150,15907,252,1200,,,,,,,,,
1402,1130,0,Whisman South,build,0,1,0,0,,,,,-122.06657,37.38663,764333701835,2020,,12,MR,312920,15646,248,1200,,,,,,,,,
1403,1140,0,Whisman South,build,0,1,0,0,,,,,-122.06605,37.38627,7074479961738,2020,,12,MR,393924,19696,312,1200,,,,,,,,,
1404,1141,0,Whisman South,build,0,1,0,0,,,,,-122.06548,37.38607,5246610055998,2020,,12,MR,355723,17786,282,1200,,,,,,,,,
1405,1201,0,Middlefield East,add,0,1,0,0,,,,,-122.04966,37.39465,12096881319614,2020,,12,MR,1037261,51863,821,1200,,,,,,,,,
1406,1203,0,Middlefield East,add,0,1,0,0,,,,,-122.04583,37.39366,10988895444316,2020,,12,MR,99433,4972,79,1200,,,,,,,,,
1407,1204,0,Middlefield East,build,0,1,0,0,,,,,-122.04203,37.39604,4096503322399,2020,,12,MR,4834585,241729,3827,1200,,,,,,,,,
1408,1205,0,Middlefield East,build,0,1,0,0,,,,,-122.03755,37.39731,1378035435522,2020,,12,MR,2959095,147955,2343,1200,,,,,,,,,
1409,1206,0,Middlefield East,build,0,1,0,0,,,,,-122.04467,37.39941,14192690917772,2020,,12,MR,7747040,387352,6133,1200,,,,,,,,,
1410,1207,0,Middlefield East,add,0,1,0,0,,,,,-122.05261,37.39648,4858988097598,2020,,12,MR,530540,26527,420,1200,,,,,,,,,
1411,1208,0,Middlefield East,build,0,1,0,0,,,,,-122.05719,37.39488,6504353603472,2020,,12,MR,2226852,111343,1763,1200,,,,,,,,,
1412,1209,0,Middlefield East,build,0,1,0,0,,,,,-122.05824,37.39402,5167594223639,2020,,12,MR,2694770,134739,2133,1200,,,,,,,,,
1413,1210,0,Middlefield East,build,0,1,0,0,,,,,-122.05350,37.39254,10899613722354,2020,,12,MR,1323160,66158,1048,1200,,,,,,,,,
1414,1250,0,Moffett Park,build,0,1,0,0,,,,,-122.03357,37.40088,8776054317012,2020,,12,MR,346069,34607,260,1200,,,,,,,,,
1415,1251,0,Moffett Park,build,0,1,0,0,,,,,-122.03167,37.40076,12973264256623,2020,,12,MR,1152214,115221,864,1200,,,,,,,,,
1416,1252,0,Moffett Park,build,0,1,0,0,,,,,-122.03002,37.40147,1211438778220,2020,,12,MR,238743,23874,179,1200,,,,,,,,,
1417,1253,0,Moffett Park,build,0,1,0,0,,,,,-122.03045,37.40055,2581158921459,2020,,12,MR,227071,22707,170,1200,,,,,,,,,
1418,1254,0,Moffett Park,build,0,1,0,0,,,,,-122.03019,37.40020,16501478982579,2020,,12,MR,215235,21524,161,1200,,,,,,,,,
1419,1255,0,Moffett Park,build,0,1,0,0,,,,,-122.02916,37.40010,7122359973682,2020,,12,MR,602422,60242,452,1200,,,,,,,,,
1420,1256,0,Moffett Park,build,0,1,0,0,,,,,-122.02865,37.40078,9703967078859,2020,,12,MR,480215,48022,360,1200,,,,,,,,,
1421,1257,0,Moffett Park,build,0,1,0,0,,,,,-122.02881,37.40165,10441061902025,2020,,12,MR,408816,40882,307,1200,,,,,,,,,
1422,1258,0,Moffett Park,build,0,1,0,0,,,,,-122.02800,37.40148,5857386109395,2020,,12,MR,374574,37457,281,1200,,,,,,,,,
1423,1259,0,Moffett Park,build,0,1,0,0,,,,,-122.02762,37.40184,8968762301416,2020,,12,MR,153594,15359,115,1200,,,,,,,,,
1424,1261,0,Moffett Park,add,0,1,0,0,,,,,-122.03000,37.40811,5821398374373,2020,,12,MR,6661995,333100,5274,1200,,,,,,,,,
1425,1262,0,Moffett Park,add,0,1,0,0,,,,,-122.02900,37.40433,10567879654492,2020,,12,MR,917631,45882,726,1200,,,,,,,,,
1426,1263,0,Moffett Park,add,0,1,0,0,,,,,-122.02742,37.40502,13839414514581,2020,,12,MR,1053022,52651,834,1200,,,,,,,,,
1427,1275,0,North Fair Oaks,build,0,1,0,0,,,,,-122.01760,37.40352,1794877121777,2020,,12,MR,4854766,242738,3843,1200,,,,,,,,,
1428,1276,0,North Fair Oaks,build,0,1,0,0,,,,,-122.02018,37.40080,1155809891008,2020,,12,MR,3848222,192411,3047,1200,,,,,,,,,
1429,1277,0,North Fair Oaks,build,0,1,0,0,,,,,-122.00987,37.39998,17489343961880,2020,,12,MR,5026007,251300,3979,1200,,,,,,,,,
1430,1278,0,North Fair Oaks,build,0,1,0,0,,,,,-122.00791,37.40590,6929865679061,2020,,12,MR,2048274,102414,1622,1200,,,,,,,,,
1431,1279,0,North Fair Oaks,build,0,1,0,0,,,,,-122.00579,37.40488,3137772389519,2020,,12,MR,3765925,188296,2981,1200,,,,,,,,,
1432,1280,0,North Fair Oaks,build,0,1,0,0,,,,,-122.00097,37.40554,5096714387366,2020,,12,MR,13888796,694440,10995,1200,,,,,,,,,
1433,1281,0,North Fair Oaks,build,0,1,0,0,,,,,-122.00197,37.40140,16617103486875,2020,,12,MR,8785645,439282,6955,1200,,,,,,,,,
1434,1282,0,North Fair Oaks,build,0,1,0,0,,,,,-122.00593,37.40147,7966376961402,2020,,12,MR,1590328,79516,1259,1200,,,,,,,,,
1435,1283,0,North Fair Oaks,build,0,1,0,0,,,,,-121.99752,37.40147,8345001640539,2020,,12,MR,2592507,129625,2052,1200,,,,,,,,,
1436,1284,0,North Fair Oaks,build,0,1,0,0,,,,,-121.99695,37.40268,7126911747279,2020,,12,MR,956705,47835,757,1200,,,,,,,,,
1437,1285,0,North Fair Oaks,build,0,1,0,0,,,,,-121.99179,37.40155,770288545831,2020,,12,MR,10909995,545500,8637,1200,,,,,,,,,
1438,1286,0,North Fair Oaks,build,0,1,0,0,,,,,-121.98764,37.40119,13403998547991,2020,,12,MR,468852,23443,371,1200,,,,,,,,,
1439,1287,0,North Fair Oaks,build,0,1,0,0,,,,,-121.98737,37.40212,15821259252994,2020,,12,MR,1155906,57795,915,1200,,,,,,,,,
1440,1288,0,North Fair Oaks,build,0,1,0,0,,,,,-122.00694,37.40080,1958235605585,2020,,12,MR,1205968,60298,955,1200,,,,,,,,,
1441,1289,0,North Fair Oaks,build,0,1,0,0,,,,,-122.01085,37.40373,14244375558041,2020,,12,MR,520514,26026,412,1200,,,,,,,,,
1442,1290,0,North Fair Oaks,build,0,1,0,0,,,,,-122.02287,37.40630,15773384495408,2020,,12,MR,441560,22078,350,1200,,,,,,,,,
1443,1291,0,North Fair Oaks,build,0,1,0,0,,,,,-122.02130,37.40605,17251260263018,2020,,12,MR,1856514,92826,1470,1200,,,,,,,,,
1444,1292,0,North Fair Oaks,build,0,1,0,0,,,,,-122.01852,37.40581,14513969260651,2020,,12,MR,623226,31161,493,1200,,,,,,,,,
1445,1293,0,North Fair Oaks,build,0,1,0,0,,,,,-122.01628,37.40617,13757764318527,2020,,12,MR,64579,3229,51,1200,,,,,,,,,
1446,1294,0,North Fair Oaks,add,0,1,0,0,,,,,-122.00965,37.40911,17539561011099,2020,,12,MR,327832,16392,260,1200,,,,,,,,,
1447,1300,0,Cisco,add,0,1,0,0,,,,,-121.95828,37.41033,4708601546882,2020,,12,MR,505753,25288,400,1200,,,,,,,,,
1448,1301,0,Cisco,add,0,1,0,0,,,,,-121.95684,37.41020,15088983470828,2020,,12,MR,472533,23627,374,1200,,,,,,,,,
1449,1302,0,Cisco,add,0,1,0,0,,,,,-121.95571,37.40998,9232940663770,2020,,12,MR,474834,23742,376,1200,,,,,,,,,
1450,1303,0,Cisco,add,0,1,0,0,,,,,-121.95479,37.40935,351920785939,2020,,12,MR,466320,23316,369,1200,,,,,,,,,
1451,1304,0,Cisco,add,0,1,0,0,,,,,-121.95374,37.40874,8871708540,2020,,12,MR,527783,26389,418,1200,,,,,,,,,
1452,1305,0,Cisco,add,0,1,0,0,,,,,-121.95273,37.40808,7805664074229,2020,,12,MR,477581,23879,378,1200,,,,,,,,,
1453,1306,0,Cisco,add,0,1,0,0,,,,,-121.95192,37.40746,12118249239353,2020,,12,MR,433343,21667,343,1200,,,,,,,,,
1454,1307,0,Cisco,add,0,1,0,0,,,,,-121.95088,37.40692,14249346510527,2020,,12,MR,719867,35993,570,1200,,,,,,,,,
1455,1308,0,Cisco,add,0,1,0,0,,,,,-121.94677,37.40767,5611378786751,2020,,12,MR,936742,46837,742,1200,,,,,,,,,
1456,1309,0,Cisco,add,0,1,0,0,,,,,-121.95350,37.41073,3356203242538,2020,,12,MR,553792,27690,438,1200,,,,,,,,,
1457,1310,0,Cisco,add,0,1,0,0,,,,,-121.95141,37.40953,8556688638170,2020,,12,MR,458351,22918,363,1200,,,,,,,,,
1458,1311,0,Cisco,add,0,1,0,0,,,,,-121.95245,37.41153,11555299410802,2020,,12,MR,625202,31260,495,1200,,,,,,,,,
1459,1312,0,Cisco,add,0,1,0,0,,,,,-121.93607,37.41353,2883320167571,2020,,12,MR,551990,27600,437,1200,,,,,,,,,
1460,1313,0,Cisco,add,0,1,0,0,,,,,-121.93663,37.41471,12964159122407,2020,,12,MR,552913,27646,438,1200,,,,,,,,,
1461,1314,0,Cisco,add,0,1,0,0,,,,,-121.93447,37.41461,139760901606,2020,,12,MR,662453,33123,524,1200,,,,,,,,,
1462,1315,0,Cisco,add,0,1,0,0,,,,,-121.93301,37.41433,10690375915571,2020,,12,MR,517108,25855,409,1200,,,,,,,,,
1463,1316,0,Cisco,add,0,1,0,0,,,,,-121.93133,37.41444,8062323021538,2020,,12,MR,535552,26778,424,1200,,,,,,,,,
1464,1317,0,Cisco,add,0,1,0,0,,,,,-121.92990,37.41438,12701357779179,2020,,12,MR,499166,24958,395,1200,,,,,,,,,
1465,1318,0,Cisco,add,0,1,0,0,,,,,-121.92938,37.41353,9111321788118,2020,,12,MR,196375,9819,155,1200,,,,,,,,,
1466,1319,0,Cisco,add,0,1,0,0,,,,,-121.92779,37.41293,7938924228703,2020,,12,MR,613608,30680,486,1200,,,,,,,,,
1467,1320,0,Cisco,add,0,1,0,0,,,,,-121.93573,37.41182,8535913986974,2020,,12,MR,495150,24758,392,1200,,,,,,,,,
1468,1321,0,Cisco,add,0,1,0,0,,,,,-121.93573,37.41182,8535913986974,2020,,12,MR,750227,37511,594,1200,,,,,,,,,
1469,1322,0,Cisco,add,0,1,0,0,,,,,-121.93260,37.41187,10027595629943,2020,,12,MR,1245733,62287,986,1200,,,,,,,,,
1470,1323,0,Cisco,add,0,1,0,0,,,,,-121.93260,37.41187,10027595629943,2020,,12,MR,822184,41109,651,1200,,,,,,,,,
1471,1324,0,Cisco,add,0,1,0,0,,,,,-121.92957,37.41144,10617571526254,2020,,12,MR,747578,37379,592,1200,,,,,,,,,
1472,1325,0,Cisco,add,0,1,0,0,,,,,-121.92884,37.40940,3785094379037,2020,,12,MR,538334,26917,426,1200,,,,,,,,,
1473,1326,0,Cisco,add,0,1,0,0,,,,,-121.92897,37.40734,13378559649224,2020,,12,MR,711456,35573,563,1200,,,,,,,,,
1474,1327,0,Cisco,add,0,1,0,0,,,,,-121.92695,37.40572,16632193042394,2020,,12,MR,668576,33429,529,1200,,,,,,,,,
1475,1328,0,Cisco,add,0,1,0,0,,,,,-121.92658,37.40685,17371684263965,2020,,12,MR,706591,35330,559,1200,,,,,,,,,
1476,1329,0,Cisco,add,0,1,0,0,,,,,-121.92710,37.40819,8315196867490,2020,,12,MR,564026,28201,447,1200,,,,,,,,,
1477,1330,0,Cisco,add,0,1,0,0,,,,,-121.92615,37.40937,16873170054946,2020,,12,MR,757030,37852,599,1200,,,,,,,,,
1478,1331,0,Cisco,add,0,1,0,0,,,,,-121.92690,37.41025,11263631290233,2020,,12,MR,491532,24577,389,1200,,,,,,,,,
1479,1332,0,Cisco,add,0,1,0,0,,,,,-121.92665,37.41117,14907216148262,2020,,12,MR,475338,23767,376,1200,,,,,,,,,
1480,1333,0,Cisco,add,0,1,0,0,,,,,-121.92248,37.41234,964509769400,2020,,12,MR,693654,34683,549,1200,,,,,,,,,
1481,1334,0,Cisco,add,0,1,0,0,,,,,-121.92342,37.41348,10098121168503,2020,,12,MR,138822,6941,110,1200,,,,,,,,,
1482,1335,0,Cisco,add,0,1,0,0,,,,,-121.92462,37.41418,17159284996737,2020,,12,MR,284994,14250,226,1200,,,,,,,,,
1483,1336,0,Cisco,add,0,1,0,0,,,,,-121.92234,37.41519,6576481681707,2020,,12,MR,394840,19742,313,1200,,,,,,,,,
1484,1337,0,Cisco,add,0,1,0,0,,,,,-121.91978,37.41363,9802632969463,2020,,12,MR,1118102,55905,885,1200,,,,,,,,,
1485,1338,0,Cisco,add,0,1,0,0,,,,,-121.91927,37.41659,1413833952638,2020,,12,MR,1260483,63024,998,1200,,,,,,,,,
1486,1339,0,Cisco,add,0,1,0,0,,,,,-121.91634,37.41575,669589220849,2020,,12,MR,1265756,63288,1002,1200,,,,,,,,,
1487,1340,0,Cisco,add,0,1,0,0,,,,,-121.91725,37.41785,9968549021426,2020,,12,MR,1253551,62678,992,1200,,,,,,,,,
1488,1341,0,Cisco,add,0,1,0,0,,,,,-121.92264,37.41683,5384426287203,2020,,12,MR,830307,41515,657,1200,,,,,,,,,
1489,1342,0,Cisco,add,0,1,0,0,,,,,-121.91872,37.41953,12224561022147,2020,,12,MR,1244917,62246,986,1200,,,,,,,,,
1490,1343,0,Cisco,add,0,1,0,0,,,,,-121.91725,37.41785,9968549021426,2020,,12,MR,1253551,62678,992,1200,,,,,,,,,
1491,1344,0,Cisco,add,0,1,0,0,,,,,-121.91927,37.41659,1413833952638,2020,,12,MR,1260483,63024,998,1200,,,,,,,,,
1492,1400,main mall,Great Mall,build,0,1,0,0,,,,,-121.89732,37.41574,13906333660060,2020,,12,MR,15987455,1598746,11991,1200,,,,,,,,,
1493,1401,0,Great Mall,build,0,1,0,0,,,,,-121.90007,37.41385,8110225792078,2020,,12,MR,791970,39599,627,1200,,,,,,,,,
1494,1402,0,Great Mall,build,0,1,0,0,,,,,-121.89790,37.41270,9384001440334,2020,,12,MR,278513,13926,220,1200,,,,,,,,,
1495,1403,0,Great Mall,build,0,1,0,0,,,,,-121.89699,37.41219,12124874573426,2020,,12,MR,235875,11794,187,1200,,,,,,,,,
1496,1404,0,Great Mall,build,0,1,0,0,,,,,-121.89581,37.41178,7729552510210,2020,,12,MR,228739,11437,181,1200,,,,,,,,,
1497,1405,0,Great Mall,build,0,1,0,0,,,,,-121.89472,37.41179,13423081980581,2020,,12,MR,523944,26197,415,1200,,,,,,,,,
1498,1406,0,Great Mall,build,0,1,0,0,,,,,-121.89415,37.41107,7975084897221,2020,,12,MR,456435,22822,361,1200,,,,,,,,,
1499,1407,0,Great Mall,build,0,1,0,0,,,,,-121.89310,37.41259,5228929476351,2020,,12,MR,553874,27694,438,1200,,,,,,,,,
1500,1408,0,Great Mall,build,0,1,0,0,,,,,-121.89261,37.41163,8395715150121,2020,,4,OF,615038,615038,0,1200,,,,,,,,,
1501,1450,main mall,Eastridge,build,0,1,0,0,,,,,-121.81261,37.32583,6587314679393,2020,,12,MR,9494548,949455,7121,1200,,,,,,,,,
1502,1451,main mall,Eastridge,build,0,1,0,0,,,,,-121.81546,37.32651,11083031045167,2020,,12,MR,2571228,257123,1928,1200,,,,,,,,,
1503,1452,main mall,Eastridge,build,0,1,0,0,,,,,-121.81685,37.32469,3532018295709,2020,,12,MR,3839028,383903,2879,1200,,,,,,,,,
1504,1453,0,Eastridge,build,0,1,0,0,,,,,-121.80989,37.32496,14417474883105,2020,,12,MR,154920,7746,123,1200,,,,,,,,,
1505,1454,0,Eastridge,build,0,1,0,0,,,,,-121.80951,37.32527,17301803933775,2020,,12,MR,470578,23529,373,1200,,,,,,,,,
1506,1455,0,Eastridge,build,0,1,0,0,,,,,-121.81413,37.32171,2592834645521,2020,,12,MR,356608,17830,282,1200,,,,,,,,,
1507,1456,0,Eastridge,build,0,1,0,0,,,,,-121.81364,37.31932,8963716277330,2020,,12,MR,6301992,315100,4989,1200,,,,,,,,,
1508,1457,0,Eastridge,build,0,1,0,0,,,,,-121.81050,37.31986,16172549694464,2020,,12,MR,7202878,360144,5702,1200,,,,,,,,,
1509,1458,0,Eastridge,build,0,1,0,0,,,,,-121.80975,37.32220,16552695782753,2020,,12,MR,1978309,98915,1566,1200,,,,,,,,,
1510,1459,0,Eastridge,build,0,1,0,0,,,,,-121.80886,37.32299,8830780524985,2020,,12,MR,388476,19424,308,1200,,,,,,,,,
1511,1460,0,Eastridge,build,0,1,0,0,,,,,-121.80871,37.32121,9483538342163,2020,,12,MR,204411,10221,162,1200,,,,,,,,,
1512,1461,0,Eastridge,build,0,1,0,0,,,,,-121.80975,37.32220,16552695782753,2020,,12,MR,1978309,98915,1566,1200,,,,,,,,,
1513,1462,0,Eastridge,build,0,1,0,0,,,,,-121.80965,37.32276,6952146891116,2020,,12,MR,224292,11215,178,1200,,,,,,,,,
1514,1463,0,Eastridge,build,0,1,0,0,,,,,-121.80681,37.31998,3639302502198,2020,,12,MR,3801055,190053,3009,1200,,,,,,,,,
1515,1464,0,Eastridge,build,0,1,0,0,,,,,-121.80459,37.31868,16880326720730,2020,,12,MR,868809,43440,688,1200,,,,,,,,,
1516,1465,0,Eastridge,build,0,1,0,0,,,,,-121.81662,37.32787,17565716069633,2020,,12,MR,896277,44814,710,1200,,,,,,,,,
1517,1466,0,Eastridge,build,0,1,0,0,,,,,-121.81393,37.32965,5421918891013,2020,,4,OF,1168646,1168646,0,1200,,,,,,,,,
1518,1467,0,Eastridge,build,0,1,0,0,,,,,-121.81444,37.33107,3793743110034,2020,,12,MR,980440,49022,776,1200,,,,,,,,,
1519,1468,0,Eastridge,build,0,1,0,0,,,,,-121.81629,37.33207,12588944402262,2020,,12,MR,4776958,238848,3782,1200,,,,,,,,,
1520,1469,0,Eastridge,build,0,1,0,0,,,,,-121.81796,37.33038,5269396049985,2020,,12,MR,2567293,128365,2032,1200,,,,,,,,,
1521,1470,0,Eastridge,build,0,1,0,0,,,,,-121.81879,37.32982,9884457560245,2020,,12,MR,865637,43282,685,1200,,,,,,,,,
1522,1471,0,Eastridge,build,0,1,0,0,,,,,-121.82062,37.32893,11393695726660,2020,,12,MR,4073080,203654,3225,1200,,,,,,,,,
1523,1472,0,Eastridge,build,0,1,0,0,,,,,-121.81985,37.33387,8543671656031,2020,,12,MR,6625951,331298,5246,1200,,,,,,,,,
1524,1473,0,Eastridge,build,0,1,0,0,,,,,-121.81709,37.33496,11817996641865,2020,,12,MR,1427965,71398,1130,1200,,,,,,,,,
1525,1474,0,Eastridge,build,0,1,0,0,,,,,-121.81852,37.33638,17060866681040,2020,,12,MR,1138231,56912,901,1200,,,,,,,,,
1526,1475,0,Eastridge,build,0,1,0,0,,,,,-121.82404,37.33576,6147157481410,2020,,12,MR,1705554,85278,1350,1200,,,,,,,,,
1527,1476,0,Eastridge,build,0,1,0,0,,,,,-121.82319,37.33635,8438964998818,2020,,12,MR,1685991,84300,1335,1200,,,,,,,,,
1528,1477,0,Eastridge,build,0,1,0,0,,,,,-121.82205,37.33712,1700568634901,2020,,12,MR,2630233,131512,2082,1200,,,,,,,,,
1529,1501,0,Stevens Creek,add,0,1,0,0,,,,,-121.94937,37.32417,11406335403325,2020,,12,MR,566177,28309,448,1200,,,,,,,,,
1530,1502,0,Stevens Creek,add,0,1,0,0,,,,,-121.94849,37.32458,6541655692837,2020,,12,MR,1187893,59395,940,1200,,,,,,,,,
1531,1503,0,Stevens Creek,add,0,1,0,0,,,,,-121.94441,37.32386,13697718635592,2020,,12,MR,327385,16369,259,1200,,,,,,,,,
1532,1600,0,CalTrain Yard SF,add,0,1,0,0,,,,,-122.39575,37.77579,16068546232568,2020,,12,MR,998748,49937,791,1200,,,,,,,,,
1533,1601,0,CalTrain Yard SF,add,0,1,0,0,,,,,-122.39800,37.77403,6855562832631,2020,,12,MR,963464,48173,763,1200,,,,,,,,,
1534,1602,0,CalTrain Yard SF,add,0,1,0,0,,,,,-122.40010,37.77235,8167628135721,2020,,12,MR,907568,45378,718,1200,,,,,,,,,
1535,1603,0,CalTrain Yard SF,add,0,1,0,0,,,,,-122.40001,37.77148,14254951429561,2020,,12,MR,376340,18817,298,1200,,,,,,,,,
1536,1650,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38562,37.76190,6319739742447,2020,,12,MR,3255741,162787,2577,1200,,,,,,,,,
1537,1651,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38340,37.75940,16180711297573,2020,,12,MR,4729327,236466,3744,1200,,,,,,,,,
1538,1652,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38573,37.75987,14753109159077,2020,,12,MR,747811,37391,592,1200,,,,,,,,,
1539,1653,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38584,37.75855,9061865600766,2020,,12,MR,232642,11632,184,1200,,,,,,,,,
1540,1654,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38699,37.75975,6824787686678,2020,,12,MR,386769,19338,306,1200,,,,,,,,,
1541,1655,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38688,37.75857,11180020218446,2020,,12,MR,236564,11828,187,1200,,,,,,,,,
1542,1666,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38792,37.75925,2014761706604,2020,,12,MR,624467,31223,494,1200,,,,,,,,,
1543,1667,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38765,37.75672,869660251271,2020,,12,MR,577752,28888,457,1200,,,,,,,,,
1544,1668,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38635,37.75693,17494233491864,2020,,4,OF,1136529,1136529,0,1200,,,,,,,,,
1545,1669,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38420,37.75690,8593090583699,2020,,12,MR,1894634,94732,1500,1200,,,,,,,,,
1546,1670,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38292,37.75630,10064827666372,2020,,12,MR,1496330,74816,1185,1200,,,,,,,,,
1547,1671,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38457,37.75503,5369284030453,2020,,12,MR,1691600,84580,1339,1200,,,,,,,,,
1548,1672,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38456,37.75379,14807016876698,2020,,12,MR,641461,32073,508,1200,,,,,,,,,
1549,1673,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38413,37.75334,16089001548002,2020,,12,MR,323828,16191,256,1200,,,,,,,,,
1550,1674,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38064,37.74992,10851620318442,2020,,12,MR,9375854,468793,7423,1200,,,,,,,,,
1551,1675,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38479,37.75003,5514125595865,2020,,12,MR,296628,14831,235,1200,,,,,,,,,
1552,1676,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38182,37.75152,15432763819592,2020,,12,MR,345608,17280,274,1200,,,,,,,,,
1553,1677,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38046,37.75249,4708731357937,2020,,12,MR,225396,11270,178,1200,,,,,,,,,
1554,1678,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38145,37.75251,3812790855388,2020,,12,MR,263358,13168,208,1200,,,,,,,,,
1555,1679,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38240,37.75250,10733095546285,2020,,12,MR,290402,14520,230,1200,,,,,,,,,
1556,1680,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38417,37.75080,7576956239074,2020,,12,MR,440506,22025,349,1200,,,,,,,,,
1557,1681,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38423,37.75134,6973372546296,2020,,12,MR,639290,31965,506,1200,,,,,,,,,
1558,1682,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38337,37.75244,16573687042354,2020,,12,MR,290402,14520,230,1200,,,,,,,,,
1559,1683,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38433,37.75239,16107251283244,2020,,12,MR,290402,14520,230,1200,,,,,,,,,
1560,1684,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38530,37.75233,6165833901881,2020,,12,MR,290402,14520,230,1200,,,,,,,,,
1561,1685,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38626,37.75228,223934716127,2020,,12,MR,290402,14520,230,1200,,,,,,,,,
1562,1686,0,Eastern Waterfront,build,0,1,0,0,,,,,-122.38614,37.75100,15902876152493,2020,,12,MR,284157,14208,225,1200,,,,,,,,,
1563,1700,0,Bayshore SMT,build,0,1,0,0,,,,,-122.40390,37.70593,8776486657211,2020,,12,MR,7228860,361443,5723,1200,,,,,,,,,
1564,1701,0,Bayshore SMT,build,0,1,0,0,,,,,-122.40306,37.70207,13592893466091,2020,,12,MR,3181894,159095,2519,1200,,,,,,,,,
1565,1702,0,Bayshore SMT,build,0,1,0,0,,,,,-122.40123,37.70272,10056501651116,2020,,12,MR,1293869,64693,1024,1200,,,,,,,,,
1566,1703,0,Bayshore SMT,build,0,1,0,0,,,,,-122.40151,37.70648,3457648405112,2020,,12,MR,514271,25714,407,1200,,,,,,,,,
