pba50zoningmodcat,FREQUENCY,SUM_ACRES,manual_county,ZONE_ID,juris_id,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat
albaNAtra2HRANAinNA,2,4.685903963,1,1036,alba,NA,tra2,HRA,NA,in,NA,,,,,,,,,
albaNAtra3HRANAinNA,43,25.90439882,1,1037,alba,NA,tra3,HRA,NA,in,NA,,,,,,,,,
albaNAtra3HRANAinsfd,207,19.22289352,1,1037,alba,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
albaNAtra3NANAinNA,8,102.686197,1,1038,alba,NA,tra3,NA,NA,in,NA,,,,,,,,,
berkNANADRNAinNA,421,127.1187137,1,1020,berk,NA,NA,DR,NA,in,NA,,,,,,,,,
berkNANADRNAinsfd,283,46.25156793,1,1007,berk,NA,NA,DR,NA,in,sfd,,,,,,,,,
berkNANAHRANAinNA,126,39.73613192,1,1004,berk,NA,NA,HRA,NA,in,NA,,,,,,,,,
berkNANAHRANAinsfd,2695,454.7730431,1,1004,berk,NA,NA,HRA,NA,in,sfd,,,,,,,,,
berkNANAHRADRNAinNA,292,94.41876592,1,1006,berk,NA,NA,HRADR,NA,in,NA,,,,,,,,,
berkNANAHRADRNAinsfd,1098,196.0582972,1,1029,berk,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
berkNANANANAinNA,59,185.7403867,1,1014,berk,NA,NA,NA,NA,in,NA,,,,,,,,,
berkNANANANAinsfd,2,0.6259575,1,1028,berk,NA,NA,NA,NA,in,sfd,,,,,,,,,
berkNAtra2DRNAinNA,5,2.452018835,1,1020,berk,NA,tra2,DR,NA,in,NA,,,,,,,,,
berkNAtra2HRANAinNA,20,9.831499631,1,1023,berk,NA,tra2,HRA,NA,in,NA,,,,,,,,,
berkNAtra2HRANAinsfd,1,0.151815152,1,996,berk,NA,tra2,HRA,NA,in,sfd,,,,,,,,,
berkNAtra2HRADRNAinNA,8,8.953321302,1,1022,berk,NA,tra2,HRADR,NA,in,NA,,,,,,,,,
berkNAtra2HRADRNAinsfd,1,0.04933032,1,1022,berk,NA,tra2,HRADR,NA,in,sfd,,,,,,,,,
berkNAtra2NANAinNA,5,2.166211926,1,995,berk,NA,tra2,NA,NA,in,NA,,,,,,,,,
berkNAtra3DRNAinNA,653,103.6510238,1,1020,berk,NA,tra3,DR,NA,in,NA,,,,,,,,,
berkNAtra3DRNAinsfd,201,22.80121405,1,1006,berk,NA,tra3,DR,NA,in,sfd,,,,,,,,,
berkNAtra3HRANAinNA,11,16.5698783,1,996,berk,NA,tra3,HRA,NA,in,NA,,,,,,,,,
berkNAtra3HRANAinsfd,1,0.149159739,1,996,berk,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
berkNAtra3HRADRNAinNA,4,407.8966637,1,1019,berk,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
berkNAtra3NANAinNA,727,328.22756,1,994,berk,NA,tra3,NA,NA,in,NA,,,,,,,,,
berkNAtra3NANAinsfd,311,30.38323726,1,994,berk,NA,tra3,NA,NA,in,sfd,,,,,,,,,
berkNAtra3c2HRANAinNA,1,3.684603551,1,1024,berk,NA,tra3c2,HRA,NA,in,NA,,,,,,,,,
berkNAtra3c2HRADRNAinNA,1,0.494939026,1,1015,berk,NA,tra3c2,HRADR,NA,in,NA,,,,,,,,,
berkNAtra3c2NANAinNA,279,189.2419744,1,1014,berk,NA,tra3c2,NA,NA,in,NA,,,,,,,,,
berkNAtra3c2NANAinsfd,24,3.773556026,1,1014,berk,NA,tra3c2,NA,NA,in,sfd,,,,,,,,,
dublNANADRNAinNA,282,3369.199125,1,729,dubl,NA,NA,DR,NA,in,NA,,,,,,,,,
dublNANADRNAinsfd,300,870.5006556,1,734,dubl,NA,NA,DR,NA,in,sfd,,,,,,,,,
dublNANAHRANAinNA,718,439.6361123,1,731,dubl,NA,NA,HRA,NA,in,NA,,,,,,,,,
dublNANAHRANAinsfd,3029,534.5318778,1,733,dubl,NA,NA,HRA,NA,in,sfd,,,,,,,,,
dublNANAHRADRNAinNA,2284,1113.828528,1,729,dubl,NA,NA,HRADR,NA,in,NA,,,,,,,,,
dublNANAHRADRNAinsfd,1585,338.8430601,1,734,dubl,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
dublNANANANAinNA,5,110.881941,1,731,dubl,NA,NA,NA,NA,in,NA,,,,,,,,,
dublNAtra2HRANAinNA,3,1.342239107,1,734,dubl,NA,tra2,HRA,NA,in,NA,,,,,,,,,
dublNAtra3DRNAinNA,5,139.331352,1,729,dubl,NA,tra3,DR,NA,in,NA,,,,,,,,,
dublNAtra3DRNAinsfd,1,49.06656092,1,729,dubl,NA,tra3,DR,NA,in,sfd,,,,,,,,,
dublNAtra3HRANAinNA,254,274.6061313,1,732,dubl,NA,tra3,HRA,NA,in,NA,,,,,,,,,
dublNAtra3HRANAinsfd,566,91.35539192,1,732,dubl,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
dublNAtra3HRADRNAinNA,24,61.34885109,1,730,dubl,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
elceNAtra2HRANAinNA,1,0.337152581,1,1039,elce,NA,tra2,HRA,NA,in,NA,,,,,,,,,
emerNAtra3DRNAinNA,8,43.20419248,1,991,emer,NA,tra3,DR,NA,in,NA,,,,,,,,,
emerNAtra3NANAinNA,241,32.72455545,1,991,emer,NA,tra3,NA,NA,in,NA,,,,,,,,,
emerNAtra3NANAinsfd,3,0.214330844,1,991,emer,NA,tra3,NA,NA,in,sfd,,,,,,,,,
emerNAtra3c2DRNAinNA,244,45.33705159,1,991,emer,NA,tra3c2,DR,NA,in,NA,,,,,,,,,
emerNAtra3c2DRNAinsfd,1,0.085507588,1,991,emer,NA,tra3c2,DR,NA,in,sfd,,,,,,,,,
fremNANADRNAinNA,1837,2191.39688,1,758,frem,NA,NA,DR,NA,in,NA,,,,,,,,,
fremNANADRNAinsfd,2408,427.6117858,1,760,frem,NA,NA,DR,NA,in,sfd,,,,,,,,,
fremNANAHRANAinNA,3579,2040.931322,1,778,frem,NA,NA,HRA,NA,in,NA,,,,,,,,,
fremNANAHRANAinsfd,9180,1528.479798,1,781,frem,NA,NA,HRA,NA,in,sfd,,,,,,,,,
fremNANAHRADRNAinNA,6225,2176.005307,1,763,frem,NA,NA,HRADR,NA,in,NA,,,,,,,,,
fremNANAHRADRNAinsfd,14840,3039.7282,1,755,frem,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
fremNANANANAinNA,1054,1440.933525,1,785,frem,NA,NA,NA,NA,in,NA,,,,,,,,,
fremNANANANAinsfd,3734,565.5337728,1,774,frem,NA,NA,NA,NA,in,sfd,,,,,,,,,
fremNAtra2HRADRNAinsfd,42,8.650983995,1,753,frem,NA,tra2,HRADR,NA,in,sfd,,,,,,,,,
fremNAtra3HRADRNAinNA,2,1.634125766,1,753,frem,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
fremNAtra3HRADRNAinsfd,137,26.56077495,1,748,frem,NA,tra3,HRADR,NA,in,sfd,,,,,,,,,
fremNAtra3c2HRANAinNA,2,0.302626999,1,776,frem,NA,tra3c2,HRA,NA,in,NA,,,,,,,,,
fremNAtra3c2HRANAinsfd,20,3.262148458,1,776,frem,NA,tra3c2,HRA,NA,in,sfd,,,,,,,,,
fremNAtra3c2HRADRNAinNA,2,3.036765803,1,775,frem,NA,tra3c2,HRADR,NA,in,NA,,,,,,,,,
fremNAtra3c2HRADRNAinsfd,22,5.238738098,1,775,frem,NA,tra3c2,HRADR,NA,in,sfd,,,,,,,,,
fremNAtra3c2NANAinNA,50,10.62818396,1,774,frem,NA,tra3c2,NA,NA,in,NA,,,,,,,,,
fremNAtra3c2NANAinsfd,21,2.662000025,1,774,frem,NA,tra3c2,NA,NA,in,sfd,,,,,,,,,
haywNANADRNAinNA,3234,2859.662849,1,810,hayw,NA,NA,DR,NA,in,NA,,,,,,,,,
haywNANADRNAinsfd,10174,1729.949424,1,820,hayw,NA,NA,DR,NA,in,sfd,,,,,,,,,
haywNANANANAinNA,2842,2420.449577,1,820,hayw,NA,NA,NA,NA,in,NA,,,,,,,,,
haywNANANANAinsfd,8441,1292.349574,1,843,hayw,NA,NA,NA,NA,in,sfd,,,,,,,,,
haywNAtra2DRNAinNA,5,51.00028748,1,820,hayw,NA,tra2,DR,NA,in,NA,,,,,,,,,
haywNAtra2NANAinNA,12,8.247376679,1,818,hayw,NA,tra2,NA,NA,in,NA,,,,,,,,,
haywNAtra2NANAinsfd,3,0.502351715,1,838,hayw,NA,tra2,NA,NA,in,sfd,,,,,,,,,
haywNAtra3NANAinNA,461,159.8492598,1,838,hayw,NA,tra3,NA,NA,in,NA,,,,,,,,,
haywNAtra3NANAinsfd,275,41.51408649,1,838,hayw,NA,tra3,NA,NA,in,sfd,,,,,,,,,
haywNAtra3c2DRNAinNA,8,25.3738423,1,836,hayw,NA,tra3c2,DR,NA,in,NA,,,,,,,,,
haywNAtra3c2NANAinNA,155,67.41961197,1,829,hayw,NA,tra3c2,NA,NA,in,NA,,,,,,,,,
haywNAtra3c2NANAinsfd,295,39.86167445,1,829,hayw,NA,tra3c2,NA,NA,in,sfd,,,,,,,,,
livrNANADRNAinNA,2394,2119.671,1,715,livr,NA,NA,DR,NA,in,NA,,,,,,,,,
livrNANADRNAinsfd,3833,860.9693663,1,715,livr,NA,NA,DR,NA,in,sfd,,,,,,,,,
livrNANAHRANAinNA,664,348.8195219,1,723,livr,NA,NA,HRA,NA,in,NA,,,,,,,,,
livrNANAHRANAinsfd,2230,538.2883558,1,723,livr,NA,NA,HRA,NA,in,sfd,,,,,,,,,
livrNANAHRADRNAinNA,735,523.4814992,1,725,livr,NA,NA,HRADR,NA,in,NA,,,,,,,,,
livrNANAHRADRNAinsfd,4802,1060.943256,1,725,livr,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
livrNANANANAinNA,999,1638.501112,1,721,livr,NA,NA,NA,NA,in,NA,,,,,,,,,
livrNANANANAinsfd,2391,591.5041063,1,728,livr,NA,NA,NA,NA,in,sfd,,,,,,,,,
livrNAtra3DRNAinNA,722,458.5970702,1,718,livr,NA,tra3,DR,NA,in,NA,,,,,,,,,
livrNAtra3DRNAinsfd,2787,448.6239254,1,717,livr,NA,tra3,DR,NA,in,sfd,,,,,,,,,
livrNAtra3HRANAinNA,115,36.14880171,1,718,livr,NA,tra3,HRA,NA,in,NA,,,,,,,,,
livrNAtra3HRANAinsfd,133,31.10964637,1,718,livr,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
livrNAtra3NANAinNA,621,729.5348915,1,721,livr,NA,tra3,NA,NA,in,NA,,,,,,,,,
livrNAtra3NANAinsfd,1519,317.7152516,1,716,livr,NA,tra3,NA,NA,in,sfd,,,,,,,,,
newkNANADRNAinNA,853,3999.088784,1,773,newk,NA,NA,DR,NA,in,NA,,,,,,,,,
newkNANADRNAinsfd,1585,243.3474832,1,768,newk,NA,NA,DR,NA,in,sfd,,,,,,,,,
newkNANAHRADRNAinNA,161,238.5748439,1,767,newk,NA,NA,HRADR,NA,in,NA,,,,,,,,,
newkNANAHRADRNAinsfd,20,2.63116986,1,767,newk,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
newkNANANANAinNA,1211,1182.159492,1,770,newk,NA,NA,NA,NA,in,NA,,,,,,,,,
newkNANANANAinsfd,6577,1072.577019,1,771,newk,NA,NA,NA,NA,in,sfd,,,,,,,,,
okldNANADRNAinNA,898,2295.146864,1,884,okld,NA,NA,DR,NA,in,NA,,,,,,,,,
okldNANADRNAinsfd,3197,1328.379094,1,885,okld,NA,NA,DR,NA,in,sfd,,,,,,,,,
okldNANAHRANAinNA,867,549.1360426,1,914,okld,NA,NA,HRA,NA,in,NA,,,,,,,,,
okldNANAHRANAinsfd,7926,1679.489447,1,914,okld,NA,NA,HRA,NA,in,sfd,,,,,,,,,
okldNANAHRADRNAinNA,763,545.163628,1,1005,okld,NA,NA,HRADR,NA,in,NA,,,,,,,,,
okldNANAHRADRNAinsfd,3658,662.1655511,1,938,okld,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
okldNANANANAinNA,507,1765.324435,1,883,okld,NA,NA,NA,NA,in,NA,,,,,,,,,
okldNANANANAinsfd,3099,747.5829916,1,937,okld,NA,NA,NA,NA,in,sfd,,,,,,,,,
okldNAtra1NANAinNA,3,0.445285437,1,944,okld,NA,tra1,NA,NA,in,NA,,,,,,,,,
okldNAtra1NANAinsfd,1,0.074275221,1,944,okld,NA,tra1,NA,NA,in,sfd,,,,,,,,,
okldNAtra2HRANAinNA,1,0.163766385,1,915,okld,NA,tra2,HRA,NA,in,NA,,,,,,,,,
okldNAtra3DRNAinNA,823,530.7339851,1,885,okld,NA,tra3,DR,NA,in,NA,,,,,,,,,
okldNAtra3DRNAinsfd,3240,688.8742262,1,885,okld,NA,tra3,DR,NA,in,sfd,,,,,,,,,
okldNAtra3HRANAinNA,355,48.13576035,1,939,okld,NA,tra3,HRA,NA,in,NA,,,,,,,,,
okldNAtra3HRANAinsfd,298,37.1405867,1,939,okld,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
okldNAtra3HRADRNAinNA,48,136.8389345,1,938,okld,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
okldNAtra3HRADRNAinsfd,881,121.8415259,1,938,okld,NA,tra3,HRADR,NA,in,sfd,,,,,,,,,
okldNAtra3NANAinNA,5468,1641.040459,1,887,okld,NA,tra3,NA,NA,in,NA,,,,,,,,,
okldNAtra3NANAinsfd,12889,1616.436719,1,904,okld,NA,tra3,NA,NA,in,sfd,,,,,,,,,
okldNAtra3c2DRNAinNA,3,34.01445489,1,992,okld,NA,tra3c2,DR,NA,in,NA,,,,,,,,,
okldNAtra3c2NANAinNA,1,0.094427058,1,992,okld,NA,tra3c2,NA,NA,in,NA,,,,,,,,,
piedNANAHRANAinNA,43,77.0887309,1,918,pied,NA,NA,HRA,NA,in,NA,,,,,,,,,
piedNANAHRANAinsfd,729,167.5095834,1,918,pied,NA,NA,HRA,NA,in,sfd,,,,,,,,,
piedNANAHRADRNAinNA,7,8.086056615,1,917,pied,NA,NA,HRADR,NA,in,NA,,,,,,,,,
piedNANAHRADRNAinsfd,355,45.48246154,1,917,pied,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
piedNAtra3HRANAinNA,1,0.09802183,1,939,pied,NA,tra3,HRA,NA,in,NA,,,,,,,,,
piedNAtra3HRANAinsfd,1,0.09241158,1,939,pied,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
piedNAtra3HRADRNAinNA,6,5.139226724,1,917,pied,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
piedNAtra3HRADRNAinsfd,4,0.463645861,1,939,pied,NA,tra3,HRADR,NA,in,sfd,,,,,,,,,
pleaNANADRNAinNA,90,1825.789987,1,746,plea,NA,NA,DR,NA,in,NA,,,,,,,,,
pleaNANADRNAinsfd,89,183.9348496,1,746,plea,NA,NA,DR,NA,in,sfd,,,,,,,,,
pleaNANAHRANAinNA,2862,1838.959853,1,736,plea,NA,NA,HRA,NA,in,NA,,,,,,,,,
pleaNANAHRANAinsfd,4535,1101.567806,1,737,plea,NA,NA,HRA,NA,in,sfd,,,,,,,,,
pleaNANAHRADRNAinNA,3289,2337.625916,1,746,plea,NA,NA,HRADR,NA,in,NA,,,,,,,,,
pleaNANAHRADRNAinsfd,8958,2057.042938,1,745,plea,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
pleaNANANANAinNA,40,660.4933782,1,735,plea,NA,NA,NA,NA,in,NA,,,,,,,,,
pleaNANANANAinsfd,59,199.3356831,1,735,plea,NA,NA,NA,NA,in,sfd,,,,,,,,,
pleaNAtra2HRANAinNA,6,11.80066802,1,735,plea,NA,tra2,HRA,NA,in,NA,,,,,,,,,
pleaNAtra3DRNAinNA,5,114.5655609,1,739,plea,NA,tra3,DR,NA,in,NA,,,,,,,,,
pleaNAtra3HRANAinNA,253,145.9272368,1,742,plea,NA,tra3,HRA,NA,in,NA,,,,,,,,,
pleaNAtra3HRANAinsfd,219,34.7467301,1,742,plea,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
pleaNAtra3HRADRNAinNA,296,462.1980271,1,739,plea,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
pleaNAtra3HRADRNAinsfd,87,18.13949148,1,739,plea,NA,tra3,HRADR,NA,in,sfd,,,,,,,,,
pleaNAtra3NANAinNA,2,125.3279912,1,728,plea,NA,tra3,NA,NA,in,NA,,,,,,,,,
sleaNANADRNAinNA,638,982.9800687,1,860,slea,NA,NA,DR,NA,in,NA,,,,,,,,,
sleaNANADRNAinsfd,3255,581.412323,1,860,slea,NA,NA,DR,NA,in,sfd,,,,,,,,,
sleaNANANANAinNA,1469,1003.191934,1,873,slea,NA,NA,NA,NA,in,NA,,,,,,,,,
sleaNANANANAinsfd,7791,1054.495856,1,872,slea,NA,NA,NA,NA,in,sfd,,,,,,,,,
sleaNAtra1NANAinNA,12,1.182793592,1,872,slea,NA,tra1,NA,NA,in,NA,,,,,,,,,
sleaNAtra1NANAinsfd,11,1.394696616,1,863,slea,NA,tra1,NA,NA,in,sfd,,,,,,,,,
sleaNAtra3DRNAinNA,121,65.80742988,1,865,slea,NA,tra3,DR,NA,in,NA,,,,,,,,,
sleaNAtra3DRNAinsfd,1182,153.7143036,1,865,slea,NA,tra3,DR,NA,in,sfd,,,,,,,,,
sleaNAtra3NANAinNA,1240,289.2385769,1,871,slea,NA,tra3,NA,NA,in,NA,,,,,,,,,
sleaNAtra3NANAinsfd,2667,354.3481266,1,868,slea,NA,tra3,NA,NA,in,sfd,,,,,,,,,
unicNANADRNAinNA,2535,7471.014268,1,791,unic,NA,NA,DR,NA,in,NA,,,,,,,,,
unicNANADRNAinsfd,5498,802.2502958,1,796,unic,NA,NA,DR,NA,in,sfd,,,,,,,,,
unicNANAHRADRNAinNA,247,111.4909862,1,790,unic,NA,NA,HRADR,NA,in,NA,,,,,,,,,
unicNANAHRADRNAinsfd,2017,286.7210779,1,790,unic,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
unicNANANANAinNA,1571,509.4964203,1,793,unic,NA,NA,NA,NA,in,NA,,,,,,,,,
unicNANANANAinsfd,2677,369.1838878,1,793,unic,NA,NA,NA,NA,in,sfd,,,,,,,,,
unicNAtra2DRNAinNA,1,0.271525453,1,801,unic,NA,tra2,DR,NA,in,NA,,,,,,,,,
antiGGNADRNAinNA,60,198.7796259,13,1187,anti,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
antiGGNADRNAinsfd,339,71.25006767,13,1187,anti,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,
antiGGNANANAinNA,649,337.4731224,13,1188,anti,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,
antiGGNANAppainNA,3,11.19359578,13,1189,anti,GG,NA,NA,ppa,in,NA,HM,,35,1,,,,,
antiGGNANANAinsfd,517,68.39106409,13,1188,anti,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,
antiGGtra2DRNAinNA,73,280.608853,13,1184,anti,GG,tra2,DR,NA,in,NA,HM,,75,2,,,,,
antiGGtra2DRNAinsfd,376,63.70545566,13,1187,anti,GG,tra2,DR,NA,in,sfd,HM,,35,1.5,,,,,
brenGGNADRNAinNA,124,482.8681836,13,1178,bren,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
brenGGNADRNAinsfd,35,52.92410003,13,1178,bren,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,
brenGGNANANAinNA,177,129.2420932,13,1179,bren,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,
brenGGNANANAinsfd,67,14.74582596,13,1179,bren,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,
clayGGNAHRADRNAinNA,141,189.8256796,13,1101,clay,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,
clayGGNAHRADRNAinsfd,1281,370.9026034,13,1101,clay,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,
concGGNADRNAinNA,124,280.9845577,13,1117,conc,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
concGGNADRNAinsfd,92,12.32564777,13,1116,conc,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,
concGGNAHRADRNAinNA,70,180.5518818,13,1137,conc,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,
concGGNAHRADRNAinsfd,583,111.781687,13,1103,conc,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,
concGGNANANAinNA,163,2391.328005,13,1113,conc,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,
concGGNANANAinsfd,9,1.332592162,13,1115,conc,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,
concGGtra2DRNAinNA,168,84.20031095,13,1111,conc,GG,tra2,DR,NA,in,NA,HM,,75,2,,,,,
concGGtra2DRNAinsfd,1448,240.9491534,13,1117,conc,GG,tra2,DR,NA,in,sfd,HM,,35,1.5,,,,,
concGGtra2NANAinNA,389,353.7702706,13,1110,conc,GG,tra2,NA,NA,in,NA,HM,,75,2,,,,,
concGGtra2NANAinsfd,343,43.74973592,13,1110,conc,GG,tra2,NA,NA,in,sfd,HM,,35,1.5,,,,,
danvGGNAHRANAinNA,45,67.88729507,13,1169,danv,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,
danvGGNAHRANAinsfd,3,0.903980407,13,1170,danv,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,
danvGGNAHRADRNAinNA,364,280.0934488,13,1161,danv,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,
danvGGNAHRADRNAinsfd,292,47.86830449,13,1161,danv,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,
elceGGNAHRANAinNA,163,87.2268148,13,1045,elce,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,
elceGGNAHRANAinsfd,909,227.9061833,13,1045,elce,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,
elceGGtra2DRNAinNA,116,18.02531897,13,1048,elce,GG,tra2,DR,NA,in,NA,HM,,75,2,,,,,
elceGGtra2DRNAinsfd,343,38.4569517,13,1048,elce,GG,tra2,DR,NA,in,sfd,HM,,35,1.5,,,,,
elceGGtra2HRANAinNA,284,111.1400763,13,1041,elce,GG,tra2,HRA,NA,in,NA,HM,,100,2.5,,,,,
elceGGtra2HRANAinsfd,834,88.13554258,13,1041,elce,GG,tra2,HRA,NA,in,sfd,HM,,50,2,,,,,
elceGGtra2NANAinNA,565,137.5317713,13,1051,elce,GG,tra2,NA,NA,in,NA,HM,,75,2,,,,,
elceGGtra2NANAinsfd,1267,150.104548,13,1051,elce,GG,tra2,NA,NA,in,sfd,HM,,35,1.5,,,,,
elceGGtra3DRNAinNA,26,5.302921391,13,1048,elce,GG,tra3,DR,NA,in,NA,HM,,35,2,,,,,
elceGGtra3DRNAinsfd,12,1.338528341,13,1048,elce,GG,tra3,DR,NA,in,sfd,HM,,35,2,,,,,
elceGGtra3NANAinNA,39,29.3021715,13,1051,elce,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,
elceGGtra3NANAinsfd,21,2.197520541,13,1040,elce,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,
hercGGNADRNAinNA,76,225.7790607,13,1086,herc,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
hercGGNADRNAinsfd,355,22.05777955,13,1083,herc,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,
hercGGtra3DRNAinNA,54,166.9653214,13,1083,herc,GG,tra3,DR,NA,in,NA,HM,,35,2,,,,,
hercGGtra3DRNAinsfd,387,37.02487813,13,1083,herc,GG,tra3,DR,NA,in,sfd,HM,,35,2,,,,,
lafaGGNAHRANAinNA,199,105.5360373,13,1150,lafa,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,
lafaGGNAHRANAinsfd,37,8.571713535,13,1150,lafa,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,
lafaGGtra2HRANAinNA,346,158.6814923,13,1152,lafa,GG,tra2,HRA,NA,in,NA,HM,,100,2.5,,,,,
lafaGGtra2HRANAinsfd,329,111.0892599,13,1150,lafa,GG,tra2,HRA,NA,in,sfd,HM,,50,2,,,,,
martGGNANANAinNA,1,0.115491579,13,1093,mart,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,
martGGNANANAinsfd,6,0.777648519,13,1093,mart,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,
martGGtra3NANAinNA,430,115.6970017,13,1092,mart,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,
martGGtra3NANAinsfd,154,20.44770276,13,1093,mart,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,
moraGGNADRNAinNA,7,67.34041963,13,1158,mora,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
moraGGNAHRANAinNA,14,21.47780472,13,1160,mora,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,
moraGGNAHRANAinsfd,3,0.843986223,13,1160,mora,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,
moraGGNAHRADRNAinNA,62,208.6163662,13,1158,mora,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,
moraGGNAHRADRNAinsfd,6,3.580032941,13,1159,mora,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,
oklyGGNADRNAinNA,220,185.3608719,13,1180,okly,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
oklyGGNADRNAinsfd,327,125.3065535,13,1182,okly,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,
orinGGNAHRANAinNA,23,18.80017254,13,1154,orin,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,
orinGGNAHRANAinsfd,86,36.98175742,13,1153,orin,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,
orinGGtra2HRANAinNA,102,91.78797052,13,1153,orin,GG,tra2,HRA,NA,in,NA,HM,,100,2.5,,,,,
orinGGtra2HRANAinsfd,162,78.48395604,13,1153,orin,GG,tra2,HRA,NA,in,sfd,HM,,50,2,,,,,
pinoGGNADRNAinNA,173,162.0300046,13,1082,pino,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
pinoGGNADRNAinsfd,80,17.55439148,13,1079,pino,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,
pinoGGNANANAinNA,171,115.2420447,13,1083,pino,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,
pinoGGNANANAinsfd,90,12.59867514,13,1083,pino,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,
pittGGNADRNAinNA,119,53.69364989,13,1204,pitt,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,
pittGGNADRNAinsfd,480,61.51801476,13,1202,pitt,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,
pittGGNANANAinNA,742,482.2887739,13,1199,pitt,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,
pittGGNANANAinsfd,1726,187.3731726,13,1206,pitt,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,
pittGGtra2DRNAinNA,59,53.77639407,13,1202,pitt,GG,tra2,DR,NA,in,NA,HM,,75,2,,,,,
pittGGtra2DRNAinsfd,386,48.05001439,13,1202,pitt,GG,tra2,DR,NA,in,sfd,HM,,35,1.5,,,,,
pittGGtra2NANAinNA,339,313.3912342,13,1203,pitt,GG,tra2,NA,NA,in,NA,HM,,75,2,,,,,
pittGGtra2NANAinsfd,941,117.5657194,13,1203,pitt,GG,tra2,NA,NA,in,sfd,HM,,35,1.5,,,,,
