pba50zoningmodcat,FREQUENCY,SUM_ACRES,manual_county,ZONE_ID,juris_id,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat
okldNANANANAexp0NA,1,30.57862606,1,946,okld,NA,NA,NA,NA,exp0,NA,,,,,0,0,,,
pleaNANADRNAexp0sfd,1,9.906052769,1,746,plea,NA,NA,DR,NA,exp0,sfd,,,,,0,0,,,
ualaNANADRNAexp0NA,22,13.23401964,1,844,uala,NA,NA,DR,NA,exp0,NA,,,,,0,0,,,
ualaNANADRNAexp0sfd,9,5.101597726,1,844,uala,NA,NA,DR,NA,exp0,sfd,,,,,0,0,,,
ualaNANAHRADRNAexp0NA,4,3.816698045,1,844,uala,NA,NA,HRADR,NA,exp0,NA,,,,,0,0,,,
ualaNANANANAexp0NA,8,65.65532095,1,947,uala,NA,NA,NA,NA,exp0,NA,,,,,0,0,,,
ualaNAtra3HRANAexp0NA,2,0.189524049,1,960,uala,NA,tra3,HRA,NA,exp0,NA,,,,,0,0,,,
ualaNAtra3HRADRNAexp0NA,4,3.114482966,1,844,uala,NA,tra3,HRADR,NA,exp0,NA,,,,,0,0,,,
ualaNAtra3NANAexp0NA,1,19.86883121,1,960,uala,NA,tra3,NA,NA,exp0,NA,,,,,0,0,,,
ualaNANAHRANAexp0NA,4,10.25165822,13,913,uala,NA,NA,HRA,NA,exp0,NA,,,,,0,0,,,
ualaNANAHRANAexp0sfd,22,3.051970899,13,913,uala,NA,NA,HRA,NA,exp0,sfd,,,,,0,0,,,
ualaNANAHRADRNAexp0sfd,23,3.831709109,13,1157,uala,NA,NA,HRADR,NA,exp0,sfd,,,,,0,0,,,
ualaNANANANAexp0sfd,12,3.113643937,13,1005,uala,NA,NA,NA,NA,exp0,sfd,,,,,0,0,,,
ucncNANAHRADRNAexp0NA,1,0.00401731,13,1157,ucnc,NA,NA,HRADR,NA,exp0,NA,,,,,0,0,,,
ucncNANANANAexp0NA,1,0.38627665,13,1156,ucnc,NA,NA,NA,NA,exp0,NA,,,,,0,0,,,
napaNANADRppaexp0NA,6,18.4603557,55,1292,napa,NA,NA,DR,ppa,exp0,NA,IW,,,2,,,,,
unapNANADRppaexp0NA,254,886.2885944,55,1292,unap,NA,NA,DR,ppa,exp0,NA,IW,,,2,,,,,
unapNANADRppaexp0sfd,1,45.75506638,55,1292,unap,NA,NA,DR,ppa,exp0,sfd,IW,,,2,,,,,
unapNANANAppaexp0NA,4,2.257355069,55,1292,unap,NA,NA,NA,ppa,exp0,NA,IW,,,2,,,,,
unapNANANANAexp0NA,2,157.5754583,55,1311,unap,NA,NA,NA,NA,exp0,NA,,,,,0,0,,,
usclNANADRNAexp0NA,29,256.8549199,85,513,uscl,NA,NA,DR,NA,exp0,NA,,,,,0,0,,,
usclNANADRNAexp0sfd,40,198.1664873,85,513,uscl,NA,NA,DR,NA,exp0,sfd,,,,,0,0,,,
usclNANAHRANAexp0NA,140,83.00805951,85,518,uscl,NA,NA,HRA,NA,exp0,NA,,,,,0,0,,,
usclNANAHRANAexp0sfd,688,342.1266426,85,518,uscl,NA,NA,HRA,NA,exp0,sfd,,,,,0,0,,,
usclNANAHRADRNAexp0NA,50,31.73565104,85,514,uscl,NA,NA,HRADR,NA,exp0,NA,,,,,0,0,,,
usclNANAHRADRNAexp0sfd,353,268.8778876,85,514,uscl,NA,NA,HRADR,NA,exp0,sfd,,,,,0,0,,,
usclNANANANAexp0NA,2,2.245491035,85,496,uscl,NA,NA,NA,NA,exp0,NA,,,,,0,0,,,
usclNANANANAexp0sfd,4,33.41954633,85,496,uscl,NA,NA,NA,NA,exp0,sfd,,,,,0,0,,,
usclNAtra3NANAexp0NA,1,0.018621087,85,443,uscl,NA,tra3,NA,NA,exp0,NA,,,,,0,0,,,
usolNANADRppaexp0NA,2,355.8605821,95,1251,usol,NA,NA,DR,ppa,exp0,NA,IW,,,2,,,,,
usolNANADRNAexp0NA,30,2612.530907,95,1250,usol,NA,NA,DR,NA,exp0,NA,,,,,0,0,,,
usolNANADRNAexp0sfd,6,41.6161177,95,1268,usol,NA,NA,DR,NA,exp0,sfd,,,,,0,0,,,
usolNANANANAexp0NA,42,756.0892013,95,1288,usol,NA,NA,NA,NA,exp0,NA,,,,,0,0,,,
usolNANANANAexp0sfd,4,13.51952655,95,1289,usol,NA,NA,NA,NA,exp0,sfd,,,,,0,0,,,
vallNANADRNAexp0NA,12,10.90680179,95,1222,vall,NA,NA,DR,NA,exp0,NA,,,,,0,0,,,
vallNANADRNAexp0sfd,19,1.769692838,95,1222,vall,NA,NA,DR,NA,exp0,sfd,,,,,0,0,,,
usonGGNADRNAexp0NA,156,390.2027395,97,1368,uson,GG,NA,DR,NA,exp0,NA,,,,,0,0,,,
usonGGNADRNAexp0sfd,72,41.07877511,97,1320,uson,GG,NA,DR,NA,exp0,sfd,,,,,0,0,,,
usonGGNANANAexp0NA,13,8.12380782,97,1319,uson,GG,NA,NA,NA,exp0,NA,,,,,0,0,,,
usonGGNANANAexp0sfd,1,0.135576541,97,1319,uson,GG,NA,NA,NA,exp0,sfd,,,,,0,0,,,
usonGGtra3DRNAexp0NA,115,264.4943852,97,1368,uson,GG,tra3,DR,NA,exp0,NA,,,,,0,0,,,
usonGGtra3DRNAexp0sfd,3,2.658706277,97,1368,uson,GG,tra3,DR,NA,exp0,sfd,,,,,0,0,,,
usonNANADRNAexp0NA,123,1035.14995,97,1324,uson,NA,NA,DR,NA,exp0,NA,,,,,0,0,,,
usonNANADRNAexp0sfd,200,87.10383918,97,1320,uson,NA,NA,DR,NA,exp0,sfd,,,,,0,0,,,
usonNANAHRANAexp0NA,3,2.305995275,97,1336,uson,NA,NA,HRA,NA,exp0,NA,,,,,0,0,,,
usonNANAHRADRNAexp0NA,1,3.770303644,97,1383,uson,NA,NA,HRADR,NA,exp0,NA,,,,,0,0,,,
usonNANAHRADRNAexp0sfd,2,2.129792989,97,1383,uson,NA,NA,HRADR,NA,exp0,sfd,,,,,0,0,,,
usonNANANANAexp0NA,148,146.5346723,97,1319,uson,NA,NA,NA,NA,exp0,NA,,,,,0,0,,,
usonNANANANAexp0sfd,329,195.3797511,97,1318,uson,NA,NA,NA,NA,exp0,sfd,,,,,0,0,,,
umarNANADRNAexp0_npNA,1,642.8729232,41,1415,umar,NA,NA,DR,NA,exp0_np,NA,,,,,0,0,,,
unapNANADRNAexp0_npNA,1,0.278567029,55,1316,unap,NA,NA,DR,NA,exp0_np,NA,,,,,0,0,,,
unapNANADRNAexp0_npsfd,2,0.565199792,55,1316,unap,NA,NA,DR,NA,exp0_np,sfd,,,,,0,0,,,
unapNANANANAexp0_npNA,4,47.44754697,55,1296,unap,NA,NA,NA,NA,exp0_np,NA,,,,,0,0,,,
unapNANANANAexp0_npsfd,2,8.903157546,55,1296,unap,NA,NA,NA,NA,exp0_np,sfd,,,,,0,0,,,
usclNANADRNAexp0_npNA,1,1.633118535,85,513,uscl,NA,NA,DR,NA,exp0_np,NA,,,,,0,0,,,
usclNANAHRANAexp0_npNA,14,10.63417104,85,496,uscl,NA,NA,HRA,NA,exp0_np,NA,,,,,0,0,,,
usclNANAHRANAexp0_npsfd,35,52.17554265,85,496,uscl,NA,NA,HRA,NA,exp0_np,sfd,,,,,0,0,,,
usclNANANANAexp0_npNA,1,0.358500711,85,496,uscl,NA,NA,NA,NA,exp0_np,NA,,,,,0,0,,,
usclNANANANAexp0_npsfd,6,26.85867618,85,496,uscl,NA,NA,NA,NA,exp0_np,sfd,,,,,0,0,,,
usolNANADRNAexp0_npNA,8,907.4761535,95,1248,usol,NA,NA,DR,NA,exp0_np,NA,,,,,0,0,,,
usolNANADRNAexp0_npsfd,2,1.047505879,95,1246,usol,NA,NA,DR,NA,exp0_np,sfd,,,,,0,0,,,
usonNANADRNAexp0_npNA,1,7.277772006,97,1397,uson,NA,NA,DR,NA,exp0_np,NA,,,,,0,0,,,
usonNANAHRANAexp0_npNA,5,1.268139557,97,1389,uson,NA,NA,HRA,NA,exp0_np,NA,,,,,0,0,,,
usonNANAHRANAexp0_npsfd,4,1.160427827,97,1389,uson,NA,NA,HRA,NA,exp0_np,sfd,,,,,0,0,,,
usonNANANANAexp0_npNA,3,4.856180324,97,1391,uson,NA,NA,NA,NA,exp0_np,NA,,,,,0,0,,,
usonNANANANAexp0_npsfd,4,4.61915871,97,1389,uson,NA,NA,NA,NA,exp0_np,sfd,,,,,0,0,,,
ualaNANADRppaexp1NA,2,0.828739596,1,715,uala,NA,NA,DR,ppa,exp1,NA,IW,,,2,,,,,
ualaNANANAppaexp1NA,1,6.058802639,1,728,uala,NA,NA,NA,ppa,exp1,NA,IW,,,2,,,,,
livrNANADRNAexp1NA,2,5.648952544,1,715,livr,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
ualaNANADRNAexp1NA,59,3553.950411,1,715,uala,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
ualaNANADRNAexp1sfd,14,1340.937793,1,715,uala,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
ualaNANAHRADRNAexp1NA,4,23.76782682,1,743,uala,NA,NA,HRADR,NA,exp1,NA,,,,,0,0,,,
ualaNANANANAexp1NA,13,27.97463554,1,716,uala,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
ualaNANANANAexp1sfd,38,61.88559147,1,716,uala,NA,NA,NA,NA,exp1,sfd,,,,,0,0,,,
ualaNAtra3NANAexp1NA,10,12.17768662,1,716,uala,NA,tra3,NA,NA,exp1,NA,,,,,0,0,,,
ualaNAtra3NANAexp1sfd,49,70.13575435,1,716,uala,NA,tra3,NA,NA,exp1,sfd,,,,,0,0,,,
oklyNANADRppaexp1NA,1,2.185034409,13,1182,okly,NA,NA,DR,ppa,exp1,NA,IW,,,2,,,,,
ucncNANADRNAexp1NA,8,169.5992396,13,1177,ucnc,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
ucncNANADRNAexp1sfd,1,0.162799048,13,1180,ucnc,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
ucncNANANANAexp1NA,2,0.643410091,13,1179,ucnc,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
novaNANANANAexp1NA,1,0.020499097,41,1404,nova,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
umarNANADRNAexp1NA,1,4.578703959,41,1405,umar,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
umarNANAHRADRNAexp1sfd,1,0.718470653,41,1405,umar,NA,NA,HRADR,NA,exp1,sfd,,,,,0,0,,,
umarNANANANAexp1NA,4,41.2327207,41,1404,umar,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
umarNANANANAexp1sfd,10,6.726706175,41,1404,umar,NA,NA,NA,NA,exp1,sfd,,,,,0,0,,,
amerNANADRppaexp1NA,1,2.854592635,55,1292,amer,NA,NA,DR,ppa,exp1,NA,IW,,,2,,,,,
unapNANADRppaexp1NA,22,245.2865152,55,1292,unap,NA,NA,DR,ppa,exp1,NA,IW,,,2,,,,,
unapNANADRppaexp1sfd,4,13.18700721,55,1292,unap,NA,NA,DR,ppa,exp1,sfd,IW,,,2,,,,,
unapNANANAppaexp1NA,4,328.663482,55,1291,unap,NA,NA,NA,ppa,exp1,NA,IW,,,2,,,,,
napaNANANANAexp1NA,1,0.584349804,55,1296,napa,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
napaNANANANAexp1sfd,1,20.30932922,55,1296,napa,NA,NA,NA,NA,exp1,sfd,,,,,0,0,,,
unapNANADRNAexp1NA,14,30.45837181,55,1306,unap,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
unapNANADRNAexp1sfd,36,129.4131025,55,1306,unap,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
unapNANAHRANAexp1NA,33,24.03408361,55,1311,unap,NA,NA,HRA,NA,exp1,NA,,,,,0,0,,,
unapNANAHRANAexp1sfd,148,137.7357472,55,1311,unap,NA,NA,HRA,NA,exp1,sfd,,,,,0,0,,,
unapNANANANAexp1NA,72,1861.938852,55,1291,unap,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
unapNANANANAexp1sfd,123,866.1630917,55,1311,unap,NA,NA,NA,NA,exp1,sfd,,,,,0,0,,,
gilrNANANANAexp1NA,2,6.202224428,85,706,gilr,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
usclNANADRNAexp1NA,41,168.4079811,85,711,uscl,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
usclNANADRNAexp1sfd,44,96.93403731,85,711,uscl,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
usclNANAHRADRNAexp1NA,2,0.005894316,85,711,uscl,NA,NA,HRADR,NA,exp1,NA,,,,,0,0,,,
usclNANAHRADRNAexp1sfd,7,7.061628137,85,711,uscl,NA,NA,HRADR,NA,exp1,sfd,,,,,0,0,,,
usclNANANANAexp1NA,880,8335.122385,85,712,uscl,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
usclNANANANAexp1sfd,478,1130.568646,85,712,uscl,NA,NA,NA,NA,exp1,sfd,,,,,0,0,,,
usclNAtra3NANAexp1NA,436,1881.146644,85,712,uscl,NA,tra3,NA,NA,exp1,NA,,,,,0,0,,,
usclNAtra3NANAexp1sfd,279,436.3503063,85,712,uscl,NA,tra3,NA,NA,exp1,sfd,,,,,0,0,,,
dixnNANANANAexp1NA,1,1.989675466,95,1287,dixn,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
frfdNANADRNAexp1NA,5,75.26198539,95,1270,frfd,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
frfdNANADRNAexp1sfd,1,1.033773179,95,1249,frfd,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
riovNANADRNAexp1NA,2,1.166668112,95,1290,riov,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
usolNANADRNAexp1NA,540,20016.71513,95,1249,usol,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
usolNANADRNAexp1sfd,895,3944.293237,95,1256,usol,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
usolNANAHRADRNAexp1NA,10,29.55200653,95,1290,usol,NA,NA,HRADR,NA,exp1,NA,,,,,0,0,,,
usolNANANANAexp1NA,403,16586.97875,95,1287,usol,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
usolNANANANAexp1sfd,50,365.667238,95,1287,usol,NA,NA,NA,NA,exp1,sfd,,,,,0,0,,,
usonGGNAHRANAexp1sfd,2,2.158695642,97,1384,uson,GG,NA,HRA,NA,exp1,sfd,,,,,0,0,,,
usonGGtra3DRNAexp1NA,5,26.3588071,97,1368,uson,GG,tra3,DR,NA,exp1,NA,,,,,0,0,,,
usonGGtra3HRANAexp1sfd,1,0.9392673,97,1336,uson,GG,tra3,HRA,NA,exp1,sfd,,,,,0,0,,,
usonGGtra3NANAexp1NA,7,71.210416,97,1336,uson,GG,tra3,NA,NA,exp1,NA,,,,,0,0,,,
usonGGtra3NANAexp1sfd,5,22.86215402,97,1336,uson,GG,tra3,NA,NA,exp1,sfd,,,,,0,0,,,
healNANADRNAexp1NA,1,25.36337712,97,1397,heal,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
healNANADRNAexp1sfd,1,5.27276737,97,1397,heal,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
healNANANANAexp1NA,8,71.33477728,97,1400,heal,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
petaNANADRNAexp1NA,1,39.23189951,97,1325,peta,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
sebaNANAHRANAexp1sfd,1,0.502087543,97,1384,seba,NA,NA,HRA,NA,exp1,sfd,,,,,0,0,,,
sebaNANAHRADRNAexp1NA,1,3.439384115,97,1385,seba,NA,NA,HRADR,NA,exp1,NA,,,,,0,0,,,
sonoNANADRNAexp1NA,1,2.338243829,97,1324,sono,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
usonNANADRNAexp1NA,2286,25376.7398,97,1367,uson,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
usonNANADRNAexp1sfd,2271,5230.355737,97,1367,uson,NA,NA,DR,NA,exp1,sfd,,,,,0,0,,,
usonNANAHRANAexp1NA,250,428.0408807,97,1384,uson,NA,NA,HRA,NA,exp1,NA,,,,,0,0,,,
usonNANAHRANAexp1sfd,545,663.4079385,97,1384,uson,NA,NA,HRA,NA,exp1,sfd,,,,,0,0,,,
usonNANAHRADRNAexp1NA,209,406.3752441,97,1385,uson,NA,NA,HRADR,NA,exp1,NA,,,,,0,0,,,
usonNANAHRADRNAexp1sfd,580,666.8429889,97,1385,uson,NA,NA,HRADR,NA,exp1,sfd,,,,,0,0,,,
usonNANANANAexp1NA,1107,8819.586334,97,1400,uson,NA,NA,NA,NA,exp1,NA,,,,,0,0,,,
usonNANANANAexp1sfd,1178,3000.310126,97,1328,uson,NA,NA,NA,NA,exp1,sfd,,,,,0,0,,,
usonNAtra3DRNAexp1NA,7,42.05820762,97,1368,uson,NA,tra3,DR,NA,exp1,NA,,,,,0,0,,,
usonNAtra3DRNAexp1sfd,7,26.83885386,97,1368,uson,NA,tra3,DR,NA,exp1,sfd,,,,,0,0,,,
usonNAtra3NANAexp1NA,2,15.15731817,97,1380,uson,NA,tra3,NA,NA,exp1,NA,,,,,0,0,,,
usonNAtra3NANAexp1sfd,8,13.17734509,97,1380,uson,NA,tra3,NA,NA,exp1,sfd,,,,,0,0,,,
windNANADRNAexp1NA,2,70.61598364,97,1367,wind,NA,NA,DR,NA,exp1,NA,,,,,0,0,,,
ualaNANANAppaexp1_npNA,1,1.104071645,1,728,uala,NA,NA,NA,ppa,exp1_np,NA,IW,,,2,,,,,
fremNANADRNAexp1_npNA,1,119.7500951,1,751,frem,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
livrNANADRNAexp1_npNA,2,29.67656525,1,715,livr,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
livrNANADRNAexp1_npsfd,3,7.033070394,1,715,livr,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
livrNANAHRADRNAexp1_npNA,1,3.086041186,1,725,livr,NA,NA,HRADR,NA,exp1_np,NA,,,,,0,0,,,
livrNANANANAexp1_npNA,1,5.004703583,1,723,livr,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
pleaNANADRNAexp1_npNA,2,145.0403207,1,743,plea,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
ualaNANADRNAexp1_npNA,70,4685.404632,1,729,uala,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
ualaNANADRNAexp1_npsfd,39,254.9039111,1,715,uala,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
ualaNANANANAexp1_npsfd,5,11.89236305,1,716,uala,NA,NA,NA,NA,exp1_np,sfd,,,,,0,0,,,
ualaNAtra3DRNAexp1_npNA,7,467.52996,1,729,uala,NA,tra3,DR,NA,exp1_np,NA,,,,,0,0,,,
ualaNAtra3DRNAexp1_npsfd,1,2.843967681,1,720,uala,NA,tra3,DR,NA,exp1_np,sfd,,,,,0,0,,,
ualaNAtra3NANAexp1_npNA,1,12.77670761,1,716,uala,NA,tra3,NA,NA,exp1_np,NA,,,,,0,0,,,
ucncNANADRNAexp1_npNA,469,9160.090395,13,1177,ucnc,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
ucncNANADRNAexp1_npsfd,189,502.8910806,13,1177,ucnc,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
ucncNANAHRADRNAexp1_npNA,3,14.34785127,13,1177,ucnc,NA,NA,HRADR,NA,exp1_np,NA,,,,,0,0,,,
ucncNANAHRADRNAexp1_npsfd,9,10.1349281,13,1177,ucnc,NA,NA,HRADR,NA,exp1_np,sfd,,,,,0,0,,,
ucncNANANANAexp1_npNA,219,3998.26308,13,1179,ucnc,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
ucncNANANANAexp1_npsfd,67,260.6415326,13,1179,ucnc,NA,NA,NA,NA,exp1_np,sfd,,,,,0,0,,,
umarNANANANAexp1_npNA,10,582.1827315,41,1404,umar,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
unapNANADRppaexp1_npNA,11,468.171503,55,1292,unap,NA,NA,DR,ppa,exp1_np,NA,IW,,,2,,,,,
unapNANADRppaexp1_npsfd,4,16.14492379,55,1292,unap,NA,NA,DR,ppa,exp1_np,sfd,IW,,,2,,,,,
napaNANADRNAexp1_npNA,1,91.09078127,55,1292,napa,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
napaNANADRNAexp1_npsfd,1,3.956952914,55,1309,napa,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
napaNANANANAexp1_npNA,2,160.2755589,55,1302,napa,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
napaNANANANAexp1_npsfd,2,11.94140084,55,1302,napa,NA,NA,NA,NA,exp1_np,sfd,,,,,0,0,,,
unapNANADRNAexp1_npNA,106,3047.029253,55,1309,unap,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
unapNANADRNAexp1_npsfd,130,533.1951358,55,1309,unap,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
unapNANAHRANAexp1_npNA,17,29.9587461,55,1311,unap,NA,NA,HRA,NA,exp1_np,NA,,,,,0,0,,,
unapNANAHRANAexp1_npsfd,89,109.9514651,55,1311,unap,NA,NA,HRA,NA,exp1_np,sfd,,,,,0,0,,,
unapNANANANAexp1_npNA,222,6020.782593,55,1311,unap,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
unapNANANANAexp1_npsfd,312,2263.994037,55,1311,unap,NA,NA,NA,NA,exp1_np,sfd,,,,,0,0,,,
sjosNANADRNAexp1_npNA,7,210.0961343,85,696,sjos,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
ualaNANANANAexp1_npNA,10,582.6644345,85,751,uala,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
usclNANADRNAexp1_npNA,38,1261.482531,85,656,uscl,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
usclNANADRNAexp1_npsfd,11,251.6091702,85,696,uscl,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
usclNANAHRADRNAexp1_npNA,21,246.7571407,85,696,uscl,NA,NA,HRADR,NA,exp1_np,NA,,,,,0,0,,,
usclNANAHRADRNAexp1_npsfd,82,138.4726622,85,696,uscl,NA,NA,HRADR,NA,exp1_np,sfd,,,,,0,0,,,
usclNANANANAexp1_npNA,154,4865.736542,85,706,uscl,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
usclNANANANAexp1_npsfd,4,33.12632863,85,706,uscl,NA,NA,NA,NA,exp1_np,sfd,,,,,0,0,,,
frfdNANADRNAexp1_npNA,2,14.61026486,95,1270,frfd,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
usolNANADRNAexp1_npNA,5,614.8899629,95,1270,usol,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
usolNANADRNAexp1_npsfd,1,42.78747506,95,1270,usol,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
usonGGNAHRANAexp1_npNA,2,3.6315381,97,1386,uson,GG,NA,HRA,NA,exp1_np,NA,,,,,0,0,,,
healNANADRNAexp1_npNA,1,1.843184902,97,1399,heal,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
healNANANANAexp1_npNA,2,36.75140382,97,1400,heal,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
petaNANADRNAexp1_npNA,1,1.4527504,97,1325,peta,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
srosNANADRNAexp1_npNA,2,14.33609697,97,1382,sros,NA,NA,DR,NA,exp1_np,NA,,,,,,,,,
srosNANAHRANAexp1_npNA,1,34.25653506,97,1381,sros,NA,NA,HRA,NA,exp1_np,NA,,,,,0,0,,,
srosNANANANAexp1_npNA,3,34.97214529,97,1381,sros,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
usonNANADRNAexp1_npNA,832,13182.30913,97,1337,uson,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
usonNANADRNAexp1_npsfd,782,2028.433028,97,1370,uson,NA,NA,DR,NA,exp1_np,sfd,,,,,0,0,,,
usonNANAHRANAexp1_npNA,226,417.127255,97,1328,uson,NA,NA,HRA,NA,exp1_np,NA,,,,,0,0,,,
usonNANAHRANAexp1_npsfd,340,465.8178923,97,1386,uson,NA,NA,HRA,NA,exp1_np,sfd,,,,,0,0,,,
usonNANAHRADRNAexp1_npNA,76,184.6580589,97,1383,uson,NA,NA,HRADR,NA,exp1_np,NA,,,,,0,0,,,
usonNANAHRADRNAexp1_npsfd,102,141.0007339,97,1383,uson,NA,NA,HRADR,NA,exp1_np,sfd,,,,,0,0,,,
usonNANANANAexp1_npNA,508,7447.154595,97,1387,uson,NA,NA,NA,NA,exp1_np,NA,,,,,0,0,,,
usonNANANANAexp1_npsfd,767,2742.348642,97,1327,uson,NA,NA,NA,NA,exp1_np,sfd,,,,,0,0,,,
windNANADRNAexp1_npNA,2,8.067444307,97,1400,wind,NA,NA,DR,NA,exp1_np,NA,,,,,0,0,,,
ualaNANADRNAexp2_npNA,13,991.758886,1,715,uala,NA,NA,DR,NA,exp2_np,NA,,,,,0,0,,,
ualaNANADRNAexp2_npsfd,16,87.19641172,1,720,uala,NA,NA,DR,NA,exp2_np,sfd,,,,,0,0,,,
ualaNANANANAexp2_npNA,2,63.50081214,1,723,uala,NA,NA,NA,NA,exp2_np,NA,,,,,0,0,,,
ualaNANANANAexp2_npsfd,12,53.29722837,1,723,uala,NA,NA,NA,NA,exp2_np,sfd,,,,,0,0,,,
ucncNANADRNAexp2_npNA,75,2181.351484,13,1177,ucnc,NA,NA,DR,NA,exp2_np,NA,,,,,0,0,,,
ucncNANADRNAexp2_npsfd,14,60.68451254,13,1177,ucnc,NA,NA,DR,NA,exp2_np,sfd,,,,,0,0,,,
ucncNANAHRADRNAexp2_npNA,2,47.51096744,13,1177,ucnc,NA,NA,HRADR,NA,exp2_np,NA,,,,,0,0,,,
ucncNANAHRADRNAexp2_npsfd,3,7.507636817,13,1177,ucnc,NA,NA,HRADR,NA,exp2_np,sfd,,,,,0,0,,,
ucncNANANANAexp2_npNA,45,638.6560088,13,1179,ucnc,NA,NA,NA,NA,exp2_np,NA,,,,,0,0,,,
ucncNANANANAexp2_npsfd,64,140.954417,13,1179,ucnc,NA,NA,NA,NA,exp2_np,sfd,,,,,0,0,,,
umarNANANANAexp2_npNA,1,7.818034086,41,1404,umar,NA,NA,NA,NA,exp2_np,NA,,,,,0,0,,,
unapNANADRppaexp2_npNA,1,9.930002497,55,1292,unap,NA,NA,DR,ppa,exp2_np,NA,IW,,,2,,,,,
unapNANADRppaexp2_npsfd,1,2.179399374,55,1292,unap,NA,NA,DR,ppa,exp2_np,sfd,IW,,,2,,,,,
unapNANADRNAexp2_npNA,5,135.0874281,55,1309,unap,NA,NA,DR,NA,exp2_np,NA,,,,,0,0,,,
unapNANADRNAexp2_npsfd,5,13.24967602,55,1309,unap,NA,NA,DR,NA,exp2_np,sfd,,,,,0,0,,,
unapNANAHRANAexp2_npNA,3,1.745285209,55,1311,unap,NA,NA,HRA,NA,exp2_np,NA,,,,,0,0,,,
unapNANAHRANAexp2_npsfd,14,22.81154091,55,1311,unap,NA,NA,HRA,NA,exp2_np,sfd,,,,,0,0,,,
unapNANANANAexp2_npNA,27,1407.425151,55,1308,unap,NA,NA,NA,NA,exp2_np,NA,,,,,0,0,,,
