TAZ,shrq1_2010,shrq2_2010,shrq3_2010,shrq4_2010,shrw0_2010,shrw1_2010,shrw2_2010,shrw3_2010,shra1_2010,shra2_2010,shra3_2010,shra4_2010,shrn_2010,shry_2010,qmn,qsd,wmn,wsd,amn,asd
1,0.194395425,0.364722222,0.102205882,0.338676471,0.271115541,0.478553571,0.198565336,0.051765552,0.083760684,0.438461538,0.427350427,0.05042735,0.886928105,0.113071895," 69,839 "," 9,269,097 ", 1.04651 , 115 , 37 ," 7,564 "
2,0.51925138,0.170184498,0.157766539,0.152797584,0.35380868,0.339007972,0.228352524,0.078830824,0.092009685,0.278934625,0.505084746,0.123970944,0.882967228,0.117032772," 47,168 "," 5,271,507 ", 1.05585 , 189 , 42 ," 14,369 "
3,0.292525651,0.255169692,0.157395422,0.294909234,0.271120758,0.478539858,0.198571429,0.051767956,0.162592161,0.298797051,0.41443539,0.124175398,0.886929755,0.113070245," 65,326 "," 15,539,710 ", 1.04652 , 239 , 42 ," 13,824 "
4,0.279141994,0.297537585,0.268408389,0.154912032,0.197133106,0.349761092,0.297303754,0.155802048,0.244916821,0.431608133,0.311460259,0.012014787,0.611279863,0.388720137," 58,413 "," 3,929,144 ", 1.45852 , 134 , 36 ," 11,425 "
5,0.089121887,0.132372215,0.319790301,0.458715596,0.118047182,0.472188729,0.381336828,0.028427261,0.053973013,0.389055472,0.470014993,0.086956522,0.933171691,0.066828309," 90,216 "," 16,824,283 ", 1.32867 , 233 , 38 ," 8,872 "
6,0.181034483,0.034482759,0.103448276,0.681034483,0.118052726,0.472179555,0.381336008,0.028431711,0.063694268,0.402866242,0.464968153,0.068471338,0.933166144,0.066833856," 97,672 "," 11,210,815 ", 1.32868 , 97 , 38 ," 4,230 "
7,0.145492228,0.135457686,0.212366149,0.506683938,0.118048359,0.472193437,0.381329879,0.028428325,0.055970149,0.324626866,0.553171642,0.066231343,0.933177893,0.066822107," 88,603 "," 14,121,332 ", 1.32867 , 177 , 39 ," 8,656 "
8,0.189453462,0.129504199,0.309351986,0.371690352,0.260665025,0.373152709,0.344458128,0.021724138,0.054719562,0.30369357,0.567715458,0.073871409,0.904162562,0.095837438," 79,879 "," 7,084,844 ", 1.13376 , 111 , 39 ," 6,036 "
9,0.225248869,0.160882353,0.141085973,0.472782805,0.260656109,0.373167421,0.344457014,0.021719457,0.070815451,0.243562232,0.563304721,0.122317597,0.904140271,0.095859729," 81,003 "," 9,990,081 ", 1.13376 , 121 , 42 ," 7,468 "
10,0.156250655,0.111323089,0.205077675,0.527348582,0.26067086,0.373165618,0.344444444,0.021719078,0.12173913,0.17173913,0.615217391,0.091304348,0.904150943,0.095849057," 89,678 "," 12,241,256 ", 1.13373 , 130 , 42 ," 8,349 "
11,0.139868709,0.041750547,0.070984683,0.747396061,0.230525164,0.448380744,0.273763676,0.047330416,0.11160221,0.226519337,0.570165746,0.091712707,0.898993435,0.101006565," 103,080 "," 17,863,882 ", 1.15210 , 100 , 41 ," 7,397 "
12,0.155440181,0.250428894,0.138171558,0.455959368,0.230513984,0.44838717,0.273763572,0.047335275,0.124050633,0.215189873,0.553164557,0.107594937,0.899006772,0.100993228," 81,650 "," 9,491,933 ", 1.15212 , 97 , 42 ," 6,185 "
13,0.217391773,0.162245547,0.178157262,0.442205418,0.230517799,0.448392665,0.273764833,0.047324703,0.068746022,0.302991725,0.527052833,0.101209421,0.898996764,0.101003236," 80,090 "," 19,216,135 ", 1.15209 , 204 , 40 ," 11,607 "
14,0.094825226,0.260055542,0.150862462,0.49425677,0.230521512,0.448383312,0.273767927,0.047327249,0.069896194,0.288581315,0.568858131,0.07266436,0.898996089,0.101003911," 86,976 "," 18,030,200 ", 1.15210 , 169 , 39 ," 11,942 "
15,0.050459519,0.133019694,0.188074398,0.628446389,0.123479212,0.492888403,0.321356674,0.062275711,0.088939567,0.378563284,0.454960091,0.077537058,0.89,0.11," 100,345 "," 14,300,051 ", 1.34111 , 114 , 38 ," 5,603 "
16,0.150975143,0.211367113,0.136768642,0.500889101,0.123489484,0.492887189,0.321347992,0.062275335,0.095047524,0.362181091,0.474237119,0.068534267,0.88999044,0.11000956," 85,329 "," 25,165,042 ", 1.34109 , 261 , 38 ," 13,441 "
17,0.179293657,0.265565972,0.219804278,0.335336093,0.123489712,0.492880658,0.321349794,0.062279835,0.095860566,0.369063181,0.438344227,0.096732026,0.88999177,0.11000823," 74,141 "," 17,628,466 ", 1.34110 , 303 , 39 ," 13,721 "
18,0.389046358,0.168490066,0.219178808,0.223284768,0.21589404,0.294145695,0.374437086,0.115523179,0.151576806,0.345371312,0.367243133,0.135808749,0.818331126,0.181668874," 58,863 "," 6,665,769 ", 1.42425 , 202 , 42 ," 9,436 "
19,0.362533137,0.237172312,0.1410162,0.259278351,0.215894196,0.294142771,0.374438504,0.115524529,0.117996045,0.330916282,0.48121292,0.069874753,0.81832106,0.18167894," 59,802 "," 7,016,052 ", 1.42425 , 181 , 39 ," 10,222 "
20,0.294534095,0.201057321,0.252204292,0.252204292,0.215896488,0.294140481,0.374436229,0.115526802,0.146428571,0.400714286,0.397142857,0.055714286,0.81831793,0.18168207," 65,167 "," 5,677,960 ", 1.42425 , 145 , 38 ," 7,962 "
21,0.26431338,0.122887324,0.151514085,0.461285211,0.215897887,0.294137324,0.37443662,0.115528169,0.135182999,0.43270366,0.355371901,0.07674144,0.818327465,0.181672535," 79,276 "," 12,530,755 ", 1.42425 , 152 , 38 ," 8,598 "
22,0.093464567,0.546732283,0.205590551,0.154212598,0.14023622,0.438503937,0.260433071,0.160826772,0.121008403,0.431932773,0.388235294,0.058823529,0.829488189,0.170511811," 61,729 "," 2,187,793 ", 1.49010 , 55 , 37 ," 3,400 "
23,0.419345238,0.334107143,0.053005952,0.193541667,0.140233922,0.438498854,0.260438677,0.160828547,0.141039236,0.340402969,0.393425239,0.125132556,0.829494048,0.170505952," 49,758 "," 2,655,844 ", 1.49011 , 73 , 41 ," 4,838 "
24,0.267823409,0.366960986,0.205215606,0.16,0.140228752,0.438510031,0.260436559,0.160824658,0.11047619,0.378095238,0.425714286,0.085714286,0.829507187,0.170492813," 56,948 "," 2,958,181 ", 1.49010 , 106 , 39 ," 6,126 "
25,0.353308271,0.299533835,0.078345865,0.26881203,0.140238493,0.438504684,0.260432174,0.160824649,0.1367713,0.367152466,0.408071749,0.088004484,0.829503759,0.170496241," 58,648 "," 7,569,201 ", 1.49009 , 145 , 39 ," 9,757 "
26,0.28038806,0.125492537,0.3,0.294119403,0.229641791,0.420268657,0.283283582,0.06680597,0.098475967,0.417350528,0.419695193,0.064478312,0.860358209,0.139641791," 70,618 "," 4,527,202 ", 1.20730 , 71 , 37 ," 5,184 "
27,0.092152325,0.047784062,0.192831772,0.667231841,0.18019579,0.538013143,0.277286172,0.004504895,0.064310954,0.498233216,0.413427562,0.024028269,0.930433168,0.069566832," 102,363 "," 27,344,860 ", 1.10745 , 218 , 35 ," 9,907 "
28,0.796709539,0.123204716,0.054415863,0.025669882,0.436495177,0.326334405,0.168606645,0.068563773,0.111048478,0.111612176,0.448139797,0.329199549,0.863215434,0.136784566," 25,057 "," 3,158,503 ", 0.88981 , 126 , 52 ," 17,683 "
29,0.314331104,0.312608696,0.165802676,0.207257525,0.295847896,0.479941807,0.212036588,0.012173709,0.042316258,0.348552339,0.414253898,0.194877506,0.965585284,0.034414716," 57,954 "," 4,510,687 ", 0.94419 , 130 , 43 ," 5,628 "
30,0.095415925,0.38532294,0.19449109,0.324770044,0.220275689,0.53047619,0.195538847,0.053709273,0.072196621,0.413210445,0.397849462,0.116743472,0.951177945,0.048822055," 74,926 "," 5,604,947 ", 1.09879 , 81 , 39 ," 3,598 "
31,0.847853291,0.048748076,0.062036965,0.041361668,0.649922481,0.265138427,0.053178295,0.031760797,0.062458909,0.19460881,0.447731755,0.295200526,0.912126246,0.087873754," 25,045 "," 3,529,494 ", 0.47631 , 86 , 49 ," 13,453 "
32,0.557484756,0.355609756,0,0.086905488,0.649933688,0.265141237,0.053171542,0.031753533,0.144270404,0.318219291,0.458367683,0.079142622,0.912118902,0.087881098," 35,228 "," 3,793,519 ", 0.47627 , 62 , 40 ," 7,555 "
33,0.480117967,0.198811252,0.20576225,0.11530853,0.374246824,0.510880218,0.114872958,0,0.141803744,0.474758934,0.324446965,0.058990357,0.964255898,0.035744102," 47,023 "," 4,190,273 ", 0.74063 , 232 , 37 ," 9,073 "
34,0.745233482,0.130309937,0.054176163,0.070280419,0.374246988,0.510883534,0.114869478,0,0.044274809,0.382442748,0.453435115,0.119847328,0.964246988,0.035753012," 30,162 "," 2,629,346 ", 0.74062 , 209 , 40 ," 8,243 "
35,0.893737646,0.078814016,0.027448338,0,0.666214431,0.258951114,0.023872631,0.050961824,0.059693878,0.164795918,0.46122449,0.314285714,0.917403414,0.082596586," 19,149 "," 5,714,801 ", 0.47487 , 113 , 50 ," 18,688 "
36,0.818414767,0.168794788,0.012790445,0,0.666203407,0.258954843,0.023875962,0.050965788,0.103170339,0.196131112,0.481998925,0.218699624,0.917404995,0.082595005," 20,895 "," 4,611,803 ", 0.47489 , 94 , 47 ," 14,131 "
37,0.552632944,0.114033722,0.151309987,0.182023346,0.424370947,0.373476005,0.16463035,0.037522698,0.101831502,0.173626374,0.61025641,0.114285714,0.887289235,0.112710765," 48,279 "," 5,122,376 ", 0.82656 , 117 , 43 ," 12,208 "
38,0.088504673,0.081383178,0.195317757,0.634794393,0.180194578,0.538013663,0.277287128,0.004504631,0.051940951,0.435757244,0.463641334,0.04866047,0.930439252,0.069560748," 99,965 "," 34,078,335 ", 1.10745 , 288 , 36 ," 12,919 "
39,0.440943739,0.114174229,0.283466425,0.161415608,0.180199637,0.538021779,0.277277677,0.004500907,0.054388133,0.248454883,0.627935723,0.069221261,0.930435572,0.069564428," 54,606 "," 4,321,518 ", 1.10743 , 149 , 40 ," 7,582 "
40,0.25593361,0.213720609,0.2295574,0.300788382,0.339488243,0.366099585,0.255297372,0.039114799,0.195933457,0.141712877,0.489833641,0.172520025,0.768077455,0.231922545," 69,420 "," 9,240,358 ", 1.00577 , 144 , 47 ," 11,640 "
41,0.137712895,0.180316302,0.311484185,0.370486618,0.125158151,0.333333333,0.324257908,0.217250608,0.211994421,0.357740586,0.357740586,0.072524407,0.730243309,0.269756691," 81,409 "," 7,055,769 ", 1.69878 , 117 , 40 ," 6,654 "
42,0.26230303,0.272545455,0.307373737,0.157777778,0.289313131,0.302222222,0.255555556,0.152909091,0.204807211,0.190786179,0.454682023,0.149724587,0.592222222,0.407777778," 60,511 "," 3,867,081 ", 1.31793 , 103 , 46 ," 12,446 "
43,0.264200477,0.41477327,0.127852029,0.193174224,0.285847255,0.338090692,0.252601432,0.123460621,0.23165284,0.215060625,0.431397575,0.12188896,0.60627685,0.39372315," 57,003 "," 3,241,731 ", 1.25071 , 80 , 45 ," 8,776 "
44,0.672326169,0.237863464,0.050973451,0.038836915,0.468571429,0.421226296,0.105309735,0.004892541,0.42371476,0.233830846,0.290215589,0.052238806,0.435941846,0.564058154," 29,721 "," 2,360,970 ", 0.64799 , 135 , 45 ," 7,626 "
45,0.122174515,0.130152355,0.216468144,0.531204986,0.229639889,0.420277008,0.283282548,0.066800554,0.09562639,0.344699778,0.467012602,0.092661231,0.86034626,0.13965374," 91,408 "," 18,610,813 ", 1.20728 , 154 , 40 ," 8,644 "
46,0.075871369,0.067759336,0.254751037,0.601618257,0.229642539,0.420281737,0.283272131,0.066803593,0.115971516,0.382502543,0.418107833,0.083418108,0.860352697,0.139647303," 99,770 "," 14,445,593 ", 1.20728 , 103 , 39 ," 5,638 "
47,0.08162915,0.247162078,0.167807558,0.503401215,0.229635193,0.42027897,0.283283262,0.066802575,0.114737883,0.433234421,0.387734916,0.064292779,0.860343348,0.139656652," 88,696 "," 11,170,233 ", 1.20729 , 99 , 37 ," 5,729 "
48,0.033333333,0.166666667,0.133333333,0.666666667,0.162760417,0.404791667,0.4,0.032447917,0.178098676,0.162454874,0.524669073,0.134777377,0.813203125,0.186796875," 102,000 "," 12,899,374 ", 1.31187 , 119 , 45 ," 6,172 "
49,0.2362684,0.130038716,0.137367756,0.496325128,0.162774327,0.404782609,0.4,0.032443064,0.153620352,0.30332681,0.449119374,0.093933464,0.81320911,0.18679089," 82,426 "," 11,627,675 ", 1.31184 , 150 , 41 ," 6,097 "
50,0.193438078,0.05245841,0.201645102,0.55245841,0.162772643,0.404787431,0.4,0.032439926,0.151304348,0.253913043,0.491304348,0.103478261,0.813197782,0.186802218," 90,451 "," 14,810,414 ", 1.31184 , 168 , 42 ," 7,670 "
51,0.193406593,0.07032967,0.07032967,0.665934066,0.162769231,0.404791209,0.4,0.03243956,0.092941176,0.377647059,0.468235294,0.061176471,0.813208791,0.186791209," 94,934 "," 15,639,959 ", 1.31184 , 141 , 38 ," 5,726 "
52,0.092549161,0.190227056,0.113115641,0.604108142,0.192938144,0.435335052,0.344175258,0.027551546,0.152477764,0.17407878,0.565438374,0.108005083,0.817345361,0.182654639," 94,511 "," 11,682,729 ", 1.21461 , 107 , 43 ," 6,379 "
53,0.210021978,0.090681319,0.212417582,0.486879121,0.192923077,0.435340659,0.344175824,0.02756044,0.108721625,0.218637993,0.573476703,0.09916368,0.817340659,0.182659341," 85,084 "," 10,693,576 ", 1.21464 , 125 , 42 ," 6,880 "
54,0.133221216,0.098609378,0.105535362,0.662634044,0.192929476,0.435334539,0.344177215,0.02755877,0.175757576,0.227705628,0.487445887,0.109090909,0.817341772,0.182658228," 97,708 "," 18,689,398 ", 1.21463 , 152 , 43 ," 7,617 "
55,0.091635662,0.247583614,0.11092738,0.549853344,0.216496063,0.368858268,0.391338583,0.023307087,0.172191529,0.226519337,0.513812155,0.08747698,0.782244094,0.217755906," 90,122 "," 13,674,116 ", 1.22845 , 156 , 42 ," 7,734 "
56,0.182790347,0.059909502,0.238099548,0.519200603,0.216485671,0.368853695,0.391342383,0.02331825,0.156340058,0.212536023,0.529538905,0.101585014,0.782232278,0.217767722," 89,386 "," 16,877,792 ", 1.22849 , 204 , 43 ," 10,261 "
57,0.025529101,0.278412698,0.143862434,0.552195767,0.188306878,0.395899471,0.383624339,0.032169312,0.130257802,0.306648575,0.495251018,0.067842605,0.82952381,0.17047619," 93,445 "," 10,126,865 ", 1.26931 , 112 , 39 ," 5,123 "
58,0.127109228,0.251151835,0.203671057,0.41806788,0.188308321,0.395905246,0.383623946,0.032162486,0.123873874,0.279279279,0.500750751,0.096096096,0.829525926,0.170474074," 81,761 "," 12,881,021 ", 1.26929 , 201 , 41 ," 9,160 "
59,0.088374558,0.133339223,0.196890459,0.58139576,0.188307214,0.395908055,0.383628686,0.032156045,0.158158996,0.286192469,0.473640167,0.082008368,0.829522968,0.170477032," 95,752 "," 16,196,278 ", 1.26928 , 168 , 41 ," 7,682 "
60,0.162088285,0.134617997,0.08516129,0.618132428,0.154159593,0.460067912,0.301544992,0.084227504,0.156274665,0.296764009,0.468034728,0.078926598,0.806451613,0.193548387," 92,569 "," 18,431,344 ", 1.34111 , 133 , 40 ," 8,055 "
61,0.081861575,0.106754177,0.3024821,0.508902148,0.154152745,0.460071599,0.301551313,0.084224344,0.158767773,0.286729858,0.451421801,0.103080569,0.806443914,0.193556086," 93,843 "," 10,380,517 ", 1.34111 , 94 , 42 ," 5,034 "
62,0.049418292,0.023526376,0.265886755,0.661168577,0.154150538,0.460064516,0.301548387,0.084236559,0.124476987,0.307531381,0.484309623,0.083682008,0.806451613,0.193548387," 105,717 "," 15,580,397 ", 1.34114 , 105 , 40 ," 6,366 "
63,0,0.131672974,0.173661177,0.694665849,0.154147022,0.460073152,0.301549716,0.084230111,0.156476684,0.260103627,0.486010363,0.097409326,0.806448203,0.193551797," 106,651 "," 16,595,986 ", 1.34113 , 107 , 42 ," 6,351 "
64,0.08640159,0.393081511,0.179264414,0.341252485,0.154152005,0.460070376,0.301544701,0.084232918,0.146616541,0.273496241,0.485902256,0.093984962,0.806461233,0.193538767," 75,982 "," 7,530,264 ", 1.34113 , 113 , 41 ," 7,021 "
65,0.194210526,0.122933931,0.143594625,0.539260918,0.286270997,0.411276596,0.235296753,0.067155655,0.149211712,0.188626126,0.548423423,0.113738739,0.850447928,0.149552072," 87,340 "," 23,659,258 ", 1.10348 , 164 , 43 ," 13,793 "
66,0.213157895,0.17006865,0.264897025,0.35187643,0.286270023,0.411281465,0.235286041,0.067162471,0.15719468,0.211608222,0.469165659,0.162031439,0.850434783,0.149565217," 76,027 "," 6,935,464 ", 1.10349 , 80 , 45 ," 5,433 "
67,0.130261866,0.157397709,0.238805237,0.473535188,0.339487079,0.366098755,0.255298604,0.039115563,0.13261944,0.121911038,0.49752883,0.247940692,0.76806874,0.23193126," 87,333 "," 13,716,492 ", 1.00578 , 122 , 50 ," 10,377 "
68,0.116980237,0.24311976,0.135320359,0.504579643,0.339482759,0.366099138,0.255301724,0.039116379,0.202520252,0.139513951,0.510351035,0.147614761,0.768081897,0.231918103," 86,593 "," 11,231,308 ", 1.00579 , 92 , 46 ," 8,111 "
69,0.158251121,0.087914798,0.145044843,0.608789238,0.158337257,0.448711912,0.356651196,0.036299635,0.169578623,0.193216855,0.525179856,0.112024666,0.776591928,0.223408072," 94,032 "," 13,631,160 ", 1.28180 , 125 , 44 ," 7,128 "
70,0.065566667,0.180333333,0.098366667,0.655733333,0.158333333,0.4487,0.356666667,0.0363,0.190130624,0.195936139,0.507982583,0.105950653,0.7766,0.2234," 98,935 "," 9,950,183 ", 1.28182 , 84 , 44 ," 4,823 "
71,0.312869933,0.168315562,0.34851172,0.170302784,0.257537232,0.306852418,0.223734536,0.211875815,0.239247312,0.200537634,0.42688172,0.133333333,0.587478632,0.412521368," 61,436 "," 4,478,519 ", 1.45351 , 118 , 46 ," 10,418 "
72,0.152486865,0.130017513,0.359544658,0.357950963,0.222661996,0.222661996,0.34469352,0.209982487,0.210629921,0.198326772,0.417814961,0.173228346,0.609089317,0.390910683," 81,646 "," 9,899,575 ", 1.60499 , 172 , 47 ," 11,976 "
73,0.378809524,0.271412698,0.200285714,0.149492063,0.388063492,0.322142857,0.184079365,0.105714286,0.254203093,0.337592468,0.260255548,0.14794889,0.87484127,0.12515873," 52,605 "," 3,079,147 ", 1.03916 , 95 , 44 ," 5,208 "
74,0.086292135,0.078426966,0.090187266,0.745093633,0.278603798,0.431481967,0.268379461,0.021534774,0.265714286,0.065714286,0.414285714,0.254285714,0.671310861,0.328689139," 105,175 "," 10,319,448 ", 1.03931 , 61 , 54 ," 5,545 "
75,0.19141649,0.287124736,0.303636364,0.21782241,0.301585624,0.297167019,0.319238901,0.082008457,0.141903172,0.245409015,0.443238731,0.169449082,0.794376321,0.205623679," 67,311 "," 4,573,139 ", 1.20627 , 107 , 45 ," 7,430 "
76,0.098508986,0.178300989,0.349126219,0.374063806,0.206551724,0.385227586,0.354689655,0.053531034,0.134677944,0.236824984,0.478854912,0.14964216,0.789144828,0.210855172," 84,189 "," 12,872,765 ", 1.27126 , 191 , 44 ," 10,152 "
77,0.096774194,0.096774194,0.333387097,0.473064516,0.285645161,0.406612903,0.208870968,0.098870968,0.071875,0.071875,0.421875,0.434375,0.774193548,0.225806452," 91,610 "," 1,431,049 ", 1.15063 , 11 , 56 ," 4,151 "
78,0.629103139,0.24,0.047264574,0.083632287,0.565560538,0.315560538,0.061479821,0.057399103,0.193224592,0.183186951,0.323713927,0.299874529,0.713004484,0.286995516," 34,472 "," 632,679 ", 0.62794 , 25 , 52 ," 6,393 "
79,0.384025974,0.184025974,0.055974026,0.375974026,0.341883117,0.358961039,0.136753247,0.162402597,0.263383298,0.192719486,0.460385439,0.083511777,0.62987013,0.37012987," 65,516 "," 2,730,421 ", 1.16840 , 30 , 44 ," 2,869 "
81,0.072853333,0.145715556,0.175715556,0.605715556,0.180195556,0.538017778,0.277288889,0.004497778,0.071166928,0.454212454,0.428048142,0.046572475,0.930435556,0.069564444," 97,422 "," 33,758,099 ", 1.10744 , 303 , 36 ," 12,650 "
82,0.088436214,0.176872428,0.299320988,0.43537037,0.158336591,0.448712936,0.356653429,0.036297043,0.156219865,0.154291225,0.56509161,0.1243973,0.776584362,0.223415638," 87,653 "," 9,958,347 ", 1.28180 , 136 , 44 ," 8,451 "
83,0.159402985,0.182891791,0.189589552,0.468115672,0.158336598,0.448704315,0.356653794,0.036305293,0.157756354,0.203330412,0.517090272,0.121822962,0.776585821,0.223414179," 84,303 "," 11,836,673 ", 1.28182 , 150 , 44 ," 8,192 "
84,0,0.097078313,0.239487952,0.663433735,0.064156627,0.548433735,0.309939759,0.07746988,0.071786311,0.332220367,0.560934891,0.035058431,0.909216867,0.090783133," 106,457 "," 11,048,851 ", 1.42396 , 82 , 37 ," 5,105 "
85,0.026628895,0.104107649,0.174334278,0.694929178,0.064166124,0.548429134,0.309923794,0.077480948,0.078171091,0.356932153,0.544247788,0.020648968,0.909206799,0.090793201," 105,897 "," 12,428,901 ", 1.42396 , 87 , 37 ," 5,738 "
86,0.24078998,0.203966622,0.286125186,0.269118213,0.181555184,0.287424749,0.448494983,0.082525084,0.21659919,0.285425101,0.448717949,0.04925776,0.763779264,0.236220736," 69,320 "," 7,021,974 ", 1.45675 , 196 , 40 ," 9,198 "
87,0.220723589,0.181678726,0.232735166,0.364862518,0.181560325,0.287419864,0.448488444,0.082531367,0.157921549,0.366276108,0.417218543,0.0585838,0.763777135,0.236222865," 75,713 "," 11,309,090 ", 1.45675 , 227 , 38 ," 11,417 "
88,0,0.21010395,0.329293139,0.460602911,0.099602919,0.458743061,0.388328725,0.053325295,0.144221585,0.221585482,0.489971347,0.144221585,0.832827443,0.167172557," 93,373 "," 10,534,445 ", 1.41137 , 142 , 44 ," 7,088 "
89,0.174117647,0.23802139,0.170926916,0.416934046,0.181554038,0.287420453,0.448492843,0.082532665,0.147581139,0.363747704,0.423759951,0.064911206,0.763778966,0.236221034," 79,114 "," 10,717,680 ", 1.45676 , 184 , 39 ," 9,575 "
90,0.207881356,0.392118644,0.132288136,0.267711864,0.155525424,0.354644068,0.300152542,0.189677966,0.161399549,0.382054176,0.380925508,0.075620767,0.665949153,0.334050847," 64,811 "," 6,614,958 ", 1.58089 , 148 , 39 ," 9,118 "
91,0.134992908,0.356255319,0.247503546,0.261248227,0.125163121,0.333333333,0.324255319,0.217248227,0.144313305,0.376072961,0.389484979,0.090128755,0.730241135,0.269758865," 70,513 "," 7,695,215 ", 1.69876 , 201 , 39 ," 9,673 "
92,0.200983109,0.21568155,0.31372738,0.269607961,0.125156627,0.333325301,0.32426506,0.217253012,0.203546646,0.306861989,0.412490362,0.077101002,0.730240964,0.269759036," 71,520 "," 5,041,140 ", 1.69879 , 118 , 41 ," 6,962 "
93,0.303028459,0.292338587,0.229943812,0.174689142,0.155520396,0.354652224,0.300148076,0.189679304,0.226682409,0.343565525,0.360094451,0.069657615,0.665963489,0.334036511," 57,932 "," 3,212,906 ", 1.58089 , 124 , 40 ," 7,836 "
94,0.130595262,0.398094088,0.070062412,0.401248238,0.238338143,0.297066917,0.21934358,0.245251359,0.079545455,0.383522727,0.446022727,0.090909091,0.77738255,0.22261745," 75,634 "," 2,828,903 ", 1.54508 , 43 , 39 ," 2,180 "
95,0.277522936,0.40529052,0.140978593,0.176207951,0.155530412,0.354637473,0.300143726,0.189688389,0.240204429,0.386712095,0.321124361,0.051959114,0.665963303,0.334036697," 55,705 "," 2,233,038 ", 1.58090 , 82 , 39 ," 5,204 "
96,0.273098384,0.229981401,0.40247349,0.094446726,0.167270531,0.229396135,0.528067633,0.0752657,0.179351922,0.338357197,0.39412208,0.088168802,0.697004831,0.302995169," 58,449 "," 4,370,908 ", 1.53391 , 166 , 40 ," 6,765 "
97,0.148612078,0.269517256,0.297224155,0.284646512,0.167272352,0.229387355,0.528080621,0.075259672,0.190697674,0.315503876,0.392248062,0.101550388,0.697010309,0.302989691," 73,716 "," 4,849,600 ", 1.53391 , 155 , 41 ," 6,400 "
98,0.122624521,0.501048707,0.234677231,0.141649541,0.289300847,0.302224576,0.255572034,0.152902542,0.233,0.211,0.4235,0.1325,0.592224576,0.407775424," 60,867 "," 3,743,060 ", 1.31795 , 98 , 45 ," 11,047 "
99,0.163463855,0.320512048,0.169879518,0.346144578,0.165727883,0.386065845,0.407723124,0.040483147,0.159165752,0.361141603,0.427003293,0.052689352,0.737018072,0.262981928," 73,733 "," 5,012,280 ", 1.33511 , 103 , 38 ," 5,485 "
100,0.278513666,0.453581056,0.143242225,0.124663053,0.289304348,0.302231884,0.255565217,0.152898551,0.224774405,0.173913043,0.444626743,0.156685808,0.592231884,0.407768116," 51,631 "," 2,053,960 ", 1.31793 , 72 , 47 ," 7,513 "
101,0.152876304,0.138494784,0.244605067,0.464023845,0.234899629,0.402602048,0.315613776,0.046884547,0.175618588,0.121907061,0.468316234,0.234158117,0.725409836,0.274590164," 86,097 "," 14,770,398 ", 1.18855 , 161 , 50 ," 13,073 "
102,0.064896379,0.215328312,0.132729052,0.587046257,0.234893617,0.402595745,0.315617021,0.046893617,0.225490196,0.104575163,0.524509804,0.145424837,0.725404255,0.274595745," 94,662 "," 6,802,634 ", 1.18858 , 57 , 47 ," 4,679 "
103,0.045442847,0.078789661,0.051509247,0.824258245,0.234889706,0.402610294,0.315625,0.046875,0.245136187,0.081712062,0.457846952,0.215304799,0.725404412,0.274595588," 111,380 "," 11,812,228 ", 1.18855 , 65 , 51 ," 5,822 "
104,0.156770428,0.108093385,0.135136187,0.6,0.234902724,0.402607004,0.315603113,0.04688716,0.212827988,0.116618076,0.437317784,0.233236152,0.72540856,0.27459144," 93,027 "," 7,718,109 ", 1.18854 , 62 , 51 ," 5,140 "
105,0.039405941,0.189653465,0.357153465,0.413787129,0.284529703,0.263613861,0.412648515,0.039207921,0.212749004,0.154581673,0.455776892,0.17689243,0.693811881,0.306188119," 89,421 "," 7,993,264 ", 1.21830 , 127 , 48 ," 8,331 "
106,0.044432624,0.076205674,0.288900709,0.590460993,0.284539007,0.263617021,0.412624113,0.039219858,0.174202128,0.130319149,0.46143617,0.234042553,0.693829787,0.306170213," 101,015 "," 8,273,357 ", 1.21829 , 89 , 50 ," 5,842 "
107,0.042808657,0,0.155651254,0.80154009,0.284525547,0.263613139,0.412627737,0.039233577,0.202649007,0.119205298,0.476821192,0.201324503,0.693832117,0.306167883," 113,287 "," 11,450,811 ", 1.21834 , 86 , 49 ," 5,612 "
108,0,0.061720117,0.169766764,0.76851312,0.284527246,0.263622846,0.412635937,0.039213971,0.240780911,0.092190889,0.5,0.1670282,0.693819242,0.306180758," 112,423 "," 13,569,931 ", 1.21830 , 108 , 49 ," 6,871 "
109,0.08668,0.04228,0.12474,0.7463,0.284534309,0.263614728,0.412631747,0.039219216,0.201741655,0.147314949,0.452104499,0.198838897,0.69382,0.30618," 106,470 "," 19,322,128 ", 1.21830 , 157 , 49 ," 9,556 "
110,0.059201878,0.088826291,0.200657277,0.651314554,0.284553991,0.263615023,0.412629108,0.039201878,0.230636833,0.127366609,0.442340792,0.199655766,0.693802817,0.306197183," 102,352 "," 6,970,467 ", 1.21824 , 67 , 50 ," 3,993 "
111,0.185191939,0.168353545,0.138050515,0.508404,0.284528875,0.263617021,0.412644377,0.039209726,0.229211087,0.142857143,0.429637527,0.198294243,0.693829787,0.306170213," 84,948 "," 8,095,407 ", 1.21830 , 104 , 49 ," 6,206 "
112,0.06970684,0.148469055,0.178794788,0.603029316,0.241490505,0.460506172,0.186541155,0.111462167,0.232186732,0.082309582,0.50982801,0.175675676,0.708110749,0.291889251," 97,409 "," 9,158,870 ", 1.20141 , 54 , 49 ," 6,306 "
