TAZ,shrq1_2010,shrq2_2010,shrq3_2010,shrq4_2010,shrw0_2010,shrw1_2010,shrw2_2010,shrw3_2010,shra1_2010,shra2_2010,shra3_2010,shra4_2010,shrn_2010,shry_2010,qmn,qsd,wmn,wsd,amn,asd
100206,0.081458896,0.431066782,0.246870195,0.240604127,0.172338501,0.363126615,0.346808786,0.117726098,0.278850279,0.26984127,0.389103389,0.062205062,0.6375323,0.3624677," 70,445 "," 8,041,274 ", 1.44524 , 190 , 42 ," 11,539 "
100207,0.226555556,0.171888889,0.160148148,0.441407407,0.172333333,0.363111111,0.346814815,0.117740741,0.217834395,0.161783439,0.440764331,0.179617834,0.637518519,0.362481481," 79,121 "," 5,590,480 ", 1.44529 , 66 , 48 ," 5,041 "
100211,0,0.278779841,0.020450928,0.700769231,0.180901857,0.49933687,0.303076923,0.01668435,0.222222222,0.20045819,0.512027491,0.065292096,0.609018568,0.390981432," 101,777 "," 13,649,647 ", 1.16055 , 100 , 42 ," 6,294 "
100212,0.074456522,0.098134058,0.101521739,0.725887681,0.214891304,0.373351449,0.400960145,0.010797101,0.288586635,0.092253105,0.448846836,0.170313424,0.569583333,0.430416667," 104,391 "," 20,645,423 ", 1.21090 , 178 , 50 ," 11,273 "
100213,0.096318189,0.111197116,0.281128078,0.511356617,0.168528784,0.41685366,0.322147599,0.092469957,0.264263412,0.158671587,0.439682089,0.137382912,0.587959343,0.412040657," 92,858 "," 31,737,100 ", 1.36630 , 297 , 47 ," 20,917 "
100214,0.057356761,0.110190985,0.301886937,0.530565317,0.207960275,0.372375859,0.394140565,0.0255233,0.239346984,0.166297731,0.436358605,0.15799668,0.637127578,0.362872422," 96,291 "," 33,939,841 ", 1.24488 , 403 , 47 ," 21,894 "
100215,0.237800325,0.073176088,0.14176952,0.547254067,0.172357247,0.50181552,0.253821376,0.072005857,0.265608466,0.153439153,0.432804233,0.148148148,0.637452416,0.362547584," 86,608 "," 18,568,690 ", 1.24708 , 144 , 48 ," 11,204 "
100216,0.149907718,0.252818792,0.298062081,0.299211409,0.142708534,0.347673258,0.400810396,0.108807812,0.25053143,0.299119344,0.375341634,0.075007592,0.705528523,0.294471477," 74,872 "," 15,774,189 ", 1.50836 , 339 , 41 ," 15,408 "
100217,0.144087991,0.221673031,0.213057096,0.421181882,0.142715921,0.347669095,0.400811655,0.10880333,0.194851309,0.277851753,0.383488682,0.143808256,0.705525494,0.294474506," 81,829 "," 18,563,211 ", 1.50834 , 273 , 44 ," 11,154 "
100218,0.33648,0.14588,0.41176,0.10588,0.16302,0.29928,0.38868,0.14902,0.270186335,0.233695652,0.404503106,0.091614907,0.60812,0.39188," 57,788 "," 5,556,404 ", 1.56841 , 142 , 44 ," 6,505 "
100219,0.191992819,0.11,0.144003591,0.554003591,0.163016158,0.299263914,0.388689408,0.149030521,0.271080575,0.174890693,0.452217364,0.101811368,0.608114901,0.391885099," 88,601 "," 15,250,565 ", 1.56844 , 158 , 45 ," 9,585 "
100220,0.028492308,0.091169231,0.219384615,0.660953846,0.163020401,0.299270747,0.388688883,0.14901997,0.25135428,0.16468039,0.456121343,0.127843987,0.608123077,0.391876923," 104,700 "," 10,791,833 ", 1.56841 , 92 , 46 ," 5,679 "
100221,0.079836066,0.274945355,0.164071038,0.481147541,0.163009918,0.299270472,0.388699145,0.149020465,0.265486726,0.176007866,0.447394297,0.111111111,0.608114754,0.391885246," 86,839 "," 8,303,380 ", 1.56844 , 104 , 45 ," 6,008 "
100222,0.14025,0.297925,0.290458333,0.271366667,0.179090174,0.534703877,0.24078966,0.045416288,0.178612059,0.270003792,0.435722412,0.115661737,0.770833333,0.229166667," 72,668 "," 14,129,636 ", 1.16616 , 269 , 43 ," 14,945 "
100223,0.169812419,0.087516171,0.099178525,0.643492885,0.210284605,0.322774903,0.398531695,0.068408797,0.241947566,0.136329588,0.517852684,0.103870162,0.684139715,0.315860285," 94,856 "," 50,721,815 ", 1.34559 , 449 , 45 ," 29,215 "
100224,0.135875564,0.178023081,0.366417461,0.319683894,0.161670848,0.354791771,0.245208229,0.238329152,0.219586287,0.219875597,0.433675683,0.126862433,0.619668841,0.380331159," 79,323 "," 30,736,972 ", 1.63169 , 563 , 45 ," 39,148 "
100225,0.027166882,0.225097025,0.173350582,0.574385511,0.240970246,0.415912031,0.324489004,0.018628719,0.147552448,0.174825175,0.559440559,0.118181818,0.73919793,0.26080207," 96,203 "," 21,645,082 ", 1.12636 , 205 , 44 ," 11,434 "
100226,0.044156537,0.110402453,0.290228672,0.555212338,0.232955556,0.309666667,0.344888889,0.112488889,0.192136969,0.224476855,0.424223209,0.159162968,0.679155556,0.320844444," 98,250 "," 12,256,558 ", 1.37066 , 110 , 45 ," 9,111 "
100227,0.113778502,0.286221498,0.310358306,0.289641694,0.232956581,0.30966418,0.34487476,0.112504479,0.179577465,0.16314554,0.435446009,0.221830986,0.679153094,0.320846906," 75,621 "," 3,962,770 ", 1.37068 , 75 , 49 ," 6,035 "
100228,0.12009915,0.220892351,0.203597734,0.455410765,0.23296034,0.309660057,0.344886686,0.112492918,0.189332052,0.182123979,0.447381067,0.181162902,0.679164306,0.320835694," 84,956 "," 14,991,414 ", 1.37066 , 173 , 47 ," 13,525 "
100230,0.070173267,0.167648515,0.241707921,0.520470297,0.232951311,0.30966113,0.344884774,0.112502785,0.213101161,0.213930348,0.440298507,0.132669983,0.679158416,0.320841584," 92,992 "," 10,105,425 ", 1.37069 , 99 , 45 ," 7,019 "
100231,0.286893596,0.213931921,0.386400628,0.112773855,0.183526739,0.515989649,0.257555709,0.042927903,0.147305389,0.302994012,0.418562874,0.131137725,0.704086651,0.295913349," 58,939 "," 8,508,173 ", 1.17276 , 195 , 42 ," 9,155 "
100232,0.242281818,0.157154545,0.270345455,0.330218182,0.183527273,0.515990909,0.257554545,0.042927273,0.266221374,0.260496183,0.385814249,0.087468193,0.704081818,0.295918182," 73,611 "," 16,316,933 ", 1.17276 , 251 , 43 ," 14,878 "
100233,0.354659664,0.228525606,0.131621566,0.285193163,0.345691824,0.375,0.176556604,0.102751572,0.194425561,0.163834126,0.39225017,0.249490143,0.727106918,0.272893082," 61,782 "," 7,535,372 ", 1.06719 , 98 , 50 ," 10,591 "
100234,0.385005875,0.166321974,0.159142186,0.289529965,0.345699177,0.374994125,0.176556992,0.102749706,0.191205534,0.154150198,0.398221344,0.256422925,0.727097532,0.272902468," 62,182 "," 10,375,632 ", 1.06718 , 132 , 51 ," 15,103 "
100235,0.080224014,0.126827957,0.233387097,0.559560932,0.24811828,0.225564516,0.287768817,0.238548387,0.211031833,0.197310648,0.430296378,0.161361142,0.657697133,0.342302867," 95,527 "," 30,530,339 ", 1.58831 , 340 , 46 ," 21,627 "
100236,0.405690141,0.119661972,0.186619718,0.288028169,0.240964534,0.415927209,0.324488014,0.018620243,0.246031746,0.150793651,0.471655329,0.131519274,0.739211268,0.260788732," 62,403 "," 4,389,788 ", 1.12635 , 94 , 46 ," 5,719 "
100237,0.107334559,0.046507353,0.159209559,0.686948529,0.253377695,0.34008566,0.355857429,0.050679215,0.325477707,0.091082803,0.412101911,0.17133758,0.652022059,0.347977941," 102,308 "," 19,090,190 ", 1.21904 , 144 , 51 ," 9,616 "
100238,0.047757009,0.0805919,0.301495327,0.570155763,0.253364486,0.340093458,0.355856698,0.050685358,0.256666667,0.077777778,0.451111111,0.214444444,0.652024922,0.347975078," 99,732 "," 9,062,406 ", 1.21907 , 85 , 52 ," 6,716 "
100239,0.039881657,0.300621302,0.095088757,0.564408284,0.256568047,0.384822485,0.307307692,0.051301775,0.293942403,0.069513406,0.418073486,0.218470705,0.615502959,0.384497041," 92,284 "," 9,393,696 ", 1.16873 , 78 , 53 ," 7,203 "
100240,0.165876543,0.111382716,0.125580247,0.597160494,0.25654321,0.384839506,0.307308642,0.051308642,0.283305228,0.062394604,0.440134907,0.214165261,0.615506173,0.384493827," 92,192 "," 12,115,009 ", 1.16878 , 93 , 53 ," 8,758 "
100241,0.041008584,0.018218884,0.059227468,0.881545064,0.203776824,0.425793991,0.31860515,0.051824034,0.314909091,0.045090909,0.453818182,0.186181818,0.60111588,0.39888412," 116,366 "," 21,833,416 ", 1.23402 , 113 , 53 ," 9,891 "
100242,0,0,0.041220779,0.958779221,0.203771527,0.425803268,0.318605678,0.051819528,0.298007246,0.057065217,0.432065217,0.212862319,0.601116883,0.398883117," 123,145 "," 19,803,280 ", 1.23402 , 93 , 53 ," 8,040 "
100243,0.159675812,0.149708329,0.133727675,0.556888184,0.241781046,0.434542484,0.28746732,0.03620915,0.312720848,0.098939929,0.456419317,0.131919906,0.640441176,0.359558824," 89,441 "," 16,791,667 ", 1.12897 , 142 , 49 ," 10,853 "
100244,0.011908397,0.130954198,0.087290076,0.769847328,0.212701805,0.519827488,0.193656731,0.073813977,0.25884017,0.076379066,0.466760962,0.198019802,0.68889313,0.31110687," 109,286 "," 10,445,616 ", 1.15073 , 50 , 51 ," 5,237 "
100245,0.066839506,0.102839506,0.05654321,0.773777778,0.212691358,0.519851852,0.193654321,0.073802469,0.271441202,0.07515473,0.448275862,0.205128205,0.688888889,0.311111111," 106,876 "," 16,379,295 ", 1.15071 , 78 , 52 ," 8,220 "
100246,0.275690073,0.412953995,0.240532688,0.070823245,0.227988475,0.423822245,0.301426139,0.046763142,0.215108401,0.349254743,0.346544715,0.089092141,0.718773204,0.281226796," 50,814 "," 7,971,306 ", 1.18099 , 289 , 41 ," 12,775 "
100247,0.368732026,0.309071895,0.101437908,0.22075817,0.167553365,0.393837989,0.325943452,0.112665194,0.270418959,0.286923402,0.369022429,0.073635209,0.628457516,0.371542484," 55,149 "," 6,524,987 ", 1.41752 , 178 , 42 ," 10,719 "
100248,0.105820896,0.175920398,0.078047264,0.640211443,0.297686567,0.430087065,0.25,0.022226368,0.22558538,0.222158766,0.437464306,0.114791548,0.763631841,0.236368159," 95,774 "," 26,099,806 ", 1.00343 , 175 , 44 ," 9,948 "
100249,0.024640719,0.093433134,0.144760479,0.737165669,0.145818363,0.4099501,0.386287425,0.057944112,0.235429448,0.114263804,0.52607362,0.124233129,0.673413174,0.326586826," 108,301 "," 37,859,507 ", 1.37374 , 288 , 47 ," 19,665 "
100250,0.082302004,0.222230737,0.115215142,0.580252117,0.264214559,0.360804598,0.322298851,0.052681992,0.204081633,0.080062794,0.538461538,0.177394035,0.701954023,0.298045977," 92,984 "," 7,480,244 ", 1.17925 , 62 , 49 ," 5,251 "
100251,0.165829545,0.229522727,0.237613636,0.367034091,0.264218912,0.360822282,0.322299117,0.052659689,0.221619177,0.189054726,0.413839891,0.175486205,0.701965909,0.298034091," 77,704 "," 14,390,271 ", 1.17920 , 210 , 47 ," 13,008 "
100252,0.087757353,0.023180147,0.082775735,0.806286765,0.3328125,0.378988971,0.24125,0.046948529,0.295409182,0.057218896,0.445775116,0.201596806,0.691654412,0.308345588," 109,767 "," 23,067,525 ", 1.01642 , 103 , 53 ," 10,913 "
100254,0.14,0.061666667,0.315,0.483333333,0.175,0.411849817,0.35525641,0.057893773,0.198308993,0.17140661,0.49961568,0.130668716,0.750311355,0.249688645," 90,492 "," 12,949,926 ", 1.31341 , 144 , 45 ," 9,025 "
100255,0.045733855,0.182896282,0.079530333,0.69183953,0.17499364,0.41184759,0.35527114,0.05788763,0.177739431,0.114754098,0.615185505,0.092320966,0.750313112,0.249686888," 101,759 "," 18,064,340 ", 1.31342 , 135 , 44 ," 10,646 "
100257,0.07691974,0.259349241,0.26154013,0.402190889,0.242039046,0.325770065,0.246355748,0.185835141,0.19189907,0.254316069,0.413678619,0.140106242,0.669262473,0.330737527," 84,022 "," 8,430,983 ", 1.43174 , 106 , 44 ," 8,133 "
100258,0.218069544,0.150971223,0.268381295,0.362577938,0.242026379,0.325767386,0.246354916,0.185851319,0.185514178,0.211137684,0.419542193,0.183805945,0.669268585,0.330731415," 76,857 "," 13,799,952 ", 1.43179 , 192 , 47 ," 17,752 "
100259,0.102345483,0.085562599,0.25503962,0.557052298,0.242028526,0.325768621,0.246354992,0.185847861,0.213033708,0.204044944,0.427865169,0.15505618,0.669255151,0.330744849," 95,420 "," 17,297,251 ", 1.43178 , 145 , 46 ," 12,931 "
100260,0.088791786,0.343103136,0.31810292,0.250002159,0.171355786,0.451830743,0.300941278,0.075872193,0.17250996,0.257370518,0.464940239,0.105179283,0.765112263,0.234887737," 73,470 "," 13,138,051 ", 1.30409 , 261 , 42 ," 15,512 "
100261,0.090913749,0.17912041,0.327685739,0.402280102,0.206001657,0.322661634,0.326000632,0.145336077,0.224731479,0.242082071,0.406224181,0.126962269,0.653561059,0.346438941," 85,924 "," 22,194,220 ", 1.45427 , 281 , 44 ," 18,769 "
100262,0.107368421,0.193256579,0.254605263,0.444769737,0.205993618,0.322675088,0.325997566,0.145333728,0.214365881,0.152637486,0.480359147,0.152637486,0.653552632,0.346447368," 86,272 "," 6,309,984 ", 1.45427 , 73 , 47 ," 6,043 "
100263,0.094396446,0.155199479,0.120001395,0.630402679,0.186604651,0.276151163,0.411965116,0.12527907,0.205044752,0.258340114,0.414971522,0.121643613,0.622709302,0.377290698," 96,800 "," 27,228,762 ", 1.51350 , 256 , 43 ," 13,036 "
100264,0.093497364,0.103655536,0.400404218,0.402442882,0.186604805,0.276146289,0.411961125,0.125287781,0.24519774,0.194915254,0.425988701,0.133898305,0.622706503,0.377293497," 88,405 "," 11,474,131 ", 1.51352 , 169 , 46 ," 9,907 "
100265,0.111168627,0.317788235,0.359545098,0.211498039,0.192069082,0.530270351,0.262350884,0.015309684,0.138269402,0.251561106,0.503122212,0.107047279,0.836078431,0.163921569," 71,169 "," 13,781,003 ", 1.10549 , 321 , 42 ," 15,441 "
100266,0.132300347,0.204383681,0.287404514,0.375911458,0.289609375,0.325286458,0.298532986,0.086571181,0.227852349,0.192281879,0.413758389,0.166107383,0.680269097,0.319730903," 81,163 "," 19,771,787 ", 1.20804 , 244 , 47 ," 17,102 "
100267,0.150232432,0.152109961,0.326760309,0.370897298,0.28815261,0.486606426,0.215532129,0.009708835,0.125874126,0.204545455,0.431235431,0.238344988,0.840150602,0.159849398," 81,601 "," 17,394,405 ", 0.94971 , 222 , 48 ," 12,506 "
100268,0.211484185,0.087615572,0.202408759,0.498491484,0.242141119,0.461484185,0.285279805,0.011094891,0.121082621,0.166666667,0.47008547,0.242165242,0.825352798,0.174647202," 85,619 "," 9,936,237 ", 1.06866 , 104 , 48 ," 5,573 "
100270,0.067690635,0.261131284,0.203091322,0.468086759,0.074697579,0.41513757,0.381099396,0.129065455,0.209122807,0.215438596,0.493333333,0.082105263,0.60961165,0.39038835," 87,524 "," 11,257,797 ", 1.60325 , 139 , 42 ," 9,629 "
100271,0.03939759,0.148493976,0.290903614,0.521204819,0.18246988,0.268373494,0.353072289,0.196084337,0.180623974,0.242200328,0.418719212,0.158456486,0.646536145,0.353463855," 95,696 "," 8,369,046 ", 1.62160 , 96 , 45 ," 6,907 "
100272,0.306448106,0.154832819,0.270968303,0.267750772,0.182478261,0.268347826,0.353086957,0.196086957,0.184210526,0.194235589,0.426065163,0.195488722,0.646521739,0.353478261," 66,711 "," 2,689,946 ", 1.62161 , 66 , 47 ," 5,095 "
100273,0.077496112,0.221399689,0.280435459,0.42066874,0.182457232,0.26836703,0.353079316,0.196096423,0.209398186,0.216817807,0.413849959,0.159934048,0.646531882,0.353468118," 86,144 "," 12,508,695 ", 1.62164 , 185 , 46 ," 13,645 "
100274,0.103966942,0.119090909,0.240082645,0.536859504,0.182458678,0.268367769,0.353078512,0.196095041,0.218088151,0.219232971,0.423010876,0.139668002,0.646528926,0.353471074," 93,233 "," 12,645,218 ", 1.62164 , 139 , 45 ," 9,719 "
100275,0.061446334,0.071225239,0.159220637,0.708107789,0.344646018,0.351179941,0.29699115,0.007182891,0.18468771,0.110812626,0.400268637,0.304231028,0.743348083,0.256651917," 105,378 "," 24,520,089 ", 0.96887 , 167 , 53 ," 13,235 "
100276,0.035397949,0.206482745,0.106193847,0.651925458,0.256277578,0.321704073,0.376210279,0.04580807,0.255240444,0.069050555,0.435265105,0.240443896,0.716063492,0.283936508," 99,809 "," 10,338,524 ", 1.22529 , 89 , 53 ," 6,346 "
100277,0.073977686,0.057278489,0.326971734,0.541772091,0.118963855,0.46053012,0.389879518,0.030626506,0.294667914,0.140318054,0.471468662,0.09354537,0.566168675,0.433831325," 97,566 "," 11,171,062 ", 1.34136 , 128 , 46 ," 6,870 "
100278,0.07693075,0,0.200468816,0.722600434,0.118952618,0.460548628,0.389875312,0.030623441,0.330259849,0.103939648,0.461022632,0.104777871,0.566184539,0.433815461," 107,517 "," 14,906,570 ", 1.34136 , 124 , 48 ," 7,575 "
100279,0.227176015,0.249497099,0.212978723,0.310348162,0.134410058,0.325125725,0.325125725,0.215338491,0.33745583,0.250441696,0.340547703,0.07155477,0.424854932,0.575145068," 70,467 "," 6,797,681 ", 1.68599 , 147 , 43 ," 8,922 "
100280,0.255972763,0.394785992,0.132315175,0.21692607,0.134416342,0.325116732,0.325116732,0.215350195,0.346278317,0.25520111,0.319463708,0.079056865,0.424863813,0.575136187," 59,306 "," 4,439,213 ", 1.68601 , 146 , 44 ," 7,609 "
100281,0.053982103,0.023131991,0.087404922,0.835480984,0.278008949,0.450894855,0.236510067,0.03458613,0.305149885,0.071483474,0.43735588,0.186010761,0.609910515,0.390089485," 113,278 "," 19,674,781 ", 1.03805 , 92 , 52 ," 8,866 "
100282,0.132548544,0.225582524,0.4,0.241868932,0.213956311,0.445364078,0.316796117,0.023883495,0.233766234,0.185064935,0.452380952,0.128787879,0.805849515,0.194150485," 74,373 "," 5,301,184 ", 1.15777 , 107 , 45 ," 5,590 "
100283,0.046956522,0.299130435,0.179130435,0.474782609,0.213958021,0.445367316,0.316806597,0.023868066,0.121633362,0.428323197,0.359687228,0.090356212,0.805832084,0.194167916," 87,843 "," 14,840,180 ", 1.15775 , 174 , 39 ," 5,808 "
100284,0.239755556,0.215155556,0.227466667,0.317622222,0.21396031,0.445365453,0.31680704,0.023867197,0.128779395,0.147816349,0.32474804,0.398656215,0.805844444,0.194155556," 71,178 "," 6,151,746 ", 1.15774 , 117 , 55 ," 10,014 "
100285,0.153427835,0.117809278,0.164381443,0.564381443,0.322955594,0.275508363,0.356485658,0.045050385,0.213836478,0.104821803,0.398322851,0.283018868,0.686572165,0.313427835," 91,301 "," 10,800,319 ", 1.13715 , 103 , 53 ," 7,938 "
100286,0.171803607,0.163687375,0.225290581,0.439218437,0.322945892,0.275511022,0.356492986,0.0450501,0.213166144,0.109717868,0.438087774,0.239028213,0.686573146,0.313426854," 82,869 "," 10,236,192 ", 1.13716 , 133 , 51 ," 9,765 "
100287,0.16793345,0.276725044,0.158388792,0.396952715,0.322954064,0.275511812,0.35649113,0.045042994,0.242244224,0.170957096,0.469306931,0.117491749,0.686567426,0.313432574," 77,262 "," 10,260,843 ", 1.13714 , 152 , 45 ," 9,600 "
100288,0.286423462,0.199499285,0.374778255,0.139298999,0.186220512,0.392369208,0.331998112,0.089412169,0.326460481,0.261168385,0.345551737,0.066819397,0.526309013,0.473690987," 60,668 "," 6,822,102 ", 1.35143 , 166 , 43 ," 10,705 "
100289,0.341082503,0.503879996,0.069774993,0.085262509,0.18622772,0.392357391,0.332002208,0.089412681,0.363175676,0.280405405,0.320945946,0.035472973,0.526331169,0.473668831," 44,031 "," 2,179,922 ", 1.35142 , 73 , 41 ," 4,827 "
100290,0.497833982,0.20923476,0.144306096,0.148625162,0.331725032,0.399351492,0.173916991,0.095006485,0.144503911,0.368052697,0.399341293,0.0881021,0.798962387,0.201037613," 47,006 "," 3,235,792 ", 1.06071 , 120 , 40 ," 12,929 "
100291,0.153526361,0.244563526,0.173595506,0.428314607,0.193628404,0.384681204,0.316695621,0.104994771,0.261075015,0.199940933,0.442705257,0.096278795,0.630077787,0.369922213," 80,735 "," 22,821,097 ", 1.36456 , 261 , 44 ," 19,557 "
100292,0.078935447,0.304065685,0.25810872,0.358890147,0.074699887,0.415141563,0.381098528,0.129060023,0.252350508,0.249717939,0.412937194,0.084994359,0.609614949,0.390385051," 80,377 "," 14,047,845 ", 1.60324 , 239 , 43 ," 13,918 "
100293,0.060642514,0.185425723,0.299470845,0.454460919,0.185062731,0.288302583,0.321254613,0.205380074,0.189251736,0.222936488,0.435330419,0.152481358,0.693453875,0.306546125," 90,019 "," 29,106,030 ", 1.60857 , 376 , 45 ," 22,906 "
100294,0.06980916,0.078034351,0.09240458,0.759751908,0.185057252,0.288301527,0.321259542,0.205381679,0.199895343,0.213500785,0.421245421,0.165358451,0.693454198,0.306545802," 106,920 "," 20,678,440 ", 1.60858 , 146 , 46 ," 11,116 "
100296,0.22538583,0.176132023,0.265148814,0.333333333,0.190916808,0.391018676,0.355789474,0.062275042,0.242424242,0.188620903,0.467532468,0.101422387,0.70721562,0.29278438," 74,185 "," 8,758,153 ", 1.30811 , 154 , 44 ," 10,109 "
100297,0.324919094,0.30302589,0.132993528,0.239061489,0.143640777,0.472491909,0.286067961,0.097799353,0.146209386,0.216606498,0.402527076,0.23465704,0.679627832,0.320372168," 59,032 "," 5,736,712 ", 1.36737 , 134 , 48 ," 11,377 "
100298,0.155237903,0.364614502,0.231050681,0.249096913,0.143643411,0.472496124,0.286062016,0.09779845,0.230110159,0.222154223,0.446144431,0.101591187,0.679627907,0.320372093," 68,357 "," 6,590,713 ", 1.36736 , 140 , 44 ," 9,516 "
100299,0.301891892,0.208722359,0.227592138,0.261793612,0.37034398,0.256142506,0.291044226,0.082469287,0.199207136,0.125371655,0.388999009,0.2864222,0.714398034,0.285601966," 64,852 "," 8,725,826 ", 1.11038 , 168 , 53 ," 16,660 "
100300,0.16581427,0.193877183,0.127546661,0.512761886,0.177075812,0.439386282,0.351949458,0.031588448,0.161764706,0.146470588,0.451764706,0.24,0.692093863,0.307906137," 85,511 "," 20,635,508 ", 1.24753 , 231 , 49 ," 13,117 "
100301,0.137482554,0.295225533,0.287986381,0.279305532,0.172361963,0.501825153,0.253819018,0.071993865,0.227001985,0.286565189,0.397749835,0.088682991,0.637453988,0.362546012," 73,299 "," 7,900,269 ", 1.24704 , 137 , 42 ," 7,552 "
100303,0.096847441,0.264876891,0.297549284,0.340726384,0.182509375,0.40742652,0.346922627,0.063141478,0.195414847,0.297489083,0.365174672,0.141921397,0.740493119,0.259506881," 79,767 "," 13,325,320 ", 1.30964 , 223 , 44 ," 8,558 "
100304,0.163136397,0.208329686,0.317797228,0.310736689,0.182509117,0.407432531,0.346921955,0.063136397,0.197866863,0.267377712,0.420007356,0.114748069,0.740495988,0.259504012," 76,088 "," 19,408,434 ", 1.30963 , 351 , 43 ," 14,620 "
100305,0.168424658,0.087705479,0.175445205,0.568424658,0.1825,0.407431507,0.346917808,0.063150685,0.242837653,0.060027285,0.452933151,0.24420191,0.740479452,0.259520548," 91,562 "," 8,222,285 ", 1.30966 , 75 , 53 ," 5,981 "
100306,0.072140403,0.098364001,0.108193599,0.721301997,0.241776931,0.43453859,0.287458757,0.036225722,0.237903226,0.079301075,0.436827957,0.245967742,0.640442177,0.359557823," 104,327 "," 10,906,133 ", 1.12900 , 68 , 53 ," 5,890 "
100307,0.055272109,0.013820862,0.089195011,0.841712018,0.256553288,0.384829932,0.307301587,0.051315193,0.26635514,0.072819315,0.44665109,0.214174455,0.615510204,0.384489796," 113,801 "," 39,158,048 ", 1.16877 , 204 , 52 ," 19,056 "
100308,0.035375494,0.130355731,0.063320158,0.770948617,0.203774704,0.425790514,0.318616601,0.051818182,0.251832112,0.087941372,0.443037975,0.217188541,0.601126482,0.398873518," 107,831 "," 20,303,755 ", 1.23402 , 123 , 52 ," 11,047 "
100309,0.083927195,0.033575551,0.136685437,0.745811818,0.203761682,0.425794393,0.318621495,0.05182243,0.268368136,0.095901005,0.483372003,0.152358855,0.601121495,0.398878505," 106,931 "," 16,515,158 ", 1.23405 , 104 , 49 ," 9,077 "
100310,0.054015385,0.211123077,0.114569231,0.620292308,0.25627298,0.321702743,0.376224981,0.045799295,0.206896552,0.117761874,0.461938842,0.213402733,0.716061538,0.283938462," 97,013 "," 20,123,683 ", 1.22529 , 183 , 50 ," 11,415 "
100311,0.063482851,0.108330261,0.197632923,0.630553965,0.225333333,0.32867451,0.396266667,0.04972549,0.228509586,0.123685838,0.464131107,0.183673469,0.671372549,0.328627451," 100,457 "," 40,137,990 ", 1.28530 , 377 , 49 ," 22,510 "
100312,0.036464891,0.172941889,0.187058111,0.603535109,0.34464891,0.351174334,0.296997579,0.007179177,0.234580917,0.152872957,0.416447022,0.196099104,0.743353511,0.256646489," 98,736 "," 24,569,473 ", 0.96886 , 203 , 49 ," 12,064 "
100313,0.078169014,0.061893584,0.017918623,0.842018779,0.238087041,0.336082377,0.369962911,0.05586767,0.332797428,0.054662379,0.45659164,0.155948553,0.547636933,0.452363067," 110,644 "," 28,628,240 ", 1.26037 , 174 , 52 ," 12,695 "
100314,0.107369439,0.161856867,0.275647969,0.455125725,0.241779497,0.434545455,0.287466151,0.036208897,0.203892493,0.106580167,0.409638554,0.279888786,0.640444874,0.359555126," 87,837 "," 11,117,489 ", 1.12897 , 120 , 53 ," 8,994 "
100315,0.243589369,0.271366334,0.322651384,0.162392912,0.107014415,0.360808164,0.331159908,0.201017514,0.328,0.283692308,0.325538462,0.062769231,0.455146199,0.544853801," 61,977 "," 2,864,101 ", 1.68649 , 93 , 42 ," 6,204 "
100317,0.2,0.542232143,0.155535714,0.102232143,0.107008929,0.360803571,0.331160714,0.201026786,0.374162679,0.284210526,0.294736842,0.046889952,0.455133929,0.544866071," 52,622 "," 1,699,423 ", 1.68651 , 61 , 42 ," 3,621 "
100318,0.080487805,0.356097561,0.36097561,0.202439024,0.10702178,0.360796078,0.331162655,0.201019487,0.285415213,0.2414515,0.397766923,0.075366364,0.455146341,0.544853659," 71,415 "," 4,384,819 ", 1.68649 , 112 , 43 ," 7,141 "
100319,0.284956394,0.4654873,0.178756131,0.070800176,0.120303048,0.470697124,0.162859487,0.246140341,0.35892283,0.310691318,0.290192926,0.040192926,0.458148855,0.541851145," 48,372 "," 3,261,024 ", 1.60868 , 153 , 41 ," 9,012 "
100320,0.491285141,0.144598394,0.151566265,0.212550201,0.120298789,0.47069336,0.162868215,0.246139636,0.335449219,0.287597656,0.333496094,0.043457031,0.45813253,0.54186747," 52,570 "," 4,004,648 ", 1.60869 , 145 , 41 ," 8,599 "
100322,0.084009509,0.26844691,0.301236133,0.346307448,0.288157082,0.486600846,0.215527488,0.009714585,0.139184397,0.239361702,0.409574468,0.211879433,0.840158479,0.159841521," 80,728 "," 9,841,003 ", 0.94971 , 140 , 46 ," 7,233 "
100323,0,0.175629139,0.209635762,0.614735099,0.288155237,0.486605517,0.215536938,0.009702308,0.255659121,0.105193076,0.450066578,0.189081225,0.840165563,0.159834437," 101,516 "," 9,150,179 ", 0.94970 , 67 , 50 ," 5,180 "
100324,0.328631102,0.118479346,0.25951815,0.293371401,0.288161578,0.486603187,0.215530458,0.009704778,0.133061224,0.132244898,0.391020408,0.343673469,0.840154712,0.159845288," 67,694 "," 9,290,456 ", 0.94969 , 158 , 53 ," 12,095 "
100325,0,0.201755632,0.090650834,0.707593534,0.224261364,0.420284091,0.294431818,0.061022727,0.261585994,0.094747683,0.441812564,0.201853759,0.615852273,0.384147727," 104,780 "," 12,708,432 ", 1.21052 , 78 , 51 ," 6,828 "
100326,0.179472821,0.196592136,0.085476581,0.538458462,0.22424,0.42028,0.29444,0.06104,0.271551724,0.066091954,0.466954023,0.195402299,0.61584,0.38416," 85,684 "," 6,646,576 ", 1.21059 , 56 , 52 ," 5,163 "
