tract_ba,census_tract,prop_eq,prop_fire,shaking
609500,06081609500,0.004849414,0.007156239,6.4
608600,06081608600,0.016053952,0.008468855,6.9
610304,06081610304,0.008601453,0.013165048,7.2
607000,06081607000,0.003926909,0.008315019,6.3
607100,06081607100,0.007396941,0.00801508,6.5
613700,06081613700,0.002897478,0.000421476,6.694736842
606900,06081606900,0.003592887,0.00342565,6.3
608501,06081608501,0.015787912,0.006373997,6.9
606800,06081606800,0.003549785,0.0079569,6.3
606700,06081606700,0.006968306,0.007564762,6.4
607200,06081607200,0.010774895,0.007735532,6.7
607300,06081607300,0.007713322,0.007863043,6.5
608013,06081608013,0.124712315,0.010973881,7
609603,06081609603,0.004385469,0.00642023,6.3
609800,06081609800,0.009963564,0.002201243,6.6
610900,06081610900,0.014929858,0.006752824,6.9
613502,06081613502,0.000833458,-4.64229E-13,6.8
613600,06081613600,0.000658339,5.81837E-15,6.2
610100,06081610100,0.015006331,0.004759599,6.9
609300,06081609300,0.014868903,0.006620452,6.7
610000,06081610000,0.014991557,0.006176357,6.9
609602,06081609602,0.004423965,0.006804984,6.4
609400,06081609400,0.008097347,0.006759548,6.5
609601,06081609601,0.004454698,0.007267798,6.3
603400,06081603400,0.000723472,-4.4362E-13,5.9
607400,06081607400,0.011636533,0.007592163,6.7
607500,06081607500,0.081343847,0.00645104,6.8
608400,06081608400,0.081707342,0.004684928,6.9
608023,06081608023,0.079103085,0.005912082,6.9
608002,06081608002,0.125242332,0.007454097,6.8
606500,06081606500,0.007504123,0.006354828,6.5
606600,06081606600,0.012027977,0.007287452,6.7
604600,06081604600,0.004325518,3.09561E-14,6.1
604700,06081604700,0.00500365,-1.08745E-13,6.3
607800,06081607800,0.083863927,0.00513733,6.9
605800,06081605800,0.007394023,0.000540016,6.4
606400,06081606400,0.008072391,0.006973659,6.7
607600,06081607600,0.089875635,0.006917801,6.9
605300,06081605300,0.009232536,0.004518043,6.5
605500,06081605500,0.01087795,0.006611179,6.3
606300,06081606300,0.009020166,0.007431251,6.8
607702,06081607702,0.08050922,0.007585753,7
607701,06081607701,0.078760133,0.007589591,6.9
605900,06081605900,0.007852186,0.006736979,6.5
608100,06081608100,0.128459652,0.007572296,6.9
608200,06081608200,0.015306591,0.008562001,7
606100,06081606100,0.040086821,0.007823577,7
608004,06081608004,0.084263208,0.007395876,6.9
604500,06081604500,0.006876314,0.00093321,6.4
605000,06081605000,0.003215703,-1.2125E-12,6.2
604400,06081604400,0.010531491,2.5876E-05,6.4
604900,06081604900,0.00291394,3.71169E-13,6.1
605100,06081605100,0.050252333,1.97028E-12,6.5
605200,06081605200,0.006676082,4.10626E-12,6.3
606200,06081606200,0.01316645,0.007564206,6.7
605400,06081605400,0.009880166,0.006311586,6.4
511909,06085511909,0.001013786,0.002016913,7.5
507002,06085507002,0.000454425,3.905E-05,6.685714286
512508,06085512508,0.003717074,8.34997E-13,7.9
512506,06085512506,0.002186292,-1.12161E-12,7.9
512305,06085512305,0.002134157,8.99038E-14,8.466666667
512401,06085512401,0.000858284,-3.09429E-13,8.528571429
512304,06085512304,0.002223691,4.9392E-13,8.72
512402,06085512402,0.001210726,6.4478E-13,9.076923077
512308,06085512308,0.002582022,-2.98019E-13,8.866666667
511912,06085511912,0.001575398,0.003134786,8.2
511905,06085511905,0.002101204,0.000159191,8
511907,06085511907,0.002128388,0.000218067,8.2
511914,06085511914,0.001606895,0.000965134,7.7
512030,06085512030,0.011267651,0.005717979,8.7
512031,06085512031,0.011918569,0.005670768,8.7
512035,06085512035,0.00345555,-4.43721E-13,8.8
512032,06085512032,0.011552131,7.94861E-13,9
506900,06085506900,0.002392505,0.00237192,7.3
511901,06085511901,0.002189693,0.004584156,7.5
512016,06085512016,0.004192227,0.005575649,8.1
506804,06085506804,0.00293222,0.001492697,8.1
506803,06085506803,0.002852483,0.00509441,7.9
512002,06085512002,0.00741554,0.000139482,9.4
512034,06085512034,0.005643089,-1.75728E-13,8.9
507206,06085507206,0.002568788,0.001905728,7.9
507203,06085507203,0.007467396,-1.83745E-12,8.4
502910,06085502910,0.005020255,0.005271024,7.8
506801,06085506801,0.006060343,-1.41597E-13,8.3
506802,06085506802,0.005098107,0.003364109,8.5
502702,06085502702,0.006376826,0.002276878,8.9
511703,06085511703,0.001374762,0.001199317,6.928
507702,06085507702,0.00429469,-1.62506E-12,7.3
502908,06085502908,0.004483494,0.006378517,8.5
502906,06085502906,0.004057525,0.004590711,7.9
502909,06085502909,0.004860412,0.005426284,7.9
512029,06085512029,0.026118496,0.005629007,8.9
512023,06085512023,0.024315417,0.006173094,9
512014,06085512014,0.012398946,0.005713272,8.7
512026,06085512026,0.006947001,0.007376708,8.9
512021,06085512021,0.01575626,0.008338391,9.4
512022,06085512022,0.019255222,0.006406306,9.3
512018,06085512018,0.008863678,0.008218359,9.675
507500,06085507500,0.003604567,-4.51249E-14,8.4
507402,06085507402,0.006329303,0.000432338,8.7
506703,06085506703,0.006860171,-8.16499E-13,9
506502,06085506502,0.010046873,0.004713305,9
512019,06085512019,0.006909107,0.008441748,9.1
512025,06085512025,0.005060961,0.008376065,8.6
512017,06085512017,0.014599269,0.008333979,9.766666667
503328,06085503328,0.00640666,0.002567517,9.1
503208,06085503208,0.010460382,0.008379552,9.766666667
512024,06085512024,0.004913189,0.008558199,8.3
503003,06085503003,0.005790127,0.008085097,8.5
502901,06085502901,0.005895482,0.007319322,8.9
502602,06085502602,0.010640577,0.008212902,9
512005,06085512005,0.005419117,0.008553756,8.6
507904,06085507904,0.011464047,0.006112573,8.8
508002,06085508002,0.011102169,0.010358892,8.65
507903,06085507903,0.006382478,0.005903845,8.3
507401,06085507401,0.00519942,0.00051899,8.5
506604,06085506604,0.005412223,0.003010447,8.6
506603,06085506603,0.007242296,0.000216263,8.4
506702,06085506702,0.007058252,-9.18786E-13,8.8
503218,06085503218,0.018074562,0.008273849,9.766666667
506606,06085506606,0.009406302,0.005338483,8.4
502903,06085502903,0.012668909,0.006768852,9
502601,06085502601,0.008795322,0.007838943,9.1
503002,06085503002,0.009945667,0.008102481,9.2
503108,06085503108,0.010871687,0.008308283,9.28
503116,06085503116,0.033008735,0.00828671,9.3
503207,06085503207,0.007617315,0.007969052,9.7
503317,06085503317,0.016395276,0.007815121,9.4
506503,06085506503,0.011220928,0.003333627,8.7
503217,06085503217,0.01971552,0.008189485,9.85
507701,06085507701,0.005562783,0.006490332,8.4
507807,06085507807,0.006169635,0.005841837,8.3
503204,06085503204,0.014108884,0.007103249,9.675
503213,06085503213,0.028844809,0.005890168,9.5
506202,06085506202,0.013040424,0.006762483,8.5
507905,06085507905,0.005274509,0.005809347,8.35
508001,06085508001,0.007833136,0.012138162,8.4
506402,06085506402,0.015134977,0.00669882,8.6
506501,06085506501,0.022988869,0.007265573,8.7
502101,06085502101,0.012752961,0.007101025,8.8
502202,06085502202,0.008081677,0.007801464,9
503103,06085503103,0.01521899,0.00591968,9.1
506601,06085506601,0.012163587,0.006899364,8.3
506605,06085506605,0.010659421,0.006897044,8.5
506305,06085506305,0.021034821,0.006804039,8.4
506302,06085506302,0.009033601,0.005686694,8.3
502201,06085502201,0.016722294,0.00887973,9.1
613000,06081613000,0.004056723,-1.5326E-12,7.4
511604,06085511604,0.01309374,0.001582988,7.9
511500,06085511500,0.008546012,1.45241E-05,7.95
503212,06085503212,0.009260971,0.00656622,9.5
503304,06085503304,0.020140677,0.009585585,9.5
503319,06085503319,0.005327724,0.000215819,8.8
503315,06085503315,0.020847538,0.007769874,9.2
503327,06085503327,0.013853231,0.005648373,9.1
501900,06085501900,0.016633835,0.004865611,9.6
502102,06085502102,0.01044264,0.009395041,9.1
501800,06085501800,0.022431102,0.00141472,9.7
501700,06085501700,0.023504337,0.003267872,9.7
503113,06085503113,0.016740799,0.005408603,9.4
503211,06085503211,0.011776679,0.007886843,9.5
506401,06085506401,0.011401041,0.005119469,8.3
502001,06085502001,0.013815867,0.006932921,9
502002,06085502002,0.01253115,0.009391665,9.2
503106,06085503106,0.036092891,0.009303704,9.5
503112,06085503112,0.020184906,0.005413235,9.3
506301,06085506301,0.012492767,0.009862939,8.1
506203,06085506203,0.014534324,0.010984714,8.4
505900,06085505900,0.010663478,0.012003449,8.266666667
505700,06085505700,0.020446797,0.022787084,8.9
507805,06085507805,0.007079056,0.003936138,8.5
508101,06085508101,0.009369591,0.013637232,8.6
505800,06085505800,0.013616095,0.009591888,8.822222222
503305,06085503305,0.035506389,0.009340233,9.4
503321,06085503321,0.009545931,0.00491934,9.1
500500,06085500500,0.018412987,0.004643027,9.2
500600,06085500600,0.021557931,0.000824815,9.5
503324,06085503324,0.01352416,0.004264765,9
506102,06085506102,0.009924529,0.013345233,8.4
508102,06085508102,0.01200344,0.018607665,8.6
506101,06085506101,0.008331928,0.016901376,8.5
503105,06085503105,0.016311273,0.006882106,9.5
503110,06085503110,0.03756168,0.010687275,9.6
501600,06085501600,0.032232901,0.005867046,9.766666667
500901,06085500901,0.041607602,0.013338178,9.766666667
501502,06085501502,0.025169745,0.009639626,9.85
503323,06085503323,0.010858375,0.001943942,8.9
503602,06085503602,0.016872602,0.010088508,9.766666667
503401,06085503401,0.018310628,0.011190856,9.5
500902,06085500902,0.045666366,0.006429334,9.85
501300,06085501300,0.027197708,0.009564252,9.9
500200,06085500200,0.076700606,0.013188507,9.6
501000,06085501000,0.058127277,0.016435613,9.766666667
505203,06085505203,0.032782723,0.01621673,9.2
503507,06085503507,0.015668481,0.011239757,9.6
503506,06085503506,0.019167129,0.01247552,9.6
503511,06085503511,0.012029265,0.002315239,9.2
503322,06085503322,0.01008758,2.05447E-13,9
505402,06085505402,0.011374359,0.015166664,8.5
505403,06085505403,0.013388897,0.019597046,8.5
501501,06085501501,0.030477901,0.009606057,9.766666667
503703,06085503703,0.019825458,0.013608587,9.7
501400,06085501400,0.049587051,0.009402252,9.85
501200,06085501200,0.037466518,0.009503614,9.85
505100,06085505100,0.036935125,0.010332145,9.2
511300,06085511300,0.011357256,0.002071422,7.9
504417,06085504417,0.031584619,5.17768E-12,9.7
504412,06085504412,0.056497169,0.000183391,9.5
511400,06085511400,0.012402603,2.75964E-05,8.1
504420,06085504420,0.039200882,0.011540869,9.58
504414,06085504414,0.06081258,0.01275334,9.5
504506,06085504506,0.136791638,0.01649991,9.2
511605,06085511605,0.008834321,0.000358121,7.9
511606,06085511606,0.009004938,-1.47795E-12,8
504505,06085504505,0.051870684,0.016387622,9.5
504410,06085504410,0.03628654,0.009946472,9.766666667
504507,06085504507,0.042589956,0.016581384,9.3
504504,06085504504,0.063905285,0.014839653,9.4
504413,06085504413,0.044731787,0.020305427,9.3
504411,06085504411,0.027747128,0.004043591,9.766666667
504418,06085504418,0.061072484,-1.22287E-11,9.5
504416,06085504416,0.030847798,-1.84611E-12,9.766666667
504602,06085504602,0.08734082,0.00266,8.657142857
504802,06085504802,0.037960297,0.002936946,8.6
510700,06085510700,0.009299024,0.005984057,8.1
510802,06085510802,0.01005748,0.003979422,8.3
509302,06085509302,0.010284577,0.012931821,8.3
510803,06085510803,0.011782747,3.69296E-05,8.3
510801,06085510801,0.013788018,2.53485E-12,8.3
508301,06085508301,0.009037033,0.007312824,8.5
510001,06085510001,0.012677731,0.002604019,8.1
508202,06085508202,0.011338054,0.017992536,8.4
508503,06085508503,0.01254547,0.007862322,8.3
508204,06085508204,0.00948821,0.008490092,8.3
503509,06085503509,0.011747562,3.09514E-12,9.1
503510,06085503510,0.019024352,0.007527106,9.4
508505,06085508505,0.020613402,0.007660382,8.3
504002,06085504002,0.015015824,0.016731746,9.7
503508,06085503508,0.015442924,0.001387498,9.3
505202,06085505202,0.030270328,0.017450713,8.75
505500,06085505500,0.014203729,0.017961417,8.4
500100,06085500100,0.07892909,0.011666805,9.7
511701,06085511701,0.005315278,0.002390148,7.7
510200,06085510200,0.005422767,0.001345964,7.7
504202,06085504202,0.033917833,0.006655547,9.4
504102,06085504102,0.027802682,0.014202674,9.3
509901,06085509901,0.01008249,0.009718435,8
508504,06085508504,0.027368905,0.007902,8.3
508703,06085508703,0.016689752,0.021889101,8.5
503706,06085503706,0.04978501,0.01604606,9.8
503707,06085503707,0.047276731,0.013455558,9.85
503601,06085503601,0.052557193,0.009291177,9.85
504318,06085504318,0.079010621,0.01052712,9.6
505303,06085505303,0.026848179,0.013200569,8.4
508404,06085508404,0.011117652,0.008507442,8.3
505301,06085505301,0.01741281,0.026173137,8.7
505401,06085505401,0.016526652,0.021491548,8.7
505304,06085505304,0.013494552,0.015964675,8.7
508401,06085508401,0.014120848,0.007818273,8.3
509902,06085509902,0.014373989,0.0121598,8.3
509801,06085509801,0.011401365,0.008882733,8.2
509802,06085509802,0.013010295,0.012221828,8.2
504001,06085504001,0.027043011,0.016488752,9.6
504101,06085504101,0.05061835,0.016150427,9.5
509105,06085509105,0.019438182,0.007420059,8.2
509106,06085509106,0.009961533,0.01138566,8.2
503708,06085503708,0.021433785,0.018186412,9.8
503804,06085503804,0.034822747,0.020773075,9.766666667
504319,06085504319,0.023189696,0.018718114,9.766666667
505007,06085505007,0.039353411,0.010140266,8.8
505001,06085505001,0.037208411,0.01124991,8.6
510300,06085510300,0.00684713,1.23344E-12,7.6
510400,06085510400,0.009986039,0.00113454,8.1
509401,06085509401,0.011635151,0.01102855,8.1
510500,06085510500,0.008903561,0.004028492,8
504310,06085504310,0.040085856,0.010543031,9.766666667
504316,06085504316,0.021338384,0.012891738,9.85
504700,06085504700,0.017088364,-1.53554E-12,8.2
509102,06085509102,0.019377574,0.01082596,8.3
509700,06085509700,0.016883806,0.008776424,8.3
509109,06085509109,0.014062031,3.25279E-05,8.1
509600,06085509600,0.017209123,0.00863243,8.3
504805,06085504805,0.07840965,0.000892925,8.6
508900,06085508900,0.02835247,0.026613309,8.6
509403,06085509403,0.010638936,0.011905564,8.3
509303,06085509303,0.011925675,0.01291121,8.4
509500,06085509500,0.010959634,0.008921328,8.3
504321,06085504321,0.025689702,0.015765847,9.85
504320,06085504320,0.022807921,0.010343256,9.85
250800,06095250800,0.017090914,0.196127404,9.9
250900,06095250900,0.003073755,0.274839073,9.1
251500,06095251500,0.032034795,0.201225106,8.7
251200,06095251200,0.003286784,0.120108685,8.7
250300,06095250300,0.005579834,0.007012992,8.5
358000,06013358000,0.020162289,1.36065E-12,9.35
250702,06095250702,0.016020452,0.056638844,9.2
251100,06095251100,0.00334443,0.060755362,8.7
250601,06095250601,0.002433181,0.022278021,8.4
251000,06095251000,0.002310235,0.261759522,8.7
250701,06095250701,0.002945459,0.084625458,8.9
251300,06095251300,0.003377904,0.056292192,8.7
201002,06055201002,0.000810255,0.003433132,7.924137931
251803,06095251803,0.005416142,0.009104252,8.6
251701,06095251701,0.005190949,0.157223318,9
251802,06095251802,0.047569789,0.00073384,8.9
251400,06095251400,0.002602502,-3.60591E-13,8.7
250101,06095250101,0.000798906,0.006807963,8.4
251702,06095251702,0.001683623,1.8312E-14,9.1
201800,06055201800,1.60184E-08,-2.09416E-18,6.318032787
252903,06095252903,2.05497E-06,-4.41812E-18,6.409090909
252105,06095252105,0.000574005,-1.0023E-13,6.9
250502,06095250502,0.000603682,0.00221839,7.6
250501,06095250501,0.00208873,0.003494829,8
250200,06095250200,0.00104361,0.007045284,8.1
252103,06095252103,0.000432138,0.006328618,7.5
250102,06095250102,0.001666855,0.000752084,7.423529412
252502,06095252502,0.000937886,1.84951E-12,6.9
252703,06095252703,0.000231312,4.69873E-13,6.9
252401,06095252401,0.000568697,3.19094E-14,6.8
252707,06095252707,0.000423184,-7.33795E-13,7.2
252501,06095252501,0.000565237,-5.44337E-13,6.8
252604,06095252604,0.00051515,8.14796E-13,6.5
252607,06095252607,0.000314242,-1.96289E-12,6.9
252609,06095252609,0.000301347,-1.95739E-14,7.1
253202,06095253202,2.25907E-05,2.09292E-15,7.1
253105,06095253105,7.41433E-05,9.0981E-15,7.3
252902,06095252902,6.14541E-05,-8.6579E-16,7.2
252908,06095252908,5.13764E-05,-2.24708E-16,7.2
252909,06095252909,4.9515E-05,-1.96073E-15,7
253107,06095253107,6.43041E-05,-1.62241E-14,7
252907,06095252907,9.42659E-05,2.07579E-13,6.75
252309,06095252309,0.00013049,3.10045E-14,6.52
252308,06095252308,0.000109219,2.15166E-13,6.725
252605,06095252605,0.000376782,-4.4958E-13,6.7
150100,06097150100,0.000950308,1.28174E-13,8.95625
150606,06097150606,0.001293343,4.44536E-13,8.369444444
150701,06097150701,0.000317489,0.001576914,7.4
150902,06097150902,0.000107163,0.001021326,7.1
150601,06097150601,7.89011E-05,-4.90325E-14,7.7
150603,06097150603,7.3622E-05,0.00220628,7.8
154301,06097154301,0,0,6.084848485
154302,06097154302,2.28781E-08,1.76917E-18,7.2
153200,06097153200,1.39736E-05,3.49559E-16,8.1
151308,06097151308,3.42168E-05,1.57013E-15,8.4
151305,06097151305,2.49346E-05,-1.0344E-17,8.6
151204,06097151204,2.57572E-05,3.81727E-16,7.9
151309,06097151309,2.09255E-08,-1.51735E-18,7.95
151402,06097151402,2.40616E-05,1.8613E-16,7.9
153005,06097153005,7.55349E-06,2.35787E-16,7.563636364
153003,06097153003,1.84147E-05,8.88111E-13,8.1
151900,06097151900,3.54731E-05,2.99806E-15,7.6
153404,06097153404,2.00018E-08,-1.52195E-18,7.3
153600,06097153600,2.12009E-08,-1.39549E-18,6.472727273
151310,06097151310,2.34161E-05,2.83762E-15,8.6
151307,06097151307,5.16672E-06,-1.0153E-15,8
151401,06097151401,0.001390417,-4.5543E-15,7.2
151800,06097151800,2.27219E-05,-2.08754E-15,7.1
153705,06097153705,9.12554E-07,1.15543E-13,6.516666667
152901,06097152901,3.54583E-06,-1.4192E-16,7.433333333
153006,06097153006,1.41873E-05,8.75332E-16,7.6
153002,06097153002,3.03963E-05,9.71816E-14,7.9
152300,06097152300,1.60724E-05,-1.97919E-15,7.2
152203,06097152203,4.16812E-05,-3.5792E-15,7.7
152600,06097152600,1.46399E-06,-9.66157E-14,6.862857143
152202,06097152202,4.5305E-06,-4.54132E-16,7.48
152000,06097152000,5.94483E-05,-7.70547E-15,7.7
152702,06097152702,7.45553E-05,9.48023E-14,7.355555556
152100,06097152100,1.71431E-05,-4.09032E-16,7.48
152904,06097152904,4.86862E-06,2.62928E-16,7.2
152802,06097152802,6.49082E-06,-1.75282E-16,7.3
101100,06041101100,0.005553958,-3.10396E-12,8.788235294
428400,06001428400,0.26698835,0.018180944,8.5
409000,06001409000,0.462365938,0.008380729,9.2
433400,06001433400,0.275798791,0.027863818,9.4
428302,06001428302,0.322881634,0.016634115,8.7
451101,06001451101,0.008944069,0.000513829,7.920512821
304000,06013304000,0.002572896,-8.13088E-13,7.141666667
355104,06013355104,0.008675452,0.020859863,7.345454545
301000,06013301000,0.001477427,-8.02464E-14,6.492307692
303100,06013303100,0.006555408,1.01248E-13,6.975
302002,06013302002,0.001742607,-1.20085E-13,6.575
364001,06013364001,0.249284224,0.130193565,9.766666667
309000,06013309000,0.005236824,0.003533426,7
305000,06013305000,0.005529386,0.000206173,7
306002,06013306002,0.003429079,-7.07841E-13,6.7
302003,06013302003,0.002312292,6.94925E-13,6.425
308002,06013308002,0.00203047,-4.91675E-13,6.2
123000,06041123000,0.003162546,0.004550835,6.5
132100,06041132100,0.013138914,-3.03946E-12,6.955555556
118200,06041118200,0.017619337,-5.31945E-12,6.9
106002,06041106002,0.004308984,0.000171187,8.2
103100,06041103100,0.002134807,9.59437E-14,8.466666667
201900,06055201900,0.000367897,-1.16364E-12,6.575
201300,06055201300,4.2008E-05,-4.67941E-15,8.9
201500,06055201500,3.2497E-05,-2.23609E-13,7.56
201600,06055201600,3.42402E-05,4.23654E-15,7.86
603000,06081603000,0.001097208,0.002735058,6.4
603100,06081603100,0.000802144,0.001039589,6
613800,06081613800,0.001952344,-2.02764E-13,6.210526316
611700,06081611700,0.046282143,0.001640561,7.4
610303,06081610303,0.124811091,0.016405299,7.3
603200,06081603200,0.001060744,-5.33137E-13,5.933333333
512602,06085512602,0.032419544,-1.80269E-12,8.61
512200,06085512200,0.000440484,-1.47811E-12,8.287179487
512507,06085512507,0.000894443,-1.17986E-12,7.688888889
511800,06085511800,0.001034349,-3.42193E-13,6.933333333
512100,06085512100,0.015183139,5.88626E-14,8.933333333
450701,06001450701,0.052719004,0.006532238,9.12
512307,06085512307,0.001427234,2.09776E-13,8.6
201100,06055201100,0.000158706,2.1595E-13,8.652
253300,06095253300,4.22642E-05,-7.23542E-16,6.262068966
253500,06095253500,0.000130009,0.000210677,6.466666667
252102,06095252102,0.002063076,-3.85693E-13,7.253333333
252702,06095252702,0.001702492,0.000365333,7.207142857
252201,06095252201,4.90514E-05,-3.90706E-13,7.191666667
150702,06097150702,0.00709559,0.000351212,7.733333333
151100,06097151100,0.000213065,6.3355E-13,7.673684211
150500,06097150500,2.46395E-06,1.01765E-13,7.79375
154200,06097154200,0,0,5.927272727
154100,06097154100,0,0,6.402702703
154000,06097154000,0,0,6.381818182
153902,06097153902,1.17677E-07,-9.21572E-19,6.7
152400,06097152400,0.001181435,-1.00001E-13,7.055555556
421500,06001421500,0.155629554,0.049656699,9.4
421200,06001421200,0.138867361,0.038765374,9.2
404600,06001404600,0.176425579,0.047760674,9.483333333
423602,06001423602,0.127912397,0.049972792,9.1
400900,06001400900,0.087099781,0.02032271,8.2
422500,06001422500,0.162426332,0.085893152,9.2
404100,06001404100,0.042231879,0.042776658,8.2
427600,06001427600,0.092541194,0.012209459,8.2
427400,06001427400,0.258912258,0.007549354,8.2
443200,06001443200,0.036518351,0.002769339,9.2
443301,06001443301,0.045089298,0.00730552,9.3
443302,06001443302,0.055078802,-2.37492E-11,9.1
443103,06001443103,0.057241364,-2.26778E-11,9.3
444600,06001444600,0.059295981,0.023211387,8.8
441100,06001441100,0.100796832,0.084553678,9.5375
428200,06001428200,0.193897778,0.019730515,8.7
407300,06001407300,0.428507542,0.018112329,9.05
408800,06001408800,0.218260816,0.017090711,9
409500,06001409500,0.203713846,0.025656781,8.7
433101,06001433101,0.279849197,0.023507901,9
432500,06001432500,0.246795353,0.013195056,8.9
436000,06001436000,0.092127983,0.038377567,9.3
435800,06001435800,0.177685934,0.036779253,9
433500,06001433500,0.308742221,0.028893256,9.5
451201,06001451201,0.055817852,0.000198036,8.8
451202,06001451202,0.021438997,0.005774798,8.65
451503,06001451503,0.041462584,0.014935831,9.2
451501,06001451501,0.06035572,0.015339254,9.4
451502,06001451502,0.045043417,0.011948983,9
430100,06001430100,0.117333074,0.011663426,9.11
430200,06001430200,0.123639807,0.000396546,9.45
430300,06001430300,0.170459112,-2.77425E-12,9.2
352102,06013352102,0.060065428,0.000118004,8.95
450601,06001450601,0.076826899,0.029195261,9.5
450602,06001450602,0.115902299,0.03826697,9.766666667
450500,06001450500,0.11489471,0.060968583,9.6
451402,06001451402,0.038210043,0.017873399,9
451401,06001451401,0.044871886,0.016874962,8.733333333
451702,06001451702,0.050083619,0.000749841,9.675
450741,06001450741,0.188436895,0.042435073,9.85
450722,06001450722,0.122131988,0.016036801,9.775
435600,06001435600,0.185199438,0.123308393,8.9
450300,06001450300,0.203808044,0.053062293,9.766666667
450606,06001450606,0.113158603,-2.45354E-11,9.85
450100,06001450100,0.094508813,0.001358716,9.58
431100,06001431100,0.34335305,0.003937799,9.7
433900,06001433900,0.197251237,0.079174878,8.8
450721,06001450721,0.042373145,0.003693922,9.133333333
410000,06001410000,0.13511932,0.020499283,9.228571429
450200,06001450200,0.152101002,0.036213326,9.7
410100,06001410100,0.257821005,0.027754287,8.7
409900,06001409900,0.083720576,0.017468966,9.2
441200,06001441200,0.17629907,0.06426647,9.766666667
441401,06001441401,0.162204264,0.086802118,9.7
440309,06001440309,0.229926383,0.075630418,9.4
441501,06001441501,0.060155754,0.04046732,8.8
440305,06001440305,0.065157384,0.040330516,8.9
440332,06001440332,0.034832029,0.039837674,8.8
440331,06001440331,0.343639332,0.024484995,9.133333333
440301,06001440301,0.389900224,0.051097583,9.3
438000,06001438000,0.240616585,0.069291505,9
436900,06001436900,0.126608982,0.029833742,8.7
437200,06001437200,0.150157783,0.010857585,9
438202,06001438202,0.327132719,0.108563838,9.5
438201,06001438201,0.289907182,0.091357827,9.3
443102,06001443102,0.048963604,2.12384E-11,9
443101,06001443101,0.061657448,0.000193107,9.2
443002,06001443002,0.09952373,0.025682218,9
442100,06001442100,0.065314723,0.111630662,9.5
441921,06001441921,0.078984232,0.027620541,9.7
444400,06001444400,0.070800544,0.014414966,8.8
442700,06001442700,0.080868933,0.046459931,9.3
442000,06001442000,0.062570321,0.131079031,9.52
442500,06001442500,0.073820393,0.064116683,9.4
441923,06001441923,0.09516716,0.063233376,9.7
441602,06001441602,0.093545293,0.044190548,9.766666667
442600,06001442600,0.08628155,0.057424738,9.5
441800,06001441800,0.089928615,0.055448799,9.7
437400,06001437400,0.130770408,0.11686878,9.3
437900,06001437900,0.245781434,0.137668546,9.4
437500,06001437500,0.281318144,0.090735039,9.4
408000,06001408000,0.16599172,0.0467403,9
427100,06001427100,0.099159157,0.023322563,8.9
407500,06001407500,0.207616671,0.023713436,9.2
405900,06001405900,0.148760414,0.019743705,8.8
406900,06001406900,0.216710342,0.035685983,8.9
404800,06001404800,0.182285638,0.036720233,8.9
406700,06001406700,0.161007459,0.038210485,8.9
405100,06001405100,0.068016394,0.044247123,8.6
303200,06013303200,0.004121992,6.33489E-13,7
345101,06013345101,0.120961521,0.036560467,9.6
345103,06013345103,0.093431239,0.038604941,9.4
345102,06013345102,0.099015672,0.039776921,9.4
345107,06013345107,0.033086559,0.029505726,8.4
355106,06013355106,0.002017355,0.005249032,6.447058824
345201,06013345201,0.144097314,0.007528933,8.4
346201,06013346201,0.13038964,-6.15646E-12,7.872727273
352101,06013352101,0.077108757,0.011761656,9.028571429
351100,06013351100,0.085251167,2.86225E-11,8.6
346101,06013346101,0.021815337,-7.18923E-12,7.8
352201,06013352201,0.053676655,0.005671577,9.4
346102,06013346102,0.027910073,-1.04925E-12,7.527272727
355303,06013355303,0.02507432,7.10353E-12,6.626666667
355302,06013355302,0.009943325,-5.13114E-13,7.4
355305,06013355305,0.005423195,-1.32284E-12,6.7
355304,06013355304,0.002787291,-4.76068E-13,6.72
350000,06013350000,0.067499358,0.004618284,9.2
351200,06013351200,0.039063375,0.002188275,9
353002,06013353002,0.047161056,0.005695256,9.333333333
354002,06013354002,0.031327792,0.012421399,9.066666667
345109,06013345109,0.080694708,0.041540006,9
349000,06013349000,0.125192367,-1.84283E-12,8.6
313103,06013313103,0.001991173,0.003810404,7.05
307205,06013307205,0.001965984,0.000511226,6.9
307101,06013307101,0.002188171,0.000595126,6.6
355101,06013355101,0.002068676,4.9581E-13,6.333333333
347000,06013347000,0.013797046,0.00684753,8.2
343002,06013343002,0.033411785,0.007461584,8.15
382000,06013382000,0.20815451,0.008069923,8.5
376000,06013376000,0.114043067,0.036522222,8.2
340002,06013340002,0.032061627,0.010624638,8.4
325000,06013325000,0.046509431,0.009390605,8.3
361000,06013361000,0.183565124,0.000163395,9.016666667
385200,06013385200,0.07827529,0.002769678,8.2
323000,06013323000,0.014911306,0.005108661,8.3
360100,06013360100,0.047658626,1.08758E-11,9.2
359203,06013359203,0.096770149,0.027890124,9.3
338301,06013338301,0.021641163,3.34113E-12,8.2
338201,06013338201,0.030253491,-3.72318E-12,8.2
302004,06013302004,0.001782689,-5.11432E-13,6.333333333
308001,06013308001,0.002064882,6.42182E-13,6.6
313201,06013313201,0.002096771,0.00228172,7
313102,06013313102,0.004077329,0.00354275,7.1
307202,06013307202,0.002720551,-7.19352E-13,7.2
337200,06013337200,0.018357623,0.001217534,8
362000,06013362000,0.123348082,0.002085406,8.2
321102,06013321102,0.004335092,0.00013159,8.04
