"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
11.998868,11.216824,11.205189,10.82506,10.82511,12.720562,11.886825,11.906807,11.575936,11.533709,12.668738,11.926322,11.960574,11.638893,11.644019,13.027541,12.271664,12.309105,11.989619,11.995708,0,1,0
12.416087,11.342003,11.31073,10.935613,10.921796,13.085353,12.060523,12.049106,11.623162,11.633692,13.132152,12.09385,12.084701,11.733699,11.704057,13.47774,12.393849,12.402187,12.045106,12.050766,1,1,1
12.300283,11.166883,11.281801,10.87751,10.881105,12.967168,11.997023,11.95563,11.590264,11.612503,13.004563,12.020709,12.032686,11.679927,11.674445,13.331433,12.365578,12.380724,12.04342,12.023607,2,1,2
12.081218,11.242874,11.190841,10.86933,10.878497,12.7252,11.915913,11.934237,11.54809,11.573744,12.716667,11.96592,11.946478,11.674279,11.655869,13.021564,12.308542,12.305273,12.002154,12.002056,3,2,0
12.39276,11.313268,11.36945,10.928478,10.928926,13.060677,12.035655,12.026061,11.636772,11.635945,13.107996,12.038159,12.093589,11.7143,11.717054,13.449172,12.427288,12.406385,12.059296,12.045095,4,2,1
12.25267,11.28879,11.24144,10.951135,10.896731,12.964461,11.97304,11.967385,11.598269,11.588541,13.016738,12.028948,12.014543,11.677639,11.658988,13.319898,12.353539,12.357405,12.019436,12.016918,5,2,2
11.946388,11.148427,11.179587,10.879099,10.824268,12.657907,11.831819,11.873679,11.515793,11.523398,12.670374,11.917043,11.948687,11.583735,11.638468,12.942203,12.256121,12.244286,11.95535,11.961873,6,3,0
12.357404,11.249623,11.303576,10.887157,10.934238,13.036941,11.998733,11.934601,11.657296,11.613978,13.083431,12.015284,12.036849,11.664622,11.673016,13.388159,12.35367,12.365008,12.012858,12.009294,7,3,1
12.225612,11.209753,11.275281,10.878544,10.87105,12.923597,11.911612,11.879349,11.555434,11.558895,12.901331,11.959137,11.960475,11.658906,11.642093,13.263338,12.279521,12.315402,11.982219,11.992731,8,3,2
12.091867,11.212008,11.250672,10.880186,10.871039,12.856236,11.985804,12.036592,11.609561,11.620244,12.726066,12.047811,12.020419,11.695128,11.699363,13.05066,12.342483,12.344675,12.035278,12.015348,9,4,0
12.509255,11.383327,11.409104,10.970487,11.00671,13.174276,12.069071,12.110284,11.710492,11.683425,13.159624,12.138616,12.113793,11.756498,11.771867,13.488112,12.432131,12.420444,12.071224,12.095021,10,4,1
12.322762,11.317395,11.323071,10.922877,10.935201,13.045627,12.042521,12.001809,11.642613,11.640235,13.040065,12.068663,12.070873,11.73396,11.698081,13.345172,12.400828,12.414859,12.056505,12.02774,11,4,2
11.909932,11.114769,11.172635,10.803391,10.786388,12.655693,11.867049,11.818171,11.515499,11.498663,12.618112,11.914756,11.931817,11.627851,11.624353,12.981968,12.243265,12.196796,11.915459,11.943011,12,5,0
12.360149,11.296906,11.255857,10.90626,10.905509,13.044705,11.98141,11.903597,11.587404,11.596107,13.08103,12.030478,11.989305,11.660408,11.690433,13.345758,12.332026,12.339292,12.00671,12.016307,13,5,1
12.224892,11.201553,11.163638,10.868223,10.847219,12.904628,11.880551,11.910453,11.569143,11.522024,12.969008,11.938169,11.961392,11.645778,11.637712,13.239238,12.278812,12.287168,11.99303,11.98101,14,5,2
