year,shrs1,shrs2,shrs3,shrs4,shrq1,shrq2,shrq3,shrq4,shrw0,shrw1,shrw2,shrw3,shra1,shra2,shra3,shra4,shrn,shry
2010,0.266171134,0.311210816,0.163982783,0.258635266,0.267726529,0.260929679,0.22762594,0.243717852,0.181425112,0.367707641,0.340528881,0.110338366,0.246834939,0.21150562,0.418157777,0.123501665,0.66649612,0.33350388
2015,0.247991583,0.312331023,0.173579161,0.266098233,0.273280352,0.248601047,0.218361167,0.259757434,0.183635599,0.356862748,0.343827023,0.11567463,0.232318019,0.216133287,0.410372535,0.141176159,0.686110236,0.313889764
2020,0.246297828,0.313469076,0.173697394,0.266535701,0.266076653,0.236458569,0.220465037,0.276999741,0.183635599,0.356862748,0.343827023,0.115674629,0.235670606,0.207248891,0.402452652,0.154627851,0.681580486,0.318419514
2025,0.246135028,0.313304172,0.173686517,0.266874283,0.267790271,0.232888648,0.215203845,0.284117236,0.183635599,0.356862748,0.343827023,0.11567463,0.231145363,0.202852105,0.394282676,0.171719856,0.687694637,0.312305363
2030,0.245552807,0.313541112,0.173732172,0.267173909,0.266976078,0.226315032,0.214424705,0.292284184,0.183635599,0.356862748,0.343827023,0.11567463,0.227211796,0.207184322,0.379502134,0.186101748,0.693009361,0.306990639
2035,0.246487067,0.312513206,0.173648648,0.26735108,0.274742449,0.22791804,0.2069531,0.29038641,0.183635599,0.356862748,0.343827023,0.11567463,0.225460175,0.203694601,0.373218958,0.197626266,0.695376013,0.304623987
2040,0.242739688,0.315575865,0.173965983,0.267718464,0.254399187,0.208224719,0.221866873,0.315509221,0.183635599,0.356862748,0.343827023,0.11567463,0.227100063,0.204905235,0.370594712,0.19739999,0.693160326,0.306839674
2045,0.239439671,0.318126498,0.174220242,0.268213589,0.238267643,0.192839601,0.229635681,0.339257075,0.183635599,0.356862748,0.343827023,0.11567463,0.230213251,0.206752608,0.368241436,0.194792704,0.688954032,0.311045968
2050,0.236427466,0.32044363,0.174457666,0.268671237,0.224348447,0.179583971,0.236408785,0.359658797,0.183635599,0.356862748,0.343827023,0.11567463,0.234339789,0.205989371,0.364268856,0.195401983,0.683378579,0.316621421
