jurisdiction,pda_id,tpp_id,exp_id,count,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,place_type,notes
60620,ric2,b2,,262,,,,,,,,,
60620,ric2,b3,,992,,,,,,,,,
60620,ric2,bart2,,200,,,,,,,,,
00013,ric2,,,1,,,,,,,,,
60620,ric2,,,1676,,,,,,,,,
62546,roh1,,,7,,,,,,,,,
62546,roh2,b3,,108,,,,,,,,,
62546,roh2,cr4,,501,,,,,,,,,
62546,roh2,,,58,,,,,,,,,
60984,rvi1,,,386,,,,,,,,,
60102,rwc1,b2,,6,,,,,,,,,
60102,rwc1,brt2,,380,,,,,,,,,
60102,rwc1,cr4,,6,,,,,,,,,
60102,rwc2,b2,,20,,,,,,,,,
60102,rwc2,b3,,43,,,,,,,,,
60102,rwc2,brt2,,3,,,,,,,,,
60102,rwc2,cr4,,25,,,,,,,,,
00081,rwc2,,,1,,,,,,,,,
60102,rwc2,,,196,,,,,,,,,
68378,sar1,b2,,4,,,,,,,,,
68378,sar1,b3,,130,,,,,,,,,
68378,sar1,,,6,,,,,,,,,
68378,sar2,b2,,107,,,,,,,,,
65028,sbr1,b3,,54,,,,,,,,,
65028,sbr1,bart2,,725,,,,,,,,,
73262,sbr1,bart2,,1,,,,,,,,,
65028,sbr1,brt2,,1607,,,,,,,,,
65028,sbr1,cr4,,349,,,,,,,,,
65028,sbr1,,,78,,,,,,,,,
65070,sca1,b2,,5,,,,,,,,,
65070,sca1,brt2,,135,,,,,,,,,
69084,scl1,b1,,56,,,,,,,,,
69084,scl1,bart2,,1,,,,,,,,,
69084,scl1,brt2,,259,,,,,,,,,
69084,scl2,b1,,7,,,,,,,,,
68000,scl2,bart2,,1,,,,,,,,,
69084,scl2,bart2,,162,,,,,,,,,
69084,scl2,,,5,,,,,,,,,
00097,sco1,,,444,,,,,,,,,
00097,sco2,,,493,,,,,,,,,
00097,sco3,,,428,,,,,,,,,
00097,sco4,,,313,,,,,,,,,
00097,sco5,,,3308,,,,,,,,,
00097,sco7,,,772,,,,,,,,,
00097,seb1,,,1,,,,,,,,,
70770,seb1,,,1731,,,,,,,,,
67000,sfo1,b1,,1247,,,,,,,,,
67000,sfo1,b2,,63,,,,,,,,,
67000,sfo1,brt1,,656,,,,,,,,,
67000,sfo1,cr3,,13,,,,,,,,,
67000,sfo1,lrt2,,6952,,,,,,,,,
67000,sfo1,,,14,,,,,,,,,
67000,sfo10,bart1,,413,,,,,,,,,
67000,sfo10,lrt1,,1639,,,,,,,,,
67000,sfo10,lrt2,,197,,,,,,,,,
67000,sfo11,bart1,,663,,,,,,,,,
67000,sfo11,brt1,,4,,,,,,,,,
67000,sfo11,lrt1,,1441,,,,,,,,,
00081,sfo12,b1,,2,,,,,,,,,
67000,sfo12,b1,,684,,,,,,,,,
67000,sfo12,bart1,,6710,,,,,,,,,
67000,sfo12,brt1,,1128,,,,,,,,,
67000,sfo12,lrt1,,2285,,,,,,,,,
00081,sfo12,lrt2,,13,,,,,,,,,
67000,sfo12,lrt2,,6992,,,,,,,,,
67000,sfo2,bart1,,183,,,,,,,,,
67000,sfo2,lrt2,,155,,,,,,,,,
67000,sfo3,b1,,56,,,,,,,,,
67000,sfo3,bart1,,3154,,,,,,,,,
67000,sfo3,brt1,,1549,,,,,,,,,
67000,sfo3,cr3,,35,,,,,,,,,
67000,sfo3,lrt1,,685,,,,,,,,,
67000,sfo3,lrt2,,6912,,,,,,,,,
67000,sfo4,b1,,2795,,,,,,,,,
67000,sfo4,bart1,,4686,,,,,,,,,
67000,sfo4,brt1,,1,,,,,,,,,
67000,sfo4,cr3,,1746,,,,,,,,,
67000,sfo4,lrt1,,396,,,,,,,,,
67000,sfo4,lrt2,,118,,,,,,,,,
67000,sfo5,cr3,,6,,,,,,,,,
67000,sfo5,lrt1,,115,,,,,,,,,
67000,sfo5,lrt2,,66,,,,,,,,,
67000,sfo6,b2,,2,,,,,,,,,
67000,sfo6,bart1,,15,,,,,,,,,
67000,sfo6,lrt1,,29,,,,,,,,,
67000,sfo6,lrt2,,53,,,,,,,,,
67000,sfo7,bart1,,104,,,,,,,,,
67000,sfo8,brt3,,34,,,,,,,,,
67000,sfo8,,,42,,,,,,,,,
08310,sfo9_a,b2,,10,,,,,,,,,
08310,sfo9_a,b3,,40,,,,,,,,,
08310,sfo9_a,brt1,,1,,,,,,,,,
08310,sfo9_a,lrt2,,15,,,,,,,,,
08310,sfo9_a,,,31,,,,,,,,,
67000,sfo9_b,brt1,,25,,,,,,,,,
00081,sfo9_b,lrt2,,4,,,,,,,,,
08310,sfo9_b,lrt2,,1,,,,,,,,,
17918,sfo9_b,lrt2,,1,,,,,,,,,
67000,sfo9_b,lrt2,,1431,,,,,,,,,
68000,sjo1,bart2,,1621,,,,,,,,,
68000,sjo1,cr3,,3,,,,,,,,,
68000,sjo1,lrt2,,336,,,,,,,,,
68000,sjo1,lrt3,,5,,,,,,,,,
68000,sjo10,lrt2,,35,,,,,,,,,
68000,sjo10,lrt3,,258,,,,,,,,,
68000,sjo11,b1,,89,,,,,,,,,
68000,sjo11,b2,,86,,,,,,,,,
68000,sjo11,brt1,,2,,,,,,,,,
68000,sjo11,lrt3,,3,,,,,,,,,
68000,sjo12,b2,,88,,,,,,,,,
68000,sjo12,b3,,52,,,,,,,,,
68000,sjo12,brt2,,12,,,,,,,,,
68000,sjo13,b2,,1,,,,,,,,,
68000,sjo13,b3,,623,,,,,,,,,
68000,sjo13,brt2,,1,,,,,,,,,
68000,sjo13,lrt3,,237,,,,,,,,,
68000,sjo13,,,35,,,,,,,,,
00085,sjo14,lrt3,,12,,,,,,,,,
68000,sjo14,lrt3,,258,,,,,,,,,
68000,sjo15,b2,,1,,,,,,,,,
10345,sjo15,lrt3,,3,,,,,,,,,
68000,sjo15,lrt3,,447,,,,,,,,,
68000,sjo16,b2,,3,,,,,,,,,
00085,sjo16,b3,,6,,,,,,,,,
68000,sjo16,b3,,35,,,,,,,,,
68000,sjo16,,,51,,,,,,,,,
68000,sjo17,lrt3,,61,,,,,,,,,
68000,sjo18,lrt3,,114,,,,,,,,,
68000,sjo19,b2,,169,,,,,,,,,
68000,sjo2,lrt3,,10,,,,,,,,,
68000,sjo20,b3,,9,,,,,,,,,
68000,sjo20,lrt3,,174,,,,,,,,,
68000,sjo21,b2,,10,,,,,,,,,
68000,sjo21,b3,,49,,,,,,,,,
68000,sjo21,bart2,,6,,,,,,,,,
68000,sjo21,lrt3,,386,,,,,,,,,
68000,sjo21,,,3,,,,,,,,,
68000,sjo3,b2,,1,,,,,,,,,
68000,sjo3,b3,,889,,,,,,,,,
68000,sjo3,lrt2,,1476,,,,,,,,,
69084,sjo3,lrt2,,1,,,,,,,,,
68000,sjo3,lrt3,,1342,,,,,,,,,
68000,sjo3,,,500,,,,,,,,,
68000,sjo4,b1,,779,,,,,,,,,
68000,sjo4,b2,,233,,,,,,,,,
68000,sjo4,b3,,214,,,,,,,,,
68000,sjo4,bart2,,1189,,,,,,,,,
68000,sjo4,brt1,,711,,,,,,,,,
68000,sjo4,brt2,,8,,,,,,,,,
68000,sjo4,cr3,,49,,,,,,,,,
68000,sjo4,lrt2,,2565,,,,,,,,,
68000,sjo4,lrt3,,3095,,,,,,,,,
68000,sjo5,b2,,5,,,,,,,,,
68000,sjo5,b3,,58,,,,,,,,,
68000,sjo5,bart2,,1302,,,,,,,,,
68000,sjo5,brt2,,2,,,,,,,,,
68000,sjo5,lrt3,,63,,,,,,,,,
68000,sjo5,,,22,,,,,,,,,
68000,sjo6,b1,,392,,,,,,,,,
68000,sjo6,b2,,619,,,,,,,,,
68000,sjo6,lrt3,,2581,,,,,,,,,
68000,sjo7,bart2,,334,,,,,,,,,
00085,sjo7,brt2,,284,,,,,,,,,
68000,sjo7,brt2,,248,,,,,,,,,
68000,sjo7,cr3,,17,,,,,,,,,
00085,sjo7,lrt3,,88,,,,,,,,,
10345,sjo7,lrt3,,4,,,,,,,,,
68000,sjo7,lrt3,,3464,,,,,,,,,
68000,sjo8,b1,,27,,,,,,,,,
68000,sjo8,b2,,1,,,,,,,,,
68000,sjo8,b3,,63,,,,,,,,,
68000,sjo8,bart2,,1804,,,,,,,,,
00085,sjo8,brt1,,4,,,,,,,,,
68000,sjo8,brt1,,1279,,,,,,,,,
68000,sjo8,brt2,,69,,,,,,,,,
68000,sjo9,b3,,197,,,,,,,,,
68000,sjo9,brt2,,423,,,,,,,,,
68084,sle1,b1,,28,,,,,,,,,
00001,sle1,bart1,,11,,,,,,,,,
68084,sle1,bart1,,76,,,,,,,,,
68084,sle2,b1,,61,,,,,,,,,
68084,sle2,b2,,255,,,,,,,,,
68084,sle2,bart1,,74,,,,,,,,,
68084,sle2,brt1,,90,,,,,,,,,
68084,sle3,b2,,12,,,,,,,,,
68084,sle3,b3,,1,,,,,,,,,
68084,sle3,bart1,,763,,,,,,,,,
68084,sle3,brt1,,910,,,,,,,,,
68252,sma1,brt2,,381,,,,,,,,,
68252,sma2,b3,,13,,,,,,,,,
68252,sma2,brt2,,426,,,,,,,,,
68252,sma2,cr3,,21,,,,,,,,,
68252,sma2,,,27,,,,,,,,,
68252,sma3,b2,,15,,,,,,,,,
68252,sma3,b3,,7,,,,,,,,,
68252,sma3,brt2,,99,,,,,,,,,
68252,sma3,cr3,,41,,,,,,,,,
00081,smc1,,,5539,,,,,,,,,
31708,smc1,,,79,,,,,,,,,
68294,spa1,b2,,812,,,,,,,,,
68294,spa1,,,30,,,,,,,,,
68294,spa2,b3,,99,,,,,,,,,
68294,spa2,,,6,,,,,,,,,
68364,sra1,b1,,1093,,,,,,,,,
68364,sra1,b2,,131,,,,,,,,,
00041,sra2,b3,,20,,,,,,,,,
68364,sra2,b3,,5,,,,,,,,,
00041,sra2,cr4,,8,,,,,,,,,
68364,sra2,cr4,,614,,,,,,,,,
68364,sra2,,,2,,,,,,,,,
70098,sro1,b1,,1168,,,,,,,,,
00097,sro1,b2,,7,,,,,,,,,
70098,sro1,b2,,403,,,,,,,,,
70098,sro1,b3,,40,,,,,,,,,
70098,sro1,cr4,,27,,,,,,,,,
70098,sro2,b1,,1825,,,,,,,,,
00097,sro2,b2,,37,,,,,,,,,
70098,sro2,b2,,1010,,,,,,,,,
00097,sro2,b3,,6,,,,,,,,,
70098,sro2,b3,,155,,,,,,,,,
00097,sro2,,,5,,,,,,,,,
70098,sro2,,,210,,,,,,,,,
70098,sro3,b1,,9,,,,,,,,,
00097,sro3,b2,,62,,,,,,,,,
70098,sro3,b2,,398,,,,,,,,,
00097,sro3,b3,,365,,,,,,,,,
70098,sro3,b3,,969,,,,,,,,,
00097,sro3,,,4,,,,,,,,,
70098,sro3,,,450,,,,,,,,,
70098,sro4,b1,,55,,,,,,,,,
70098,sro4,b2,,879,,,,,,,,,
00097,sro4,b3,,1,,,,,,,,,
70098,sro4,b3,,326,,,,,,,,,
00097,sro4,cr4,,2,,,,,,,,,
70098,sro4,cr4,,699,,,,,,,,,
70098,sro4,,,45,,,,,,,,,
00097,sro5,b2,,93,,,,,,,,,
70098,sro5,b2,,65,,,,,,,,,
00097,sro5,b3,,111,,,,,,,,,
70098,sro5,b3,,422,,,,,,,,,
00097,sro5,,,800,,,,,,,,,
70098,sro5,,,1532,,,,,,,,,
73262,ssf1,b2,,732,,,,,,,,,
75630,sui1,b3,,12,,,,,,,,,
00095,sui1,,,2,,,,,,,,,
75630,sui1,,,1117,,,,,,,,,
77000,sun1,b3,,14,,,,,,,,,
77000,sun1,cr4,,532,,,,,,,,,
77000,sun1,,,139,,,,,,,,,
77000,sun2,b2,,440,,,,,,,,,
77000,sun2,brt2,,175,,,,,,,,,
77000,sun3,b1,,789,,,,,,,,,
77000,sun3,b2,,1542,,,,,,,,,
77000,sun3,b3,,73,,,,,,,,,
49670,sun3,brt2,,15,,,,,,,,,
69084,sun3,brt2,,7,,,,,,,,,
77000,sun3,brt2,,1349,,,,,,,,,
77000,sun3,lrt3,,34,,,,,,,,,
77000,sun4,lrt3,,174,,,,,,,,,
77000,sun5,b2,,17,,,,,,,,,
77000,sun5,b3,,14,,,,,,,,,
77000,sun5,lrt3,,165,,,,,,,,,
77000,sun6,b3,,5,,,,,,,,,
77000,sun6,lrt3,,243,,,,,,,,,
77000,sun6,,,139,,,,,,,,,
69084,sun7,lrt3,,2,,,,,,,,,
77000,sun7,lrt3,,116,,,,,,,,,
77000,sun8,lrt3,,711,,,,,,,,,
81204,uni1,b1,,19,,,,,,,,,
81204,uni1,b2,,5,,,,,,,,,
81204,uni1,bart2,,21,,,,,,,,,
81204,uni1,,,38,,,,,,,,,
81554,vac1,b2,,489,,,,,,,,,
81554,vac2,b3,,42,,,,,,,,,
81554,vac2,,,33,,,,,,,,,
81666,val1,b1,,529,,,,,,,,,
81666,val1,b2,,4,,,,,,,,,
81666,val1,b3,,7,,,,,,,,,
10345,vta1_a,lrt3,,684,,,,,,,,,
68000,vta1_a,lrt3,,1,,,,,,,,,
17610,vta1_b,b2,,10,,,,,,,,,
17610,vta1_b,brt2,,1167,,,,,,,,,
17610,vta1_b,,,159,,,,,,,,,
29504,vta1_c,b2,,185,,,,,,,,,
29504,vta1_c,,,416,,,,,,,,,
43280,vta1_d,b3,,54,,,,,,,,,
43280,vta1_d,,,74,,,,,,,,,
44112,vta1_e,lrt3,,43,,,,,,,,,
44112,vta1_e,,,131,,,,,,,,,
47766,vta1_f,b2,,14,,,,,,,,,
47766,vta1_f,bart2,,2,,,,,,,,,
47766,vta1_f,lrt3,,252,,,,,,,,,
55282,vta1_h,b1,,195,,,,,,,,,
55282,vta1_h,b2,,329,,,,,,,,,
55282,vta1_h,b3,,39,,,,,,,,,
55282,vta1_h,brt2,,931,,,,,,,,,
55282,vta1_h,brt3,,56,,,,,,,,,
55282,vta1_h,cr3,,1464,,,,,,,,,
55282,vta1_h,cr4,,1,,,,,,,,,
68000,vta1_i,b1,,1725,,,,,,,,,
00085,vta1_i,b2,,2,,,,,,,,,
68000,vta1_i,b2,,1057,,,,,,,,,
68000,vta1_i,b3,,950,,,,,,,,,
68000,vta1_i,bart2,,94,,,,,,,,,
00085,vta1_i,brt1,,156,,,,,,,,,
68000,vta1_i,brt1,,1258,,,,,,,,,
68000,vta1_i,brt2,,624,,,,,,,,,
68000,vta1_i,lrt2,,82,,,,,,,,,
00085,vta1_i,lrt3,,89,,,,,,,,,
68000,vta1_i,lrt3,,2970,,,,,,,,,
68000,vta1_i,,,7,,,,,,,,,
69084,vta1_j,b2,,2,,,,,,,,,
69084,vta1_j,b3,,16,,,,,,,,,
68000,vta1_j,brt2,,1,,,,,,,,,
69084,vta1_j,brt2,,364,,,,,,,,,
69084,vta1_j,cr4,,11,,,,,,,,,
68000,vta1_j,lrt3,,1,,,,,,,,,
69084,vta1_j,lrt3,,157,,,,,,,,,
70280,vta1_l,,,137,,,,,,,,,
77000,vta1_m,b1,,85,,,,,,,,,
77000,vta1_m,b2,,108,,,,,,,,,
77000,vta1_m,b3,,3,,,,,,,,,
77000,vta1_m,brt2,,82,,,,,,,,,
77000,vta1_m,lrt3,,136,,,,,,,,,
17610,vta1_m,,,7,,,,,,,,,
77000,vta1_m,,,768,,,,,,,,,
83346,wal1,b1,,30,,,,,,,,,
83346,wal1,b2,,1,,,,,,,,,
83346,wal1,b3,,74,,,,,,,,,
83346,wal1,bart3,,354,,,,,,,,,
00013,wcc1_a,b2,,681,,,,,,,,,
00013,wcc1_a,b3,,123,,,,,,,,,
57288,wcc1_a,b3,,14,,,,,,,,,
00013,wcc1_a,,,251,,,,,,,,,
21796,wcc1_c,b1,,1,,,,,,,,,
60620,wcc1_c,b1,,41,,,,,,,,,
60620,wcc1_c,b2,,162,,,,,,,,,
68294,wcc1_c,b2,,6,,,,,,,,,
60620,wcc1_c,b3,,19,,,,,,,,,
68294,wcc1_c,b3,,1,,,,,,,,,
60620,wcc1_c,bart2,,12,,,,,,,,,
33308,wcc1_g,b1,,10,,,,,,,,,
33308,wcc1_g,b2,,33,,,,,,,,,
33308,wcc1_g,b3,,50,,,,,,,,,
85922,win1,cr4,,845,,,,,,,,,
85922,win1,,,79,,,,,,,,,
00001,,b1,,291,,,,,,,,,
00081,,b1,,190,,,,,,,,,
00085,,b1,,48,,,,,,,,,
00095,,b1,,7,,,,,,,,,
00562,,b1,,69,,,,,,,,,
00674,,b1,,2634,,,,,,,,,
02252,,b1,,460,,,,,,,,,
06000,,b1,,5122,,,,,,,,,
14736,,b1,,41,,,,,,,,,
17918,,b1,,4110,,,,,,,,,
21796,,b1,,550,,,,,,,,,
22594,,b1,,497,,,,,,,,,
26000,,b1,,270,,,,,,,,,
33000,,b1,,199,,,,,,,,,
33308,,b1,,461,,,,,,,,,
43280,,b1,,126,,,,,,,,,
46870,,b1,,184,,,,,,,,,
47766,,b1,,694,,,,,,,,,
49670,,b1,,13,,,,,,,,,
53000,,b1,,3041,,,,,,,,,
55282,,b1,,400,,,,,,,,,
60620,,b1,,1188,,,,,,,,,
67000,,b1,,25921,,,,,,,,,
68000,,b1,,9554,,,,,,,,,
68084,,b1,,1278,,,,,,,,,
68252,,b1,,12,,,,,,,,,
68364,,b1,,188,,,,,,,,,
69084,,b1,,545,,,,,,,,,
70098,,b1,,1611,,,,,,,,,
73262,,b1,,84,,,,,,,,,
77000,,b1,,332,,,,,,,,,
81204,,b1,,1933,,,,,,,,,
81666,,b1,,1169,,,,,,,,,
83346,,b1,,96,,,,,,,,,
00001,,b2,,243,,,,,,,,,
00013,,b2,,2145,,,,,,,,,
00041,,b2,,2353,,,,,,,,,
00081,,b2,,941,,,,,,,,,
00085,,b2,,720,,,,,,,,,
00095,,b2,,16,,,,,,,,,
00097,,b2,,2,,,,,,,,,
00562,,b2,,1336,,,,,,,,,
00674,,b2,,1122,,,,,,,,,
02252,,b2,,1856,,,,,,,,,
03092,,b2,,28,,,,,,,,,
05108,,b2,,1161,,,,,,,,,
06000,,b2,,7301,,,,,,,,,
08142,,b2,,1451,,,,,,,,,
08310,,b2,,1,,,,,,,,,
10345,,b2,,4,,,,,,,,,
14736,,b2,,19,,,,,,,,,
16000,,b2,,536,,,,,,,,,
16462,,b2,,321,,,,,,,,,
17610,,b2,,322,,,,,,,,,
17918,,b2,,8535,,,,,,,,,
17988,,b2,,850,,,,,,,,,
20018,,b2,,497,,,,,,,,,
21796,,b2,,1248,,,,,,,,,
22594,,b2,,17,,,,,,,,,
23182,,b2,,3981,,,,,,,,,
26000,,b2,,5252,,,,,,,,,
29504,,b2,,2023,,,,,,,,,
33000,,b2,,7369,,,,,,,,,
33308,,b2,,1585,,,,,,,,,
40438,,b2,,516,,,,,,,,,
41992,,b2,,1167,,,,,,,,,
43280,,b2,,294,,,,,,,,,
43294,,b2,,122,,,,,,,,,
46114,,b2,,2026,,,,,,,,,
46870,,b2,,321,,,,,,,,,
47710,,b2,,549,,,,,,,,,
47766,,b2,,8734,,,,,,,,,
49278,,b2,,740,,,,,,,,,
49670,,b2,,981,,,,,,,,,
50916,,b2,,1518,,,,,,,,,
52582,,b2,,2003,,,,,,,,,
53000,,b2,,9798,,,,,,,,,
53070,,b2,,1028,,,,,,,,,
54806,,b2,,1101,,,,,,,,,
55282,,b2,,6100,,,,,,,,,
56938,,b2,,2087,,,,,,,,,
57288,,b2,,2209,,,,,,,,,
57456,,b2,,1373,,,,,,,,,
57764,,b2,,1451,,,,,,,,,
57792,,b2,,2869,,,,,,,,,
60102,,b2,,560,,,,,,,,,
60620,,b2,,9381,,,,,,,,,
62980,,b2,,801,,,,,,,,,
64434,,b2,,1599,,,,,,,,,
65028,,b2,,7,,,,,,,,,
65070,,b2,,520,,,,,,,,,
67000,,b2,,4738,,,,,,,,,
68000,,b2,,19876,,,,,,,,,
68084,,b2,,2457,,,,,,,,,
68252,,b2,,751,,,,,,,,,
68294,,b2,,3109,,,,,,,,,
68364,,b2,,2407,,,,,,,,,
68378,,b2,,288,,,,,,,,,
69084,,b2,,5139,,,,,,,,,
70098,,b2,,3182,,,,,,,,,
70280,,b2,,182,,,,,,,,,
70364,,b2,,1234,,,,,,,,,
73262,,b2,,3656,,,,,,,,,
77000,,b2,,2377,,,,,,,,,
78666,,b2,,123,,,,,,,,,
81204,,b2,,6298,,,,,,,,,
81554,,b2,,2632,,,,,,,,,
81666,,b2,,3767,,,,,,,,,
83346,,b2,,628,,,,,,,,,
00001,,b3,,3318,,,,,,,,,
00013,,b3,,3326,,,,,,,,,
00041,,b3,,3301,,,,,,,,,
00081,,b3,,524,,,,,,,,,
00085,,b3,,1555,,,,,,,,,
00095,,b3,,10,,,,,,,,,
00097,,b3,,3,,,,,,,,,
00562,,b3,,6414,,,,,,,,,
00674,,b3,,44,,,,,,,,,
02252,,b3,,11738,,,,,,,,,
03092,,b3,,48,,,,,,,,,
05108,,b3,,355,,,,,,,,,
06000,,b3,,296,,,,,,,,,
08142,,b3,,2267,,,,,,,,,
08310,,b3,,1196,,,,,,,,,
09066,,b3,,639,,,,,,,,,
10345,,b3,,751,,,,,,,,,
16000,,b3,,1827,,,,,,,,,
16462,,b3,,1879,,,,,,,,,
16560,,b3,,6,,,,,,,,,
17610,,b3,,2847,,,,,,,,,
17918,,b3,,1600,,,,,,,,,
20018,,b3,,2,,,,,,,,,
20956,,b3,,1773,,,,,,,,,
23168,,b3,,1882,,,,,,,,,
23182,,b3,,1119,,,,,,,,,
25338,,b3,,3026,,,,,,,,,
26000,,b3,,5623,,,,,,,,,
29504,,b3,,1437,,,,,,,,,
33000,,b3,,6964,,,,,,,,,
33308,,b3,,766,,,,,,,,,
33798,,b3,,97,,,,,,,,,
40438,,b3,,2702,,,,,,,,,
41992,,b3,,1467,,,,,,,,,
43280,,b3,,1328,,,,,,,,,
43294,,b3,,38,,,,,,,,,
44112,,b3,,213,,,,,,,,,
46114,,b3,,467,,,,,,,,,
46870,,b3,,1822,,,,,,,,,
47486,,b3,,237,,,,,,,,,
47710,,b3,,3504,,,,,,,,,
47766,,b3,,1007,,,,,,,,,
49278,,b3,,2629,,,,,,,,,
49670,,b3,,1821,,,,,,,,,
50258,,b3,,1549,,,,,,,,,
50916,,b3,,2190,,,,,,,,,
52582,,b3,,3829,,,,,,,,,
53000,,b3,,2477,,,,,,,,,
53070,,b3,,2265,,,,,,,,,
54806,,b3,,7246,,,,,,,,,
55282,,b3,,4816,,,,,,,,,
56784,,b3,,188,,,,,,,,,
56938,,b3,,1173,,,,,,,,,
57288,,b3,,1124,,,,,,,,,
57456,,b3,,2275,,,,,,,,,
57764,,b3,,460,,,,,,,,,
57792,,b3,,2956,,,,,,,,,
60102,,b3,,2768,,,,,,,,,
60620,,b3,,3536,,,,,,,,,
62546,,b3,,128,,,,,,,,,
62980,,b3,,2,,,,,,,,,
64434,,b3,,2435,,,,,,,,,
65028,,b3,,2430,,,,,,,,,
65070,,b3,,431,,,,,,,,,
67000,,b3,,11,,,,,,,,,
68000,,b3,,27411,,,,,,,,,
68084,,b3,,4075,,,,,,,,,
68252,,b3,,3663,,,,,,,,,
68294,,b3,,1222,,,,,,,,,
68364,,b3,,3147,,,,,,,,,
68378,,b3,,1123,,,,,,,,,
69084,,b3,,4078,,,,,,,,,
70098,,b3,,7147,,,,,,,,,
70280,,b3,,1304,,,,,,,,,
70364,,b3,,456,,,,,,,,,
73262,,b3,,4786,,,,,,,,,
75630,,b3,,2099,,,,,,,,,
77000,,b3,,3962,,,,,,,,,
81204,,b3,,1196,,,,,,,,,
81554,,b3,,7483,,,,,,,,,
81666,,b3,,3169,,,,,,,,,
83346,,b3,,3599,,,,,,,,,
00001,,bart1,,589,,,,,,,,,
17918,,bart1,,390,,,,,,,,,
53000,,bart1,,87,,,,,,,,,
67000,,bart1,,3025,,,,,,,,,
68084,,bart1,,1212,,,,,,,,,
00001,,bart2,,20,,,,,,,,,
00013,,bart2,,1,,,,,,,,,
00081,,bart2,,1,,,,,,,,,
00674,,bart2,,400,,,,,,,,,
06000,,bart2,,5381,,,,,,,,,
14736,,bart2,,37,,,,,,,,,
17918,,bart2,,240,,,,,,,,,
21796,,bart2,,3081,,,,,,,,,
26000,,bart2,,458,,,,,,,,,
33000,,bart2,,1789,,,,,,,,,
47766,,bart2,,61,,,,,,,,,
53000,,bart2,,39,,,,,,,,,
60620,,bart2,,1246,,,,,,,,,
65028,,bart2,,12,,,,,,,,,
68000,,bart2,,333,,,,,,,,,
69084,,bart2,,166,,,,,,,,,
73262,,bart2,,518,,,,,,,,,
81204,,bart2,,838,,,,,,,,,
00001,,bart3,,876,,,,,,,,,
00013,,bart3,,998,,,,,,,,,
00081,,bart3,,1,,,,,,,,,
02252,,bart3,,875,,,,,,,,,
06000,,bart3,,33,,,,,,,,,
09066,,bart3,,28,,,,,,,,,
16000,,bart3,,1871,,,,,,,,,
20018,,bart3,,47,,,,,,,,,
47486,,bart3,,250,,,,,,,,,
53000,,bart3,,11,,,,,,,,,
57456,,bart3,,557,,,,,,,,,
57764,,bart3,,9,,,,,,,,,
57792,,bart3,,64,,,,,,,,,
83346,,bart3,,1110,,,,,,,,,
39122,,bart3,,531,,,,,,,,,
54232,,bart3,,514,,,,,,,,,
00081,,brt1,,19,,,,,,,,,
00085,,brt1,,475,,,,,,,,,
06000,,brt1,,2484,,,,,,,,,
08310,,brt1,,5,,,,,,,,,
17918,,brt1,,472,,,,,,,,,
53000,,brt1,,61,,,,,,,,,
67000,,brt1,,16290,,,,,,,,,
68000,,brt1,,6284,,,,,,,,,
68084,,brt1,,1425,,,,,,,,,
00001,,brt2,,16,,,,,,,,,
00081,,brt2,,909,,,,,,,,,
00085,,brt2,,456,,,,,,,,,
00562,,brt2,,7286,,,,,,,,,
03092,,brt2,,691,,,,,,,,,
05108,,brt2,,1017,,,,,,,,,
09066,,brt2,,467,,,,,,,,,
17610,,brt2,,2599,,,,,,,,,
17918,,brt2,,819,,,,,,,,,
26000,,brt2,,1590,,,,,,,,,
33798,,brt2,,382,,,,,,,,,
43280,,brt2,,974,,,,,,,,,
46870,,brt2,,1210,,,,,,,,,
47486,,brt2,,676,,,,,,,,,
49670,,brt2,,357,,,,,,,,,
50916,,brt2,,719,,,,,,,,,
53000,,brt2,,14,,,,,,,,,
55282,,brt2,,1863,,,,,,,,,
60102,,brt2,,1302,,,,,,,,,
65028,,brt2,,797,,,,,,,,,
65070,,brt2,,686,,,,,,,,,
68000,,brt2,,3712,,,,,,,,,
68252,,brt2,,2312,,,,,,,,,
69084,,brt2,,7609,,,,,,,,,
73262,,brt2,,1540,,,,,,,,,
77000,,brt2,,893,,,,,,,,,
81204,,brt2,,153,,,,,,,,,
00001,,brt3,,3,,,,,,,,,
00081,,brt3,,1,,,,,,,,,
00085,,brt3,,268,,,,,,,,,
20956,,brt3,,180,,,,,,,,,
26000,,brt3,,11,,,,,,,,,
46870,,brt3,,1254,,,,,,,,,
50916,,brt3,,899,,,,,,,,,
53000,,brt3,,6352,,,,,,,,,
55282,,brt3,,416,,,,,,,,,
67000,,brt3,,7,,,,,,,,,
00085,,cr3,,2,,,,,,,,,
09066,,cr3,,23,,,,,,,,,
46870,,cr3,,1,,,,,,,,,
47486,,cr3,,5,,,,,,,,,
55282,,cr3,,1,,,,,,,,,
68000,,cr3,,2,,,,,,,,,
68252,,cr3,,537,,,,,,,,,
00041,,cr4,,98,,,,,,,,,
00081,,cr4,,1,,,,,,,,,
00097,,cr4,,2,,,,,,,,,
03092,,cr4,,15,,,,,,,,,
09066,,cr4,,841,,,,,,,,,
16560,,cr4,,473,,,,,,,,,
40438,,cr4,,689,,,,,,,,,
46870,,cr4,,2,,,,,,,,,
52582,,cr4,,1075,,,,,,,,,
55282,,cr4,,93,,,,,,,,,
56784,,cr4,,1330,,,,,,,,,
62546,,cr4,,3082,,,,,,,,,
