jurisdiction,pda_id,tpp_id,exp_id,count,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,place_type,notes
65070,,cr4,,1,,,,,,,,,
68252,,cr4,,1007,,,,,,,,,
68364,,cr4,,56,,,,,,,,,
69084,,cr4,,340,,,,,,,,,
70098,,cr4,,2,,,,,,,,,
73262,,cr4,,65,,,,,,,,,
77000,,cr4,,55,,,,,,,,,
85922,,cr4,,416,,,,,,,,,
67000,,lrt1,,9646,,,,,,,,,
00081,,lrt2,,9,,,,,,,,,
08310,,lrt2,,17,,,,,,,,,
17918,,lrt2,,282,,,,,,,,,
67000,,lrt2,,38150,,,,,,,,,
68000,,lrt2,,1341,,,,,,,,,
69084,,lrt2,,630,,,,,,,,,
00085,,lrt3,,2770,,,,,,,,,
10345,,lrt3,,7814,,,,,,,,,
44112,,lrt3,,2064,,,,,,,,,
47766,,lrt3,,2717,,,,,,,,,
48956,,lrt3,,120,,,,,,,,,
49670,,lrt3,,3575,,,,,,,,,
68000,,lrt3,,57020,,,,,,,,,
69084,,lrt3,,3312,,,,,,,,,
77000,,lrt3,,5148,,,,,,,,,
00001,,,,29584,,,,,,,,,
00013,,,,48144,,,,,,,,,
00041,,,,19615,,,,,,,,,
00055,,,,13375,,,,,,,,,
00081,,,,10542,,,,,,,,,
00085,,,,16168,,,,,,,,,
00095,,,,9379,,,,,,,,,
00097,,,,49310,,,,,,,,,
00562,,,,1917,,,,,,,,,
00674,,,,101,,,,,,,,,
01640,,,,5082,,,,,,,,,
02252,,,,16472,,,,,,,,,
03092,,,,1809,,,,,,,,,
05108,,,,5498,,,,,,,,,
05164,,,,956,,,,,,,,,
05290,,,,10315,,,,,,,,,
06000,,,,4421,,,,,,,,,
08142,,,,15699,,,,,,,,,
08310,,,,951,,,,,,,,,
09066,,,,2380,,,,,,,,,
09892,,,,1653,,,,,,,,,
10345,,,,1863,,,,,,,,,
13882,,,,4330,,,,,,,,,
14190,,,,2602,,,,,,,,,
14736,,,,102,,,,,,,,,
16000,,,,31011,,,,,,,,,
16462,,,,1452,,,,,,,,,
16560,,,,2072,,,,,,,,,
17610,,,,9439,,,,,,,,,
17918,,,,1953,,,,,,,,,
17988,,,,15399,,,,,,,,,
19402,,,,5565,,,,,,,,,
20018,,,,8686,,,,,,,,,
20956,,,,2256,,,,,,,,,
21796,,,,3383,,,,,,,,,
22594,,,,1,,,,,,,,,
23168,,,,1342,,,,,,,,,
23182,,,,25372,,,,,,,,,
25338,,,,6218,,,,,,,,,
26000,,,,30110,,,,,,,,,
29504,,,,8381,,,,,,,,,
31708,,,,6160,,,,,,,,,
33000,,,,13529,,,,,,,,,
33056,,,,4802,,,,,,,,,
33308,,,,4445,,,,,,,,,
33798,,,,3682,,,,,,,,,
39122,,,,7722,,,,,,,,,
40438,,,,457,,,,,,,,,
41992,,,,22532,,,,,,,,,
43280,,,,8078,,,,,,,,,
43294,,,,3047,,,,,,,,,
44112,,,,8374,,,,,,,,,
46114,,,,10023,,,,,,,,,
46870,,,,3856,,,,,,,,,
47486,,,,3891,,,,,,,,,
47710,,,,1612,,,,,,,,,
47766,,,,3034,,,,,,,,,
48956,,,,1134,,,,,,,,,
49187,,,,5681,,,,,,,,,
49278,,,,7513,,,,,,,,,
49670,,,,2972,,,,,,,,,
50258,,,,21138,,,,,,,,,
50916,,,,6131,,,,,,,,,
52582,,,,11642,,,,,,,,,
53000,,,,17875,,,,,,,,,
53070,,,,7853,,,,,,,,,
54232,,,,6679,,,,,,,,,
54806,,,,4624,,,,,,,,,
55282,,,,2989,,,,,,,,,
56784,,,,18066,,,,,,,,,
56938,,,,687,,,,,,,,,
57288,,,,2672,,,,,,,,,
57456,,,,9497,,,,,,,,,
57764,,,,8933,,,,,,,,,
57792,,,,15098,,,,,,,,,
58380,,,,1821,,,,,,,,,
60102,,,,13668,,,,,,,,,
60620,,,,8479,,,,,,,,,
60984,,,,4634,,,,,,,,,
62546,,,,7714,,,,,,,,,
62980,,,,183,,,,,,,,,
64140,,,,2278,,,,,,,,,
64434,,,,807,,,,,,,,,
65028,,,,5676,,,,,,,,,
65070,,,,7093,,,,,,,,,
67000,,,,54,,,,,,,,,
68000,,,,69137,,,,,,,,,
68084,,,,10248,,,,,,,,,
68252,,,,13107,,,,,,,,,
68294,,,,1429,,,,,,,,,
68364,,,,9945,,,,,,,,,
68378,,,,20559,,,,,,,,,
69084,,,,6062,,,,,,,,,
70098,,,,31899,,,,,,,,,
70280,,,,9657,,,,,,,,,
70364,,,,1642,,,,,,,,,
70770,,,,1233,,,,,,,,,
72646,,,,4875,,,,,,,,,
73262,,,,3849,,,,,,,,,
75630,,,,5746,,,,,,,,,
77000,,,,10388,,,,,,,,,
78666,,,,3449,,,,,,,,,
81204,,,,5656,,,,,,,,,
81554,,,,18951,,,,,,,,,
81666,,,,33373,,,,,,,,,
83346,,,,16140,,,,,,,,,
85922,,,,7622,,,,,,,,,
86440,,,,2427,,,,,,,,,
86930,,,,841,,,,,,,,,
