"taz","walk_subzone","walk_subzone_label","incQ","incQ_label","autoSuff","autoSuff_label","hasAV","num_persons","num_workers","num_workers_students"
1,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,41,14,18
1,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,3,3,3
1,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,27,5,7
1,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,12,3,5
1,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,6,4,4
1,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,3,2,3
1,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,5,2,3
1,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,9,6,7
1,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,3,3,3
1,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,3,3,3
1,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,10,10,10
2,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,189,38,92
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,141,17,52
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,74,15,40
2,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,38,16,22
2,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,2,2,2
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,53,17,29
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,13,5,8
2,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,31,16,24
2,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,8,4,8
2,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,15,7,15
2,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,35,20,22
2,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,32,22,26
2,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,18,10,13
2,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,4,2,2
2,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,33,25,27
2,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,12,7,7
2,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,128,63,82
3,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,245,67,97
3,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,2,2,2
3,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,2,2,2
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,61,11,18
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,19,6,7
3,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,85,48,60
3,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,4,2,4
3,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,2,2,2
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,26,9,11
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,13,9,11
3,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,34,29,33
3,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,4,2,3
3,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,7,6,6
3,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,10,5,5
3,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,12,9,9
3,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,20,11,15
3,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,4,4,4
3,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,42,39,42
3,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,5,2,4
3,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,10,7,7
4,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,123,35,49
4,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,2,1,2
4,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,66,13,22
4,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,28,9,12
4,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,23,14,14
4,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,34,14,20
4,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,17,10,13
4,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,7,6,6
4,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,2,2,2
4,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,2,2,2
4,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,9,6,7
4,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,13,9,9
4,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,3,3
4,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,19,18,19
4,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,10,8,8
4,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,65,48,51
5,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,480,150,223
5,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,185,45,67
5,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,75,18,33
5,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,110,63,70
5,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,29,19,21
5,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,17,12,13
5,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,65,37,38
5,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,29,21,23
5,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,26,22,23
5,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,2,2,2
5,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,10,8,10
5,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,14,12,13
5,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,25,18,18
5,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,20,16,18
5,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,18,14,14
5,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,70,64,67
5,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,6,5,5
5,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,41,26,29
6,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,1711,517,1189
6,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,68,40,52
6,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,14,9,12
6,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,354,108,195
6,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,162,43,123
6,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,725,563,629
6,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,210,147,173
6,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,160,105,134
6,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,189,123,131
6,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,123,88,97
6,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,263,214,231
6,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,123,101,105
6,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",1,102,93,93
6,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,21,12,16
6,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",1,63,43,59
6,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,118,106,111
6,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,44,39,44
6,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",1,203,180,198
6,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,8,6,6
6,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",1,33,28,28
7,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,3302,861,1347
7,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,41,29,35
7,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",1,18,8,10
7,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,567,94,153
7,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,235,52,81
7,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,1166,764,849
7,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,107,66,78
7,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,120,101,114
7,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,199,85,99
