household_id,building_id
1744756,242171
1701344,787245
106825,899508
1744317,612491
819869,345591
1859126,1305565
2378490,969157
36481,817712
2434262,929937
2182228,103046
2592226,1622407
2330982,1072917
2574918,62749
1172204,423436
2207039,1518093
2255443,799610
2497952,977085
1919736,647042
413158,224189
2378397,1543929
2434417,796283
1338670,688215
2046382,1539723
1989877,1108266
2376409,200775
2046588,1261021
1834797,388475
36496,515880
1213462,1691035
1929495,769138
2182252,1550878
819853,1126328
1990095,1508089
647475,955679
3373,1291575
1172244,1401979
2255347,1499480
944271,592585
726346,1027292
1286197,661209
2158745,1318620
1834877,1704423
2537782,1798219
485195,1131066
1584738,1688461
2497714,220094
2046364,1539452
2140563,264039
1744696,1538326
2378446,1497016
2555245,615913
2578099,1516802
36648,85608
2592116,1820311
1121687,33498
1962507,725137
1380080,1683046
2046683,1807491
2533545,1531765
2158769,1002796
1172187,156909
2255349,142044
2046210,1402544
2537692,587071
838300,1539652
2537699,923900
1902880,1575670
2207113,346089
2537722,643562
2376463,178482
634646,1281264
1929810,1551189
2378342,967993
106907,627612
413019,844514
1380130,128810
2207114,1127968
2207070,113451
1338530,1081077
615127,200959
1379873,992999
1032660,1336405
2307632,937277
2233198,1185501
726377,1761175
2182236,1647097
2046599,1216179
615129,1557270
1239033,271544
106868,598171
980593,277657
819861,692054
1496302,1396978
2233231,533623
2378373,483679
2537696,774075
413037,1056630
36448,1124388
3385,1024973
915396,1289532
2434622,738588
2551633,1756882
1039900,407472
1163860,1498238
1962524,1073115
2434372,1583643
1285946,1279882
546527,1841434
1962946,500820
106574,972766
1701360,1596832
2434423,646816
2046769,626021
1701192,1044310
2330545,1238033
2255308,1639827
2043664,108810
726486,1668138
413038,974190
357577,1632374
1205026,625751
2255415,832537
1973632,562934
1172208,1350074
2225140,350
2181855,1475472
357584,1474841
413138,1464134
2046430,1538073
2569967,1290707
1432687,21594
2255435,1598461
2140938,585208
2140666,1543838
1496078,1651911
2046572,314263
2378472,624736
2378306,1361031
2492625,547708
2537697,1097736
725977,1505608
726375,651683
726334,671353
2248668,1772108
1496091,1272752
1039856,760315
1701197,1015560
189526,639713
2255465,1485864
175057,1146696
2434515,557193
2181935,1673288
1882534,186205
1413029,1371382
2233516,625674
1929759,428179
2378391,1683490
1701097,692721
1520660,625522
1496083,769100
1989712,1666096
1919749,269131
2046649,1080488
106888,914087
1701367,1208522
1338648,1523023
1962528,193340
1989790,789012
726882,937800
240213,625679
1121701,785020
1989913,333826
2378360,1080452
2164605,1706526
1929539,234494
1882526,1195054
2255336,1112484
557603,1564845
2181984,1613545
838291,938942
357509,1419581
726556,543342
2434318,478280
1902825,1556952
2537635,1112577
1701062,1546052
2378351,1576441
2434452,254758
1413015,831665
1432535,1465368
1854040,640417
660704,1612869
1520645,1230294
2140994,200894
1286027,624722
413011,1448855
1172101,1791092
1744312,517257
2378676,1666648
2434201,1613203
162779,1216541
1652727,1428379
1413412,1719536
660637,1117205
1990540,815885
2027498,1283320
1213437,1354135
1701073,148039
106592,1479951
1902882,625668
1923050,795687
725822,190550
1990147,302757
2577961,457321
726523,1726642
1431940,816564
204347,817350
2207130,202009
69387,1752168
2498016,1438644
1874105,664055
2362195,625635
412975,391676
1929591,916463
1989950,1326777
485421,1625154
1532169,817519
2555223,1460721
1701053,1108822
1962845,492297
819883,1467179
600973,19626
2140953,594527
2378609,955448
660838,160697
1652728,625599
915469,516450
357572,1532065
1286488,625694
838341,594655
175149,362623
557583,550454
2046469,363843
1929775,128076
1919825,625762
660645,1831657
2043674,878701
2378547,808434
2528031,1133960
1078773,1054962
1900495,1701018
1529409,546314
1520642,817420
793325,455291
413115,1590889
2577962,1452386
1732451,993368
1413192,1282356
2578005,854486
838345,935720
1962495,481770
2181950,806615
1929742,641756
838315,55061
1432554,317601
726421,1209408
149932,1251332
864544,965646
1990182,1430667
660721,767209
1286080,1413884
2331031,1670226
1989711,24955
1121656,278584
1379942,938871
1989910,186430
1146570,1117804
2537702,1670784
793315,1535338
2207138,608440
2378730,1564420
1286245,56486
1121747,1220105
1902809,1545819
536645,494593
260741,1679798
1907254,1708237
2378371,937333
912727,1646666
357582,492371
2577690,982786
1962912,1230933
2434494,670925
2378440,513236
36710,730166
1520643,253307
2207132,989146
1496269,655140
725812,419631
1276883,1552090
1859106,1539414
2046433,866069
864590,1312050
36735,962193
2536987,874948
1551447,625497
413150,1032344
36689,953191
1990101,629823
907870,1583765
2365993,1335292
1431941,1562999
2331143,1667778
2537777,1250514
2255337,1593467
1605575,59415
1989818,1343964
793329,199752
1496293,624717
36657,379518
2140565,1036458
2330995,619157
1962424,807492
1172255,521904
2520771,1446924
1744734,409198
2533525,1778343
1285967,1280180
1379893,1719618
1338508,908629
1989907,470952
2378602,968099
1496286,1465112
1286037,1174769
2378476,1419716
2433083,696753
1146664,671122
413083,259423
2140520,1831283
1834884,1520833
1962927,1613471
1523070,728144
3345,406090
1929575,1472985
1121650,1169745
1990550,1709285
2046075,1669818
949321,1467914
210181,521435
2157588,1596130
2533513,602150
557601,1642861
898850,460295
2378698,476382
1895829,873301
1064547,408502
2181929,1640040
2182193,1646429
775781,857886
1523011,771472
647530,1799819
1854001,162518
36728,1501197
1338772,1457612
2255294,1777975
2046700,1835984
162689,680038
2182246,1202007
2378652,560695
1834857,405018
2046432,671346
1538375,744298
1990083,1823008
2164616,187120
1701173,805554
1990043,786652
2307540,817133
660850,154717
1413401,1369836
1853991,1285366
1929488,108031
2434473,1677867
726484,598012
1907256,1223266
2182209,677247
2207095,1351281
2537718,456244
106576,1228871
1989912,491355
793314,269180
2255423,1103514
2331243,603735
2578041,384854
1834921,480727
2046257,1080453
660855,1350165
726413,263477
1285947,1473681
1121637,822877
2225092,375522
2378626,856755
106822,368589
1338496,619036
1919721,905742
725781,30967
2181870,207253
1276835,1828848
2046391,201762
660689,584758
2141031,1017081
557633,78818
233268,937232
1744732,1285358
2181835,729317
485466,1680190
1365054,636349
1538388,1352082
2554850,184402
3399,1285345
1989764,938722
2046413,128970
2046371,607238
1338623,636423
1379962,625746
1520644,304794
1121669,511642
1286001,1562784
1172418,1422818
2434675,1571834
2378949,360789
2233513,677063
1989967,1291489
2592117,441398
2378605,138570
980590,1531624
1962941,1783540
1172076,373926
726561,96778
1432515,842139
1834873,932865
1286017,841677
2434894,1098167
1930173,1080775
1365215,231340
1039889,1634020
2255244,1523307
2378410,586679
2255436,1177357
2537026,746142
396940,86469
2140607,1646514
2307506,932431
980611,1352347
1990549,1125070
1338497,199106
2331069,425767
2141002,1832414
149928,201011
1989963,129760
1413170,1840615
2376496,140088
2255346,1680197
2307461,281516
2225085,626018
1990537,1497313
36702,1479658
1523076,1539095
1919734,1690259
1652783,496027
2307530,1815112
296136,1779517
2584855,1260926
1701082,282950
1285957,40113
2046451,902743
2046644,1713979
915477,150259
1496111,1195875
1988275,228631
1923042,1437336
1744684,592304
2555208,278996
1929500,1382020
2520774,182571
36644,239744
1744717,462355
2574770,551322
1989733,1070257
600971,1428858
3374,1397392
1172232,343011
2592119,651455
1744707,1631648
1146577,902862
915397,1346894
2181913,1202234
1929622,1263752
1929516,881732
36732,30988
3398,1244437
2027609,1719937
106860,516463
2528029,1829476
412977,493486
1121697,329566
647485,200823
2046656,85028
2046409,1204127
1339195,724941
1121704,137804
1989989,1652744
2362187,561387
2378595,1013903
1989754,560833
2181844,1269689
2574951,1250092
2434477,104072
726558,186499
1286030,625372
2537780,1490686
1930169,365270
1989760,1473226
1432534,1808283
1338601,528310
557586,1579245
106636,276870
1338745,1246321
1598001,1465500
2378478,1360897
2588816,922086
1172207,780936
1286202,433677
1988280,875436
1529415,603032
2378699,1497182
2046342,427269
775573,1801899
1667653,1342619
1989936,383422
2248667,1558411
1229525,1633303
2141038,625383
2592221,641345
2141088,786219
1989971,1232977
1379953,587259
1701046,907280
1286485,221148
2233160,280378
2537643,717453
1039831,1414494
2182219,1146030
1929693,872895
864530,937301
838144,881725
1172227,570946
1605381,482311
2046395,1369947
2331137,305025
725980,817190
864594,201185
2284650,224551
2046351,78191
2378735,1398637
2307547,1358645
1973629,590492
1929508,520106
1338629,808292
1990553,1285939
2046179,148231
2434583,1702080
2181827,132607
2497951,719980
1413178,322630
1834817,70305
2046022,433477
2046270,1024823
2378597,1472254
485236,1369911
240214,813186
2046178,142355
2378493,1261171
106634,814372
2592105,1683046
2307469,1447548
2140959,1571825
1270111,17006
2046753,701005
1886976,857886
726388,876109
775829,973967
1584712,180381
1146670,1714137
898861,255835
106599,1539380
1973640,194655
1854038,1499088
1701362,496144
2043656,1103673
2046359,1636052
2233517,795935
2233080,202530
2537771,675534
2378745,595366
1834909,857800
1886963,1563472
1744854,928163
1919818,281469
1962905,937370
2047350,424638
2202913,370293
1286260,625975
1243851,1829827
2492659,1586537
2378354,1080809
1172178,1561624
1100775,1813601
1962542,991675
1882494,1041391
2517978,1575372
1886975,510252
149864,965871
1929635,489447
296130,23946
2248676,1063367
2555207,1285470
1432492,1285548
2434597,1036676
819801,1231925
1928250,1828514
1744746,1285921
2233284,324429
2248670,363392
2158765,261245
1990154,361102
2207123,1261260
2378663,902892
2254529,1351693
106896,345875
2182010,1792250
2578055,87727
1432477,379344
2378291,364697
1929801,930672
2498006,1209457
36674,1718835
726474,255658
413135,545760
1982191,1569250
2046641,1663149
2182162,456391
2434227,660976
1859100,381052
1744677,1232383
1432456,795521
793326,370569
2046748,1558742
2434340,560598
485549,380319
1701078,925977
2376520,964074
1989732,605708
1929735,723383
2207267,1711026
1121660,1475186
1163817,659058
1338701,599448
2362191,1508207
2498005,122038
1413169,962760
413045,727946
2254535,398436
2046117,185143
189556,1036008
2182004,1539003
485122,835410
1929800,1552665
1989740,200789
1172186,784223
1121716,1539287
1413175,1627062
1146616,1687869
189558,881540
2233194,1669321
2255488,739220
2537705,129793
2182171,409475
2158742,1080734
1834908,1060337
2592263,357263
1172413,916884
1605584,1603205
1432393,1305899
2158738,598220
2046005,671000
634716,1780590
725916,929251
1929686,1212857
2046650,1161896
189520,766367
2046136,918485
413102,1457643
1701357,159371
265940,306284
726267,836261
2434590,977010
1886843,1715227
2378414,1216674
2378515,1715163
1695728,478794
2232430,1755288
2284697,344105
2378382,127382
175151,841609
1834811,37588
1172086,19795
2181946,1323192
726459,1301283
557602,1093727
2378669,1285976
971701,60365
2434319,796185
106902,973905
2046684,723678
2376448,1552789
1814390,1363906
1886957,601204
1732445,415904
1039857,388089
1929537,810465
2046640,495387
106596,1505735
1990527,596676
1172412,1438627
1496059,1176133
1496057,562748
3364,1260221
1213485,141651
1990028,625598
1652790,247842
1379977,509377
413303,972498
1121634,399897
1989891,1505838
2434468,565728
2433093,1837271
2157566,867936
1338686,1466937
1121662,1709047
1823806,1834178
2046541,692052
1365191,1590527
726895,1775736
2551648,1409820
2307466,1611237
2046402,290210
1989792,1800825
1276829,857354
2331262,625446
1834899,472004
726537,44621
2043619,317344
485418,778237
1990066,412958
1882504,1508332
2255233,129650
990303,80142
2434453,523672
1854002,1171615
1973186,1255495
1172403,126384
1163820,970000
1364856,1249028
2255506,828662
2046446,437206
2434432,1722073
2537672,1228717
1834897,1539555
1365090,516467
726002,1395021
2181995,1285566
2207122,1457585
2307460,422206
2592243,167613
647480,1269014
2255242,796386
2434497,831101
819905,535644
922725,152234
1338541,671998
725806,1172601
2181944,1539257
1989858,1390224
1286171,1529303
1929737,1200396
2255407,795700
1858974,1810683
2140946,635154
1626987,1230223
485486,223416
2255429,546539
1989730,328274
1834791,1699757
1744693,16711
1432408,671352
1379913,48847
2434582,952042
1523066,225487
485193,1707120
1413191,218208
1584724,612216
2307554,1060244
485578,611108
2233109,521958
1213483,1539722
36763,197202
1286086,1315655
413193,1244613
725853,1575949
357527,1005617
36458,403613
2323917,854858
413123,1187044
546573,1013853
1929796,471978
1923039,979459
1834880,1577244
149848,641814
1538394,1083946
775824,1826674
2046636,872651
1172190,1836366
1379976,1271200
1990071,196769
2378967,1754935
1432681,1556009
2331239,838650
887393,1175329
1962948,557595
1902818,807469
2046173,1543951
2233090,625745
2140567,785931
2255319,513738
357511,141344
2027620,1360924
36661,1686407
1338545,1282957
726426,1273080
1732468,1061428
2498010,1493775
2046673,984779
1285192,654526
2182175,1802119
838381,38207
1923052,508659
412966,352287
2043646,617094
2520770,1480883
2378657,494488
2555194,591933
726023,609032
2045995,804233
1432448,1357748
413073,441291
1523046,619410
2378688,1106727
819892,1489979
2225155,1399695
2046111,296024
1039943,83759
634676,636316
1584711,37003
1923059,368262
1413193,1562631
1538382,795607
1882537,785850
1989849,1165950
1990113,1025548
725814,1228329
2046582,56554
233267,1397701
1496084,1646790
413113,1052688
634666,135030
2307485,606892
485181,1098546
1962975,1589058
2378666,1419693
485432,813248
634681,930778
2164621,513777
1923051,1815477
2225202,1778852
1701086,1612618
2434671,1546169
1523034,572960
162694,1369402
1962508,625457
1989719,1615996
2597102,1246026
36700,988993
1929610,332168
2376466,1357252
2255620,1350521
1834343,1028169
413087,1080834
1990578,625427
2046227,934504
1432417,603666
1121622,271330
1962959,964233
2537704,1531139
189553,264197
1523077,990619
36771,981513
1834333,923221
485138,1173336
2537644,258776
1989923,1551608
613768,100328
1989797,49283
1973612,129604
1598015,1291977
2157547,1171024
1379934,1174747
2520777,1377840
2434450,185917
485124,1201309
1834779,1463658
647498,1398548
3424,1457514
2046316,1342869
2331067,976810
647437,672162
1432485,1527747
1163864,1317556
1990078,625950
2140974,690277
2255231,1539145
1962539,129602
1338618,1289609
2158627,959538
2182218,1642752
1962891,1383996
36501,1113714
413026,1787017
1432426,1802274
725952,1695759
1834320,281475
819802,1077092
1701077,981907
2588804,307503
2376494,286346
615138,1206973
819899,1419476
2578018,845834
2434275,1285979
1146666,563404
2434480,1815036
2046034,1379051
615131,1189232
1432473,1209980
1695649,1410159
1929785,70830
1834827,1584251
2232406,1113856
1121723,1061298
1365092,954041
1146574,925982
1990187,483438
1584740,1369695
2323926,1719669
1520669,1539222
2233244,878273
2181927,900188
1744730,156382
2043714,1285697
412946,813824
1551441,1260303
2434434,1260910
2046583,1294537
2287396,67818
2046079,1623621
775831,1646735
775780,1174794
647537,461714
1286181,1556574
1990530,1179698
2284658,1629284
600982,624691
1744688,1508252
1529402,1080622
2046337,1384971
775823,148012
2307556,1133650
2434660,277610
2225151,1584347
1929641,533759
2202880,617155
412950,1683686
106891,615076
2046721,860787
2157550,1564114
1834814,1368237
1172184,1836576
1270104,815653
2331065,1169206
647473,1109653
1701106,930032
2181911,358544
1962874,640073
2046082,1680748
2378589,908376
2378485,1028296
2569972,1649604
1032658,364477
2207042,632190
1276897,1555531
1078797,792608
2378593,1352840
1520650,955007
2378458,1508349
1146555,865944
935537,415065
1146656,86567
1380129,1308007
1584733,452129
2434499,809474
3427,1080727
557725,1135263
1962409,834907
1529414,1842967
2233300,977735
2046556,275317
2378421,849650
106805,282176
889073,44702
1584707,960120
2207121,253041
1732446,1204586
1882505,1368909
1172160,455018
1286110,1170722
1338474,841384
2158713,1531961
1854042,1565803
2182186,1801695
413293,234494
2232412,671135
2181901,202982
615134,1557591
2046634,404000
1286158,1704403
2182234,472546
1990069,647901
2046566,1582992
2376447,1488820
1744698,143036
864603,795716
2592102,1371954
2046426,144369
2158622,327510
2307633,807171
1962880,780087
346838,429281
2331258,1750069
485526,1116766
2536983,1663222
2378586,602056
1121667,216995
1338150,242557
962955,1759434
2330998,1000782
2574936,1558323
1286465,887826
1338159,992055
1990075,990634
634647,1352677
1379983,1376698
2602720,1411166
1989843,638427
1286468,1203175
660732,641336
942463,509073
1146663,347280
647449,1428713
2379028,340485
175068,1498164
2046727,229434
2255324,256012
485512,511775
2307536,864786
1121733,1101736
725963,953370
2596996,1272594
1834901,511518
2140955,781219
1605382,87641
660741,1261234
726538,1415388
2537032,1539743
1496064,1188034
1338659,1554099
1121657,285049
726458,1077831
1929806,1177128
2592237,1285440
413171,154134
2255254,667348
107036,1283535
660680,1063829
2307533,1544779
2537731,1285334
2158733,1578409
935505,1182646
557630,1833513
885742,895761
1121722,264503
1532185,424718
647419,625451
726520,1835405
149918,634431
726319,793458
2434388,1608992
1584723,817174
1286221,1253390
2434474,1669520
1286250,1296110
1929670,320520
2537664,618985
413104,937536
2046628,1515998
557655,506582
647493,1765187
2597100,849353
793309,172008
1172195,1025455
2378612,1257932
1365070,752647
725959,375991
2434294,331784
2182181,1707517
2046169,547089
1744742,1776227
1989810,171676
1990575,697847
1834828,1645811
1923045,260176
2158621,1072123
1338770,1370667
1286003,92430
1701133,671053
1121673,742011
2434550,1555126
726438,586548
2254548,1098077
1691263,1170025
2537024,1259951
1529389,1253981
2255371,1273981
2497718,1357687
2378984,357923
2331242,1320760
106602,1719577
1039833,1779863
2233197,229237
647511,514343
885736,1029020
2378580,1383519
2378513,499448
1338142,1553981
2004094,1447297
2151626,749378
1183576,1470490
1645564,735631
122224,991833
1035007,279337
1573080,1670042
802198,1361331
12813,1068781
1391978,773942
2204127,1453664
2006723,1369466
595256,715675
616834,184642
1629499,254746
47573,1331817
1391664,1119456
1085054,1442353
1759569,826565
2006782,1071557
1541722,1278618
603514,166012
1509488,355247
1392409,795711
2081745,1405125
120601,923325
1939683,1647075
334461,414167
828378,763876
2399906,1538297
1689404,1016827
623246,454592
2002785,347007
1558700,1807530
674210,1093848
947099,1484920
616736,1093753
2503980,828538
973222,702258
966357,72716
429111,1815891
1558847,168953
196186,620120
2081274,878236
2082123,1614799
1572945,54512
2030753,235765
802246,1539422
1045590,245594
121668,1204621
1391715,212103
429123,819295
315233,742211
567340,962474
746867,1662560
2504108,1841120
213826,1735965
943343,1248358
1662661,557368
2213835,789435
2503974,77954
2081833,560840
594251,1464635
801923,1302549
268733,1080441
2082001,1028248
801763,1352216
674863,1630637
2318894,1165353
2315856,529741
802157,1260977
1678977,797577
2193670,491857
1645370,607212
625826,1539381
122160,186687
1692804,1649839
998038,138806
1301146,353384
616796,1463341
1558881,742158
1916850,613914
966217,1349243
674339,974303
1352542,625201
1692812,180170
1300934,1319256
1445433,938854
2349801,1564145
890856,1419540
1070181,265180
1840667,560927
1579706,614484
1662213,808992
2318758,348874
616660,923233
2318842,795501
1301657,1550373
392313,1677953
76596,26907
428413,1362016
1758727,740745
2213668,5482
1863205,1819515
1524587,1539460
121605,72485
844120,1419713
674484,1311981
2080819,621821
1112422,1283385
271809,1276374
1559120,854182
780613,625468
429354,718450
205512,782237
428527,1097897
1240404,950464
195815,1271161
918923,1578340
1451837,983522
1863083,980267
428501,225099
2318654,1165331
2318827,1238469
746751,534693
1713282,345914
1392393,1260953
1450507,292904
2173020,44086
167807,1410636
1266468,970484
327495,1150749
1679360,1129230
1392185,1592471
1158031,1808329
1609983,553253
1712936,767141
1559075,198171
616716,411309
931287,82055
2351275,671951
2604651,719042
1689261,755342
1662382,1413281
2265602,1539388
1148508,190286
1662545,196414
2193793,280346
1005080,1383358
2504100,1646628
47185,1282145
2006405,27719
2265649,1539288
1509208,542527
2318793,536275
2173149,325330
334688,394105
205986,81713
747303,1663577
746933,1682424
213933,1598763
263496,992421
2399809,1356038
289528,1261306
1126530,964400
1452149,1342731
1759522,735118
1047378,913778
1230663,313403
966267,1260941
502836,858242
1811461,830548
2459202,1539656
121336,362624
828513,565710
1754806,1013898
2265427,1330188
1148491,1469339
938056,80383
1645270,1590724
195798,253741
2570948,1161872
747487,506447
121544,493435
1450808,178156
1509487,927839
1559038,1593738
966285,1682690
2586374,1080858
1609926,1118253
638699,490660
674266,1246646
2030845,1124397
1679025,349240
1572902,264426
1609878,1791003
12950,1166539
1451904,636412
337144,493637
1183387,711348
1542957,340337
2006821,1261309
988562,514962
1206850,971001
2006646,491611
2301095,1728427
2151452,973076
1840718,1640361
673970,674074
428808,1522057
673533,1796621
1543122,1606477
828304,1464842
2530644,1520852
299948,718588
1645531,1680402
567895,73512
1183280,1072872
155236,577093
1763024,1285792
1863148,1776135
2349320,1714037
747488,1473879
2350042,139070
1542825,675874
