id,juris,city,name,min_far,max_far,max_height,min_front_setback,max_front_setback,side_setback,rear_setback,min_dua,max_dua,coverage,max_du_per_parcel,min_lot_size,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME
10586,85,Brentwood,PD-64,,,,,,,,,,,,,x,x,,,,,,,,x,,,,
10587,85,Brentwood,PD-65,,,30,20,,,,,12.4,,,,x,x,,,,,,,,,,,,
10601,86,Clayton,203 - Rural Estate,,,35,,,,,0,1,,,,x,,,,,,,,,,,,,
10602,86,Clayton,203 - Low Density Residential,,,35,,,,,1.1,3,,,,x,,,,,,,,,,,,,
10603,86,Clayton,203 - Medium Density Residential,,,35,,,,,3.1,5,,,,x,,,,,,,,,,,,,
10604,86,Clayton,203 - High Density Residential,,,35,,,,,5.1,7.5,,,,x,,,,,,,,,,,,,
10605,86,Clayton,203 - Multi-Family Low Density Residential,,0.5,35,,,,,7.6,10,0.25,,,x,x,,,,,,,,,,,,
10606,86,Clayton,203 - Multi-Family Medium Density Residential,,0.5,35,,,,,10.1,15,0.25,,,x,x,x,,,,,,,,,,,
10607,86,Clayton,203 - Institutional Density Residential,,0.5,35,,,,,7.6,20,0.25,,,x,x,x,,,,,,,,,,,
10608,86,Clayton,203 - Town Center,,,40,,,,,,,,,,,x,x,x,x,,,,,x,,x,x,
10611,86,Clayton,203 - Cultural Center,,,,,,,,,,,,,,,,x,,,,,,,,,,
10612,86,Clayton,203 - Public/Quasi Public,,,,,,,,,,,,,,,,x,,x,,,,,,,,
10613,86,Clayton,203 - Schools,,,,,,,,,,,,,,,,,,x,,,,,,,,
10614,86,Clayton,203 - Public/Private Park,,,,,,,,,,,,,,,,,,,,,,,,,,
10615,86,Clayton,203 - Open Space,,,,,,,,,,,,,,,,,,,,,,,,,,
10616,86,Clayton,203 - Open Space,,,,,,,,,,,,,,,,,,,,,,,,,,
10617,86,Clayton,203 - Open Space,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,87,Concord,RR,,,,,,,,,2.5,,,,x,,,,,,,,,,,,,
10702,87,Concord,LDR,,,,,,,,2.5,10,,,,x,x,,,,,,,,,,,,
10703,87,Concord,MDR,,,,,,,,11,32,,,,x,x,x,,,,,,,,,,,
10704,87,Concord,HDR,,,,,,,,33,100,,,,,,,,,,,,,,,,,
10705,87,Concord,DTPD,,4,,,,,,,100,,,,,,x,x,,,,,,x,,x,x,x
10706,87,Concord,CMU,,1,,,,,,,40,,,,,,x,x,,,,,,x,,x,x,x
10707,87,Concord,WCMU,,4,,,,,,,,,,,,,,x,,,,,,,,,,x
10708,87,Concord,DTMU,,6,,,,,,,100,,,,,,x,x,x,,,,,x,,x,x,x
10709,87,Concord,IMU,,1,,,,,,,,,,,,,,x,,,x,x,,,,,,x
10710,87,Concord,SC,,0.8,,,,,,,,,,,,,,,,,x,x,,,,,,
10711,87,Concord,NC,,0.35,,,,,,,24,,,,,,x,,,,,,,x,,,,
10712,87,Concord,RC,,0.5,,,,,,,,,,,,,,,x,,,x,,x,x,,,
10713,87,Concord,CO,,1,,,,,,,,,,,,,,x,,,,,,,,,,
10714,87,Concord,BP,,0.8,,,,,,,,,,,,,,x,,,x,x,,,,,,
10715,87,Concord,HI,,0.6,,,,,,,,,,,,,,,,,,,x,,,,,
10716,87,Concord,PQP,,1.5,,,,,,,,,,,,,,x,,x,x,x,,,,,,
10717,87,Concord,PQPHMC,,,,,,,,,,,,,,,,x,,,x,,,,,,,
10718,87,Concord,CNWS_I,,,,,,,,,,,,,,,,,,,,,,,,,,
10719,87,Concord,CNWS_T,,,,,,,,,,,,,,,,,,,,,,,,,,
10720,87,Concord,WRC,,,,,,,,,,,,,,,,,,,,,,,,,,
10721,87,Concord,P,,,,,,,,,,,,,,,,,,,,,,,,,,
10722,87,Concord,OS,,,,,,,,,,,,,,,,,,,,,,,,,,
10723,87,Concord,RCNSV,,,,,,,,,0.05,,,,,,,,,,,,,,,,,
10801,88,Danville,218 - Rural Residential,,,,,,,,,0.2,,,,x,x,,,,,,,,,,,,
10802,88,Danville,218 - Country Estates,,,,,,,,,1,,,1,x,x,,,,,,,,,,,,
10803,88,Danville,218 - Single Family - Low Density Residential,,,,,,,,1,3,,,,x,x,,,,,,,,,,,,
10804,88,Danville,218 - Single Family - Medium Density Residential,,,,,,,,3,5,,,,x,x,,,,,,,,,,,,
10805,88,Danville,218 - Single/Multiple Family,,,,,,,,4,7,,,,x,x,x,,,,,,,,,,,
10806,88,Danville,218 - Multiple Family - Low Density Residential,,,,,,,,7,12,,,,,,x,,,,,,,,,,,
10807,88,Danville,218 - Multiple Family - Medium Density Residential,,,,,,,,13,17,,,,,,x,,,,,,,,,,,
10808,88,Danville,218 - Multiple Family - Medium Density Residential,,,,,,,,18,22,,,,,,x,,,,,,,,,,,
10809,88,Danville,218 - Commercial,,0.35,,,,,,,,,,,,,,,,,,,,,,,x,
10810,88,Danville,218 - Specialized Commercial,,0.35,,,,,,,,,,,,,,,,,,,,,,,x,
10811,88,Danville,218 - Limited Office,,0.6,,,,,,,,,,0,,,,x,,,,,,,,,,
10812,88,Danville,218 - Mixed Use,0.25,0.7,,,,,,,22,,,,,,x,x,,,,,,x,,x,x,x
10813,88,Danville,218 - Controlled Manufacturing,,0.4,,,,,,,,,,,,,,x,,,x,x,,,,,,
10814,88,Danville,218 - Public and Semi-Public,,,,,,,,,,,,,,,,x,,x,,,,,,,,
10815,88,Danville,218 - General Open Space,,,,,,,,,0.2,,,,,,,,,,,,,,,,,
10816,88,Danville,218 - Agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,
10817,88,Danville,218 - Parks and Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,
10818,88,Danville,218 - Downtown Master Plan,,0.8,35,,,,,,22,,,,,x,x,x,,,,,,x,,,x,x
10901,89,El Cerrito,RS-20,,,30,30,,12,25,,2.178,0.5,1,20000,x,,,,,x,,,,,,,,
10902,89,El Cerrito,RS-10,,,30,20,,6,20,,4.356,0.5,1,10000,x,,,,,x,,,,,,,,
10903,89,El Cerrito,"RS-10, PD",,,30,20,,6,20,,4.356,0.5,1,10000,x,,,,,x,,,,,,,,
10904,89,El Cerrito,RS-7.5,,,30,20,,6,15,,5.808,0.5,1,7500,x,,,,,x,,,,,,,,
10905,89,El Cerrito,RS,,,30,10,,5,15,,8.712,0.5,1,5000,x,,,,,x,,,,,,,,
10906,89,El Cerrito,"RS, PD",,,30,10,,5,15,,8.712,0.5,1,5000,x,,,,,x,,,,,,,,
10907,89,El Cerrito,RD,,,30,10,,5,15,,17.424,0.5,2,5000,x,x,,,,x,,,,,,,,
10908,89,El Cerrito,"RD, PD",,,30,10,,5,15,,17.424,0.5,2,5000,x,x,,,,x,,,,,,,,
10909,89,El Cerrito,RM,,,35,10,,5,15,,34.848,0.6,,5000,x,x,x,,,x,,,,,,,,
10910,89,El Cerrito,"RM, PD",,,35,10,,5,15,,34.848,0.6,,5000,x,x,x,,,x,,,,,,,,
10911,89,El Cerrito,NC,,1,35,0,,0,0,,25,,,2000,x,x,x,x,x,x,,,,x,x,,,
10912,89,El Cerrito,"NC, PD",,1,35,0,,0,0,,25,,,2000,x,x,x,x,x,x,,,,x,x,,,
10913,89,El Cerrito,TOM,,3,50,0,,0,0,,45,,,5000,x,x,x,x,x,x,,,,x,x,,,
10914,89,El Cerrito,"TOM, PD",,3,50,0,,0,0,,45,,,5000,x,x,x,x,x,x,,,,x,x,,,
10915,89,El Cerrito,CC,,3,35,0,,0,0,,45,,,5000,x,x,x,x,x,x,x,x,x,x,x,,,
10916,89,El Cerrito,PS,,,,,,,,,,,,,,,,,,x,,,,,,,,
10917,89,El Cerrito,"PS, PD",,,,,,,,,,,,,,,,,,x,,,,,,,,
10918,89,El Cerrito,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
10919,89,El Cerrito,OS-N,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,90,Hercules,206 - Single Family Estate,,,35,,,,,1,2,,,,x,,,,,,,,,,,,,
11002,90,Hercules,206 - Single Family Low Density Residential,,,35,,,,,2,7,,,,x,,,,,,,,,,,,,
11003,90,Hercules,206 - Multi-Family Low Density Residential,,,45,,,,,,12,,,,x,x,x,,,,,,,,,,,
11004,90,Hercules,206 - Multi-Family Medium Density Residential,,,60,,,,,12,30,,,,,x,x,,,,,,,,,,,
11005,90,Hercules,206 - Commercial - Public,,1,,,,,,,,,,,,,,x,,,,,x,x,x,,,
11006,90,Hercules,206 - Community Commercial,0.2,1,,,,,,,,,,,,,,x,,,,,,x,,,,
11007,90,Hercules,206 - General Commercial,0.2,,,,,,,,,,,,,,,x,,,,,,x,x,,,
11008,90,Hercules,206 - Historic Town Center,0.15,0.4,,,,,,,17,,,,,,x,x,,,,,,x,,x,x,x
11009,90,Hercules,206 - Industrial,0.3,0.5,,,,,,,,,,,,,,,,,x,x,x,,,,,
11010,90,Hercules,206 - Industrial Residential,,0.5,40,,,,,,25,,,,,x,x,x,,,x,,,,,,,
11011,90,Hercules,206 - Planned Commercial Industrial,0.25,0.5,,,,,,,,,,,,,,x,,,x,,,x,,,,
11012,90,Hercules,206 - Planned Commercial Residential,0.2,0.4,,,,,,,30,,,,,x,x,x,,,,,,x,,,,
11013,90,Hercules,206 - Planned Office - Research & Development,0.25,1,,,,,,,,,,,,,,x,,,x,x,,,,,,
11014,90,Hercules,206 - Waterfront Commercial,0.15,0.3,,,,,,,,,,,,,,x,,,,,,x,,,,
11016,90,Hercules,206 - Franklin Canyon Area,,,,,,,,,,,,,,,,,,,,,,,,,,
11017,90,Hercules,206 - Public - City,0.3,1,,,,,,,,,,,,,x,x,,,,,,,,,,
11018,90,Hercules,206 - Public - Open Space,,,,,,,,,,,,,,,,,,,,,,,,,,
11019,90,Hercules,206 - Public - Park,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,
11020,90,Hercules,206 - Public - School,0.3,1,,,,,,,,,,,,,,,,x,,,,,,,,
11101,91,Lafayette,207 - Very Low Density Single Family Residential,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
11102,91,Lafayette,207 - Low Density Single Family Residential,,,,,,,,,2,,,,x,,,,,,,,,,,,,
11103,91,Lafayette,207 - Medium Density Single Family Residential,,,,,,,,,6,,,,x,x,,,,,,,,,,,,
11104,91,Lafayette,207 - Low Density Multifamily Residential,,,,,,,,,17,,,,x,x,x,,,,,,,,,,,
11105,91,Lafayette,207 - High Density Multifamily Residential,,,,,,,,,35,,,,x,x,x,,,,,,,,,,,
11106,91,Lafayette,207 - Administrative/Professional Office/Multifamily Residential,,0.4,35,,,,,,35,,,,,x,x,x,,,,,,,,x,,x
11107,91,Lafayette,207 - Downtown Core,,,35,,,,,,35,,,,,x,x,x,,,,,,x,,x,x,x
11108,91,Lafayette,207 - East End Commercial,,,35,,,,,,35,,,,,,x,x,x,,,,,x,x,,,
11109,91,Lafayette,207 - West End Commercial,,,35,,,,,,35,,,,,,x,x,,,,,,x,,,,x
11110,91,Lafayette,207 - Community Facilities/Civic Uses,,0.75,,,,,,,,,,,,,,x,,x,,,,,,,,
11111,91,Lafayette,207 - Open Space,,,,,,,,,,,,,,,,,,,,,,,,,,
11112,91,Lafayette,207 - Parkland,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
11113,91,Lafayette,207 - Public Utilities,,0.25,,,,,,,,,,,,,,,,,,,,,,,,
11201,92,Martinez,R-1.5,,,30,10,,5,20,,29.04,40,,10000,x,x,x,,x,,,,,,,,,
11202,92,Martinez,R-2.5,,,25,20,,5,25,,17.42,35,,3500,x,x,x,,,,,,,,,,,
11203,92,Martinez,R-3.5,,,25,20,,5,25,,12.45,40,,4000,x,x,x,,,,,,,,,,,
11204,92,Martinez,R-6.0,,,25,20,,5,25,,7.26,40,,6000,x,,,,,,,,,,,,,
11205,92,Martinez,R-7.0,,,25,20,,5,25,,6.22,35,,7000,x,,,,,,,,,,,,,
11206,92,Martinez,R-7.5,,,25,20,,5,25,,5.81,35,,7500,x,,,,,,,,,,,,,
11207,92,Martinez,R-10,,,25,25,,5,25,,4.36,30,,10000,x,,,,,,,,,,,,,
11208,92,Martinez,R-12,,,25,25,,10,25,,2.9,30,,12000,x,,,,,,,,,,,,,
11209,92,Martinez,R-15,,,25,25,,10,25,,3.63,30,,15000,x,,,,,,,,,,,,,
11210,92,Martinez,R-20,,,25,25,,10,25,,2.18,25,,20000,x,,,,,,,,,,,,,
11211,92,Martinez,RR-20,,,25,25,,10,25,,2.18,25,,20000,x,,,,,,,,,,,,,
11212,92,Martinez,R-40,,,25,25,,15,25,,1.09,20,,40000,x,,,,,,,,,,,,,
11213,92,Martinez,RR-40,,,25,25,,15,25,,1.09,20,,40000,x,,,,,,,,,,,,,
11214,92,Martinez,R-65,,,25,40,,,25,,0.67,15,,65000,x,,,,,,,,,,,,,
11215,92,Martinez,R-80,,,25,50,,25,25,,0.54,10,,80000,x,,,,,,,,,,,,,
11216,92,Martinez,R-100,,,25,50,,30,25,,0.44,5,,100000,x,,,,,,,,,,,,,
11217,92,Martinez,M-NC/PA,,,30,10,,,10,,29.04,,,,,x,x,x,x,,,,,x,,x,x,x
11218,92,Martinez,M-NC/SC,,,30,5,,15,15,,,,,,,,x,x,x,,,,,x,,x,x,x
11219,92,Martinez,M-NC/TC,,,30,15,,15,15,,,,,,,,x,x,x,,,,,x,,x,x,x
11220,92,Martinez,M-R-1.5/CC,,,40,5,,,,,29.04,,,,x,x,x,x,x,,,,,x,,x,x,x
11221,92,Martinez,M-R-1.5/PA,,,30,10,,,10,,29.04,50,,6000,x,x,x,x,x,,,,,,,x,x,x
11222,92,Martinez,M-R&D/CC,,,40,5,,,,,,,,,,,x,x,x,,x,,,x,x,x,x,x
11223,92,Martinez,M-R&D/L-I,,,36,20,,10,10,,,50,,6000,,,x,x,,,x,,,,,x,x,x
11224,92,Martinez,M-OS/RF,,,,,,,,,,,,,,,,,,,,,,,,,,
11225,92,Martinez,M-OS/RF/R-3.5,,,25,20,,5,25,,12.45,40,,4000,x,x,x,,,,,,,,,x,,
11226,92,Martinez,M-PA/C-I,,,30,10,,,10,,29.04,50,,6000,,x,x,x,,,,,,,,,x,x
11227,92,Martinez,M-R-6.0/RF,,,25,20,,5,25,,7.26,40,,6000,x,,,,,,,,,,,x,,
11228,92,Martinez,M-SC/L-I,,,30,5,,,,,,,,,,,,x,x,,x,,,x,,,x,x
11229,92,Martinez,OS/RF,,,,,,,,,,,,,,,,,,,,,,,,,,
11230,92,Martinez,R-10/ECD-R-40,,,25,25,,5,25,,4.36,30,,10000,x,,,,,,,,,,,x,,
11231,92,Martinez,M-29,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,92,Martinez,NC,,,30,15,,15,15,,,,,,,,x,x,x,,,,,x,,,,
11233,92,Martinez,CC,,,40,5,,,,,,,,,,,,x,x,,,,,x,x,,,
11234,92,Martinez,TC,,,30,15,,15,15,,,,,,,,,,,,,,,x,,,,
11235,92,Martinez,SC,,,30,5,,,,,,,,,,,,x,x,,,,,x,,,,
11236,92,Martinez,CR,,,,20,,20,20,,,,,,,,,,,,,,,x,,,,
11237,92,Martinez,R&D,,,36,30,,20,25,,,30,,43560,,,x,x,,,x,,,,,,,
11238,92,Martinez,PA,,,30,10,,,10,,29.04,50,,6000,,x,x,x,,,,,,,,,,
11239,92,Martinez,DS,,,40,,,,,,35,,,,,x,x,,,,x,,,,,,,
11240,92,Martinez,R-B,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,92,Martinez,L-I,,,30,20,,10,10,,,,,10000,,,,x,,,x,,,,,,,
11242,92,Martinez,H-1,,,30,20,,10,10,,,,,10000,,,,x,,,x,x,x,,,,,
11243,92,Martinez,H-I,,,30,20,,10,10,,,,,10000,,,,x,,,x,x,x,,,,,
11244,92,Martinez,C-I,,,30,20,,10,10,,,50,,25000,,,,,,,,,,,,,,
11245,92,Martinez,ECD-R-100,,,,,,,,,,,,,x,,,,,,,,,,,,,
11246,92,Martinez,ECD-R-40,,,,,,,,,,,,,x,,,,,,,,,,,,,
11247,92,Martinez,ECD-R-6.0,,,,,,,,,,,,,x,,,,,,,,,,,,,
11248,92,Martinez,ECD-R-80,,,,,,,,,,,,,x,,,,,,,,,,,,,
11249,92,Martinez,ECD-RR-40,,,,,,,,,,,,,x,,,,,,,,,,,,,
11250,92,Martinez,ECD-C-I,,,,,,,,,,,,,x,,,,,,,,,,,,,
11251,92,Martinez,ECD-H-I,,,,,,,,,,,,,x,,,,,,,,,,,,,
11252,92,Martinez,GF,,,,,,,,,,,,,,,,,,,,,,,,,,
11253,92,Martinez,C,,,,,,,,,,,,,,,,,,,,,,,,,,
11254,92,Martinez,OS,,,,,,,,,,,,,,,,,,,,,,,,,,
11255,92,Martinez,A-1,,,,,,,,,,,,,,,,,,,,,,,,,,
11256,92,Martinez,A-2,,,,,,,,,,,,,,,,,,,,,,,,,,
11257,92,Martinez,RF,,,,,,,,,,,,,,,,,,,,,,,,,,
11258,92,Martinez,U,,,,,,,,,,,,,,,,,,,,,,,,,,
11259,92,Martinez,P-1,,,25,20,,5,25,,7.26,,,6000,x,,,,,,,,,,,,,
11301,93,Moraga,209 - Single Family One Dwelling Unit/Acre,,,,25,,20,20,,1,,,,x,,,,,,,,,,,,,
11302,93,Moraga,209 - Single Family Two Dwelling Units/Acre,,,,25,,15,20,,2,,,,x,,,,,,,,,,,,,
11303,93,Moraga,209 - Single Family Three Dwelling Units/Acre,,,,20,,10,15,,3,,,,x,,,,,,,,,,,,,
11304,93,Moraga,209 - Multi-Family Six Dwelling Units/Acre,,,,25,,25,20,4,6,,,,x,x,x,,,,,,,,,,,
11305,93,Moraga,209 - Community Commercial,,1,35,50,,,,,,,,10000,,,,x,,,,,,x,,,,
11306,93,Moraga,209 - Limited Commercial,,1.5,35,25,,,,,,,,10000,,,,x,,,,,,x,,,,
11307,93,Moraga,209 - Office Commercial,,0.65,35,25,,25,10,,,,,10000,,,,x,,,,,,,,,,
11308,93,Moraga,209 - College,,,,,,,,,,,,,,,,x,,x,,,,,,,,
11309,93,Moraga,209 - Open Space Lands,,,,,,,,,0.2,,,,,,,,,,,,,,,,,
11310,93,Moraga,209 - Public Parks,,,,,,,,,,,,,,,,,,,,,,,,,,
11311,93,Moraga,209 - Schools,,,,,,,,,,,,,,,,x,,x,,,,,,,,
11312,93,Moraga,209 - Study Area,,,,,,,,,,,,,,,,,,,,,,,,,,
11401,94,Oakland,Detached Unit Residential,,,30,20,,5,15,,11,,,5000,x,,,,,x,,,,,,,,
11402,94,Oakland,Hillside Residential,,,30,20,,5,20,,5,,,,x,,,,,,,,,,,,,
11403,94,Oakland,Housing and Business Mix,,3,55,,,,,,30,,,,,x,x,x,,x,x,,,x,,,x,
11404,94,Oakland,Mixed Housing Type,,,30,15,,4,15,,30,,,,x,x,x,,,x,,,,x,,,,
11405,94,Oakland,Urban Residential,,,90,,,,,,125,,,4000,,,x,,,,,,,,,x,x,
11406,94,Oakland,Business Mix,,4,55,,,,,,,,,,,,,x,,,x,x,,,,,,
11407,94,Oakland,Central Business District,,20,1000,0,,,,,300,,,4000,,,x,x,x,,,,,x,,x,x,x
11408,94,Oakland,Community Commercial,,5,160,,,,,,125,,,4000,,,x,x,,x,,,,x,x,x,x,x
11409,94,Oakland,General Industrial/Transp,,2,1000,,,,,,,,,,,,,,,,,x,x,,,,,
11410,94,Oakland,Neighborhood Center,,4,90,0,,,,,125,,,4000,,,,x,,x,,,,x,,x,x,x
11411,94,Oakland,Regional Commercial,,4,160,10,,,,,125,,,7500,,,x,x,x,x,,,,x,,x,x,x
11412,94,Oakland,Estuary Plan Area,,7,1000,,,,,,125,,,,,,x,x,x,,x,x,,,,x,x,x
11413,94,Oakland,Institutional,,8,1000,,,,,,,,,,,,,x,,,,,,x,,,,
11414,94,Oakland,Resource Conservation,,,30,,,,,,,,,,,,,,,,,,,,,,,
11415,94,Oakland,Urban Open Space,,,,,,,,,,,1,,x,,,,,x,,,,,,,,
11501,95,Piedmont,ER,,,35,20,,20,20,,2,40,,20000,x,,,,,,,,,,,,,
11502,95,Piedmont,LDR,,,35,20,,4,4,,8,40,,10000,x,,,,,,,,,,,,,
11503,95,Piedmont,MDR,,,35,20,,4,4,,20,40,,10000,x,,,,,,,,,,,,,
11504,95,Piedmont,MU,,3,35,0,,0,0,,,50,,,,,x,,,,,,,x,,,x,
11505,95,Piedmont,PF,,0.75,35,20,,20,20,,20,,,,,,,x,,x,,,,,,,,
11506,95,Piedmont,OS,,,,,,,,,,,,,,,,,,,,,,,,,,
11701,97,Alameda,LOW-DENSITY RESIDENTIAL,,,,,,,,,8.7,,,5000,x,,,,,,,,,,,,,
11702,97,Alameda,MEDIUM-DENSITY RESIDENTIAL,,,,,,,,,21.8,,,2000,x,x,,,,,,,,,,,,
11703,97,Alameda,NEIGHBORHOOD BUSINESS,,2,,,,,,,,,,,,x,,x,,,,,,x,,x,x,x
11704,97,Alameda,COMMUNITY COMMERCIAL,,3,,,,,,,,,,,,x,,x,x,,,,,x,x,x,x,x
11705,97,Alameda,OFFICE,,0.45,,,,,,,,,,,,x,,x,,,,,,,,x,x,x
11706,97,Alameda,BUSINESS PARK,,2,,,,,,,,,,,,,,x,x,,,x,x,x,,,x,x
11707,97,Alameda,GENERAL INDUSTRY,,0.5,,,,,,,,,,,,,,,,,,x,x,,,,,
11708,97,Alameda,COMMERCIAL RECREATION,,,,,,,,,,,,,,,,x,,,,,,,,,,
11709,97,Alameda,PARKS & PUBLIC OPEN SPACE,,,,,,,,,,,,,,,,,,,,,,,,,,
11710,97,Alameda,OPEN SPACE/HABITAT,,,,,,,,,,,,,,,,,,,,,,,,,,
11711,97,Alameda,PUBLIC/INSTITUTIONAL/SCHOOL,,,,,,,,,,,,,,,,x,,x,,,,,,,,
11712,97,Alameda,FEDERAL FACILITIES,,,,,,,,,,,,,,,,x,,,,,,,,,,
11713,97,Alameda,MIXED USE,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x
11714,97,Alameda,MIXED USE-1,,0.062821971,,,,,,,18.24350062,,,,x,x,,x,,,,,,,,,,
11715,97,Alameda,MIXED USE-2,,0.328602947,,,,,,,0.95426296,,,,x,x,,x,,,x,,,x,,,,
11716,97,Alameda,MIXED USE-3,,0.119609596,,,,,,,,,,,,,,x,x,,,,,x,,,,
11717,97,Alameda,MIXED USE-4,,0.115499385,,,,,,,1.341640861,,,,x,x,,x,,,x,x,x,,,,,
11718,97,Alameda,MIXED USE-5,,0.050131193,,,,,,,16.37786107,,,,x,x,,x,,,,,,,,,,
11719,97,Alameda,MIXED USE-6,,0.205095546,,,,,,,6.849370866,,,,x,x,,x,,,,,,x,,,,
11720,97,Alameda,MIXED USE-7,,0.262127273,,,,,,,3.142641477,,,,x,x,,x,,,x,x,,x,,,,
11801,98,Hayward,REDR,,,30,20,,10,20,,1,,,,x,,,,,,,,,,,,,
11802,98,Hayward,SDR,,,30,20,,5,20,,4.3,,,,x,x,,,,,,,,,,,,
11803,98,Hayward,LDR,,,30,20,,5,20,,8.7,,,,x,x,,,,,,,,,,,,
11804,98,Hayward,LMDR,,,40,20,,10,20,,12,,,,x,x,x,,,x,,,,,,,,
11805,98,Hayward,MDR,,,40,20,,10,20,,17,,,,x,x,x,,,x,,,,,,,,
11806,98,Hayward,HDR,,,40,20,,5,20,,34,,,,x,x,x,,,x,,,,,,,,
11807,98,Hayward,ROC,,,55,5,,10,0,,65,,,,,,,x,,x,,,,x,,,x,x
11808,98,Hayward,GC,,,,10,,0,0,,,90,,,,,,x,x,x,,,,x,x,,,
11809,98,Hayward,CHDR,,,,,,,,,,,,,,,,,,,,,,,,,,
11810,98,Hayward,CC-HDR,,,55,5,,10,0,,65,,,,,,x,x,,x,,,,x,,x,x,x
11811,98,Hayward,CC-ROC,,,55,5,,10,0,,65,,,,,,,x,,x,,,,x,,,x,x
11812,98,Hayward,IC,,,,10,,0,10,,,90,,10000,,,,x,,,x,x,x,,x,,,
11813,98,Hayward,MI,,,40,20,,0,0,,,40,,10000,,,,,,,x,x,,,,,,
11814,98,Hayward,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
11815,98,Hayward,LOS,,,,,,,,,,,,,,,,,,,,,,,,,,
11816,98,Hayward,BL,,,,,,,,,,,,,,,,,,,,,,,,,,
11817,98,Hayward,Bay,,,,,,,,,,,,,,,,,,,,,,,,,,
11818,98,Hayward,X,,,,,,,,,,,,,,,,,,,,,,,,,,
11819,98,Hayward,PQP,,,,20,,5,20,,,90,,,,,,x,,x,,x,,,,,,
11820,98,Hayward,PQPIC,,,,20,,5,20,,,90,,,,,,x,,x,,x,,,,,,
11901,99,Livermore,GP-RR,,,,,,,,0.2,1,,,,x,,,,,,,,,,,,,
11902,99,Livermore,GP-UL,,,,,,,,1.5,2,,,,x,,,,,,,,,,,,,
11903,99,Livermore,GP-ULM,,,,,,,,2,3,,,,,x,,,,,,,,,,,,
11904,99,Livermore,GP-UM,,,,,,,,3,4.5,,,,,x,x,,,,,,,,,,,
11905,99,Livermore,GP-UMH,,,,,,,,4.5,6,,,,,x,x,,,,,,,,,,,
11906,99,Livermore,GP-UH,,,,,,,,6,55,,,,x,x,x,,,,,,,,,,,
11907,99,Livermore,GP-UH1,,,,,,,,6,8,,,,x,x,,,,,,,,,,,,
11908,99,Livermore,GP-UH2,,,,,,,,8,14,,,,,x,,,,,,,,,,,,
11909,99,Livermore,GP-UH3,,,,,,,,14,18,,,,,x,x,,,,,,,,,,,
11910,99,Livermore,GP-UH4,,,,,,,,18,22,,,,,x,x,,,,,,,,,,,
11911,99,Livermore,GP-UH5,,,,,,,,22,38,,,,,x,x,,,,,,,,,,,
11912,99,Livermore,GP-UH6,,,,,,,,38,55,,,,,x,x,,,,,,,,,,,
11913,99,Livermore,GP-RR_UM,,,,,,,,1,4.5,,,,,,,,,,,,,,,,,
11914,99,Livermore,GP-ULM_UH,,,,,,,,2,22,,,,,,,,,,,,,,,,,
11915,99,Livermore,GP-ULM_UH2,,,,,,,,2,14,,,,,,,,,,,,,,,,,
11916,99,Livermore,GP-ULM_UH3,,,,,,,,2,18,,,,,,,,,,,,,,,,,
11917,99,Livermore,GP-ULM_UH4,,,,,,,,2,22,,,,,,,,,,,,,,,,,
11918,99,Livermore,GP-UMH_UH,,,,,,,,4.5,14,,,,,,,,,,,,,,,,,
11919,99,Livermore,GP-LII_ULM,,,,,,,,0,3,,,,,,,,,,,,,,,,,
11920,99,Livermore,GP-HII_UH,,,,,,,,0,18,,,,,,,,,,,,,,,,,
11921,99,Livermore,GP-LII_UH,,,,,,,,0,18,,,,,,,,,,,,,,,,,
11922,99,Livermore,GP-NC_UH,,,,,,,,0,18,,,,,,,,,,,,,,,,,
11923,99,Livermore,GP-BCP_UH,,,,,,,,0,22,,,,,,,,,,,,,,,,,
11924,99,Livermore,GP-UH-OC,,,,,,,,0,14,,,,,,,,,,,,,,,,,
11925,99,Livermore,GP-SC,,0.3,,,,,,,,,,,,,,,,,,,,x,,,,
11926,99,Livermore,GP-HC,,0.3,,,,,,,,,,,,,,,x,,,,,x,,,,
11927,99,Livermore,GP-NC,,0.3,,,,,,,,,,,,,,x,,,,,,x,,,,
11928,99,Livermore,GP-CSGS,,0.3,,,,,,,,,,,,,,x,,,,,,x,,,,
11929,99,Livermore,GP-OC_CF,,0.3,,,,,,,,,,,,,,x,,,,,,,,,,
11930,99,Livermore,GP-OC,,0.3,,,,,,,,,,,,,,x,,,,,,,,,,
11931,99,Livermore,GP-DA,,,,,,,,,,,,,,,x,x,x,,,,,x,,x,x,
11932,99,Livermore,GP-NML,,0.3,,,,,,2,15,,,,x,,,,,,,,,x,,x,x,
