id,juris,city,name,min_far,max_far,max_height,min_front_setback,max_front_setback,side_setback,rear_setback,min_dua,max_dua,coverage,max_du_per_parcel,min_lot_size,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME
2101,1,Albany,RHD,,0.5,35,15,,5,20,,9,40,,5000,x,,x,,,,,,,,,,,
2102,1,Albany,R-1,,0.55,28,15,,7.5,20,,12,50,,3750,x,,,,,x,,,,,,,,
2103,1,Albany,R-2,,0.55,35,15,,7.5,15,,35,50,,3750,x,x,x,,,x,,,,,,,,
2104,1,Albany,R-3,,1.5,35,15,,7.5,15,,63,50,,3750,x,x,x,,,x,,,,,,,,
2105,1,Albany,R.4,,,,15,,7.5,15,,87,,,,,,x,,,,,,,,,,,
2106,1,Albany,SPC,,2.25,38,,,,,,63,100,,,x,,x,x,,x,,,,x,,,x,
2107,1,Albany,SC,,1.25,35,,,,,,63,100,,,x,,x,x,,x,,,,x,,,x,
2108,1,Albany,CMX,,0.5,45,,,,,,,80,,5000,,,,x,,x,x,,,x,,,x,
2109,1,Albany,PF,,,40,,,,,,,,,,,,,,,x,x,,,,,,,
2110,1,Albany,WF,,0.5,,,,,,,,,,,,,,,,,,,,x,,,,
2111,1,Albany,U,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2,Berkeley,R-1,,1.2,35,20,,4,20,,8.712,,,5000,x,,,,,x,,,,,,,,
2202,2,Berkeley,R-1H,,1.2,35,20,,4,20,,8.712,,,5000,x,,,,,x,,,,,,,,
2203,2,Berkeley,R-1A,,1.2,35,20,,4,20,,17.424,,,5000,x,x,,,,x,,,,,,,,
2204,2,Berkeley,ES-R,,0.3,35,20,,15,20,,1.7424,,,25000,x,,,,,,,,,,,,,
2205,2,Berkeley,R-2,,1.5,35,20,,4,20,,18.66857143,,,5000,x,x,x,,,x,,,,,,,,
2206,2,Berkeley,R-2H,,1.5,35,20,,4,20,,8.712,,,5000,x,x,x,,,x,,,,,,,,
2207,2,Berkeley,R-2A,,1.5,35,20,,4,20,,26.4,,,,x,x,x,,,x,,,,,,,,
2208,2,Berkeley,R-2AH,,1.5,35,20,,4,20,,8.712,,,,x,x,x,,,x,,,,,,,,
2209,2,Berkeley,R-3,,1.2,35,15,,4,15,,26.4,,,,x,x,x,,,x,,,,,,,,
2210,2,Berkeley,R-3H,,1.2,35,15,,4,15,,26.4,,,,x,x,x,,,x,,,,,,,,
2211,2,Berkeley,R-4,,2.1,65,15,,4,15,,40,,,,x,x,x,x,x,x,,,,,,,,
2212,2,Berkeley,R-4H,,1.05,35,15,,4,15,,20,,,,x,x,x,x,x,x,,,,,,x,,
2214,2,Berkeley,R-5H,,1.2,35,10,,4,15,,100,,,,x,x,x,x,x,x,,,,,,x,,
2215,2,Berkeley,C-1,,3,50,0,,0,0,,26.4,,,,x,x,x,x,x,x,,,,x,x,x,,
2216,2,Berkeley,C-N,,3,35,0,,0,0,,26.4,,,,x,x,x,x,x,x,,,,x,,x,,
2217,2,Berkeley,C-N(H),,3,35,0,,0,0,,26.4,,,,x,x,x,x,x,x,,,,x,,x,,
2218,2,Berkeley,C-E,,1,28,0,,0,0,,26.4,,,,x,x,x,,x,x,,,,x,,x,,
2219,2,Berkeley,C-NS,,1,35,0,,0,0,,26.4,,,,x,x,x,x,x,x,,,,x,,x,,
2220,2,Berkeley,C-NS(H),,1,35,0,,0,0,,26.4,,,,x,x,x,x,x,x,,,,x,,x,,
2221,2,Berkeley,C-SA,,4,60,0,,0,0,,40,,,,x,x,x,x,x,x,,,,x,,x,,
2222,2,Berkeley,C-T,,3.5,50,0,,0,0,,26.4,,,,,,,x,x,x,,,,x,x,x,x,x
2223,2,Berkeley,C-SO,,2,28,0,,0,0,,26.4,,,,x,x,x,x,x,x,,,,x,,x,,
2224,2,Berkeley,C-W,,3,50,0,,0,0,,,,,,,,,x,x,x,x,,,x,x,x,x,x
2226,2,Berkeley,M,,2,45,0,,0,0,,,,,,,,,,,,x,x,x,,,,,
2227,2,Berkeley,MM,,2,45,0,,0,0,,,,,,,,,,,,x,x,,,,,,
2228,2,Berkeley,MULI,,2,45,0,,0,0,,,,,,,,,x,,,x,x,,,,,,
2229,2,Berkeley,MUR,,,35,5,,0,0,,34.848,,,,x,x,x,,,,x,x,,x,,x,x,x
2230,2,Berkeley,SP,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,2,Berkeley,U,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2,Berkeley,X,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,3,Dublin,RRA,,,35,50,,50,30,,0.01,,1,4356000,x,,,,,x,,,,,,,,
2302,3,Dublin,ER,,0.7,35,20,,10,20,,0.8,0.4,1,4000,x,,,,,x,,,,,,,,
2303,3,Dublin,LDSF,,0.7,35,20,,10,20,,3.8,0.4,1,4000,x,,,,,x,,,,,,,,
2304,3,Dublin,LDR,,0.7,35,20,,10,20,,6,0.4,1,4000,x,,,,,x,,,,,,,,
2305,3,Dublin,SFR,,0.7,35,20,,10,20,,6,0.4,1,4000,x,,,,,x,,,,,,,,
2306,3,Dublin,MDR,,0.7,35,20,,10,30,,14,0.4,2,8000,x,x,x,,,x,,,,,,,,
2307,3,Dublin,EMHDR,,0.7,35,20,,10,30,,14,0.4,,5000,x,x,x,,,x,,,,,,,,
2308,3,Dublin,MHDR,,0.7,35,20,,10,30,,25,0.4,,5000,x,x,x,,,x,,,,,,,,
2309,3,Dublin,HDR,,0.7,35,20,,10,30,,35,0.4,,5000,x,x,x,,,x,,,,,,,,
2310,3,Dublin,GC,,0.35,45,0,,0,0,,,,,6000,,,,x,x,x,,x,,x,x,,,
2311,3,Dublin,RO,,0.35,45,0,,0,0,,,,,5000,,,,x,x,x,,,,x,x,,,
2312,3,Dublin,ROA,,0.35,45,0,,0,0,,,,,5000,,,,x,x,x,,,,x,x,,,
2313,3,Dublin,NC,,0.35,35,20,,0,0,,,,,5000,,,,x,,x,,,,x,,,,
2314,3,Dublin,GCCO,,0.28,45,0,,0,0,,,,,6000,,,,x,x,x,,x,,x,x,,,
2315,3,Dublin,CO,,0.75,35,50,,40,20,,,,,40000,,,,x,,x,x,x,,,,,,
2316,3,Dublin,IP,,0.28,45,10,,10,10,,,,,40000,,,,,,x,x,x,x,,,,,
2317,3,Dublin,BPI,,0.28,35,20,,10,10,,,,,10000,,,,x,,x,,,,,,,,
2318,3,Dublin,BPIOS,,0.28,45,10,,20,10,,,,,20000,,,,,,x,x,x,,,,,,
2319,3,Dublin,MU,,1,35,20,,0,0,,25,,,5000,,,,x,,x,,,,,,x,x,x
2320,3,Dublin,MHRRO,,0.45,45,0,,0,0,,35,,,5000,,,,x,,x,,,,,,x,x,x
2321,3,Dublin,RP,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,3,Dublin,P,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,3,Dublin,PPR,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,3,Dublin,CP,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,3,Dublin,NP,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,3,Dublin,NS,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,3,Dublin,OS,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,3,Dublin,SC,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,3,Dublin,PL,,0.25,,,,,,,,,,,,,,x,,x,x,x,,,,,,
2330,3,Dublin,PSP,,0.25,,,,,,,,,,,,,,x,,x,x,x,,,,,,
2331,3,Dublin,ES,,,,,,,,,,,,,,,,,,x,,,,,,,,
2334,3,Dublin,MS,,,,,,,,,,,,,,,,,,x,,,,,,,,
2401,4,Emeryville,RHD-3-100-55,,3,100,,,,,,100,,,,,,x,,,,,,,,,x,,
2402,4,Emeryville,RHD-4-135-55,,4,135,,,,,,135,,,,,,x,,,,,,,,,x,,
2403,4,Emeryville,MHR-1.6-60-55,,1.6,55,,,,,,60,,,,,,x,,,,,,,,,x,,
2404,4,Emeryville,MDR-0.5-35-30,,0.5,30,,,,,,35,,,,x,x,x,,,,,,,,,x,,
2405,4,Emeryville,MDR-0.5-35-55,,0.5,55,,,,,,35,,,,x,x,x,,,,,,,,,x,,
2406,4,Emeryville,MDR-1.6-60-30,,1.6,30,,,,,,60,,,,x,x,x,,,,,,,,,x,,
2407,4,Emeryville,MDR-1.6-60-55,,1.6,55,,,,,,60,,,,x,x,x,,,,,,,,,x,,
2408,4,Emeryville,MUR-0.5-35-30,,0.5,30,,,,,,35,,,,,,x,x,x,,,,,x,,x,x,x
2409,4,Emeryville,MUR-0.5-35-55,,0.5,55,,,,,,35,,,,,,x,x,x,,,,,x,,x,x,x
2410,4,Emeryville,MUR-1.6-60-30,,1.6,30,,,,,,60,,,,,,x,x,x,,,,,x,,x,x,x
2411,4,Emeryville,MUR-1.6-60-55,,1.6,55,,,,,,60,,,,,,x,x,x,,,,,x,,x,x,x
2412,4,Emeryville,MUR-3-100-100,,3,100,,,,,,100,,,,,,x,x,x,,,,,x,,x,x,x
2413,4,Emeryville,MUR-3-100-55,,3,55,,,,,,100,,,,,,x,x,x,,,,,x,,x,x,x
2414,4,Emeryville,MUR-3-100-75,,3,75,,,,,,100,,,,,,x,x,x,,,,,x,,x,x,x
2415,4,Emeryville,MUR-4-135-100,,4,100,,,,,,135,,,,,,x,x,x,,,,,x,,x,x,x
2416,4,Emeryville,MUR-4-135-55,,4,55,,,,,,135,,,,,,x,x,x,,,,,x,,x,x,x
2417,4,Emeryville,MUR-4-135-x,,4,,,,,,,135,,,,,,x,x,x,,,,,x,,x,x,x
2418,4,Emeryville,MUR-6-135-x,,6,,,,,,,135,,,,,,x,x,x,,,,,x,,x,x,x
2419,4,Emeryville,MUR-6-170-55,,6,55,,,,,,170,,,,,,x,x,x,,,,,x,,x,x,x
2420,4,Emeryville,MUR-6-170-x,,6,,,,,,,170,,,,,,x,x,x,,,,,x,,x,x,x
2421,4,Emeryville,MU-0.5-x-30,,0.5,30,,,,,,,,,,,,,x,x,,,,,x,,,x,x
2422,4,Emeryville,MU-1.6-x-55,,1.6,55,,,,,,,,,,,,,x,x,,,,,x,,,x,x
2423,4,Emeryville,MU-3-x-55,,3,55,,,,,,,,,,,,,x,x,,,,,x,,,x,x
2424,4,Emeryville,MU-4-x-100,,4,100,,,,,,,,,,,,,x,x,,,,,x,,,x,x
2425,4,Emeryville,MU-4-x-55,,4,55,,,,,,,,,,,,,x,x,,,,,x,,,x,x
2426,4,Emeryville,MU-4-x-x,,4,,,,,,,,,,,,,,x,x,,,,,x,,,x,x
2427,4,Emeryville,CO-0.5-x-55,,0.5,55,,,,,,,,,,,,,x,,,x,x,,,,,,
2428,4,Emeryville,CO-1.6-x-55,,1.6,55,,,,,,,,,,,,,x,,,x,x,,,,,,
2429,4,Emeryville,CO-3-x-100,,3,100,,,,,,,,,,,,,x,,,x,x,,,,,,
2430,4,Emeryville,CO-3-x-55,,3,55,,,,,,,,,,,,,x,,,x,x,,,,,,
2431,4,Emeryville,CO-4-x-100,,4,100,,,,,,,,,,,,,x,,,x,x,,,,,,
2432,4,Emeryville,CO-4-x-55,,4,55,,,,,,,,,,,,,x,,,x,x,,,,,,
2433,4,Emeryville,ODH-1-x-55,,1,55,,,,,,,,,,,,,,,,,,,,,,,
2434,4,Emeryville,Ind-0.5-x-55,,0.5,55,,,,,,,,,,,,,,,,x,x,x,,,,,
2435,4,Emeryville,Ind-1.6-x-55,,1.6,55,,,,,,,,,,,,,,,,x,x,x,,,,,
2436,4,Emeryville,Ind-3-x-55,,3,55,,,,,,,,,,,,,,,,x,x,x,,,,,
2437,4,Emeryville,Pub-0.5-x-30,,0.5,30,,,,,,,,,,,,,x,,x,,,,,,,,
2438,4,Emeryville,Pub-0.5-x-55,,0.5,55,,,,,,,,,,,,,x,,x,,,,,,,,
2439,4,Emeryville,Pub-1.6-x-55,,1.6,55,,,,,,,,,,,,,x,,x,,,,,,,,
2440,4,Emeryville,Mar-0.5-x-55,,0.5,55,,,,,,,,,,,,,,,,,,,x,,,,
2441,4,Emeryville,OS,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,4,Emeryville,Park,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,4,Emeryville,ROW,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,4,Emeryville,Water,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,5,Fremont,RESVL1,,,30,40,,45,50,,1,,1,43560,x,,,,,x,,,,,,,,
2502,5,Fremont,RESVL2,,,30,35,,25,40,,1.5,,1,29040,x,,,,,x,,,,,,,,
2503,5,Fremont,RESVL3,,,30,35,,25,40,,2.3,,1,18939.13043,x,,,,,x,,,,,,,,
2504,5,Fremont,RESL1,,,30,25,,25,30,,3.5,,1,12445.71429,x,,,,,x,,,,,,,,
2505,5,Fremont,RESL2,,,30,25,,20,30,,5,,1,8712,x,,,,,x,,,,,,,,
2506,5,Fremont,RESL3,,,30,25,,16,25,,6,,1,7260,x,,,,,x,,,,,,,,
2507,5,Fremont,RESL4,,,30,20,,12,25,,7,,1,6222.857143,x,,,,,x,,,,,,,,
2508,5,Fremont,RESM1,,,30,20,,12,25,,10,,2,4356,x,x,,,,x,,,,,,,,
2509,5,Fremont,RESM2,,,52,,,20,10,,15,,,6000,x,x,x,,,x,,,,,,,,
2510,5,Fremont,RESM3,,,52,,,20,10,,18,,,6000,x,x,x,,,x,,,,,,,,
2511,5,Fremont,RESM4,,,52,,,20,10,,23,,,6000,x,x,x,,,x,,,,,,,,
2512,5,Fremont,RESH1,,,52,,,20,10,,27,,,6000,x,x,x,,,x,,,,,,,,
2513,5,Fremont,RESH2,,,52,,,20,10,,35,,,6000,x,x,x,,,x,,,,,,,,
2514,5,Fremont,RESVH,,,52,,,20,10,,70,,,6000,x,x,x,,,x,,,,,,,,
2515,5,Fremont,COMCOM,,0.5,40,0,,0,0,,,,,0,,,,x,x,,,,,x,x,,,
2516,5,Fremont,COMHVR,,0.25,40,15,,0,0,,,,,20000,,,,,,,,,,x,x,,,
2517,5,Fremont,COMN,,0.3,35,20,,0,0,,,,,0,,,,,,,,,,x,,,,
2518,5,Fremont,COMOFF,,0.3,35,15,,10,10,,,,,10000,,,,x,x,,,,,x,x,,,
2519,5,Fremont,COMTH,,0.3,35,15,,0,0,,,,,10000,,,,,x,,,,,x,x,x,x,
2520,5,Fremont,COMCBD,,0.8,,0,,0,0,,,,,0,,,,x,x,,,,,x,x,,,
2521,5,Fremont,ComComResH1,,0.5,52,0,,0,0,,27,,,0,x,x,x,x,x,,,,,x,x,x,x,
2522,5,Fremont,ComComResH2,,0.5,52,0,,0,0,,35,,,0,x,x,x,x,x,,,,,x,x,x,x,
2523,5,Fremont,ComComResM4,,0.5,52,0,,0,0,,23,,,0,x,x,x,x,x,,,,,x,x,x,x,
2524,5,Fremont,ComNResH1,,0.3,52,20,,0,0,,27,,,0,x,x,x,,,,,,,x,,x,x,
2525,5,Fremont,ComNResMed1,,0.3,52,20,,0,0,,10,,,0,x,x,,,,,,,,x,,x,x,
2526,5,Fremont,ComNResMed2,,0.3,52,20,,0,0,,15,,,0,x,x,x,,,,,,,x,,x,x,
2527,5,Fremont,ComThResM3,,0.3,52,15,,0,0,,18,,,10000,x,x,x,,x,,,,,x,x,x,x,
2528,5,Fremont,INDG,,0.45,60,20,,0,0,,,,,20000,,,,x,,,x,x,,x,,,,
2529,5,Fremont,INDLT,,0.45,60,25,,0,0,,,,,10000,,,,x,,,x,x,x,x,,,,
2530,5,Fremont,INDR,,0.45,60,15,,0,0,,,,,20000,,,,x,,,x,x,x,x,,,,
2531,5,Fremont,OSHF,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,5,Fremont,OSHIL,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,5,Fremont,OSI,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,5,Fremont,OSOS,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,5,Fremont,OSP,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,5,Fremont,AG,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,5,Fremont,OSVL1,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,5,Fremont,OSVL1,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,5,Fremont,OSVL2,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,5,Fremont,PF,,,45,20,,20,20,,,,,,,,,x,,x,,,,,,,,
2601,6,Foster City,607 - Single Family Residential,,,,,,,,,8,,,,x,,,,,,,,,,,,,
2602,6,Foster City,607 - Two Family Residential,,,,,,,,,10,,,,,x,,,,,,,,,,,,
2603,6,Foster City,607 - Townhouse Residential,,,,,,,,,15,,,,,x,,,,,,,,,,,,
2604,6,Foster City,607 - Condominium Residential,,,,,,,,15,35,,,,,,x,,,,,,,,,,,
2605,6,Foster City,607 - Apartment Residential,,,,,,,,20,35,,,,,,x,,,,,,,,,,,
2606,6,Foster City,607 - Town Center Commercial,0.55,2,,,,,,,,,,,,,,x,,,,,,,,,,
2607,6,Foster City,607 - Town Center Other,0.18,0.54,,,,,,,,,,,,,,x,,,,,,,,,,
2608,6,Foster City,607 - Neighborhood Commercial,0.2,0.3,,,,,,20,35,,,,,,x,x,,,,,,x,,x,,x
2609,6,Foster City,607 - Apartment Residential/Neighborhood Commercial,0.2,0.3,,,,,,20,35,,,,,,x,x,,,,,,,,x,,x
2610,6,Foster City,607 - Service Commercial,0.03,0.98,,,,,,,,,,,,,,x,,,,,,,,,,
2611,6,Foster City,607 - Water Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,6,Foster City,607 - Light Industrial,0.2,0.6,,,,,,,,,,,,,,x,,,x,x,,,,,,
2613,6,Foster City,607 - Research/Office Park,0.2,1,,,,,,,,,,,,,,x,,,x,,,,,,,
2614,6,Foster City,607 - Elementary School,,,,,,,,,,,,,,,,,,x,,,,,,,,
2615,6,Foster City,607 - Open Space,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,6,Foster City,607 - Parks,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,6,Foster City,607 - Public/Semi Public,,,,,,,,,,,,,,,,x,,,,,,,,,,
2618,6,Foster City,607 - Water,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,7,Half Moon Bay,608 - Low Density Residential,,0.5,28,20,,5,20,,8.7,50,,,x,,,,,,,,,,,,,
2702,7,Half Moon Bay,608 - Medium Density Residential,,0.5,28,20,,5,20,,8.7,50,,,x,x,x,,,,,,,,,,,
2703,7,Half Moon Bay,608 - High Density Residential,,,40,20,,5,20,,29,50,,,,x,x,,,,,,,,,,,
2704,7,Half Moon Bay,608 - Commercial Downtown,,,36,,,,,,,,,5000,,,,x,,,,,,x,,,,
2705,7,Half Moon Bay,608 - Commercial Recreation,,0.5,28,20,,5,5,,,50,,5000,,,,x,,,,,,x,,,,
2706,7,Half Moon Bay,608 - General Commercial,,,36,25,,10,10,,,,,10000,,,x,x,x,,x,,,x,,,x,x
2707,7,Half Moon Bay,608 - Visitor Serving Commercial,,0.5,28,20,,10,10,,,50,,10000,,,x,x,x,,,,,x,,,x,x
2708,7,Half Moon Bay,608 - Public Facilities and Institutions,,,50,20,,,,,8.7,,,,,,,x,,x,x,,,x,,,,x
2709,7,Half Moon Bay,608 - Light Industrial,,,40,,,5,,,4.35,,,10000,,,,,,,x,,,,,,,
2710,7,Half Moon Bay,608 - Urban Reserve,,,28,25,,25,25,,0.07,,,,x,,,,,,,,,,,,,
2711,7,Half Moon Bay,608 - Open Space Reserve,,,28,25,,25,25,,0.02,,,,x,,,,,,,,,,,,,
2712,7,Half Moon Bay,608 - Regional Public Recreation,,,16,,,,,,,,,,,,,,,,,,,,,,,
2713,7,Half Moon Bay,608 - Greenbelt - Stream Corridor,,,16,,,,,,,,,,,,,,,,,,,,,,,
2714,7,Half Moon Bay,608 - Horticultural Business,,,35,50,,20,25,,,,,,x,,,,,,,,,,,,,
2715,7,Half Moon Bay,608 - Planned Development District,,,,,,,,,,,,,x,x,x,x,,x,x,x,x,x,x,,,
2716,7,Half Moon Bay,608 - Mobile Home Park,,,,20,,10,20,,21.8,,,,x,x,,,,,,,,,,,,
2801,8,Benicia,801 - Residential - Low Density,,,,,,,,0.1,7,,,,x,,,,,,,,,,,,,
2802,8,Benicia,801 - Residential - Medium Density,,,,,,,,8,14,,,,x,x,x,,,,,,,,,,,
2803,8,Benicia,801 - Residential - High Density,,,,,,,,15,21,,,,,x,x,,,,,,,,,,,
2804,8,Benicia,801 - Commercial - Downtown,,2.4,,,,,,,,,,,,x,x,x,x,,,,,x,,x,x,
2805,8,Benicia,801 - Commercial - General,,1.2,,,,,,,,,,,,,,,,,,,,x,x,,,
2806,8,Benicia,801 - Commercial - Community,,1.2,,,,,,,,,,,,,,,,,,,,x,,,,
2807,8,Benicia,801 - Commercial - Business and Professional,,1.2,,,,,,,,,,,,x,x,x,,,,,,,,,,
2808,8,Benicia,801 - Commercial - Waterfront,,1.2,,,,,,,,,,,,x,x,,,,,,,x,,,,
2809,8,Benicia,801 - Industrial - General,,0.7,,,,,,,,,,,,,,,,,x,x,x,x,,,,
2810,8,Benicia,801 - Industrial - Limited,,0.7,,,,,,,,,,,,,,,,,x,x,,x,,,,
2811,8,Benicia,801 - Industrial - Waterfront,,0.7,,,,,,,,,,,,,,,,,x,x,x,x,,,,
2812,8,Benicia,801 - Mixed Use - Downtown,,2,,,,,,,,,,,,x,x,x,,x,,,,x,,x,x,x
2813,8,Benicia,801 - Mixed Use - Lower Arsenal,,2,,,,,,,,,,,,x,x,x,,x,x,,,,,x,x,x
2814,8,Benicia,801 - Public and Quasi-Public,,1.2,,,,,,,,,,,,,,x,,x,,,,,,,,
2815,8,Benicia,801 - Open Space - General,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,8,Benicia,801 - Open Space - Parks,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,8,Benicia,801 - Open Space - Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,9,Dixon,802 - Very Low Density Residential,,,,,,,,,2.2,,,,x,,,,,,,,,,,,,
2902,9,Dixon,802 - Low Density Residential,,,,,,,,2.2,6.2,,,,x,x,,,,,,,,,,,,
2903,9,Dixon,802 - Medium-Low Density Residential,,,,,,,,6.2,14.5,,,,x,x,,,,,,,,,,,,
2904,9,Dixon,802 - Medium-High Density Residential,,,,,,,,14.5,21.8,,,,x,x,x,,,,,,,,,,,
2906,9,Dixon,802 - Future Residential,,,,,,,,,,,,,x,x,x,,,,,,,,,,,
2907,9,Dixon,802 - Downtown Commercial,,3,50,,,,,,,,,,,,,x,,,,,,x,,,x,
2908,9,Dixon,802 - Neighborhood Commercial,,0.8,20,,,,,,,,,,,,,,,,,,,x,,,,
2909,9,Dixon,802 - Community Commercial,,0.8,,,,,,,,,,,,,,,,,,,,x,x,,,
2910,9,Dixon,802 - Highway Commercial,,0.8,40,,,,,,,,,,,,,,x,,,,,x,x,,,
2911,9,Dixon,802 - Services Commercial,,0.8,40,,,,,,,,,,,,,,,,x,,,x,,,,
2912,9,Dixon,802 - Professional/Administrative Office,,1.2,30,,,,,,,40,,,,,,x,,,,,,x,,,,
2913,9,Dixon,802 - Core Area Mixed Use,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,9,Dixon,802 - General Industrial,,1.6,40,,,,,,,40,,,,,,,,,x,x,x,,,,,
2915,9,Dixon,802 - Planned Business/Industrial,,1.6,40,,,,,,,40,,,,,,x,,,x,,,,,,,
2916,9,Dixon,802 - Industrial Employment Center,,1.6,40,,,,,,,40,,,,,,x,,,x,,,x,x,,,
2917,9,Dixon,802 - Planned Business/Industrial/Service Commercial,,1.6,40,,,,,,,40,,,,,,x,,,x,,,x,x,,,
2918,9,Dixon,802 - Services Commercial/Professional/Administrative Offices,,1.2,30,,,,,,,40,,,,,,x,,,x,,,x,,,,
2919,9,Dixon,802 - Highway Commercial/Professional/Administrative Offices,,1.2,30,,,,,,,40,,,,,,x,x,,,,,x,x,,,
2920,9,Dixon,802 - Governmental/Institutional,,,,,,,,,,,,,,,,x,,x,,,,,,,,
2921,9,Dixon,802 - Parks,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,9,Dixon,802 - School Buildings/Play Areas,,,,,,,,,,,,,,,,,,x,,,,,,,,
2923,9,Dixon,802 - Agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,10,Fairfield,AI,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,10,Fairfield,AE,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,10,Fairfield,OSR,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,10,Fairfield,OSC,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,10,Fairfield,RVL,,,35,25,,10,30,,2.5,,,15000,x,,,,,x,,,,,,,,
3006,10,Fairfield,RL,,,35,15,,5,20,2.5,4.5,,,8000,x,,,,,x,,,,,,,,
3007,10,Fairfield,RLM,,,35,15,,5,20,4.5,8,,,4500,x,x,,,,x,,,,,,,,
3008,10,Fairfield,RM,,,35,5,,5,15,8,15,0.5,,3000,x,x,x,,,x,,,,,,,,
3009,10,Fairfield,RH,,,45,15,,15,15,15,22,,,,x,x,x,,,x,,,,,,,,
3010,10,Fairfield,RVH,,,45,15,,15,15,22,32,,,,x,x,x,,,x,,,,,,,,
3011,10,Fairfield,CN,0.2,0.4,35,25,,10,10,,,,,,x,x,x,x,,,,,,x,,,,
3012,10,Fairfield,CC,0.2,0.5,45,15,,10,10,,32,,,,x,x,x,x,x,,,,,x,,x,x,x
3013,10,Fairfield,CC,0.2,1.5,45,0,,0,10,,32,,,,x,x,x,x,x,,,,,x,,x,x,x
3014,10,Fairfield,CS,0.225,0.5,35,15,,0,0,,,,,,,,,x,,,,,,,,,,
3015,10,Fairfield,CHR,0.15,1,55,25,,10,10,,,,,,,,,x,x,,,,,x,x,,,
3016,10,Fairfield,CO,0.25,1,45,20,,10,10,,,,,,x,x,x,x,,,,,,,,,,
3017,10,Fairfield,IBP,0.25,1,50,25,,0,20,,,,,,,,,x,,,x,,,,,,,
3019,10,Fairfield,IL,0.25,0.6,50,20,,0,15,,,,,,,,,x,,,x,x,,,,,,
3020,10,Fairfield,IG,0.3,0.6,50,25,,0,20,,,,,,,,,x,,,x,x,x,,,,,
3022,10,Fairfield,PF,,,,,,,,,,,,,,,,,,x,,,,,,,,
3023,10,Fairfield,MU,,0.65,41,16,,8,10,,30,,,,x,x,x,x,x,,,,,x,,x,x,x
3101,11,Cloverdale,RR,,0.4,35,35,,20,30,,0.2,,,1306800,x,,,,x,,,,,,,,,
3102,11,Cloverdale,LDR,,0.4,35,20,,5,20,,4,,,6000,x,x,,,x,,,,,,,,,
3103,11,Cloverdale,MDR,,0.4,35,20,,5,20,,8,,,6000,x,x,x,,x,,,,,,,,,
3104,11,Cloverdale,HDR,,0.4,35,20,,5,20,,16,,,10000,,x,x,,x,,,,,,,,,
3105,11,Cloverdale,OR,,0.8,35,20,,5,15,,20,60,,6000,,,,x,,,,,,,,x,,x
3106,11,Cloverdale,DTC,,3,40,0,,0,0,,20,100,,,,,,x,x,,,,,x,x,x,x,x
3107,11,Cloverdale,DTS,,3,35,0,,0,0,,,100,,,,,,x,x,,,,,,x,,,
3108,11,Cloverdale,GC,,1,35,15,,0,10,,20,60,,6000,,,,x,x,,,,,x,x,x,x,x
3109,11,Cloverdale,SC,,1,35,20,,0,20,,,60,,6000,,,,x,x,,x,,,x,x,,,
3110,11,Cloverdale,DSC,,1,,,,,,,2,,,,x,,,,x,,,,,x,x,,,
3111,11,Cloverdale,TOD,,1,40,15,,10,10,,20,,,,,,x,,,,,,,,,x,x,x
