year,shrs1,shrs2,shrs3,shrs4,shrq1,shrq2,shrq3,shrq4,shrw0,shrw1,shrw2,shrw3,shra1,shra2,shra3,shra4,shrn,shry
2010,0.266171134,0.311210816,0.163982783,0.258635266,0.267726529,0.260929679,0.22762594,0.243717852,0.181425112,0.367707641,0.340528881,0.110338366,0.246834939,0.21150562,0.418157777,0.123501665,0.66649612,0.33350388
2015,0.247991583,0.312331023,0.173579161,0.266098233,0.273280352,0.248601047,0.218361167,0.259757434,0.183635599,0.356862748,0.343827023,0.11567463,0.232318019,0.216133287,0.410372535,0.141176159,0.686110236,0.313889764
2020,0.2453312,0.314143063,0.173773522,0.266752216,0.261911344,0.229656762,0.222588848,0.285843047,0.183635599,0.356862748,0.343827023,0.11567463,0.231877802,0.197066239,0.409829088,0.161226871,0.686705023,0.313294977
2025,0.244453821,0.314637254,0.173862832,0.267046093,0.259681629,0.220472403,0.224932781,0.294913187,0.183635599,0.356862748,0.343827023,0.11567463,0.223151503,0.185363124,0.406779088,0.184706285,0.698495309,0.301504691
2030,0.243761433,0.314990444,0.173941643,0.26730648,0.258427859,0.212270154,0.22702829,0.302273697,0.183635599,0.356862748,0.343827023,0.11567463,0.21354204,0.188775396,0.391400613,0.206281951,0.711478856,0.288521144
2035,0.244459702,0.314166425,0.173902469,0.267471404,0.265065313,0.210685187,0.223148241,0.301101259,0.183635599,0.356862748,0.343827023,0.11567463,0.205035459,0.188213146,0.381487368,0.225264027,0.722972276,0.277027724
2040,0.240835598,0.317125447,0.174235134,0.267803821,0.246250241,0.19124213,0.239146083,0.323361545,0.183635599,0.356862748,0.343827023,0.11567463,0.202901953,0.192411662,0.375215323,0.229471062,0.725854902,0.274145098
2045,0.237957156,0.319359287,0.174480091,0.268203467,0.232732507,0.177077906,0.247769672,0.342419915,0.183635599,0.356862748,0.343827023,0.115674629,0.204342728,0.194486557,0.37060389,0.230566824,0.72390824,0.27609176
2050,0.235614949,0.321165156,0.174682892,0.268537003,0.22229232,0.165889824,0.254570332,0.357247524,0.183635599,0.356862748,0.343827023,0.11567463,0.206955126,0.191577518,0.366025967,0.235441389,0.720378574,0.279621426
