region,shrs1_2010,shrs2_2010,shrs3_2010,shs4_2010,shrq1_2010,shrq2_2010,shrq3_2010,shrq4_2010,shrw0_2010,shrw1_2010,shrw2_2010,shrw3_2010,shra1_2010,shra2_2010,shra3_2010,shra4_2010,shrn_2010,shry_2010
ba,0.261088572,0.305917164,0.164542644,0.26845162,0.19412104,0.203871398,0.221872421,0.380135141,0.230929163,0.398910124,0.295972705,0.074188007,0.247586998,0.211575335,0.41802113,0.122816537,0.666496122,0.333503878
