x,y,apn
-122.635796841,38.2476778679,Petaluma-007-441-046
-122.622263539,38.2428747952,Petaluma-007-471-033
-122.619900946,38.2382335279,Petaluma-007-525-020
-122.708926498,38.4432941347,Santa Rosa-009-054-011
-122.743766357,38.438418463,Santa Rosa-010-320-009
-122.665716335,38.454618314,Santa Rosa-013-191-014-1
-121.88701908,37.6476961358,Pleasanton-947 001211300
-122.089125062,37.611558436,Hayward-456 009800600
-122.605025053,37.9781473648,Fairfax-307204
-122.210730431,37.4909242644,Redwood City-112290999
-122.48693817,37.8945713246,Tiburon-5509212
-122.48635088,37.8940203674,Tiburon-5509209
-122.483810985,37.9457032529,San Rafael-916154
-122.512003163,37.9581722722,Unincorporated Marin-1808101
-122.512401554,37.9423800967,Unincorporated Marin-2301307
-122.533813161,37.8974237607,Mill Valley-3006405
-122.526181177,37.8919809944,Mill Valley-3038025
-122.526212505,37.891890821,Mill Valley-3038025
-122.52593349,37.8918459297,Mill Valley-3038035
-122.517308328,37.9094472148,Mill Valley-3310228
-122.485985851,37.913152596,Unincorporated Marin-3818238
-122.4826466,37.9180910806,Unincorporated Marin-3804124
-122.257629183,37.7938374688,Oakland-019 000801603
-122.503696092,37.8967752374,Unincorporated Marin-4314216
-122.497132939,37.8792040235,Unincorporated Marin-4320116
-122.502336019,37.8887775158,Unincorporated Marin-4328203
-122.498751374,37.8840460834,Unincorporated Marin-4339003
-122.187688083,37.7301926961,Oakland-045 531901204
-122.54516466,37.8911196744,Unincorporated Marin-4809204
-122.469328799,37.8853505032,Tiburon-5812123
-122.460921883,37.8773311853,Tiburon-5817162
-122.489462367,37.8618671483,Sausalito-6408201
-122.496098916,37.8645464534,Sausalito-6311016
-122.517930522,37.946792429,Larkspur-7022143
-122.900832602,38.2435917886,Unincorporated Marin-10213011
-122.925240048,38.2120092577,Unincorporated Marin-10403005-2
-122.921420628,38.200207898,Unincorporated Marin-10414001
-122.890823106,38.1536159845,Unincorporated Marin-10604011
-122.877738283,38.0352274042,Unincorporated Marin-10924024-2
-122.877738283,38.0352274042,Unincorporated Marin-10905139-1
-122.877738283,38.0352274042,Unincorporated Marin-10924024-2
-122.877738283,38.0352274042,Unincorporated Marin-10905139-1
-122.746313424,38.2055600888,Unincorporated Marin-10614005
-122.853912144,38.1488592811,Unincorporated Marin-10623002
-122.849867972,38.0719798477,Unincorporated Marin-11412014
-122.852764758,38.0922035604,Unincorporated Marin-11401117-1
-122.831201617,38.0772165521,Unincorporated Marin-11411004
-122.817188965,38.0710559685,Unincorporated Marin-11904026
-122.780524954,38.0844493455,Unincorporated Marin-11905014-1
-122.839314243,38.1094402629,Unincorporated Marin-11906030
-122.799094789,38.0724728037,Unincorporated Marin-11924054-2
-122.632372517,38.0762954242,Unincorporated Marin-12111005-2
-122.687201826,38.1768819777,Unincorporated Marin-12504003
-122.656835354,38.1706771992,Unincorporated Marin-12507018
-122.647207202,38.1703992192,Unincorporated Marin-12553004
-122.572108557,38.1006803695,Novato-14046011
-122.575208634,38.0971283653,Novato-14028109
-122.589367162,38.1136777035,Novato-14107153
-122.52692664,38.1257084074,Novato-14323319
-122.591356506,38.0726126165,Unincorporated Marin-15048010
-122.572716494,38.0936984715,Novato-15104112
-122.564031126,38.0919941205,Novato-15225231
-122.499503358,38.035938828,Unincorporated Marin-15501074-1
-122.502761727,38.1109675784,Unincorporated Marin-15706153
-122.532452581,38.0218840256,San Rafael-15525125
-122.511686953,38.0803304954,Unincorporated Marin-15757008
-123.05436769,38.3446905039,Unincorporated Sonoma-100-020-019
-122.159314942,37.4542210462,Palo Alto-00301002
-122.15926475,37.4539478787,Palo Alto-00301004
-121.838612969,37.3029783579,San Jose-49742001
-121.854458913,37.2479454101,San Jose-69421064
-121.852749582,37.2467932407,San Jose-69427040
-121.973604281,37.9558780618,Concord-190161
-121.692289855,37.9978338847,Oakley-278145
-121.916612426,37.4505384587,Milpitas--386190
-122.436657042,37.4465752066,Half Moon Bay-65085020
-122.511196507,37.8882869784,Unincorporated Marin-4325115
-122.235265883,37.7512759696,Alameda-069 002700211
-122.352851451,37.9508086549,San Pablo-191055
-122.476837893,37.8946226693,Tiburon-3926110
-122.460325153,37.8952792215,Unincorporated Marin-5801113
-122.612058164,38.0039555191,Unincorporated Marin-17418021
-122.034983806,37.6246936436,Hayward-083 021500503
-121.917909897,37.2440060439,San Jose-41953061
-122.374715376,37.7089861324,San Francisco-4956006
-122.03248279,37.6294741378,Hayward-083 046400100
-122.16462105,37.6886251443,San Leandro-080G132410200
-122.159403815,37.6754001227,San Leandro-080G140800500
-122.159726808,37.6740466147,San Leandro-080G140810200
-122.15776663,37.6770634246,San Leandro-080G140904800
-122.23715837,37.8676295719,Oakland-048H769600300
-122.186289973,37.7975525368,Oakland-030 186906104
-122.234972539,37.8682016201,Oakland-048H769400400
-121.975185642,37.6357715475,Union City-085A527500400-1
-121.880174388,37.6569828296,Pleasanton-094 015702102
-122.016528844,37.5466777321,Fremont-501 056602902
-121.952785771,37.56996832,Fremont-507 078100503-1
-121.93209233,37.4633264026,Fremont-519 082000201-1
-121.942046572,37.4880913439,Fremont-519 085010601
-121.90895725,37.70928075,Dublin-941 281404700
-121.866339018,37.6430356266,Pleasanton-948 002400400
-121.881199954,37.6223546008,Unincorporated Alameda-946 444000600
-122.364737453,37.9313191763,Richmond-146714-1
-121.938546069,37.7708647826,San Ramon-16902
-121.882738593,37.7726725374,Unincorporated Contra Costa-18916-1
-122.078063179,37.9023312706,Walnut Creek-88157
-122.047118104,37.65713252,Hayward-081D164001900
-122.488747359,37.9509701319,San Rafael-929124
-122.532567402,37.922217973,Corte Madera-2508362
-122.566087382,37.9202120625,Mill Valley-2706640
-122.525919156,37.9083365227,Mill Valley-3313307
-122.487965889,37.8973808911,Tiburon-5507219
-122.48172816,37.8903317335,Tiburon-5518202
-122.492742831,37.851183769,Sausalito-6427604
-122.843782192,38.0892663402,Unincorporated Marin-11406116
-122.81638047,38.0625703523,Unincorporated Marin-11904007
-122.595639354,38.1216715924,Novato-12401009
-122.690486726,38.1845809003,Unincorporated Marin-12504004-1
-122.621965006,38.1084418089,Unincorporated Marin-12514059
-122.732357741,38.1789092542,Unincorporated Marin-12501008
-122.041433074,37.6497012863,Hayward-081D208400100
-122.561593096,38.091909425,Novato-15225505
-122.548301282,38.0995392633,Novato-15320037
-122.526527446,38.0997157311,Novato-15321025
-122.552925068,38.1048755588,Novato-15326232-1
-122.032265545,37.6375707638,Unincorporated Alameda-083 012500124-1
-122.574554975,38.0159300869,San Rafael-16501074
-122.772581628,38.062364515,Unincorporated Marin-16601024
-122.800269909,38.0518467698,Unincorporated Marin-16602041-1
-122.039048031,37.6253335945,Hayward-083 022105001
-122.540749541,38.0022517982,San Rafael-17525015
-122.504945967,38.0019062107,Unincorporated Marin-18040006
-122.689001357,37.916066501,Unincorporated Marin-19529022-1
-122.537139378,37.8745112704,Unincorporated Marin-20001016
-122.509961418,37.8586575087,Unincorporated Marin-20007413
-122.64462452,37.9051859077,Unincorporated Marin-19526045-2
-122.386935528,37.7097675938,San Francisco-5046008
-122.382323554,37.7245985407,San Francisco-4805013
-122.446726603,37.7494228389,San Francisco-2643003-2
-122.350665424,37.2168648626,Unincorporated San Mateo-87220050
-122.4127813,37.7086180161,San Francisco-6361013
-122.218597333,37.3295504463,Unincorporated San Mateo-78210380
-121.957825863,37.2599180053,Los Gatos-42444029-2
-122.174857345,37.2918343867,Unincorporated San Mateo-80400020
-121.620316263,38.0201802947,Unincorporated Contra Costa-331354
-122.279809925,37.4559782872,Unincorporated San Mateo-68100250
-122.280566556,37.4555485735,Unincorporated San Mateo-68100260
-121.888346853,38.0187435463,Pittsburg-332638
-122.270098804,38.0121732342,Hercules-330261
-121.772235896,38.0185429511,Unincorporated Contra Costa-332608
-121.943685863,38.0202539193,Unincorporated Contra Costa-334753
-121.853822642,37.3467627874,San Jose-48146019
-121.855986223,37.3582676837,San Jose-48160063
-121.927009945,37.8346556412,Unincorporated Contra Costa-47906-1
-122.078764492,38.2917667217,Fairfield-151360020-2
-122.084312203,38.2911282667,Fairfield-151941140
-122.064506124,38.2818564608,Fairfield-151610090-1
-122.072741353,38.2898954235,Fairfield-151100200
-122.07177187,38.2903049119,Fairfield-151100200
-122.071920651,38.2891028581,Fairfield-151370120
-122.071185622,38.2930636849,Fairfield-151650010-2
-122.08732072,38.2916810056,Fairfield-151930370
-122.074366216,38.2680323071,Fairfield-152043170
-122.085154683,38.2916807372,Fairfield-151930390-2
-122.072497948,38.2686399782,Fairfield-152043150
-122.08057015,38.2904302979,Fairfield-151900190
-122.08153397,38.2909299249,Fairfield-151900190
-122.04881244,38.2820801067,Fairfield-156162050
-122.053067653,38.281234495,Fairfield-156382110
-122.05323139,38.2815150244,Fairfield-156382150
-122.051090406,38.2828187472,Fairfield-156383030
-122.056432734,38.2858092227,Fairfield-151160360
-122.054068116,38.2855590439,Fairfield-156403080
-122.019879654,38.2872572944,Fairfield-167351260
-122.012506934,38.2878910779,Fairfield-167591040
-122.022617588,38.2922007916,Fairfield-167381250
-122.031825759,38.2976456763,Fairfield-167433010
-122.014201477,38.2906872352,Fairfield-167551050
-122.014398039,38.2897951915,Fairfield-167552080
-122.028491616,38.3021344447,Fairfield-167572030
-122.010045699,38.2873394621,Fairfield-168540130
-122.014414788,38.2662305637,Fairfield-169203290
-121.996668547,38.2813030497,Fairfield-170221120
-121.988989376,38.2860112319,Fairfield-170230080
-121.961053222,38.2732885834,Fairfield-174040170
-121.644115552,38.2253728906,Unincorporated Solano-177040030
-122.136571286,38.1782006311,Fairfield-181284050
-122.14464303,38.1894739195,Fairfield-180271250
-122.14022607,38.1812230704,Fairfield-180352210
-122.138995166,38.1815536119,Fairfield-180352590
-122.136411317,38.1786682098,Fairfield-181283100
-122.138841276,38.1813187389,Fairfield-180352610
-122.13655644,38.1778189549,Fairfield-181293100
-122.137673065,38.1041856753,Benicia-181230060-1
-122.130385608,38.17253192,Fairfield-181422270
-122.132349557,38.1712276148,Fairfield-181451010
-122.137728188,38.1700419701,Fairfield-181470100
-122.184804528,38.1634910141,Vallejo-182131010
-122.174736663,38.1534189153,Vallejo-182321480
-122.190028314,38.1561577362,Vallejo-182310100
-122.174717025,38.1537016089,Vallejo-182321480
-122.686773091,38.3470336603,Rohnert Park-143-330-036
-123.522731767,38.7538116811,Unincorporated Sonoma-156-560-007-1
-122.776240503,38.4580288403,Santa Rosa-157-020-006
-123.524219687,38.7541571582,Unincorporated Sonoma-156-560-007-1
-122.805526976,38.5574093428,Windsor-161-420-035
-122.225343498,37.7750860275,Oakland-033 219201900
-122.222342205,37.7742772601,Oakland-033 217702100
-122.209867793,37.8160898661,Oakland-029A135200700
-122.204534205,37.8163554764,Oakland-029A135400809
-121.999216614,37.3577918621,Santa Clara--384988
-122.260239446,37.7948625782,Oakland-019 000401400
-122.271823513,37.8191171177,Oakland-009 069600700
-122.280611361,37.7999069727,Oakland-001 012102703
-122.289714598,37.8003739374,Oakland-004 002500200-2
-122.287847853,37.7991155741,Oakland-000O040500500-5
-122.299273278,37.8031449196,Oakland-000O039100200
-122.306282339,37.8081116853,Oakland-006 005500100
-122.248457258,37.8093659142,Oakland-011 083604104
-121.631166276,37.9846395495,Oakley-250286
-122.158647409,37.7500470171,Oakland-048 559902902
-122.175254759,37.7976887136,Oakland-037A313404300
-122.163832304,37.7779775287,Oakland-037A316400300
-122.177238006,37.7617362669,Oakland-040 334300101
-122.189798562,37.7306715183,Oakland-045 532200801
-122.178176576,37.7348026238,Oakland-045 526800300-1
-122.187948393,37.7304424612,Oakland-045 531901004
-122.188529674,37.7285045938,Oakland-045 532002101
-122.162327055,37.7389428805,Oakland-047 559601200
-122.15809672,37.7502882399,Oakland-048 559902502
-122.143043003,37.7481721905,Oakland-048 566604403
-122.144101133,37.7482025049,Oakland-048 566600100
-122.234727933,37.8425921352,Oakland-048B712500200
-122.200924707,37.8252308641,Oakland-048D724901200
-122.202133562,37.8229065984,Oakland-048D725102603
-122.190525856,37.8163698595,Oakland-048D727003702
-122.200474114,37.8291527595,Oakland-048D724901401
-122.200464448,37.8234876418,Oakland-048D725202500
-122.194300285,37.8396122918,Oakland-048E731903801
-122.190691774,37.8158735741,Oakland-048D727003703
-122.186562212,37.8235283657,Unincorporated Alameda-048D729100400
-122.24762004,37.5337688068,Redwood City-95100590
-122.232834886,37.8247475458,Piedmont-050 462401303
-122.235129997,37.8649735764,Oakland-048H769203400
-122.292498923,37.8377969624,Emeryville-049 132100404
-122.25918012,37.8807563241,Berkeley-058 224500903-2
-122.288233934,37.8775107055,Berkeley-059 229302001
-122.243523244,37.740801083,Alameda-074 104211700
-122.251388822,37.7605642745,Alameda-074 122512902
-122.287503023,37.7686739304,Alameda-074 131100102
-122.249509967,37.7369071575,Alameda-074 134218003
-122.249808173,37.742545384,Alameda-074 133106000
-122.24984921,37.7353282504,Alameda-074 134218104
-122.24917977,37.7350507505,Alameda-074 134218104
-122.250413374,37.7356387752,Alameda-074 134218202
-122.251283899,37.736461001,Alameda-074 134216200
-122.163572472,37.723147781,San Leandro-075 005701500
-122.273577346,37.7815043009,Alameda-074 135111300
-122.273171556,37.7822349159,Alameda-074 135111000
-122.274341826,37.7804878996,Alameda-074 135111100
-122.143824069,37.7000522406,San Leandro-077B115702900
-121.628719051,38.012637243,Unincorporated Contra Costa-312993
-121.629969027,38.0127707239,Unincorporated Contra Costa-314292
-122.05449201,37.6435986076,Hayward-078C064800101
-122.045006989,37.6264730355,Hayward-078G265101702
-122.041889816,37.6183187235,Hayward-078G270400201
-122.034174636,37.6235188393,Hayward-078G296700103
-122.043158215,37.5161974164,Newark-092 011605400
-121.896208054,38.0181806124,Pittsburg-332227
-122.106828143,37.6895948274,Unincorporated Alameda-080B030200600
-122.117740343,37.691114709,Unincorporated Alameda-080C048500202
-122.121550489,37.6983697034,Unincorporated Alameda-080C049522400
-122.039821508,37.6559683829,Hayward-081D163501804
-122.277245261,38.2987792293,Napa-9089
-122.07123351,37.6949191972,Unincorporated Alameda-084C072409101
-122.064754949,37.7076241851,Unincorporated Alameda-084C081003700
-122.057353294,37.6958517258,Unincorporated Alameda-084C106800800-2
-122.088718162,37.7093860393,Unincorporated Alameda-084D130501200
-122.003847258,37.5883762878,Union City-087 010207200
-122.005336219,37.587678905,Union City-087 010205600
-122.008268845,37.5842103873,Union City-087 001102100-1
-122.011059221,37.5834435693,Union City-087 001101706
-122.004945499,37.5887584654,Union City-087 010203400
-122.004878816,37.5910517786,Union City-087 010010500
-122.040198347,37.5381532655,Newark-092A062504900
-122.005389877,37.5310749611,Newark-092A258800703
-121.877101472,37.6616555673,Pleasanton-094 015100804
-121.882429059,37.6664269767,Pleasanton-094 011806300
-121.851269186,37.5114707849,Unincorporated Alameda-096 010002800-2
-121.884363296,37.5937384279,Unincorporated Alameda-096 015500401
-122.148366517,37.7585169898,Oakland-043A468401900
-121.783615422,37.6747211362,Livermore-097 008700300
-121.774029966,37.6690776789,Livermore-097 008809400
-121.78079586,37.6794434799,Livermore-098 029001902
-121.770327051,37.6724508324,Livermore-097 014906500
-121.769421812,37.6839611853,Livermore-098 028000703
-121.77002041,37.6829904442,Livermore-098 028900201
-121.736965285,37.7118914566,Livermore-099 003702600
-121.733589902,37.7163815152,Livermore-099 003906300
-121.737239677,37.7156115689,Livermore-099 002400504
-121.783663044,37.6955942405,Livermore-099 010001823
-121.7845904,37.6611130371,Livermore-099 032503300
-121.741709608,37.6549117911,Unincorporated Alameda-099 085000501
-122.024033026,38.2704897403,Fairfield-94033010
-121.759684779,37.6747411221,Livermore-099 098004500
-121.764064038,37.6533493488,Livermore-099 068200600
-121.744290131,37.7091765716,Livermore-099 130904700
-121.730101565,37.7103852218,Livermore-099 132210100
-121.807209181,37.6787201094,Unincorporated Alameda-904 001000205
-121.915428862,37.6795899241,Pleasanton-941 100303600
-121.92402966,37.7205652321,Dublin-941 019000200
-121.900605732,37.7025339973,Dublin-941 055002900
-122.166488102,38.0509149557,Unincorporated Solano-89162050
-121.858563651,37.7007599906,Pleasanton-946 112607200
-121.964402168,37.7010364321,Dublin-941 283200100
-121.969673775,37.7033007915,Dublin-941 283200400
-121.877389872,37.6927175219,Pleasanton-946 110907300
-121.855825295,37.6952850885,Pleasanton-946 112702300
-121.857493404,37.6952564212,Pleasanton-946 112710400
-121.884881782,37.6503592468,Pleasanton-947 000302900
-122.152556826,38.0484104213,Benicia-89062080
-121.89649528,37.6496437938,Pleasanton-946 459205700
-121.895307892,37.6483440848,Pleasanton-946 459206801
-121.896441835,37.6491609314,Pleasanton-946 459205300
-121.847923083,37.6680805722,Pleasanton-946 456911400
-121.894922105,37.6479415093,Pleasanton-946 459107700
-122.056390494,37.9489147462,Pleasant Hill-175563
-121.896378318,37.6453327073,Pleasanton-946 459103700
-121.896074887,37.6461173648,Pleasanton-946 459105500
-121.884130957,37.6439614371,Pleasanton-947 000500441
-121.864736292,37.7179124005,Dublin-985 001500700
-121.870178219,37.7185847886,Dublin-985 001404700
-121.851811565,37.7313708039,Unincorporated Alameda-985 002800301
-121.865721999,37.7123478521,Dublin-985 006306400
-121.882003276,37.7274998088,Dublin-986 000100107
-121.872708002,37.7192413844,Dublin-986 002602000
-121.894623348,37.7054490426,Dublin-986 003401200
-121.875538806,37.7190244023,Dublin-986 003200600
-122.009184262,37.9178629461,Walnut Creek-111273
-122.353653886,37.9171139785,Richmond-119005
-122.059645411,37.9235512514,Unincorporated Contra Costa-122108
-121.739150282,37.9257839498,Brentwood-120783-1
-122.286612427,37.9237579483,El Cerrito-129173
-121.72321403,37.9318791409,Brentwood-131962
-122.052915695,37.9311903883,Walnut Creek-138472
-121.689343986,37.9356636013,Brentwood-139350
-122.169185044,38.0532158377,Unincorporated Solano-89152010
-122.060758189,37.9353260141,Pleasant Hill-145993
-121.916044413,37.9397227516,Clayton-151153
-121.933006607,37.9408541364,Clayton-154247
-121.962013027,37.9409740878,Concord-155228
-122.366203215,37.9387381476,Richmond-161676
-122.31713567,37.943777666,Unincorporated Contra Costa-173094
-121.788042426,37.9544501269,Antioch-180898
-122.110721763,37.9531459555,Unincorporated Contra Costa-182578
-121.624450244,37.9821512469,Unincorporated Contra Costa-244868
-122.415620098,37.7445941425,San Francisco-5614049
-121.987459224,37.9540329788,Concord-186536
-122.295205876,37.9475168053,Richmond-186962
-122.635439861,38.6092799919,Unincorporated Napa-3428
-122.563032363,38.5976858449,Unincorporated Napa-3810
-121.759549685,37.9582807715,Antioch-194015
-122.513695629,38.6058077422,Unincorporated Napa-3830
-121.811896934,37.9585787426,Antioch-194527
-121.807743796,37.9588381815,Antioch-194940
-122.199602709,37.9521298582,Unincorporated Contra Costa-198919
-121.980536565,37.7762906512,San Ramon-20030
-122.073811,37.9586335292,Pleasant Hill-200388
-121.816919356,37.9620429098,Antioch-201394
-122.26885857,37.957517348,Richmond-203897
-122.34174098,37.9136620001,Richmond-112555
-121.658974742,37.9675156594,Unincorporated Contra Costa-210303
-121.939656322,37.9603545057,Concord-205450
-122.337443184,37.9574255905,San Pablo-207054
-121.801276298,37.7797688912,Unincorporated Contra Costa-20706
-122.409536323,37.7165818284,San Francisco-6189034
-122.151137458,37.9595056718,Unincorporated Contra Costa-212685
-121.708827956,37.9680822161,Brentwood-214858
-122.001290057,37.8243684644,Danville-21756
-122.428508324,37.9630210955,Richmond-229686-2
-122.405691364,37.7137901706,San Francisco-6235013
-121.814783252,37.7832066665,Unincorporated Contra Costa-23020
-121.617833514,37.9055024915,Unincorporated Contra Costa-87163-1
-122.061198644,37.9016599416,Walnut Creek-87011
-121.985865619,37.1861112051,Unincorporated Santa Clara-55836005
-122.057088032,38.193188445,Unincorporated Solano-46060070-2
-122.002583305,37.906901103,Unincorporated Contra Costa-92818-2
-121.648131586,37.909776325,Unincorporated Contra Costa-91417
-122.457352894,38.5120679503,Unincorporated Napa-7601
-121.974319249,37.7535670945,Unincorporated Contra Costa-9404
-122.390954387,38.5266265395,Unincorporated Napa-7522
-122.447354031,38.508965912,Unincorporated Napa-7620
-122.364776396,38.5004107222,Unincorporated Napa-7669
-121.832955035,37.2130835,San Jose-70120034
-122.055784946,37.9091938843,Walnut Creek-98219
-122.034782647,37.9743471221,Concord-235424
-122.14634405,37.9716362384,Unincorporated Contra Costa-238285-1
-121.793495397,37.7836911985,Unincorporated Contra Costa-23601-1
-122.028500331,37.9743697662,Concord-236371-1
-121.777162185,37.9774713133,Antioch-236752
-122.329879294,37.9701853615,Richmond-236721
-122.418399722,38.4140612528,Unincorporated Napa-8392
-122.451987274,38.4042369241,Unincorporated Napa-8364
-121.799287501,37.9785161595,Antioch-238444
-121.797197415,37.9790859188,Antioch-239098
-121.772257865,37.9800925364,Antioch-241312
-121.623408187,37.9817590292,Unincorporated Contra Costa-242897
-122.038063162,37.9771116338,Concord-241548
-122.337190671,37.9709866804,Richmond-241908
-122.282525038,37.9743384303,Richmond-243467
-121.915699827,37.7334035882,San Ramon-3168-2
-121.632002769,37.9837554906,Oakley-249572
-122.168298603,38.0792725872,Benicia-83011080
-121.632066779,37.9842077269,Oakley-249572
-122.343472566,37.9749428554,San Pablo-248755
-121.666953452,37.9900039848,Unincorporated Contra Costa-264335
-122.178795595,37.9762893524,Unincorporated Contra Costa-250770-2
-121.950380651,37.7901709278,San Ramon-25426
-121.661458486,37.9874204177,Unincorporated Contra Costa-257626
-121.635217899,37.9881522999,Oakley-258026
-121.628382018,37.9881609649,Oakley-257924
-121.635069285,37.9889823468,Oakley-260067
-121.630531733,37.9892831007,Oakley-260640
-121.654254177,37.7939212489,Unincorporated Contra Costa-26177-2
-121.633530601,37.9902599951,Oakley-263292
-121.633047544,37.9901157724,Oakley-262897
-122.382802194,38.4580423969,Unincorporated Napa-1310
-121.995914489,38.3410908024,Vacaville-127391190
-121.753647413,37.7900585784,Unincorporated Contra Costa-26952
-121.763012382,37.7922521065,Unincorporated Contra Costa-27109-1
-122.37606205,38.4258824842,Unincorporated Napa-1629
-121.78122359,37.9915338853,Antioch-273544
-121.834038396,37.992922314,Antioch-275354
-121.810829703,37.9936790323,Antioch-276239
-122.158080613,38.0477002942,Benicia-89371030
-122.441140864,37.707648298,Daly City-90132020
-121.91563437,38.071159386,Unincorporated Solano-90060350
-122.273177841,37.8565731232,Berkeley-053 167600101
-122.284009622,37.4554589603,Unincorporated San Mateo-93180010
-122.281647471,37.4543336503,Unincorporated San Mateo-93180070
-122.257399435,37.5608643524,Foster City-94082140
-122.257687701,37.5651330227,Foster City-94231370
-122.253974063,37.5587578685,Foster City-94271320-1
-122.262884111,37.5530377553,Foster City-94320120
-122.255733855,37.5572806529,Foster City-94312330
-122.274532124,37.5480349891,Foster City-94402050
-122.269071745,37.5440362686,Foster City-94801290
-122.265130387,37.5529630102,Foster City-94470290
-122.268538912,37.5431650477,Foster City-94811140
-122.264945917,37.5407493794,Foster City-94860040
-122.248269796,37.5362371917,Redwood City-95280210
-122.248384795,37.5361385976,Redwood City-95280220
-122.252698018,37.5348377533,Redwood City-95250120
-122.241486102,37.5414068465,Redwood City-95392210
-122.240162819,37.5411778251,Redwood City-95392270
-122.197940609,38.1283990654,Vallejo-81630170
-122.195853279,38.1047541964,Vallejo-82134030
-122.194886285,38.1306616054,Vallejo-81763170
-122.196357035,38.1314284618,Vallejo-81761130
-122.194829423,38.1298971165,Vallejo-81763020
-122.194064605,38.1048153793,Vallejo-82134160
-122.193291943,38.1286401036,Vallejo-81791030
-122.193112715,38.1288017021,Vallejo-81791180
-122.168009768,38.0794211137,Benicia-83011220
-122.174740888,38.084129433,Benicia-83051240
-122.173372835,38.0647025033,Benicia-86152090-2
-122.175617468,38.0765308077,Benicia-86292090
-122.16364006,38.069486796,Benicia-87291180
-122.157647139,38.0606566263,Benicia-87471070
-121.883118262,38.4873470052,Unincorporated Solano-108010060-1
-122.170129487,38.0521363545,Unincorporated Solano-89153100
-122.151287952,38.0491606606,Benicia-89061150
-121.847163302,38.0752571185,Unincorporated Solano-90170270
-121.974915811,38.0782680745,Unincorporated Solano-90030180-1
-121.76652385,38.0898061779,Unincorporated Solano-90220170
-122.104141137,38.1327573599,Unincorporated Solano-90230260
-122.101125808,38.497506196,Unincorporated Solano-101030030
-121.753171898,37.6630284388,Livermore-099 136301500
-121.969032165,38.5184443689,Unincorporated Solano-103160010
-121.762534819,38.5216262437,Unincorporated Solano-110030050
-122.058439743,38.3379388629,Unincorporated Solano-122040010
-121.997743012,38.3604710282,Vacaville-125260020
-121.987804953,38.3555132448,Vacaville-130185020
-122.005991127,38.3351597345,Vacaville-127050080
-122.004296866,38.3470842414,Vacaville-126391050
-121.991819651,38.3328956175,Vacaville-127130080
-121.988736434,38.3360667773,Vacaville-127352230
-121.996099265,38.3419226418,Vacaville-127392190
-121.993245366,38.3302688623,Vacaville-128060040
-121.959835423,38.3744195787,Vacaville-129240020
-121.97702667,38.3658884181,Vacaville-129271020
-121.978380918,38.3734149564,Vacaville-129411250
-121.981963417,38.3565491076,Vacaville-130123120
-121.985610037,38.3501360833,Vacaville-131070140
-121.989857361,38.3496032713,Vacaville-130333010
-121.962877893,38.3498018036,Vacaville-131240030
-121.955379112,38.3537497868,Vacaville-131343020
-121.877072534,38.3868944479,Unincorporated Solano-141090150-1
-122.515103166,38.1707455012,Unincorporated Sonoma-068-110-007
-122.183513133,38.0656664248,Unincorporated Solano-86081140
-122.502449689,37.8743739264,Unincorporated Marin-90105008
-122.193612747,37.8060383053,Oakland-029 106203107
-122.192926127,37.7983620447,Oakland-029 107300200
-122.278087411,37.8696112501,Berkeley-056 200600104
-122.274696259,37.7885930117,Alameda-074 133407100
-121.981980727,37.535556383,Fremont-501 096400800
-121.97369712,37.5575687011,Fremont-507 045501400
-121.638915233,37.9861433786,Oakley-250133
-122.255045384,37.9760141793,Unincorporated Contra Costa-250139-1
-121.627069803,37.9876128017,Oakley-256307
-122.148094837,37.9678711418,Unincorporated Contra Costa-225718
-122.395104334,37.7175185839,San Francisco-4991039
-122.371835059,38.1568969844,Unincorporated Napa-564
-122.445873143,37.7552107903,San Francisco-2719C021
-122.466506364,37.7173281205,San Francisco-7074005
-122.46814589,37.7127718086,San Francisco-7121011D
-122.495578062,37.5022356549,Unincorporated San Mateo-47313080
-122.368520724,37.3097866395,Unincorporated San Mateo-87180090
-122.182138655,37.4324183368,Unincorporated Santa Clara-14205034
-121.889123574,37.3178772901,San Jose-26448110
-121.909045732,37.2541350868,San Jose-44732001
-121.893112415,37.2619700025,San Jose-45125002
-122.459906079,37.7419354967,San Francisco-2923047
-121.99443779,37.1973821912,Unincorporated Santa Clara-54404025
-122.470648193,37.7308215422,San Francisco-3256002
-121.899758025,37.2042754078,Unincorporated Santa Clara-57509008
-121.722905932,37.3365446552,Unincorporated Santa Clara-62703035-3
-121.795981747,37.3146572381,San Jose-67314027-1
-121.802224227,37.3176255435,San Jose-67319102
-121.788672932,37.3112887779,San Jose-67633006-2
-121.779238195,37.3062315744,San Jose-67635007
-122.163072733,38.0488804295,Unincorporated Solano-89172080
-122.170519799,38.0540871083,Unincorporated Solano-89151140
-121.826371399,38.4439665708,Dixon-114052020-2
-121.827728016,37.2338595954,San Jose-68910028-2
-121.80662924,37.2252415249,San Jose-68935010
-121.614996602,38.2013337406,Unincorporated Solano-177060050
-121.910691427,38.2134333693,Unincorporated Solano-48020040-2
-122.011526969,38.2874424508,Fairfield-167593040
-122.128794702,38.1678416579,Fairfield-181551140
-122.125618964,38.1683824048,Fairfield-181561140
-122.126992118,38.1691968289,Fairfield-181562050
-122.198037024,37.8303124418,Oakland-048D730405001
-121.909878946,37.6573705359,Pleasanton-946 393003900
-122.329603581,37.5732216234,San Mateo-32203999-1
-122.174237356,37.2611838124,Unincorporated San Mateo-85160220-2
