x,y,apn
-121.663737604,38.2463722156,Unincorporated Solano-42240370
-122.125114733,38.2191429726,Fairfield-45592080
-122.123622186,38.221245317,Fairfield-45603040
-122.057089942,38.2276181982,Unincorporated Solano-46010390
-122.091790428,38.181862049,Unincorporated Solano-46060100
-122.165112733,38.0502811215,Unincorporated Solano-89164030
-121.902336265,38.1079634844,Unincorporated Solano-46230020-1
-121.968552239,38.1667261917,Unincorporated Solano-46180010
-122.003164171,38.1561934034,Unincorporated Solano-46190250
-121.704404749,38.1580015803,Rio Vista-49290010
-122.085943364,38.1410937935,Unincorporated Solano-46080170
-122.089764204,38.1532197169,Unincorporated Solano-46090020
-122.269633573,38.115556664,Vallejo-51134190
-122.251932151,38.1171069543,Vallejo-54101340
-122.271538232,38.1126909127,Vallejo-55010300-1
-122.263929374,38.1074383777,Vallejo-55073040
-122.265937252,38.1059112821,Vallejo-55092160
-122.259514323,38.1054904523,Vallejo-55106040
-122.258554682,38.1005784946,Vallejo-55170200
-122.25247124,38.0948490862,Vallejo-58090190
-122.241331656,38.0912593503,Vallejo-59180300
-122.239517379,38.0870068945,Vallejo-61124010
-122.232254508,38.0913123999,Unincorporated Solano-61140030-2
-122.241413954,38.077889315,Unincorporated Solano-62020040
-122.297288721,38.1122014226,Vallejo-67040130
-122.177227011,38.0596702934,Unincorporated Solano-86132020
-122.167850046,38.0494782838,Unincorporated Solano-89232040
-122.223119843,38.1173888658,Vallejo-69253040
-122.218587828,38.1008397228,Vallejo-71092390
-122.211703338,38.0732124506,Vallejo-79380260
-122.214410699,38.0664098404,Vallejo-79650140
-122.189841203,38.1230953515,Vallejo-81040110
-122.201757855,38.1239779558,Vallejo-81630030
-122.146834282,38.0888350299,Benicia-83511010
-122.146501156,38.0889176377,Benicia-83521150
-122.183375066,38.0650275154,Unincorporated Solano-86082050
-122.174195732,38.0733742983,Benicia-86202010
-122.184719474,38.0727725234,Benicia-86694020
-122.167279626,38.058846721,Benicia-87141130
-122.154824841,38.0587856122,Benicia-87021160-2
-122.157641779,38.074118818,Benicia-87273190
-122.164283274,38.0516170349,Unincorporated Solano-89104100
-122.165325932,38.0493634051,Unincorporated Solano-89233040
-121.912389171,38.0536654658,Unincorporated Solano-90060480-1
-122.571308895,37.9577644504,Ross-7321128
-122.098244622,38.1022336242,Unincorporated Solano-90270090
-121.907024561,38.0531593332,Unincorporated Solano-90060470
-122.03646825,38.2649333133,Fairfield-95171160
-122.035963786,38.2651549998,Fairfield-95172170
-122.562320598,38.0766229255,Novato-15054233
-122.008590261,38.4388418315,Unincorporated Solano-105040730
-121.823927608,38.4395147647,Dixon-114033080
-121.823417589,38.4448135734,Dixon-114054110
-122.027038038,38.3195496747,Vacaville-122130070
-121.986163954,38.3797975139,Vacaville-123341040
-122.008914986,38.3651277168,Vacaville-125420050
-122.008826002,38.3562955067,Vacaville-126120010
-121.995685566,38.3416024446,Vacaville-127392090
-122.004113864,38.347986327,Vacaville-126382160
-121.99682261,38.3424596527,Vacaville-127402290
-121.968236143,38.3678234593,Vacaville-129280380
-121.996646747,38.3417975347,Vacaville-127401140
-121.996824704,38.3427990249,Vacaville-127402330
-121.958636421,38.3812643432,Vacaville-129210020
-121.971708519,38.3727107195,Vacaville-129220050-1
-121.965582644,38.3726908706,Vacaville-129240070
-121.966450095,38.3693782307,Vacaville-129240470
-121.97081396,38.3650234268,Vacaville-129280400-1
-121.979806113,38.3596247257,Vacaville-129310230
-121.982737904,38.3737175867,Vacaville-129423350
-121.987767325,38.3569198084,Vacaville-130101180
-121.970534605,38.3574248677,Vacaville-131020550-1
-121.962242869,38.3533165317,Vacaville-131030450-2
-122.001591708,38.3569664932,Vacaville-130391130
-121.918414499,38.3980997242,Vacaville-133060040
-121.955744061,38.3538986985,Vacaville-131343050
-121.956517825,38.3541672506,Vacaville-131343510
-121.956148932,38.3541578397,Vacaville-131343530
-121.9534508,38.3565766796,Vacaville-131451010
-121.953449887,38.3554318987,Vacaville-131483140
-121.967126091,38.3451575193,Vacaville-132230010
-121.973545923,38.3389161604,Vacaville-132091170
-121.921286516,38.400631323,Unincorporated Solano-133060070
-121.928003687,38.3833791399,Unincorporated Solano-133150110
-121.903863654,38.345355908,Vacaville-142110050
-121.781474887,38.3836463626,Unincorporated Solano-143060070
-122.192159847,38.2950053712,Unincorporated Solano-147010090-1
-122.144635617,38.2210372017,Fairfield-148420180
-122.149652133,38.2195644357,Fairfield-148461060
-122.08733494,38.2833843914,Fairfield-151980010-2
-122.064858129,38.2847558502,Fairfield-151370040-3
-122.067168623,38.2898350148,Fairfield-151700020-3
-122.062854287,38.2812838507,Fairfield-151610090-1
-122.08704128,38.2836054062,Fairfield-151980010-2
-122.071443612,38.2906829366,Fairfield-151700020-4
-122.071787752,38.2890903665,Fairfield-151370120
-122.040785756,38.2874464798,Fairfield-156232080
-122.080276469,38.2904792692,Fairfield-151900190
-122.072219813,38.2934770064,Fairfield-151650010-2
-122.07199757,38.2928769028,Fairfield-151650010-2
-122.087422207,38.2930694626,Fairfield-151930390-3
-122.084973766,38.2908912137,Fairfield-151941160
-122.068984651,38.2673171178,Unincorporated Solano-152031110
-122.073828006,38.2685989786,Fairfield-152043100
-122.04233328,38.2844081797,Fairfield-156181140
-122.054492348,38.2893759831,Fairfield-156445080
-122.056197535,38.2908858838,Fairfield-156445090
-121.975473729,38.2980487626,Fairfield-166161190
-122.052214579,38.2810479644,Fairfield-156381270
-122.05260726,38.2814569294,Fairfield-156382080
-122.054661583,38.2856367555,Fairfield-156403080
-122.055292854,38.2852325761,Fairfield-156422110
-122.05093485,38.2856691111,Fairfield-156410200
-122.052640572,38.28600345,Fairfield-156410270
-122.057415142,38.2903695166,Fairfield-156360090-3
-122.059350017,38.2950918945,Fairfield-156460060
-121.956853635,38.291784729,Unincorporated Solano-166070010-2
-121.966586444,38.2860089712,Unincorporated Solano-166102020
-121.974733365,38.2963093488,Fairfield-166211180
-121.973176365,38.2950205586,Fairfield-166281090
-122.033420324,38.3046174881,Fairfield-167090010
-122.020143121,38.2896749307,Fairfield-167351020
-122.032598897,38.2973122671,Fairfield-167432040
-122.029545516,38.298135012,Fairfield-167415150
-122.012307776,38.2874171606,Fairfield-167593010
-122.011777742,38.2874322209,Fairfield-167593030
-122.029968043,38.2978163322,Fairfield-167415050
-122.017586167,38.2756648479,Fairfield-168302140
-122.018812897,38.2783818059,Fairfield-168434100
-122.022513218,38.2704511412,Fairfield-169021080
-122.019212738,38.2721689526,Fairfield-169010020
-121.99044728,38.2853913721,Fairfield-170230050
-121.959198144,38.2658383649,Fairfield-174100040-1
-121.982619976,38.2549960646,Suisun City-174160300-1
-121.690831912,38.161856966,Rio Vista-178100320
-121.620116302,38.2040317273,Unincorporated Solano-177060030
-122.137147227,38.1770483459,Fairfield-181293260
-122.136648877,38.1661728874,Fairfield-181491100
-122.137823793,38.1705445052,Fairfield-181470070
-122.130764997,38.1668126891,Fairfield-181503150
-122.132359333,38.1697723095,Fairfield-181530030
-122.13061684,38.1672712838,Fairfield-181541310
-122.126217113,38.1681886289,Fairfield-181561080
-122.126388143,38.1692768715,Fairfield-181561210
-122.19443658,38.1581013786,Vallejo-182302060
-122.174275062,38.1525408458,Vallejo-182321260
-122.169990101,38.1413348257,Vallejo-182422200
-121.998144466,37.3572748821,Santa Clara--384988
-121.852232132,37.2478049496,San Jose-69427016
-121.913303708,37.3211501787,San Jose--386215
-121.913447986,37.3212741548,San Jose--386215
-121.851070917,37.2497108346,San Jose-69423072
-121.999515704,37.358422436,Santa Clara--384988
-121.918014903,37.3029295843,San Jose--389032-2
-121.863439254,37.2868707809,San Jose-45580049
-121.852487056,37.2470991523,San Jose-69427032
-122.068162341,37.3067801938,Cupertino--385928
-122.000214583,37.3579600165,Santa Clara--384988
-121.8521667,37.2479786093,San Jose-69427012
-121.970895688,37.4368543055,San Jose-01521022
-122.459763831,38.3239744583,Unincorporated Sonoma-127-361-008
-121.961596498,37.4318822925,San Jose-01530058
-122.143300213,37.7999340646,Unincorporated Alameda-085 000101200
-123.05846435,38.4453578694,Unincorporated Sonoma-096-110-010
-122.850220142,38.3091669768,Unincorporated Sonoma-027-180-030
-122.790921707,38.1922540631,Unincorporated Marin-10614022
-122.869685889,38.1439903659,Unincorporated Marin-10621072
-122.858840441,38.1188861699,Unincorporated Marin-10622032
-122.584952181,38.0825911799,Novato-15048013-2
-122.906615698,38.0557473147,Unincorporated Marin-10919022
-122.845289573,38.0700933955,Unincorporated Marin-11415010
-122.847923707,38.0691746315,Unincorporated Marin-11415050
-122.82324806,38.0801068919,Unincorporated Marin-11904004-2
-122.841577975,38.1078577479,Unincorporated Marin-11906027-1
-122.690514234,38.088847249,Unincorporated Marin-12106005
-122.715226063,38.0466391689,Unincorporated Marin-12107046-2
-122.624538883,38.0783491121,Unincorporated Marin-12111009
-122.722561588,38.0867886939,Unincorporated Marin-12123005-2
-122.697859932,38.1905258459,Unincorporated Marin-10617018-2
-122.558913279,38.0895524991,Novato-15225108
-122.763770834,38.4103720653,Santa Rosa-035-182-011
-122.696732425,38.4383943794,Santa Rosa-014-192-010
-122.222368364,37.791652557,Oakland-026 081501000
-121.750088184,37.2926270954,San Jose--387927
-121.748965047,37.2928589611,San Jose--387927
-122.306079743,37.8140664471,Oakland-000O050700108-6
-122.199190031,37.7340580158,Oakland-042 442501502
-122.196673413,37.8309944046,Oakland-048D730400900
-122.230087867,37.8691534592,Oakland-048H769404901
-122.059497063,37.7150383722,Unincorporated Alameda-085 630801800-1
-122.008453207,37.582685803,Union City-087 001101803
-122.071983154,37.5886090504,Union City-483 007601002
-121.808883179,37.5967779277,Unincorporated Alameda-096 036000404
-121.930023472,37.7271406409,San Ramon-424
-121.762057082,37.6719199062,Livermore-099 132103900
-121.782381874,37.6465917247,Livermore-099 136503200
-122.093937188,37.6093411743,Hayward-461 010300300
-122.074986194,37.6903418636,Unincorporated Alameda-415 008099999-2
-122.068921715,37.6056423333,Union City-463 009001901
-122.082395815,37.5897125927,Union City-482 004104200
-121.962233768,37.5804831726,Fremont-507 070001600
-121.915185142,37.4709524678,Fremont-519 108003900
-121.908095743,37.5053203567,Fremont-519 170100601
-121.901687063,37.4879083259,Fremont-519 172603100
-121.942957559,37.5271125229,Fremont-525 037500305
-121.949693819,37.5154124989,Fremont-525 160300200
-121.976440091,37.5469250804,Fremont-525 166311100
-122.077500983,37.5326995887,Fremont-537 055101800
-122.059060314,37.5214815131,Newark-537 055102600
-122.09486439,37.5092284604,Fremont-537 055102903
-122.051476443,37.5831850456,Fremont-543 045706100
-121.85790297,37.6938329916,Pleasanton-946 112800701-3
-121.893473879,37.6740381599,Pleasanton-946 332914500
-121.8886177,37.6490003442,Pleasanton-947 001205000
-121.887761998,37.648200519,Pleasanton-947 001202900
-121.886253999,37.6484973626,Pleasanton-947 001212100
-121.871085637,37.6420986329,Pleasanton-948 002200100
-122.440845274,37.732870764,San Francisco-6765042
-122.291982184,37.9146461083,El Cerrito-113096
-122.046841427,37.934034428,Walnut Creek-143144
-122.048097567,37.9344653278,Walnut Creek-145369
-122.509826369,37.9665755978,San Rafael-1422015
-122.023058363,37.9726841112,Concord-231817
-121.863357251,37.7810239638,Unincorporated Contra Costa-21004
-121.791060948,37.2244895223,San Jose-70802012
-121.71746204,38.0038488993,Oakley-281577
-122.5107813,37.9583375246,Unincorporated Marin-1808501
-122.141082234,38.0076376175,Martinez-320942-1
-121.872443171,38.014827287,Pittsburg-325679
-122.255342579,38.0118016681,Hercules-330127
-121.912030823,38.0150084262,Pittsburg-327449
-121.816154606,38.0166823759,Antioch-328768
-121.641022285,38.0187791072,Unincorporated Contra Costa-329119
-121.944296054,38.0167740145,Pittsburg-332628
-121.612444745,38.0241291127,Unincorporated Contra Costa-335766
-121.887720158,38.0302700143,Pittsburg-344567
-121.616660854,37.9052071631,Unincorporated Contra Costa-85069
-121.611192341,37.8979230239,Unincorporated Contra Costa-69592
-122.410331939,37.7959173202,San Francisco-0180004A
-122.073078255,37.8846504492,Unincorporated Contra Costa-70859
-122.548358263,37.9865524722,San Rafael-1001135
-122.294461886,37.8995476279,El Cerrito-87695
-121.616842301,37.9022101138,Unincorporated Contra Costa-83317
-121.615379033,37.9055898125,Unincorporated Contra Costa-85346
-122.586437917,38.0671233161,Novato-16086007
-122.616010705,37.8892569521,Unincorporated Marin-19906018
-122.511185544,38.0799451702,Unincorporated Marin-15757008
-122.240899844,38.2762779362,Unincorporated Napa-517
-122.276898906,38.2840363218,Napa-1186-3
-122.433960164,37.7948647218,San Francisco-0564070
-122.432755772,37.7768800749,San Francisco-0798010
-122.457817652,37.7778803792,San Francisco-1141027
-122.441355397,37.7580591312,San Francisco-2715023
-122.466270226,37.7289467341,San Francisco-3266A001
-122.39544101,37.7829096017,San Francisco-3763112-2
-122.177149108,37.2636218361,Unincorporated San Mateo-85160210-2
-122.4657307,37.712727821,San Francisco-7118050
-122.463850512,37.7122552225,San Francisco-7135045
-122.433218627,37.7203554041,San Francisco-6088008
-122.31781807,37.4119458364,Unincorporated San Mateo-67390170
-121.975353433,37.4380923869,San Jose-01527016
-122.482288287,37.7217590482,San Francisco-7351001
-121.992741646,37.4343426009,San Jose-1533042
-122.412079185,37.2418961282,Unincorporated San Mateo-86171020
-122.366981785,37.1773832837,Unincorporated San Mateo-86320050
-122.321838725,37.2545108777,Unincorporated San Mateo-88070010
-122.323924915,37.2514493346,Unincorporated San Mateo-88070020-2
-121.957605431,37.4623983969,San Jose-01532014
-122.430256184,37.6838955188,Unincorporated San Mateo-90100100
-121.973863468,37.4395066021,San Jose-01527018
-122.477455267,37.6680610135,Daly City-91211230-2
-122.241841374,37.546345165,Redwood City-95460100
-121.977659706,37.4295995864,San Jose-01513001
-121.903062642,37.4570509357,Milpitas-2610028
-121.898412416,37.4501940139,Milpitas-2621004
-122.082960811,37.4047431915,Mountain View-15017001
-121.71736518,37.235297483,Unincorporated Santa Clara-62711017
-122.020269416,37.3634446633,Sunnyvale-21107001
-122.141808698,38.2332519322,Fairfield-27710080
-121.478529712,37.083815374,Unincorporated Santa Clara-89806026
-122.209127524,38.066995155,Vallejo-79110090
-122.124541321,38.1752293137,Unincorporated Solano-46050300
-122.107295417,38.1650709961,Unincorporated Solano-46100250
-122.282177931,38.1090746809,Vallejo-66020130-1
-122.231430489,38.0907276646,Unincorporated Solano-61150020-2
-121.954148999,38.3554458502,Vacaville-131483060
-122.085389142,38.2922183329,Fairfield-151930390-2
-122.049170443,38.2804753391,Fairfield-156140090
-122.019213699,38.2535377034,Suisun City-173010130
-122.829802598,38.4003619802,Sebastopol-004-222-008
-122.598471915,38.2517739793,Petaluma-017-060-025
-122.459191247,38.2992567531,Sonoma-018-071-007
-122.807787137,38.3468205652,Unincorporated Sonoma-025-060-014
-122.461691111,38.121932733,Unincorporated Sonoma-068-140-008
-123.067358096,38.4800421464,Unincorporated Sonoma-097-010-003
-122.87742683,38.5074696889,Unincorporated Sonoma-110-210-006
-123.101636563,38.4328290106,Unincorporated Sonoma-099-050-014
-123.066602066,38.3654954023,Unincorporated Sonoma-101-040-006
-123.252141536,38.5235716255,Unincorporated Sonoma-109-100-005
-123.03086409,38.4172519819,Unincorporated Sonoma-097-280-003-2
-123.098685434,38.4094146277,Unincorporated Sonoma-101-160-004
-122.853982287,38.5656405707,Unincorporated Sonoma-110-100-023
-123.274077743,38.5566248413,Unincorporated Sonoma-109-480-015-2
-122.86918788,38.4314169728,Unincorporated Sonoma-130-300-031-2
-122.465328543,38.2806337973,Sonoma-128-580-033-2
-122.712427997,38.3359438681,Cotati-143-101-006
-122.708606368,38.4492501425,Santa Rosa-180-690-034
-122.490077582,37.9627495444,San Rafael-914256
-121.753520946,37.668261122,Livermore-099 075001701
-122.591267496,37.9856983362,Fairfax-211402
-122.089477302,37.6125600496,Hayward-456 009802900
-122.49571644,37.9515423962,San Rafael-913229
-122.543639095,37.969305524,San Rafael-1212131-1
-122.521838002,37.959902869,San Rafael-1327130
-122.502811,37.9435314922,Larkspur-1817214
-122.497882902,37.9220781372,Corte Madera-2622103
-122.550658472,37.9184152859,Mill Valley-2709220
-122.549998995,37.9017909995,Mill Valley-2816102
-122.540600571,37.9061376899,Mill Valley-2919217
-122.543348379,37.9181466548,Mill Valley-2930029
-122.532430503,37.9102378735,Mill Valley-2926105-1
-122.539196869,37.9211971806,Mill Valley-2930021
-122.473757246,37.9055326625,Unincorporated Marin-3817110
-122.484008047,37.9192955189,Unincorporated Marin-3803215
-122.482914504,37.9092123231,Tiburon-3818242
-122.498885321,37.9135084455,Corte Madera-3828301
-122.558775172,37.894473189,Unincorporated Marin-4627109
-122.558829045,37.8946854753,Unincorporated Marin-4627108
-122.558436806,37.9027525636,Mill Valley-4607003
-122.570918716,37.8993058447,Unincorporated Marin-4610101
-122.571349361,37.8981483763,Unincorporated Marin-4611203
-122.550169471,37.9001005822,Unincorporated Marin-4704610
-122.521800905,37.8849873774,Unincorporated Marin-5235034-2
-122.496350835,37.8943684164,Unincorporated Marin-5501133
-122.491071804,37.8959393678,Tiburon-5503137
-122.488848528,37.8964804096,Tiburon-5504118
-122.470588662,37.8829772915,Belvedere-5813101
-122.460083156,37.8844256456,Tiburon-5823122
-122.463768591,37.8832935363,Tiburon-5830133
-122.456285246,37.8726820691,Unincorporated Marin-5915146
-122.449466494,37.8728686539,Tiburon-5912240
-122.489652806,37.864035377,Unincorporated Marin-6308007-1
-122.249879532,38.1754722621,American Canyon-5133
-122.240331204,38.1654624831,American Canyon-4395
-122.253603701,38.3594289067,Unincorporated Napa-15206
-122.424334242,37.8047225318,San Francisco-0454001
-121.826642554,37.3955975171,San Jose-59501001
-122.464071223,37.7101785924,San Francisco-7169054
-122.451845193,37.7417425953,San Francisco-2946A001
-122.464575643,37.7389227759,San Francisco-3013B001
-122.44547512,37.7270754634,San Francisco-3184038
-122.398773675,37.7706476269,San Francisco-3806006
-122.389133765,37.7705211822,San Francisco-3841002
-121.863791773,37.2872602833,San Jose-45580064
-121.998514617,37.3575110463,Santa Clara--384988
-122.533621586,37.9077978808,Mill Valley-2924301
-122.26806082,37.532288751,Belmont-40490998
-121.963923594,37.2585812627,Los Gatos-42432056
-122.280074231,37.3296733697,Unincorporated San Mateo-78290060-2
-122.199482786,37.277764658,Unincorporated San Mateo-85110110-1
-122.374358143,37.2226795844,Unincorporated San Mateo-86270020
-122.106938478,37.2833033631,Unincorporated Santa Clara-35116021-1
-121.889268711,37.2903974346,San Jose-43908011
-122.216426203,37.9802597079,Unincorporated Contra Costa-274330-2
-122.030084138,37.8461064817,Unincorporated Contra Costa-45656
-121.978326538,37.3395176936,Santa Clara-29026011-2
-122.692092268,37.9222363494,Unincorporated Marin-19529016
-121.872384044,37.2378556271,San Jose-69401026
-121.652511203,37.1661524035,Unincorporated Santa Clara-72949001-1
-121.851440567,37.6693280205,Pleasanton-946 456912400
-121.943502997,37.7172686803,Dublin-941 275101800
-121.968682322,37.6965024843,Unincorporated Alameda-941 275000104
-121.857708737,37.7003502067,Unincorporated Alameda-946 112607900
-121.857710841,37.7002128967,Unincorporated Alameda-946 112608000
-121.86321159,37.6923447453,Pleasanton-946 114508200
-121.860773384,37.6653589666,Pleasanton-946 169905100
-121.890513404,37.6816660858,Pleasanton-946 321500303-1
-121.875315537,37.666215988,Pleasanton-946 337001005
-121.614117243,38.0268775972,Unincorporated Contra Costa-338231
-121.611547047,37.8944586623,Unincorporated Contra Costa-79065
-122.536809385,38.5397339185,Unincorporated Napa-5581
-121.870826326,37.6780813763,Pleasanton-946 456600100
-121.870383399,37.6880529954,Pleasanton-946 457308900
-121.888593448,37.647980099,Pleasanton-947 001202100
-121.858278872,37.6930618752,Pleasanton-946 458808200-2
-121.887817028,37.6490579012,Pleasanton-947 001204500
-121.613008047,37.8946299227,Unincorporated Contra Costa-79065
-121.877858162,37.6936454779,Pleasanton-946 458602700
-121.888525798,37.6488656429,Pleasanton-947 001205100
-121.888771148,37.6480094349,Pleasanton-947 001202000
-121.871616195,37.7136775292,Dublin-985 002307600
-121.803410168,37.6443904092,Pleasanton-950 001305800
-121.612280388,37.8944463641,Unincorporated Contra Costa-79065
-121.867778006,37.7162178039,Dublin-985 005200300
-122.270701328,37.9099738424,Unincorporated Contra Costa-105844-2
-122.281034118,37.9129881277,Unincorporated Contra Costa-109754
-122.311457975,37.9118893934,Richmond-107906
-122.323343112,37.9137338014,Richmond-112063
-122.291041845,37.9131305968,El Cerrito-109835
-122.290969032,37.9135884765,El Cerrito-111519
-121.723914322,37.9216302578,Brentwood-112935
-122.324694632,37.9188037029,Richmond-120675
-121.712156308,37.9327342221,Brentwood-132231
-122.060824538,37.9300682441,Walnut Creek-135257
-122.355923215,37.9310126362,Richmond-145905
-122.060756142,37.9355110335,Pleasant Hill-146295
-121.8335983,37.7678299506,Unincorporated Contra Costa-15203
-121.96794309,37.9388319564,Concord-153436
-121.935133349,37.9414749062,Clayton-155406
-122.36548295,37.9359541007,Richmond-156292
-121.703276368,37.9455346408,Brentwood-158722
-121.993358637,37.9340529627,Walnut Creek-158455-1
-122.371440201,37.9381172069,Richmond-160667
-121.965888401,37.9444159438,Concord-161497
-122.064385535,37.9437801844,Pleasant Hill-163693
-122.345485175,37.9421244395,Richmond-170985
-122.01655603,37.9485974556,Concord-174157
-122.363329237,37.9542539993,Richmond-199468
-121.769148838,37.9559513543,Antioch-184397
-121.733877841,37.9552306632,Brentwood-183836
-121.759170888,37.9556971746,Antioch-187188
-122.264431261,37.9474079744,Unincorporated Contra Costa-184570-2
-122.004029332,37.9536954293,Concord-186262
-122.006646594,37.9532669767,Concord-185317
-122.289394754,38.5714859091,Unincorporated Napa-7687-1
-121.756303011,37.9573595374,Antioch-188082
-122.096846794,37.9542533477,Pleasant Hill-190775
-121.811088331,37.9595596253,Antioch-194771
-122.334362684,37.9532686234,San Pablo-196850
-121.793312774,37.9605827432,Antioch-197403
-121.819717546,37.7762134558,Unincorporated Contra Costa-19891-1
-122.053756417,37.8907469492,Walnut Creek-77235
-121.80528047,37.96382494,Antioch-204681
-122.003531633,37.9617236866,Concord-205858
-121.788548755,37.964700511,Antioch-207871
-122.101256792,37.9607003603,Martinez-206575
-122.124834903,37.9600125922,Unincorporated Contra Costa-207404-1
-122.022597143,37.9616751097,Concord-207010
-122.31683382,37.9587250941,Richmond-209449
-121.744513246,37.9663161554,Antioch-209394
-122.430149313,38.4432119158,Unincorporated Napa-8261
-122.370258999,38.5167550013,Unincorporated Napa-7668
-122.671162059,38.2223589856,Unincorporated Sonoma-020-040-033
-122.451980973,38.4908446703,Unincorporated Napa-8623
-122.384419547,38.414298794,Unincorporated Napa-8424
-121.98575689,37.2843014739,San Jose-40302057
-122.313778434,38.4277151644,Unincorporated Napa-9063
-122.381464837,38.3907311427,Unincorporated Napa-9532-3
-122.2999287,38.328242586,Napa-1437
-122.301268058,38.2803003265,Napa-17374
-122.298003347,38.2643675051,Unincorporated Napa-11818
-122.291827824,38.260241968,Unincorporated Napa-11812
-122.289504905,38.276318888,Napa-18018
-122.287655837,38.2753806996,Napa-18146
-122.288409967,38.2761665911,Napa-18145
-122.289508194,38.2747418845,Napa-18169
-122.286902918,38.2751461789,Napa-18239
-122.286321152,38.2758746346,Napa-18095
-122.286105801,38.2752067779,Napa-18235
-122.28706294,38.2747233055,Napa-18240
-122.31418032,38.213396086,Unincorporated Napa-12786
-122.339440833,38.1962979971,Unincorporated Napa-12899
-122.318613516,38.2001825912,Unincorporated Napa-14730
-122.347651221,38.3104773771,Napa-22272
-122.274239398,38.2252484441,Unincorporated Napa-14589
-122.268882506,38.1626068925,Unincorporated Napa-14753
-122.276371773,38.1655720255,Unincorporated Napa-14749-2
-122.254284025,38.1621711983,American Canyon-2096-2
-122.221746675,38.1824582307,Unincorporated Napa-14804
-122.268996262,38.1800898935,American Canyon-2928
-122.212280592,38.2084506729,Unincorporated Napa-14784
-122.555710628,38.0811759071,Novato-15226160
-122.588352946,38.1137172687,Novato-14107108
-122.529577226,38.1211827103,Novato-14327201
-122.519572046,38.1205363021,Novato-14339119
-122.74418748,38.0349874472,Unincorporated Marin-16632111
-122.790197418,38.0392816679,Unincorporated Marin-16602042-1
-122.555204,38.0779954564,Novato-15233186
-122.563034209,38.0980332723,Novato-15317055-2
-122.517385204,38.0558073183,Novato-15769046
-122.755793324,38.0075940375,Unincorporated Marin-16611016-1
-122.694717969,37.999562377,Unincorporated Marin-17012033-1
-122.546876855,38.0105108326,San Rafael-17819226
-122.528413438,38.0061787125,San Rafael-18044206
-122.538114992,37.9939405914,San Rafael-17948015
-122.51600326,38.0128210389,Unincorporated Marin-18005321
-122.517384629,38.0145543267,Unincorporated Marin-18006106
-122.509008775,38.0155123711,Unincorporated Marin-18015101
-122.50732606,38.0127894358,Unincorporated Marin-18016109
-122.502164968,37.9981464906,San Rafael-18034112
-122.524563119,38.0009612655,Unincorporated Marin-18036228
-122.478260235,37.975036029,Unincorporated Marin-18614132
-122.68048199,37.9395544749,Unincorporated Marin-18816015-1
-122.6073891,37.8870454672,Unincorporated Marin-19906019
-122.5091452,37.8756388043,Unincorporated Marin-5228202
-122.507009941,37.8747576844,Unincorporated Marin-5228401
-122.36544925,37.81110311,San Francisco-8320001
-122.593290184,37.9068217257,Unincorporated Marin-19902001-1
-122.565415338,37.8878165072,Unincorporated Marin-19913101
-122.502765619,37.8723057732,Unincorporated Marin-90103019
-122.504005796,37.8751880031,Unincorporated Marin-90106008
-122.505078609,37.874129104,Unincorporated Marin-5230110
-122.506393029,37.875060379,Unincorporated Marin-5228401
-122.505538326,37.8737162583,Unincorporated Marin-5230110
-122.509272116,37.8755592154,Unincorporated Marin-5228202
-122.50921998,37.8755984724,Unincorporated Marin-5228202
-122.416269039,37.7419484321,San Francisco-5548017
-122.37645597,37.7093973373,San Francisco-4982001
-122.378327988,37.8284700992,San Francisco-8080001
-122.364168729,37.8225913353,San Francisco-8006001
-123.024488019,38.804411415,Cloverdale-001-051-023
-121.993736314,37.4173281669,San Jose-11005003-1
-122.236752851,37.3420510698,Unincorporated San Mateo-78200010
-121.959018416,37.436523944,San Jose-01508002
-122.243290751,37.5477630063,Redwood City-95460120-1
-122.297677613,37.2777520448,Unincorporated San Mateo-84080999-1
-121.875010235,37.3699384195,San Jose-25417056-2
-122.861030026,38.6133206711,Healdsburg-002-141-010
-122.831130272,38.4068684406,Sebastopol-004-301-078
-122.828741689,38.4069876197,Sebastopol-004-312-046
-122.828550091,38.4071110075,Sebastopol-004-312-057
-122.112701489,37.6889457517,Unincorporated Alameda-080B031600800
-122.46522671,38.2999943102,Sonoma-018-870-016
-122.466379597,38.3001934427,Sonoma-018-870-022
-122.599391458,38.1873340924,Unincorporated Sonoma-019-280-005
-122.285015169,37.8661211909,Berkeley-056 199301501
-122.301625812,37.8666958053,Berkeley-056 195400801
-122.303519509,37.8951672731,Albany-066 275603802
-122.304115542,37.8958368993,Albany-066 275605302
-122.283287788,37.777096859,Alameda-074 045001307
-122.243467746,37.7649116178,Alameda-071 020300301
-122.286296641,37.7779192332,Alameda-074 046200200
-122.283705619,37.7708078354,Alameda-074 130500400
-122.250415606,37.7353310516,Alameda-074 134218800
-122.270385556,37.7861483045,Alameda-074 133404700
-122.24269391,37.7468048294,Alameda-074 133608100
-122.255941669,37.7374133448,Alameda-074 134522300
-122.273415272,37.782272895,Alameda-074 135110900
-122.273188645,37.7813489704,Alameda-074 135112300
-122.171022312,37.730183723,San Leandro-075 021000200
-122.147906736,37.7312329778,San Leandro-076 038899999
-122.175493506,37.7252802878,Oakland-077A066014101
-122.148307802,37.7132395521,San Leandro-077D141002400
-122.138614247,37.710253706,San Leandro-077D145501100
-122.11497647,37.7008854252,Unincorporated Alameda-080 005108800
