year,shrs1,shrs2,shrs3,shrs4,shrq1,shrq2,shrq3,shrq4,shrw0,shrw1,shrw2,shrw3,shra1,shra2,shra3,shra4,shrn,shry
2010,0.27,0.3102,0.1631,0.2568,0.2762,0.2579,0.225,0.2409,0.1882,0.3659,0.3367,0.1091,0.2467,0.2113,0.4187,0.1233,0.6703,0.3297
2015,0.216,0.3052,0.1756,0.3033,0.2639,0.2425,0.2156,0.2779,0.1943,0.3276,0.3276,0.1506,0.2315,0.2176,0.4087,0.1421,0.6686,0.3314
2020,0.2197,0.3113,0.1742,0.2948,0.2525,0.2239,0.2313,0.2922,0.2044,0.3273,0.3219,0.1464,0.2223,0.2134,0.4048,0.1595,0.6819,0.3181
2025,0.2346,0.3174,0.1678,0.2802,0.2734,0.2212,0.1941,0.3113,0.2329,0.3295,0.2986,0.139,0.2118,0.2067,0.3982,0.1834,0.7038,0.2962
2030,0.2185,0.326,0.1678,0.2877,0.2699,0.2075,0.1953,0.3272,0.2222,0.3101,0.3057,0.162,0.2005,0.2017,0.393,0.2048,0.7136,0.2864
2035,0.2231,0.332,0.1676,0.2773,0.2705,0.2005,0.1931,0.3359,0.2277,0.3112,0.3022,0.1589,0.1924,0.1957,0.397,0.2149,0.7271,0.2729
2040,0.2244,0.3346,0.1644,0.2766,0.2681,0.1933,0.1931,0.3455,0.229,0.3131,0.3003,0.1576,0.1884,0.1912,0.3981,0.2224,0.7323,0.2677
2045,0.2171,0.3359,0.1672,0.2798,0.2647,0.186,0.1943,0.3549,0.2276,0.3109,0.3001,0.1614,0.1833,0.1922,0.3933,0.2312,0.735,0.265
2050,0.2272,0.3378,0.166,0.269,0.2613,0.1779,0.1954,0.3654,0.2302,0.3159,0.3003,0.1536,0.1846,0.1875,0.3878,0.2401,0.7372,0.2628
