zone_id,gid,tract,area,acres,tothh,hhpop,sfdu,mfdu,hhincq1,hhincq2,hhincq3,hhincq4,NEWdevacres,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn
120,645,22903.0,317431.53125,7.2870001792907715,1100.0,3198.0,325.0,775.0,285.0,221.0,246.0,348.0,31.20739424681706,622.0,3.0,38.0,78.0,122.0,236.0,145.0
656,1167,512001.0,19825150.0,455.12298583984375,,,,,,,,,,,,,,,,
699,1199,512309.0,8956577.0,205.61500549316406,,,,,,,,,,,,,,,,
706,1208,512602.0,97156392.0,2230.404052734375,,,,,,,,,,,,,,,,
714,1209,512700.0,1516080384.0,34804.41796875,,,,,,,,,,,,,,,,
1212,1238,252000.0,3082598.25,70.76699829101562,,,,,,,,,,,,,,,,
1211,1239,252102.0,48957064.0,1123.9000244140625,,,,,,,,,,,,,,,,
75,595,15100.0,177250.65625,4.068999767303467,1574.0,2226.0,16.0,1558.0,378.0,264.0,434.0,498.0,16.693283154688746,3113.0,,117.0,329.0,1265.0,857.0,545.0
148,654,23400.0,823528.5,18.9060001373291,967.0,2989.0,536.0,431.0,296.0,162.0,165.0,344.0,105.99667735026398,2277.0,,804.0,64.0,472.0,251.0,686.0
1374,1346,153001.0,2559382.5,58.755001068115234,,,,,,,,,,,,,,,,
967,32,403200.0,513268.40625,11.782999992370605,,,,,,,,,,,,,,,,
751,1444,,45395764.0,1042.1429443359375,,,,,,,,,,,,,,,,
999,2,400200.0,659175.3125,15.133000373840332,,,,,,,,,,,,,,,,
998,3,400300.0,1073932.875,24.65399932861328,,,,,,,,,,,,,,,,
1000,4,400400.0,695593.375,15.968999862670898,,,,,,,,,,,,,,,,
1001,5,400500.0,575960.4375,13.222000122070312,,,,,,,,,,,,,,,,
997,6,400600.0,315090.1875,7.232999801635742,,,,,,,,,,,,,,,,
996,7,400700.0,852329.3125,19.566999435424805,,,,,,,,,,,,,,,,
993,8,400800.0,726118.25,16.66900062561035,,,,,,,,,,,,,,,,
992,9,400900.0,430943.8125,9.892999649047852,,,,,,,,,,,,,,,,
977,10,401000.0,1165870.125,26.764999389648438,,,,,,,,,,,,,,,,
976,11,401100.0,879858.625,20.198999404907227,,,,,,,,,,,,,,,,
975,12,401200.0,660219.125,15.156999588012695,,,,,,,,,,,,,,,,
979,13,401300.0,838646.5625,19.253000259399414,,,,,,,,,,,,,,,,
984,23,402300.0,420357.96875,9.649999618530273,,,,,,,,,,,,,,,,
978,14,401400.0,754607.875,17.322999954223633,,,,,,,,,,,,,,,,
175,682,30202.0,351426.46875,8.067999839782715,2869.0,6322.0,844.0,2025.0,560.0,452.0,643.0,1214.0,39.836229183086395,2164.0,3.0,85.0,461.0,415.0,822.0,378.0
988,17,401700.0,5889723.0,135.20899963378906,,,,,,,,,,,,,,,,
987,18,401800.0,301361.375,6.918000221252441,,,,,,,,,,,,,,,,
965,19,401900.0,4427061.5,101.63099670410156,,,,,,,,,,,,,,,,
966,20,402000.0,1128148.75,25.89900016784668,,,,,,,,,,,,,,,,
985,21,402100.0,274269.90625,6.296000003814697,,,,,,,,,,,,,,,,
986,22,402200.0,273035.875,6.26800012588501,,,,,,,,,,,,,,,,
980,27,402700.0,369430.53125,8.480999946594238,,,,,,,,,,,,,,,,
970,28,402800.0,378970.0,8.699999809265137,,,,,,,,,,,,,,,,
945,34,403400.0,1243481.25,28.54599952697754,,,,,,,,,,,,,,,,
972,35,403500.0,834269.9375,19.152000427246094,,,,,,,,,,,,,,,,
941,36,403600.0,385166.46875,8.842000007629395,,,,,,,,,,,,,,,,
942,37,403700.0,368948.78125,8.470000267028809,,,,,,,,,,,,,,,,
