zone_id,SD,ZONE,COUNTY,AGREMPN,FPSEMPN,HEREMPN,RETEMPN,TOTEMP,MWTEMPN,OTHEMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,SHPOP62P,TOTHH,GQPOP,MFDU,SFDU,CIACRE_UNWEIGHTED,RESACRE_UNWEIGHTED,CIACRE,RESACRE,TOTACRE,HHPOP,TOTPOP,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P
379,8,379,3,0.0,151.0,286.0,43.0,590,26.0,84.0,634.0,685.0,546.0,382.0,0.092,2247.0,26,1616.0,759.0,39.7071774572,146.206086928,33.0,191.0,240.0,5560,5586,2965,378.0,861.0,2892.0,1117.0,338.0
380,8,380,3,0.0,46.0,115.0,30.0,234,11.0,32.0,715.0,681.0,384.0,225.0,0.083,2005.0,0,2152.0,7.0,35.6978998861,68.859882138,19.0,79.0,129.0,5077,5077,2316,337.0,633.0,2866.0,970.0,271.0
381,8,381,3,0.0,346.0,718.0,216.0,1633,45.0,308.0,630.0,585.0,365.0,606.0,0.208,2186.0,4,782.0,1515.0,56.4592595849,262.778118881,18.0,396.0,421.0,5279,5283,2473,336.0,812.0,1803.0,1511.0,821.0
382,8,382,3,0.0,101.0,164.0,8.0,311,0.0,38.0,306.0,264.0,188.0,339.0,0.219,1097.0,20,311.0,833.0,38.2392165014,131.324472021,30.0,168.0,223.0,2721,2741,1242,149.0,416.0,946.0,777.0,453.0
383,8,383,3,0.0,218.0,2181.0,155.0,2988,45.0,389.0,158.0,151.0,169.0,269.0,0.39,747.0,22,53.0,711.0,132.538495876,137.608416165,59.0,234.0,330.0,1922,1944,737,86.0,304.0,404.0,513.0,637.0
384,8,384,3,0.0,216.0,370.0,31.0,790,41.0,132.0,240.0,240.0,242.0,771.0,0.233,1493.0,1,12.0,1547.0,41.748111655,486.333124321,17.0,618.0,637.0,4334,4335,1824,273.0,837.0,936.0,1547.0,742.0
385,8,385,3,0.0,238.0,95.0,21.0,541,27.0,160.0,158.0,151.0,136.0,490.0,0.234,935.0,0,0.0,981.0,93.3848541953,415.348800182,5.0,503.0,631.0,2671,2671,1186,143.0,480.0,555.0,1041.0,452.0
386,8,386,3,37.0,111.0,55.0,6.0,246,8.0,29.0,134.0,103.0,197.0,618.0,0.289,1052.0,0,0.0,1109.0,11.3525361461,345.393285542,15.0,360.0,476.0,2888,2888,1152,151.0,527.0,517.0,1051.0,642.0
387,8,387,3,3.0,217.0,171.0,96.0,728,26.0,215.0,185.0,261.0,167.0,641.0,0.229,1254.0,9,26.0,1288.0,23.4575883502,333.371807287,10.0,442.0,461.0,3529,3538,1438,208.0,682.0,800.0,1253.0,595.0
388,8,388,3,0.0,652.0,1500.0,46.0,2463,103.0,162.0,342.0,329.0,345.0,1066.0,0.263,2082.0,149,27.0,2109.0,126.559075639,553.593925437,100.0,762.0,879.0,5986,6135,2355,319.0,1217.0,1288.0,2076.0,1235.0
389,8,389,3,0.0,249.0,572.0,383.0,1638,69.0,365.0,578.0,321.0,305.0,644.0,0.306,1848.0,103,490.0,1420.0,59.9797142428,325.166107561,95.0,420.0,566.0,4757,4860,1878,238.0,833.0,1030.0,1586.0,1173.0
390,8,390,3,0.0,151.0,185.0,211.0,799,89.0,163.0,382.0,394.0,314.0,354.0,0.17,1444.0,0,732.0,770.0,37.1044729972,131.880534255,86.0,155.0,267.0,3119,3119,1639,188.0,413.0,1376.0,753.0,389.0
391,9,391,3,0.0,239.0,332.0,529.0,1364,88.0,176.0,757.0,733.0,703.0,793.0,0.185,2986.0,2,2362.0,854.0,48.9827547574,253.204761698,37.0,277.0,374.0,6387,6389,3480,307.0,590.0,2864.0,1762.0,866.0
392,9,392,3,0.0,59.0,109.0,30.0,282,14.0,70.0,418.0,528.0,589.0,321.0,0.047,1856.0,0,2029.0,0.0,7.91900162429,78.2248551642,17.0,79.0,99.0,4792,4792,2549,403.0,647.0,2849.0,769.0,124.0
393,9,393,3,0.0,205.0,498.0,87.0,1058,149.0,119.0,429.0,474.0,489.0,311.0,0.165,1703.0,17,1169.0,637.0,53.235910586,130.89850839,54.0,181.0,241.0,4094,4111,2263,268.0,590.0,1776.0,979.0,498.0
394,9,394,3,0.0,223.0,432.0,50.0,3746,73.0,2968.0,484.0,362.0,241.0,262.0,0.222,1349.0,90,224.0,1191.0,58.0680068061,164.059510944,86.0,205.0,334.0,3561,3651,1557,222.0,555.0,1302.0,952.0,620.0
395,9,395,3,0.0,863.0,428.0,166.0,3879,1201.0,1221.0,460.0,452.0,558.0,724.0,0.099,2194.0,0,1731.0,622.0,167.633652355,129.809213012,174.0,217.0,392.3,4729,4729,2755,315.0,467.0,2564.0,1081.0,302.0
396,9,396,3,0.0,825.0,210.0,200.0,2638,1033.0,370.0,0.0,0.0,1.0,3.0,0.099,4.0,1,3.0,1.0,196.457516646,0.0,239.0,2.0,377.5,8,9,3,1.0,1.0,5.0,1.0,1.0
397,9,397,3,0.0,590.0,19.0,320.0,3929,2535.0,465.0,142.0,134.0,174.0,200.0,0.079,650.0,1,305.0,360.0,171.493751107,46.6291664043,239.0,56.0,307.4,1498,1499,814,98.0,160.0,808.0,367.0,66.0
398,9,398,3,0.0,289.0,474.0,54.0,1457,209.0,431.0,241.0,246.0,332.0,352.0,0.079,1171.0,0,597.0,696.0,58.5201617342,90.075055651,102.0,95.0,215.7,2696,2696,1471,177.0,287.0,1452.0,660.0,120.0
399,9,399,3,3.0,4051.0,45.0,60.0,6405,1349.0,897.0,0.0,0.0,0.0,0.0,0.104,0.0,0,0.0,0.0,246.629595228,1.03178941225,287.0,0.0,318.3,0,0,0,0.0,0.0,0.0,0.0,0.0
400,9,400,3,0.0,123.0,128.0,5.0,297,7.0,34.0,528.0,573.0,406.0,311.0,0.104,1818.0,0,1248.0,734.0,11.5207122622,149.413256983,6.0,245.0,247.4,4218,4218,2175,260.0,723.0,1855.0,1107.0,273.0
401,9,401,3,3.0,3978.0,1151.0,246.0,11476,2691.0,3407.0,147.0,116.0,53.0,25.0,0.193,341.0,1,365.0,0.0,2227.32168984,41.8973981536,805.0,236.0,6909.0,808,809,382,64.0,188.0,260.0,176.0,121.0
402,9,402,3,0.0,528.0,98.0,2.0,2863,60.0,2175.0,5.0,108.0,45.0,17.0,0.006,175.0,0,84.0,104.0,1377.97913216,0.0,1346.0,32.0,1592.0,694,694,226,64.0,119.0,472.0,39.0,0.0
403,9,403,3,0.0,3291.0,1106.0,22.0,13564,8245.0,900.0,6.0,1.0,0.0,0.0,0.117,7.0,0,7.0,8.0,1002.26048512,0.0,1050.0,0.0,1090.6,0,0,0,0.0,0.0,0.0,0.0,0.0
404,9,404,3,0.0,1137.0,249.0,24.0,5228,2314.0,1504.0,192.0,179.0,130.0,85.0,0.117,586.0,7,114.0,502.0,697.114023682,71.5075975899,162.0,241.0,9805.7,2092,2099,1081,164.0,594.0,711.0,462.0,168.0
405,9,405,3,0.0,466.0,667.0,602.0,3552,1117.0,700.0,2.0,4.0,0.0,0.0,0.117,6.0,0,2.0,4.0,181.613782711,525.55014092,404.0,11.0000000005,3422.8,21,21,7,2.0,6.0,7.0,5.0,1.0
406,9,406,3,0.0,1484.0,780.0,186.0,7495,4618.0,427.0,8.0,1.0,0.0,0.0,0.071,9.0,0,6.0,13.0,507.102998832,0.0560187979743,472.0,0.0,777.3,0,0,0,0.0,0.0,0.0,0.0,0.0
407,9,407,3,3.0,1815.0,1251.0,984.0,13895,6429.0,3413.0,22.0,10.0,0.0,0.0,0.071,32.0,0,28.0,68.0,693.047383239,0.0,892.0,0.0,1014.2,0,0,0,0.0,0.0,0.0,0.0,0.0
408,9,408,3,27.0,3773.0,936.0,181.0,10262,2491.0,2854.0,1.0,0.0,2.0,1.0,0.071,4.0,0,3.0,1.0,393.112079708,0.0,472.0,3.0,591.8,8,8,3,0.0,0.0,5.0,3.0,0.0
409,9,409,3,0.0,2100.0,536.0,103.0,10206,5742.0,1725.0,0.0,0.0,0.0,0.0,0.071,0.0,0,0.0,0.0,407.06657316,0.0,472.0,0.0,568.6,0,0,0,0.0,0.0,0.0,0.0,0.0
410,9,410,3,0.0,672.0,107.0,12.0,10731,7247.0,2693.0,297.0,316.0,562.0,664.0,0.071,1839.0,18,1863.0,26.0,334.095572197,85.2282413537,315.0,123.0,560.4,3670,3688,2236,200.0,139.0,2274.0,939.0,136.0
411,9,411,3,0.0,128.0,0.0,0.0,1317,1189.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0,0.0,0.0,83.2952593856,0.0,60.0,0.0,273.5,0,0,0,0.0,0.0,0.0,0.0,0.0
412,9,412,3,4.0,2925.0,347.0,486.0,23844,17541.0,2541.0,1266.0,1367.0,1197.0,1024.0,0.078,4854.0,1,4220.0,954.0,469.272640891,263.55107435,694.0,307.0,1016.6,11392,11393,6293,942.0,2198.0,4940.0,2822.0,491.0
413,9,413,3,0.0,522.0,401.0,130.0,1290,194.0,43.0,853.0,791.0,1439.0,818.0,0.025,3901.0,9,4049.0,127.0,79.3662063909,162.568631822,237.0,91.0000000004,339.0,9409,9418,4119,714.0,605.0,6814.0,1197.0,88.0
414,9,414,3,0.0,1272.0,656.0,288.0,7518,3410.0,1892.0,177.0,259.0,256.0,250.0,0.19,942.0,431,244.0,751.0,419.764262082,124.260989006,501.0,165.0,724.0,3597,4028,1535,215.0,896.0,1273.0,1076.0,568.0
415,9,415,3,3.0,5095.0,1716.0,837.0,14660,5063.0,1946.0,125.0,116.0,163.0,224.0,0.113,628.0,3,227.0,410.0,676.313748224,83.565525833,913.0,115.0,1169.4,1742,1745,926,118.0,289.0,755.0,455.0,128.0
416,9,416,3,0.0,1071.0,836.0,115.0,4680,524.0,2134.0,548.0,518.0,615.0,866.0,0.113,2547.0,7,1094.0,1982.0,121.626274841,208.724752169,209.0,283.0,832.9,7071,7078,3768,479.0,1171.0,3064.0,1844.0,520.0
417,9,417,3,0.0,1440.0,51.0,2.0,5169,3366.0,310.0,0.0,0.0,0.0,0.0,0.113,0.0,0,0.0,0.0,153.718709747,0.0,183.0,0.0,236.9,0,0,0,0.0,0.0,0.0,0.0,0.0
418,9,418,3,0.0,520.0,119.0,91.0,2779,1688.0,361.0,133.0,114.0,150.0,88.0,0.161,485.0,2,340.0,273.0,128.933983486,82.868303149,111.0,124.0,268.8,1456,1458,643,95.0,253.0,535.0,410.0,165.0
419,9,419,3,0.0,59.0,276.0,21.0,388,14.0,18.0,322.0,263.0,372.0,224.0,0.161,1181.0,8,668.0,532.0,18.4383523541,114.752159904,47.0,145.0,199.9,3541,3549,1559,236.0,613.0,1301.0,993.0,406.0
420,9,420,3,0.0,45.0,144.0,66.0,378,13.0,110.0,183.0,174.0,239.0,175.0,0.133,771.0,23,43.0,843.0,16.6277386242,112.146191438,25.0,153.0,197.0,2981,3004,1370,211.0,684.0,1024.0,817.0,268.0
421,9,421,3,0.0,111.0,181.0,172.0,503,10.0,29.0,781.0,657.0,447.0,330.0,0.308,2215.0,0,2167.0,101.0,15.4074471364,245.981854464,52.0,275.0,354.0,5158,5158,2268,220.0,586.0,1343.0,1759.0,1250.0
422,9,422,3,6.0,307.0,329.0,68.0,1509,643.0,156.0,907.0,591.0,540.0,398.0,0.219,2436.0,0,1980.0,568.0,112.064726618,146.269294634,134.0,144.0,341.0,5705,5705,2672,322.0,546.0,2593.0,1266.0,978.0
423,9,423,3,0.0,56.0,100.0,45.0,237,11.0,25.0,472.0,475.0,393.0,306.0,0.124,1646.0,1,981.0,752.0,11.0516924032,137.741057932,68.0,160.0,231.0,5251,5252,2348,325.0,1087.0,2069.0,1334.0,437.0
424,9,424,3,0.0,394.0,379.0,38.0,1069,104.0,154.0,694.0,783.0,566.0,406.0,0.12,2449.0,31,1219.0,1346.0,57.4001982003,232.369840522,106.0,263.0,378.0,7375,7406,3507,608.0,1436.0,3025.0,1733.0,604.0
425,9,425,3,0.0,65.0,132.0,103.0,396,3.0,93.0,363.0,419.0,310.0,276.0,0.088,1368.0,9,954.0,519.0,19.876044333,103.552739877,44.0,122.0,166.0,3697,3706,1909,292.0,597.0,1911.0,692.0,214.0
426,9,426,3,0.0,138.0,65.0,239.0,1836,1281.0,113.0,321.0,362.0,475.0,368.0,0.088,1526.0,79,1128.0,426.0,138.330279234,98.9916936138,155.0,76.0,324.3,3532,3611,1878,262.0,447.0,1965.0,735.0,202.0
427,9,427,3,0.0,2567.0,470.0,1136.0,8396,3200.0,1023.0,20.0,20.0,34.0,23.0,0.088,97.0,7,73.0,26.0,581.323454877,5.79366425973,756.0,23.0,726.4,226,233,122,17.0,29.0,127.0,48.0,12.0
428,9,428,3,9.0,3992.0,1246.0,367.0,8661,2102.0,945.0,102.0,125.0,144.0,103.0,0.088,474.0,21,520.0,190.0,312.751253553,9.50205536626,347.0,53.0,426.2,1094,1115,585,81.0,138.0,607.0,226.0,63.0
429,9,429,3,9.0,1195.0,657.0,52.0,6404,4201.0,290.0,0.0,0.0,0.0,0.0,0.183,0.0,0,0.0,0.0,271.671307042,0.0,383.0,0.0,388.0,0,0,0,0.0,0.0,0.0,0.0,0.0
430,9,430,3,0.0,2415.0,221.0,124.0,10232,5726.0,1746.0,4.0,0.0,1.0,1.0,0.183,6.0,1,5.0,2.0,385.570153398,0.434818875407,517.0,16.0,552.4,15,16,5,1.0,3.0,6.0,3.0,3.0
431,9,431,3,0.0,2024.0,60.0,93.0,5364,2060.0,1127.0,1.0,0.0,0.0,0.0,0.183,1.0,0,0.0,1.0,242.155950341,0.0,287.0,16.0,312.8,6,6,2,0.0,1.0,2.0,1.0,2.0
432,9,432,3,25.0,5796.0,572.0,764.0,14407,4640.0,2610.0,51.0,38.0,20.0,16.0,0.183,125.0,1,89.0,38.0,636.19657266,7.45632099384,708.0,99.0,826.2,351,352,146,26.0,63.0,144.0,69.0,50.0
433,9,433,3,10.0,290.0,264.0,37.0,1125,112.0,412.0,811.0,590.0,349.0,213.0,0.183,1963.0,11,1518.0,646.0,62.7255859648,119.048215965,19.0,197.0,229.5,5545,5556,2331,421.0,997.0,2266.0,1085.0,787.0
434,9,434,3,0.0,289.0,255.0,181.0,2182,1011.0,446.0,15.0,10.0,5.0,6.0,0.198,36.0,1,13.0,24.0,644.574004895,4.13760961722,992.0,6.0,1206.1,79,80,44,5.0,15.0,31.0,17.0,12.0
435,9,435,3,87.0,8125.0,3120.0,219.0,16385,2296.0,2538.0,519.0,343.0,282.0,202.0,0.198,1346.0,9,554.0,890.0,276.247296934,65.7427688837,331.0,135.0,517.4,2893,2902,1626,188.0,541.0,1140.0,584.0,449.0
436,9,436,3,0.0,111.0,1757.0,105.0,2123,21.0,129.0,520.0,450.0,348.0,269.0,0.261,1587.0,19,494.0,1153.0,88.9838221258,173.410015275,60.0,275.0,337.0,3890,3909,1704,223.0,586.0,1304.0,986.0,810.0
437,9,437,3,0.0,75.0,38.0,128.0,328,50.0,37.0,611.0,606.0,525.0,348.0,0.134,2090.0,0,1316.0,880.0,20.8732060063,166.758241213,53.0,194.0,265.0,5926,5926,2697,464.0,1033.0,2531.0,1336.0,562.0
438,9,438,3,0.0,103.0,397.0,82.0,658,21.0,55.0,427.0,328.0,368.0,288.0,0.191,1411.0,5,279.0,1196.0,69.4253683716,182.598363127,91.0,244.0,352.0,4000,4005,1842,221.0,756.0,1326.0,1138.0,564.0
439,9,439,3,49.0,45.0,489.0,173.0,995,49.0,190.0,339.0,325.0,251.0,209.0,0.18,1124.0,12,353.0,807.0,73.6819594686,108.720030976,44.0,154.0,267.0,3023,3035,1418,189.0,477.0,1066.0,913.0,390.0
440,9,440,3,0.0,255.0,1978.0,94.0,2491,51.0,113.0,634.0,726.0,785.0,448.0,0.118,2593.0,6,1998.0,777.0,80.8011325632,182.121181889,80.0,252.0,337.0,6505,6511,3111,455.0,974.0,3035.0,1528.0,519.0
441,9,441,3,0.0,200.0,292.0,120.0,1290,30.0,648.0,752.0,566.0,600.0,441.0,0.152,2359.0,0,1720.0,837.0,53.8720898462,187.516098661,51.0,230.0,292.0,5939,5939,2933,381.0,845.0,2814.0,1227.0,672.0
442,9,442,3,0.0,170.0,145.0,51.0,424,13.0,45.0,238.0,291.0,250.0,274.0,0.199,1053.0,14,12.0,1084.0,45.7020264456,145.543611585,57.0,184.0,246.0,3215,3229,1508,172.0,538.0,1037.0,1018.0,464.0
443,9,443,3,0.0,42.0,121.0,7.0,293,7.0,116.0,359.0,445.0,306.0,198.0,0.121,1308.0,6,479.0,894.0,24.8440821061,135.337004156,53.0,176.0,230.0,4385,4391,1926,289.0,945.0,1637.0,1170.0,350.0
444,9,444,3,18.0,177.0,725.0,150.0,1288,51.0,167.0,444.0,531.0,550.0,482.0,0.195,2007.0,10,615.0,1493.0,58.5222683156,222.251789512,107.0,258.0,378.0,5446,5456,2627,363.0,838.0,2078.0,1379.0,798.0
445,9,445,3,0.0,223.0,381.0,206.0,901,22.0,69.0,992.0,884.0,664.0,635.0,0.126,3175.0,0,2514.0,898.0,23.4320158997,233.815540343,60.0,277.0,349.0,8292,8292,3782,630.0,1134.0,3776.0,2040.0,712.0
446,9,446,3,0.0,145.0,28.0,56.0,412,90.0,93.0,765.0,899.0,586.0,704.0,0.108,2954.0,0,2193.0,974.0,63.9852410461,217.46275603,64.0,308.0,372.0,7502,7502,3808,531.0,1031.0,3602.0,1812.0,526.0
447,9,447,3,0.0,169.0,99.0,144.0,540,55.0,73.0,317.0,404.0,600.0,571.0,0.168,1892.0,1,960.0,1062.0,53.0767270691,172.251748378,39.0,206.0,286.0,4376,4377,2395,272.0,567.0,1812.0,1199.0,527.0
448,9,448,3,0.0,226.0,530.0,501.0,1439,10.0,172.0,971.0,755.0,743.0,620.0,0.131,3089.0,8,2752.0,568.0,66.7934568735,173.080546582,98.0,178.0,304.0,7611,7619,3534,557.0,835.0,4126.0,1361.0,740.0
449,9,449,3,3.0,298.0,769.0,802.0,2048,40.0,136.0,814.0,639.0,658.0,629.0,0.17,2740.0,82,1981.0,955.0,102.889662624,195.871329846,76.0,280.0,360.0,6417,6499,2908,404.0,670.0,3025.0,1589.0,811.0
450,9,450,3,0.0,777.0,935.0,517.0,2994,503.0,262.0,656.0,406.0,399.0,294.0,0.221,1755.0,3,920.0,930.0,86.1935385439,134.304364124,169.0,159.0,333.0,3848,3851,1825,202.0,381.0,1657.0,950.0,661.0
451,9,451,3,25.0,170.0,273.0,466.0,1068,71.0,63.0,477.0,517.0,555.0,721.0,0.207,2270.0,5,591.0,1779.0,54.279382828,274.325592372,30.0,414.0,464.0,5984,5989,2558,350.0,1035.0,1813.0,1882.0,909.0
452,9,452,3,0.0,87.0,850.0,15.0,1028,22.0,54.0,169.0,209.0,232.0,420.0,0.309,1030.0,122,36.0,1043.0,68.3416354019,181.13889608,81.0,240.0,321.0,2684,2806,1217,149.0,377.0,693.0,899.0,688.0
453,9,453,3,0.0,193.0,660.0,333.0,1956,583.0,187.0,583.0,560.0,615.0,761.0,0.241,2519.0,115,696.0,1916.0,94.1321702725,339.995324365,43.0,542.0,615.0,6710,6825,3091,430.0,1033.0,2192.0,1899.0,1271.0
454,9,454,3,0.0,310.0,478.0,18.0,902,11.0,85.0,276.0,283.0,298.0,662.0,0.266,1519.0,166,173.0,1394.0,53.2828801449,297.239710441,44.0,412.0,478.0,4219,4385,1727,241.0,846.0,1026.0,1370.0,902.0
455,9,455,3,0.0,139.0,548.0,177.0,1535,440.0,231.0,174.0,178.0,142.0,408.0,0.267,902.0,4,12.0,915.0,51.4715018491,178.958880353,26.0,274.0,304.0,2526,2530,1038,133.0,492.0,561.0,823.0,521.0
456,9,456,3,0.0,187.0,130.0,12.0,447,61.0,57.0,877.0,710.0,703.0,638.0,0.134,2928.0,28,1905.0,1186.0,18.379771689,249.416506137,47.0,262.0,320.0,7908,7936,3575,557.0,1536.0,3120.0,1991.0,732.0
457,9,457,3,0.0,178.0,289.0,17.0,573,14.0,75.0,369.0,394.0,348.0,677.0,0.189,1788.0,8,340.0,1507.0,26.2798819731,252.874976888,53.0,314.0,382.0,5172,5180,2142,350.0,920.0,1630.0,1572.0,708.0
458,9,458,3,0.0,91.0,79.0,23.0,237,29.0,15.0,334.0,382.0,294.0,427.0,0.165,1437.0,0,512.0,984.0,10.8825121077,173.615342601,19.0,218.0,248.0,4161,4161,1672,315.0,729.0,1558.0,1061.0,498.0
459,9,459,3,12.0,294.0,510.0,269.0,1314,70.0,159.0,694.0,468.0,677.0,930.0,0.187,2769.0,14,794.0,2102.0,127.426620921,366.617188198,125.0,510.0,640.0,7632,7646,3508,532.0,1148.0,2783.0,2133.0,1050.0
460,10,460,3,0.0,589.0,265.0,266.0,6478,5285.0,73.0,197.0,309.0,346.0,391.0,0.157,1243.0,2,637.0,673.0,372.588856447,121.821773335,437.0,146.0,667.0,3289,3291,1376,268.0,482.0,1390.0,773.0,378.0
461,10,461,3,0.0,173.0,417.0,43.0,703,10.0,60.0,360.0,434.0,464.0,432.0,0.229,1690.0,25,276.0,1462.0,38.3635434357,232.309488516,47.0,311.0,370.0,4577,4602,2121,252.0,800.0,1415.0,1335.0,800.0
462,10,462,3,0.0,376.0,187.0,903.0,1839,48.0,325.0,387.0,350.0,449.0,429.0,0.187,1615.0,33,368.0,1334.0,54.9935032957,220.623745187,109.0,259.0,378.0,4609,4642,1934,294.0,848.0,1561.0,1305.0,634.0
463,10,463,3,0.0,302.0,201.0,330.0,934,14.0,87.0,338.0,371.0,433.0,366.0,0.221,1508.0,0,595.0,1011.0,27.5822061787,180.798297077,48.0,227.0,280.0,3743,3743,1819,166.0,523.0,1267.0,1168.0,619.0
464,10,464,3,0.0,109.0,225.0,126.0,779,106.0,213.0,496.0,342.0,516.0,468.0,0.186,1822.0,18,736.0,1169.0,74.1817960016,187.432834891,8.0,299.0,325.0,4564,4582,2037,295.0,605.0,1780.0,1277.0,625.0
465,10,465,3,0.0,343.0,780.0,848.0,2937,276.0,690.0,1034.0,779.0,609.0,586.0,0.259,3008.0,132,1654.0,1533.0,66.6423937898,289.877775334,105.0,407.0,535.0,6884,7016,3214,399.0,943.0,2603.0,1618.0,1453.0
466,10,466,3,0.0,368.0,742.0,2392.0,3766,131.0,133.0,456.0,390.0,336.0,324.0,0.212,1506.0,8,288.0,1312.0,85.258648302,208.849280898,115.0,289.0,415.0,3730,3738,1826,253.0,548.0,1331.0,1005.0,601.0
467,10,467,3,9.0,1608.0,1302.0,423.0,4278,200.0,736.0,768.0,502.0,351.0,294.0,0.164,1915.0,18,1216.0,946.0,76.2643024327,143.098472597,96.0,176.0,328.0,4378,4396,2250,340.0,719.0,1810.0,994.0,533.0
468,10,468,3,0.0,290.0,495.0,249.0,1261,68.0,159.0,685.0,763.0,398.0,349.0,0.161,2195.0,175,1440.0,891.0,47.228569202,199.022959532,83.0,258.0,352.0,5525,5700,2528,384.0,917.0,2409.0,1313.0,677.0
469,10,469,3,0.0,248.0,581.0,160.0,1125,20.0,116.0,885.0,849.0,529.0,208.0,0.115,2471.0,120,1946.0,626.0,31.2790450749,145.276029216,33.0,178.0,211.0,7531,7651,3220,628.0,1515.0,3428.0,1457.0,623.0
470,10,470,3,0.0,552.0,307.0,140.0,1185,20.0,166.0,576.0,662.0,605.0,603.0,0.193,2446.0,0,819.0,1740.0,66.5475738635,308.11477709,32.0,468.0,506.0,6307,6307,2989,421.0,1134.0,2246.0,1594.0,912.0
471,10,471,3,0.0,136.0,1023.0,575.0,1949,16.0,199.0,788.0,703.0,498.0,294.0,0.189,2283.0,75,1751.0,677.0,97.05033586,174.819396356,62.0,252.0,367.0,5179,5254,2569,301.0,672.0,2296.0,1235.0,750.0
472,10,472,3,0.0,728.0,698.0,35.0,1822,120.0,241.0,640.0,611.0,487.0,315.0,0.091,2053.0,0,1485.0,675.0,91.2574112214,119.106205353,82.0,188.0,272.0,4933,4933,2625,369.0,829.0,2371.0,1079.0,285.0
473,10,473,3,0.0,243.0,238.0,8.0,831,144.0,198.0,950.0,763.0,494.0,251.0,0.124,2458.0,9,1828.0,763.0,33.4668410923,169.176452714,57.0,204.0,272.0,7116,7125,2905,557.0,1541.0,2979.0,1417.0,631.0
474,10,474,3,0.0,66.0,129.0,48.0,303,11.0,49.0,409.0,476.0,306.0,335.0,0.124,1526.0,9,716.0,862.0,20.8901309498,159.557873075,34.0,217.0,251.0,3942,3951,2000,281.0,783.0,1526.0,1035.0,326.0
475,10,475,3,0.0,197.0,571.0,1198.0,2220,41.0,213.0,532.0,459.0,418.0,269.0,0.167,1678.0,0,688.0,1082.0,66.5964651544,189.921615444,122.0,246.0,388.0,4459,4459,1985,287.0,898.0,1587.0,1146.0,541.0
476,10,476,3,7.0,435.0,752.0,347.0,2334,146.0,647.0,618.0,640.0,488.0,755.0,0.262,2501.0,224,759.0,1878.0,110.748552076,327.395945117,146.0,449.0,616.0,6751,6975,2872,433.0,1196.0,2096.0,1804.0,1446.0
477,10,477,3,0.0,128.0,684.0,114.0,1112,11.0,175.0,557.0,527.0,490.0,526.0,0.182,2100.0,10,482.0,1687.0,66.0737597689,252.375416252,75.0,362.0,463.0,6052,6062,2616,390.0,1212.0,2019.0,1629.0,812.0
478,10,478,3,3.0,830.0,387.0,1351.0,3071,97.0,403.0,621.0,700.0,653.0,424.0,0.09,2398.0,0,2150.0,382.0,85.6835385597,132.83584673,28.0,168.0,266.0,6135,6135,2791,457.0,999.0,3133.0,1181.0,365.0
479,10,479,3,0.0,944.0,609.0,65.0,1871,129.0,124.0,633.0,650.0,639.0,857.0,0.118,2779.0,30,1038.0,1901.0,84.9422841357,316.136567672,101.0,438.0,542.0,8173,8203,3549,532.0,1789.0,3108.0,2134.0,640.0
480,10,480,3,0.0,150.0,318.0,12.0,669,150.0,39.0,209.0,162.0,204.0,525.0,0.195,1100.0,0,0.0,1114.0,44.0412967578,190.340062879,62.0,246.0,319.0,3395,3395,1413,167.0,815.0,803.0,1139.0,471.0
481,10,481,3,0.0,138.0,243.0,114.0,758,53.0,210.0,262.0,311.0,391.0,639.0,0.187,1603.0,0,6.0,1628.0,50.1069179421,248.97020916,56.0,306.0,372.0,4798,4798,2002,226.0,1136.0,1130.0,1683.0,623.0
482,10,482,3,0.0,103.0,87.0,9.0,373,32.0,142.0,294.0,311.0,259.0,565.0,0.2,1429.0,5,10.0,1439.0,14.9357664024,235.673310002,5.0,322.0,342.0,4484,4489,1826,249.0,1060.0,1184.0,1338.0,658.0
483,10,483,3,0.0,580.0,443.0,197.0,1423,88.0,115.0,545.0,384.0,541.0,631.0,0.155,2101.0,1,1102.0,1109.0,36.004550921,205.554614394,115.0,169.0,354.0,5787,5788,2439,273.0,1305.0,1921.0,1668.0,621.0
484,10,484,3,3.0,980.0,1519.0,116.0,5722,2782.0,322.0,698.0,484.0,587.0,933.0,0.196,2702.0,24,945.0,1908.0,108.256631021,302.267752646,143.0,397.0,550.0,7300,7324,2777,497.0,1416.0,2378.0,1959.0,1074.0
485,10,485,3,3.0,690.0,1843.0,709.0,6251,2093.0,913.0,569.0,448.0,410.0,858.0,0.176,2285.0,14,643.0,1721.0,176.200737668,297.114441852,282.0,308.0,650.0,6750,6764,2537,477.0,1337.0,2258.0,1823.0,869.0
486,10,486,3,10.0,433.0,488.0,602.0,1807,130.0,144.0,426.0,430.0,439.0,637.0,0.115,1932.0,0,1171.0,868.0,111.766359293,232.830116107,107.0,307.0,462.0,5848,5848,2231,327.0,1459.0,2080.0,1546.0,436.0
487,10,487,3,0.0,221.0,622.0,258.0,1315,48.0,166.0,535.0,485.0,471.0,514.0,0.157,2005.0,8,1179.0,1009.0,58.9331883153,183.493755136,73.0,294.0,524.0,5377,5385,2119,313.0,1050.0,1919.0,1512.0,591.0
