zone_id,SD,ZONE,COUNTY,AGREMPN,FPSEMPN,HEREMPN,RETEMPN,TOTEMP,MWTEMPN,OTHEMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,SHPOP62P,TOTHH,GQPOP,MFDU,SFDU,CIACRE_UNWEIGHTED,RESACRE_UNWEIGHTED,CIACRE,RESACRE,TOTACRE,HHPOP,TOTPOP,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P
212,5,212,2,106.0,5078.0,3298.0,2239.0,28017,13975.0,3321.0,144.0,232.0,342.0,326.0,0.16,1044.0,86,238.0,840.0,1665.1216783,89.8404498979,1821.0,169.0,2734.0,3633,3719,1570,235.0,813.0,1262.0,989.0,420.0
213,5,213,2,6.0,299.0,838.0,88.0,1475,48.0,196.0,550.0,704.0,727.0,642.0,0.291,2623.0,42,819.0,1914.0,236.583391714,275.772078756,44.0000000004,281.0,661.0,6586,6628,2786,282.0,1121.0,1952.0,1728.0,1545.0
214,5,214,2,0.0,142.0,190.0,21.0,576,20.0,203.0,360.0,450.0,699.0,491.0,0.238,2000.0,77,123.0,1950.0,33.6956717536,265.229713291,37.0,270.0,449.0,6058,6135,2563,367.0,1155.0,1830.0,1662.0,1121.0
215,5,215,2,0.0,107.0,115.0,175.0,744,144.0,203.0,500.0,579.0,631.0,470.0,0.175,2180.0,13,1155.0,1057.0,19.9379314683,137.47653466,33.0,167.0,261.4,5883,5896,2751,349.0,1141.0,2136.0,1522.0,748.0
216,5,216,2,0.0,168.0,2196.0,362.0,2803,41.0,36.0,299.0,348.0,329.0,242.0,0.175,1218.0,6,774.0,819.0,84.1956735055,103.683493832,103.0,77.0,267.2,3283,3289,1539,195.0,636.0,1192.0,849.0,417.0
217,5,217,2,0.0,97.0,363.0,24.0,557,36.0,37.0,225.0,319.0,466.0,306.0,0.195,1316.0,111,8.0,1338.0,9.91563701189,180.500593803,22.0,169.0,280.0,4195,4306,1890,221.0,897.0,1365.0,1208.0,615.0
218,5,218,2,0.0,357.0,237.0,3.0,637,21.0,19.0,216.0,326.0,682.0,620.0,0.166,1844.0,13,458.0,1487.0,17.555722979,142.999883783,12.0,120.0,217.0,5700,5713,3213,303.0,1021.0,1935.0,1807.0,647.0
219,5,219,2,0.0,64.0,221.0,24.0,414,33.0,72.0,242.0,305.0,588.0,533.0,0.171,1668.0,7,23.0,1726.0,18.1674442011,150.142163527,12.0,154.0,239.0,6128,6135,3129,288.0,1167.0,1930.0,2037.0,713.0
220,5,220,2,0.0,175.0,109.0,19.0,387,24.0,60.0,232.0,485.0,639.0,523.0,0.108,1879.0,22,589.0,1371.0,33.2230810354,196.305915213,87.0,193.0,449.0,5752,5774,2829,345.0,1135.0,2347.0,1562.0,385.0
221,5,221,2,0.0,105.0,70.0,100.0,344,22.0,47.0,264.0,378.0,452.0,372.0,0.145,1466.0,0,358.0,1181.0,21.6268196266,152.307282712,36.0,156.0,305.0,4511,4511,2376,234.0,883.0,1559.0,1407.0,428.0
222,5,222,2,0.0,147.0,361.0,159.0,775,38.0,70.0,222.0,508.0,441.0,418.0,0.134,1589.0,69,720.0,983.0,16.1134662088,163.105947546,25.0,157.0,285.0,3782,3851,2059,184.0,647.0,1559.0,1124.0,337.0
223,5,223,2,0.0,229.0,552.0,41.0,1229,150.0,257.0,289.0,533.0,572.0,486.0,0.143,1880.0,32,780.0,1190.0,107.460917818,214.568611443,332.0,205.0,835.0,4145,4177,2360,204.0,644.0,1573.0,1375.0,381.0
224,5,224,2,2.0,125.0,136.0,29.0,474,9.0,173.0,184.0,227.0,372.0,456.0,0.166,1239.0,3,112.0,1167.0,202.578732634,183.882447059,88.0,217.0,1761.0,3292,3295,1673,164.0,596.0,1018.0,1155.0,362.0
225,5,225,2,0.0,257.0,486.0,327.0,1306,68.0,168.0,198.0,311.0,500.0,390.0,0.174,1399.0,51,96.0,1392.0,148.305338706,202.700917568,44.0000000002,216.0,1050.0,3720,3771,1918,196.0,798.0,1229.0,1084.0,464.0
226,5,226,2,5.0,254.0,289.0,218.0,1063,87.0,210.0,353.0,460.0,815.0,750.0,0.179,2378.0,6,177.0,2290.0,194.620432107,445.589154007,149.0,503.0,1997.0,6361,6367,3292,358.0,1362.0,1850.0,2001.0,796.0
227,5,227,2,0.0,130.0,55.0,39.0,347,12.0,111.0,259.0,353.0,637.0,821.0,0.166,2070.0,0,366.0,1777.0,87.3144414633,349.229916142,193.0,533.0,2831.0,5443,5443,3011,256.0,1063.0,1499.0,2040.0,585.0
228,5,228,2,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,9.0,1.0,0.0,0.087,10.0,6,11.0,0.0,149.653044135,4.10905963738,207.0,2.0,232.0,30,36,12,3.0,5.0,8.0,19.0,1.0
229,5,229,2,0.0,115.0,801.0,62.0,1071,38.0,55.0,215.0,330.0,513.0,603.0,0.121,1661.0,17,364.0,1401.0,104.935556389,265.672041699,179.0,243.0,546.0,5403,5420,2638,296.0,1029.0,2102.0,1584.0,409.0
230,5,230,2,9.0,202.0,514.0,271.0,1127,62.0,69.0,209.0,471.0,1011.0,941.0,0.14,2632.0,3,643.0,2126.0,57.1729288609,133.462876851,57.0,211.0,361.0,8082,8085,4204,461.0,1745.0,2735.0,2398.0,746.0
231,5,231,2,0.0,127.0,96.0,16.0,343,72.0,32.0,185.0,270.0,430.0,601.0,0.189,1486.0,129,129.0,1434.0,2.94296200633,188.546554358,17.0,191.0,287.0,4979,5108,2432,239.0,953.0,1547.0,1694.0,675.0
232,5,232,2,0.0,128.0,195.0,24.0,392,18.0,27.0,153.0,295.0,569.0,699.0,0.202,1716.0,213,70.0,1704.0,26.5328423218,285.991396264,27.0,295.0,459.0,5258,5471,2660,269.0,1108.0,1618.0,1670.0,806.0
233,5,233,2,0.0,249.0,356.0,88.0,978,190.0,95.0,559.0,778.0,821.0,989.0,0.206,3147.0,6,1645.0,1667.0,83.1356569831,274.425061765,159.0,290.0,708.0,7229,7235,3725,342.0,1037.0,2505.0,2266.0,1085.0
234,5,234,2,0.0,1549.0,1351.0,1938.0,6040,423.0,779.0,170.0,460.0,458.0,191.0,0.129,1279.0,0,1231.0,158.0,338.191981506,74.0201283943,192.0,36.0,549.0,2283,2283,1408,111.0,239.0,1091.0,652.0,190.0
235,5,235,2,19.0,127.0,235.0,26.0,683,26.0,250.0,224.0,257.0,283.0,385.0,0.223,1149.0,1,16.0,1152.0,17.1920477475,133.902395598,14.0,133.0,223.0,3190,3191,1550,184.0,613.0,948.0,909.0,537.0
236,5,236,2,0.0,119.0,475.0,131.0,1052,57.0,270.0,554.0,587.0,581.0,371.0,0.196,2093.0,27,558.0,1627.0,187.017826824,184.034058716,58.0000000002,197.0,486.0,5310,5337,2731,273.0,910.0,1910.0,1473.0,771.0
